,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.01964879757501905,,,,,-0.016113804456352875,-0.028864402262953413,
BMP1,0.009392640574304442,0.037513619662631566,-0.01836228168136074,-0.04519891186011522,-0.03918855488168351,0.07291187166637529,0.061676296954845035,-0.011383343633421007,-0.026950309564838015,0.08373081341853966,-0.010800103283785065,0.07267719047096403,0.05999819699901779
NDP,0.019564048463823893,0.008787232526443468,-0.0059820887059007545,-0.032385853052109975,0.06259383564445446,0.013175427198683299,0.006383241851489974,0.05332775201480298,0.051284924214251966,0.01995217838685226,-0.09788028911464836,0.036220167552179945,-0.015347228140886331
TNFSF18,0.00035012107493773533,-0.005163270261299976,0.011963810403706046,,,0.04863545190318158,0.04876058275749333,,-0.011443703213788136,,-0.016617882110485174,0.04562976791950459,-0.030622107547768306
RTN4,-0.06339270696798723,-0.005146586023509751,-0.023684570824681683,0.014055147054547286,0.013605785415281669,-0.14398253443593542,-0.031338138951940056,-0.0030151225355853346,0.07085773677120061,-0.03431151179322083,0.027910942069362916,-0.0696000012428759,-0.028450597765612685
HEBP1,-0.027716149853278263,0.033744613978726794,0.03470554219539642,-0.007681657686120983,0.04765449889811174,0.039051856293620825,0.0008172391807682894,-0.010340300448363714,-0.008598064730230049,-0.012670816543236997,-0.08399930563130299,0.03558471983853149,-0.029025559070324624
WNT7B,-0.05509694350993811,-0.026717358319400867,-0.019936824472943437,0.0401459466549616,0.005997435528447121,-0.0715282927528998,-0.04308086266283811,0.07830278339688226,,-0.02950955764988637,-0.0027635571599383853,0.06691070802265967,0.09286306736907908
PTMA,-0.004560121131506553,-0.023206836170572946,0.0011364858797184025,0.014825557321297722,-0.027329569153591277,-0.05535979133237049,-0.03351047524034314,0.02402853923494111,0.008616321254400483,-0.012182069967328108,0.004127923787991893,-0.008991434671844519,0.03483058119854025
FASLG,,,,,,,,,,,,-0.008730201015290389,
CEACAM1,,-0.01854772965457846,-0.015300313663736805,0.0215485362892228,-0.025660703390979832,-0.01646206481528317,-0.016416793187874416,,-0.027146478225859142,-0.026464643965279103,0.1686887549224167,0.0016610378834121574,
PDAP1,0.08355120368662905,-0.0022997224658447162,0.012790663328371693,0.06493728618846953,0.013086022440859848,0.033061871180583555,0.012923306486023812,0.00042767240724506415,-0.042859038027210604,-0.003398180588119765,0.03846640415816231,0.05663664634653618,0.02356927451133608
QDPR,-0.027150666544208994,-0.029661597343819027,0.003605076314988453,-0.04488017594193398,-0.047273834357455725,-0.06587300134801378,-0.021734189983396417,-0.0011322336301443933,0.05219489672781706,-0.07476146003942019,-0.019513682542966194,0.011463295034022583,-0.06454812301221516
POMC,0.21605964095649255,0.007472097330184352,0.0834332856720313,-0.019679687483490766,0.051076836140672224,0.019492318711717308,-0.005554780328554944,-0.008162950571142536,-0.05063870271946375,0.0955010892238813,0.050659280346787815,0.03092309218082957,-0.0662131520490276
CCL18,0.08123755759660645,0.08195596012598999,,,,,,,,-0.018763867691869118,,,
CCL17,,,,-0.028044550872057213,,,0.08587211820686136,-0.01562749197014256,,,-0.021245120361479075,-0.022690587353387984,
VEGFD,-0.03566902689411285,-0.0231458214946014,-0.021914629631071242,0.024204754590154184,0.06480993755929815,-0.03291700660558942,-0.022726240465215337,-0.011462954350010135,-0.06421289173825417,,-0.02240704468943296,,
TNFSF13,,-0.01746657964488117,,-0.019344503535962867,,,,,,,-0.022782644102641355,-0.002174462417549372,-0.03331248508416073
WNT5A,0.021622902359820218,0.07255504780496091,-0.002091915339249334,-0.04586184287012175,0.027464628712018803,0.03192065774585877,0.07152649171842793,0.03790095358398926,-0.01679097065465161,0.024415004550686552,-0.07103354653444355,0.01251580162987495,0.010976488984522904
CXCL8,-0.0886589626885501,0.04710546499009209,-0.020519560265011907,0.09046009112122155,-0.02946800368398588,0.020805609947320586,-0.06803716575368321,-0.010674801516554878,-0.027589918866797843,0.07688485100875765,0.038291279068478415,0.035552206678233,0.07570173247185158
GRN,-0.028167545191265096,0.028870195102412146,0.018164239556060627,-0.024839230104648523,0.009491724759988317,0.12474202816873894,0.05779164014700439,-0.02859095501821478,0.05192657359001181,0.023765146325251875,0.019483936778785453,0.019489538226875033,-0.05066085415212198
MIA,-0.006797549207308456,0.020973852053431694,-0.019489339041949192,0.00681882298106101,-0.007429308695324181,0.07141759027503079,0.02864390560463393,-0.013036696497428531,0.09933015133203235,0.09056010466599233,-0.0337025788494,0.03657887124566253,0.04305798920241767
COL4A4,0.029107827846006542,-0.027797934733486383,-0.03277526343646496,-0.028901386400429423,0.046807307524559076,-0.01936243157489734,0.07956180528608162,0.032239196389476726,-0.008529911144188523,-0.023723391594368523,-0.01568529674140116,-0.0030285363712194355,0.021041503011802045
TAC1,-0.044970844101532056,-0.011022399085082053,-0.03626873603491846,0.007676002418614774,0.013254983258520887,-0.0833896834437249,-0.03968414952810891,-0.05274460716816305,,,,0.00010148964126505773,-0.061409119720397004
RARRES2,0.0007439416568611685,-0.030822902845223415,0.018263871108160554,0.00036328422839026944,-0.016264018457203308,0.10016933207377417,-0.028366957320525035,0.001982695773707513,-0.06858174305400662,0.03842393699488262,0.04997576573697908,0.09098422569498821,0.0816879019014874
FGF7,-0.06657435169961567,,-0.02473471172751243,-0.026446424981892903,0.056394336602353067,0.03216292750743821,-0.02122051332018772,-0.02346432804117369,0.02685333053707214,0.004809063084409427,0.04230160874124481,0.06267075549886185,-0.013322910233232337
HBEGF,0.005034351864125795,0.04012783530463982,0.08166825449268715,0.0036780812931061432,0.0629328246069739,0.04812136511793174,-0.02470842347767875,-0.02943796586877606,0.08512574679897883,0.14115536756047525,-0.011956115400075379,-0.05409337642731683,0.05405685778721487
CSF3,0.028158149295454772,,,0.14222262014969395,-0.04294556743815908,-0.0020388131089860238,,,,,,-0.023889688046866028,0.12109615382099069
PI3,-0.042537281440764844,-0.009923815381769974,,0.017781389541328584,-0.01578551329895779,-0.02306647037014131,,,,,-0.018051194747926266,-0.025553600429994154,0.0214303081890017
PCSK1N,0.06622696635985036,-0.05524623234157838,-0.020756544736650732,-0.06346530034980367,0.013185969305289383,-0.012088873812376751,0.019951654435067426,-0.06437257562526351,0.06408718827874159,0.005849605608135124,-0.004086221482195068,0.01995977586896211,-0.025994273206298296
NTS,,,,,-0.009662424265569677,0.08470988849475627,0.040632640209653216,0.010319150160142248,,,,-0.03537737037046115,
SFRP1,-0.01036600598289779,0.016115026027763046,-0.036134762202037714,0.0007581881399624237,-0.028008106377080236,-0.02775956311828284,-0.03438132302222839,0.020737621189392198,-0.01456836566107135,0.020544166144282016,0.01976268903395097,0.014319429148593608,-0.005665966858539076
CXCL13,,,0.011081665590309694,,-0.0005202370271296543,,,,,,,,-0.03176694850846402
MICA,-0.039606315724709865,-0.006281629162831072,-0.0014136008897880053,0.03506340996292482,0.007025565705000811,0.05267684301249093,-0.0062977528076123435,0.055660655979802444,0.14662778133624527,0.07691594385781657,0.04477199162487059,0.05938568762528817,0.03754493293200956
TG,-0.028623667682654213,0.0023312615270074115,0.08997547898881118,-0.0040343269629640795,-0.0325728743302112,-0.02472365871170813,0.01749638425204973,0.08858420623741595,0.07391121483273157,0.059950018354842115,,0.01714526695063913,-0.004482935426970655
ADA,0.06008739135091069,0.028837306237474304,-0.010851962465780223,0.016776860810421252,-0.017645417372756853,0.0862615099619451,-0.03284399877737439,0.076367343526,-0.06391050594740244,0.09800882065361603,0.04823030530698406,0.06704611748455093,0.06103311627698265
LAMC3,0.018920135918485115,0.021600406677921034,-0.018011055019440014,-0.03401460925908621,-0.017589298743327195,0.12432523096876281,0.025693687548062505,-0.005861467478723631,0.005580509397849452,0.06627410576232697,0.04520955780628247,0.027327367176855424,-0.005639224923096551
CCL7,,0.055656002444510876,,-0.01909218841045983,0.0569135896398284,,,,,,,0.041590953613446786,0.06744472457299322
NGF,0.09151261361807764,0.001972226304452449,,0.11330791536942406,-0.02061238182757301,,,,0.050816096652911695,-0.00158720644090801,,0.02382755444675836,0.07914137420192487
TNFSF15,-0.02559250592507053,,,0.06112666420308843,0.02769737188782379,,,,0.035724687194115125,-0.02816077739562306,,0.08239337367504991,0.07767988067640627
HMGB1,0.026596640532306568,-0.08318664245105196,-0.016087310639533517,-0.04687211762239808,0.08454912409648695,0.08903218400875315,0.05613253683984773,-0.0035995647939210057,-0.056516241707157654,0.004404615166377766,0.041992773695982165,-0.0028648134387326066,-0.0018467629735585116
ITGB3BP,-0.04885147693173656,0.038476764646165625,0.030907397763832032,0.019837226416417164,0.05486231980683652,0.030152096468482534,-0.006320796165838428,-0.024033651193232086,0.04820856676506685,0.05736800740986405,0.018139763710381077,0.10072523471000773,0.055644226211149644
AANAT,-0.037078328772237636,-0.02136038779064137,,0.011090879908131823,-0.024550711647468602,-0.018478096458597937,0.05297982463793465,-0.013036697222562876,,-0.019543354747520753,-0.026279532299540317,-0.026487097794507104,-0.0029099789753409574
RELN,-0.035669008380411656,-0.009618173295735367,-0.019684659940815225,-0.03357772961646843,-0.02771073712600752,-0.05422053269792483,-0.002732800703855677,-0.009513685140655872,-0.023185760744011744,,-0.032864175554681706,,0.005505448591716896
IL15,0.11285970521890284,0.06401327235355042,-0.026505689710243568,-0.032233280735533186,-0.010025031364079652,0.03011845308515318,0.024529119829952387,0.03635161782912515,-0.022433914155958263,-0.03303682965999356,0.0516501319978645,0.060176024718146155,0.04627401927455695
UTS2,,,,,,0.03238162917666051,,,,,,,
BSG,0.05062784031895416,-0.040463258721305344,-0.05849767752615851,0.061443150071339936,0.04207274938867241,-0.0151745953145792,-0.023189288159844414,0.015300518056096462,0.07401520546467251,0.05292798186218424,-0.04068280068024714,0.03343976166293016,0.04838253080706134
ADAMTS3,-0.02525068572336314,-0.0026603100921193477,0.06271709007155112,-0.00831599734495933,0.04949075460032315,0.12055785455595674,0.06847997710220029,-0.05532038776629371,,0.006203001636619276,-0.011780459166500092,0.09939256084554339,0.0701324346075194
CD34,-0.03861969804776152,0.023869237410642476,-0.038766191829702146,0.029128964056228408,0.044854221500728514,0.06203897441869114,0.05242344079810828,0.048289169330869804,0.09313573101301675,0.03118448136750058,0.014897392439299668,0.015379140169243579,0.01740148013071649
CCL23,,,,,,-0.021025140565132678,,,,,,,
PLAT,-0.03354839036864741,-0.010179143987234837,0.0383799747029128,-0.07155842808091345,0.052325855269896866,0.09307340764169644,0.026283282121774856,-0.021422634555154363,-0.04445804413599951,0.04847957499989095,-0.005252171641143888,0.058335161613681054,-0.057040675003414726
NTF3,,,,,,,,-0.02104433928029984,,,,,
LTA,,,-0.015300315233823043,-0.01276264226260036,,,-0.018613072172773953,,,,,0.01075724975497567,
CKLF,0.0493814796971341,-0.03976987952783808,-0.057034051902382255,0.006952004831387157,0.00903409885490566,0.1162441558461977,0.04881601653072147,0.015693652439420714,-0.020203341094990432,0.050632570362023434,0.03621603814433613,0.026326524769124948,-0.06628866469452059
CD24,0.027300758908053262,-0.0008599728291155285,-0.005206731332504035,0.017723595752101754,0.023022227927953665,0.07510331099279337,-0.02918014695578888,0.04213878150844707,-0.09631815333704848,0.07817143620377617,0.009797727175382789,0.026148454621308166,0.00811755833749042
HSP90AA1,-0.022343500573546348,0.005049908260825558,0.010941395085216729,0.0015343912699659712,-0.0025047671258960147,-0.09795096301007442,0.003326566704870087,0.05063783772736446,0.013537607546810682,-0.12182383560581589,-0.005509194518646533,-0.05816729160322197,0.008743288904136866
BMP4,0.010148449331654355,0.005778898482243064,0.02402399152995148,0.05272645963968159,0.05057181014353934,0.024575209369251644,-0.01984766542045029,-0.0005515694344736196,-0.049074774531302066,0.025937346138966262,-0.03463019714950287,0.001076969681228633,-0.010303211498006663
SCGB3A1,,-0.014722691630446365,,,-0.029236866796544574,,,-0.010996581615118985,-0.05312980833417814,,,0.03284687061980422,0.03984676862267139
IGFBP4,-0.0033502418044323544,0.04918367631690607,-0.007248277046396914,0.005018089175131262,0.009357589073645601,0.0762081507349164,0.03233365710627457,-0.011367210683979058,0.004438498536441439,0.07817615208296536,-0.0006011167613291683,0.03779388588257502,-0.028623996860600597
RSPO4,-0.02527139520742787,,0.02825000279068662,-0.037455550998434,0.009078568839518814,,-0.02164813607192775,-0.010996580006620162,0.0016890369324627497,,,-0.019350041558007874,-0.012951196678284626
LEFTY2,0.015421723140141957,0.009061139450457934,-0.015488226383916288,0.023469522837635207,0.053819318030352975,0.05276485541162692,-0.02982390891508978,-0.012057884468387483,,0.0033669368527130318,-0.025957113463357277,0.08172344273184405,-0.03354807532728684
PF4,,0.07455635133007349,0.03345177915542393,-0.016657558249586226,,,,,,,,-0.03564763368083901,-0.023621026943526382
ANGPTL2,-0.023706139310349,-0.02909618096703053,0.00019949288662981455,-0.046554327127194275,0.037556689238428545,0.07250597870867001,0.03568251472309605,-0.011223558818999937,-0.06988643044314075,0.02098197809317431,0.028473618390656055,0.07589343732117912,-0.03892608168819889
LRIG2,0.01782416091701971,0.023810880412519646,0.04369808757415838,0.014628035859720315,0.001315242788305657,0.0002527079521792215,-0.030724530277898145,0.03084026289659107,-0.054200060145325024,0.02697441657830599,0.07211977838958619,-0.0028922822391568527,0.0480619562091019
ICOSLG,-0.026353970722640643,0.04912706870695417,-0.029040803823214122,0.02384117394858186,0.0181134779857833,0.03822674338685911,-0.002310569604404522,0.0342438649188949,-0.011978066436883561,0.03212367876634157,-0.02591124641643755,0.057760219978643966,0.031233629057742466
WIF1,0.0127462281103572,-0.0010189977619677417,,,-0.016094084655814345,-0.062142997519896215,-0.01670535385582735,0.007955377926902495,,,,,0.03792658907099534
NPPC,0.12354065631754009,0.05219117229887396,,-0.02583998070600556,-0.05886397702379924,0.011920298979767006,0.027250669211222534,-0.01528255511252387,0.008478236227906189,-0.023401132770807236,-0.024931612026729208,,0.006791875707222041
LYZ,-0.020225613764698173,0.11562821135558912,0.02517450544663285,-0.022280158676006658,-0.00013515131422325638,0.08748790076693416,-0.0064303148286067495,0.03548999972118867,-0.03358272127292884,0.08253165957333926,-0.027289604580265185,0.026617529713417486,-0.0897194366096767
EREG,,,,,0.051492452145645844,,,,,,,0.06972966918233243,0.011411675054664798
SPTAN1,-0.023850232779822678,-0.044517586575458255,-0.030071484412780534,-0.06971753251179216,0.03595210980254028,-0.07461912896099343,0.00752762693211998,0.04425273309147253,0.044253188848897035,-0.014963160066617064,0.0010496648905147345,0.045750453524207584,-0.020831769348001565
LIPC,0.049603806137535664,0.0538515622205807,-0.020946906760837488,-0.019523589985321922,-0.03266983974709218,0.018889243096653716,0.018128234415042622,,0.025459219604283486,0.10187027390750722,0.0386058450340426,0.011661162323103639,-0.022321324744067284
COL8A1,0.06479335662421282,0.0905512193176712,0.03517973990278143,-0.030094089126706084,0.018117503251935868,0.016765556933139966,0.04452621533059476,0.053575382888817406,-0.06474903559389297,0.0463051727575383,-0.040702060484996964,-0.07553930087749289,0.009044125660435033
GSTM2,-0.07761709265869432,0.03902162565526994,-0.030497310945482983,-0.024406861121003785,0.01739009484314479,0.07289634139151727,-0.011680768896573697,-0.03250232370952824,0.02112404910708887,-0.05887485164533922,-0.0321220028967446,0.0645092442761827,0.018651552147217584
SPX,0.02164730475946803,-0.0076931049488721814,0.005686319441217194,0.018472390422531418,-0.020618901508813996,-0.026443950571800604,-0.01934435272851244,0.048141958476032025,,0.03261006995538315,0.030294021246950267,0.0715083691638286,0.012477436039824518
MFGE8,0.004007203145363242,0.006817723082556275,0.04845336644941744,-0.029094644797803063,0.028355773302273662,0.045207866914967955,0.004340983303432833,0.02977744224053377,-0.02250922173594011,0.12025168125628752,0.07501150139313892,0.08210248055871106,0.02496604107675154
TGFA,0.052796305851964896,-0.045906461838577856,-0.003312495649934524,0.038803933145633414,0.09931966165784822,0.02143089966448145,0.059672786680774866,-0.011424215018423773,-0.02485685269176882,0.00837269623858789,-0.029414130069338216,0.021022561129909946,0.07889771243544026
SLIT2,-0.05121418948505704,0.018360266637301403,-0.0012967486330617516,-0.013302035958725976,0.04773129522157315,-0.016806154845306114,-0.034914289591514124,0.01524879536252412,-0.03156734083732791,-0.02646461163011864,-0.023610550060009738,0.00738464315781651,0.10638102653907608
PLTP,0.023995592225462298,-0.014191689497996146,0.0253204095499751,-0.0017264862826028907,0.012527608069361436,0.07118744900263359,0.005770739252704918,0.03332354128805343,0.02438208812155173,-0.043827833473043705,-0.05197417308398528,-0.006785987146383162,-0.07945509522865483
APOD,0.048269556892577295,-0.05970226751148902,0.03056939608666212,-0.010824021744691818,-0.011165921262445973,0.00010655842637416684,0.015891454462597206,-0.012200037554156381,0.050477010209678826,-0.1058660495590836,0.004169827979843095,-0.006880759434558615,-0.0658746506476208
B2M,-0.061058473939539545,0.07835425463118907,0.005944726113453321,-0.07303696505119393,0.005292528011212949,0.16077438502020544,-0.032693841628226555,0.04474645796204204,0.006525158065641547,0.061859598906686415,-0.045255260592932015,-0.02779770912800427,-0.08709734575839026
OMG,0.0001951769178128235,-0.0783645881821788,-0.01208672216489689,-0.032186746461351265,0.002611065859022184,0.013190042147775822,-0.02907539925329247,0.002195251420155961,0.05133137692856293,-0.07306256881985153,-0.05024826130018307,0.1033865528789201,-0.03501252307769848
CXCL3,-0.03141436812780733,0.0947934702090462,-0.005161291828386678,0.07095789856612632,-0.012795752074455578,-0.008734343743941842,-0.057300269110900616,0.15509015769260073,,,-0.01850605930093494,-0.019280966347415922,0.09296086367318063
CXCL10,0.0395954358534145,0.02540834818733079,0.004975017437755866,-0.015865763484776883,0.006552548509599376,0.09377805404994836,0.04766274479988785,0.07701997138839857,-0.030463041699120917,0.0800312890688233,0.05875903354343741,0.062447233688773245,-0.05471230873286583
RSPO3,,-0.019998905913964506,,0.010282927035505925,-0.008615983716106043,-0.030342014174551624,0.027830890060577058,-0.028566602737019317,,,,-0.00845924663208133,-0.04270823481318417
CORT,-0.028333686555236118,-0.004707408131712879,0.0013898158780582671,0.018488949601664088,-0.030169432012666392,-0.05251365347903979,-0.016935698843497722,-0.038650804340647535,,,,,
NCAN,-0.03433128552336406,-0.053234439232245995,-0.028358895031242327,-0.0824927720497396,0.0023002346052202246,0.01020300235878464,0.06839878183910084,0.0002572363463759973,0.06154040352203597,-0.05875804875830283,-0.06173563007439101,0.031794765844506474,-0.07924092552930428
PRG4,0.020751682777648866,0.11936501721209766,,0.04110239390113772,-0.007989320295730231,0.10690567250505276,-0.0276654585016158,,,,,-0.01158400612247543,-0.002031050465646981
