,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.02267214700484567,,,,,,,,,,,-0.04179884308287451,,,-0.019010181921506625,,
BMP1,-0.047520962304196314,-0.019965525487391837,-0.027802050890559385,-0.007480920328775565,0.11959520054695916,0.04446167867854543,0.02149231788938101,-0.03231686745213464,-0.1481144924270405,-0.0919148756340699,0.007875068569781013,-0.1367770036486223,-0.021695372455029862,-0.16130020879045823,0.05062391203463055,-0.0002592878709088055,0.04306115884453832,-0.10950021426497164,-0.04714077411026206,-0.09306904478826583,-0.07139831279081878,-0.03750334212633613,-0.013289459909945595,-0.10797593128788742,-0.02886633814103458
NDP,0.07786633157466548,-0.09055971362206844,0.04685537311238242,-0.006045567931051339,0.06569689234501586,0.005893142888449854,0.14033876669003384,0.0811748225414977,0.0330880381013571,0.09873353571717411,-0.06057717338900173,-0.05621083556079197,0.017984653273803344,-0.03615945490985103,0.030150175853444938,-0.023686687874969515,-0.014926161590076424,-0.014484997461809923,0.08870349011709694,-0.020590114992245445,0.009034843865824371,-0.06621875848708132,0.12437462257329371,0.02916500583614273,0.010552967005277863
TNFSF18,0.007249616541534849,-0.022730960620786913,-0.0029718622291615726,8.392568421467187e-05,,,,0.002968763100375337,-0.06106465197927642,-0.03954975368232945,,,,,-0.026346369644958612,0.16070407456039765,,,,0.0014138021360482144,,0.052107804111534775,0.035716116095475335,-0.047666037587240175,
IL36G,,,,,,,,,,,,,,-0.030111997956169853,,,,,,,,,,,
RTN4,-0.012932401194098084,0.3032220005669643,0.01562689771386151,0.02266996322153403,-0.004067356320325524,-0.005728149750687502,0.1464550912767267,0.098221635754321,0.18910127682975017,0.07389369922702978,0.053560325927466304,0.29012824387927466,-0.0090850724894438,0.30138284116412534,0.05572558664777214,0.020330079209441174,0.083018768523764,0.059093417759326,0.03101868686258544,0.06099748247439468,0.13059520411680822,0.0034952587304133602,-0.057839411820426546,0.34683968232965856,0.04118146071731959
HEBP1,-0.003585434038254919,-0.09928280296564308,0.010577103001109029,0.02229999341172542,-0.01276787827322826,0.030979282892595276,-0.02020797356160045,-0.05503983624998815,0.0026073324384035318,0.021547008762928078,-0.006672521157175755,-0.0619455692171922,-0.014258554682344424,0.0028806215025365157,-0.04345303088621751,-0.05663786606879406,0.031110403170925994,0.033836009260038956,0.045235321303660904,-0.003250161070183172,-0.024689842935633016,0.028562594559150056,0.11567864961873325,-0.01231418743601466,-0.007015043807440404
WNT7B,-0.038506304018184126,0.252168274828147,0.02148531290644579,-0.010050881017652462,0.08270480897469769,-0.04436288433438057,0.07948202081149283,0.040332173162877766,0.0926027158068423,-0.028848369261112988,0.046721800772329534,,-0.031644454760554844,0.07437548412094616,-0.029004781430891823,,0.01457010852845094,0.008583505267440719,0.051401289880393615,-0.0024170999935313893,0.08019432066877785,-0.007912368379485031,-0.02929625336805347,0.0444188880952502,-0.008308948712750272
PTMA,-0.015231779287829737,-0.017076390293020244,0.04121281286227323,-0.0048500552494850635,0.161212285166354,-0.04188252278849611,-0.0596462183310229,-0.020220665898054282,0.1039715355855511,0.0323413230451423,-0.016608095432682584,-0.36878211703917163,0.04660880966097378,-0.24303401290420024,0.10873075540822442,0.1333220581021006,0.04037852774878444,-0.01058696562835106,-0.05199115277276257,0.05844863082300728,-0.0410365908529708,0.0702561724376234,-0.15742302737589023,-0.2003857008405797,-0.1057007212186652
FASLG,-0.049355167078028686,,,,,,,,,,,,,,,,,,,,,,-0.01648752429510542,,
CEACAM1,-0.009782166737745802,,-0.026742440453855872,0.007862840887151026,,0.02747242889956937,0.003204539896201098,,-0.036115628131252346,0.009568097285276892,,,,,,0.014317192782693637,-0.019619893465567206,0.03651680998575042,0.05127325122206083,-0.022120949661596313,-0.005573984673643708,,0.06889870557444044,,
PDAP1,0.07409690763679747,-0.08846785557607381,0.06495302531051293,0.003401815283777762,-0.02384674629248429,-0.03256799810953111,-0.11194632349930346,-0.054871736246104315,-0.12157776386992619,0.008504590027886052,-0.02080872662054753,0.025079184623087742,0.032175504062140876,-0.12133341465230149,-0.03332842286903269,0.07237370007319292,-0.02471469512936791,0.008280713601036082,-0.08720514095813671,-0.06697175815945,0.08271407099441319,-0.039850633208194264,0.03041531901896858,-0.04456816471109092,0.03645606775033931
QDPR,-0.01891079732158405,0.20253132403688623,0.11697726258754187,-0.004237793461163991,0.15217814417939765,0.039574692589689375,0.17677582129376046,0.09585554559577973,0.11568076609754477,0.13299247056085287,0.09872525275638885,-0.2159560003168875,-0.017081415015336346,0.0790252815743362,-0.05509219382670566,0.01125502206972121,0.04693483556835874,0.04088856715607166,0.10973782695679418,0.05805693365652743,0.034608544553877796,-0.010877190875027379,0.04615070158741618,0.31232801734459964,-0.021194855972344454
POMC,-0.01402648847866383,0.11468965161594752,0.019168840185708465,-0.020036585175246594,,-0.045239090570142845,0.10887375033360536,0.04948294890664111,-0.0027438484968812598,-0.004659039725380821,0.009128701190176976,-0.014210880432391533,0.019364008053960987,0.031488210116354776,-0.019789073056111953,-0.03520260627505027,-0.017914204161814398,0.03496806644330916,0.0493088650928869,0.021340227390494227,0.00835322027443464,,-0.042260633095453255,0.019659088953539308,0.01425788431218878
