,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
MICA,-0.03471019245223433,0.025029397300249695,-0.002953269921969847,0.038912005499589924,-0.03299592373727685,0.07445828218129143,0.007564956186901551,-0.007916185605036217,-0.05168504389986768,0.13627655175139142,-0.03205746640863275,0.1172181215661399,-0.024271275443589414
TG,-0.02080534078068831,,-0.015000486967183868,0.022067900242524034,-0.01794365399016228,0.03437947995244631,-0.021979555135242603,-0.024713639071962577,-0.060281164418719266,0.04968188030408984,-0.03202882652407102,0.023458975437671437,0.06708314551460405
ADA,-0.0025184616061090515,-0.006410755538321632,-0.013733639188279172,0.010956838590549158,-0.0010930494146017134,0.13619680128973746,-0.009786875648168802,-0.05367955223404784,-0.08365696830321252,0.20617971444208574,0.04582253269102589,0.07673266427146223,-0.03141312423550092
LAMC3,-0.0369974658549416,-0.010634497375364505,0.04878924052215263,0.03768903895207624,0.04287613710022537,0.11512321359310662,0.0377378950076141,0.07538580439578638,0.0032588761015421926,0.16064680055602962,0.03968528801521978,0.03131761433401603,0.052557319836288675
CCL7,,,0.04508697830876396,-0.02539726775738528,,,,,,,,-0.008589422299441074,-0.04238165999202588
NGF,,,-0.008492357337318731,0.01228870441093234,-0.017123058700083273,,,-0.006830171610376843,,-0.06202638152549406,-0.02923220143353658,-0.004735028368031728,-0.0352335569011472
TNFSF15,,,-0.020878439857675724,-0.01880405086390595,0.05378754648453251,,,-0.01625746018761739,,0.023540078316896886,0.018531490801367127,-0.01292450712027826,-0.018608008564362843
HMGB1,-0.015926115884409293,0.041280049212158075,-0.014422366165568773,0.033334774791499225,0.11057542426610045,0.09674277923253513,-0.058467353221922896,0.0152669229539899,-0.07631149638277526,0.02092204502045128,-0.07547079720848747,-0.0370520409271782,0.04223766454232638
ITGB3BP,-0.019109295934753367,0.002564425767161758,-0.05349131585247714,-0.012300175816271281,0.0803272910439328,0.11562309813800098,0.012390141892006759,0.014400069747073169,-0.01249792491396037,-0.09774049204074675,-0.026769174401730798,0.04240321290366526,-0.04223675933935018
AANAT,,,-0.018997246986598507,0.07175926878950152,,0.01217930833438578,-0.0197663423820437,,0.0356975573136374,,-0.020488068395083252,-0.026742110141250237,-0.018983000977954096
RELN,-0.0036577708817476942,0.0077888773130875884,0.003608040579486302,0.009322206674569941,-0.014268676876450389,-0.048143863785607956,-0.04351910532877982,,,0.007017253362271852,,,0.11877469091739778
IL15,-0.026505685851438154,,0.022113275135677717,0.014382071189764908,-0.014794137253937292,0.04728058484202245,0.010615143400755393,-0.015644130567153827,-0.05988451785725985,-0.03483180613516634,0.04866842513696448,0.028064001313260232,-0.03172661454438441
UTS2,,,,,,0.03439625854894063,,,0.035463036338965886,,,,
BSG,0.003929874288167534,-0.009782916299912986,-0.026368485965140374,-0.008820316570661858,-0.028954312425007848,0.033825055092392135,-0.01142813542936763,0.06950613501916339,0.0284369979190268,0.08462770961856383,0.03380367821786537,0.04889376059899258,0.03998572117760331
ADAMTS3,0.07117552838044461,,-0.022170321542835613,-0.02762539784953987,-0.023829075358465724,0.18329220527824727,-0.024453795057025416,0.03047888743988324,0.00966313996353128,,-0.02453237613129044,0.0515483382384317,-0.03675773006608782
CD34,0.026862083437919893,-0.015412896548478067,0.019636038968345468,0.000941941756176893,0.023909606088693868,0.10682397956824079,0.00014772088497806487,0.043484961820676606,-0.02245730421162389,0.12422376494576778,0.00977442660946069,0.03783789628866062,-0.05287544094074967
CCL23,,,,,,0.050382225827771354,,,,,,,
PLAT,0.08053517187734135,-0.011809582859502454,-0.006297840128094871,0.0015667387751945574,0.100004524356767,0.15978882058068133,0.032676188201497466,-0.032685284789533794,0.0166963631648195,0.06499544392496129,0.04343730100605954,0.07306413914132748,0.007507373560472318
NTF3,,,,,,,,-0.034629354416605314,,,,,
LTA,0.15391251762718366,,0.00099850477112323,,,,-0.019037047688948004,,,,,0.009782555624278207,
CKLF,0.07199006590958613,0.012632934020027709,-0.00654734910902309,0.014596487867734155,0.11555611973559043,0.12338510922861681,0.040477638204885036,-0.045843117028711244,0.1373837773273168,0.13960836270812524,0.08544686948908231,0.03487086775594759,0.01625298829854033
APELA,,,,,,,,-0.029969756548732376,,,,,
CD24,0.02169438063163057,-0.012897874225812466,0.003924582814803372,0.04090535436688336,0.04005506143546699,-0.003077615034776433,0.019765337452093457,-0.012332295840944876,0.0563051147609822,-0.09446110297180221,0.03462414371085827,0.0014795959630410317,0.0068970926729953405
HSP90AA1,0.050410902506640404,-0.11465876897088102,0.03684076462673352,-0.035841232464456925,-0.10206232321118275,-0.13986670071049015,0.07113808085956533,-0.06172465926400181,0.015879556249919307,0.06296299041647592,-0.034534830022925005,-0.09902316732038263,0.07101305459090124
BMP4,-0.016219228691157342,-0.019066279543059617,-0.056066476497779565,0.01177550553950234,0.037371118072024756,0.03137302636192389,0.038010881616886594,0.01812512707288382,0.15606368209501853,-0.09267611411076523,0.016316243992979235,0.013638213772797392,-0.005037966577530004
SCGB3A1,,0.011383012526359568,,-0.020177705455321097,-0.018884977858401892,,,-0.034036357740903515,-0.04298085477514247,-0.049058591941294964,,0.02884912032306753,-0.03814645051896562
IGFBP4,0.013868613693745509,0.020129139831600425,0.04670038518379949,-0.020041117971472563,0.05449844431682853,0.1478225448483357,0.09795063661332143,-0.0008114145860620869,0.010204196556742914,0.04784229188580451,-0.06276095079522316,0.045952680693165965,0.03679694827203911
RSPO4,-0.010878351247637282,,0.02775065547156632,-0.02328835208563929,,,-0.022141245408210615,,,0.08601788702407683,,-0.02814789855890489,0.018012290383528074
LEFTY2,-0.015488224129077705,0.06002390995485098,-0.03667166292531433,0.01341750634011318,0.04744271004854693,0.17036909717963483,0.0004522347163490521,-0.018382145390884022,-0.037416728375975566,,-0.02618201504854289,0.12835873954099225,0.02858310035169919
PF4,-0.013917714209304408,,-0.016358533776732964,,,,,,,,,-0.03599084178885135,-0.018751059531192656
ANGPTL2,0.0022286185426011866,0.08408279859499987,0.007390414866981738,-0.0040881059630921346,0.12290595114976206,0.15741095222435214,-0.026677547097234525,0.031743595436079554,0.02388369895984145,0.08221579941328287,-0.02301343375247869,0.05328983914206029,0.009658581408865115
LRIG2,-0.04706681636333981,0.04208025552638955,-0.013137919274391261,0.0275576453776296,0.09248834358798913,0.06921015480906441,0.0005221308915893978,-0.04798327616275781,0.05438062387486155,0.07348926498992793,0.0991112686817587,0.03882615938343996,-0.026732512834367433
ICOSLG,0.05588772247971964,0.058088793713047045,-0.045970594233833754,0.006804545349009147,0.01799201450057878,0.10474679973071464,0.055360372247336496,-0.00014987774520023727,-0.01702227607756762,0.014714638146941217,-0.01657712146326213,0.0979085979923871,-0.012498605179379675
WIF1,,0.018025829809769068,,0.015969261110284558,-0.05814640609158877,-0.08406512034224863,0.014936085428189168,,,,,,-0.018939840263658855
NPPC,,0.05799535049374895,-0.02537612000725376,0.01354219337892869,-0.01370289229710798,-0.03187413027831031,-0.03332911263375684,,-0.05369517136594342,-0.005508164244505722,-0.02453232901539304,,0.08994664801889658
LYZ,-0.05246761489722838,0.06853191903622086,0.0543756329690996,-0.035971177081080705,0.13739271210474127,0.11361255308909168,-0.02212128511557256,0.014671894260561067,-0.053934500864957755,0.0637637272944239,0.05445839790935307,0.05221178699726368,0.01929649939205924
EREG,,-0.01794210934988761,,-0.021544085596655327,,,,-0.021495049955586043,,,,0.05032521641397292,0.025857919839539625
SPTAN1,-0.00424018928770842,0.041120317015083056,-0.06347370266308604,-0.00396722362462471,-0.021359096726575152,-0.044518438610149785,-0.01617941598334482,-0.03836810701131108,-0.03207203065623899,-0.03741027213406083,0.061729927837566735,-0.017494053556206677,0.0572343833027279
LIPC,0.04140144820730195,,-0.00987657397017269,0.061496009708632206,-0.022941913466147257,0.09490771034943508,-0.0413953131041923,0.0036285979842609023,-0.03871231366661245,0.013932178085468167,-0.018237873134713492,0.08704808946639188,0.07426850990858846
COL8A1,-0.023369327586561125,-0.03165919542656783,-0.060052250437446324,0.0020700140159334262,0.06432896070042368,0.12013995015130575,0.007364869218427189,-0.02618396773063066,0.004573870316935274,0.026974364828075,-0.016582905844659337,0.06610261927396122,-0.0596039265654644
GSTM2,0.03623527975483112,-0.004155297363985998,0.006073971658537344,-0.013519686204473047,-0.012510435117417331,-0.014250112579670612,0.05856498550290099,-0.03940489014285587,-0.0007597986683003914,0.02941102309083021,0.021792353774521305,-0.018271772352578465,0.0490758185643665
IL4,,,,,,,,,0.022216358953494202,,,,
SPX,-0.0040862825027884984,,-0.02465625325155996,0.03468947813827497,-0.05901159168727658,-0.03895126683360402,0.003922162638674542,,,,-0.05791468320860822,-0.03279726425867714,0.10792501759634211
MFGE8,-0.004064497128194403,0.04507044912923919,0.0011370407414477996,0.019698853444403565,0.017927357108118235,0.01440521107915778,0.03827961824981242,0.005924756114698369,0.07722719184126045,0.01924795631717126,-0.08436505628550947,0.07909574951509737,-0.062353390467555496
TGFA,0.05924889836787566,0.02321548722696814,0.007018715410060541,0.04697049548951399,0.0367571095889722,0.028157349860438066,-0.021114797210865614,0.02498773999706098,0.06378885959734344,-0.038861180158271925,0.013770272266991136,0.03945624806900918,0.04062542047386626
SLIT2,-0.036290006318139285,-0.020146018018481066,0.03632928681770024,0.009532874307941546,-0.00548782734040994,-0.07539337448673221,-0.013048088755509746,0.06904599854247881,0.054423216902004884,0.06129033570540015,-0.027743894542771385,0.036667477914595764,0.02788790725637509
PLTP,0.005973917601254956,0.08965408083693722,-0.015363068768252398,-0.02740104590620077,0.05528045404835286,0.16241100395647615,-0.010873696641520311,0.0694664202340686,0.04935788357590871,0.030542278822088074,0.03858109680932606,0.03271390449344378,-0.007068118770491509
APOD,-0.01205120000170729,0.07957930654822573,-0.01984976640639728,0.1055599410344544,-0.03759943964291195,0.0038144338121266137,0.018991561372458166,0.037465493009123496,0.02216832579184453,-0.04589120515778594,-0.05988437344059207,-0.060737614115096455,0.017585016951677076
B2M,-0.09986982961061332,0.09890515729577282,0.016774226228778878,0.032578039120710264,0.06636736653821163,0.16512797126986273,0.04226162357137802,-0.009544627048850821,0.08606048260119088,0.157626765265649,0.0019184224874608136,0.021018030418412003,-0.00895423175922142
OMG,-0.03980828926753234,0.005758341225042892,0.027517613427943857,-0.006576463393420518,-0.06206676975569081,-0.06971501680614815,-0.026526348664417936,-0.013612933239073756,0.056222447455506905,0.05823619718012171,-0.0021403882704943925,0.05111114326660115,0.04272408156394781
CXCL3,-0.02861349589033937,-0.04774452138966868,0.04337852076357853,-0.027879973425601497,,0.050945412430274256,0.014782891438877867,0.008936403820785319,-0.0749975812019395,,,-0.003142982230109453,-0.039167247655473164
CXCL10,0.06609263199809295,,-0.024397789395624286,-0.04617172351311676,0.052116510196161106,0.13933005942702703,0.03580705240179185,-0.01854901606574965,-0.026088746410656925,-0.00588218204591397,0.01097140161321433,-0.01349558392473116,-0.030445315231496697
RSPO3,,0.05984667127567399,-0.003861431261880439,-0.02254694396106283,0.005375516125128059,-0.03725718503558885,0.017278365165300853,,,,,-0.025649284497026317,0.026592993040386117
CORT,0.029205364700750497,0.09403727275090415,0.021319085517993185,-0.013557668540436633,-0.0340368062833514,-0.06448190595746077,0.00802934268807131,,,,,,
NCAN,0.04735158489504274,0.05395091055187184,0.005136635039205287,0.027831000869624128,0.06430812203232344,0.06591491315106703,-0.009182978815296625,,0.04942116795091053,0.09098501757474418,0.019919913400181316,-0.01001804903938733,0.07532254206145715
PRG4,,0.09654779541702302,0.012053634714815516,-0.01614353092843437,,0.017805544690877605,0.011243120710676287,,,,,-0.05001590626345507,-0.026098920274376238
ZG16B,-0.016747707023881436,,-0.021761043861512886,,,-0.03484588121250356,-0.015126662543162517,-0.024249388262132684,,,-0.02277587282748993,-0.018623853741457887,-0.015996576885241802
TGM2,-0.004088277291542415,-0.05192761777793138,0.02947572148943326,-0.0026513399771575918,-0.01972710281407045,0.11835236570043246,0.04976881433441741,-0.020965848464354984,0.03879648766619775,0.13808472577630002,-0.0643311046445696,-0.0003890613015372423,-0.06830131758875146
VEGFC,0.038584101097928224,0.023797080404976564,-0.03341656187480131,0.07707722285464828,-0.0036134509999725586,0.005742133787833301,0.0415196623324477,-0.0385190942729336,-0.0166052553040912,-0.0578083479338,-0.029522054542083346,0.0017535750486554556,-0.035246898743906956
WNT6,-0.015488224535558455,0.05121081894839001,-0.02593292036653152,-0.022244231408252633,-0.015174226425396932,0.08150803874656902,0.01830306362223843,-0.027115772892629085,-0.021312370694336166,,0.13679226900731836,0.11724370828249636,-0.016529263241833098
NRG4,,-0.01900674624360711,0.02750560850722103,-0.022994348677059066,0.1577709940031955,0.01990076448269827,0.07695327831987916,,,0.2703558156275018,,-0.02564928737169916,0.1228445295659771
PMCH,,,-0.021927725863198706,,,,0.028910026732578663,,,,,0.14941279262494606,0.06779928139798465
COL9A1,0.02481067384088559,0.006817278075001843,0.06223505134650578,0.005749807968672427,0.09782361540845043,0.0626623104359941,0.00898753023552821,,0.09226349274537396,0.1925199626123133,0.10217768603454502,0.019374163760969426,-0.0012755544782874103
GDF11,-0.02868840650467968,-0.038418159261588626,0.019904444714961618,0.08931331733854884,0.06994747946808068,0.12535692375119326,0.015438499033941509,-0.023207613255541094,-0.0170026591901993,0.006763771773442726,-0.0061390940294160316,0.0787499453686926,0.04759482647594533
RAET1E,,,,,,,,,,,,0.10890176601118659,
IL24,,,,,,,,-0.01529158122376185,,,,,-0.02778983199625369
SORBS1,-0.01900832471597312,0.09796898202112579,-0.036345089677415836,-0.07890972650604842,0.019629925246369962,0.030751590430674054,0.008749551759479324,-0.02079510637755528,0.0093452788992707,0.0062776789916483035,-0.002934827616983151,-0.0599840767079223,0.0003373490696631805
DLL1,0.008963637219491088,0.013435477789770126,-0.028341377732689493,0.0139464579338905,0.0536055272352083,0.08663582117958353,0.004569110376932373,0.022955879873950643,-0.0003248950148664612,0.016386699425189815,0.027550897100035655,0.03864314296362856,0.04847270583290263
TLN1,0.005372051664035866,-0.01272439752253479,0.009121710029547085,-0.002856167532742219,0.0741446417077321,0.07986035174112553,-0.04544233086357789,-0.06806772014430706,-0.004863390817632602,0.008669516642286663,-0.040032070614285487,0.024946951360345342,0.0388851324618119
COL2A1,,,,-0.014418622121699908,0.00645790716063498,-0.016609380807845367,,,,,,0.0934226513525255,-0.022395252271959265
SHH,,,0.042419811977913315,-0.004576285607885645,0.12327765927362673,-0.023418636279344478,-0.008612708182004923,,-0.0519213527940868,,,-0.009618373915946632,-0.045293077941864816
PON2,-0.09697847880517896,0.04784685201227188,-0.01825592059401094,0.024967057456890433,0.013542416557118827,0.11036553941663768,-0.03122151062082856,0.0022798125437956257,0.021342142066693912,-0.14661892639803345,0.08710175444921932,0.01774133639374067,0.03501912758372367
ICAM5,0.013981418771066751,0.127672368350487,-0.030366837740028848,-0.02791126841040247,-0.009371871954208823,-0.050497811235404526,0.07422913684892525,-0.01447536048537487,,,,-0.022545896119123277,0.007302522607848807
HPX,,-0.025357422469862542,-0.014628879829454305,-0.02124117935145277,0.12985166855633562,0.0660852092861015,-0.011377951795011613,0.08116391055663995,-0.03832382536596066,0.044857592409407475,0.02265080851203126,-0.021009471026947783,-0.039669652558095195
SFRP2,,,-0.022189902073435016,,0.0054332009276087025,0.07877915373439949,0.020716001109338068,-0.01509143995416866,0.16469135027350587,,0.024990185065124043,-0.023629329454261872,-0.05855161915781622
CFC1,,,,,0.0025743729863530363,,-0.019037048839455138,,,,,,-0.02199495571906605
CD70,,,-0.014167383378759123,,,,-0.01850691603243425,0.07270167041832397,,-0.03885461715660227,,0.007663001780656666,-0.04366755386547554
HP,,0.07016437776418392,-0.05330941204299104,-0.014710119308064023,,0.09381178827136737,0.02708736187270075,,0.05536315363965466,0.19856460769421141,0.05657034228798302,-0.03836852853551467,0.03744060758158797
CXCL2,0.017601690892871565,0.0028641753306329434,0.09197972741475532,-0.03483239303655719,0.05432191690620396,0.03234692601207393,0.02248487381932277,-0.01389207196121664,-0.052394697148909486,-0.03526986016584322,,0.011035782213807703,-0.06533221461098591
NPPB,,-0.006257436387016847,0.002096058478493972,,,,-0.016669614175625458,,,,,-0.0260183454718008,
CCK,-0.0620405915848684,0.059252080398416805,0.02691852259298858,0.05138869195578395,-0.07492460007003408,-0.10971175884087854,-0.050300977542076034,,,,-0.028347388851492,0.06622113742237577,0.034785854084241535
SEMA6A,0.05649477132008497,0.058325466476113384,-0.02829914017426014,0.10299201865140986,0.09744071822996796,0.10935157429467475,0.009544580771162657,0.01107340722026482,0.03731292850957828,-0.02130496289106482,0.014922672299107891,-0.007223963247336091,0.005245773702226306
IRAK4,0.008992930805923633,0.007965970803378464,0.037513652165388295,0.03705141501191078,0.08416445477982573,0.08781187687899202,-0.036832678410007924,-0.040467478793440065,-0.011346140093265166,-0.00990532867132276,0.035361792042720185,0.015092107584996985,-0.05255164606612793
GSTP1,0.05284916939830163,0.028427770301635895,0.008033860892064235,0.013876637347504451,0.09140799118010882,0.10633776534650913,0.025297698075144745,0.03807915171425087,0.033817673827425294,0.005923183457691176,-0.01127567713550406,0.026524871727097107,-0.042373847192795126
VCAM1,0.034551759232441075,-0.0026147516916623912,-0.008702710337893048,-0.020030662721381,0.013458256674146872,0.13228640715529252,0.0034717162135760138,-0.02974613670060074,0.05029537288635835,0.031220470961455166,0.06883980158118064,0.04579864772156602,-0.016885813766602854
NXPH3,-0.018916207615151497,-0.004768057777557188,0.023777107131627083,-0.02021214142701675,0.08304448811003526,0.015767380976300434,-0.009439107619401253,-0.028855742307216325,-0.024635176707474764,-0.012525389257484408,0.09229340327682269,0.07240559638637298,0.05486927894373508
MTMR4,0.05284693213123316,0.020505829075904192,-0.00992173621985194,0.04954902929635611,0.04195475722677434,-0.005142885586235065,0.022215969879283985,0.05396168315671045,0.029199990606310646,0.02379321190569769,-0.05503273385517708,0.010903585225661875,-0.014314951280226479
LAMC2,,,-0.017250780885162357,,-0.02079114515898979,,0.033411747566364274,0.06358977883916002,,0.0661842611296485,,0.10051495238785166,-0.0020375691608386635
IL10,-0.022184119896386807,0.13584915088057864,0.01586778820090859,0.08697664375661102,,-0.018747491320064938,0.049238806487203725,0.018235549101553734,-0.021518826428594266,-0.03237568783255369,0.034235665377315504,0.04159120171111488,0.013412975080044541
SEMA4D,0.024306299884487764,0.0060444810300879625,-0.06130250626051987,0.08519589032520168,0.017618550885446106,-0.08495668423030778,0.046345043208731604,-0.02488403385656513,-0.021126055275007754,0.008554258237100838,-0.010211425534066452,0.06797991762270804,0.07957054071791875
TRH,,0.007407322133355121,0.008178917498148135,-0.014189017336118633,-0.0013153815504835205,0.04904524152978049,-0.005003348121622476,,0.0007755585495185086,,,0.059708296771174896,-0.03282148314270565
SEMA6D,-0.02858474213473021,0.0009392098141497944,-0.006566777627510708,-0.029829360181486686,0.05209203544504679,0.08043994854666806,0.02832456446932606,-0.020605887916012523,0.0972210596147874,-0.024406964550183353,0.04304018217066042,0.029380638902455257,-0.0035489448633097237
CEL,,-0.021491203802143206,,-0.014124795013664315,,,,,-0.04739968576413265,-0.048388254550890984,-0.031486461759007336,0.0018179420189040755,-0.02557323233384618
PDCD1LG2,0.011866325623450628,0.05308556375495201,0.05274624797433054,0.028125059502407703,-0.014600595569448526,0.04414054555185642,0.024218122057411536,0.015700041345117426,0.023676735384944716,0.013851228449537737,0.023984225037445222,0.050113352919660265,-0.052002650030093085
SPINT1,-0.021663903091116776,0.0541160206088834,-0.03337474739452066,0.010512816476418805,-0.0188849836287125,0.048723216132706734,0.0036117847518236062,-0.04741474850281985,0.06963484639774416,0.09258419071650585,-0.04003935255698374,0.04580868541208598,0.06312978714018043
CTHRC1,0.0044740803500552895,-0.023009876072176107,0.0203449315588705,0.026698800070465527,0.10774920395993931,0.08927989753607182,0.047280945237963945,0.03894448059926292,0.008643405854361253,0.14515928035405537,0.06689852357015541,0.05830370793156091,-0.0165556557763327
PODXL,-0.008496640966734567,0.020145906527793585,-0.051687359168435684,0.003402993634642728,0.08329064937795128,0.1600122419421085,0.024420708864013565,0.050721114690478374,0.11273487604869264,0.09121328237893979,0.05204970000238284,0.04614368555871752,-0.03912385624587046
JAM3,-0.01872513948769153,0.039980541820503056,0.007620672013439827,0.028567063607237226,0.03672656068569758,0.0713956807955662,-0.022834454804071223,0.053001590668834864,0.12042277403761158,0.029995943400222,-0.05715644128727057,0.02605579334653203,-0.01395343008219039
TGFB2,-0.022665063071085696,0.07178034546451438,-0.015659119652978355,-0.012618559623395701,0.014468364284027539,0.1685000423916386,0.032309657265932455,-0.017722637701007456,0.12688249813962726,0.009651060460374406,0.06653212766132806,0.019878519775777873,0.025046736344639036
COL18A1,-0.027299467385703994,0.05139881073257283,0.013802138726502827,0.03506063631705462,0.08709252256874561,0.14227023754167417,0.04331447386110338,-0.012914822729230148,-0.029046811935220997,0.19713981635412295,-0.03403240418844916,0.06764911068533284,-0.006588446942502642
NODAL,0.05109125136108004,,-0.023027346147368854,0.09884910592260318,0.07029675829335544,0.0782426022701988,,,0.03989411483359572,0.08627724243029247,0.08199196670708814,0.016381387840216574,0.04911919997999498
