,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,,-0.016603068072194273,,0.01746044718122706,
BMP1,0.06564555884785554,0.009690404855422106,0.02896332176396192,-0.08187144256685246,0.008745960673732815,0.010666077049857468,0.010236020470832356,-0.04283348666061801,0.019542534607672885,0.05813649407933585,0.02510716804044868,-0.05483766031216088,0.04093561289713392,0.04629698601848463,-0.016478329136577048,-0.012530283031436806,0.03770492523864265,-0.03374565734669884,-0.028053769623789953,0.0309418120963341
NDP,0.03513002026235288,0.09609971924662498,0.03662239621729603,0.010599940248468012,-0.008628876992479455,-0.00782005557445358,-0.018383559051488755,0.032826534030395746,-0.0241474865024531,0.10594418205586659,0.016459509206754295,0.05146794952736777,0.050691263135068304,0.07869778926826512,-0.01414421329591393,0.07340039942798128,-0.004838228884750556,-0.00874762610638707,0.10743339076293781,-0.016973564423584497
TNFSF18,-0.025818933085073898,0.003403027730713906,-0.03319701672471311,,,,-0.013117672346595308,-0.0010416874645067626,,,,0.08959915665477787,,0.08378206797143156,,,-0.017122451041492435,,-0.02416132916003898,0.0022042133498128887
IL36G,,,,,,,,,,,0.044555950431933534,,,,,,,,,
RTN4,-0.0651221841275377,-0.03421341865533687,-0.022851837265273553,-0.04785267869730891,-0.01973215058069213,-3.273958106048361e-05,-0.0877040257162935,-0.018487359880694568,-0.07014353308984388,-0.03334068709718287,-0.02124694689031657,-0.06852693431237442,0.08998038432901816,-0.023520260232460323,-0.06835046923525559,-0.09845231430918064,0.029031587084153203,0.02772599487724602,0.003884901397195993,-0.07946891556971647
HEBP1,0.03828475921447604,-0.005645568292094952,0.039604332990600954,0.03160291995064581,0.043962864769942205,0.01504842596261452,0.010939512759561863,-0.030928999346791605,0.046409177425547066,0.02381017584067117,0.026714214654168563,-0.04781043355586867,0.04439996107921894,0.03305182895115429,0.0020301026997908804,0.07620549433072026,0.06360719261534512,0.022638013915165196,0.08742661765822769,0.031783431038841486
WNT7B,-0.002436832092789405,0.021576747864629698,0.058799208474797,-0.033945889795113655,0.010732500207481102,0.0796058572217141,-0.03801708202779821,0.06848981739799913,,0.028123865777660687,-0.023317124121335346,0.014566794224152465,-0.08643961739712455,,0.03152314956982688,0.0351275108462376,-0.035804430298007346,-0.00851809753926066,0.05684333008778175,0.020325090175533085
PTMA,0.038060538347354345,-0.0996760994607794,-0.04841950261551359,-0.016445032419849674,0.015633388939152157,0.017661276959414204,0.11694470399790059,-0.043174466254077996,0.022928772304346524,0.11135258149993849,-0.00636331929426824,-0.10592134466686855,-0.05938304927230062,-0.03480237885536166,-0.03894983777240133,-0.07499442277640736,-0.03401419016055196,-0.04166783957210265,-0.08791824553769007,0.01601113527360237
FASLG,-0.0014768698989410937,,,,,,,,,,,,,,,,,,-0.018635515284355964,
