,UKF243,UKF248,UKF259,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH916T1
SPINT1,-0.03211144019810009,0.10308834966249639,0.040850165227739134,0.04624679627511879,-0.02053096279309995,0.0907456777140427,-0.021869721227559532,-0.07549508466596325,0.04205843321440365,0.0617425116059029
CTHRC1,-0.05059602070519711,0.09551492711491104,0.040515005589638914,0.07843912325326169,0.02207542507553435,-0.07301645036391863,0.03880317371721272,0.10123246105977857,-0.011714060000927288,-0.02706190595944452
PODXL,0.06264985739680363,0.1531333851460045,-0.01626583466376888,0.11739202533278235,0.01436365642928159,0.042895084946502335,0.039478089528345785,0.04091659173257666,-0.029048874271187082,-0.00258860585939006
JAM3,-0.10336621648481019,0.012396057138388381,0.005866388829241521,0.11909051176870278,0.07355470619466871,0.01564725768481083,0.017553574197222706,-0.02831546617267934,0.051723454445183094,-0.02537907694572338
TGFB2,0.07159282006973795,0.03236536302591452,0.02614822135564325,0.0981841804547893,0.08625148100782958,-0.025758792871886906,-0.009407259785786298,0.04495687381917443,-0.03211309069292907,0.0004123526742230572
COL18A1,-0.05087438020671686,0.1279141956196462,0.0010811675127989052,0.07476036965698075,0.017557313342686297,0.0569696545323848,-0.004434032588900193,0.030621258488313104,-0.05010029218986959,-0.012147229553120758
NODAL,,0.12728652636986046,0.022058094689126794,0.05224784280802312,,,-0.022883374570151247,-0.05113355634851408,0.0007295415826128453,0.04022865192464089
INHBB,0.006034286597340542,-0.007932918499902693,0.001543879567591072,0.04566881581780478,-0.037845050640041365,0.013833146546146133,0.001478569339520605,0.007485346225992696,0.04777509640232223,0.008766707109601275
LCN1,,0.024499401500333032,,0.009961630189907878,,,,,,-0.01922412620027117
ARF4,-0.00238909114736866,0.07965790694621949,0.02733279777653897,0.06610966383342894,0.015730640428490435,0.02240778633257107,-0.034828681813555265,-0.0041858377208475765,0.07478071456780909,-0.029920101963772254
CXCL14,-0.08746596253523452,0.031112145276017782,-0.04025618038078938,-0.00629401999263094,-0.03819196460033542,-0.016074013932705862,-0.04639695563031698,0.07431131400454531,0.12864161933445298,0.0931154234564492
LIF,-0.04873676974379569,0.057412666458817395,0.10440709084827163,0.010072953166254997,-0.05602556642625169,0.02879518303699582,0.0231019257686995,-0.00047906333843594084,0.035285708832522425,0.01270146224376536
IL17B,-0.024789363493197353,,,-0.02780927880387589,,-0.03902596992078726,,-0.02238634153648666,-0.021955078828035324,0.021393344912910877
MMP1,,0.015983055400758395,,,,-0.0864022643779516,,-0.053539518467602534,,0.008580850105669944
MATN1,-0.019531708080186064,-0.028791940687458672,,-0.024214456609321883,-0.009505441938237946,0.0003469163830154866,0.13502927444633714,,0.09703995558138723,-0.023120438085643128
ADAM28,-0.037419401672035245,0.05907838386297094,-4.1124047768446054e-05,0.026781939217346944,-0.014299624118593531,0.027345545632310383,-0.019789543604802628,0.017830528337235575,0.02050893111080965,0.004017835492776945
TCN2,-0.042712346138584205,0.13291768734651896,-0.03420042239747916,0.09498187389914371,-0.020414592655126063,0.028475739375650885,0.02557036996107098,-0.009091082033643701,0.05170350649535332,0.01754629203263785
THPO,,-0.018491900129787856,-0.014095214200837194,-0.03859623850104332,0.023591349524300587,,-0.013552784653545424,0.022784084087790507,0.13479675255493045,0.04216249447842938
CUBN,-0.1316611704652157,0.06979153627076881,-0.004786656893240335,-0.008176421360530652,0.02124733258546936,-0.0061926369988078355,-0.022018723034278216,0.031508930648690744,-0.012338550888206774,0.08567353815002246
TIMP3,0.007327506979569055,0.0003918678282103079,0.028310110038941412,0.058615265623466,-0.011415603727116051,-0.029074931101484205,0.07578885498216027,-0.04335576924348894,-0.049671344475329664,-0.016836977184689083
PIGF,0.06997294848558974,-0.0015338243079033676,0.023028100001316207,0.09469018603912392,-0.020528269188797577,0.05816201654016025,-0.005296104531149659,0.04127424193098789,0.012304649761913549,0.009113885313783082
CRH,,-0.025692258916484356,-0.014406829609051267,-0.03551538507694581,-0.014963784433497315,,-0.018536718677898682,,,0.07432757987103375
BDNF,-0.035381095825811955,0.04899755755962356,0.016544235993915756,-0.11287184885611157,-0.024118076394012783,-0.030611172138932642,-0.015263916376580033,0.0073613505528649145,,0.035974822975730805
CCL5,-0.01871499819293262,0.04271197959341665,-0.04290965039437848,0.0185464138113607,-0.049018797470028956,0.04354394825923435,0.053859705874888614,-0.04281194551035743,0.015854295326720558,0.08617318732673193
GAD1,-0.04248633441490156,0.02699231776847385,0.017032459807527888,-0.0435000058652466,-0.00027823487655628706,-0.0160374813880686,-0.07125995626488188,0.03423484422852533,0.0284478722655043,0.010709269502001297
COL14A1,-0.005576540397425496,-0.0381740207862009,-0.004125581999071506,0.09378147670230975,-0.006857203084325875,-0.057659492162498334,-0.02962498574613351,-0.038712207356175275,0.0565564517099827,-0.03252769490108439
HLA-A,0.002286574130148615,0.13180028753800205,-0.015384468106853379,0.11069395301272897,0.012511641457407945,-0.030714677982422785,-0.010517095274008188,-0.062172113861989155,0.031055167864374147,0.05941208657153744
CD5L,,-0.0256922559440857,,,,,,,,
FGF18,,0.08432496213631094,0.06360224454553454,,0.28397942828556644,0.053937191311593795,,,,0.07037986204733468
ADM,-0.045585248276675365,-0.031822666694581864,0.017353853763276007,0.09105743659376815,-0.01918439786260204,-0.08609514829977676,0.07304915903892745,-0.00047393923103263437,0.05647218827912353,-0.012387079785277552
CCL15,,0.09054104928448753,,,,,,,,-0.016487526801117865
GNAI2,0.0068350156268515505,0.1260148160778058,-0.026236126036486743,0.07377397854700546,-0.03766693826207947,-0.06351894718186468,0.03044158120676482,0.05093764248302971,-0.03462808577977286,0.01048933232824151
HDC,,,,0.12259445892445973,,,,,-0.000787367059770558,0.017106400769995263
COL11A1,,-0.012336986210646434,0.03165967130756988,-0.04199024803585347,-0.004635878028894912,-0.033701754618108495,-0.005875534385678299,-0.0009244691548422396,,0.0007804281502488865
NUCB2,-0.05070766163840685,0.027674597625216103,0.023874684744352725,0.09461388056778082,-0.009197483101021807,-0.03407904975370885,-0.0714927218580056,0.07372046824700794,-0.030179249356432427,0.039643229162878546
CXCL1,-0.03349041103359092,-0.049971092815246365,0.010903626191062612,0.03692796772787242,-0.021508317853144235,0.07856674926337542,-0.018385985297819988,-0.019958523038440014,-0.040512691936744935,0.037489462906707974
VCAN,0.04829350093649477,-0.05768712094223432,-0.01356368014990002,0.10256650161154056,0.027723386847998254,-0.006524293854066336,0.07513287308701973,-0.021006579870315303,-0.10631769138825149,-0.07827044100835849
MMP7,0.019615276748705692,0.0812811735656854,0.002806160366214042,-0.016858085330491573,-0.009387541723515478,0.04172712032526657,-0.004692580559816589,-0.025558895559203373,,-0.003215373476765235
PTPN6,-0.08019621330114678,0.05052087323254253,-0.0002737515847392594,0.09947447986631067,-0.025487692054474768,0.05203238151860874,0.04453087378971521,0.0390259829205952,0.0875365308158937,-0.026260180773540306
PTGS2,-0.012552078526599827,0.0076144726033407365,0.02535886576999093,-0.09530148463785668,-0.001019421617797772,0.023638002903972413,-0.03128313337158465,-0.03498652521128579,0.011648864476490104,0.012244112636641456
