,UKF243,UKF248,UKF259,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH916T1
IGFL3,,,,-0.021315145802284094,,,,,,0.02457204237499949
BMP1,-0.10152157727518013,0.12226589647188327,0.010869046551557265,0.10333534905974515,0.008049500722319188,0.003847390846960792,0.03103676484741968,-0.05135465714922383,-0.027994168353769906,0.050782118848753874
NDP,0.0715611391269419,0.013151751789035644,-0.023720366142009768,0.0014901397384689404,0.09817496615844214,0.03328902842620606,-0.01616492167616067,0.1345378966659384,-0.11238350216433715,0.014357654355838632
TNFSF18,-0.02044393448574791,-0.02676860342447671,,-0.005520764688127685,-0.009851043492707098,,,,0.007436606247015514,0.02326140489125616
IL36G,,,,,,,-0.01631018414601482,,,
RTN4,0.00448001708805304,0.012327209338531266,0.005379846255771886,-0.1786755077060073,0.012095027920040826,0.0035964716155849692,-0.049067102415512064,0.03558728581218764,0.022606636250547138,0.0453058306318407
HEBP1,0.03226355881500079,0.07702288153650418,-0.006321485763989541,0.09031309870790394,0.008308284206189046,0.003821543241291629,-0.0306151271847206,0.062260606626259145,-0.028869350981804914,0.048770482533178235
WNT7B,0.0001540233768680216,-0.01106410514397512,0.01724296006521497,-0.08350936910666737,-0.028237099161219328,-0.019327560087553434,0.0007748674768477766,-0.043562570901188175,,0.03589860177271906
PTMA,-0.09136817943868751,0.051522124177322666,-0.013063352034854418,-0.11276333269316403,-0.03489369380846467,0.07659056073844345,0.033208384996027324,0.009379846014170272,-0.039794874570492106,0.01479302171382765
FASLG,,,,,,,,,,-0.016487526721891233
CEACAM1,,-0.0027909122801261957,0.04510930680837529,0.10270179635791808,-0.015493344560164197,,,-0.05691411443177146,0.08751053436054258,-0.02293997185661669
PDAP1,0.06902402768464527,0.0026422513743762396,0.008088650579651175,0.13082091317675484,0.015280401308535908,0.028107091720409698,0.03639258516984367,0.08654902452656715,0.03483507928367287,-0.022668625360812048
QDPR,0.026683973389977113,-0.05115773666805101,0.06405809136120413,-0.13366332706698986,-0.04521339055405748,0.049263233639548265,-0.0784656136959501,0.0060950675807127765,0.11310913220600868,0.005073598795580323
POMC,-0.009084418778978656,0.022546849180168943,0.054511801493077806,0.00033114280015973365,-0.011430371866767841,0.01521452417905931,-0.03494474434756654,-0.00683585203848143,-0.01021611146826694,-0.009068803628109521
CCL18,-0.027416997132089033,-0.03404606416629958,,,,0.029465141092558746,,-0.04880087766266664,,
CCL17,,,-0.018054781117618827,,-0.012286169174662284,,-0.014899816263355448,,,-0.014944091100676035
VEGFD,0.007314551845738248,0.007591029047949078,-0.020115019949459367,0.05220487947323352,-0.013089874077116512,-0.004511204079208611,0.004922823620383997,0.16947572303288033,-0.04811971775002683,
TNFSF13,,0.08024364208472418,-0.01245378393700027,,,,,,,-0.007032651129236233
WNT5A,-0.003821966404910453,0.03217517018695751,-0.034413888502088,0.08524505568643623,0.018389568909259045,0.02581772247752135,0.027392788253342095,0.033379351210133794,-0.08717091729192986,-0.027955243670765417
CXCL8,0.01707951544438141,0.0002947827421278989,0.030618841084807065,0.09450740434992944,-0.05664779488001944,0.06482742880314227,0.02957121290233845,-0.030109099051576223,0.036135490191065274,-0.04298561149438559
GRN,0.08973894208602604,0.13740498384389713,-0.05467742808480184,0.07537231652678887,-0.045464872412088714,0.05110558645409682,-0.001250889728900067,-0.037676938962159345,0.04582960790505258,0.004062228668560088
MIA,-0.020837421577101462,0.04542831370906507,0.011894923639663461,0.001517910448517513,0.06469470825564838,0.009656288859003185,-0.02186972208789412,-0.006530036279434647,0.05985445878898991,0.05602857882619733
COL4A4,-0.031097124438893554,0.01090558290963375,-0.035432040258883336,-0.02100449406789138,-0.01282714073609948,,-0.02121444177222918,,-0.05948420146799349,-0.015196243293014201
TAC1,-0.0389467239978794,-0.018107674038093553,0.004573797880122319,-0.10692814438217794,0.02370930872657769,,-0.03759643062659258,,,-0.019645527330980978
RARRES2,-0.03943382729904562,-0.0915890600065017,0.004796119910388484,0.13594392584587192,-0.01818654602876805,0.021809008562190847,0.06043789195646875,0.05915079277725107,0.011318584112738898,-0.007938528478134898
FGF7,0.12685376120303343,,-0.022561228784264854,-0.0018832385055401063,-0.019200568237538396,0.04404791775271495,-0.0041043047085549565,0.08865093156753788,-0.02455452591038962,0.03396929295512074
HBEGF,0.07490690574845285,0.09642483596809881,-0.019311841625896952,0.06423694059983046,-0.02328316115583788,0.09225016897937299,-0.0024216068132830544,0.043817127565401216,0.0495397879886562,-0.04113513092881059
CSF3,0.04829391138700095,,0.032340469674207215,-0.022222350437521406,,-0.03313134765296153,,,,0.037642747452854945
PI3,-0.036839151965954456,0.00284662909919561,0.07090231187893606,-0.025022659895927564,,,,0.03134170555402743,,-0.03418436930944417
PCSK1N,0.055399957467634015,0.00903634290187406,-0.046925111543482306,-0.01484897891797706,-0.047681370537986933,0.04986996449909549,-0.0828889152724804,0.013845001714843435,0.03308743602550002,0.01755737528536944
NTS,,,,-0.027313941844576917,-0.014653517231405913,,,,,-0.023299645685002052
SFRP1,0.04277056620211395,0.045189878887834524,-0.015753494407238115,-0.003134310627244375,-0.027208507293559395,0.05600265687347691,0.04768880933104619,-0.033387658618284105,0.06088103657401415,-0.02275822094758072
CXCL13,,,,,,0.06337362360570818,,,,
MICA,-0.02007140769433175,0.07128322979019303,-0.01771717397998516,0.08037947182446101,0.015507026489268234,0.005788558069985212,0.05235765349703697,0.0004438114258184964,0.009515512139512726,0.050907647437897594
TG,-0.0247893520194204,0.0014839460780236647,-0.017000516358379673,0.08803994510058183,-0.012377850491910924,-0.028474240539861702,-0.022381626435422082,0.013160476002884948,0.11680963662223076,-0.003527825350731357
ADA,-0.03665940189686455,0.07979837545467305,0.018421126693799583,0.08793818785776641,0.00394024460312964,0.030475076896294816,-0.004606037804473811,0.03453877372997444,0.0191720904868068,0.07540574351781867
LAMC3,-0.06471006769248017,0.17176694254164657,-0.011008878009422652,0.11795269067932959,-0.00907500259091361,0.027436644147172222,-0.01716228873902349,-0.029431259166448637,-0.06933400718388268,0.010891109375835381
CCL7,,-0.021656172945181972,-0.012291346164885301,,,,,,,-0.016487520859123528
NGF,-0.017915923187505768,0.13008270539689862,0.011921333879799458,,,0.009073664035243125,,,-0.04916671581020319,-0.049363140526224154
TNFSF15,0.03116727198693411,,0.07134807602143357,,,-0.021098693403428837,,,-0.08548248566306763,-0.043562884646299996
HMGB1,0.060736432724416825,-0.009145561545296627,0.048945067654286176,0.11810714974316079,-0.0011583487529718173,0.09275205746496018,0.008279755273171112,0.005684937061354243,-0.0633438465892519,0.02327533937216409
ITGB3BP,-0.009310912252518396,-0.020877379729559487,-0.036103156865390916,0.10887685562423978,-0.006011086341270532,0.046256965237070694,0.02451602734914128,-0.16580521288679226,0.045323612328698575,0.026994054285451815
AANAT,0.004526648723850806,0.09138044105185124,-0.012453785266168926,-0.020045161474126626,0.03750350947338162,,-0.019986678334471996,0.008686485077164149,,-0.01744448463448557
RELN,-0.01277753191578354,-0.010311863992981556,0.005604704241140251,-0.03253555011647838,-0.02450791091934514,,0.03931665294137808,,0.045822688876029534,
IL15,-0.03150607455410196,0.01553101181027204,-0.005477389111441705,0.020405786198774842,-0.03157369413683207,0.004301207112444695,0.00018196041722977173,-0.01260242943795075,0.0006671063598106276,0.023118195815748723
UTS2,,,,0.03474086608694159,,,,0.05803700852665257,,
BSG,-0.0185849061288136,0.0620128196902993,0.013271540844453563,-0.0029938206715959706,0.01972421369452143,-0.03409995817550743,0.009960500059464989,0.013689217393027251,0.09951543018024693,0.08188320379939329
ADAMTS3,-0.03750495842439203,0.019270945414172905,-0.004491885776164964,0.12674987072547692,-0.00550709764791192,-0.0042339796462824856,-0.019543308122242573,0.08685991555939808,,0.10383024825283357
CD34,0.029689935736344212,0.12690834340328624,-0.013970123191182434,0.03451730901494982,0.003683052673593104,0.06330487917412338,0.006330435540629085,-0.002780719003007253,-0.01235832134500816,0.012598159114421685
CCL23,,,,-0.022808211797605966,,,,,,
PLAT,-0.11956255342111044,0.12669619916625344,0.02173774541485113,0.13583231827239112,0.011594526426032755,0.08636529180209794,0.0076145762698006225,0.02172113628256034,0.009925657956982446,0.0036293343000810894
NTF3,,,,,,-0.044941468295959436,,,,
LTA,,,-0.015753493670264886,,-0.010720768853203447,,-0.0007050932618289634,,,0.02940936693771682
CKLF,0.07246060829607381,0.03792675657441267,-0.0758055169332397,0.14820015506355833,0.04191773738443304,0.04265871115391675,0.05423700730722013,0.046579413565023986,-0.03524444103716743,0.04711365015981229
APELA,,,,,,-0.028121697863585152,,,,
CD24,0.0062742860084953325,-0.01919209215987345,-0.04241393149534891,-0.011237557009656961,-0.057188197825216884,0.044758488282172895,-0.01167537534757856,0.004907628838268391,-0.036650325158565186,0.01588545446012139
HSP90AA1,-0.0322301192798991,-0.024423015099820408,0.06160087919105187,-0.1594449773739775,-0.010817922559957161,-0.0449630991150234,-0.026555644810903962,-0.004114214074138601,-0.067357976683084,-0.027756465813651574
BMP4,-0.0387744402436561,0.10230404733508547,-0.010798600351288505,-0.008201822051614755,0.053197019873700596,-0.0596724622810151,-0.01579520227313466,-0.05022920551869243,0.0032063288956181235,0.06815777845437333
SCGB3A1,,0.010700116149238584,,,,0.012457187215754074,-0.012934679944122854,0.06589596852403748,-0.022419862157084355,0.06376949592918602
IGFBP4,-0.03251274094282438,0.10711557336060272,-0.017984722299593203,0.08704752557906012,0.018072623314318297,-0.0043382418392285075,0.04446394978414722,-0.008964580987878373,0.03989503122862102,-0.009132348676452007
RSPO4,-0.02188613698161593,,1.413924054703389e-05,,0.010029735219367725,,-0.025713352619212496,,0.012236216052878708,-0.003624333821082223
LEFTY2,0.02623351473183864,0.10277650444984751,-0.00020660286501905534,0.08643795409631912,-0.0006890745808224271,0.06067736714508017,-0.0228833771299082,0.05986354695783914,,0.01429623778461162
PF4,,-0.022464800859927653,-0.010723957374903888,,,,,,,0.049724982549542135
ANGPTL2,0.024521823118241207,0.0366127585312411,-0.02415199763506575,0.0903117278688249,0.007153827162322832,-0.09876124838776358,0.03486742167655015,0.03178521126749085,0.02327898342389783,-0.006070003904476868
LRIG2,-0.002973306431048539,-0.007750444181272968,0.02867400598799329,0.03766297445298343,0.008524421601410733,0.043238243392582934,-0.031705051804621555,-0.0115988213247666,0.00934460553278316,0.023239624767018602
ICOSLG,-0.06099332124427303,0.0678986337604199,0.0014188261022107513,0.04051441173888331,0.04202797677194324,-0.04583787084780562,-0.04144141071625007,-0.019470286196760448,0.07295429832717665,-0.0580424140255415
WIF1,-0.016806384155906882,-0.0048264782711753915,,-0.09432426507501412,-0.00962196007391321,,-0.04024243193113254,,,
NPPC,-0.04466642366971056,-0.007236741995759662,0.018534986620676614,0.02491455046730857,-0.018769386853841268,,0.048575804013867074,-0.05083423992800718,-0.05555657828639213,
LYZ,-0.04644892966368844,0.052670459470528286,0.05738365731724721,-0.008446313567385257,-0.023084542105551917,0.03137184350302994,0.03855634570555973,-0.1465870398232199,-0.008523127564098619,-0.010462737151067015
EREG,,,,,,-0.027895960591047382,,,,-0.03545667760391696
SPTAN1,0.07980340704833058,-0.023588366154738298,-0.004051996728897639,-0.037470778473465305,0.019047007137536782,0.050256017077600426,-0.07321164054332971,0.06984597081399095,0.030564238364058353,0.014458229819740232
LIPC,0.008790344438847148,0.02348202390869551,-0.019271750094658067,-0.013462292433315261,-0.023311891142326246,0.019116003382234747,0.016479839103253388,-0.04951942335608867,0.033849420302274044,-0.029684625643885756
COL8A1,0.00429687511332944,0.02315524551392424,-0.029423510824274492,-0.017536727861805067,-0.046212392766034324,-0.04460263350829382,0.024977660069630897,-0.0775817840455039,0.030122168674411826,-0.012682386092519295
GSTM2,0.00739874147479381,0.007999155937068264,-0.03381123588786336,0.1156070935199083,0.07568428470231664,0.03590524643916462,0.06035978839557626,-0.0013813339675585224,0.07586684562533683,-0.0018334236607602747
IL4,,,,,,,,-0.0016415966580466753,,
SPX,0.0009628444312298267,-0.012851872244916603,0.03702662196662524,-0.009298654190231716,-0.051969664322063146,,-0.002203139624407663,,,-0.002193278844673031
MFGE8,-0.021071442215359407,0.07882900779155812,-0.0008914161294373188,0.03333912805473005,-0.020660239321364494,-0.0017975421168559692,0.015336577328831626,0.1212585585367851,0.0097089484596926,0.018051750120163586
TGFA,0.0017169971581700028,0.053528552356417104,0.04347968008966458,0.04528142776179282,-0.054831877528956664,0.054051599931681196,-0.005085577495175774,-0.09268583334642264,-0.011405877996755178,0.00867624475693424
SLIT2,-0.031663296018951514,0.1061178589822008,0.030461438423771983,-0.006652681594716768,0.00804087885153612,-0.046203034551062366,-0.008622304807209701,0.01334856979425493,-0.030635542653206255,-0.032544116807734405
PLTP,-0.002377899431350897,0.0024284746584991267,-0.02587415549623311,0.12340994621881894,-0.029228848877544383,0.010826118871670579,0.0032291163868182838,-0.04658519461415886,-0.09680807729990921,-0.022318731755936568
APOD,-0.13843467588251637,-0.040538548786539584,0.018090508588235812,0.05485637959875756,0.007255710892378278,0.10466198014011853,-0.03311649339364816,0.005831054069758491,0.06847193087262227,-0.05954734725468772
B2M,-0.012150398172625318,0.1401528864089696,0.002158914238891575,0.12212053846037324,0.03070763307113093,0.07945100010570871,0.1255646345740027,-0.016212977878625575,0.09070377918529053,0.003789667817489173
OMG,0.05397338315364677,-0.015422824907424233,-0.020427816483618823,-0.04531234593624813,0.017765675898319115,-0.017666665113614855,-0.03438763592492006,0.09833778789055027,0.06309393453953237,0.011396169439340518
CXCL3,-0.035674665143491456,0.020548956792071287,0.019258287128376236,-0.0263183388050435,-0.03344404346827212,0.0830801351073078,-0.013349797073571795,-0.09593425508495221,,-0.013951644764146164
CXCL10,-0.02766304655839713,0.024381270703051506,0.05505548572035237,0.11235561303891303,0.005784827206202944,0.04031249753381632,-0.021214443112459527,-0.1020275575185417,0.00901170264840822,0.0347205510492764
RSPO3,,0.05226659884785529,-0.012453784345975195,-0.03291521802269427,0.07041512712754305,,-0.013950280649747437,,,-0.01673160969461949
CORT,-0.024538215640733625,0.09168519248164453,0.004720663514337391,-0.05696715924945201,0.004392246586037687,,0.03807121874990078,,,
NCAN,0.0482123414491687,0.04360857449320138,-0.01136319447030769,0.07715979031179583,-0.029671907710213503,,-0.012643557169425555,-0.07347148756859703,0.01750256068431523,0.07149410461770678
PRG4,0.02126912609384715,0.010144992764436887,-0.012291348080309145,0.027478737268413177,-0.015934767944840184,,0.0039561889931582946,,,-0.014017158692396175
ZG16B,,0.05336379253830062,0.046699772121686044,0.018717459667431074,-0.008518624068993837,-0.005358718981276658,,,,-0.020862516635343015
TGM2,-0.009636544433428344,0.08981732743671722,-0.01696664928381411,-0.009163661863924177,0.019282594067384903,0.07646177388760395,-0.055623874027348294,-0.05478699184024884,-0.05730098517466674,-0.005274078277191787
VEGFC,-0.024028956542623017,0.024790401003347718,0.031588432366062055,0.0064900727326115395,-0.01061625590654886,0.014137374403326616,-0.01664519304271904,-0.05365849368245518,0.03682426120701103,0.0019832156125064223
WNT6,-0.03047511841772248,-0.014804535339897246,0.0002832427018258611,0.10842412613921255,-0.018957894026411622,-0.035190452386550344,-0.014527083956597226,0.04040618599829227,,-0.025195776569953008
NRG4,-0.02271113930681938,-0.019946095577370128,0.003922842154648338,0.07736488340342502,-0.016365656124584276,,-0.01941855916641816,,-0.02297247130641903,-0.016731611569833747
PMCH,,-0.02298894857054135,-0.020727335993572002,,0.009907903678551695,,,,,-0.036079710719149324
COL9A1,-0.035381121228697,0.06278721438282307,0.1159564528962425,0.014506731814571194,0.025209452436344506,,-0.022126986524322437,0.12373194393303598,-0.03509477724396501,0.09869341992459296
GDF11,-0.022662307536658318,-0.02150122488618892,-0.01950322105361954,0.05904317818679765,0.019848328316285788,0.03821760134966182,-0.03259802609264769,0.07575543899960005,-0.04080064928407947,-0.02537682725126403
RAET1E,,,,,,,,,,0.13562815898590663
IL24,,,,,,-0.01984518984948926,,,,
SORBS1,0.019778754558225684,0.034185158781689685,0.013555057188707592,-0.06385745147300707,0.006406395765181789,-0.015191915213675687,0.0055754406853765785,0.050330764963791595,-0.017658281653200873,0.0028583997615570463
DLL1,-0.050889893911827376,0.01765957431354853,-0.008149155061697472,0.056836307139169776,0.03156493103318304,-0.05612038848673476,-0.023908066181236164,-0.022944863797671855,0.035517362161147426,0.009101434992244313
TLN1,0.04341593206535944,0.08774967585531525,-0.0020995966829080235,0.1036615633073771,-0.005008791765455957,0.015942416048229,0.02256550201486451,-0.02494921860343427,0.0894550861671314,-0.02980535379786925
COL2A1,-0.023246346650944053,0.002928663419095978,,0.004373319795059136,,,-0.01355278478328231,,,-0.02435014723359848
SHH,,,-0.01277272872352766,0.11307087895866845,-0.028919077780884577,,-0.012934678813551308,-0.011865719788851231,,0.03573637347008216
PON2,0.049181866530793095,0.04522998902550556,0.011095286526919648,0.11867164303688252,0.006832364707643797,0.03409985771878114,0.02393959403239864,0.007835044282143067,0.012828906648805954,-0.007067166331478003
ICAM5,0.041110755113625295,0.0003890703697329707,0.11035124252934157,-0.05142862343043685,-0.027679279398941322,-0.018785910545710688,-0.025260729030664963,,,-0.0002196315678731201
HPX,0.04699112227924978,0.05714714257305859,0.02751869408047069,0.01559796663583605,-0.016717271769223278,0.013430503589633635,-0.011256008712164953,-0.03697462580652046,-0.03770913636520018,-0.00467851004911794
SFRP2,0.08574976338371819,-0.02879193676386617,0.02535721210079181,-0.02100448788283103,-0.013932752831738103,0.020901299475327192,0.05577021586747198,-0.00117300022991284,,-0.08840401671187138
CFC1,,,,,0.11534203044124366,,,,,
CD70,,0.1273729557700758,-0.013206524503940237,,-0.019997988806620424,0.006076919342195088,,,0.034382976936880714,0.10248132114791232
HP,0.01062638092303407,-0.017966815182029937,0.004451860765332551,0.1077386329671328,-0.04143689299586292,,0.005698509433440497,-0.047294848543556416,0.07739339280282273,-0.0250286609003666
CXCL2,-0.021870332573152306,0.01774505421266403,-0.0020514571446802214,0.06941312381654437,-0.025102835221337636,0.09548234419035835,0.12091642710880748,0.06973147791459477,0.17699910948314698,-0.06543989337146427
NPPB,,-0.027938556289749363,0.022608948743760907,,-0.009387541774805507,,-0.016645194253371663,,,-0.016972356534327954
CCK,0.03232874462761854,-0.0011856435154306167,-0.005084602521734213,-0.10781559844564181,0.019250387739811286,,-0.08181655718938223,,,-0.022017728204442345
SEMA6A,0.07185159518500807,-0.010740097097772714,-0.0031588255674645637,0.09510868555884755,-0.0623604106702762,0.016911203941390597,-0.022077143088953536,0.026448027399990574,-0.12599242518628015,0.006729956804878882
IRAK4,-0.03281007223462007,0.01472831700077562,-0.0007252893950075388,-0.012200871179597735,0.018569944599650785,0.01557315352498304,0.014052644526494908,-0.03993367677479523,0.005240635561934155,0.010626843353249989
GSTP1,0.03516025246583916,-0.009853303058376993,-0.031954363510040995,0.1351554688362541,-0.022332057106929218,0.007379638384972151,0.08981842305728868,0.004930620995327671,0.07274879085995184,0.04417613717988064
VCAM1,0.04244666984143654,0.004114191663106457,-0.032954633181224574,0.08273717052243319,-0.002007114020683769,-0.02613986823991602,-0.04503218692143239,-0.02436974899252765,0.0099521183518749,0.019597946329039568
NXPH3,-0.054406792131457014,0.01573321357563116,-0.0065902075172341885,0.017742939108116914,0.013864524434472983,-0.01736205805938978,0.009056945395471826,-0.09248241403160481,0.030722788613782227,0.0039945720701960894
MTMR4,-0.015300270592916797,0.0010271264361670007,0.0018930742784170555,0.013176293510397584,-0.01050454924878886,-0.0012065911022648135,0.005930480343243936,-0.018888013889394942,0.06245148978340156,0.023345757190990718
LAMC2,-0.02073973810864463,-0.021928845343598322,0.03413248305522246,,-0.011817867781030677,0.02453147276973388,,,-0.02698975645080065,0.04578295563275519
IL10,-0.03290431774380811,-0.0012186896096427933,0.034047380962595256,0.01231975752502929,-0.01348598411918447,0.0031620118456327424,0.1202473825967607,0.02107117750415615,0.009372464164559299,-0.011528664986329087
SEMA4D,0.0130695708815124,0.03746404176734499,-0.0022288972304598414,-0.08660829704344156,-0.01636668491814442,-0.0066514820660374474,-0.009039679739797236,0.0595938535787766,0.06418045880184883,0.041451232261876
TRH,-0.011768788110103725,0.0055112225930740106,-0.010679607378359055,-0.0031562276745172027,-0.031141981205712835,,0.04114210106733428,-0.03771626469225101,,0.07107542929038105
SEMA6D,0.027025889974015543,-0.05929552926666659,0.010897387862797241,0.06549883102274498,0.01031599395312556,0.06040429916238794,-0.03008622450779611,0.08267741332686766,-0.013281803245031438,0.026390178471239593
CEL,,,,,,,,-0.06063200268817848,0.022294359536731385,-0.0016599961451552877
PDCD1LG2,-0.020214603886648287,0.004710110229049543,-0.030168497336943784,0.043835081550586415,0.0026163884839705423,-0.013438697165799684,-0.025487903891203686,0.012867673524747748,-0.06387239264790427,0.009225434619601762
