,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CCL17,,,,,0.026919641014064494,,,-0.032803517184522436,0.08768574114621708,,,0.0012114584187263718,-0.0017181545251897872,0.015587002798184537,,-0.032057575686651504,
VEGFD,,0.000346082772996388,0.03468973667204871,0.03803917017796456,0.0043561050540379285,0.023450354739079797,0.01161320819285982,-0.0016710626833310643,-0.009380662254465181,0.15016314419303925,,,0.01886556012134381,-0.0005337314445175811,,,
TNFSF13,,,-0.007994287114640912,,0.024923098485527068,,,,,,,0.061372260692950785,-0.03233411935535368,0.015823413130249268,-0.017628504358135795,0.036604927694708495,-0.04775322754509006
WNT5A,-0.022443277004586107,0.0750354730702766,0.001765494994635905,0.02008671315536041,-0.007949436315985344,0.010290888569509967,0.09765793640808601,0.010377567274726345,0.003931391302752216,-0.006061033182667457,0.047955471684402035,0.04136595763590056,-0.023161181841392018,0.05526219233042116,-0.046795855876113304,0.02174084595603095,-0.023029671405266586
CXCL8,,-0.04499050896260034,-0.04518712307803541,-0.020519558974194246,0.028629480702352814,0.018957183116259085,0.04114740393646989,0.012390669046229237,0.06930475891194801,0.019525243095506073,0.08814239874541317,0.021028674126563392,-0.03523707274423798,0.014447365559297686,0.008969308054808516,0.04174891374091305,-0.00019142472062492092
GRN,-0.09715621621108662,0.039196806946710405,-0.007568704872781828,-0.009542239960805544,-0.00862974194552238,-0.01633207669400273,0.09133716277710419,-0.0008993981097566099,-0.04613508521542863,-0.15973986849448976,-0.040526683439190664,0.046591236787427465,0.020908465076133306,-0.05111363571857114,-0.06427011582631412,-0.07512723587023734,-0.016079347772700734
MIA,0.03223407038794236,0.011199706208503928,0.017690778938045357,0.013895236836257516,0.024172285926588793,0.04193410542551389,0.055130700809768014,0.07363374187626444,-0.0033795068080959938,-0.08286427694643425,0.02613811055139626,0.05086952414350784,0.12479890970512376,0.04316906730923682,-0.030604982539242247,0.06132910200837143,-0.02285270099114078
COL4A4,0.11922108677926883,0.004926805194408573,0.002560217545119648,-0.02276291002378393,-0.010295202806327668,0.02466528276479554,0.08184706654713181,0.04078022759722738,0.11102343724326638,-0.002908332672010948,-0.0382400811552862,0.06321517331566055,-0.02042410845768906,-0.03008516940262232,0.018583351222309075,-0.013255204234090243,-0.04359199777317427
TAC1,0.06792156417538826,0.02640029454315744,-0.02326578977210998,0.0028931161672074066,0.07744935011690843,-0.0558174525470489,-0.11027343043078627,0.02055602375811483,-0.08932491158564455,,,,,,0.04728864137333991,0.0025594882451464513,0.012478935239437404
RARRES2,0.07868188551382627,-0.0032769220519882317,0.041908527778124836,0.020694452767302567,0.10718885032241203,0.09766211296734892,0.10173829498408578,-0.05082615234327075,0.09953548470682426,-0.012250473072308062,0.10106295379588509,0.017394755771609656,0.015153072718067847,-0.032574487429026806,-0.015687837240412096,0.06582724833289015,0.05240137785139897
FGF7,0.04571638767557657,0.019837618622424,,0.02748518073463302,0.0401785445594173,0.03522107301310399,0.0004894346396151424,0.09523589916065658,0.058566846295336795,0.08202271002551627,0.08789552361589917,-0.03376867385060054,0.07014976250307399,-0.03045495180159818,0.030213688125727813,0.1047399300138594,0.01124361663355652
EFNA2,,,,,,,,,,,,,-0.019585335673357806,,,,
HBEGF,-0.02817747247017476,0.025618013916856978,0.003630763705454405,-0.0027842759319067043,0.005663617416655701,0.08118353160395832,0.06042959741100507,0.021811894465155447,0.03702978850756116,-0.05292409284736511,0.0950046059001927,0.019694251635230624,0.044088414152825876,0.012292821368824784,-0.0035325079530729186,0.014550415776388192,-0.021351864002323896
CSF3,,-0.02745854505691717,,,0.041170505261775535,0.0034214128164292697,0.029303379770050094,,,,,0.01273620200867548,-0.018367683440727426,,-0.022506124171919197,-0.020086905491572944,-0.05614067197798399
PI3,,0.09266733157661466,0.03910733175230997,,0.05652551458616907,0.03023158733961094,-0.017503238164155544,,,,,0.028190827959615226,-0.05046461096605957,-0.04907605884405268,-0.04030895844447141,-0.049327197166606586,0.07696548768827384
PCSK1N,0.03132487148101472,0.05133121278070039,0.05074860317930253,0.03640929479826297,0.0023827403305781464,0.050607778430784726,-0.07866007843488992,0.003157028022907584,-0.06632063495803077,-0.01550290611933269,0.1294196620900271,0.0181385737357599,-0.06450529350898639,0.017112870068023867,-0.0032643393194072535,0.07559100854516738,-0.004165883604602397
NTS,,,,,,0.04990417514820259,-0.03299871072023191,-0.0391242296504787,,,,-0.012921699404698781,-0.023861014937632288,,0.04015538210027237,0.014656638177291363,
SFRP1,0.03322064086911373,-0.006078268241824017,0.0579754674311406,-0.019900974325234275,0.002343250638412754,-0.019911796958048934,0.062450220809693015,0.014616486803736718,0.02539564394299369,-0.06122923036358076,-0.013586354736019964,0.012372324493807315,0.051868211303243206,-0.0011116423567363019,-0.0016827022592578675,-0.04882019157977447,-0.0009952537693493245
CXCL13,,,,-0.03699746877462942,,-0.01973284507068957,,,,,,-0.04622568271492918,-0.010185167119806146,,-0.03671217195587632,,-0.0008999943004148513
MICA,0.07387285607208836,-0.022662374222845613,-0.07089968922845882,0.0036802215967158864,0.06658112880568988,0.028999788129495926,0.023181599798916912,-0.028443859843022418,0.09191716996565609,-0.026837120368488315,0.02928049231862578,-0.029171639135979185,0.07329390895077748,-0.0024060451073897723,0.04308949344159209,-0.0028951458643977903,-0.05734224696379756
TG,-0.015188933140910361,0.05636994862920536,0.006377572821662203,-0.02080534250081898,-0.012618470660287127,-0.04223215723025325,-0.03240243594649247,-0.03304830216372229,-0.03367449840008574,-0.050683426085791725,0.10879369062922675,0.006465538420146256,0.025704307620353462,,-0.018522886035665504,0.004033105287112726,-0.029791239767175886
ADA,-0.06412912106764333,-0.03681241004007665,-0.04392091746127217,0.051984384275497994,-0.03157640035402769,0.014233780491915688,0.06675896560894912,0.005156590996726847,0.06255500212866535,0.05347837469226684,0.009886593455074063,0.003734710823018015,-0.02748822336751022,-0.0034431604848748367,-0.046039235379168965,0.00485185623473048,0.006298031806012229
LAMC3,0.05211166594102071,0.034136867856621456,0.009676951962720256,0.019404893939821238,-0.10503344217141677,-0.002362606651537889,0.07710485743202654,-0.033240924681897425,-0.008924798552858137,0.034887704419860784,-0.08114880328173629,-0.04580161299560578,-0.005900517220678512,0.07127753091453341,-0.01964371618959158,-0.10422066778450732,-0.06954253252971376
CCL7,,,0.026645083450295103,,0.03310418659355852,0.001358454536351839,,,,,,0.08908880744317114,,,,-0.035368490747670005,0.014210880290040315
NGF,,0.0445041728646187,0.07897308157592609,,0.03898653291804908,0.024581929366733663,,,,-0.03272189314097412,0.0376196621940267,-0.011587266410351741,0.08580486965196925,,-0.038638096965362224,-0.05681071103329578,0.01837107106431779
TNFSF15,,-0.031058544222798252,,,-0.02600075952596918,-0.019370336980414172,,,,-0.046121479474396654,-0.028899614685921685,-0.015812617992937185,,,0.03925494947923046,-0.0008696649741207648,0.02246706926017661
HMGB1,-0.09510167478558901,0.06099169754531368,-0.037299757061648585,0.04270289531679187,-0.03489931321425109,0.030136648218051967,0.15081480675668144,-0.01350063815627438,0.01571051391041814,-0.05633680715953305,-0.04145538996865249,0.033870312059108725,-0.03158563736397104,0.046398246814608184,-0.014855566563336956,0.06998313140014831,-0.02493448794521248
ITGB3BP,0.015790994658183767,-0.014444920423719325,-0.03652514545520945,-0.021386544893289224,0.029672986603984743,-0.009688788820302385,0.07298273842505867,0.006797037582873128,0.06518890108854908,-0.02175138840021838,0.09705836898607459,0.07784197020095814,-0.009201096984842635,0.022660841790285255,-0.03907266220323855,0.06946591458465268,0.05818207358568605
AANAT,,0.012978614432080792,-0.020343707652043748,,-0.020138111328238718,-0.01745383207698895,0.04240597856251016,-0.01987904496959126,0.030935369050958214,,-0.03150221875396373,-0.027058772143524736,-0.02635655721367693,-0.04740814422688106,,-0.037421338154138555,0.024620071284755667
RELN,-0.03238059439576093,0.0661784650909143,0.00035936934925515714,-0.013006556654943482,-0.017708065660023257,-0.02122924469366276,-0.023316130525829395,0.005699845734023034,-0.03905559665514398,-0.06122924587888695,,,,0.0709702793737646,-0.01688139280513553,,-0.02053668816159707
IL15,0.05193040843887696,0.00388803045676748,0.05923258691833828,-0.00199823387464838,0.07797286412340676,0.03683993637447381,0.06944961006084127,-0.020170985518254126,0.047860483438824625,-0.04681884326717135,0.10091014698092889,0.023146895512092,-0.03887027620919086,-0.038065000263801635,0.026248392364083592,0.09053559150897701,-0.003031037222029957
UTS2,,,,,,,0.018063997506037578,,,,,0.013741905354070787,,,,,
BSG,0.08015770269348324,0.021004994838616578,0.013614414751594903,0.003144779994064908,-0.05814027754622407,0.00909580606738723,-0.05040793777520163,0.06701649722615284,0.09143144465595744,0.07800978070278561,0.09788557098078725,0.07975043348067089,0.06311015387488318,0.007023253590154561,-0.03206175393091167,0.15401394775482433,-0.05641119834623564
ADAMTS3,-0.02424402421064995,0.055907720314391854,-0.004521081902358963,0.05739747834719173,0.05195052546655299,0.0039017330124357713,0.06798321498215826,-0.011415947540650635,0.03268445781910839,,-0.016916167850459473,0.018548835726434985,-0.02298250078414804,-0.02401590315398145,0.024219567352705397,0.10175290243481278,0.08869303467123134
CD34,0.021887457489046868,0.03732297830350509,-0.010867873788805339,0.031818076863451776,-0.030631089617039996,-0.05711266719029739,0.027294192684833053,0.0009905752659499403,-0.07906915574083681,-0.0004330821308941661,-0.02555480964478722,0.04527990801725032,0.05542489881914025,0.056825995131819095,0.016436431436104747,-0.01470843728054314,-0.04128123512453615
CCL23,,,,,,,0.00016395851889090007,,,,,,,,,,
PLAT,0.0008905379832617314,0.0680176735104262,0.0228000703927396,-0.04312672759941451,0.061633843182162605,0.043873422275095594,0.12084271535653486,0.0025000246240896138,0.09442832719374593,-0.011211003704215792,0.004535169716167946,0.009269577585279399,0.01603849791606751,-0.017642226425088545,-0.06306717104160352,0.00201704312931886,0.0453137398364142
NTF3,,,,,,,,,,,,0.024818874671671105,0.0067798233068861345,,0.0043080547484098996,,
LTA,,,,-0.015300314271330823,-0.03261539979416867,,,-0.00914687451800711,-0.03588503198901208,,,,,,,-0.007479137281462871,
CKLF,-0.052241891627384573,0.09634775317125288,0.056542617766547516,0.02080880872128008,0.04565167655773631,-0.01305438418825748,0.16956583053038246,-0.04702202832205476,0.10687189245885866,-0.033261023063447595,-0.052521180222483185,0.012030019141956387,0.04646736697283253,0.02083206473262487,-0.03075996158402147,0.05318433723677455,-0.04244094564125706
CD24,-0.0026773716266351817,-0.0007117481575119343,-0.026652498516982787,0.031088608111900694,0.07627113219401688,-0.005640467747493079,-0.04250179049842495,-0.024045140500650507,0.003619537776690303,0.041439188400541054,0.09533711792252338,0.030590032722994178,0.009872615603183402,-0.029817157892959353,0.05971438287669504,0.03515661925457623,-0.025230633513293098
HSP90AA1,-0.025057090072377244,-0.025745250552709962,-0.0749612241449802,0.013079378783615413,-0.020704433680588673,-0.10936963285823306,-0.14872636881275242,-0.05932152671514297,-0.08997661662343627,-0.029577363933045164,-0.10394561229137797,0.004011959108816145,-0.13482591071785668,0.0217531625062249,0.021454831620665183,-0.006550243737233314,0.024012705190520043
BMP4,-0.04019694425934101,0.05963926721950003,-0.00200243675359395,-0.016219230032120363,0.02119146728077372,0.059978168046097756,0.05856781132188819,0.00918711120832432,0.03785375547203758,-0.05262497121718641,-0.003004187888471442,0.05120349965308238,-0.050670614332357526,-0.037891474913567855,0.042580573740228334,-0.009842951458526402,0.0052837935484117545
SCGB3A1,,,-0.013864187802132754,,,0.01375940997980061,,,-0.006465777157207154,-0.043979027885486965,,-0.010840754724920784,-0.03749136548815687,,-0.029023569027613792,-0.06800752830912717,-0.007000132622973332
IGFBP4,-0.03470115687231955,0.03218212811205051,0.051123663105476565,0.03275263358799759,-0.07963966775652115,-0.01484886389216724,0.06408851237827864,-0.0057463277256777955,0.04073650420916942,0.006694401029235616,-0.004793502397330711,-0.019570534668585743,-0.06510347781214482,0.05207099675661494,-0.06031808759400331,-0.07113304126779525,-0.04032375951792519
RSPO4,,0.07322236307242003,,-0.02473470547565038,0.0373322566480603,-0.02398968344013837,,-0.024340966846208623,0.032089261482014686,-0.04021239154901276,,,,,-0.019546138564895555,0.054789488030740074,0.0019993732467279567
LEFTY2,0.03369952320701276,0.006440070230462038,-0.05716922632081573,-0.015488225409603202,-0.03107639085722742,0.015515285127064939,0.04222548543790521,0.012465109874740367,-0.04138167514936383,,-0.04025716575978938,0.04161087999577386,0.013687834129725154,-0.03524129382723331,-0.012533977914070382,0.04686891481416797,0.027548963100476612
PF4,,,-0.027462964128691977,-0.013917715359984288,4.1178674203169494e-05,,,,,,,,-0.017951316100588952,,,0.04634878651679978,-0.03386058625266733
ANGPTL2,-0.033875772657508525,0.044537388733095845,-0.006835075125091297,0.033179492078906817,0.04151314758386794,0.06293394248955146,0.16605198512940597,0.0226729205078072,0.13038428142137834,-0.023305876600258388,0.06974662512873211,0.055864961872190234,0.0821060235331595,-0.03562146455274898,-0.011706780946876431,-0.0069702017993528735,-0.014312083445107393
LRIG2,-0.025774888554406707,0.02175507138863788,0.035918224290190474,0.004400436562543536,0.10714744010311228,0.032469077238499816,0.0602343270169117,0.02957057163408904,0.026740350715368396,0.07381778364076963,0.013093482909619876,0.03858271600286859,-0.0043850368086717694,-0.04179630319826951,-0.018465519215763015,0.1073230524802107,-0.0010383889370625564
ICOSLG,0.10927455196203938,-0.03395180106326997,-0.02818131545045536,-0.010990322070246458,0.009210846196466917,0.1262714080200957,0.05293605796584811,-0.010424664693254548,0.04553448029165385,0.027057061593993223,-0.04849712390057689,0.05505492102667424,0.06438178295848195,-0.014743764256544573,-0.05941963758289659,0.05158699799953645,0.0005241231754190099
WIF1,,-0.02872226815240499,-0.013092411113003475,,,-0.05782051486619706,-0.1024113610333935,-0.014741978004151283,-0.06535159458598537,,,,,,-0.01817002907230825,,0.029937010392344313
NPPC,0.04023926712627767,0.005860138866348249,0.012392292146073788,,-0.03739591125867727,-0.04184815434721063,-0.025898572390244873,-0.05011341578078633,0.11176289762882964,0.065949289011156,-0.0004320317920251462,0.07025532867293066,-0.033965093518645705,-0.04532933162350751,0.02813747669022999,,0.024389184080796707
LYZ,-0.06399839270163675,-0.050857697602163875,-0.03814531872655038,0.024816797262554483,-0.010501307596701148,0.1007627029973302,0.031669015582359274,0.0027480554835738395,0.03603585698920273,0.026028134851913586,-0.030507673631996766,0.014137974976272574,0.042944636019168356,0.05147122410456254,0.016956853090415565,-0.019762326307854353,0.034020923079408606
EREG,,,,,,0.02055502888665908,,,,,,0.08064767920906213,0.05288079388657549,,-0.024345045131851227,-0.005232412251409794,-0.038983565392756825
SPTAN1,0.0707220360534457,0.10513026444387041,-0.014031496999105537,-0.0320275253087374,0.030220353103708332,0.036123511313161966,-0.09305708564122363,-0.0695889509009108,-0.05685396775099855,0.023950890839885525,-0.03152850256105736,0.026436922175008395,-0.012532872565437163,0.06316325728837617,0.07934101435194518,0.015055761851381431,0.014275271602140155
PTH2,,,,,,,,,,,,,,,-0.03108487195673593,,
LIPC,-0.030271322234855614,0.0333385188292451,-0.0029528463647233664,-0.020946905443136873,0.002866254775716913,-0.023225962046060703,0.009801456805524801,0.0036369238032999554,0.028251550422132413,-0.06378914933838721,0.04519833895453924,,,-0.0367597569829936,,0.013168521815658791,0.00779266108986752
COL8A1,-0.019828283294510328,0.06463922903148608,0.026335265925223415,0.006037690014086935,0.009279821036866708,0.05217050639623888,0.0824457224356446,0.020740328382584345,0.05509611027897927,0.0293627205235222,0.0900187712441383,0.009418471423094965,0.06004145562870307,0.01923636983950997,-0.02266940418213836,0.007585386672657335,0.08937921897057079
GSTM2,0.00863864157348097,-0.04786440940693148,-0.002455222294075875,-0.030497309026998036,-0.004657359422574203,-0.04702905842645442,0.06161484102235083,0.018267785463783912,0.07786647230799162,-0.08714178971524508,0.13267267323502413,0.0555598998432033,-0.0025975085527421087,0.03556555167749955,-0.0006984582780532379,0.08927121452182515,0.02794986849769984
SPX,0.034391092060507354,0.01670283372069711,0.021494823164708163,-0.05878283307650407,0.01950779976624772,-0.046581854500384746,-0.06043493340121109,0.015522546597963828,-0.06838829333089744,,0.043784551961674224,-0.01640834011748441,0.051222695897633695,0.06704859034354235,-0.007317852602403928,0.07875066224108727,0.0369862930954477
MFGE8,-0.004522337318075133,0.04171237311943172,0.022102275092645087,0.015856608432207653,0.005260673648341544,-0.04349649066493262,0.07011070200026115,0.008226523105127698,-0.014032475323367948,0.011753780905972075,0.019281184890653894,0.06581424864143502,0.04512350040515786,-0.013870747472581909,0.0032019830327696787,0.007280438218310687,-0.03192941982764447
TGFA,0.04614986526726926,0.0019432798150170853,0.027286700996819308,-0.017595962873814777,-0.011699679133392666,0.06008727119097295,0.01050852544397064,0.044131473573383616,0.08683490903765635,-0.028135399605688838,0.036762757473993386,-0.00014480587572184678,0.05467017885045505,-0.03751171481634605,-0.006484248768268045,0.09535246581406144,-0.0551742220260784
SLIT2,-0.040196937827227115,-0.022400058852180788,0.0014437032843625777,-0.03629000931850123,0.011280915310451873,-0.021622814922387223,-0.02545343117426895,-0.014830041619968723,-0.062239382320263076,0.02374049754645157,-0.0426586937391827,0.030545480453777522,0.049817250994428984,-0.007981426321556044,-0.005705872552397319,0.024575872939978215,-0.024504205468546154
PLTP,0.01614570755631418,0.08306403710255147,-0.00215018263353299,0.07830695879778209,-0.041616452383414,0.051775916061100595,0.08577485452623759,0.014995433926431464,0.09945156460988133,-0.047638048811015556,-0.004762871289856282,0.0553886130830033,0.012768992212667299,-0.016475462150021034,-0.04655773181031529,-0.01180754069907784,0.04099132823259056
APOD,-0.015363783925153422,0.029505773712160163,0.007787939192372516,-0.055029384721298896,-0.02131135899850521,0.008189967407331283,0.13095800976081332,-0.03663678410405862,-0.14461288188220167,-0.047956392980200914,-0.050298530885413625,0.017377268243968787,0.03697093653105511,0.10550255971713501,-0.01706745636277244,-0.09456626735478182,-0.10144473546052941
B2M,-0.040472303000622684,0.10009145641443772,-0.013397796209998704,-0.048835160756424176,0.010014206506142103,0.020025876114791452,0.1354714439568307,0.05266704739117175,0.16204935146856805,-0.03786641050473902,-0.05521794040764525,0.057648773097242346,0.050300069341582834,-0.05723270255544324,-0.09035348264363587,-0.13196987613644665,-0.0632010425337238
OMG,-0.006376787822751171,0.07223231563664258,0.03184487940150382,-0.009009292047419076,-0.027466498386133187,-0.040563107784751605,-0.0393989008156874,-0.027741240609722568,-0.11428719245757585,-0.06222736645970364,-0.03382798612675187,0.0001399445912399208,0.06541399633336704,-0.012252702129933865,0.044825760032727535,0.08702326460298096,0.02699454024867973
CXCL3,-0.031453994515554626,-0.015455498772111562,-0.0346761013381448,0.04860779674894099,0.011376427110466065,-0.018739859406523007,-0.03179589580319459,0.02031587699267194,-0.031717623811863764,,,0.03113991979408088,0.027871789016702658,-0.03914847454735319,-0.054830782596211,-0.052654385739614326,-0.00784919278029227
CXCL10,-0.03766586130027587,0.07575630186429,-0.026870795868342626,-0.019722465529752767,0.018643141404067552,-0.0001410869080709642,0.09329595984645335,-0.05771869020432926,0.06751293496983952,-0.014161201007785857,-0.021049390591446546,-0.01768513117337284,-0.02407791891439189,-0.0340901658056823,0.0015908686979471509,-0.031768276634679994,-0.012308443795818138
RSPO3,,,0.12211223688738422,,0.002654992134137631,-0.02322594772611575,-0.03976576372626001,0.0031069668959201897,0.009610356508916973,,,-0.00031188141645409746,0.053396314663236535,,0.019239415378591588,-0.023166148515786866,0.07817319435106282
CORT,-0.03905858340714166,-0.03612487896660493,0.06243229098702806,-0.024856158299275247,-0.002368463651192179,-0.028188194340062842,-0.06882356341398178,-0.008968012793913353,0.008917070471420808,,,0.0010949843337989345,-0.01878513990380821,,0.04796980956416537,,
NCAN,0.07178278768694937,0.14896334974491682,-0.01449458492757801,-0.011349559824038877,-0.11266309814608941,-0.061096768899658524,0.09740324438188601,0.046980184922736166,0.061667355881305896,-0.007595360286903792,-0.014458156528213485,-0.0034051903285794746,0.050899885293677394,0.0015348132696360022,0.059595136527947054,0.07387545089968725,0.02781682082151181
PRG4,,-0.0737046152060718,-0.021108726748267408,,-0.022262204980052363,-0.016629695186463535,0.04716443183612735,-0.017040124484945192,-0.029519210629863922,,,0.02956799656870164,-0.027718623466779186,,0.019133807872127987,-0.008777956887668574,0.0005349119066358888
ZG16B,,,-0.03671203425377014,-0.01674770840853765,-0.03642889195439372,,0.055086868485298285,0.061096103485205076,,,-0.03501992058442319,,,,,-0.024707922467078165,-0.028886552808874946
TGM2,0.008330746427491117,0.04888612596817332,0.024690492787333592,0.044666949302941204,-0.03218536048009549,0.054805215230736865,0.06155047596625484,-0.004584988354892737,-0.07860782268228708,0.0265865468295164,-0.03434960225335681,0.05989805254704893,-7.845665178454864e-05,0.050132332268524794,-0.05991886351954774,-0.051178761800461395,-0.05488017668918142
VEGFC,0.011469601904823193,0.01760701601670763,-0.022765970230188344,-0.021504702542852423,-0.012878544214954171,0.032997678331587316,0.03684668401706281,0.04904233239936272,0.01248241292016796,0.08466131941679228,-0.029508644929888382,-0.017338966179069232,-0.026316190932876567,0.052268459977130345,0.015092461732289513,-0.04042156647622062,-0.0391023682844383
WNT6,,-0.061986585453389774,0.016943360044184237,0.005452386190759207,0.010762639621600413,-0.02291411895057303,-0.03387505319757514,-0.01582856491105109,-0.034514725690540614,,0.05157344030461476,0.0802252878129643,-0.010972103171233347,,-0.010973836045466935,0.055750222223498236,-0.02984847564278061
NRG4,,0.03418564248898266,0.036342592771979376,,-0.0204784038595525,-0.023686826085688187,0.0113477444678057,0.04420959098073275,-0.02201414296418962,-0.0320942509971937,,,,0.043066684353358795,-0.010768982633708176,0.074949374190871,-0.04488752923951811
PMCH,,,-0.003470938026390159,,0.007737691234082698,,,0.08178699190934866,,,,0.025210198491516962,-0.0263565562790203,,-0.014861013553665915,-0.008625138923053652,0.00838324176510058
COL9A1,0.04900070852236585,0.06468131337590247,-0.04916521139356012,0.005981782157696384,-0.02288220512522837,0.03293155533170914,0.03539656083782036,0.020178676661944894,-0.03839227778989679,-0.04485174744171837,-0.025225929070234267,0.05325067073581732,0.044423315358549126,-0.057676592052016244,0.006427377450427233,0.162287915615437,-0.012890641788795357
GDF11,0.01913515983615468,0.02902769670291409,-0.021176455826251512,0.01542337162543071,0.007911289027558523,-0.018288628294427154,0.05891351669686992,0.011892496999467782,0.04621425526516955,-0.009844947732721411,0.008397724423343812,0.007264306214105443,0.036770814599953676,-0.01893377032279307,0.005086351022263964,0.04541587666957362,-0.0018266215473693684
RAET1E,,,,,,,,,,,,,,,,0.005321650650960406,
IL24,,,,,,,,,,,,-0.023374300383389852,-0.017665091492149742,,,,0.03666263831228913
SORBS1,-0.008150872553934891,0.08817625526887249,0.030929080988046156,-0.005870716146523221,0.06411944168395173,0.060898884048216896,0.04769896406958925,-0.0341250588347103,-0.022469980722577554,0.10796828026815816,0.04175269914876061,0.03427694143346016,0.028606036090798995,0.024896093890803085,-0.017224942797587992,0.08543242433603604,-0.011049913264451742
DLL1,0.03131464708796755,-0.014826653036999574,0.04787530526142974,-0.011222350161092161,0.05894799460298115,0.00980197813869034,0.0692141870394741,-0.011044563593129676,0.023289991852164488,-0.11395944928995573,0.03254376483404719,-0.029522787803938647,0.030894816296179833,0.009685874540790132,0.009894235184295577,-0.030023762819237867,-0.021212811223814052
TLN1,0.03474743963113867,0.05187371020779516,0.005956269288993471,-0.02409698665254151,-0.010780949308808246,0.0713811032203783,0.15967781650474594,-0.021767321115163676,0.09498935523910355,0.008237622743246575,0.010985219175026891,-0.01621130951822281,0.013745869356247985,0.01650205989505421,-0.02330435278720699,-0.0601910942846846,-0.005286468538238202
