,UKF259,UKF269,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
SPP1,-0.05767985714161498,0.10853058605683588,-0.009026294512019034,-0.040065523788474694,-0.11480697159510854,0.01370484197585783,-0.039243016144988874,-0.06615480022156305
PODXL2,-0.0236246001784093,-0.006782886243845202,-0.07697387216695192,0.10419437331737187,0.05786526291896562,-0.02887216315819922,0.03300605898549517,-0.03088507194664311
FGF9,-0.010827660022222936,-0.040058297308870935,,,,,-0.012949588189520357,-0.02233195956089484
ITIH2,0.043168224940414446,-0.016803103505249682,,0.11019353390409214,0.07132842385067413,0.096783430441833,0.023002774766767087,0.07644053015112799
ADAM10,0.0060590888710639395,0.05435396065979904,0.1366800764915289,0.02770699106256556,0.03600464533981374,0.09934771337154351,0.03140618039043868,0.011065796571292858
CFH,0.0038832461287309486,0.0647755415142217,0.14162879738354922,-0.03568435357154022,0.05968699542339925,0.12669541106341467,0.09661969349885281,-0.03580807524082589
COL4A5,-0.00028017689281811543,0.02766408276552743,0.005911848425982893,0.0396336553791694,0.02044515767455029,0.018007531333282163,0.0028796979595788145,0.06262977397791131
LTBP3,0.006182481265028156,0.06564838293603606,-0.0760778786686964,-0.0110896718429601,0.05395975890199531,-0.013749669565158579,-0.005257082173804636,-0.0593249878006392
GNB3,-0.04321595926950279,0.013166872857949177,0.05185932160624,0.04497848934846986,0.08346959655733585,0.04152995122874718,0.036861940106381094,-0.04784207723958207
COL6A2,-0.034062614648139665,0.008879781204405772,0.13564034958087548,0.005833525391231839,0.039021875901259086,0.05572729326971082,0.09909452444409333,0.012582123391554881
GDF9,-0.02907666922692089,0.044650784476510455,0.047619479558545584,0.019067454146329068,-0.03175862124566847,0.07761269308981676,0.07704010267604433,-0.03165747498221098
NCAM1,-0.03474070197781327,-0.045561888145292564,-0.054587252911635686,-0.011013041376479701,-0.013167603963011499,-0.03553527985874496,-0.07343365456232848,-0.03040746378296055
APOC2,-0.022925293835174637,0.07365434679807373,-0.0203469075649496,0.042138490048814876,0.04650101038059159,-0.03502773505312989,0.019969844261330992,0.11096421082135653
BST2,0.05559620158166697,0.09222308899251494,0.04741083996305606,-0.05776758654127201,0.06827744185833956,0.010279600159642965,-0.010870377107273198,0.06366118177743313
COL5A1,0.09637198608165501,0.0358796033627422,0.044298578631715615,0.052252340203846434,0.03352859969239975,0.1235387749948461,0.06572329835280306,-0.045241400590262354
CALM3,-0.003441760976237313,-0.09908163338084422,0.048404519936884084,0.061405444215591826,-0.012930963508962315,-0.005095825531088643,0.044013399498617836,-0.05988593499027911
THBS2,0.019137113514397373,0.06599250217358274,-0.011960969978482526,-0.06864964184099258,-0.0016558179392038267,-0.034513796366153135,-0.02604515247823098,0.10142399700434493
SERPINE2,0.04410058088328574,-0.0340712149616211,0.05376299001227315,-0.09961124598561241,0.045020079571720495,0.021477850716818507,0.06663271217673884,-0.0057495041545268105
EFNB2,-0.043908625507157316,-0.013363741424649906,0.006874753109033146,0.0569201887917478,0.06138051259571977,0.05979612575112075,0.0073648194325560525,-0.07487183592614223
PROK1,0.013753908500307825,,,,,0.13323890195670202,,9.109484209811904e-05
MMP9,0.03470485402568191,0.054033467280759626,0.1665062505399633,0.03766621975736883,-0.01898015159868333,0.09153171595164977,0.13915267819545885,0.021648489786656837
DMP1,,,-0.03764965837370266,,,,,-0.01937600740620018
NPPA,-0.019605863848252896,0.07596754325771751,-2.3857980480874488e-05,0.040023859459576185,-0.0019321192700405936,0.027213861372616003,-0.027947849642995973,0.04896590578242126
APOB,,-0.013231782459339776,,,-0.02585963536162866,-0.0182190371207607,-0.021184711064398034,-0.02283827252976229
C4B,-0.019265628068154943,,-0.013796934539254097,,,-0.018439166974229104,-0.023458427740775827,
NTNG2,0.017865416859735958,-0.01118322181034599,-0.021852844272155367,0.20163809241212607,0.017913281799985255,0.00673639145702314,0.025683405350303088,0.04356978609268631
LAMA1,0.004931522127716132,0.04635562891397063,-0.04135046085169702,0.08242446998877459,0.05381365927416366,0.027606737877896005,0.11035022060164747,-0.0004343398274555818
UCN,0.004260114723848485,0.04549282737515644,-0.010766322945357266,0.01962538484324105,-0.01838190485819301,-0.03561752120081942,0.06325363705303066,0.015039749736489989
ARTN,-0.019166335034261954,-0.02004417580429628,,0.10596338487156699,0.14009170443140498,-0.02297409120886749,0.034878039931291224,-0.01796123987015475
PDGFD,-0.032838249594241906,0.06997157707792222,0.04483117558394836,0.09254266532091199,0.02115567034298314,0.032139954294470176,0.05331987218364943,0.11701890001336841
EDN1,-0.014218576125911464,0.07076638931683787,0.009487025173638348,0.08693209311750248,0.1442496161339136,0.05270765898072482,0.06280022457152494,0.003168595818416174
ARPC5,-0.014921415460929005,-0.0011786970448986105,0.04282152636914202,0.047234635249222154,-0.032375286308751555,-0.02822814738518959,0.10034008471088124,-0.032060276794340654
GSTO1,0.009432559844263376,-0.017390189245016157,0.09463436696580914,0.026716790564999406,-0.03644399129690538,-0.03428946338149042,0.0803439500741155,0.0045061292021415225
PROK2,,,,,,,-0.019315527395889077,
SYK,0.008360594848330289,0.04767764086782154,0.002012894229220993,0.008215165334515422,0.07841825049322775,-0.01239246456523098,0.07687694408063309,0.011916432637471091
CD40LG,,,,,,,0.15736969589409897,
ST6GAL1,-0.013815796097040334,0.036314388535427185,-0.04002797003818038,0.0898006142381723,-0.024473405245064004,0.0691622110975237,0.027189865000337782,0.06383367806908304
WNT3,0.02648097346431159,0.009995061174371858,0.0059213801733401655,0.02608706420448025,0.029379355151352458,-0.043699011636200914,-0.024517886951031454,0.09832726949933146
HSP90B1,-0.010699320840718621,-0.012039813404678808,0.000507023861699816,0.015314192977931254,0.023036960660515388,0.0015401316096392691,0.048362574043022265,-0.09717482157196683
ZP3,0.002263230876868144,0.06821685413388112,-0.05605871516741233,-0.017705524229052444,0.08154578757261559,0.141856865092409,0.05178404504810735,0.0653195205185566
ANGPT4,,,,,,0.0887897454672031,,
NRG2,-0.03256565557230195,0.038823138277131006,0.03447907631819469,-0.057129470118385844,-0.005178274667685716,-0.015083954345294937,0.007931054434511682,0.0723787952588873
MELTF,-0.018961767804830318,-0.004342588841148217,0.014236200612545508,0.007838745571617301,0.08652851802512196,0.03374153500806701,0.010516783548309832,-0.005315843020150719
NLGN1,-0.015992546205803263,0.035275197747423985,-0.0553889656605246,-0.010682751643333864,-0.050085817429805564,0.031860850058479155,-0.0011586034318137178,0.014773803222261492
SLIT3,-0.026447995284280452,-0.052120637221750324,-0.021090831776619426,0.07818922134440555,-0.04545835908091504,-0.023331083834145866,-0.005794325698115549,-0.0034753333756501904
CCL8,0.03362699215919128,0.22492482432573926,-0.04814346678307062,-0.028950427178887718,-0.024190361574349367,,-0.0016921192927007113,-0.052694576119590573
S100A4,0.013292216300675239,0.06652507809904709,-0.01331469234602653,-0.049940769321818186,0.048648097577168606,-0.00696031335543589,0.009265205232020355,-0.011218679142042415
TNFSF13B,-0.011564576112857258,0.060733672438385566,0.01847977750348738,0.0014562280310432257,-0.026139352336699114,0.05755363956086516,0.06453123709346044,0.058458514552530774
HSPG2,0.047226720604522855,0.07935306572308236,0.10556858035343389,0.099382160219879,0.07999445182163432,0.07915602647455404,0.13207547328277053,0.020225352422819105
FAM3C,0.054299886456302605,0.046332793108455936,0.022047302242857465,0.018169906574699548,-0.03120392296170306,0.060334352421650056,-0.02945307198508178,-0.031000796685390932
FLT3LG,0.039566057837216166,0.049874676536743746,0.09012435129763496,0.02804113936653247,0.10787762326524714,-0.004367784430297914,0.014121345625667851,0.12464736236817148
A2M,-0.04197896607235395,0.11092051325152363,0.037766812282375536,0.09348524865898677,0.027434204807773685,0.10590000712484106,0.08576561865005665,-0.07877275238911235
VCL,0.015638314524989042,-0.013284422182269488,0.0900458454286867,0.0763536209938493,0.10110559937203553,0.045919793966956064,0.03400604006649156,0.010436954545989788
FGF2,0.033184453730892356,0.06430053520842911,0.03305468457526296,-0.04101025302173313,-0.0019429798230150201,-0.02168486683292832,-0.023025684353519864,-0.02438216864127055
AGRP,-0.02284021231848622,,0.05236706331737588,-0.03305486046812043,-0.0034432604749678585,,,-0.01704630382579536
CNTN3,-0.016251601435708068,-0.022437728097734085,,-0.04640873223919972,,0.033334133977613215,,0.01583748014012427
RNASE2,-0.025884776120926736,0.0923349099765637,0.04338839114596766,0.11807632378919193,-0.09127604748936904,0.016385430241710467,-0.021409777637491186,0.009969635779571008
ADM2,0.032326385254174465,,,-0.030533194752829135,,,-0.002565373671738775,-0.018245541682053678
GAL,0.037988278318467815,-0.02043274865296525,-0.048631982435445795,0.06343672411391,-0.04009875737017416,,-0.021481263189056,0.0012927455551788967
IL36B,,,,,,,,-0.024493785296018266
CXCL6,,,,,,,0.05045259692561026,-0.025307289822364774
PDGFC,-0.03891127648266915,0.03377427324004497,0.024769216380209607,-0.012984847769796058,0.006775993209558403,-0.0024093826677639395,-0.049792021467479984,0.07776409141166751
COL8A2,0.01847130895775434,-0.0006693631213591437,0.020509031621912033,0.0291302604969512,-0.047769793164073635,0.03576238771322246,-0.034876087753953046,-0.010825404735334781
SPON2,0.06880275496309153,0.07685235429705713,0.027168047610294725,0.03953513170297164,-0.005164948188003654,0.10069120230003074,0.11139276990635204,0.019969423531321907
LCN2,-0.016961918753779618,,,,,,,
SEMA3D,-0.026674182392567407,0.11367788610336906,-0.033869449169846105,-0.03632553795936931,-0.030936020714207174,-0.03686260940749991,,-0.033767352270115285
BMP6,-0.012081561466202121,-0.014688244479673726,,,,-0.021872557391466207,0.01478979770791016,-0.0187052609216917
TIMP2,-0.015524397949342024,0.05963940783292974,-0.03816605332626955,-0.056062382969653365,-0.017238635720169693,0.0599207409541184,0.044123092379901016,0.03907696283125865
EFNA1,0.02565284847450807,0.08331235150730092,0.044410260713701404,0.05195665917051309,0.08293968083953977,-0.02007182014429221,0.06575028298762922,-0.052714091207637606
S100A12,-0.013932491611352538,,,,,-0.017771215615246354,-0.023728277255727747,-0.0160270101580521
TFPI,-0.023902528619147267,0.09333886078659033,0.030644025474501478,0.017251171744156035,-0.014901191326068047,0.12956095725333677,0.09355517553732125,0.009261404823027012
GPC3,-0.017509534522971736,-0.01938123480179378,0.08393494758825017,0.06639598539550108,-0.023136865671862468,0.06887811233879963,0.02887679453197653,-0.0015894428556450532
NMU,,0.002702329352124218,-0.019785066018896517,0.028307955730776477,0.12385713710871082,,-0.041197259027385066,-0.013340407088429792
SCGB3A2,,,-0.028522126878937296,,,,0.014797513223785533,-0.018705277665072323
LAMB3,-0.02949973940357046,-0.04628171995080708,-0.05201221675732361,0.0896153001409859,0.04252378855168145,0.09315655785941947,0.03640922485705538,0.021378792685547782
LGALS9,0.004747868477002118,0.07474287703968058,-0.06272677100210396,0.11919340292979581,0.002631140056709015,0.05129832509560872,0.06443974801668698,0.020100970269784663
VIM,-0.01986928081272984,0.08285732663227875,0.07423308647684376,-0.010576796439489371,0.08166101703614556,0.03653275477130558,0.1360828851929875,-0.07386443245380452
PLAU,-0.036509906494121516,0.0844200151682202,0.057279807704578245,0.18428051181292318,0.06739300615069739,0.07969640370744473,0.09212752319414229,-0.04335907875131152
TGFB3,0.046450211000963554,0.003950030640671388,0.058546532266365574,0.12222476354854947,0.03546655495601094,-0.04603734508906822,0.13051840377187288,0.015740277282872545
APLN,0.00531466322418745,0.08937003034427965,0.16299069550316017,-0.05552952916508271,0.15602302824587524,0.0918125059392069,0.05709310964935823,0.03405643787043693
SHANK2,0.019623295896183248,-0.05568013210687461,,,,-0.01731272745307863,0.05840765353470015,0.009567422915297833
LTF,-0.025396038247008184,0.0934919162145882,-0.038022623201908926,-0.0702391717668842,-0.03644297688183049,-0.003813698592992083,-0.06400287733063095,-0.14569619354132962
PYY,,,,,,,-0.03595424650716528,-0.01704630803676864
PENK,-0.020660980469175874,-0.030591968759538898,-0.031973823513003,,,-0.020322178009814163,-0.0257928875646484,0.06758956798537076
CTF1,-0.022074277062075463,-0.044360367888174074,0.04206212096977646,0.0184426795288105,-0.02966369048676988,0.01942767983044829,0.024760430806184404,0.044389655588211153
COL3A1,0.04161950704201657,0.10947823277588856,0.00041776958182934123,0.12617590268324252,0.08656984252019544,0.11849720875019748,0.07587418624001008,0.023230999169989358
S100A10,-0.04922535110249246,0.06725563653225398,-0.011387710343969354,-0.051147169876618936,0.039747968064006794,-0.08725802158840419,-0.060541084285924855,-0.10774826265598218
FGF13,-0.000997232527605826,-0.03237942936412031,-0.03386948764697039,,,-0.01611380127778812,0.07210561729496531,-0.012784086276129645
SEMA4A,-0.029804552443676136,-0.03602423419273735,0.08162181444247511,0.07564562424696734,0.04660559311984952,-0.024236059238136272,0.0885118004759592,0.030371615688479552
EFNA4,-0.04690835593974598,0.05430486810689528,-0.011440670848851125,-0.019049720710668468,0.020844739044344963,0.07014889859383915,0.07846193733040405,0.04873985669887292
HSPA8,-0.0276490881457438,-0.03153582037521086,0.01393882845286231,-0.006554104461270702,-0.06468511482125143,0.005401924564351716,-0.05144320495050382,0.046747881829240036
NPB,-0.01208156262702774,,0.06866828629722253,-0.04529531360186306,-0.027691177310930987,0.00974802822935385,0.05655960965911295,-0.05352232413019913
ULBP1,-0.02070416939546965,-0.01740593272268404,,-0.03305486046812043,,,0.08115932606220858,-0.002605059538069459
SEMA3E,-0.03749172653681294,0.014941033393337685,0.019297603665074034,-0.03721428063729239,-0.0014623096913850663,0.0058022436991068535,0.010090661781166924,-0.019022871216568496
ADAM9,-0.012163651432159835,0.08539147276015516,-0.025807110805891684,-0.014349998350605114,-0.012278590865614131,0.018606965326059925,0.02461751162972987,-0.012160543244152975
ASIP,-0.011129220171376712,,-0.018372697712357437,-0.03317322145810292,0.030686161949098217,0.021617236522625954,0.07252621211347314,0.08603857865591527
IBSP,-0.02990520063284066,0.00478002715265545,0.17458705417836456,0.023143711445272566,-0.04400569346072008,0.0992904107766152,0.1319221308946689,0.006713446104640802
FAT4,-0.01646705663321342,0.019643057581751003,0.0022672031775951363,-0.02767172137911264,-0.003302617102912683,-0.02293181961012961,-0.031003034860394976,0.010252769193850875
MDK,-0.014958404272294671,0.0887288492228195,0.03992227315104458,0.09348121538098109,0.0013761851854776732,0.04841541654281983,0.01407360021781282,0.05214361115726093
BMP5,-0.018251057009253353,,-0.03809869605018332,,,,-0.024179088567603133,-0.013573453277140922
CAMP,-0.02161631941591423,,,,,,0.10442893311065653,0.11208098742517895
HSPA1A,0.01971842342284496,0.07989760963938453,0.04636190530060288,0.08701529470856594,0.02358362676651577,0.0005754034365494393,-0.020034595604868092,0.012134820010510763
SOST,,,,-0.015502366828986444,,,,
SEMA3F,0.05711086399518622,0.13950343890743655,0.10029073289387422,0.009418587399110003,0.11991957485972789,0.05586852041834769,0.1648159359157571,0.09484322302081591
ARF6,0.008952663334900596,-0.009651015266777013,0.042729624307508006,0.03635732059556968,0.08658695692656161,0.05791204978420701,0.01210980768924872,0.04316385139837481
IL6,-0.01492517170902771,0.002225884931679142,-0.04276531686419206,-0.04438232682170229,,,0.05824915612920447,-0.04130015907725259
CALM1,0.031837256536737,-0.07844311541393685,0.12284359422628856,0.03384128958352835,0.033113395741891545,-0.05691508133424011,0.048584404957259526,0.015318518831764445
VIP,-0.0030337153597699215,-0.012959391763790818,-0.033869529161909474,,,,0.06561620910495541,-0.02610498881485099
NMB,0.0011930770434560444,0.0695067912057834,0.028975611712841184,-0.13254958344451873,0.043096990468959026,-0.013861877132697821,-0.019331816699667295,0.04301945416992657
CCL26,-0.011943432948675099,0.175248862939417,-0.06508871555244995,0.0007347945682079855,-0.009625321608162223,-0.019505707851817072,0.13600673851717549,-0.036174025875640135
FBLN1,0.008213835755981926,0.09002490990767094,0.0578347822603667,0.10189093408337987,0.050230813649952744,0.07273714203264559,-0.00716309671293128,0.10309395018536528
SAA1,-0.023874083154468463,0.07654555672005443,-0.02580848131360854,-0.0496328076414328,0.084677436223668,0.18747013037295382,-0.03726834195981548,-0.09572143858982357
MICB,0.059807128814230934,0.055265547514379315,0.062294159508790824,-0.04771614531273073,0.06542604569801509,0.03450233367488031,0.11139403647587659,-0.02488227079258015
MMP13,,,0.052084346822646115,0.20011714433840547,-0.023492791096368044,,0.03926292964326809,
F13A1,-0.002689364152657631,0.04332877908702809,0.01836783396717602,,-0.03538433614709064,-0.006631095687335976,-0.030268334204637527,-0.02923646017207917
CXCL11,-0.00038912126059377017,0.042628031060713445,,0.048999043863164476,,,0.1639747854899312,0.021165033437053025
COL5A2,-0.028949985872111186,0.13258856706941682,0.06865454263776204,-0.019638987655805996,0.037910293763877764,0.14070770928316043,0.10196310692468284,-0.05303389221439439
EFNA5,0.01903103113569364,-0.041647442948093506,0.09001409943725946,0.18201187331628926,-0.02313688593878455,0.004416877023366552,0.020881770380787434,-0.015574159813945557
AREG,-0.02771017502953209,-0.0357768211140008,,,,0.0008972192312602083,0.059262142081388074,-0.07981132205594275
EDIL3,-0.01924647881963813,-0.060783448025242534,-0.01974420965775414,0.00315609885412177,-0.025593127667596926,-0.04859801864160347,0.004519582522353867,0.0102781971127547
CD86,-0.000645564985806908,0.0217303442395995,0.021225483034468577,-0.0153672411123048,-0.015993596934697835,0.032835092563175,0.03530848884729491,-0.055753916144327835
AHSG,,,0.10987822007631896,,,,,
WNT9B,-0.01096278654606468,,,,,,,
HRAS,-0.016491899957927356,0.0053848429623124085,-0.08632905131318966,0.0770549750345968,0.0336184726197857,0.04822642301224766,0.025802208030751596,0.0029001357102924593
C1QTNF5,,,,-0.07190032590792524,0.10383871383175604,0.06164522179271766,-0.01826946675266707,0.06871294042680592
RLN1,,0.020558803344529437,,,,-0.015610207832284777,0.02049461825113962,
COL4A1,0.02478769044444235,0.09597960132499372,0.10942975562349017,0.10890854010224195,0.07851477448277477,0.11160398381260951,0.12540754215043295,0.04018875272869594
CCL3,-0.05976272323972131,0.039169413134932565,0.010857352464650898,0.09272136088280902,-0.10502760093770187,-0.04465478969836414,0.04055172614448659,0.03078875911059819
BGN,0.019301045355782195,0.02033359921174958,0.06257541236398872,0.031511994847884604,0.044508283026957654,0.12281441744802475,0.1197313972165087,-0.012550972830317848
RETN,-0.01352669396288321,,-0.040002543171084634,0.17444480346812788,,,-0.02309037023977593,-0.023027353453762275
S100A9,-0.029090185540070868,0.08844437401191063,-0.05261236591932905,0.045948564693992666,-0.04414525061200812,-0.033790993200751046,-0.02849366360100665,-0.02962593609392014
HCRT,-0.00846206160399536,0.08938693638763962,-0.07971679046823814,0.010485696744251781,0.04859073537855315,-0.054708488109920746,0.05105570307730002,0.12209837194145927
FADD,-0.04622589723082792,0.04251837122875839,0.02216600921690463,-0.0111711727424804,0.010639325328908655,0.12622596149882043,0.02184740352018824,-0.00040466737534196367
ACTR2,-0.03936538411638617,-0.007275352150398454,0.03239904677963501,0.03443609357831742,-0.05241955093288448,-0.022299438509872507,-0.003497621994025489,-0.04215683393247419
BMP2,0.007248053437736472,0.05380294039080469,0.01303368323180863,-0.0722758666572663,0.082753927886886,0.04715816081930297,0.05156376421914737,-0.056785782043896345
PDYN,-0.042635661421123225,-0.06048653944709532,,,,,,-0.018306150268748454
CD55,0.023088149845158914,0.03183172824734488,0.06492014314370403,0.02985660658572985,0.06876887229507438,-0.05389617428912268,0.0968624551540787,-0.06450003870880155
OSTN,-0.022668835712159583,-0.01486083090256617,,,,-0.016113799150201776,,-0.009187821568977173
CD6,0.0317884459881725,-0.01924621304273088,0.02679283582123671,0.06329757199621013,-0.042085734159774735,0.07488650546317924,0.05361126814755614,-0.032655212393050186
IL16,-0.044708994368742656,-0.01681497990886858,0.006352827655959907,0.10416939999314767,-0.09558468735823257,0.03009747349941886,0.049951298125004484,-0.037253774540107754
LAMA5,-0.0001845069093644313,0.019557925495780584,-0.05436481002802408,0.07248842233389864,0.09728672473747418,0.09815593323859928,0.052102030094288244,0.03816230225898799
RGMB,0.004993425778216489,0.04180744719406517,0.00042366160419621127,0.0016802013762944078,0.011965734923230189,0.04273589927186205,0.008055220087455888,-0.002135709793125369
INSL5,-0.01876448744556757,-0.009961200386252703,-0.03719591804861087,-0.039247573590168394,-0.026182034332135597,,-0.011944284111334235,
IL12A,-0.03747807904246089,0.05098588551809156,-0.05030260157634155,-0.06004998743202525,,-0.006524128397287317,-0.007201205274328055,0.0007986366403639917
S100A8,-0.015963730590442055,0.07843991268054182,0.008203120421082552,0.025425355021641494,-0.05964331608046184,0.02264506215357181,-0.012771033316905217,-0.06878745547066902
TAC3,-0.023347920048695535,-0.03472742970818324,,,,,-0.011650086766647727,0.09551581795487617
TAC4,-0.007254891260385481,0.019723635301674855,,-0.05403391618637314,0.044491317424185994,,,
MFAP5,,,0.008569582427266593,-0.010492488159003865,-0.036332261302582644,-0.022245069446147785,-0.028216670008712624,-0.06258426196416723
CXCL16,-0.044386058472236374,0.08855603187323588,0.0710311921003777,0.07831634390070508,-0.021186551069506548,0.02669160054050227,-0.0319867601756027,-0.022426235715669603
AGRN,0.056644101301549725,0.07549876321502688,0.09948430793532673,0.11821927114386382,0.1000453705037712,0.09534763327228686,0.12769626273671777,0.09140460242585619
COL4A6,0.024023162844500075,0.020509307540750955,-0.03543557236596364,0.028268258207626983,-0.0007151187981841616,0.012502193450547098,0.09294609783953402,0.03497952336516529
FST,-0.024497983809896835,0.03784974271136354,-0.006245022254854936,-0.03655773259926824,0.05999655179215565,0.05407710698255084,0.06496174362029723,-0.0059985110787149935
MEGF10,0.01686314253664229,0.0010662762238095786,0.034501365242976346,-0.05923735687560711,-0.017954098740196645,-0.04012674842574473,-0.0879016059415242,0.004958940172578998
C1QB,-0.06489173583327085,0.07808791564448164,-0.08040173667431208,0.14855395095242102,-0.047879306557560515,0.03728759427120483,-0.010976495632331697,0.06842561046004658
HLA-B,-0.07315469707309784,0.10820143969525796,0.10030329357125517,0.05846426587421454,0.037667655005704966,0.07956479551060587,0.12470208056240718,-0.0420120273583034
PDGFA,0.018627024381021297,0.01820889675546869,0.003572814786432244,0.052298797682430155,-0.09280485236377874,0.002013220093293422,0.052515474651672625,-0.01172598731677314
LAMA3,0.007515597549779089,-0.04487090604920636,,-0.042416813813601614,-0.03488543215118445,-0.01821902235506774,0.08195642383943988,-0.027056968525853087
DKK1,,-0.027396513416253394,0.019461788189636578,0.05057793601738536,-0.005173271304860965,-0.016360142773783684,0.027978359246094226,-0.007109530658504192
INHBA,-0.02433647056509232,-0.06958275847441613,-0.044846799798104124,0.02770535096899953,0.020312878075044498,-0.00881273345661608,0.05932317873730612,-0.050459911132278885
LEP,,,,,,,0.0003537759652203805,
IL7,0.045363394238124216,0.004816345997408705,0.08814080989750636,-0.05501339580561716,-0.028047103683883568,-0.017079208379518325,0.009844823900280011,0.029290769172289576
FABP5,0.002674186151559196,0.06448671612974437,0.06333020738253668,0.02663476584052389,-0.011912362200133829,-0.005365496323589878,0.021907833149270164,0.010478043941660244
CCL4,-0.03900897906765005,0.022600213185581128,0.0036939993221380293,0.06448518762332307,-0.012594717842265984,-0.04391335714928774,0.029580343798748878,0.03730274769916484
FBN1,0.05991816142901821,0.034074345255550295,-0.04732061273180413,-0.00916146574495826,0.06816484050569241,0.06231893113189266,0.08108535082714276,0.028933602200378133
TCTN1,-0.013400526082967648,0.07599482628760855,0.018855856558590414,0.012695969428348042,-0.0663172127269697,0.01122169187105459,-0.026327741106409404,0.07065088083357847
NCR3LG1,,,,,,-0.01707921744798315,,-0.02106914120840095
BMP7,0.044867236645404714,0.08471319245589733,-0.03490239208520721,-0.03345067040242828,-0.019974930908086375,0.010784470023776385,-0.02422764344050935,0.12375389562991446
NLGN2,0.016944408833164434,-0.002524787975935338,-0.015110511530305118,-0.05801114378804149,0.05130101706773672,-0.006016582246373143,-0.03450818418264286,-0.004061364588437895
CCL25,0.04421540460936163,0.004283074940734537,-0.03673716871412882,,,,-0.03186263617332371,-0.02167316202452807
NPNT,0.04609220965421119,0.04190551209427458,-0.019445866217490525,-0.00425982847503958,0.055544630759526474,0.07179015276953021,-0.0342248331150147,0.07457811562172519
KITLG,0.009837681373848637,0.005312940558707048,0.043817153563278886,0.11486608408203276,0.04526905748779012,0.01865832898667304,-0.012889230092842744,0.012691839650753767
MADCAM1,0.049800649596975576,-0.02310679542308856,-0.04153747837399609,-0.04778668588028626,-0.04099076322810634,-0.02261216704232528,0.0006401034830375555,-0.03431307244144979
F12,-0.006088265475753844,-0.03337758797481588,0.06801067098656396,0.0031509271919246662,-0.04099077918413515,0.06723540617595009,0.07154122949819122,-0.06300472467706532
S100B,0.03329462063613953,0.039500133069393796,-0.059379510213808225,-0.07046585781872423,-0.09398398641270374,-0.09246066226269511,-0.011579580434412637,0.13638901155167932
IL27,-0.023681276317769576,,0.059244272928713156,,,,0.00976309304671734,-0.01801163410662515
CD99,-0.0038869019383671296,0.07767271578332763,0.09241769012323359,-0.049399295969574236,0.07273423214826963,0.0541299593252106,0.04613418325719074,0.03735601449252195
PDGFB,-0.02069769393123133,-0.020039056747999873,0.09088785133976676,0.00378324931106307,0.1260697168238555,0.10834277714116006,0.1356125551643682,0.03420473037532352
CLEC2D,0.016753187352766243,0.009527562619043417,-0.018177473937963987,0.01907279028264153,0.0928424508557283,0.02077093876591519,0.016034797535807388,-0.05810040377321461
F8,-0.0012359941274681788,0.031293618060643805,-0.04351805734813597,0.07610410561293801,0.08214385299425617,-0.01828988006618507,0.05526548073672257,0.01520994005484401
C3,-0.0015252332044198165,0.07008918814739654,-0.04840007499776562,0.073549088551423,0.03223483139448214,0.012155175459878407,-0.036906013601628006,-0.10397154350465483
DLK2,0.01794988559332756,-0.036675118800917075,-0.03130067068665159,0.022179897086812252,-0.027743935017412315,-0.018219029632440497,-0.02290981824173715,-0.0014553098711434112
TSLP,0.04147355644859463,0.038124291415026594,-0.009136679490922683,,,-0.03041297826615215,-0.019985465759416995,-0.038916242353309385
OSM,0.02202287455447615,0.04547605376169894,-0.01605363445686947,0.08189273822422201,0.17353506182992645,-0.039620554840485066,0.007152060825148393,-0.03939441762895696
PRND,,-0.015533294143233343,,0.04305017914308947,0.010444584613829546,,-0.02677014566220642,
SLPI,0.018222616441473855,0.07021048678674667,-0.027763923049496646,0.04519212256947884,0.05155124713957006,0.038092872216843175,0.010360931464124817,-0.10664362135563508
AFDN,-0.0003596551943886028,0.05681845018412901,0.011090542007809123,0.08054062175197237,0.014543121212156004,0.02468620400716431,0.08962594772434616,-0.03834759520770676
KISS1,0.06506641840125989,,,,,,,
ULBP2,0.008709534337077714,-0.0023110727644104823,0.118118379180984,-0.05725341331991039,0.0732763828537427,0.05615955551714973,0.021340292949188898,-0.037673781789543594
ICAM4,-0.010962785431101097,,,0.21955577007342106,,,-0.02452132380480853,-0.020026150358884578
ANGPTL1,0.0010486248719185182,0.020484350446971396,-0.03532934882051409,-0.015348112518054558,0.09893296148395207,-0.023035738412163293,0.03199251926168011,-0.02023864839010544
LTBP1,-0.0009108632723841284,0.05927726707423165,0.03889395960010101,0.013233992768330247,0.023140527589768544,-0.030673766322677917,0.044804328143537436,-0.011326865701897577
NTN4,0.023181619443963634,-0.007475533596974407,0.047542237025411875,0.03053540095222891,-0.03148645413218535,-0.01066247814512586,0.02368541700925848,-0.0035711621713486897
APP,-0.07724841972267756,-0.0748187443806697,0.006115999713553105,-0.03978018644660851,0.051666134293102434,0.019947535676956642,0.031352994338143626,-0.02921846418228094
RIMS2,0.014149183470518323,-0.059540974489818786,-0.049591347579650745,,-0.02277584647002051,-0.024031208892937167,0.04325677927030763,-0.03633588778545918
WNT7A,0.005399839691339141,0.006613857970419974,0.1699178312607721,-0.04086829749903626,0.11670718999577939,0.051972323794834914,-0.047298445287652764,0.049066960632366215
GAST,,,,,,-0.019712701983511677,-0.028178041390804945,0.007687411583698046
