,MGH258,UKF259,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
ADA,0.02350066527226099,0.022356119958741132,-0.018750179278348773,0.06215132361934569,0.05387456008483718,0.004213014768386564,0.0025116744873229448,-0.022333481587000794,0.04790702315722744,0.04845546060794976,-0.019695136602885476
LAMC3,0.06606083682570785,0.03261410238066859,0.044749116601524065,0.01018744742860396,0.03812890152848585,0.09652022008807812,0.0193625649411732,0.018385046434764553,0.00826825613645056,0.08254065813553974,0.0734975081388897
CCL7,,0.0015163457084733155,,,,,-0.02367692805560852,,,-0.021970511847186902,-0.05633321820333456
NGF,,0.044568839940420234,,-0.022514868943811092,,,-0.027344956422820775,0.12436717872113019,,0.11216726826806345,0.007403884268572323
TNFSF15,,-0.018009520545898116,,,0.015091238600119863,,0.01570606346846288,,,0.019176089380551802,-0.026227124872433474
HMGB1,0.016665427068339584,-0.011077039207495276,-0.012812871316094944,0.10182148126300683,0.028179877165781065,0.060184182114212705,-0.016560976111095256,0.047257350245246875,-0.032720298126419266,-0.09957608449159672,0.027590909604039565
ITGB3BP,-0.008455648997514623,-0.005174953086478502,0.04170176926617947,0.0950868537943866,0.024536866019799455,0.023110153622276326,-0.02528877904646786,-0.04143820077405277,0.05932916409684074,0.03969365447702631,-0.06668922189224094
AANAT,,-0.01638682354873686,0.029568129729665247,-0.021167287983323714,,-0.06126730261388311,-0.020771346703450592,0.08641392709796832,0.025227285209938787,0.031289589435854796,-0.0017495249400068438
RELN,0.06884656562570672,0.012051468826932338,-0.01879181797933643,0.07424229868706404,,,,,0.007000417810986147,,-0.06803395700341101
IL15,-0.04036207302938818,0.04955015386531731,-0.011073003011858165,-0.04337650112456328,-0.03127215015719541,-0.02481107602946233,0.009743311135936147,-0.035709884590988054,-0.02896523252577859,0.05052655127234699,0.05791142705044252
UTS2,,,,,0.13905443985382168,-0.028628290181036128,-0.017688321922759157,,,,
BSG,0.021045402041800745,-0.0042411528499055025,-0.008823388646191106,-0.060049508879912415,-0.0005526646534799744,-0.04762536986227658,0.0016702265067657152,0.002228374294299485,0.010079528823196682,0.043243031658133584,0.07266216726319791
ADAMTS3,-0.013580744828773231,0.01755098143701905,0.03600730436529911,-0.03398969073482376,0.057600206310780604,0.14307544482888898,0.04525630314231096,-0.03987868123402421,0.07235341806819905,0.07252401714365679,0.04496598839693758
CD34,0.08397794324990282,-0.013604929093006975,0.0070145688724190525,-0.06926584715406975,-0.01093847186640679,-0.018304261830976835,0.03848315723222703,-0.02430770283859125,-0.026286968664254177,0.03281589588135954,-0.02765670146473619
CCL23,,,,,0.10983054060271148,,,,,,
PLAT,-0.014930124475670764,-0.01840488674961365,0.049999450986567204,0.01073024809674015,-0.005814283089699598,0.042653376642492996,0.04718843834912954,0.06306253440394562,0.0020818330846808226,0.029408601243286054,0.055866899436657076
NTF3,,,,,,,0.06774034950054504,0.16629219766212766,,,
LTA,,-0.020728615078344496,-0.012395959065792833,,,,,,,-0.03128523288115439,
CKLF,0.042948201620955924,0.010590797229363217,0.019398438797581512,-0.015777246407201035,0.07100042775135866,-0.03261464898504788,0.000841021035838028,0.05629173872120695,0.03417321144901575,0.10614025138209042,0.0400281393472503
CD24,0.029089579900111007,-0.007499459433624575,-0.01745091734994272,0.003528210243921039,0.14231061391277702,-0.002218510957400152,0.07976394881104447,0.0436097830884056,-0.031403209096553454,0.019467583527115254,-0.016115135538591757
HSP90AA1,-0.06608168425288001,-0.02941145228724571,0.09895887088561037,-0.14144674566482238,-0.018674459709129548,0.010766847346247686,-0.040124641290310945,-0.11553659777451833,0.02417678859427909,-0.16504087978497659,-0.12468844152917896
BMP4,0.010657050911324814,-0.010763026133848814,-0.0003840231937325623,-0.03376228363974892,0.09353402763893455,-0.046304602238175514,0.07365677408796399,-0.020396665962271635,0.05156869892535955,0.021681292458827193,-0.025259084274072065
SCGB3A1,,,,-0.021615549655818165,0.07476122179709539,0.09918246072030981,-0.023120360438880366,0.07359030464773131,,0.08272690064010307,-0.009315473377761013
IGFBP4,0.07329445842780803,0.02630151553927747,-0.020846233652307262,-0.01049448647066925,0.07151881076542758,0.015831493233578915,0.02218115837337469,-0.038297950555375306,0.03283625614102485,0.09858743410393458,0.06711664230060313
RSPO4,,-0.03172877703910556,-0.014417255040296595,,,,,,,0.04325115899018113,0.02936815097254975
LEFTY2,0.012062893849809603,0.037760500248282716,0.014543804176337756,-0.022514868943811092,0.0407646264649099,0.024961478370553108,0.02218586605856444,-0.016829266724818374,0.017060450948759676,0.04712592121248705,0.00517301407493584
PF4,,-0.014110697550254493,,,,,,-0.013415302945233356,,-0.03128522564151944,-0.0029832804801429077
ANGPTL2,-0.011729808180832454,-0.018365839306241857,-0.009939575919196255,0.02812458681852204,0.026694334654784026,0.09389485379993932,0.02346470886112286,0.06330837516072038,0.008226647388051683,0.02387464617886285,0.0572828024291591
LRIG2,-0.020505123486189995,0.029596171410260327,-0.0029283763840637004,0.027558608982374243,0.12415534437985191,-0.013124045545536919,0.039001163692357295,-0.036841130293800976,0.030199073230317317,-0.0009135011502332152,0.012417012150610736
ICOSLG,-0.03542501007986449,0.021236007854380016,-0.02026279897075015,0.0648374336316474,0.025052455036260246,0.07887455243862906,0.01482398248521147,0.10636895174857,0.01469827041401629,0.07682763634248609,-0.015201243114375386
WIF1,,,-0.011125454232070425,-0.05157517864431822,,,,,,,-0.036292553626060924
NPPC,0.06922500198878583,-0.021889171689128753,-0.021702226241052145,-0.011600024332231373,-0.003317651698261294,-0.06331834174394914,0.061737228210057456,-0.025382652534365703,0.07806982855601241,,-0.02026478403643984
LYZ,-0.017657932251921794,-0.02849707128254676,-0.0030307839328333488,0.04167907280881716,0.0851437223223775,-0.02920376084067345,0.027598931874929136,0.01578839748996585,0.06593370501625953,0.022848517699141743,-0.07953791985883045
EREG,,,,-0.023161220434746374,,,-0.007411697814272898,-0.033013104294518786,,0.03725785273225953,0.10881773700825959
SPTAN1,0.06983359902412796,-0.05828365558160133,-0.00935318603406489,-0.12296845886579248,0.06352110398723051,0.061089252715464844,0.010481127340511785,0.03243634934658614,0.04025904399181475,0.007674164978186273,-0.00593755146243978
LIPC,-0.0027805741418617733,0.07759318522174799,-0.026954526517950918,-0.04148132365842503,0.04636654911428461,-0.04565027811786093,,,0.05699775284208837,0.03717075057917324,0.06788689976039856
COL8A1,-0.030941403415663427,0.02614602006829962,-0.022020075365647453,0.05235956641453,0.034788027741209544,0.03809535593492329,0.04748131249499176,0.026309521546671363,0.02847123078728486,0.000579001275818439,-0.0520790980849623
GSTM2,-0.04168419936636,0.02058984067502327,0.017797355471405703,-0.03683820644972266,-0.02308748795390025,-0.07696384811505838,0.024172356761164214,-0.020356636412662707,0.06913920717230954,0.018759471713412374,0.0001558152248267125
IL4,,,,,,0.054008855902515265,,,,,
SPX,-0.04885533827750896,0.008945666131260167,0.023467462826644265,-9.991170938152321e-06,0.019526760363600158,,-0.005227595271063909,-0.016656813331575065,0.0002763005339149613,-0.0027368984462603787,-0.03957231910089036
MFGE8,-0.029991111453198306,-0.0177155734507384,-0.01938294574603662,-0.05255827267094441,0.015225236209754796,0.13629037807920713,-0.01799669291026295,-0.00844955262855734,0.028053677683726127,0.015379413719334564,0.0018085919672643563
TGFA,0.05366658734756488,0.03696556459592725,-0.018872871931656137,0.05214561525857982,0.011401529578061384,-0.11349799818271908,0.05510587395359715,0.04915866616532944,-0.022888470705220713,0.03334077283654845,0.036142120752082035
SLIT2,-0.025729627521589585,0.01885239726330837,-0.037100893790421696,-0.06336034869157908,0.06276051733105975,-0.03546424811528255,0.03807787883219673,-0.007319584051974494,-0.047206834331430005,-0.026070829683900322,0.018562014533066544
PLTP,0.010750109336990247,-0.012956754355089525,-0.03378334492055907,0.04209770943856503,0.02578617560288925,0.049773644218266536,0.029697894420175026,0.018551952127048806,0.11656984808481943,0.058220519824425096,0.024474756273486137
APOD,-0.06872457285415275,-0.01673501326392939,0.05280767725633979,0.0742493323758741,0.009231529190440367,0.10424623303410126,0.030422385158051853,0.036632385884637395,-0.03467315979027193,0.09310398361260097,0.07786027605813015
B2M,0.07878216699048377,0.05096761059131905,0.014503090605980816,0.1045606846512835,0.10355931068280731,-0.02401531564133189,0.03312007456685901,0.04069678267847815,0.07049389240595118,0.0020084636274461925,0.03876078302380764
OMG,-0.06968133448516985,-0.008447440916260535,-0.04455108382175315,-0.06305366832399935,0.0489794863036351,-0.04229861735324405,0.06916877808842593,0.07109589040379188,-0.01920293790913519,0.08521868368714446,-0.07527497294218631
CXCL3,-0.020133363551966106,-0.00933741614207443,0.007741835090365172,0.05528033534077912,0.022983812436937617,-0.03313273077233777,-0.03225346507370031,-0.0018330676504551293,0.05981176669316279,0.05001526527833228,-0.07181185111882478
CXCL10,-0.026929695751503873,-0.004794256754341745,0.0301278717430541,0.018486155149842358,0.0670389806954439,-0.040704858356701935,-0.02444946567352512,-0.017993810298774362,0.03356946897800733,0.04107471642933867,-0.024018997155109002
RSPO3,,-0.01638682233793613,0.003251296266246508,0.07195634988344825,,,0.041850045609795154,0.026100343932543027,,-0.022295773400931196,0.008513905809603508
CORT,-0.025000979102094433,-0.03674870735724453,0.048670258698262844,-0.046627265285034386,,,0.02140103712763336,0.042943968130908505,,,
NCAN,-0.01767737327747194,-0.01916341225546748,-0.01618814658242067,-0.03164383786938246,-0.02706183950345654,0.09800637818130503,0.03438498393403823,0.06866297880086807,0.09460248664194172,-0.015136540753214807,0.08252419907384606
PRG4,,-0.016173086966200106,-0.01842467959824767,,,,0.03937986032727971,0.05707431190291422,,0.05655052747290508,0.0652877403129761
ZG16B,,-0.018770845388623548,-0.00984971476412087,,,,,,,-0.02780042996247671,-0.02832845722082807
TGM2,-0.01869655295956936,-0.015349666127282002,0.05610001527455452,-0.02211798754014636,0.18436638597816066,-0.03461220572466222,-0.01162541991437976,-0.08551679660364052,-0.024582964389828075,0.07719102056360143,0.07049297769939059
VEGFC,-0.025000980711828477,0.012078193827507019,-0.026522851764000634,0.016257142348219487,-0.019362843913999377,-0.0494659467735579,-0.030470846226197067,-0.02812790267653325,-0.031087045121809327,-0.00777313918462438,-0.0623320485884486
WNT6,,-0.022369461767254,0.0034818891360447963,,,-0.03414114828845566,0.18955026119526927,-0.02609105460941306,,-0.03357473281514647,0.006450693527871378
NRG4,,-0.019683386689849654,0.010264113944279703,-0.029157243827486985,,,,,-0.0249624482117614,-0.02229577589975546,0.1143818851212938
PMCH,,0.015217443235421771,-0.014417254344508322,,,,-0.024065967555353313,-0.01969667210442299,,0.052122051908390046,-0.03682138930451186
COL9A1,0.05563410437978154,0.007139154958863125,-0.026398522003050828,-0.022840141711699707,0.044065304167048035,-0.018391071680647565,0.06786122953524062,0.05018959255630169,0.1507932155607959,0.06041881325559624,0.11161236863599061
GDF11,-0.008221453250998908,0.0058102928315825935,0.046449084782792374,-0.033552593878011114,0.06234273359368067,0.10206860162004619,-0.008825701298069498,0.030340536043948662,-0.007205533636136124,0.0687947097789894,0.035682860257121314
RAET1E,,,,,,,,,,0.1143218537304571,
IL24,,,,,,,-0.017943005493328505,-0.01320140276036241,,,-0.03921400238222076
SORBS1,-0.003213839270626334,0.021328580592164945,0.0327704315644676,0.011949916363519686,-0.039812578439588756,0.06146288428231435,0.01695584576174072,-0.03134501860961634,-0.08235473528613864,0.07329416110959461,0.008440675385372336
DLL1,-0.017751221628034653,-0.01742744344070286,-0.014890098316919786,0.04831157079270604,0.04082217568747133,-0.0688701253753138,0.03861273984558812,0.05153432475841442,-0.06227030350834959,0.036653183454513454,0.06985982837326485
TLN1,-0.039759198218312,-0.010368316225442702,0.01362339635945515,0.0988526606572444,-0.06347051549987189,0.029974031778245855,0.020041199778976473,-0.07479538389829289,0.02068824235792243,0.03693038680344876,0.020237146294875902
COL2A1,0.056872582993537764,,,,,,-0.01760090962298998,0.04547439331966303,,-0.03244788606168656,0.07968765986098732
SHH,,0.01680392234359099,-0.019933362243381714,,0.09764256782292503,0.05944299900167086,0.026992176596456616,0.05292883797298448,-0.012302403954473663,-0.006394710983662818,-0.03347599554512177
PON2,-0.029819175336177083,-0.028511285518188496,0.030434738240114178,0.07561739214244086,0.00850223286735434,0.07707122109806747,0.06249046709066013,0.08505349658902783,0.0897113426670107,0.050488464367435995,0.10419609545100271
ICAM5,,-0.026194111816834106,0.0926891937847072,-0.022648243283251684,,,-0.05015563589248887,0.022807588969275948,,0.07822927629216322,-0.008595767865740619
HPX,-0.026673139397483607,-0.012180792155579207,-0.019329454760243708,,-0.007466970546286886,0.029261627776125163,0.004416456037088272,-0.031991432805818724,-0.03346822861112373,0.025344996101606218,0.07867224865032363
SFRP2,,0.042052391161606924,0.0009032730540786821,0.028667639109369782,0.04534396059038156,-0.043637334788939816,0.024088097588524305,0.04635826630393364,-0.022156727467331244,0.06262157029871689,-0.02831137280029942
CFC1,,,-0.012395959814944672,-0.023791305234005477,,,,,,,0.04380459893588907
CD70,,0.03991275984551281,0.0006895677226542376,,,,0.05165750674228862,-0.0320440429957663,,0.10619412578071928,-0.05065215042662509
HP,-0.04659413563727311,0.016518368694116617,0.030174279062744416,-0.011144523642725872,-0.015616002652302308,0.03782310636128901,0.014066322309401334,0.0571753084469103,0.13028387981588835,-0.033352042161416864,-0.02753340791933953
CXCL2,0.027556184466471165,-0.027888931611123147,0.012126982817239524,-0.00299138103641293,0.03338697426081363,-0.0617847984325374,0.011147212509236401,0.03836628137920454,-0.007139950229307878,0.09044726906513331,-0.0485798435327879
NPPB,,0.019702073034964487,-0.010854406541386976,,,,0.014068942868688645,-0.003963040876954541,,-0.022616581564825697,
CCK,-0.008455899002161012,0.018863137928814493,-0.04634636180809701,-0.10877961955467685,0.021679734040985235,,0.10120199091171489,0.009152594555721438,-0.011036957454838056,-0.0004126667622379055,-0.041269411143023606
SEMA6A,0.013558738917332782,0.023614485943610194,-0.0075568274009311254,0.09616981108438014,-0.05969932688000264,0.03877148327997875,0.01753718119928679,0.08721124273931025,-0.041682997653535926,0.006469254216748051,0.09202863909065617
IRAK4,0.014383226024456458,0.023665459651256604,-0.023982846841747847,-0.008443343091521272,0.014771308950676956,-0.04481316343930496,-0.004943807097589373,0.07184906368494197,0.02825233540568944,0.06948646932447149,0.07620769464616922
GSTP1,0.07190777836953759,0.010843014136140632,0.06620023330361549,0.06143160172594084,-0.055851226003522804,0.15027075493836192,0.001574029995124024,0.04535629677600471,0.01849552151914919,0.06780312351820142,0.09040349017031832
VCAM1,0.025987506157567935,0.0012237093406435107,0.01360889221399632,0.041337112545839313,0.025135400264542886,-0.0496274082162181,0.030738530253831418,0.015518455463758718,0.10943271614663093,0.05967169343755775,-0.032306534580613305
NXPH3,-0.05268994230423395,-0.007437485521162719,-0.029426319663891982,-0.05835006044896388,0.07826578156469063,0.09563069749743261,0.05053133541971944,0.03625494503708003,-0.019814423876102907,0.10691378070224374,0.049892677502701474
MTMR4,0.04330257343346282,0.03266570442145165,0.00785940027781891,-0.0010008676651431154,0.04070059251577041,-0.007050638849301092,0.06661824209789576,0.019421865393520133,0.006111808301804779,0.023039782916899766,-0.026525534834935534
LAMC2,,0.07472851937910271,-0.013664486872584215,,,,-0.02205928844780026,-0.017337146066889055,-0.02413482874937063,0.057637413252874456,0.007207600799083675
IL10,0.047761117638999435,-0.00793623971806401,0.0034135428521384396,0.06035878874097545,0.0373003595243311,-0.09167032530197396,0.0044297852004213595,-0.0003932777187115645,-0.023280360111256893,0.11882347345539712,0.055638240428056096
SEMA4D,-0.01963006702210358,0.022667424881443844,-0.030337699528598924,0.04873310611019472,-0.014889528936294923,0.0703771644563868,0.08923438567375253,0.07152990260895503,-0.037250071632610224,0.08010469319945213,0.02911767273478875
TRH,-0.02295569784535229,0.051951044005887896,0.016805520049706705,-0.03704976089451081,0.09551767788766967,0.011092487369600277,-0.004901901178494033,0.04358998598943421,0.024216099316603533,-0.009315914001501707,-0.04857525744607186
SEMA6D,0.020727487617646683,-0.030545024463421812,-0.010845908519069717,-0.020072382314692112,-0.035747710434832276,0.04118564729420888,0.02441353388644618,0.07981715861713944,-0.02776318101256817,0.028078642381457086,0.010132135830532572
CEL,,,,,,0.08517937592203352,-0.027171939152549614,0.053498675974440725,0.052946880488793216,0.07780596667675607,-0.0005356115826427773
PDCD1LG2,0.006418119360085421,0.03456689384929097,0.03322850649750759,0.03792490937655075,0.023016996777316934,-0.01119784219156145,-0.04122026906796379,0.031263305024170684,-0.02800100591510297,0.04429703047186125,0.0012312801808062577
SPINT1,-0.005484947846605855,0.010592109444786633,0.0009003663648502524,0.11924246287513159,-0.020997625492978036,-0.062149342915245445,0.04979413908754567,0.0008577043687757679,0.016250086062104162,0.029520035409351136,-0.009315570172366144
CTHRC1,0.035511337814763816,0.0022884626159892897,-0.019243732907528302,-0.0005855868477457441,0.06766198079632185,-0.04410048027694907,0.07977544519879573,0.034260431064321,0.04627395160246025,0.046723531709609044,0.03854228963181913
PODXL,0.0324089991006307,0.02110263636746181,-0.015319550501660024,-0.049203617406851696,0.054316704649236616,0.05799048824181916,-0.03386345078100657,0.05212642694951268,0.03430753849647185,-0.011116386489694643,0.11113378152735742
JAM3,-0.01433871964832596,-0.012657743833034564,-0.008516454149319055,0.04046890306236527,-0.02013350686156603,0.027075753738737898,0.0031483183108743087,-0.012126848730412382,-0.03100337500306686,0.025322742382489126,0.015496270975782123
TGFB2,-0.11777618995012462,-0.02308682542022102,0.012530900599511978,-0.055502360061261496,0.022977921974391743,0.13742506603042784,0.06959984805130141,0.04155380962096611,0.06069492278531317,-0.03234530801138387,0.023029626218755615
COL18A1,0.014370534395812089,0.00781844370082183,-0.006291711294320765,-5.10561757097558e-05,0.034780508779913996,0.06422202940253051,-0.014264831898095433,-0.02740292697091166,0.05972968765475069,0.018744756903987973,0.04823228516323588
NODAL,0.017361150741621856,0.038639007928765866,,,0.04264878962251015,0.02713952816734234,-0.026823003122843227,-0.016306842166177477,0.0207522286278974,0.07728548844084485,-0.020084547443993322
INHBB,-0.055048679220403206,0.03084430117736318,-0.0036526873266591263,0.008406642327475148,0.016893801845596006,0.06668925737359477,0.003199733474613722,-0.02729918241534054,-0.04076474247626379,0.044001267203492546,0.02278043846667779
LCN1,,,,,-0.044254686719090164,,0.07986789827534893,0.036255152559053525,,0.08690422724942157,0.05405651414520381
ARF4,-0.048144388738561444,0.009097398851805917,-0.05885088124727522,0.03979721819512769,0.03263116384552655,-0.030665126443592733,0.04590168414656518,0.08615451074332293,0.003924605691287101,-0.032859456847234896,-0.07541160903859508
CXCL14,0.03827133898214291,0.04166281401931272,-0.04016487064110272,-0.038720634984132654,0.08413099035361707,0.1331501161672784,0.01790605826208467,-0.026101731088846853,0.09912225377913725,0.01516690259244567,-0.043360945346270115
LIF,0.09055625108612507,0.03932217478379278,-0.002333941944169316,-8.363002697007099e-05,0.09527991215996535,-0.08304489688057151,0.02303925546082481,-0.0364326982915697,0.014956979039359247,-0.09088729477015979,0.02168251600537409
IL17B,,,,,0.0022637756249685175,0.06403754855587684,-0.02482765747428823,0.09229540141087013,,-0.02396515130031737,0.028905809732379516
MMP1,,,,,0.03432246126687716,0.043979879947740275,-0.03922576592468896,-0.02538265088877453,,0.012655670969493606,-0.07523256217505445
MATN1,,,-0.010990729376042823,,,,0.04652100760075616,-0.01092813955674981,-0.02441354563090509,0.022841351029060066,-0.030635629186636253
ADAM28,-0.06330179255262733,0.030099879820353684,0.030932196033142696,0.07091192574696822,0.07270979475809196,0.06528460807107198,0.04383039985229378,0.015830473740824854,-0.03577107091116841,0.08092854032085434,0.031927857137911374
TCN2,-0.043328145468107385,0.025515041721734,0.035286782868482046,-0.0647842153807977,0.006282011267999214,0.0679032922610852,0.04060871251015481,0.0057945507862018205,0.022511564980618255,0.11472704476848092,0.026153877182346772
THPO,,0.010181497512873193,-0.022563490843937845,0.0371914106357959,,-0.05533518666485331,,,,0.06804163226245312,0.013838048180061723
CUBN,0.035108105319780925,0.008987948125597785,-0.0333727109616816,-0.024708666361995653,-0.017886985832158406,0.0747424136525308,0.02122548429549748,0.024755569450748218,0.02737395484885603,0.05592355703179146,0.00262343842759885
TIMP3,0.008923624273126467,0.03656264846770622,-0.0057485551833696275,0.023098206600622704,0.09522016198893982,0.04606187995937151,-0.019839609794700615,-0.011551319189447753,0.08662215045162541,0.07271388354380587,0.08768105177301617
PIGF,-0.05640320072532667,0.010383341282966859,-0.002683035431131282,0.0026099527823663566,0.06276783538516105,0.09772764399330587,0.01363912860254285,0.024465763910354044,0.0010641786629219743,0.05084302264485992,0.016915121752768072
CRH,,0.09139323600348892,0.015174272075903921,-0.007482017420436548,,,0.032630667363371293,-0.04319945032440211,0.058138268861239434,0.1255614150608621,0.03484540134167888
BDNF,,0.020952423358685798,-0.026781453000282944,-0.03189355443645421,-0.01114660411331406,0.05262972508817136,-0.008396434030474144,0.05242242745403918,0.01521649414736597,0.07654872636894706,0.09048853422239658
CCL5,0.03301986866642718,0.047686689574398027,0.000104406432971019,-0.030833436275806887,0.12019665151410908,0.01532369919786831,-0.00979897361629714,-0.0006698061856716666,0.04659469252445944,0.05117329816880086,0.11010412222141326
GAD1,-0.06706107422120218,0.022878508397432277,-0.05618903065413294,-0.09160522468126271,-0.023389443449000867,0.09976606577056643,0.05636186847313028,-0.00862454319906741,0.038131695287244805,0.0756752592630154,-0.0715614272234232
