,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.018835957968202127,,,,,,,,,-0.01821904111552393,,0.013304994498963012,
BMP1,0.041397762696567315,0.08256050630795485,-0.037808234297962026,-0.0038755238081483313,0.013962246071743125,0.018466933862251875,0.0037200227822073496,0.027816527480662167,-0.03573398855041443,-0.035432628165999035,0.030961621143072233,0.06163044975455892,0.007410202107576431,0.015556191692201137,0.00808780629388947,0.017121728748413036,0.05670773440608689,-0.005357258131565071,0.03292384065283675,0.09698777031770013
NDP,-0.019078008108390682,0.15954759790641523,0.05650771003401395,-0.006102097183555862,0.029561533530242826,0.007019289222953797,-0.004855814747016388,-0.02072326171912878,0.015972276381512343,0.02558611168103658,0.014287201381877987,0.01742579806145385,0.014260246821059969,0.023193886643364824,0.0377982121855304,0.009447965793838935,0.051643762822891855,0.002773559375403044,0.04803118041349254,0.009462000801798261
TNFSF18,0.08827968244906673,-0.009735413055929272,-0.032086892995641714,-0.01601139757066846,,,-0.01329155642320675,-0.0004804377285934237,-0.01861721999911323,,,,0.042887016330172494,,,,-0.01878897551747905,,-0.0313132722238838,-0.044315788796921135
IL36G,,,,,,,,,,,-0.023007313672031716,,,,,,,,,
RTN4,0.013094138229971018,-0.020232222356358836,0.0041441467635779435,0.001679823242750335,0.00890964222154036,0.013698579645681244,-0.024397368162346035,-0.09252870339728579,-0.0070636042789308665,0.1048230394365804,-0.05087158072004312,-0.04199991988530205,0.03675410943981951,-0.06510729245384043,0.029944011400856643,0.013934950713251642,-0.023891928858503175,-0.024001000231604404,-0.010030438031473925,-0.03821138831053089
HEBP1,0.05048264172159148,0.011559694928769612,-0.016696601308581797,0.003557744710443821,-0.019301069141827856,-0.008340855061054406,0.017243077798922153,0.026315848379209084,-0.030537588132773505,-0.10176098154418213,0.04170036879448731,-0.020520197446923048,-0.026190157945785643,-0.011649070533511727,0.08748493387459173,-0.002169942288538728,0.0005573624242124156,-0.02493980907163272,0.02696906557990133,-0.06801567510852892
WNT7B,0.021687366231330597,-0.006703825899331416,0.013175310729040482,0.019435274919925537,0.003257882692073987,-0.03914492024623152,-0.0048684840930554585,-0.015800528932941888,0.059993507002294465,,-0.025287689120588815,-0.02299242749509937,,-0.04883839191824892,0.020475685025062838,0.000549220734731664,0.093061650838387,-0.012963402967472504,0.03729535697692819,0.11016600094772797
PTMA,-0.02765378148158523,-0.06027091878948756,0.07306815784420038,-0.0030743334305822867,0.03860940829813636,-0.04502432391076009,0.013260171777190842,-0.057014345969104804,0.04152237191481766,-0.1471780426779094,0.041517420154386066,-0.03036751825768279,0.09601540607814049,-0.06639849809890189,-0.07273346537158563,0.01456034659609035,-0.004071337339000079,-0.04214075317939837,0.009603532003743774,0.07793820386879048
FASLG,0.06410921991256263,,,,,,,,,,,,,,,,,,-0.03150763301828299,
CEACAM1,-0.029974470750617536,,-0.0029970764630133234,-0.013221174537054804,-0.03841569533574483,0.0033091589366776157,,0.01751011708478314,-0.009366108516197711,,,0.05422331137758714,-0.013791781026416008,-0.043799052133816005,0.005624636070437736,0.15134695286044333,0.10704724441092672,0.023059614917963704,0.065454173457213,
PDAP1,0.0388661153107011,0.038056354580254914,0.03464711900989723,-0.021918863665684015,-0.04238589402351329,-0.023477750729388482,-0.007530141591058846,0.06554683898960884,0.04206892444256944,0.0254325531777546,0.0030564570954987663,0.13301835607245857,0.07100981703083653,0.01875360704726502,-0.015554146154410715,-0.0008775116673419893,-0.042990286162829426,0.030948224004362035,-0.01790085704697496,0.05680357917935092
QDPR,-0.04534808611345178,0.03283425443798485,-0.016444966816075643,0.03879567391990353,-0.015508952123061252,-0.024745071166658143,0.04750277957446283,-0.06331004582615606,0.0027031757427561577,-0.08559949304253195,-0.05205112690131566,0.03633175710030556,0.04548850510736214,-0.08493833707186312,0.07024978877894476,0.003959912894363422,0.013286435603276758,-0.00568890336213153,0.010212509305625355,-0.12088267326404312
POMC,-0.0428327892824155,-0.015455995935657925,-0.008312002608449002,0.030754375349241154,-0.010816668434513687,-0.025070170342104094,-0.024199625427905203,0.001540864470976629,-0.021601949871892498,-0.0029188193642199437,0.03354889643661793,0.004322972615490641,-0.0019060528292937481,0.03898704648800305,-0.028118720005385508,0.07919639549065713,0.016163333283707122,0.06025617469443588,0.05276910247721599,-0.01009561234784385
CCL18,,-0.03388209682578582,-0.011964422153518993,,,,,,,-0.05788084644017204,,-0.040357357438492836,,-0.03105424808837151,0.08119573007089428,0.1387231610424727,,-0.02804327861907734,,
CCL17,,,,,0.03223462805712653,,,,-0.02321929800029279,,-0.005081500465334997,,,,-0.019380253917699573,-0.013340069317091264,-0.0024661923823784348,,-0.028558130405739793,
VEGFD,,-0.010186739770369763,-0.025485268678534637,-0.018936679968464327,-0.024807019195716203,-0.01677028095176634,,0.0179132592866586,-0.01308355412405567,0.09309014642715195,0.038857828944724226,0.05766612793298053,-0.022826229832944862,,,-0.019381572588912738,-0.025334480729236754,,,
TNFSF13,,,0.050273217837862025,,0.022841644588583458,,-0.012890036955428397,,,,,,,,0.10726813100859324,0.02391543852811833,0.052590497445199356,-0.001912251962738058,0.00937428174990063,0.06214340156128645
WNT5A,-0.028552059301918786,0.0035236187796389143,0.05359380049154444,-0.03947083163326656,-0.007599483637799814,-0.012317611346216822,-0.03398517750387842,0.09094728762353281,0.0009387238823907989,0.029581722286623292,0.032248294537244086,0.028175333036750932,0.04644947877221267,0.04449512685890916,-0.03263024354578772,0.02999044228092744,-0.0094210567786717,0.04294580272709214,0.05992693776077239,0.07632283343795133
CXCL8,,-0.01261379563388269,-0.013972895207050253,-0.017731184709652483,-0.054513069815612276,0.05148188179222614,-0.018335241532184392,-0.002842088242738091,-0.041464701752359535,-0.04303568894604162,0.038123124349251934,0.0027336665588098517,-0.010946877723045144,0.09619911771690451,-0.07375699641544507,0.00533497141539872,-0.034104233513619596,-0.027081538606502184,0.03152019271906633,0.04057286010042512
GRN,0.011620829264404766,0.05017268479558787,0.008387426886517686,0.004962060513543062,0.03800697308351511,0.023462309293353804,-0.05957940896551209,-0.006600101540705455,-0.0034555906474447186,-0.12389860649135365,-0.012846593374543738,-0.008297182722092046,0.10448907553433939,0.08504672469416266,0.018136465314474114,-0.03762021501923082,0.06960568622370526,0.04574067231267272,0.08491242458679775,-0.043480180699920615
