,MGH258,UKF248,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,-0.02264096152402704,,,,,,,,,,0.03002799805058082,,,0.05486555689272503,,
BMP1,0.025914905793852912,-0.037079264562809446,0.08365495978304655,-0.11739867773301066,-0.01953124151134608,-0.03264717254923408,0.02768460027621109,0.06711160949768966,-0.03924768798101483,-0.005042442314313399,0.01844289623336394,0.010552034231921465,0.030234271655773342,0.10791167760893876,0.004516144760493634,0.003547720228019817,0.013852807412403792,0.06037890276126895,0.09875274284911892
NDP,-0.08430666082390072,-0.05358636035672592,-0.022612171652217312,-0.022929271140051128,-0.01380205799571492,0.040061274019332994,0.009206310628307861,0.02509180171296241,-0.029537122641460564,0.043015332954871484,0.06885942827986545,-0.00766388895090008,0.015077049511809304,-0.0059878351613276036,-0.03160586685134341,0.03126162880349757,0.11831902568061534,-0.022782561757293204,-0.0449394933225699
TNFSF18,-0.02191120837830334,-0.04198823064994123,-0.01568268462403859,-0.03362114816288936,-0.012490943908080629,,,,-0.008418376799659177,-0.052922375403750783,,,,0.028934330959084403,,-0.028952391558576884,0.045098045504721164,0.09452673780081491,
IL36G,,,,,,,,-0.010150242131180275,,,,,,,,,,,
RTN4,-0.01684151655591254,0.024842204524517804,-0.09815438738206123,0.09210540224121415,-0.019037487334294993,0.07240525700595254,0.06930145374812854,0.03599156927104178,0.06930439678681036,0.05545039917058948,-0.1018176840999171,0.09247284636235531,-0.018099450020138654,0.06162143953384899,0.06466858939108135,0.06793657056264814,0.09450951231641853,0.029877576174745075,0.000997056540430325
HEBP1,-0.005658151447290286,0.002744761545094987,-0.002093117270773269,0.028922971174719432,-0.030408163389710464,0.04580970004007071,0.02722961585999852,0.047485249357386544,-0.020511030943734857,-0.04659125130453836,0.04621341685088811,0.07438621333733099,0.07715684118373191,-0.015576544227724401,0.04309451381467117,0.12495758580744634,0.03016607750391356,-0.01950968762616668,0.01787232347087113
WNT7B,-0.019303088303154862,0.05800437317472568,-0.015427750783999179,0.19647497018935556,0.004143549966430418,-0.018583736335735537,,-0.03562760184160368,-0.025562911148034103,,0.04203396419185887,-0.002623344105990049,0.040971728329728146,-0.0018013670548015798,-0.005484862549541286,-0.021312505378595293,0.06423600480539557,0.03226178681607896,-0.05753981768521068
PTMA,0.028155377990774784,-0.06948308628835868,0.12611457974970602,0.12906489746240868,0.01776171329457748,0.024776515665569772,0.042570253561440334,0.006856917842560485,-0.04391524029102386,-3.40360060014819e-05,-0.035600985786366494,0.0604242969519583,0.06632014968568639,-0.02426701979959001,0.031102333508212343,0.0020307174826664676,-0.00788671683794538,-0.008208640995107822,0.00944459977336922
FASLG,0.07731136526476462,,,,,,,,,,,,,,,,-0.014081680588464447,,
CEACAM1,0.044508309718918816,-0.026724358091958687,,-0.008185413921007436,-0.019645278999412423,,,,,-0.03721341159655236,0.25223171477267786,0.042048139140703836,0.06611301775850074,0.0011226422664230011,-0.027764434534882008,,-0.046635997505878005,,
PDAP1,0.016403004176259055,0.0018120220231439045,0.11290337262211281,-0.062469256583499624,0.04023598254026911,-0.03973897841549988,-0.05798522176695433,0.03250736752535954,-0.019218718346241056,-0.017563015648966566,0.041755293947981637,-0.028943435668587057,-0.029605734636797446,-0.05631114294147485,0.008702319616438942,0.019718960830021722,-0.026265251572118887,-0.057652426818382056,0.04663864325779731
QDPR,-0.003714250355385696,-0.014876152685969687,-0.03371090070714928,0.020898645467092792,0.015620191611091683,0.025888238781835427,0.05344146510199106,0.03915213715804719,0.06297242634497686,-0.05523349590947623,-0.07921889307123595,0.027751910875847344,0.011348222847189426,0.0075998893951897475,0.08527578480308996,0.1477875211968673,0.058941161625079085,0.03305164100739269,0.007824044840643299
POMC,-0.00045250346089125516,0.02232762457719575,-0.006283147068251555,-0.005334794547942888,-0.014493503550359891,0.00937038485094131,-0.01014729660201844,0.02293164090959341,-0.04283761350858207,0.01980704796800138,-0.041249650901244904,-0.030618267803968088,0.004169314287612917,0.0758926240033524,-0.027428631533629493,,0.10187559699174192,-0.047188983032523696,-0.05135821668122191
CCL18,,0.01950465704901558,,,,,0.09227275860817787,,,,-0.022974118834942416,-0.039094172946190865,0.05347420453389567,,-0.02232500468405716,,,,
CCL17,,,,,-0.015578638965456745,-0.023001456042781438,,0.08825649438405812,,,,-0.02443065689929796,-0.02803629913328813,0.007215815048225561,,,-0.023641847603331143,,
VEGFD,,-0.03334948446380837,,-0.01740799263495674,0.01611636940889397,-0.01687184617377622,-0.02042609378225299,-0.021356404464796204,,0.1060329838309906,,,-0.006496125266444807,-0.010769940715795812,,,,,
TNFSF13,,-0.02516659115506877,0.08048715781886899,,,,,,,,,0.010401272346772225,0.003091479792525751,-0.022760925203486524,0.00513104918151167,,-0.05778962054771769,-0.07630669291816868,
WNT5A,-0.0049715444981601135,-0.03701378957356247,0.0573219593993276,-0.05570930175744012,-0.06501999413337048,-0.0018662395160540845,-0.04149808279227,-0.003295620928313999,-0.015779537008671494,-0.02509459400264974,0.12776063908125873,0.015459612104198455,-0.01671873369214144,0.01030446582167703,0.05504192066868482,0.02712156742532437,0.047516693005476805,0.027029315040865885,0.008990270825030858
CXCL8,,0.06140496796151977,-0.02163372003242401,-0.011192871103497983,0.07016517259439407,-0.01571179676928119,-0.046544237851277245,0.0036076086838978984,,-0.11037844722837584,0.01550380995097369,0.0336012063045401,-0.025653494961798324,0.01960508163529111,0.02716143980637179,0.04859735307966535,-0.0062049970093429555,0.0481122852912014,0.08169577061364997
GRN,-0.015446068167476111,-0.012215196674108775,0.053612566336160836,-0.08294546131073091,-0.012849682685256417,-0.015688875393238714,0.01022677456131503,0.0799806521886471,0.07233406788406642,-0.03718763993800812,-0.03276306685964909,-0.06670023280531175,-0.03914365980705521,0.012863482086516267,0.004087063189582676,-0.07619954823527676,0.033409394397429557,-0.051078284582345264,-0.08897702175614851
