,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH881T1,ZH916bulk
CCL18,,-0.02379047777910564,-0.02416919171987497,,,,,,,,,-0.015708078606262,,,-0.019372867582335404,-0.056916705512636376,
CCL17,,,,,,0.0019960123315208448,,,,0.01331828046950221,-0.0012343759324772025,,-0.017870438362203225,,,,
VEGFD,,0.1302562094695743,-0.037758342214309404,-0.0254376501529541,,-0.00846958881354153,0.05086832758270405,,-0.0785360209538068,-0.03382203323732826,-0.022143940305508376,-0.026918483221390538,-0.019152302299878642,-0.045721965732729235,,,
TNFSF13,,,0.007407772963802652,,,0.01151899630377126,,0.0608749763343901,,,,,,,,-0.018559339444529335,0.0058790114409631375
WNT5A,-0.017719254923581944,-0.030670475975539933,-0.015900624913058232,-0.032301246285797655,-0.03968446542730023,0.05624390474716523,-0.03315824997451673,-0.06930051845306118,-0.23705780476642405,-0.05914318724191593,-0.03102867287073537,0.0798264723156827,-0.07383762877053254,0.024524515497298404,-0.02599689320531361,0.003910631710767343,-0.027027469368296864
CXCL8,,-0.09535949396590855,0.017800588817905215,-0.02381830786561716,0.03865918181263872,-0.04544242286317741,-0.07268506385072071,-0.027722262881615528,-0.07144894709253222,-0.044900019082260004,0.04672527041209948,-0.061338222521066986,-0.04566853036986801,0.16181661648523085,0.04669347434742495,-1.751070122574258e-05,-0.01689525227872015
GRN,-0.019007766388962843,-0.05574419606954762,0.053882201098701524,-0.008042432855447954,-0.026343892118738856,-0.0453697984826015,-0.07316662119282519,-0.1130283513587632,-0.301032640406543,0.005192874752876106,-0.005152877887591914,-0.11321692846718653,0.08585601348199197,0.08190227092667307,0.06602776514049906,-0.02417304950808893,-0.0033581455241923955
MIA,0.06482960360828732,-0.027689239038928712,-0.006151550108595823,-0.008476051058908715,-0.03549433170098034,-0.011786049713820714,-0.08611154482234443,-0.06625628557017818,-0.06135234653554562,-0.05025655953719803,-0.0018873818985845011,,-0.026229955702971403,-0.01023114471524886,0.027358476866862616,-0.06065086729304586,-0.002435417679932391
COL4A4,-0.018796044898906534,-0.026983824829295226,0.043839939209809206,0.0218566113441997,0.009569156572669197,0.0013561541960048092,-0.06054663833795968,-0.013260628618532666,-0.0429715921035722,0.0050827889388141674,0.013216385593676747,,0.02637355899139439,-0.0072860754664557945,0.08942371562766632,0.021781212659099016,-0.06019578561786395
TAC1,-0.016229755688734943,0.16184288307618613,0.049395062915292644,0.028323180596746433,0.12675669318882699,0.14274889860254975,0.14784616612819126,0.09536698295035476,0.3345986386732711,0.14920555613517553,0.014854843014152849,0.06852397758065806,0.07490066006834459,,,0.0793126717858431,0.19528933645967878
RARRES2,0.04801445434679761,0.07379562722564108,0.06480809441619091,-0.021838706527384864,-0.027245890432744974,0.036551348384103184,-0.18781137492132752,-0.033125337510949086,-0.3051067252299997,0.15060633339646004,0.010881424934570947,-0.03517174988610853,-0.09143738025060931,-0.051444127614883976,0.018295623450488137,-0.054670244304054705,-0.014358376908365568
FGF7,0.023636335692242685,0.03257543695800059,,-0.0287110918208968,-0.043080091261278076,-0.02866072053353165,0.01343361457876834,-0.012859501210825347,-0.0832613078677114,0.06495620091483195,-0.005373888484709668,0.06402400017633478,-0.0020810934771074256,0.09855930613415892,0.1283723407912585,0.03007218504104241,0.035625171087750054
HBEGF,0.002313281296289922,-0.017497224167188734,0.04917185365260984,-0.01702377544665044,0.08466050868193621,0.009729675094290778,-0.10218367966665959,-0.04104580273943992,-0.11497623022482281,-0.13391551978774074,0.0014734661137398928,-0.06692323946873092,0.0012062744989142836,-0.025174373602544004,0.08420776173316045,-0.08635828211624644,-0.015102867036052646
CSF3,,-0.026983803466120507,,,0.05892055943978616,-0.03188674387379485,-0.0284259038692133,,-0.03941851887723331,,,,,,,-0.023694511434522312,-0.046266975416903305
PI3,,-0.03196633905692634,0.032594603310548274,,-0.06007528093609359,-0.08613777550326829,-0.0828821486708645,,-0.06126480595555118,,,,,,,-0.07456735108002366,0.007778395350119403
PCSK1N,0.04088040244555096,0.134986054906955,0.05947777410089399,0.01486705432743719,-0.02985851867243004,-0.01612797102475543,0.06473572423742985,0.08341616902809383,0.1657568964616797,-0.09961354246575023,0.03914402990527038,0.1892037043281367,0.1189432775582935,-0.014194491072516933,-0.02019787192365307,0.055341283293675644,0.0823945349777079
NTS,,,,,,,-0.09040362093342788,0.09052833630599988,-0.06687471891273868,-0.0366961375257606,-0.030343873002899174,-0.024235281845473664,,,,0.034708938513398735,
SFRP1,-0.023614704487280216,0.1515094059006608,-0.025082788350226523,0.011564281782950422,,-0.02788018166302011,0.08004850135610259,-0.07345941713016588,-0.004362338477359506,0.010754438918196904,0.04765674344360031,-0.048791164641604635,0.07530494206145437,-0.04155469818839217,0.02373117958651339,-0.035625604928663436,-0.039338288090571105
CXCL13,,,,-0.010627367924097941,-0.018412489278588306,,0.02791574960145291,,,,,,,,,0.0007302260856363363,0.010331900987233385
MICA,0.0460764255835222,-0.0007841750311483777,-0.0033690763601097596,-0.06356907867008224,-0.05935491603589808,-0.06705272850948829,0.01479414264958056,-0.06845500381703497,-0.13031902667940717,0.04997425147707959,-0.005619168072361471,-0.04369887002442334,-0.05470220403228789,0.12057918134984384,0.10904573953145365,0.007447300863695388,-0.03826509241637556
TG,-0.018796040663145448,-0.021510398295450112,0.01041524566832553,0.03116631759971958,,0.028163668345122687,-0.008233513075642233,0.01501584813157897,0.011738005058761467,-0.05185404284739325,-0.02184759267091767,,-0.026843919991399623,0.0904063018957056,0.015896480056388964,-0.019500947014236783,0.03646070020277739
ADA,-0.011412322086495983,0.022580908719108703,0.062043208540099225,-0.0022917049980082315,0.018501546682325377,-0.006309202158971042,-0.0343011141182376,-0.003909776259609235,-0.21253039398386434,0.0075581526544799835,0.025642753250306256,-0.03032785399563462,-0.03975320457719004,0.030351170849376875,0.05532288458489634,0.035738085395434695,0.06355662437226127
LAMC3,0.05266239378935573,-0.0007212417314458604,0.06763535941741221,-0.01199183120749144,0.09482306439701586,0.006499066414337433,0.029251740473898828,-0.03944351391818138,-0.12261487161040596,-0.026846577156968095,-0.04842463728421336,0.0001930503847129772,0.047638548332060535,0.03462439524822319,0.09023279484743878,0.03536536574719397,-0.005395427248046816
CCL7,,,-0.039870124380087225,,,-0.028509629237276613,-0.04253812783095102,,,,,,,,,,0.060381274714529115
NGF,,-0.015546136231880003,0.007910328404858466,,,-0.03583252764824477,0.04147913218081327,0.019559238609166533,,,,0.04197614557735942,,-0.09889946408906979,-0.00456741774757353,-0.04067829819832935,0.012305169657628649
TNFSF15,,0.010206045097113979,,,,0.007618542024280373,0.0029404773282424596,-0.033188972809723494,,,,,,-0.05144854361947327,-0.02907476328760478,-0.014713884816268348,0.024891596330201646
HMGB1,0.005044661239729873,0.1093740251598639,0.0068718810256898875,0.010379018167037487,0.011529856758509654,0.05189566814503976,0.03726300550691821,-0.060466945468793526,-0.3014397441573143,0.05919694763614508,0.029476404891905984,-0.09996342452975693,-0.011672292707843705,0.054004180123342585,-0.04559369233467847,-0.053097712937697716,-0.030566781209236255
ITGB3BP,0.0036552001674263223,-0.021834280909626743,-0.051569008046602006,-0.010224462465902888,0.015886262731561678,-0.06207036647890683,-0.028894308236436617,-0.10188846552443913,-0.17988306617738253,-0.014158264862569627,0.03679666869134324,0.04755680824877649,-0.09001181299922971,0.00694025012089114,0.0697120352738621,-0.030462076591249828,0.054625571454965154
AANAT,,0.03499629444502998,-0.0458703916912499,,,-0.01842738662833624,0.1236877370062148,,-0.04069651453576368,0.008088365097031267,-0.014066067514921872,-0.022784744127700853,-0.023971483737003432,,-0.020177653661584263,,-0.025774489945549903
RELN,-0.015582416033240629,0.017038205620911923,-0.021675696995354564,-0.0077532558619243675,-0.028556332444086157,-0.0024081725461805653,0.043188809170527157,0.06863275954340382,0.2675795972683789,-0.0029071427364333155,0.09912622879365851,-0.015010217869160907,0.14261581438145943,0.06213400172292044,,-0.01777277828010122,0.03449663912594341
IL15,-0.001364954809628737,-0.027338682021778984,-0.005909568547566627,-0.030766774217163558,,-0.022809749152497488,-0.03903196219313094,-0.0016341175083912558,-0.08197546197787452,0.012517827679942113,-0.03139777321679089,-0.046691030048664504,-0.02223244322211541,-0.03189585856503311,0.11090438685700857,-0.025283588646537,0.04027387636923565
UTS2,,,,,,,,,-0.10459470418026082,,,,,,,,
BSG,0.04176948584008966,-0.09097416041542791,0.04934897829569635,-0.038624859912327864,0.03825704475300254,-0.010316548565268535,0.025969774620271436,-0.04968096638345481,0.13328238496098585,-0.08801060853493291,0.07902448561456453,0.17889926530703618,-0.11007633524148273,0.059930893960802846,0.0354468564239926,-0.0752669318463358,-0.06690728273127884
ADAMTS3,0.030852375558858995,-0.014278386451658987,0.026413324598689836,0.046898525989499194,,-0.05873912861495647,0.025677451179273964,-0.02281075098849315,-0.2970762589759287,0.08052578937558157,0.03581900704693662,0.06829271863368602,-0.036943145284347424,,-0.024160686089455208,0.04573860830741152,-0.02545975621493919
CD34,0.06074820652536421,0.16422876640582648,0.02826895734336764,0.04333159296900353,0.03278891647654951,0.046463743650573014,0.03408709957195421,0.025490534367475785,-0.15570219110675615,0.001295154503338598,0.003989071144813262,0.07618960418613482,0.09682421975068277,0.1459820468440143,0.12960894143232002,-0.007407657564317703,0.03909670428109444
CCL23,,,,,,,,,-0.05584301092630281,,,,,,,,
PLAT,0.07900838331766816,0.018112481356256847,0.016875741947022755,-0.023006920079858894,-0.054374171866824,0.04313354735659881,-0.01088024071449739,-0.13717256115111157,-0.2248267989958204,-0.12830411891739832,0.021770785292399085,-0.027863919870270017,-0.0074614530839481625,0.014286515376815884,0.05582130149036291,-0.08392448358138109,-0.052773171138510426
NTF3,,,,,,,,,,,0.00251635406969992,,,,,0.09641968790681095,
LTA,,,,-0.017760011129555164,,-0.0365400386341838,,,,-0.019229377030545673,,,-0.007296992295377126,,,,
CKLF,-0.0037479709397628684,0.06925085724352448,-0.015546466703907465,0.031832873070279266,-0.010958318890830087,0.009065354722030714,-0.08543608511367837,-0.10647568667260464,-0.2910200539265063,-0.06489472668235308,0.0425058301440306,-0.033382729619650255,-0.07666343650531521,0.11879688690076078,0.06588429449287106,-0.017460628202597483,-0.014458452500047826
CD24,0.010929485397196044,-0.07828391540880072,-0.08373548101920772,-0.03402840211075118,0.06814211879234008,-0.035809167072247315,0.05767233571734631,-0.19224761079173625,-0.05949951030608776,0.10694617947612661,-0.09043700928086999,-0.026693435140325315,0.0009361337039460547,-0.05839351610557215,0.04993979037225599,0.031978450030163724,0.07771671496896645
HSP90AA1,0.015404847808348986,-0.016673782114705882,0.0310697238617277,-0.005685250528284915,0.0034396633587564394,0.013495256835959427,0.16280544682771456,0.1013631294286807,0.31817372015586304,-0.0006093551873643994,-0.051479543736002775,0.1976107184448436,0.09209317109021396,-0.04466282684571915,-0.11182547636064823,-0.004562698855359454,0.0782834231563915
BMP4,0.14754523678072837,-0.03364564159122677,0.038353441774205084,-0.018826652889282,0.007680928771266301,-0.003380740089482367,-0.026395753628336828,-0.08058235518036581,-0.034734023734591064,0.056633961692883546,-0.017832526179251875,0.06565517425420175,0.01650693966922486,-0.05749672038330198,0.0007438374619941412,-0.01656521220338341,0.05695352332362543
SCGB3A1,,,0.05414051793302648,,-0.027104577315632032,,-0.0337958327719774,0.004816303168604262,,,0.032467204057455054,-0.040107525929819726,-0.015513506783621166,-0.049058637326770335,,-0.030556095884936175,0.0028132403055637213
IGFBP4,0.07225274343629118,0.022211840094184067,0.0004522410308793414,0.0540323260355918,0.020780186482368547,-0.038552455906557925,-0.06886471370075724,-0.06841301568369802,-0.15779238552966024,-0.0989907361611778,-0.008239959887503902,-0.04866148952622958,0.010769326446089774,0.12079533670832189,0.09116915915755944,-0.024547676052933697,0.009569590229671335
RSPO4,,0.10250016219129078,,-0.017593699715807893,,0.01824077305825123,-0.039005884705966026,,,-0.017114430012172777,-0.008082622304310878,,-0.030839902650165434,0.0392705473008347,,-0.020578230182544205,-0.04875194626197124
LEFTY2,-0.018610198977077125,0.09665837765704491,0.005589125351485875,0.10498223488436632,0.07399629073100887,0.010607426070799416,-0.06054316260149076,0.0054153633194458884,-0.18442581988274817,-0.016631507003137192,-0.023293216192425383,-0.02423529780279877,0.022247662572169324,,0.02958037390864591,0.043333215835613136,0.07166214845175292
PF4,,,0.03098700777911875,-0.01615514396030783,,-0.002159202745758163,,,,,,,,,,,0.013189902438478425
ANGPTL2,0.0323279443824474,0.004953167037389521,-0.032312148375648754,-0.03477254255278765,-0.03917576540017298,0.04329034215268462,-0.07540236010638846,-0.16638998170190797,-0.23123784867844482,0.023932261637887992,-0.02521324456644938,-0.0972685048078908,-0.07717721987402616,0.09417012689001099,-0.028162654594480533,-0.037601231673160866,-0.05288058091344874
LRIG2,0.040932084649230156,-0.05444134354704774,0.011754420275472294,0.028323913080653858,-0.03464727677941426,0.02320173800999841,-0.024120555492980728,-0.01582527559841223,-0.09876901276093235,-0.032178542288289924,-0.03603056369591289,0.011692363702332367,0.006019688716500033,0.05643107753063605,0.0710344050514422,-0.01724132504595981,0.001974438830798994
ICOSLG,0.008995854189449537,0.11272410616659412,0.014050642366704707,0.0016224554614964262,0.08161460362155834,0.048458330712070494,0.002392180681817001,-0.022660499769801303,-0.15963380761439078,-0.036961730977153655,0.02652902551464684,-0.11115139812548369,0.002467990487064301,0.11685699891709088,-0.07255692503300921,0.01713714506657266,-0.009728216604981377
WIF1,,0.14525096984935087,0.0035404714994608827,,-0.04395316637172999,,0.13073576813564045,0.1659581232548287,0.23564253605309923,0.1283246288296743,-0.00026148758887763857,-0.03567810840506289,0.13798073388122545,,,-0.019129458201274003,0.04568011125251478
NPPC,0.032683770947220935,-0.021858371669803454,0.022814118838938212,,0.031223239349380868,0.04280696008644887,0.07586612832498847,-0.008972345185673839,0.0067140776878375896,0.018713174202213925,-0.019457541091446515,0.06202161535720641,-0.0479218212604741,-0.05452302204065473,-0.024160639687410793,0.0014699050601668512,0.047593902349790676
LYZ,-0.06846531239343616,-0.009413425696340818,-0.03665727865388829,-0.02466476836586139,-0.005661043634919203,0.017803529455046197,-0.059056996017226436,0.02176924881962265,-0.17164400332032811,0.039480353399489236,0.006802723845865815,-0.1123095574801658,0.075430151664868,0.089208516055657,0.08389480629066677,0.03934471423453368,0.0031423786545056796
EREG,,,,,-0.03417993852048166,,-0.05489053468780585,,,,,-0.024931038955331903,,,,0.020284149460074636,-0.04396818517403589
SPTAN1,-0.0007331163029673313,0.110167630456074,0.15751257665080434,0.042114992979226815,0.047115581128203396,0.0348077244220218,0.1468420436916421,0.09513668590586985,0.22001952023985832,0.1264337990396493,-0.05559876602958968,0.1700374351510775,0.08177727429382625,-0.05382878038739475,-0.05739964648258985,-0.005567669172525345,0.1219167562408589
PTH2,,,,,,,,,,,,,,,,0.025267231267646937,
LIPC,0.11543688542431899,0.03647141833823059,0.03367806615073547,-0.024314355065040923,,0.019221590704551678,-0.03776411639671728,0.06255330169051737,-0.023440098908097295,-0.01847856093449573,,0.06612673470969771,-0.015514346392631084,0.10469095851887684,0.1807419735535104,,-0.013440114101449286
COL8A1,0.0284193256864488,-0.025799156799708133,-0.033777759411697625,-0.041684336887474686,-0.03165920508866834,0.00646731458689407,-0.011027917295568991,-0.10479401871315569,-0.07864638275768657,-0.03135053633422275,-0.015167452209523596,-0.04425829921497493,-0.0404770552012439,0.0027380929981917837,0.0941234309340971,-0.024325971957620773,-0.032457439605483106
GSTM2,0.09411166705345307,0.019349011388791432,0.0035570038367182828,0.13161394653423833,-0.04219432793693287,0.004353206055956431,0.010921437540853675,-0.040141929067977096,-0.08879933117164862,-0.01036224316919026,0.01567195708511886,0.015852938093090272,-0.012327427828596256,-0.0513612294330786,0.010966938830828526,0.026547744318121336,-0.040344404886164635
SPX,-0.04818378844646373,0.07886837093695429,-0.03670191016121603,0.011897134422554793,,-0.012623480990650653,0.17905359452337274,0.04148393429809381,0.09410985590036908,0.13841383119300407,-0.03655857626659133,0.08133257678832828,0.08837417597186487,,0.031319044948523916,0.07587739354953602,0.03276760414840479
MFGE8,-0.05917819092256598,0.003176987282204373,0.013124134043872268,-0.0015207642559900373,0.004158689038601025,0.05365509314066846,0.0688614103319049,-0.04882519446294855,-0.09616010410384458,-0.06780900123661975,0.0015202481325927424,-0.02732612466261721,0.009231279419975019,0.032788498838292414,0.07611273733520943,-0.00040456908899855215,0.012663821323768766
TGFA,-0.017653537056479512,-0.10856374736973383,0.05814751367649423,0.029098248107185167,0.014183331411372744,0.01123921622500164,-0.04885821514090838,-0.024385314220167934,-0.18519832500094574,-0.13819690177359217,0.055945917707697516,-0.12044354584156737,-0.02232181637202914,-0.012144303553219358,-0.04529582810971645,0.0007438060341564836,-0.04252791577458149
SLIT2,0.0513878741582438,0.13598285808561075,-0.042132202027133296,0.04516372864372078,-0.02014602416686381,0.007991683509552061,0.005408785863337385,0.028644535705179854,0.13139485182017002,0.08456231823887757,-0.036718597717509655,0.018750533539296184,0.11841555881514655,-0.01167852113804535,-0.0017599600040132802,-0.03478181268382564,0.047692857325302596
PLTP,-0.03746615109983853,-0.021629016133049694,0.07480121767987508,0.030410208122256442,0.017893459985570334,-0.0476230766916493,-0.15474058123634526,-0.07878452756250953,-0.306875773073362,0.054957531110469936,-0.05523239932379999,-0.14691901039829894,0.014972040100203617,-0.09109915273751455,0.09388843102058221,-0.06339616939311915,-0.01472604936495123
APOD,-0.03895630987455773,-0.018199149938841513,0.07022835434316181,-0.006188524651320163,0.019975459325436123,0.00839766566868995,0.014284304259731461,-0.022134403605917286,-0.2845503278683885,0.03330578318134632,-0.10551011933328451,-0.0986236179488389,0.017544691047539432,-0.011936688086530624,-0.06014169757666037,0.009758662714543877,0.004004747105264021
B2M,-0.0034962241456077893,0.0742861832964858,0.013608397496596106,0.020287883408060637,-0.00914228446222525,0.01990008363924658,-0.14425795465248353,-0.17448330512471266,-0.3412643975648282,0.006944961939491744,-0.05924317763389546,-0.15096863451547707,-0.057168491156321784,0.13078052715675864,0.11061920524580617,-0.026597289870154882,-0.07430564046124506
OMG,-0.007989327922215858,0.11144237301575048,0.0175267558028344,0.054441804631065745,-0.005486110831765493,0.06945851370887117,0.11773992746414173,0.014878251888509157,-0.04553548846211943,0.06317383475862319,0.04631018219042569,0.048511675698492754,0.05937045982873998,-0.06902609845895395,-0.016661090671174997,0.024726291658630474,0.05199233378888163
CXCL3,-0.015136511160301796,0.0007837463190292394,-0.05461137621684824,-0.03321343852621126,0.002235070705040064,-0.06304757579659709,-0.048248488728576275,,-0.05861533518318321,-0.09463229124390754,-0.022725526442053064,0.10337276708075496,-0.01601138708924323,,,-0.05042431935336921,0.015658520859452484
CXCL10,0.011054089380712638,0.04022142349622461,0.057798386183285096,0.07120052266203698,,0.028880007370689402,0.010959917875538242,0.017277617174606377,-0.24624967612031468,0.0007696552366418331,-0.01750174807601126,0.036825300924916156,-0.025444031747026294,-0.009048597380530592,0.2030072663010854,0.13475136484121158,0.01984941067385066
RSPO3,,,0.037539460568234796,,-0.025357423542337165,0.062459016421643046,0.13882709415939232,0.02620631482479203,0.10463282777903841,0.04764864612221663,0.002715229868458566,0.028424711852031104,0.06624201247443047,,,0.04909515776157246,0.02560992268068177
CORT,-0.018796044596352077,0.14660707718356658,-0.001968503073939557,0.053199857749788707,0.03127540166452256,0.04148646383116284,0.15441687990660077,-0.030522624557873385,0.1498647275551856,0.11153685721852334,-0.04562604947011632,0.06352068615913704,-0.04438839112474081,,,-0.022945265697743043,
NCAN,0.009859857847155803,0.06683049733493997,0.024633504835508666,-0.02719325553885683,-0.0008544856527409371,-0.03287669570291714,0.2009815062395171,-0.09112530443281197,-0.16209206741270318,-0.0361564839712831,-0.0006620998382726906,0.016779500387983568,-0.14228029729311886,0.21580153946617406,-0.030924811610784527,0.0997962071467641,0.0662772331767004
PRG4,,-0.029059236473763045,0.01840218925488719,,0.008828932674700245,0.015103445193466096,0.14950252780355577,,0.007580424349016005,-0.011739582302249769,,,-0.019561995618320654,,,0.006791866911930593,-0.014995661944561842
ZG16B,,,0.0619400913278733,-0.019440090082822985,,0.035461897775949526,,,0.07416055100468966,0.044659102102672835,,,,,-0.022430795568003193,,0.027649809162513812
TGM2,0.016371879335910236,0.044754362414377385,-0.06512861679840545,0.022276310342005706,-0.010080636721142466,-0.033093545868212566,-0.023462839481770307,0.06531309526315486,-0.049160360423101616,-0.07422967243913177,0.006086880840575278,0.026829832836459736,0.2229950072451822,0.14743199016875477,0.0957201261296571,-0.0023598799558192897,0.014135108589382618
VEGFC,-0.018796045806569996,-0.020850582356931165,0.03914261338141869,-0.02496182429497329,0.022315021052351672,-0.037856876826567055,-0.032736989190672715,-0.019179707336574717,-0.04613830736797877,0.04011154846457125,-0.007868186986917658,-0.028171965466513654,0.06619475679860816,0.0993678682666324,0.06781272211787984,0.055775599085167445,0.07094553020030253
WNT6,,-0.026444093203915255,0.004610831143646514,-0.017978131559436884,0.02722465884527159,-0.00919699859651849,0.02260520105812693,0.0043461343388355314,-0.01077926804233715,0.05040383249446854,,,0.08111555164961223,,-0.021331689218629254,0.08234445809274901,-0.033665040408754385
NRG4,,-0.019707076322544387,-0.03672178429586199,,-0.0190067520442944,0.09833465646927785,0.07090880316264336,0.04612646914287912,-0.0025811592496000142,0.05551023719901464,-0.014105223292325391,0.002178953263822953,-0.02329009690674691,0.018931837423504697,,-0.027174086872404295,0.04657658818433142
PMCH,,,-0.04232383261784161,,,0.0355713292144334,,,,0.02826489440986164,,,,,,-0.01564571726727041,0.021269291503703977
COL9A1,0.04202448946841174,0.12441715122379426,0.08087362228627801,-0.036371237867348645,-0.05442833281815248,0.17552154799779385,0.025510749679795344,-0.12392427186790038,-0.06094591965335288,-0.0025374123878659422,-0.013118397764958203,-0.024585425641277185,-0.026538511739684825,0.02538279932871518,0.03791518468241291,-0.006440433465519441,-0.007857784620387932
GDF11,0.03991756224364214,0.0031824830595966664,-0.023894589763270458,-0.046690211018627116,-0.037280908382026676,0.04524120186624803,0.012489398788711865,-0.12686272459093434,-0.165280371661427,0.017955379591477624,-0.029287933499309696,-0.06341732626582004,-0.015918326499115995,0.04088183705398942,0.04438355329188823,0.02231159984811583,0.030167933093053868
IL24,,,,,,,,,,,,,,,,,0.025810079645389384
SORBS1,0.0031487756235026453,0.05897114477719248,0.04974650255896621,-7.116893102551325e-06,-0.013218337919954068,0.06469972243732523,-0.017965100511822596,0.040765517948440834,-0.007437643141970043,0.09196143182873515,-0.02847695678998292,0.030007929363966606,-0.015505854889517286,-0.04259869704198651,-0.017809087732548495,-0.03944733494856699,0.10638882343733364
DLL1,0.02790446125799725,0.06970659381861191,0.06043205355234759,-0.022942044426529477,-0.03318967596492917,0.015098047117367024,0.060059418137398506,-0.109653462666944,-0.09476253286334292,0.03840624285960123,0.05331627182062602,-0.013487686064504676,-0.03353024384995558,0.02421671006304006,-0.049794205649218506,0.023781526470389204,-0.05095970251895207
TLN1,0.020506628007310176,-0.045473908105634,-0.01639301633142938,0.02027825979631663,0.022974621030153575,0.016363628937440665,-0.1213518643879941,-0.13474962873426183,-0.2904162535059564,-0.06629698634175904,-0.06197675891545012,-0.08833154155280036,-0.1160505322455288,0.06622414482420814,0.029740730535881513,0.011459747102071635,-0.017831285080209352
COL2A1,-0.017654292794028185,0.15184963454740744,0.04299905696904762,,,,0.007513391592100282,-0.03163068467100836,-0.06443713319779157,,,,0.10974923472506186,,,-0.02120748186597124,-0.022763916600837385
SHH,,,,,,-0.009426978212723714,-0.03141399128923717,0.1151436500602147,0.02343290180866465,-0.0684916238260007,-0.01262463981423993,,0.16131433759793612,,,-0.04085599947836864,-0.06101919503092708
