,UKF243,UKF248,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,-0.021802003883509186,-0.044274917609288214,-0.025146814496547064,0.03062958680265355,-0.015721498764416978,-0.033766058002640716,-0.05311670967397787
NDP,-0.050346858965932766,-0.002821847659288485,-0.020553311508978673,0.03617148832903437,-0.011629485520212977,0.03244712147474901,-0.003472117918660191
TNFSF18,0.06502885461176837,0.07098106636645597,-0.014222980979953202,,,,
IL36G,,,,-0.019562000803269843,,,
RTN4,-0.0007808552655130058,-0.015355308946496022,0.024503054566857915,-0.08172771289520031,-0.05965601899741833,-0.05170725285341984,0.10458502621789938
HEBP1,0.02681010529595411,-0.02433089561801747,-0.005670298358743967,0.09361577364334248,0.033556297610079805,0.04163047397244735,-0.03304483653828782
WNT7B,-0.05847133250458533,-0.004884285766121977,0.016404473663057723,-0.021500893235142857,-0.030442283005962807,-0.03963381870671752,-0.023652675842793163
PTMA,0.07479968642098607,-0.015354180693805997,0.02290851555521251,0.0793231861590821,-0.017146906128620902,-0.018163457311559404,0.044086289999642536
CEACAM1,,-0.018547733141501096,-0.02236936068328339,,-0.017058312638470487,-0.01920073996155026,0.07960571091244627
PDAP1,0.0100127698055325,-0.03702979444605347,-0.02669146454175633,-0.008848973519405114,0.021952664674978313,-0.07223321268746269,-0.012151429160952664
QDPR,-0.019976112423934836,0.029931470970220427,-0.0020121113967895635,0.008090450187133983,0.05689598274751489,0.1054846912590234,-0.06566452762304871
POMC,-0.02199552087981999,0.001650054650558718,-0.016503222402295518,-0.041911796389140214,0.028429470006281553,0.0010784649497628126,-0.02568088816544381
CCL18,-0.015676089079954294,0.09296714462651866,,,-0.031216502881002937,0.03669509468861897,-0.05406207233608331
CCL17,,,-0.01773882641134176,-0.01787044309880151,-0.0121020471714548,-0.027717473546082907,
VEGFD,0.07561914144461848,0.022242555396439757,-0.01889921917070418,-0.019152307376237732,,0.08560079739190579,
TNFSF13,,0.0619064725637052,,,-0.004799573990217813,-0.030127946114320545,-0.017628503662027818
WNT5A,-0.0027501538017543174,-0.052882748360174425,-0.011881520190975136,0.017787777272035975,0.02408996579192296,0.00513287821753833,0.017181266152468
CXCL8,0.006213542960043142,-0.025206848418034333,-0.018588634563068026,-0.0032345915532150486,-0.062157897432177076,-0.12663123906280424,-0.08804803573481018
GRN,-0.011647413678402947,-0.05855666684604273,-0.06462424464323989,0.0411528377146681,-0.0010913407025597694,-0.018241323103074452,-0.07545471330169787
MIA,0.05047366852165303,0.07364420473988809,0.060170676896495225,0.027632953603962306,0.1143561345639545,0.10442349324425461,-0.05666092313664942
COL4A4,0.02659343729172852,-0.02779793995942237,-0.018519883589163885,0.02932051587976185,0.2167874615661069,0.025236578001393877,0.10306534741722688
TAC1,0.05109388686186987,0.0558295839525856,-0.02432308991936595,-0.04509215834311614,,,-0.013387075428366379
RARRES2,-0.04226185384735039,0.025469919022134625,-0.002931741592624411,0.06853526575184374,-0.07867883112181116,-0.08175584345693974,-0.004317539300565617
FGF7,-0.03471667798692314,,-0.021810814487146682,0.024841779934116,-0.038216754880024885,-0.012481641075669013,0.01777916193142768
EFNA2,,,,,,-0.018249018360851212,
HBEGF,-0.03969902599103149,-0.05399269982295173,-0.018926500984878636,-0.039468827448887175,0.08403268605919878,-0.005783045341905481,-0.024828069720336826
CSF3,-0.03810618557527253,,,,-0.06470416781274144,-0.04566960192166086,-0.02250612328320554
PI3,-0.045142459245773904,0.033197203919137996,,,-0.11750221753044728,-0.08467131399763737,-0.05481929202120578
PCSK1N,-0.0706651799578941,0.005426425408401545,-0.007940590697602997,-0.016742514194014717,-0.017547751068070147,-0.023623786732342934,0.040216666095791484
NTS,,,0.0045046746185989596,,0.03656180721172653,0.05135660593908177,-0.020207820936278726
SFRP1,0.017082875188878268,-0.031329194011356205,-0.002922890879466965,0.024307186235077,0.004472894309596062,0.020612366598589022,0.015526694730665489
CXCL13,,,,,0.004748729314003273,-0.009120086098715249,-0.036712170506199404
