,UKF251,UKF296,ZH1007nec,ZH1019inf,ZH916T1
RAET1G,,,,,-0.02151762074522314
TGFB1,0.022651147545560604,-0.03009520516528111,0.05423795282554531,0.14219882049130603,0.04566504381541516
MSTN,0.020308326834112243,0.006431541279777215,0.04205525149715002,-0.03498267751624118,0.042228839167859765
WNT4,0.011032946127798314,0.003925356871998076,,-0.0475427326932998,-0.004194777862944004
TNFSF4,-0.031937996014652255,-0.014448087668895562,-0.027886599586143163,-0.02797641944074612,0.03220860604333616
NTN1,0.0139866027699182,-0.022148263026434186,0.06759912253537381,0.019151528802645465,0.05307307669759547
CXCL12,0.031071512392145822,0.02470291023088998,0.03474503664952746,-0.021140861306355726,0.043289726311369875
GNRH1,-0.01368679776340254,0.04447605667334384,0.12137922210862066,-0.00534710517032122,-0.019934957451703896
RIMS1,0.015018717727465424,-0.0022700590009562234,,-0.014156389167015603,-0.03721265496725767
FGF14,-0.03271877520594818,-0.034316658340346355,0.07006645854814982,0.08388620998111829,-0.004943977227454243
IGF1,0.03014338716966126,0.039791120592783585,0.07945766709343449,-0.04997095132363857,0.07004888317324423
TNFSF10,0.02238252407325352,0.0858385410901018,0.09771653485870449,-0.016368082945819793,0.017685689322309628
GDF5,,-0.015513301038440177,,0.05212608178213827,0.026081070328169437
CHAD,,-0.013036694101595683,,,
RGMA,0.0222289828157004,0.05976665706343931,-0.0437502098171996,0.026900846978425437,-0.011253013578614895
CLEC3A,,-0.011177265735738436,,,
WNT16,-0.02507362727518698,0.05165026771578098,,,-0.008697701106529258
CX3CL1,0.04710433090992229,-0.00028660410548582,-0.008475660686153037,-0.05070098605841243,-0.01752706912412117
FGF1,0.0128623535193942,-0.014124768007046498,0.030709509102287688,0.007023534700734609,0.014247885744949234
ALOX5AP,-0.03367199748787904,0.03800387321746151,0.14598858477366677,0.032062337851179706,0.037225134293967344
IL1RN,-0.01684816220249924,,0.06372833276865614,0.0417844486349296,-0.037413722797694345
NPW,,,0.05438480077634364,-0.050427582104315104,0.013809008355371641
CXCL9,-0.014048233715671777,0.05804411108239877,,0.08395738057177389,-0.002320250518619969
ANGPTL4,-0.021924577528494915,0.03859921684809289,0.031740781547905564,0.0765480354877525,0.051243958028594896
UCN2,,,-0.015381510778456535,,
OBP2A,,,0.05632816927046649,,-0.01938412643144914
COL4A3,0.024752824537542,0.08265288212844962,,,0.13271958802362513
NRG3,0.004095349016940196,-0.013461630858706684,,0.0055710107115091966,-0.011770896436309436
IL23A,-0.023800125395705952,,-0.06074641568557764,,0.032812791221298876
COLQ,-0.0230080711604629,0.006464305376524644,0.11002274468934581,0.03484837939448297,0.0670269703924173
SCGB1A1,-0.025443706611772976,,,,
TNFSF12,0.05466174038737101,-0.01839351677637999,0.07716413513807943,0.03248573247904672,0.027031565230959943
DKK2,-0.029857843369043936,-0.01067480009469628,,-0.04037919433982156,-0.0013574398520146344
FYN,-0.02457433165280501,-0.05971947357492116,0.04752589088940337,-0.030111520152424416,0.03394006175801338
ACE,-0.024569343286963898,-0.01618727525116902,-0.03181002854231369,0.01653850448131691,0.009220869551941908
IL18,0.02520277407331014,0.06460305763925898,0.07191434248308252,0.06170149037031618,0.049051045317528616
CCL27,,-0.01099657994372916,-0.0905629161412405,0.12990148907548585,-0.003922312319525323
SERPING1,-0.017232123988529982,-0.06745369633047713,0.0765155897152989,0.03393004729769642,0.02788781312636314
AZGP1,-0.030738590378654264,0.019816756662100584,-0.03223668165939387,0.05728119773615876,0.0715085199276113
INHA,-0.029682777796624985,-0.016942382158010215,-0.028554080494677617,0.05275086032278973,-0.02573156839101109
SEMA3G,0.028860934655990517,0.03422154721794695,0.028031863694291916,0.02814269742244269,-0.04787494544576078
COL6A1,0.03419792284251006,-0.057071043402997894,0.12591806657115265,0.014764924180207082,0.003889593480951804
FGF17,-0.01615272029090845,0.005803742183152339,,,-0.018467127249778687
TNFSF8,0.03215537538466656,,0.014974423165627465,,0.018598191095616848
FGF20,0.012792249587321348,0.03092740469936441,,-0.03972984267810455,-0.018834304483198224
ICAM3,0.03624311708805088,0.0338259532781569,0.03247420528632805,0.02172715503245514,0.07029912680914939
LAMA4,-0.004991539594207392,-0.050384515149837245,0.0014254706732683717,0.03767073125605112,-0.02964620872613687
DLL4,-0.018318363465019707,-0.015398327295080153,-0.010542052565699461,0.06601504668232952,0.012334398488770493
SEMA3A,-0.0464981172803791,-0.0053920791916416,0.08113929680003829,,0.06340119745162641
RLN2,-0.01451670105323222,-0.037035535150211095,0.11141683213382038,,-0.021313136711346416
C5,0.02215258080250415,0.029193750028268448,0.008534661442595327,0.07511005184223163,0.06668482098651687
COMP,,,,,-0.026328685340301302
C1QA,0.008604202512636886,0.04911997818245569,0.17073791178349462,0.06806199899830646,0.06113585833990044
UTS2B,0.014978700854906974,-0.016210664553389192,,,0.014287896106024338
COL9A3,0.006469051317421315,0.05019777684714352,0.09624781034137997,0.004122433662986558,0.017149690687873677
DLK1,,,0.0016937932225638257,,
HGF,0.03049272077540113,-0.014016888138250937,-0.03245516822984299,0.045451383143870726,0.026884961813818435
P4HB,0.00345125910344997,-0.007192522559763546,0.059651925490061715,-0.0047434898783564735,0.011279659560722277
ADCYAP1,-0.03748211752966021,-0.021044335733557466,,0.004842516000346893,0.020491937852848485
GREM1,0.012435913972885479,-0.012486302677714991,-0.011606650701664068,0.02817135249208497,-0.025750690765492208
EGF,0.01977158777151147,-0.019139017741354514,0.06713014306360429,-0.01658043234445537,-0.0057464705062857105
VEGFB,-0.02408498642073944,0.06545120463021839,-0.08166753814920728,0.022403200303270657,0.056003120226490545
FARP2,0.01235722768301085,0.03462786888219631,-0.02548346233851959,0.011554593004178201,0.06950650687809723
BMP3,,-0.03041984314761904,,,
IHH,,-0.025827562996951582,,,
LAMA2,0.00383037763315402,-0.0025413157791985457,-0.10150645330795673,0.06192791518512621,0.023460706568563097
NRG1,0.03389911748590928,-0.01390414903411469,-0.010321307370999,0.05524316731658498,0.03261472325049424
SPINK1,,,,-0.042886956264736625,-0.014912326941390882
EFEMP2,0.004555633414868241,0.04125276860628062,0.01029786237763929,0.05762100982914056,0.005848255144963123
SELPLG,-0.04065185883897585,0.011518299215939389,0.11822201700661175,-0.04242819886554931,0.04101462705275118
HLA-E,0.0010075871883936842,0.064712213934118,0.13066240191052592,0.052148192006663645,0.023366360501374403
PTN,-0.018382418639560024,0.022192591967257907,0.042393331659639995,-0.04207363567966665,0.004014689713455348
CD274,-0.007474849020318672,-0.014811077663393271,-0.016794918679541963,0.017762389469978546,0.013266563014348054
FGF10,,-0.013950405289085994,0.03955178641577635,,
CD14,-0.06728042310492958,0.044592506120672136,0.2073516161050941,0.03202174013185835,0.05200907007139694
SFTPD,-0.009251190223532739,-0.033779327675279,0.021740305842196356,-0.017625415999612423,-0.025066390513368637
SLIT1,-0.014449712559816742,0.009318104885254872,-0.0972363725015012,0.03300277539867981,-0.036286426934509994
CNTF,,0.0332719779190069,,,
BST1,0.0510507250013202,-0.023453541943811013,0.043851743542036914,0.05890332842207793,0.03762731604780225
AGTRAP,-0.0012914430299946593,-0.03514195875526461,0.16035847802873937,0.06597706213338977,0.03816442025212942
LAMC1,-0.027334500477834273,-0.007424603612966881,-0.019828125255085875,0.045458354093536095,-0.004209008668299872
COL6A3,-0.02119205386103757,0.019592781421646246,0.09445602335874585,0.07199439064802761,0.009563543265787922
FN1,-0.007893965178488572,-0.060572300861568916,0.07059771860863034,0.08694889024358442,-0.05576139937104303
MIF,0.017999745640718663,0.05675883701025998,-0.01768575688472775,0.03365658727363442,0.016147246803655944
JAG1,0.034234057157609216,0.041468906618636996,-0.11970685320298945,0.01743422969912231,-0.0490411524448094
NID2,0.037635957219407754,-0.018743241333086448,-0.0014996188429697683,0.12115232375812263,0.02487655498094043
EFNB1,0.08665664685876429,0.02931845065696448,0.02807484825620596,0.06162326576723087,0.01810799860651288
COL4A2,-0.03217177769688958,0.044970703319447816,0.016462280731012007,0.08835459172433657,-0.039606643991443695
SPP1,-0.10251618289371832,0.0988357450898949,0.14992198884506794,0.07264407099808783,-0.029480803387754145
PODXL2,-0.04811167637910847,-0.026545924121509613,0.010665322235326642,0.012165603568378019,0.015630580013408876
IFNE,,-0.013950404200626132,,,
FGF9,-0.028600289960783308,-0.02593635491912063,,,0.06641750648170532
ITIH2,,0.02252547936665052,,-0.03837750322972096,0.0695594101315999
ADAM10,-0.007942398294087724,0.0042429995714121,0.02430282075429073,0.04594344584635851,-0.03192354752632243
CFH,-0.006713758028755502,-0.015251635873849206,0.050161339613423804,0.07283103930032242,0.04169276542177097
COL4A5,0.07311445881295422,0.01624404074015613,0.08846964831435151,-0.001189661200763173,0.04582099393335301
LTBP3,0.04627655790028709,-0.05351540965726518,0.005181095902198411,-0.014165750985891531,-0.00309537340315122
GNB3,-0.0020049108961264755,-0.018465607050412076,0.02347057332618829,0.030409695905128074,0.06916580544521632
COL6A2,0.01958215402328131,-0.028625199078564253,-0.03693313460309116,0.04412214350857932,-0.007604182757067485
GDF9,0.027288194368052122,0.05526149343948176,0.04156072093632364,0.05363112447541505,-0.005123454267413174
NCAM1,-0.04803990132868773,-0.017233635366491973,-0.03421949809674397,-0.06817203727409078,-0.026903887348520245
APOC2,-0.01527253106378931,0.08909043697750242,0.06092480945432758,0.06008051074198744,-0.045189170274729115
BST2,0.009151537191955989,0.03728279252223044,0.17975225216210944,0.11099785060128732,0.07770856436563425
COL5A1,-0.048995005015806004,-0.023053458425904245,0.03807572935440285,-0.011477257795068503,0.028880727916209298
CALM3,-0.019978764639563905,-0.013007120957253829,0.1506383714643098,0.0332673360967777,-0.0447723740780179
THBS2,-0.008115319426263918,0.016495855706544504,0.023002909749923122,-0.0339539634582597,0.001462590681714159
SERPINE2,-0.049479476409823746,0.03429054369395116,-0.050937217053329494,-0.023384595864093638,0.004497388228221759
EFNB2,0.042619473410367426,0.008870693871953146,-0.05154411094454005,0.051032659394176796,0.04023027203531812
PROK1,-0.021571221171897123,,,,
LACRT,,-0.017667990112385467,,,
MMP9,0.02981220265638468,,0.056054725236451844,0.05313239095433213,-0.018463539752053993
NPPA,-0.020660188037423824,-0.03219305774535029,0.07471280547691339,-0.03859742722225229,-0.023093824037644164
APOB,-0.025443709155763945,-0.013036694080877567,,0.01651940093930681,0.006714230780446171
C4B,-0.029219959857724232,,-0.011328716506292198,,-0.019384131851483414
NTNG2,0.02332150330896152,-0.03443506596831228,0.08819659069448152,0.03903220204663438,0.03441795927325303
LAMA1,-0.015400982496250295,0.02500206967560801,,0.05005163816232487,0.05631284245849733
UCN,0.023858761437289246,0.012049510074916083,0.04676246695047488,0.03769495708258593,0.03453033931701236
ARTN,,,,-0.05182572911326698,0.07341643094266871
PDGFD,-0.045553928952079215,-0.019421248677189182,0.16016146889965646,0.034074426470444695,0.0313658865961193
EDN1,0.01574338841025992,-0.03890629361775899,-0.030636178441787103,0.05098463071227485,0.013695551138189365
ARPC5,-0.015100941590881512,0.03479501432986317,-0.07105770909163019,0.07234073412221932,0.06351514094347552
GSTO1,0.045785545642198666,0.017061486759728902,0.04673183666643617,0.011577595475254172,-0.04859467414543048
PROK2,,0.03249762147299148,,,-0.015960776824443353
SYK,-0.011692471922821012,0.04795533980610489,0.028765519404613544,0.031244515848902095,0.04675809176578921
CD40LG,,,,,-0.018930817220875418
ST6GAL1,0.0008182873951596292,0.0043567430274363324,0.04558452383435195,0.027573442592684308,0.006748063743784222
WNT3,-0.04648953020872266,-0.02774040432619209,-0.025100521626900164,-0.02382717966693632,0.1423736003543809
HSP90B1,0.010239842715693502,-0.016010720227615783,0.03130153046297802,-0.0001382841117990065,-0.00268263789450573
ZP3,-0.05530932704510766,-0.013036695241092284,0.07687828376999994,-0.05265118110177379,-0.0018261704550093917
ANGPT4,0.08574874771903271,,,,
NRG2,0.0010077840844487655,0.12348235315414814,0.009854496565100566,-0.032445076800310044,0.07341746288457823
MELTF,-0.03371929319682109,-0.03048446408814736,0.053474134737047874,0.04883002891910151,0.02056933297806806
NLGN1,-0.04329299263815388,0.028534403943121782,-0.04496394650722669,0.011962755120017115,0.006804249368507266
SLIT3,0.027805205206977154,0.03017845465589809,0.007298153871709568,0.08288978658338465,0.02734872169445551
CCL8,-0.02313844460036338,0.01197266937192177,0.18808075531679205,0.006323094779423547,0.006869100208697207
S100A4,-0.041316382076284824,-0.03974936228959792,0.05793582894133903,0.026281296485588433,-0.0015210834766698769
TNFSF13B,-0.05034390683703174,0.007132616840364978,0.007419808496664966,0.04275905219785057,0.01831013109650927
HSPG2,0.03560226215627621,0.04499604004286067,-0.001463707262543332,0.09372773458457707,-0.0024446721847340147
FAM3C,0.015019533656214787,-0.05372298593790216,0.041780732714096935,0.03481363197532546,0.027325919677192945
FLT3LG,-0.03649309006197392,-0.009650447967961391,-0.029420226809853567,0.05420826050709645,0.024485253389364237
A2M,0.016863846855486846,0.04820026785239457,0.12488961926302955,0.05547738095569622,0.019586979953810413
VCL,-0.03632309259840566,0.06687494795380361,-0.065408237361483,-0.0648101492273868,-0.008149834789645732
FGF2,-0.03227349423324303,-0.0009029892474082404,-0.08216345897683655,0.08464940253627844,0.016858217474023
AGRP,,,0.08750912258767862,-0.007858614764167946,
CNTN3,0.12858104789648678,-0.014450722637332459,,,
RNASE2,-0.04036243918093002,-0.03250232141731847,0.04729317884387217,0.028065602683150333,0.06232731869274775
ADM2,-0.04345265386367482,,,,0.0536417052381379
GAL,0.022929153062529326,-0.021390385680692833,-0.04253169537237264,-0.02917416019616536,0.005260074195461892
CXCL6,,0.0036540506906790966,,,0.06163721336846063
PDGFC,0.06703866922249135,-0.04218352375880346,0.04421953174313045,0.019772305286316464,0.04533778356403363
COL8A2,0.02584317752056872,-0.01887135623363062,-0.03519637497856183,0.06539703862742895,0.08463424444896547
SPON2,-0.03033169438101294,0.01304115515154262,0.06589814149327897,0.055367289812036063,0.02594987462265949
SEMA3D,-0.021313031529036235,0.0052440017473224425,,-0.0038059694003761664,
BMP6,0.0010360813420666477,0.05027970083257773,,,0.011797436324663894
TIMP2,0.039244452511735486,-0.02704666713856121,0.02104577997628924,-0.014402595264187657,0.09362337126446425
EFNA1,0.0304375197705916,0.07019793455666541,0.09905815693924565,0.012032593549970255,0.033826863337108826
S100A12,,,,,0.02341021809060238
TFPI,0.03247484026096877,-0.00016872976980386215,0.05005964491352873,0.0365753638094396,0.009425415395224809
GPC3,0.0022255166852565493,-0.015540324075807285,,-0.02381103134635017,0.04082018874633171
NMU,,-0.015513301144074669,-0.042503764547509974,-0.0058103404798545205,-0.047685398367346095
SCGB3A2,,,,,-0.028303229579284845
LAMB3,-0.032851392770460175,-0.034671418255120066,0.14148800900225,0.047749336513377406,0.00843153398209971
LGALS9,0.00017330517367048306,0.04813984906007356,0.1305461323944283,0.020619828028028888,0.044030462394620426
VIM,0.011922812204872717,-0.039687391117995054,-0.0781789848229836,0.04127321333638813,0.05056678847751062
PLAU,-0.04827871172524379,-0.019814078950680953,0.11660515830413457,0.04544415436279705,-0.005325058276754898
TGFB3,-0.029121998710229323,0.008236516857075422,0.009631588649406457,0.06724087187677605,-0.04246041837362865
APLN,0.04555481144326845,0.036046433581920063,-0.02520218341709364,-0.02384154049924394,-0.052374691164739674
SHANK2,0.01693638555787611,-0.00391530437464761,-0.06835428226482268,,-0.02798253481531968
LTF,,0.038682727837820514,0.05200453707301954,0.0749597324579311,-0.02006936657203766
PYY,,,,,0.04351901355682774
PENK,-0.03266419069290072,-0.03793201477337135,,,-0.021313139094764254
CTF1,-0.028889038346314625,-0.031474360257730406,-0.07405002381357051,0.05226270976716749,0.006923698697724162
COL3A1,0.030153811402063885,-0.03565045246679973,0.05525410771893601,0.014843279323469034,-0.010679449619416363
S100A10,-0.02718601407335867,0.046552966454898405,0.02183762178154799,0.04183923693255449,-0.03407887807057141
FGF13,0.02569183663093445,-0.03335464319218478,,,0.013078242463458066
SEMA4A,-0.012713395719932278,-0.021890169948395787,0.047756698065238495,0.05165561591467658,0.009763889735774727
EFNA4,-0.028012902164880515,-0.006729054113199694,0.018672567878740876,-0.023780527992169842,0.05214182701995751
HSPA8,0.030996051652571775,-0.044679922540785635,0.15560129660161223,0.030913974641477972,-0.026918023675081403
NPB,0.025221616105348867,0.06239675858582147,0.026183639333230268,-0.053107766954105365,0.08731498656894747
ULBP1,0.08649676700888934,,-0.013947819836726764,,0.09775762983420326
SEMA3E,-0.004913469781403008,0.0802055581684805,-0.045794942991592986,0.0217574696372341,-0.03743522489628826
ADAM9,0.02224841262188831,0.025820015689647407,-0.073092831073028,0.003152795525110822,0.03053887613600462
ASIP,,-0.011614416782766803,-0.01523620631144999,0.02683468532239122,0.014452970776434286
IBSP,,,0.08633143834292714,0.07990498076969445,-0.045760558842857464
FAT4,0.03434875697783679,0.010501436980954258,-0.07440693574014601,-0.011627643554846745,0.08754785978969536
MDK,0.0494233780354389,0.023125908007664266,0.050500909843690496,0.052176688835348116,0.052081888472144164
BMP5,,,,,-0.01988012078195624
CAMP,0.029827491714109283,,,,0.10277460115776296
HSPA1A,0.02871629479993139,0.07353264113669526,-0.011785925068925453,-0.04400270739479487,0.04857769135754221
SEMA3F,0.0888038876015659,0.07947624964792656,-0.05013041815237052,0.10525841806729326,0.0454365428912972
ARF6,-0.04338933610442853,-0.033434621636333185,-0.11914356253264653,0.039094885982595765,0.012132776510685684
IL6,0.1022011441796692,,0.204602576014401,,0.06372093501897481
CALM1,-0.0719281283005481,0.0834794602828507,-0.22396897757651305,0.05172102992388553,0.010137515033515907
VIP,-0.03866620319244567,-0.039252677699769145,,,-0.02457834631209514
NMB,-0.02782212794511517,0.05648215277465766,-0.09680699784820856,-0.00037300947681536133,-0.028440963543045414
CCL26,-0.026168827688404457,,0.09307330417226686,0.0005507347194334963,-0.04270697024565795
FBLN1,-0.031291240199697486,0.0010964682762910967,0.037201519814260224,-0.014296253237480107,0.014623393699463883
SAA1,,-0.013435458813887762,0.05494567863140783,0.033386848520232756,-0.00846536412338198
MICB,0.0563683351871294,0.03144167864468915,0.08786676677013293,-0.042510200235101714,0.02876657223993483
MMP13,,,,0.04232809185119502,0.03717253714152048
F13A1,-0.026945601873416596,-0.04705803310757475,0.12287148321992705,0.09947805090438765,0.036647056590414326
CXCL11,-0.02365425203090521,0.01610847149276512,0.0925046060921132,,0.012269899977635333
COL5A2,-0.019181384032257668,-0.021893896888666855,0.0038903999417588273,0.12067146396632517,0.006086840700994491
EFNA5,-0.04212286229202237,0.011395534043203506,-0.10029759615744754,0.04457455896106994,0.03900622196937166
AREG,-0.018548815571888935,,,,0.036143540294616236
EDIL3,-0.027256051780968488,0.06967047965081177,0.01955466812127836,-0.023805727606629423,0.047860376936961976
CD86,-0.01746347956510948,0.0682226624584409,0.06843201138123853,0.030537952282242906,0.09374017318807099
AHSG,,,0.023177428248598936,,
WNT9B,,0.04914379297101567,,,
HRAS,-0.0009360267741699053,-0.044093047769559066,0.09306670021751194,-0.06998111536573486,0.036041676327660734
C1QTNF5,,,0.11007994033315331,-0.0291314455703953,0.018896079820072586
RLN1,,0.012466907884464347,-0.004735203911740813,,-0.01674993236056594
COL4A1,0.03377046298884937,-0.0030238631550538702,-0.015371480069193994,0.10945708090338331,-0.041940023481381795
CCL3,-0.02502121653021232,0.035378666404860586,0.12056907675193079,0.01640965429471523,0.04771385476883776
BGN,-0.009941767779263862,-0.00936281898327085,0.09153407090249689,0.05746204650265537,-0.0012137512274950257
RETN,-0.024698254802924736,0.0116984254200411,0.1774061581605147,,-0.0011814547184949094
S100A9,-0.013578086544973894,0.04315615716474305,0.040286767561615984,0.07655044509602625,-0.016208124908303007
HCRT,-0.0345976238890849,-0.0212179714564734,0.12628504487194042,0.08083810709500817,-0.017596717464390736
FADD,0.05275522309092998,0.02911458733950735,-0.13197430186982131,0.05619861355742173,0.012365005905701658
ACTR2,0.004574455976055818,0.055281434067460035,0.053968309407181975,0.011002418659349155,-0.026292485967451144
BMP2,0.007660518448410124,-0.04285692045187941,0.09699689474804363,0.0002501085013309619,0.06936868176919575
PDYN,-0.08285047737797287,-0.03009520043071771,,,
CD55,0.02211110460732577,0.04301228140666853,-0.02352999246854666,0.009559844946417113,0.07381644285210967
OSTN,,-0.01979201218930761,,,
CD6,-0.031871110325524366,0.0011331901825359183,-0.02925652425373074,-0.027494130111836282,0.05787042281059971
IL16,0.049679857105502816,-0.036527205256450056,0.06283999790030435,0.05176129320832672,0.09070120192778452
LAMA5,-0.009024824033933532,-0.022240179251237772,0.024678374274796726,0.05972258952575028,0.04346920752950163
RGMB,0.033424781373129,0.005339424156852596,-0.02721814389292474,-0.03279564979979205,0.029384253304387403
INSL5,,-0.020515802967271148,,-0.0009734567812901,-0.02924724917188684
IL12A,0.07002408236543016,-0.015398328801901711,0.02117329893368934,,0.02686879309292902
S100A8,0.04287376835770844,-0.020693282903698897,0.12614484317774435,0.1249037533288103,0.017902272067520795
TAC3,-0.029567237593923625,-0.05325202105374221,,,-0.03485661852201797
TAC4,,,,0.12941096983557007,
MFAP5,-0.02756446879592109,-0.021948055080617104,,0.013806243760642717,0.007423520752488117
CXCL16,0.021852826066008756,0.05850134273088558,-0.027415449074830046,0.058687917311129635,0.06931111919083591
AGRN,-0.06150847866617551,-0.02759162487381731,-0.012271661501839094,0.04609993582064873,-0.012006045019311106
COL4A6,0.00259825588139721,0.0006482785232104963,-0.0013959777984895194,0.07104798564369745,0.07039229876076045
FST,0.021828011930448542,0.014795783182912097,-0.016007610533547,-0.0035260006276139795,0.06128442966136155
MEGF10,-0.01574296963467952,0.019210303405185855,-0.0538328747820169,-0.05048763975687485,0.010438273382549637
C1QB,0.024064094695533216,0.08771486387649528,0.1747119167286152,0.0935147365066599,0.07033105453739101
HLA-B,-0.029953448615318436,0.03683515248892842,0.2020345807302867,0.13292418989418578,0.04458043362445955
PDGFA,-0.05453675838561734,-0.03639894722299015,-0.11298200140019905,0.09382583410067223,-0.03728622272742612
LAMA3,-0.01618455916222814,-0.025150617276369993,,-0.06184825508712159,-0.01822736413500698
DKK1,,-0.016076757000778468,-0.10477582683686414,0.005434156939209791,0.034258244831098114
INHBA,-0.024698251213255192,0.0205519349397215,-0.029910061485422013,0.018751848773430824,0.05406386516867371
LEP,,,,,-0.017005255908449982
IL7,-0.021048680285306983,-0.0116896466318066,,0.06306212045350958,0.04689482031402087
FABP5,-0.01803594979317535,-0.02126975955708237,0.14384610168621015,0.06427603389487425,0.06739706653214154
CCL4,-0.009143328275207377,0.07204198035663976,0.09883345579888131,0.11176725131022233,0.025506415770801937
FBN1,-0.0033324022196107627,-0.01962337362693002,0.03885119746063455,-0.0003046754518420555,0.051509445287377414
TCTN1,-0.019831247751800618,-0.03330508009271254,0.0686047786721729,0.06697983233667347,0.01514789839506342
BMP7,-0.07381253086290986,-0.02975589285817537,-0.0956575569760585,-0.0025488276746986507,0.004822637841173917
NLGN2,0.06616741242668485,-0.017518986865458677,0.06197851468604037,0.02700971739810664,0.0025734223677551654
CCL25,,,-0.03433887070580164,,-0.011000682914363178
NPNT,0.035299010523444536,0.029667762668358605,0.12311801473641262,0.028527104777566564,-0.028262134432038264
KITLG,-0.0008073548063007126,0.008219370894614657,-0.04780265698398698,0.0035190073025014807,0.05264874250536292
MADCAM1,0.06553523645261494,0.05562751457151927,0.05976938234876946,-0.001682824941429412,0.018892584625797404
F12,0.04559168963322258,-0.005334746698686718,0.04763596650117179,0.011496177194882055,0.055088617783260144
S100B,-0.01695765562097577,0.1380115360773835,0.06499281318675806,-0.035688173526258374,-0.0006517188887096929
IL27,,,0.1879034462047167,,0.01128705141774399
CD99,0.006652595803047164,0.042317022563540245,0.19837511100462218,0.013799352084752045,0.019217329079030575
PDGFB,0.001782206181581968,-0.0018702672608368863,-0.012722911208590301,0.07459189633633545,0.005118918753195538
CLEC2D,0.0035187580974267744,0.07184777019344898,-0.011830219788868758,-0.02874620738762811,0.018140893141082384
F8,0.00978377816441991,-0.007852091403685655,0.03394340627539254,-0.04469363203008461,0.0430233764664298
C3,-0.0043316169660053945,0.030267629738822605,0.04743519546277127,0.040150865837918194,0.07592217303984465
DLK2,-0.027902999981074345,-0.02272913477682461,0.03165936792521361,-0.04918712093463869,0.003581227328882477
TSLP,0.00027107559873345595,-0.009304769547724688,-0.07308188473499337,,0.016012500817432544
OSM,-0.003872788534682855,,0.11581869982239477,-0.01794391577245892,0.07942595931496989
PRND,,,,0.030516840442513394,-0.022120665499573852
SLPI,0.005049132001710099,0.008889866699815811,0.03848868037472993,-0.01741813047824357,0.04450099809488063
AFDN,-0.030725324178000276,0.04791847110024347,0.021917920662422794,0.030512633928606096,0.05739108365347862
KISS1,-0.052506549888833576,,-0.05449401129845395,,
ULBP2,-0.006622847096078359,0.07010932326158016,-0.049521188435904875,0.0012656384696077816,0.049711151527842584
ICAM4,-0.027272997446319048,,,,-0.020262422488746358
TDGF1,,-0.016406268238123134,,,
ANGPTL1,0.0014049709531414399,0.019042230646573906,,0.033911077107990566,0.011986972995062689
LTBP1,-0.020656965179853846,-0.023407863622170046,0.053888496608628246,0.004325394387794967,-0.0157414702667495
CD160,-0.028896033750487247,,,,
NTN4,-0.02121985131883351,-0.023729399212625218,0.08021500783304562,-0.015915465522150653,-0.025056538369389977
APP,0.0076469648542266296,0.012354451284207821,0.01640990968206561,-0.08065923753062372,0.011121742324547434
RIMS2,-0.02533001596206013,-0.017793175988437878,-0.029321457366390517,0.016169915981321243,0.019558031833376614
WNT7A,-0.018211954508055423,0.047670563443886,0.019780501053052832,-0.006307918823303569,0.01880756184145244
GAST,,,,,0.05087849277832307
GPI,-0.012687976047256954,-0.08675358254494896,0.030734651981490647,0.07461543155397307,-0.006227779601946197
IL1B,0.009692737130992658,-0.025597353804212193,0.06748622475195709,-0.03683641797595779,0.01086164671636333
HAS2,-0.0015590365666704408,0.010664712299370986,0.043124491257870406,-0.017333537882734475,0.02318752268305347
IL11,,,0.05121280526593212,,0.015297877574273814
SEMA4B,0.023794063416937482,-0.0281386362504423,0.02315122513141619,0.03862382416109228,0.07676488728295228
FGF12,-0.05573967479369128,0.02751986142587259,-0.005272365444772649,-0.009080213413551764,0.05888466551428045
CP,0.013635327839032648,-0.0077882846064790765,0.06836156978286446,0.05335276485953681,0.04384762336297432
NLGN3,-0.02563197540726378,0.015176552756494712,0.017643568114786092,0.0729445751412777,0.022823709907572286
GZMB,0.027862404934231397,-0.013950404880913515,,,0.046401320803351485
PROC,0.030528196155134423,-0.01099657943193408,0.14750316214562503,0.018959297149100555,-0.033491909433099945
TNFSF11,,,,,0.07852691465021869
AGT,0.018108826327233936,-0.06867015564538016,0.11429434308739367,-0.05838146558503736,0.0188766646433836
PTHLH,-0.029607737923444438,-0.053345754614429544,0.033599192313806855,-0.0037777220376995803,-0.0021319315033114733
COL1A1,-0.04191902424531317,-0.011204905875415753,0.04628677957398173,0.06785646869976684,0.003544995226131271
LAMB2,0.035847990798797365,-0.07249434974965215,0.029335381398417893,0.027370619734454257,-0.05226864470402621
DSC2,0.017242462048863153,-0.007049443141609966,-0.03080081724012335,0.10968708248118213,-0.023995659373566503
WNT5B,-0.014020990320346632,0.02291560796675384,0.03924650381620118,-0.018744036282904282,0.019251979739419424
LEFTY1,-0.030172035307161234,-0.019699898980464082,0.07540681061641986,0.031962282147845314,0.013983666990449733
CXCL5,0.031140265526591212,-0.0011580785502141137,0.11969009685557197,,0.05915634701683988
S100A1,-0.057084648188517675,0.048009477759196784,-0.11379067818199802,0.027918057398680186,0.03131880093467731
C4BPA,,,,,0.030662416176932984
NPTX1,0.02313120351464026,-0.025459010634985752,-0.011953063407123843,0.0779084228896303,
TGS1,0.014247634742530614,-0.011918786564847343,-0.03175206777790693,-0.0015335064516384428,0.05204156017551237
SST,-0.055228600813757474,0.010528637085625932,,,
