,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
ADA,0.04941312965544461,0.03302412779377561,-0.020479614597371885,0.1020817433222821,-0.026044193468391524,0.01476205553776847,0.04588556478091676,0.0071218922220809226,-0.0318509549792026,-0.020567092638218015,-0.06415851866822594,0.1343125445054477,0.039791582713821556,-0.002513279305015811,0.10830983606587379,0.008897340696482273,-0.006933586958741714,0.01831149963950516,-0.028182779837548654,0.047795707531606745,0.021424372461906885,0.15546319654287014
LAMC3,-0.005058396901287779,-0.01197001768043814,0.05472075280273938,0.09495905226783642,0.06701609297565314,0.001071768822433387,0.005363378209047414,0.03818700114301623,-0.02807396915201065,-0.05354017222312076,-0.050147870799300685,0.054492636821663325,-0.004749433105612495,0.15548518483317214,-0.0433903573600986,0.01692386666682696,0.014657393112799838,-0.005039914879683049,-0.024513423254920234,0.04261554706738528,0.11768322174252485,-0.05191643778517709
CCL7,,,0.04499356898874275,,-0.01874946017034661,-0.03807768708920539,,,,,,,,,,0.064901760390678,,,,0.08812178753408036,0.006803828327327991,
NGF,,0.014142845327380128,-0.029026658562816054,,0.05296757571941139,-0.03176707177905159,0.014992664851203779,,,,0.10857522966166493,0.09658368456295129,,,-0.007175142212743732,-0.0027631076176751214,-0.02341037581879303,,0.03560524136546837,-0.02699630874671089,0.0270778495223193,
TNFSF15,,-0.0017859377403018804,,,-0.020878440924030954,0.02278953233038939,0.11552370564717367,,,,,0.02633406518571099,,0.03558984756631398,-0.03249239189662812,0.026140547714447838,,,-0.020901603593441946,0.10492210931558911,0.04105187673326177,
HMGB1,0.08194461362962814,0.012911144841970888,0.021420816286743034,0.07924610368574422,0.004254089470219993,0.04680856088750759,0.08653856392595327,0.006917067013055938,-0.005831715627949026,0.041354605300977475,-0.07342632280757436,0.09847888427675984,-0.0043337451706754815,-0.08732408881407247,-0.029519098904317104,0.05283262804690442,-0.046752791814024086,-0.06383310448075623,0.042532687605933844,-0.03190456147133363,-0.07990528112991163,0.008170036393760785
ITGB3BP,0.03900176525457398,-0.04394993860480761,-0.012723123466429736,0.014712306846423905,-0.00026235461137724605,-0.012370652445783217,0.01463305303319943,-0.024770620571351043,-0.03507556192639774,-0.047491235788016506,-0.002250813172232294,0.040150487599169116,0.03785867492933811,0.02432722134696909,0.07138959899806022,0.0002453588496291785,-0.005985536585947346,0.008842654440391466,0.027712903495869266,0.06146583024923811,-0.011486020103930515,0.09340421847303335
AANAT,,-0.013986511396940836,-0.005765665662773087,,0.011078120377010123,-0.025403209945915363,,0.029968035285448592,0.011087708296870823,0.024640236341570892,-0.01571330878559209,,0.03467303430342463,,,0.07798840538161045,0.019129417909154164,-0.030427062957043262,,0.0059912394713420745,-0.028255478261257776,
RELN,0.14643641166719676,0.013118670682616625,-0.010547638520504932,-0.004864783514925674,0.004198918105960593,0.010756859241309822,0.0465242680464722,0.015917546489667863,-0.03176379411566404,0.007626871225727624,0.0008763707142546549,,0.14666843049558997,,0.07065883333917145,,,-0.03805091838149318,0.004624271971592416,,-0.002820943167796443,-0.04797059532582042
IL15,-0.006244839250662237,-0.0258887827491065,-0.02640909457840764,,-0.02353637832081005,0.018990412695974335,-0.027081072664162195,0.1682675743945398,-0.028895277665247764,-0.03137547732426325,-0.03220007951636615,0.07268229426523137,-0.026007236427694855,-0.024763057063737822,0.04471744180996538,0.017426139731092936,0.06547457417852477,-0.03789138286781291,0.09237640057217857,0.06765571373525438,0.040009821260504175,
UTS2,,,,,,,,-0.01699177011774832,,,,,,-0.008115286755709638,,-0.007016348476747418,,,,,,
BSG,-0.0380974856243794,0.018382078991839346,0.011099516075560222,0.030105027405878695,0.00012457090556900158,-0.019072027678653,0.06614193701666501,0.011585084672249448,0.0012929087276054645,-0.015031562481940855,0.10510126499392834,0.005055589983769379,-0.003186012797798814,0.006961161939981602,0.050631867736579836,0.06329698744014088,0.06735083115319951,0.03609314465306632,0.061783850205370375,0.001622673610294481,0.0022022892658401408,0.06283931400857905
ADAMTS3,-0.013615347371739065,0.015497304094958383,-0.01973868707060888,,0.024027565826399505,-0.008136805954145607,-0.007256867995591193,0.05206529642384531,-0.009622437730803122,-0.04099962739829735,0.05995981329874828,-0.010636578275597344,0.007309582378220298,0.0451824913465363,,0.07193704837630781,0.0558473399348326,-0.0359892198940477,-0.01827271808713211,0.06631704854557624,0.031229095052907073,
CD34,0.010646050813724555,0.09230987233136032,0.009846775808465184,0.09845141633053923,0.030216188833979415,-0.024409240398542992,0.02498640144924688,0.12623892690516766,0.07308091750840194,-0.0273121058406621,0.024790124681777905,0.13100383957775225,0.03552879403847299,0.12963413809121366,0.04924567899366319,0.05207688480922413,0.07880774381230489,0.006821238057855601,-0.0036390758209936436,0.00680037979388907,0.04437630424789541,0.038205046415815666
CCL23,,,,,,,,-0.018783272961857004,,,,,,0.09825867474750243,,,,,,,,
PLAT,0.018060308320787605,0.09700002650824392,0.028382954353517655,0.09771531671001016,0.035873712520397165,0.03993947331860148,0.04124539538121647,0.044601414494652374,0.0012398553453327292,-0.022452683911024313,0.06886902289378911,0.01570735850968523,0.08239751359201195,0.1137590573105774,-0.09699657813941552,0.04721010866910849,0.06694829171992586,0.027202370454288628,0.04278281633945839,0.036445832208466915,0.024601370873743582,-0.025383062704411274
NTF3,,,,,,,,,,0.0017194782259631512,,-0.02976139566026272,,,,-0.011287935265534234,0.02428083903382526,,0.050751604825991184,,,
LTA,,,,,-0.024030687782455366,,,,-0.023680385599104188,,,,0.025056588338613427,,,,,,,0.014942828799973796,,
CKLF,0.022364756425405388,0.049840106874411816,-0.03851224042850583,0.030264520669153992,0.012150293047244652,0.027866672785850827,0.020836629125730855,-0.002282350327361944,0.04076091798756736,0.03122295513466242,-0.035293330099934746,0.09365950851005038,0.007491996050862292,0.0857301109471745,-0.048484190559913716,0.030318512239913574,0.03531758827928359,-0.022438954125113927,0.001836555080798346,0.0636977465859946,-0.0414977772083601,-0.0029773285657778968
APELA,,,,,,,,,,,,-0.03932095205772942,,,,,,,,,,
CD24,0.06293728912506294,-0.10773875885668563,0.06062485075810147,-0.0003201218949013003,0.0903992215262529,0.03377355745335063,0.029026454261604384,-0.010519534146052329,-0.00688023768445832,-0.007903525210386066,-0.04210431098021666,0.07484643565449532,-0.0007870220083888886,-0.02624614824064399,-0.11901996821354395,0.04327031708899419,0.009724074405325057,-0.02695382083160489,-0.03480615238434776,0.0022224981202491174,0.11023093739837475,0.04336783554037948
HSP90AA1,-0.03425179136655128,0.03931251791191527,-0.024915537513010896,-0.06696162088999015,-0.008654660438553062,0.03788684721552131,-0.007291823449983218,-0.03131692109811358,0.04709558497531456,-0.06847660721988444,0.13129867998250358,-0.07646552465919071,-0.0058802361282047555,-0.016955556036588,-0.04641838151514734,-0.12639126802731274,-0.13549667920503417,-0.021876888840705863,-0.002033979176855577,-0.09638139384823062,-0.0013695091051946025,0.034038886391319675
BMP4,0.11180487306682499,-0.008027744974875645,0.00212690454748197,0.028463119448180495,0.039994584876177706,-0.007738393111505713,0.14029626915131244,0.07056403860230553,-0.02020876177511505,-0.016582266591973108,0.018640122693751662,-0.02056029834887699,-0.007248066933288821,0.11422932955325292,0.017455970927108138,0.09363591059362367,-0.040781256389005247,0.08633555634270311,-0.005521288279612722,0.07567920153720294,-0.04682661013750099,
SCGB3A1,,,-0.02425019038315299,0.07681759809141406,,-0.03025208702941871,-0.03456946822014685,,,-0.012313395372674793,-0.0276598208006733,0.1116325883853278,0.07824001730961662,-0.047087525614000786,0.12970830005973596,0.08055316212593121,0.009884738088776197,,-0.03474929034728081,0.03057478173809216,0.1481695705883304,
IGFBP4,0.06534116464533533,0.0880026943398107,0.033002630664543245,0.06268180856562579,0.01794362707224603,-0.012475214087347782,0.008379520973175483,0.07368697379069815,-0.0465322668725088,-0.0076998100224007415,-0.07161866004278712,0.11824684533869438,0.0012603919381645847,0.1090909099338334,0.021764730340211376,0.08433097480650073,-0.03772055650979083,0.0010803241061722072,0.059142782852462696,0.017507963517608992,0.08738044772584584,-0.05871063873514213
RSPO4,,0.08491921877892195,,,-0.02063482277592007,0.05172239632760754,,,-0.02754173007693905,-0.012313393571562171,,,-0.007040804246226173,,-0.05453148322885844,,,,-0.02923211750676362,-0.0012675727136421421,0.0648542388035382,
LEFTY2,0.025970349933588436,0.10864143840115145,-0.0022924704382634655,0.022812345701975698,0.004233300280331826,0.02943481912272158,0.05071902784229434,0.024853487565532184,0.020797939875873337,-0.013501786647330148,-0.016713671031450196,-0.032747019567240444,0.04263102343123896,-0.06989123335322305,,0.08192160043183323,0.07778605337866987,0.05721544427633377,0.06450184685147567,0.0653989564226857,0.005037545340666315,
PF4,,,0.026124524629546897,,0.01987531730750305,,,,,,,,,,,,-0.021749581175930482,,,0.07909164505520921,0.026751402268907338,
ANGPTL2,0.019862145619884235,0.02996495078679335,0.02675160330465473,0.04454880573722355,0.020968035154742694,0.07644126611765965,0.02801668302232009,0.009164305029630965,0.05010545559819381,-0.006128949954571637,-0.08000389986056333,-0.04039307040045249,0.034521776801737646,0.045923290172856346,-0.04655439792735857,0.07449487937776068,0.09018867439362616,0.0585539245766632,-0.013078236016656973,0.07547428918418428,0.0167602240066934,-0.04126411324963702
LRIG2,-0.02145075747728366,0.009052003948357545,-0.011060884429835653,0.04141363695591318,-0.022640820099641305,0.047322869577710494,0.04622625196969842,0.08352065355690227,0.01239909690454943,-0.06815574939321413,0.08993540504849674,0.035172866388812646,0.03123700134466691,0.0064433119286069936,-0.0426082905450929,0.05593534611813975,0.07684136967515477,0.048844105973071233,0.010854559609774567,0.0552386880715578,0.05865420395668633,0.012104674691637863
ICOSLG,-0.0019844298517955592,0.07498697271301841,0.04036441626161298,-0.0001663691307629882,0.02937979098911999,0.028819370878785583,0.008855858096707763,0.02832473814066888,-0.004940453049643585,0.07520940549508501,-0.056130386019887506,0.05567000352560437,-4.2670837911899224e-05,-0.03154914419171307,0.012587790410733551,0.03932293320932624,0.0935087359287201,-0.05720656802713429,0.004856257101237456,0.021856140445136212,0.0574771567464094,-0.0003086938013542781
WIF1,,0.061258522072840306,-0.017367198700013263,-0.009733264198510635,,0.05343546781021092,-0.027042407358638627,0.0017752829135578184,0.005768628695068932,-0.02317125727187377,0.05046531490919839,,-0.011696924943719447,,,,,,-0.027174084701157147,,-0.03080732679040525,0.1408922400899129
NPPC,-0.012202637406365001,0.12181492814593411,0.0397643682267257,-0.053033452223069974,-0.013885936713120857,0.020327440777239685,0.008892965728520098,-0.007496089459779533,-0.026588888681501,-0.017112603715546817,0.00873834455789084,,0.08537152191251413,-0.03371210425095757,-0.0013827260381331908,-0.025692332658992477,0.048757589706353986,-0.010816051400519562,-0.01934558980688052,,-0.010639997415505835,0.11171693195288968
LYZ,0.022707923235731214,-0.038086823634777646,0.06784342716458089,0.017751866140422026,-0.01726198335943375,-0.06566265589683151,0.05452139766964088,0.04164004042158667,-0.023393108444160662,0.010590177207856197,-0.07660904664662765,0.05941687303911483,-0.017245509315600777,0.08952107983146908,0.07830701541160416,0.0744916794785571,0.018985208885631828,-0.034361568957054923,0.014022233071740001,0.05682395031101982,0.03125464670099042,-0.07370940690036548
EREG,,,,0.0385500226552809,,0.004379732290857397,,,,,-0.01719348311550628,0.0030012061187821484,,,,-0.013551046712812015,-0.008247005030382072,,-0.03640909521023553,0.04166426853017772,0.07664150232239415,
SPTAN1,0.003382145230868473,0.06435932626984966,0.010203691761628785,0.07228637217970674,-0.06042399649216592,0.044884408996048106,0.015687040793303596,0.025887591989194225,-0.04847498645731875,0.016197469362411496,0.1258680331740744,0.08597325369050063,-0.008664032710431977,-0.05068401926957414,-0.03144535367769671,0.020895220389959706,-0.013486560391584185,0.03325969612808924,-0.05536196667753136,-0.033664824523061535,-0.06479616588963083,0.14834675182784113
PTH2,,,,,,,,,,,,,,,,,,,-0.011436483062235681,,,
LIPC,0.02913277431181022,0.06917242743679185,-0.011181439545962494,,0.009466939104385098,0.03434022804741273,0.012916734251426028,0.16298760521440347,-0.00302995317798065,,0.04392428885510576,-0.005330166803012581,0.01017558107918746,-0.035748235648225844,-0.018504245462652707,,,-0.006552249403927438,,0.01569386917006012,0.0029519125409779513,
COL8A1,0.04810263276458317,0.015119591641229236,0.05274633565763097,-0.027423638967043258,0.02128184640946143,0.06929460848001048,-0.010040467219766227,-0.02151800345071341,0.055577663383204495,-0.0023438598471001324,-0.04543731895709055,-0.13841120322428208,0.01858185369831447,0.012481823422499698,-0.06027163146912477,0.054634789613264075,0.09871683231519122,-0.004555360030231436,0.033248098438722395,0.007660654512109125,-0.051775644868409285,
GSTM2,0.012167520687217817,0.07448851779816257,0.014853753628847232,0.051527621731390874,0.01773671800357896,0.02456794943154442,-0.022900693474700494,-0.04759538737113223,-0.012192366673062924,0.0037425698861724677,0.031105398656973114,-0.00956682089315715,0.03656617251294849,-0.0014444145869567265,0.04711222052523175,0.022830931031558054,0.021030216552457206,-0.0510041446152049,-0.033824436606180126,0.08240308538573594,0.03863415173346353,
SPX,-0.04312719679265207,0.04368070940780357,-0.04313056919457555,,-0.04231705741744256,0.01873730058538826,0.0030766987774929356,0.0989195783188702,0.002212790429134029,0.01654460895571911,0.053038421622344824,,0.03340928503523821,-0.044691861087754775,,-0.015043863781317408,-0.01203278890821632,-0.07165643368818422,-0.00674587747848135,0.02670854592715112,-0.03254064712403323,-0.01501410445683258
MFGE8,0.019951173036088135,0.016120099984931663,0.04595986754965752,0.0030727877047037524,-0.0019768276827713243,-0.005092397022238169,0.06185629664204892,-0.01307475274736333,0.014553001781096012,0.036899447211224116,-0.006477340714405255,0.04473735878971848,-0.006639120123699736,0.05943355175841314,0.041625182442411195,-0.002145536277722145,0.011651303710275946,0.06476546623640295,0.012037083032331393,0.06275428407280717,0.08444995636822676,0.1409538850967731
TGFA,0.09924928979187268,0.03021420937304219,0.017066790912334935,0.04118415765845377,0.008335269384169924,-0.05010156958500826,0.06095385645973397,-0.006715587996307119,0.012035883262797949,0.01458349090259073,-0.07062660040628965,0.04893060491141837,-0.004664619820639341,0.002070626885707541,-0.017749452840330474,0.058606705963542866,0.04848201498516491,0.00527139941198727,0.058655879937441854,-0.010985396094331032,-0.003407958044612495,-0.06920883518769486
SLIT2,0.17818154661173694,0.08678995012762449,0.05825199410860681,0.0122446797575544,0.038643440488017086,0.013046361555544079,0.0023569483385293606,0.0065664337531499235,-0.029707984511363198,0.004598575548809334,0.0993475169930009,0.08964482759752614,0.010828112525072398,0.10389654943435987,-1.3814239737078256e-05,0.01998811064744376,0.01700935997444295,-0.006604552437685038,0.012015365331678369,-0.012463969456487948,-0.024211771302131445,0.15027946953366322
PLTP,-0.024706499741241367,0.03816923957800821,-0.07177846394630644,-0.013845236803318763,-0.028656068792268598,-0.049483407057303634,-0.03627974390529651,0.03915811274422134,0.009583624020779306,-0.05216071131631367,-0.1405309707495028,0.09143589491505161,0.029244010440918313,0.011549998923274324,-0.038406442285669785,0.03827835984949555,0.02846168328305301,0.05082661281947646,0.023404392353145217,0.003888105886782764,-0.0036666450027694306,0.006634161753633562
APOD,0.06613131166454918,0.031262718430326734,0.0647289710629557,0.14121150814436514,0.017626356167558213,0.010246269220090361,-0.05915186328435177,-0.05884466692062089,0.05045349162940319,0.03137964119968538,-0.1132113753549881,-0.007501151314844328,0.0023864384620197595,-0.029294426289931962,0.06835111875671276,0.09630112542785996,0.09449032822253743,-0.055914211565801265,-0.02074841900434719,-0.10153610528759575,0.007217844463688996,-0.07898840374835453
