,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.17234707860034956,,,,,,,,,,,,-0.018656936642460396,,-0.010528566070936008,
BMP1,0.03871730094912906,-0.056213915263008736,0.009339607558584664,0.04520587077445657,0.06219789968318478,-0.046502733024816334,0.043737031110297926,0.11950973843804308,0.19214260581574824,0.011447075387907082,-0.02507123936849408,-0.020641466221717305,0.016173047708736604,0.017142719702050255,0.06671379379049554,0.07848785544420989,0.07787139131458304,0.08721708274152375,-0.0036799626372813147,-0.049290423938185994,0.08435322561815152,0.03591122169557457,0.022271650563401003,0.07328440585078211
NDP,-0.029960906271028726,-0.037882115487827134,0.04556351926732897,0.02907099751119144,0.05466391931651269,-0.06150327569899494,0.07222265694570484,-0.04298510055038477,0.036203621220878814,0.02489936425645387,-0.06171012145445553,0.042250736774624285,-0.005773433334607259,0.003584305672503065,-0.00490737554084187,0.02316591963395935,-0.0007225132952337497,-0.022476113102640832,0.0055022199294051215,0.06542020166490001,0.008250260562260574,0.004103213274597017,0.12150524585438925,-0.010681333575831013
TNFSF18,-0.019279987219288242,0.11565677131766548,-0.012732731102458223,0.029742119862495177,,,,0.00792767523031691,-0.004703176510105579,-0.01710308179004629,,,,,-0.008366692604242363,,0.07428310003569198,,,,0.11278755243576533,,0.03298384643982547,0.0315081038214622
IL36G,,,,,,,,,,,,,,0.08189522983886034,,,,,,,,,,
RTN4,-0.024018558037543263,0.015442156693569848,-0.007580627701515719,-0.0510788828503221,0.0348324298077727,0.015665126167819548,0.02943830913204215,-0.12869955175808556,-0.2592116472384932,-0.026560351921722854,0.041907794631237894,-0.04005628035011696,0.01384748203097245,-0.09363958143778592,0.017450340005186568,-0.0596405478703084,-0.11118164120643653,0.0004634367397477386,0.014924811756783238,-0.11778527331368539,-0.04832779315989929,-0.005985548190950443,-0.008133257026621887,-0.16892657277414125
HEBP1,0.032804055701220455,0.05377535901117841,0.014133088553813697,0.05677300608378577,-0.03620037843426662,-0.0015760816290574873,0.017627645408997736,0.06365106876237316,0.05888173739605723,0.024164099437466852,0.04198064477850377,0.027922848701795427,0.04383740806984974,-0.002327648374320027,0.04378376083841326,0.03608636474815706,-0.07186451919763139,-0.014652388904060926,0.08851796001424025,0.08470584732391881,0.008431838947812919,-0.024346379968205868,0.08338347760038309,0.05609974816751227
WNT7B,-0.01698506487420097,-0.06914143826130416,-0.044712125391513195,-0.030363969253844127,0.07318390288425354,0.06568802859155438,0.025440493824873105,-0.008105715529217704,-0.07274350796730371,0.014387519298224077,0.03350847343061378,,0.028343512691607974,0.013634466374318149,0.04441088033679329,-0.07629295765118267,,0.029445676650465876,0.07179144489278108,-0.03701485738629161,0.02560273294807586,-0.02834309983682622,-0.06357393756183602,-0.06000899026416482
PTMA,-0.027970484264696168,0.07963094035863236,0.03159679499235788,-0.005479861521537201,0.05646999776197895,0.05782777630837634,0.10796999555925722,0.13496174523942878,-0.1092960797249868,-0.058613292708572615,0.022394072101056782,0.0834905543572833,0.05598237426150953,0.044846381389187714,0.023064454394929483,-0.028529113143184022,-0.039715430626129804,-0.06649121584187011,-0.017845210797401413,-0.06108648745904663,-0.02159732505420263,0.028719375531335432,-0.14222780176697855,-0.028102632825644226
FASLG,-0.0169850696758353,,,,,,,,,,,,,,,,,,,,,,-0.04667840200380534,
