,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,0.032287596333278344,-0.0019069383958598511,-0.016913870431593547,0.07477966603951622,0.008703570819637378,-0.07133069303555664,-0.012481917625494917,0.0012627038268394552,0.033937733313016756,-0.0758023193321087,0.01281572942378357,0.024631916566539663,-0.05027216473781886,0.007214899071347931,-0.02261368067202715,-0.03854184663874542
QDPR,-0.006489261169170142,-0.01846780002668849,-0.002987442220015855,0.023454274551440456,0.008275676900628338,0.017420114018476297,0.05035979008694414,0.10431459784417377,0.01664891024259498,-0.008943889568498007,0.012434048944135776,-0.07290692844289949,-0.00937105742315905,-0.03906234269539061,-0.06079224708777902,0.1934147007892958
POMC,0.10521129889759856,0.012579698798159648,-0.021421404630910947,,-0.010637101480733688,-0.019422336787560255,0.06566952866416707,-0.030754767207556,-0.02148782125269859,0.0011973923415294887,0.05709074012485138,0.05606043452939096,0.023620528860347174,-0.008632610612369895,0.08476919970835457,0.12920181769996736
CCL18,,0.006865138366734407,,,,,,,,0.06419298310764097,0.013597551236947909,0.03161899989039371,0.025706741750421744,0.08817696852571129,,
CCL17,,,,,0.1513730049764292,,,-0.015858272267052283,0.014613700984313109,,,0.28465298653885535,0.035645502660671895,,0.05858212077130055,
VEGFD,,0.0028559677508218336,-0.01726765295281577,,0.03484471402782422,0.011887289850889597,,-0.027080426801769798,-0.012953581438028336,-0.0372817819484197,0.12134882376234665,,0.017061397821101828,,,
TNFSF13,,0.015270244896074878,,,0.03193112248001252,,0.07279775800333389,,,,,-0.03873512791759783,-0.0336461638259069,0.020762663930940874,0.04675537405953275,0.08226115807302403
WNT5A,0.012470290642493052,0.04646674268238457,0.0385659035114699,0.056526109540851105,0.048725426354511915,-0.09379755021483033,-0.04011795017857205,0.00948138379482702,0.02741211840426293,0.07621708594472647,0.13177254734784594,0.09270433992151952,0.006583857700925104,-0.020202117337103878,0.11972260835293619,-0.0948755113538475
CXCL8,,-0.03652575436693901,-0.016168406738585335,0.008779451985728421,0.034701855884529106,-0.01527512773569894,0.025348261399015977,-0.08660392832503223,0.034895901237902184,-0.07124394891353711,0.11167928174039206,0.0986159797638574,0.06385676093385544,0.08902310750098036,-0.013070611341254285,-0.06440419958055717
GRN,0.011262625567113617,0.14539738557599197,0.026283040160358637,0.07775520634744985,0.00989460868748103,-0.03191113245627018,-0.04498365871735809,-0.03425102909781974,-0.02062916764938786,0.016434591958106606,0.0059986192896724945,0.06643894020273357,-0.037918542650011364,0.052580629864008355,0.1907879976602971,0.09698644048396658
MIA,0.03904680462756595,0.02018548155407886,-0.015356642960508524,-0.02386222853848949,-0.03206529895170192,0.041029777183262235,0.07590015856608903,-0.013028843366672802,-0.014731970886907522,,0.08790261312639809,-0.09322654099487482,-0.005026903833514386,0.1419961089473193,-0.05581986526223833,0.02007910550552161
COL4A4,-0.02430547445869906,-0.04856974447198348,-0.025825299536687808,0.03727959188124323,-0.01188664032991753,-0.014809212054510653,-0.024801405084543638,-0.03451293902556552,0.10373569001187986,,,-0.0360999775556869,-0.03433347324042066,-0.021650015859970687,0.06718306245306237,-0.09038864341733195
TAC1,-0.020986963719501515,-0.05261521655018339,0.04331349455553237,0.07281287093181658,0.08036781279005112,-0.024750409396497218,0.11356892373923962,0.11207042362691481,-0.0042101554419978135,0.03277017168687827,,,,-0.012189989610040015,0.07218231461288603,0.17575036502959362
RARRES2,0.03684280245086965,0.02370193375273094,-0.07706478406733941,0.053293148673199175,0.03365128912138181,0.025105583559296877,-0.06055321388283549,0.018534581577937356,-0.012644000282016702,0.019428758366286953,0.11993779646284636,0.008642660874755336,0.03451362551672361,0.039369474687383464,0.042701912220394204,0.047383439165243346
FGF7,-0.027348605055541448,,0.0959729163136998,-0.026237902724135446,0.0035202592047291798,0.01909946368310623,0.010745685223627946,-0.02992393683698576,-0.03313872991755362,0.041754215886056024,0.0038914475124684164,0.013728306516271046,0.09496908950589111,-0.012694778325633874,0.013389295602626847,0.06635459051274634
EFNA2,,,,,,,,,,,,,-0.020380063715638726,,,
HBEGF,0.08627847445823492,0.09879323341478641,0.0045220265909468845,0.09367301941282205,0.03243091322551377,0.05016016717893923,-0.03098570441326082,-0.10344618156983841,0.012394736468239385,0.01747455561101423,0.0590231260664512,0.00309015575505171,0.0044821908910081055,0.047715040950483754,0.07896901703894894,-0.04910072840621197
CSF3,,,,-0.032478008011011465,-0.022393507974280365,0.006252769317115709,,,,,0.07564874613850398,0.03171812371221962,0.09248017281287796,0.05355185789203924,0.03175358287890064,-0.019346719455489356
PI3,,-0.04254601552587454,,0.049464124963366045,0.03121421847320324,0.0397921633199283,,,,,,0.08607857795639193,0.09027880902144285,0.12660171643634346,-0.08280090852481574,0.07744410520992895
PCSK1N,0.02905612458339314,-0.0023969672875556727,0.022781573988989428,0.008106793713566497,-0.04318805948041867,-0.09795290968187437,0.08061938587385359,0.01506929326460426,-0.010891177031344594,0.06994134660812601,0.0023298923604126043,-0.02028522331300514,0.03859265959744263,-0.04204118740528678,-0.02915128664826674,0.10611449645730059
NTS,,,,,,0.12183862838461218,-0.030276880526172664,-0.039427020964562354,-0.016476065018450312,-0.03356557967216584,,-0.006863232437793787,-0.024829240246837275,-0.04805273041479238,0.027513789472568065,
SFRP1,0.06470430077089967,0.004325513588352717,-0.014458829946442453,,0.05366564003184896,0.012361010092944248,0.018914019976326166,-0.034275925352860635,-0.01765967007849534,-0.03264463381377461,-0.02720157375774786,-0.009857194283622726,-0.014420603518542885,-0.03606238897900146,0.08829779020431494,0.09138900476832398
CXCL13,,,-0.02915219202316253,-0.023582876704588654,,0.024729780873622702,,,,,-0.021148213995557687,0.0871916432618545,0.08670795303882708,-0.014915813963086633,,0.03566256094676991
MICA,0.06403620623684893,0.06444343939157558,-0.04315213010655184,-0.010367335652782687,0.00165749886039826,0.018403067768966486,0.030182231240818088,-0.018035016206022676,-0.050657413645338226,-0.004443536038201121,0.01767875539774894,-0.01589107784869116,0.05084307850851576,-0.008368759532065295,0.16517956891200944,-0.02963850488459127
TG,-0.004542846699159215,-0.014932535503131701,-0.016393590150347106,,-0.017690802343019965,-0.03973246966577445,0.010615518081510006,0.002490892026526686,-0.012780226417843292,,-0.029243588526524658,-0.026822996113240207,-0.03057992360778637,0.004469455143982171,0.062022406723813296,0.07721037396272319
ADA,0.12527190183552087,0.05625463451513483,0.07921308231834745,0.023581862555690444,-0.004257692160576271,0.05258984689096266,-0.014131489283874924,-0.010665852904292714,0.064078731082969,0.04211795573783414,0.0634618803592439,0.0201210141421268,-0.010052846413426837,0.007579780764863331,0.17990922092965725,0.026752167691227284
LAMC3,0.046954671101983106,0.14519202810566492,-0.01814074190590191,0.15165481540633433,-0.007350496381146751,0.05077414198295409,0.005836652325155399,-0.02327773018150853,-0.015326351576051321,0.0005179674694978385,0.07142983558639956,0.07044996065337115,-0.045269015078801364,0.028700340379015536,0.2008110588173671,0.06604040832723838
CCL7,,-0.025724121190772158,,,-0.012790421828890085,0.020833430039546078,,,,,,0.027678022206317543,,,-0.03515053698806059,0.0139605652515958
NGF,,0.08035807429711447,,,-0.019019003455973914,0.013042943323703388,0.037702555813179287,,,0.06810625030940476,-0.05051992552730107,0.015250737659815078,-0.02010612137217722,-0.01067118092851996,0.13713034858659293,0.058772267649401924
TNFSF15,,,,,-0.014242760277987297,0.00784358806429261,-0.013667212649856706,,,,0.01610853164404545,0.05824270239263659,,0.028906828723241604,0.10415477094241589,-0.05131272161464804
HMGB1,0.027851316453138656,-0.0486245188014412,0.01893956813460065,0.023126373182260348,0.006715026880737587,0.02088618722818471,-0.023478466901390656,0.06702975488107041,-0.023018627295882877,-0.0100184438695951,0.08469311560227719,0.03536025150527225,-0.06291956132854186,-0.09885958581141034,-0.11982935633619471,-0.0035531276135912556
ITGB3BP,-0.027461280424850694,0.006628515734242474,-0.03406065278516007,0.03336813121647347,-0.010924861631511176,-0.00848843406003309,-0.030764768810990002,0.056921415140323506,0.008115165524137014,0.05391074538271958,0.03687645254459105,-0.04839375397902767,0.003978514344165702,-0.008416028931987856,0.07132276835248233,-0.012126589154656179
AANAT,,0.009864357596040653,,,-0.012959456578953423,0.0655227387060039,,-0.029950545223682186,-0.014731971706337358,0.05659666249297891,,-0.0265422759787027,-0.012680576236938232,,-0.027641208951962835,0.07566721545874554
RELN,0.07485516156003932,-0.034691872301924075,-0.028923861286843686,-0.036575199418976204,-0.022494714415019927,0.0899212519469609,0.01999843107312927,0.03690371946922397,-0.002720326982109101,-0.06568810044618881,,,,-0.032938622190225676,,0.047589968304241566
IL15,0.061847834908283536,0.050295118769081354,-0.020885183044233493,,0.028789516093798696,-0.011282471043007676,0.022173176865350003,-0.00032750255276280013,-0.0316638351527128,0.1303279651872377,0.09578622064146335,-0.011434785864045179,0.04409885246803039,0.025826089481305266,0.12627798708420016,-0.03227460863064001
UTS2,,,,,,,,,,,,-0.022602690561032236,,,,
BSG,-0.012650713890608982,-0.04064556155776425,-0.01973787475850511,0.03742869802226303,-0.050322189504361854,-0.06410491826002881,0.04674939068392455,-0.10376805388037132,-0.0011547597011712454,0.07938996775624778,0.031273946730059704,0.08453606260896641,0.09634879691100258,0.10424427353745555,0.00024517703719363794,0.07828935593926849
ADAMTS3,-0.0007852558883530575,0.052644117552143765,-0.0060404567549875695,,0.020719128771132234,0.013788336457041469,0.010791520141733167,0.03488143663893844,0.042272616161539385,0.06189469749286095,-0.011104494352231233,-0.04885054624130132,-0.02902333749434382,-0.09473310275887364,-0.020058268316750914,0.02189668397416365
CD34,-0.02913839717164427,0.1190984330839389,-0.03192217373828645,0.025378523564800765,-0.0035746800728497347,0.057248630678013224,0.06801782108156354,-0.027479720664603382,0.004787112682370131,-0.009505924482772874,0.02097109388118688,0.033058010453823554,-0.04509725671502389,0.020724930267972747,0.14991425685055568,-0.0070831373774111785
PLAT,0.04393152312955557,0.0829144828511904,-0.005597302954049369,0.011249726266607555,0.03285848001629565,0.023308711796993502,-0.031504793481676584,-0.06535144227328556,-0.01221982373620023,-0.0019074181695146154,0.0020458071177234514,-0.04361797348835982,-0.030680036321274858,-0.08777120663550769,0.06645900333917366,0.09939061455182104
NTF3,,,,,,,,,-0.012036006304533295,,-0.001373451478121671,-0.07196513661158097,-0.04342576353976019,-0.027347419837106382,,
LTA,,,-0.012055897725588065,,0.10817193154798176,,,-0.028845496385370213,,,,,,,-0.034310163650918,
CKLF,0.008093690226839595,0.005373560476636568,0.049589959361865006,0.018576979829369705,0.02776428644827186,0.01305164199195398,-0.027150122462072823,-0.020860170213773788,-0.01669699701077308,0.03517792310927803,0.024184170381930166,-0.04281957741385373,-0.08246001069273766,-0.037113277763379644,-0.07558949895410476,-0.1024197040059581
APELA,,,,,,,,,,,0.023776032450945717,,,,,
CD24,0.052902549493851724,0.018937883891454302,-0.02239142920357459,-0.06179385375495853,-0.0021923579195562413,-0.013721747768229035,0.05753927554160391,0.06378838037649534,0.017244595687358123,0.033047416411801395,-0.0678069589683874,-0.026454818978676735,-0.03678085470757613,-0.06861765150536561,-0.04231747137749079,0.29018225438414036
HSP90AA1,0.00810013938291324,-0.06379482971205867,0.0033455224151736442,-0.09305661491114638,0.04329534192106139,0.009243733594336103,0.04434810826895256,-0.02296172195508409,-0.029126887185638096,0.06930084486142107,-0.11683478651580227,0.05015092907645812,0.08243155735027641,0.06013183743995331,-0.0934963319849496,0.17374782950845544
BMP4,-0.025013856137648467,0.09191128711556756,0.0865122750290632,0.023021818816386982,-0.012300398927817978,0.07544240402016932,-0.06842867854194114,0.057026083545421526,-0.04125733707432274,0.06655056671224298,-0.00841163579035335,-0.014276157303735567,0.10976122055410052,0.0402608931228178,0.08176527525506903,0.0073939154446271416
SCGB3A1,,-0.012083161502471788,,0.03920576289356976,,0.01729943122537006,0.038513840180174765,,-0.012426562223136045,0.024874535810109264,0.01018294824109415,0.030333220802788302,-0.03901267918906895,-0.015650656838264408,0.05341142226082203,0.04445655200033758
IGFBP4,0.05507939615139349,0.17293367621473468,0.021987182538687616,0.07722047230496708,-0.02233576436744682,0.06651029254925206,0.011309851078164675,-0.0816548712182315,-0.021473838776527965,0.06860894926964371,-0.017263990505754796,0.10904167607320686,-0.003375103350336334,0.06863446589629923,0.2806207069063993,0.08298978092515441
RSPO4,,,-0.019489735583127124,,0.06742890741551208,-0.006391885308042452,,-0.01526842573830867,-0.012426560405470213,,,,,-0.03813801863973188,0.00219576341336297,-0.06782184852783259
LEFTY2,0.03315100510894977,0.07411697793311794,-0.012203962492385409,0.04082847342571868,-0.011760148269818204,-0.003782915488237316,-0.022927974086132608,-0.0006157526462318714,0.027831599400201357,-0.033565601772873016,-0.007149910939884294,-0.025683169601869824,0.04788553253215339,-0.037145764162306666,0.12910586440633112,0.19203493003687502
PF4,,-0.026684643741539234,-0.010966477549302144,,-0.0111593910593712,,,,,,,,-0.018679739372924987,,0.008783100386215513,-0.0010101072280837107
ANGPTL2,0.012464783831094456,0.06665420982064509,0.008045459028572954,0.049410904518718546,-0.05241046017092404,-0.06512063212981742,-0.055814774494138845,0.0375975393405174,-0.01976948554734375,-0.029374824594148106,-0.09001839614940621,-0.033248834132545715,-0.07631269391433733,-0.040232178687821335,0.14805445558211394,0.11342966019336008
LRIG2,-0.007341758918564523,0.02857207808945266,-0.0029773005660994017,-0.02745957954744975,0.03123613692892192,-0.0539509262322533,-0.07882472397886807,-0.014265967437299533,0.02323755715221966,0.03957363641719398,0.017821552698732104,0.04476599654584352,0.06203707402401575,-0.006878290774922123,0.03915120699577583,0.06451279657153042
ICOSLG,0.06917565254226006,0.0969456973807966,-0.002879362272381749,0.017648878311394986,-0.011173731422703545,0.032087182207437975,-0.0068610851521501695,-0.04930734748447809,0.000419312003916529,-0.051003209044816776,-0.028296802519603904,-0.012213800390300381,-0.06022540888283926,-0.0466212492409409,0.06271249610857478,0.01440275430095512
WIF1,,-0.048014685140019664,,0.047244018592290944,,0.025450613625812753,0.05536135334709036,-0.025889021424923817,-0.02338421382263185,-0.06836938984758559,,,,0.006652324480804302,,0.0024487010335642848
NPPC,-0.03345646650547561,0.017398189598505653,,0.08866383855253838,0.04899950837038624,0.07142645189892678,0.03460818273749214,0.037685314791950524,0.08352377801021756,0.003443864908024446,,0.009024796591894329,-0.03534331918340572,0.08791888422533542,,0.2187429482089716
LYZ,0.0012250361566567016,0.02840859552088386,0.036003205686542285,0.009344220256356712,0.023477910569598363,0.029035991293492117,0.04937031320540737,-0.04116028236419867,-0.007692999959108766,-0.020377238703802238,0.06627329142975424,-0.005431266430078887,-0.05572408208501392,0.01955785936657062,0.1507955604366077,0.07652341259467663
EREG,,,,0.09181037870441937,,0.09653132540165767,,,,-0.03452919506778314,-0.027690790034015606,0.033039763376832405,0.13134531687422832,0.15665618865104952,-0.058083134545624006,0.005269673365800962
SPTAN1,0.032982520353001164,0.017402976228687413,0.01111210008265199,-0.018766941174980165,0.0216381387583527,0.04345679717595548,0.046133569576324425,0.009946597939435507,0.04624568911811429,0.014645029484985202,0.024563033819371846,-0.03754490830140709,-0.04968988783018655,-0.049628892381549786,0.012152474298825752,0.11411100721962623
PTH2,,,,,,,,,,,,,,0.0023035914688202233,,
LIPC,-0.03111827611453215,-0.01166988802260737,-0.01650513481041437,,-0.02005425685559392,-0.0462184959868694,-0.026592064732932044,-0.02434183123270136,,0.061040240478351,-0.034623775795724926,,,,-0.018214145045538033,-0.021861921678928028
COL8A1,0.028659757495613555,0.11646969339417851,-0.039740852424815364,-0.015503129580129208,0.005376634876426424,-0.025370098899630884,-0.001826672356451428,-0.055319929495303656,0.003563880685237906,-0.088464421244841,-0.011454816686960793,-0.025888980189334818,0.0295570639272048,0.04541755303643514,0.052338121185234024,0.03925158142325546
GSTM2,-0.0064179778761883875,0.049806869505106294,0.0037996394765513713,0.02639577312450665,-0.0019326551908763522,0.008722823137405345,-0.024365630905324474,-0.014098745437605233,0.011081706274417675,0.03161624309928696,0.029158603818090198,-0.001017515599742961,-0.0432925131933833,-0.007663099916456975,0.005103077667654441,0.057263985790641875
SPX,-0.04274630148642091,-0.017559582410191725,0.00035794419787273086,,0.04022833208878387,-0.020575302484402317,0.00992688255462357,0.028778944749519215,-0.010365593876917654,0.06728534438875731,,0.07104113688247538,0.046275232608908735,-0.015724390984243216,-0.04228211892829657,-0.014038353726340099
MFGE8,0.03142561671750909,0.13707064351921538,0.009786744461710082,0.08452015563129213,-0.014066000790620974,0.012112836801371284,-0.0024730236040526295,-0.0010046848342419121,0.011093393484489882,-0.0009590611453329814,0.03649813871967648,0.1001690296630338,0.11922445561149725,0.0011990208067190378,0.17871725386643736,0.04182761015462604
TGFA,0.013145918050765574,-0.01945241356273378,0.030755486374675227,0.03863934189691729,0.07403082137325255,-0.046138484359319526,-0.047824796993510166,-0.03720684562687533,-0.041467666228157715,-0.011631414231816925,0.06115500696855745,-0.0446670231352317,0.02386808874187071,0.016808264833241847,0.052755608781154956,0.010742289180004558
SLIT2,0.0843386304587337,0.04618460942519243,-0.02859474864671745,-0.025803203294586727,0.05884154912213219,-0.006499029070433412,0.11971691122438786,0.04120601983589584,0.0011144241151812763,0.05510644274430816,0.06556798401330309,0.011199283108942628,0.01223947452177093,-0.023438612918304454,0.0787834141421856,0.10977822274430442
PLTP,0.02256200143061105,0.011175284481265856,-0.06902279308735498,0.044433882961076275,-0.03215958911433043,0.08822609307190854,0.006697477352463607,-0.0007966363247855459,-0.009561422424500258,-0.05118977817673178,0.03357159364204277,0.09846914160408626,-0.01738754171424849,0.10422799711307393,0.09281488162682365,0.0278917695146711
APOD,-0.004889133397247916,0.03124881467425926,0.012132132870529985,0.02616626982044739,0.030333381166759103,-0.09130276671254077,-0.005592853386866315,0.03757938795864567,0.05171129481242839,-0.029798482298918336,0.028166576442519357,-0.031581583878933416,-0.06581868116700888,-0.02625117477121552,0.029621727660746434,0.003272484604572513
B2M,0.020858974338659086,0.10709884616370755,0.0918069535959331,0.04722221168210247,0.01798211728754688,0.10338061424233567,-0.013529028322282843,-0.032387090294178626,0.003373947016738527,0.001702717965065527,0.11530529771927965,0.0584292371063581,-0.08097874388741014,0.111585614792984,0.17955229659024247,0.13305858121897876
OMG,0.06729813688081368,-0.012259569279743504,-0.0310488052722829,0.04180829786635479,0.0143549646028751,-0.05109907026742816,-0.06023505684630643,0.1247684040120873,-0.0069256482083414365,-0.040927840831412515,0.025762034660380424,-0.02013418834966832,-0.023893610888369287,-0.02693973607055308,0.020602476062639975,0.18620965833388226
CXCL3,-0.019573271258887623,-0.06589692433213355,0.13804368352934218,0.08707739032036015,-0.04502694699691572,0.05664033804690716,,-0.03089475235173578,-0.013293792948672894,-0.03675311110890933,0.15594912489475132,0.036400089288237,0.03133342046077684,0.03488479742416065,0.04322734169260816,-0.0531669942511744
CXCL10,0.024038781920674306,0.02189713146958545,0.05408076307185787,,0.05282408555010323,0.04965193780091056,0.020292616275263572,-0.06473345692823142,0.02236199272273762,0.02219004593513336,0.1749040933011685,0.037789634534485236,-0.025054945689943327,-0.021382295725353023,0.0692885300238684,0.044991556820470305
RSPO3,,0.08658383443189215,,0.07729794152605424,-0.012959455621396308,0.030770089180022192,0.04512854194739475,0.042007144432788246,0.003490728909214878,0.005697092300519495,,-0.06077827401607927,-0.03329768238403249,-0.019972355979551576,0.05555255331022756,0.10731305044404742
CORT,-0.004523471118688153,0.07489154247568852,-0.0195854344553293,0.04270109036160775,0.04133199380990924,0.007427388260937933,0.003231976479647043,-0.008673065516149893,0.04650621518129905,0.0030339322604062513,,-0.03449884187865247,-0.019547397835390917,-0.020198877306321042,,
NCAN,-0.025730793651369304,0.007538555574482094,0.015588117751704138,0.027068802348836397,-0.03402844497046099,-0.02749754521745713,-0.06926650779980255,-0.013924068959991565,-0.03846507775993044,0.00217476116671084,,-0.05793910533983824,-0.02607662799247957,-0.15540364616985114,-0.14744211381552438,0.08686992554105083
PRG4,,-0.029346431764181197,,0.035105922035997085,-0.012790423822087463,-0.03807680057928199,,-0.015441151106810642,,,,0.07210550353194174,-0.02884338169047618,-0.05853007322558192,0.12518617677535906,0.009588763023420007
ZG16B,,0.005670659005525435,-0.013196373364018434,,-0.014844851111054165,,,-0.022920365428554617,,,0.0075885817502815015,,,,0.002505436833945787,-0.0009374247099290363
TGM2,0.004848730410256557,0.05571170749402066,0.010328549867237243,0.07050406052408763,0.015240653325060156,0.0963506295628047,0.0012900961009185846,-0.059582479247174906,0.002408009948935248,0.02970315167005338,-0.01777888057094561,0.07517594238640478,0.07464793730450146,-0.07556821802651612,0.13286664839568035,0.008928497308244323
VEGFC,-0.024305475632413597,-0.013085234134887602,0.0017282935644970228,0.07548227116092752,0.03106609270581933,0.028621624717302476,0.08070647534959803,-0.06171888924669158,-0.010227943889478489,0.0623233688623081,-0.04524091640039674,0.07869462120213568,0.049422172719707454,0.018350460603756173,0.1275905740535944,-0.01995267188586491
WNT6,,-0.03344815893903079,-0.012203962812672341,0.06040892365437434,-0.017690803077551463,0.06470757711531172,-0.01650388933428683,0.0019867949860945845,,,-0.03493163194927651,-0.035231852912616254,-0.03632971257214582,0.03459718455690865,-0.008038192814232105,0.01250149313118782
NRG4,,-0.02369281872719558,,0.05882401800331472,-0.015566530900585612,0.01864122276983426,0.04565620928033593,0.003269455768781961,-0.004134426166376296,0.004655496013303521,,,,0.016981125436249425,-0.023164209855566244,-0.015895352076562633
PMCH,,0.022764898707916943,,,0.03428369101740959,,,-0.033549066746202505,,,,0.027346042788806903,-0.027426044937383515,-0.028996500256727172,0.06286162753594132,0.031926562573329
COL9A1,0.08935680402853322,0.0640763373791528,-0.018717655113159662,0.008935666623899396,-0.016258105391094003,0.011481892221271507,-0.022474421838472473,0.029903579091321235,-0.014886791437595928,-0.03405052470188303,,-0.061489957008129335,-0.057511535556509334,0.03522839173977887,-0.009471718316456415,0.029235651614041784
GDF11,0.007960648575922553,-0.03519520553601624,-0.016961628879785487,0.0296121555486021,0.03804265490257141,-0.04721948913067074,-0.04430080663736515,-0.017503315022035153,-0.002670827890124042,-0.014512510873227599,0.007394807387024344,-0.00663842802052621,0.054872591552840674,0.02000820197242965,0.1290106376078196,0.019470550339252875
RAET1E,,,,,,,,,,,,,,,0.022012544150974672,
IL24,,,,,,,,,,,-0.01969923148958507,0.13084480994086986,0.06938340363557025,,,-0.014721508734719974
SORBS1,-0.0005003357911268762,0.04361418465310187,0.02194234078407528,0.058585516424862136,-0.05437552651715287,-0.008526294711030362,0.029404770236947583,-0.0411316434027446,-0.0021259310972373572,0.044331411457930445,-0.001524192293727394,-0.07752336834697227,0.053324222279620095,0.011653996912103037,-0.06639668480915581,-0.022682713203733253
DLL1,-0.005369659192508863,0.06046967566228309,-0.003864241213405817,0.009897888284101718,-0.025973450148145675,-0.06300590464372004,-0.045623134805386406,0.007866666749713662,-0.03904665955667885,0.007922336438417705,0.04103505407776075,-0.045033107863520994,-0.04558504604735157,0.001247997895382382,0.16259201451163277,0.03085142423443327
TLN1,0.016180631795399355,0.08464729222950099,0.037234913479405586,0.07330803063692048,-0.02208798969256367,-0.009871396787701619,-0.048005677494749044,-0.034092234647306464,0.03356284680958836,0.004609594860375705,0.07189119404243081,0.11954668284486436,0.055805963542617326,0.035477235614374776,0.0888607919608043,-0.044902446544367786
COL2A1,-0.02282905605405367,0.04701832373886864,,,,0.056071624413663125,0.047998181377853645,,,,,-0.005226393661238634,-0.0017628158003137413,-0.006693031444157801,0.061077332219105974,0.03558647859534338
SHH,,,,,0.008544959026879838,-0.0332647786532625,-0.00154460218021221,-0.04364625586045057,-0.014267909615289297,,,0.022062080963606838,0.04499752161221613,0.0469041705054242,0.008274544240125522,0.0235593115042626
PON2,0.048802306925900533,-0.03892184259150304,-0.00598046840993132,0.0679092254802012,0.0015351499279923498,-0.0400727901229397,-0.015298230023325374,-0.07321973115592133,0.004445314816527184,-0.01842315451845886,0.08142424814768355,-0.0075143722520855435,-0.06735098024798158,-0.04672000262468624,-0.08107310863875959,-0.04495828467549988
ICAM5,,-0.0007672508308886191,-0.01570924095177265,-0.01863544236026667,0.007006957424692718,-0.02901396413242546,0.02958208803789861,0.03857221829790459,-0.003369953884406688,0.045914766344099356,-0.01864774302434383,0.03991660572846997,-0.042734358566892,0.05210234478398287,-0.010867749689279027,0.09384159331652937
HPX,0.13685783068826313,0.01077788809079948,,0.03113431495307229,0.06747484195823522,0.0028123610546901723,-0.029553698318707335,0.028164804447248372,-0.012426560956277954,,0.008346463982493068,0.0040482427634433975,0.025474360087705435,-0.044862860850886005,0.02908755707368627,0.021940542157376428
SFRP2,,0.03986439787209213,,,0.11963009140852715,,0.017748420368104454,-0.03748771911317425,-0.022456710105278607,-0.08333370784314055,0.05925344256389206,0.07197280430335731,-0.010220835190283386,0.06132445327795719,0.14752150448293327,-0.02417599564457472
CFC1,,,,,,,0.017667198234900924,-0.009571745172295103,,0.08581917845599348,,,,,,-0.0305209037356929
CD70,,0.034786036575741516,,,-0.025729286038947807,,,0.03063419581067363,,,0.08857706404320424,0.11213195445673864,0.0405461664502923,-0.01624002907678405,-0.010712167564756507,-0.10329684867151966
