,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.0002834923228904004,,,,,,,,,,-0.0207194980144163,,,-0.029142299908222456,
BMP1,0.08444071534245773,0.05743674212099269,-0.026261076839896407,-0.017309396829492008,0.0075294336578435725,-0.007906120302404944,-0.04953675642825095,0.022453726502011426,0.011785171601793548,-0.020635566939777576,-0.05947937167446516,0.0914155445673729,0.09952402233431085,0.06799102728472742,0.026938383919295338,0.0019237464671640328,-0.0019346774628386668,0.004160734123963538,0.040458886237762635,0.07622981428507324,0.02459560414198749
NDP,0.05659801051390663,0.046775490951860316,0.030347840693674206,0.006269002734478729,0.020574696611144205,-0.02429433360998463,0.03359296787763557,-0.03143936321786844,-0.03633946998682239,-0.06579238540562182,-0.003253601284293746,0.057378152874607805,-0.11841534071989422,-0.043515066731026036,-0.0008245986369801573,0.05846305251552147,0.015028309242172785,0.03009127261114164,-0.09368054327207037,0.09042087272671125,-0.0035502672082482417
TNFSF18,-0.017829524474832926,0.054610088285433386,-0.027734217369536872,,,0.04333282159212901,0.022085318524460926,-0.015129094034822618,,,,0.1400372466065304,-0.0615881195689988,,,,-0.021367652581650617,,0.002006507910086866,0.004322594829845352,0.051229259756123934
IL36G,,,,,,,,,,,-0.02094721068622745,,,,,,,,,,
RTN4,-0.01202385669354397,0.031267610753704114,-0.030960675943651768,-0.014521311179088224,0.05285447917809197,0.03552847369867707,0.08119731080457455,-0.007797938710185307,0.008954860093142324,0.15201730056689566,0.06492923382910662,-0.029646682060677252,-0.013794014006811166,-0.0329298715443805,-0.06384402170116779,0.04024498270117518,0.025835269189497564,-0.014423203784877617,-0.004600180902725749,-0.07443071320625629,0.014020193258103894
HEBP1,0.04354388659408285,0.018670126856911995,-0.002577765806934985,0.0072601410300271564,0.0019334839012316574,-0.03668623707333776,0.02443894283798291,-0.041777171060102,0.006384098993733071,-0.11023959806989897,0.015069449234706676,0.09352127393122216,0.058296859199577875,-0.016785580904564723,-0.004738239780150579,0.052220277639788225,0.003137147728015051,0.04786147308988756,0.025029210234862098,0.06494554962338275,-0.005470355600682003
WNT7B,-0.0157072526260923,-0.0066056298399644305,-0.017227636103705507,-0.023182217272570457,0.02108261173392542,0.022457085516124364,0.059921113404857486,0.018313693016973723,-0.022826090746669903,,-0.007510678057571804,0.10664440973219416,,0.014284437654216782,0.07468260437603157,0.03389494866879969,-0.044681490146346585,0.027345264593412525,-0.030607467351472233,0.020784266702896792,0.1057241474749367
PTMA,-0.0069959005707053564,0.05482524612076589,0.03947685912071499,-0.010398253747164528,-0.09909132976184508,-0.028743899798264635,0.03685058814888657,-0.00782593458700869,0.012242137642576612,-0.13839288241417222,-0.10907526984751306,0.10651843253928171,-0.030670151590458394,-0.06521812410094348,-0.06359639881831734,-0.06020084621931149,0.026314585465757837,-0.03125038404226557,-0.0814995629255145,-0.02945524220642257,-0.025197506839413106
FASLG,-0.01570725706649238,,,,,,,,,,,,,,,,,,,0.008061054055468767,
CEACAM1,-0.021809663901825403,-0.0012424037611816548,-0.013221174537054804,0.028142666583621082,0.07454632644105673,,-0.00442329433978024,0.025115684426295075,,,,,-0.043306900446052135,0.13452401034922026,0.03841609900379729,-0.01788812675892352,-0.030703085946708463,-0.018667417619215126,,0.011914662415657407,
PDAP1,0.049608106705662396,0.020132376637318226,0.0337286487570477,-0.012614644385768889,0.006698636930932568,-0.011511916169111949,-0.05096106515238703,-0.002165698750849622,-0.009558667538769137,0.08561235486000682,-0.07598478205366646,0.059039675188927304,-0.013624236207833363,0.037679516515303435,-0.06584900246677541,0.014219538286495243,-0.03291378770988115,0.023724793578261055,0.012129930195250315,0.03568382983043369,-0.06443930893651512
QDPR,-0.03127405565503804,0.015929415256132912,0.07452516868679972,-0.016161342704557418,0.004986958198226303,0.005401773452510644,0.008595209406198174,-0.031093298923689585,0.016130727294208266,-0.13034972991455512,0.06891041832265098,-0.035228138452957025,0.0209389682227696,-0.08488209470074064,0.01536881849576525,-0.0045603322349280166,-0.001684203834231963,0.00704913576416549,-0.0785702172065225,0.02832571874911818,-0.023713593440777836
POMC,0.0034052577803823465,0.04535376320425811,-0.023491917811817753,-0.026558491171809577,0.05825785425901652,0.06563997404129752,0.013575252127618878,-0.01755460433743346,-0.012756330602643329,0.06563760406696117,0.06125435918753114,0.0051299032606213785,0.05538211518813333,-0.035333848156746964,0.08450537579774747,0.037619288179548745,-0.030659639815588394,0.021863619871778116,,0.04202285408397861,0.033039067606786036
CCL18,,-0.033349483087123266,,,,,,,,0.04421139387042499,,,,0.08712706150143694,0.02414975056932431,-0.004112748022809302,,0.002574753909480696,,,
CCL17,,,,-0.02164379668353955,,,,-0.01886892580555694,0.05448694672158895,,-0.019135871652978524,,,,-0.019380254255188523,0.0377409692771165,0.011240517659490013,,,0.05158197780329497,
VEGFD,,-0.023380037152216687,-0.018936679968464327,0.000481959486494864,-0.02737939142230801,,-0.022101577075451868,0.0787990832548969,-0.006712349717596713,-0.016873767110662147,-0.020508506352293995,,0.008937884394360947,,,-0.01788812675892352,0.006398139478980871,,,,
TNFSF13,,-0.01151224238710204,,-0.014929406549832165,,-0.00429709588714177,,,,,,,,,-0.037187796956857984,0.01506808637378151,0.04006587021688511,-0.02096225884872314,,0.054322261385958234,0.01136689504202564
WNT5A,-0.0015667646812304893,-0.034426668645267715,-0.06532617710050917,-0.004937342859542128,-0.016781819229984805,-0.03219409411878139,-0.03780846589544429,0.014694127585874545,-0.04285802595417363,0.011927750478454093,-0.018908843877208183,0.07774111143165009,-0.08247864977971577,0.05611581386103118,0.03979360645498534,0.028774096066329746,-0.010440436173557367,0.011321781648414336,-0.06696657852661046,0.031091018210967387,0.02105868538670322
CXCL8,,-0.05520186928926432,-0.017731184709652483,-0.012908661732158296,-0.033656282984522036,0.04213875831296787,-0.07929478103144776,0.025849880956472258,0.05893764133790822,-0.05647588248508486,0.03911291677627353,,0.0075107404909953625,-0.0456067101265353,-0.03469978020238353,-0.00327223893477518,0.05373661824009253,0.06767309829580172,-0.012187489739213518,0.024489625096394074,0.04239965251531753
GRN,-0.02522083061050419,0.05903406531785472,0.06227866992443477,0.03330840734603428,-0.0482119509436264,-0.040813644354445885,-0.07771857615306761,0.049747886545622684,0.003829186063882775,-0.10776434110542134,0.008049792400913315,0.025681879416966907,0.03827022535256086,-0.07147489883689222,0.019943270666457843,0.07727629945318105,-0.002615615637587208,-0.03091839057214111,-0.00025835943132833817,0.037798607313710895,-0.00507924275130926
MIA,-0.020559444715292946,0.03889194087188877,-0.016840958868454686,-0.014013861992118229,0.009091215256459317,0.022891629145867502,-0.03838007175100043,-0.037087123267251054,0.0008382968114554995,,0.02221662000089934,0.03220345790028785,-0.006944548726957024,0.08294313534317455,0.10936432723156113,-0.047417443979227585,0.031565363614328476,-0.11359826546327889,,0.05314689799219897,-0.026850453373657285
COL4A4,-0.018190917602077004,0.04593810966225331,0.06559145785793126,-0.012628304810645368,-0.0009119296396695438,0.024947034465220876,-0.02748803297613309,-0.019699742320498453,0.013603100421709173,,-0.014761575139975322,,-0.046100113906423504,-0.032749772982434214,-0.014617741717959178,-0.028641687909086354,-0.029532986195391665,-0.03762129855942025,,0.001602322323881079,-0.04992089881913976
TAC1,-0.015707248520820102,0.04099224636038132,-0.027143981742999836,-0.021737725986728986,0.1210270483332346,0.08311712780906699,0.08155719555328121,0.04392510868224634,-0.06182416904580679,0.1867885890510757,0.07245126579379561,,,,,,,0.06487904323777333,0.08163465834360353,-0.03011626966172172,0.06881562466956892
RARRES2,0.05098170271256898,0.012059374916612398,0.046451127872012755,-0.019497877571856496,-0.07671351868921475,-0.005888872962161347,-0.08106633053587912,-0.004862978789502537,0.02192000941843892,-0.014539805258386352,-0.05824850986831622,0.044799216502050515,-0.03622601884970849,0.017455535158899138,-0.0018042636356307745,0.03944977856409314,0.011657062523070057,4.412137965963993e-05,0.02595235203822359,-0.003743253643685841,0.05680677965513113
FGF7,0.018720705263369965,,0.05483653482056826,0.003575860261646837,-0.01662919139707024,0.036958738667671714,-0.0042186124702937285,-0.0303868105833777,0.058129582847582247,0.014394397384551222,0.008683220807086849,0.00817090956121736,-0.06995201873745245,-0.024439399025376424,0.0883885130832746,0.00030605610547016355,-0.06179659456052172,-0.011065370483172863,-0.05480261813836831,0.04558476444396229,-0.017372046009440825
EFNA2,,,,,,,,,,,,,,,,-0.01700146735586916,,,,,
HBEGF,0.026064742227522454,-0.0013863345365445364,-0.024232792724761927,0.03242429919166396,-0.033817961839059836,-0.009504092413099954,0.033578467250464074,-0.03336599055354,0.0034545068420396654,-0.07593821144918765,-0.04564319555231149,0.09574023481263823,0.010838425596493027,0.02095338077860653,-0.0333206753096926,0.04080645418934521,0.0602899223124299,0.007097315323235245,0.10340182468838832,-0.007010120893712571,-0.02410770299469977
CSF3,,,,-0.025797518458406447,-0.02825422514559232,,0.0742259103109653,,,,,,,,0.023277105493172107,0.026231595131466206,,-0.026762293101487217,0.11348769382470769,0.04672516640457261,0.06715388311420661
PI3,,-0.03508506228036237,,-0.030576024480593596,0.0007906475248990371,,0.013583903358470997,,,,,,,,-0.07984114943601592,0.03852733874595967,-0.02321063872598044,-0.0298838738096711,,-0.0524040748305888,0.008923485250205743
PCSK1N,0.09304775902378246,-0.0392067932149354,0.0111630171988608,0.01937775621544862,0.0015233241123057413,0.012701593407462087,0.04372484435058076,0.00616894126850391,-0.023905215916371753,0.15860562456842445,0.09404882472859616,0.02227103770288285,0.04296568496760728,0.01232431233112071,0.05897543143934446,-0.05365666669085598,-0.03907428027578576,0.021889015391479725,0.1401360463833274,0.05124418645886278,0.038198121333795715
NTS,,,,,-0.05290237109523783,-0.03416094354357058,-0.03574504254685362,-0.022504665652827344,0.00247399529201537,-0.02384422287729292,,,,,-0.045212115767236834,-0.020713061716471023,,-0.042738355941692806,,0.036799321409690555,
SFRP1,-0.02285444335954438,-0.040605191999500516,-0.027785464392594845,-0.01888504921684189,-0.031235144136696407,0.04912321763575443,-0.03513629800084173,-0.005283995696754034,0.09663198757958304,0.029614373884754942,0.03209986008352696,-0.0007318161150301087,0.2123364043940728,0.06962111289587111,0.06585248100836527,0.04837471173523411,0.031639159814218665,-0.03490274274062665,0.02674651080739082,0.04815688982381836,0.039376049170868024
CXCL13,,,-0.020846234670835764,,-0.018533111615428866,,,,,,,,,,-0.0011891937317757139,0.015195756653103378,,-0.04365486917117542,,,0.006960699577410905
MICA,0.015237606161471002,0.05126112976942285,-0.047323054269054886,-0.010356604827550247,-0.02129196375283368,0.046906995726243024,-0.07756269348608812,-0.049240210405744514,0.029719960137043054,-0.02493857509716386,-0.0443652125546954,0.033072160485485814,-0.01868028052291198,-0.024295614424749062,-0.0025281935131246276,0.07546652746743687,-0.014437641649629065,0.009175159234094102,-0.04576194446293413,0.0874855943075273,-0.00921183638239231
TG,-0.018190913502683682,0.0015651219380745157,0.054139864916672914,-0.020379960143459556,0.018772592987171585,0.02206737991934304,0.03453031289373492,0.03942786834538183,-0.020446067944842022,,-0.0287447793505003,-0.03849335022981119,0.006480457748145514,0.07517144512751332,0.044783477436496424,0.008400973030342786,,0.012384441429665716,,0.0016571555131596385,-0.04564142917883948
ADA,0.026008376968873537,0.010401602548385467,-0.0016792888835148849,-0.02482609354980015,-0.05980241212234494,0.03637094372449667,-0.020014547903857448,-0.009426178254547743,-0.03320605861630197,-0.029267209057576384,0.01135024201535566,0.06481315771701839,0.04701994335418064,-0.007733593314527931,0.012656746876931536,0.05378010764174726,0.011256735962455206,0.0676962676824092,-0.09033957372314001,0.03773731425422615,-0.03958335117107407
LAMC3,0.04136165647734095,0.0744737370682995,-4.0814291265647715e-05,-0.026581795337567295,0.015222632695980178,-0.005040247841162436,0.004833575119409282,0.028857532000745475,0.007632876515669965,0.049675217336582464,-0.03302984633428,0.10652503861416215,0.0032631480601957555,0.010892139007605542,0.09691171293131419,-0.02407875697281019,-0.025761379260579906,0.05859126619987039,-0.03543379142359984,0.06841454654451193,0.013387432442759487
CCL7,,-0.02121308853321298,,-0.014734678622061683,-0.02245874303856766,,,,,,,,,,-0.029046533967869943,,,,,0.009192485623489883,-0.007287852201443595
NGF,,0.048903410673444093,,0.011574052966223897,-0.026248047941473496,0.014490782745648483,,,,0.04723144291396514,,,-0.015591008665466168,-0.038493831321593924,-0.006141053445630611,-0.01677293903158442,,-0.037670874484224556,,0.04317693940626614,-0.03814051865305346
