,UKF313,ZH8811Abulk
BMP1,0.0007395285461131112,0.013104831159578056
NDP,-0.002874871668904543,0.021256115216180375
RTN4,-0.1021907725977712,0.012048383096179864
HEBP1,0.005381867938642384,0.00954321487496732
WNT7B,0.06366586499576932,0.02435999361832428
PTMA,0.015243525806370199,-0.0618327173615007
CEACAM1,,-0.01793026354379764
PDAP1,-0.02235140211799296,0.035157031611862184
QDPR,0.04509657065560979,-0.03221952652393942
POMC,-0.023259245438848327,-0.009638357148429408
CCL18,0.06571557623978778,-0.032812162341883756
CCL17,,-0.012720654135174283
VEGFD,-0.0157148864375008,
TNFSF13,,-0.024409024613834995
WNT5A,-0.037165124657901207,0.016559322113615948
CXCL8,-0.008954952832554385,0.005943731367611674
GRN,0.029931239243037613,-0.0031364883916045133
MIA,-0.021312209234475733,-0.010936057898248171
COL4A4,,-0.019316439056269907
RARRES2,0.02904249995104794,0.05377103015037739
FGF7,0.0010074969221741772,0.050369534888458176
HBEGF,0.013780730796720061,-0.007097522769740821
CSF3,-0.023608886241834468,0.03157944111781616
PI3,,0.04729720390274326
PCSK1N,-0.020442748183778177,-0.005526979399213946
NTS,,0.016778873017943854
SFRP1,-0.026217823723352168,0.08897749686361632
CXCL13,0.045529318638533656,0.01585929356138701
MICA,0.03902019293506741,-0.038915717744972524
TG,-0.03354238064916243,-0.016902568999841414
ADA,0.053832961124594986,0.03644754785614937
LAMC3,-0.021399014324287327,-0.0044922956490321495
CCL7,,0.07129141904137933
NGF,0.017586755273670946,0.05503593912432094
TNFSF15,-0.015034602806697763,0.00492166696872539
HMGB1,0.029418375664092524,0.008831938599407488
ITGB3BP,-0.014127330958841887,0.0225847200013725
AANAT,,0.062167229958647874
IL15,0.020038810283154296,0.13211379070074805
UTS2,,0.10681774396668063
BSG,0.0778209689691193,0.10356257439843575
ADAMTS3,0.025979664697593816,0.10912750978297805
CD34,-0.011715112766230535,-0.02020402167831206
PLAT,0.0035294227664163834,-0.022117179699104435
NTF3,-0.03202459566855183,0.10290162964902909
CKLF,0.013197582557919103,0.03263822982391447
APELA,0.0587548793043484,
CD24,-0.00823009110500355,-0.056444620477982245
HSP90AA1,-0.050979382748486506,-0.07868767966271356
BMP4,0.016505555928843972,0.04367485426010504
SCGB3A1,0.03211979726700473,-0.013597170388235536
IGFBP4,0.036392140709865795,0.06894553789345183
LEFTY2,-0.016999472949496074,-0.016184304859066457
ANGPTL2,-0.005248652157797124,0.002300416658791072
LRIG2,0.016358550027665234,0.05661909503898808
ICOSLG,-0.032129999824590215,0.06296766041618589
NPPC,,0.03353659212278929
LYZ,-0.016334301119051396,0.010285114411209849
EREG,-0.019878230342431153,0.0066274751881731705
SPTAN1,0.07700369049499227,0.03550842122688136
LIPC,-0.024855173497998744,
COL8A1,-0.013031222068770838,-0.01649472390185869
GSTM2,0.10009379884624983,0.0039019415967666313
SPX,,-0.0192225423560607
MFGE8,0.04238770475008368,-0.0310486437903599
TGFA,-0.026789725082492243,0.011388250630881868
SLIT2,0.02687313485035619,-0.011155336393015245
PLTP,0.057006096021963236,0.017561858893258495
APOD,0.07517766717819817,0.028121989484493702
B2M,-0.00530688244179234,0.0641980649648964
OMG,-0.012588992494624227,0.01027269324107743
CXCL3,0.03810649217419205,0.014837447327322329
CXCL10,0.005701864873142612,-0.01968739744900416
RSPO3,,0.03740457305749931
CORT,,-0.021739519806316724
NCAN,,-0.04107370865391402
PRG4,,0.06053880867914998
ZG16B,-0.022425392196515948,
TGM2,0.03725993853170906,-0.01298801560842584
VEGFC,0.006135254007745892,-0.02453598243303196
WNT6,-0.02507617244837596,-0.012855968712872196
PMCH,,-0.019378593977623225
COL9A1,,-0.0019625044910302975
GDF11,0.020753785388683534,-0.009669651499436159
IL24,-0.014141375548975588,-0.014448212705087372
SORBS1,-0.037099012400618275,0.049144183343720955
DLL1,0.005665570286677265,-0.007256647533769123
TLN1,-0.011969230968775904,0.023847643212509283
COL2A1,,0.041672028212733955
SHH,,-0.06574804518902919
PON2,0.06042662158795526,0.0373979082357562
ICAM5,-0.013386549489885224,0.017905056934912428
HPX,0.030982340066894848,-0.02466288375596029
SFRP2,0.040013968392324906,0.0017198166266491834
CD70,-0.012660141115896126,-0.0006483990747638775
HP,,0.07100705695023594
CXCL2,0.042967061674222484,0.012325920109735903
NPPB,,0.03647390673186896
CCK,,-0.055029588101477796
SEMA6A,-0.006196994226619459,0.02080619281195089
IRAK4,0.07278257701035315,0.0033004674866311647
GSTP1,0.019839251181448754,-0.01868787015440198
VCAM1,0.02051606140841464,-0.021224816319313933
NXPH3,0.029698928944383342,0.033915214772034796
MTMR4,0.027861031014009312,0.022546351328992596
LAMC2,-0.020540991790157007,0.05724333160547292
IL10,0.0034372536929816945,-0.03380928460648318
SEMA4D,0.04418357438815651,0.03894360805151072
TRH,,-0.0373542740803968
SEMA6D,0.06052918645788675,0.032438032029497965
CEL,,0.05803411937162091
PDCD1LG2,0.023488673886704944,-0.04611450012861665
SPINT1,0.11074380415619979,-0.006633250380087909
CTHRC1,-0.009239095416188512,0.06398418778282805
PODXL,0.01800049553769243,0.01662305989939497
JAM3,-0.014950524489058717,0.05757393339228517
TGFB2,0.013433821372831502,0.002296178080014629
COL18A1,0.03407968366309866,0.022143597749048834
NODAL,,-0.021598636563543216
INHBB,0.042173785978859714,-0.007721584963210097
LCN1,,-0.022973641134019476
ARF4,0.038972395429764245,-0.008305606465121166
CXCL14,-0.022715337050306292,0.02199903782179403
LIF,-0.008364095232336702,0.018770740208582794
IL17B,-0.02280616524692308,0.001642069841235481
MMP1,-0.024913886927734937,0.02420782289129881
MATN1,0.06900635315902609,0.032107038661806614
ADAM28,0.028669210574280644,0.08107583440578976
TCN2,0.05333853667251603,0.026878491897865012
CUBN,0.05992333100138677,0.03005175264703647
TIMP3,-0.05432173543730473,-0.02278173876011502
PIGF,0.027782875483687405,0.09353636222168231
CRH,,0.11359168622932263
BDNF,-0.004340331234207582,-0.02378391251273675
CCL5,0.02261148246176106,-0.025882483986530435
GAD1,0.12596544061960485,0.04854789861724541
COL14A1,0.02607798800082792,-0.005102219062835682
HLA-A,-0.002681584099322714,0.02898987775321935
FGF18,-0.01468343208635748,-0.023635247757648085
ADM,-0.05158594403812664,0.043574123937317154
GNAI2,-0.024526469951761488,-0.04492176725975988
COL11A1,-0.019289761759546713,0.011432557011070892
NUCB2,0.012343132531954827,0.04697140879275118
CXCL1,0.0682387932327656,0.047038216300141406
VCAN,-0.015476427024009462,-0.0018502724153941928
MMP7,-0.0029263205893825537,0.02461736135193336
PTPN6,0.04492080033296409,-0.03476702639273526
PTGS2,0.03396409434097967,-0.02194723340739058
XCL1,0.061097897572008585,
CD58,0.0023686666320408647,0.03545699901985551
TNFSF14,,-0.018906955059524604
CNTN4,,-0.0258748699029951
INSL3,,-0.021026892073181504
MFNG,0.11630891727795475,0.04472016921381202
ICAM1,0.035369911562589174,-0.026901056347678757
PROS1,0.057676921102356345,0.028901565970175635
CLCF1,-0.006249228451334205,0.048490591513518366
PSAP,-0.03016072638174938,0.01709396321938995
EFEMP1,-0.0034744944924478983,0.05387209427594046
C1QTNF1,-0.017783538199638797,0.06721217759317731
ALB,-0.013386553890863111,-0.031168974177738857
CCL13,0.06521306245952502,-0.014035218731213094
EFNA3,-0.0036913514519826248,0.0355725092573199
DRAXIN,-0.00830927349288783,-0.0324944378526852
NPTX2,0.08645883944792541,0.057476681688732045
FGF11,0.021162087783390984,0.007142859943822213
CD59,0.014288358446575734,0.016668896071507365
COL9A2,0.00017820207979213823,0.014644841518740447
DLL3,-0.01715379301460134,-0.020968461978282716
FGF5,-0.03229621093501935,
LIN7C,-0.02421046675386721,-0.029442279772517083
PSPN,-0.02887307404873963,-0.006901406342253885
ANGPT1,-0.0032961926709277334,-0.031993913327122966
PNOC,-0.013386553890863111,
L1CAM,-0.043329303311536456,0.017097295207982498
APOA1,-0.026769134401877292,0.03204894184995704
PSEN1,0.013961996167056278,0.05093912055335372
CALM2,0.056322908311368484,0.045968317008620176
CLEC2B,-0.03931245198187997,0.045271959365949965
NTNG1,-0.021936696716551244,0.033579182330448355
LRIG1,-0.016466256336758692,-0.04094221294755575
NPY,,0.10275489344459976
MMP2,-0.061945253867451124,0.009998262311000424
PPY,-0.012381965411556872,-0.0076294636033395315
ALKAL2,-0.005018177514343402,-0.0038407859965774774
CSF1,0.03155661288339125,0.045114707901123645
SEMA4C,0.052977776218661746,0.005876843795168003
