,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF275,UKF296,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,-0.03027059745620215,,-0.02941801842790121,
BMP1,0.039658739910312775,-0.042790645656817894,0.019480381160401287,0.02864185330636338,-0.03867083257578413,0.07040008385428975,-0.024626902871686875,0.029452984752927673,0.023721984622012096,0.06823595371152207,0.026638879162972705,-0.0070805966245037965,-0.030980550818491277,0.05107292689877206
NDP,-0.018719220640599766,-0.015091889344248861,0.024939297651036283,0.0576867913585174,0.0033681979003763233,-0.011688697188220852,0.010949585305210046,0.02993586431043068,0.06421487161523533,0.02677343128377899,0.010731535715057593,0.022275902412880598,0.028685605610390907,0.019303068394867166
TNFSF18,-0.017313939833903634,-0.01250048086272862,0.011817409999378187,,,,-0.02095066319349219,,,,-0.03121753284915895,,-0.01404271866250409,0.04965208697610134
IL36G,,,,,,,,,-0.01808104487412339,,,,,
RTN4,-0.04036067907764607,-0.024486926755391446,-0.0020454759700368886,-0.10580257257457162,0.07426757963724899,-0.13366562471181587,0.011687726046513485,0.04292328141945366,-0.14053008227103908,-0.08700074265861367,0.04239488525297751,0.11787679905874306,0.033962442444943106,-0.10886847872128594
HEBP1,-0.02842319767969266,0.09352215984611932,0.008729243631671399,-0.007994606493180208,0.07805762290787588,0.09268881352296839,-0.0077593698128633395,0.01818099449512778,-0.04670127787775269,0.05112907224647669,0.04498315738377555,-0.07212882623039389,0.02108238835531277,0.056456765741343104
WNT7B,-0.018199700371322354,0.04753220189897396,0.06005493833268062,0.012123112666383098,-0.009147542556101453,0.05592677618937383,-0.011950192395120813,-0.022826089444308306,-0.019873152001577053,0.01681821395588686,0.011116092798005286,-0.018686142543634363,0.029221680911958897,-0.010282067736559795
PTMA,-0.023252712288284322,0.06901483042881254,0.06294223148978853,0.011385929273474095,0.0013195500202130006,0.05893317872470213,0.021496898603973014,0.010497557991075095,0.08068163459294034,-0.002490904711187699,0.02843722740131292,-0.05912410143008768,0.007089826817061875,0.04057111080137346
FASLG,,,,,,,,,,,,,0.041551430890558495,
CEACAM1,,-0.028370263051774515,-0.017552368495520956,,-0.010361038583495042,0.008784864303341305,-0.015623069637977214,,,-0.01400105451802282,-0.009858932748186538,-0.02073676715472117,-0.022841299144223864,
PDAP1,0.03827461543614318,0.05755598888988554,0.048616351081485154,0.003800818910210055,0.006087789000361105,0.03770551986695904,0.01643381386786734,0.022811283522529938,-0.0029567103889610903,-0.009134811780849834,-0.025893783070242055,-0.054356319541208904,0.002010886891258086,-0.04971358002884197
QDPR,0.009866600986682683,0.01596042057098939,-0.03728827527121146,-0.0014419240143454,-0.01847935389450911,0.012913833710255347,0.05759108174864178,0.031104493041565897,0.0010442059111956602,-0.007580796025811133,0.0674553531307054,0.014146188854993226,0.04419014772753717,-0.10091362813083546
POMC,0.014201691259047952,-0.05613202874714017,-0.01857439301203528,,-0.008446768977099037,-0.04538177370856983,-0.024309492830308633,-0.014177294277432646,0.02649925719782643,0.08706409359417346,-0.031550632561773255,0.02398235131642826,0.0030099966199946806,0.010602778594260983
CCL18,0.05003625826358121,0.003200648948483186,,,,,,,,-0.03418964798839963,,-0.05804188338524392,,
CCL17,,,,,0.011249106839387705,,-0.015560960359776251,-0.0065176291074093996,-0.016517547813201645,-0.02021140117504248,0.015734605528841525,,-0.023125790405110917,
VEGFD,-0.028048682359911235,-0.0354034189941498,0.03486040284404202,,-0.044253274826269666,-0.026711976917327573,-0.027838831818976163,0.01966107033550166,-0.01770236759497908,-0.01400105451802282,0.007889263796320318,,,
TNFSF13,,0.051297825503190723,,,-0.0023626798233107147,,,,,-0.021969102071449434,0.0772489267734481,-0.023285999684044247,0.0561089893827602,0.0410775993591356
WNT5A,0.08636629960613725,-0.012518533109806912,0.06330919441386718,-0.025612876827026003,0.01842918483526271,0.31148773815888653,0.030002395446441378,0.025494860384527456,0.11963707997745135,0.01598928520539527,-0.02152155970354598,0.02558043538914001,0.0033221861409442085,0.04677667436375688
CXCL8,-0.012063451137150983,-0.0020673552641064475,0.024425207747261733,0.02765972045032989,-0.05649018996852709,-0.23538281895251184,-0.026215583656959474,-0.004592087425111874,-0.012691420061434918,0.03460748148487958,-0.03923229325596821,0.0375813492267416,0.06871981130976365,0.12375287364309626
GRN,-0.03541300661048737,0.04081468571868091,-0.026822413363897013,-0.059467704332360496,0.011219120274952315,0.02707648750055754,0.008031635517309642,0.005131480571053167,0.03847266779396453,0.049199970957044245,0.021879317855633157,-0.06140947214826235,-0.03363526134941815,0.015977979058911084
MIA,0.06508811317816156,-0.05975350642736313,-0.03687746547302218,-0.007349893508625799,-0.0421500060029823,-0.021675780823047303,-0.010973889079832672,0.04984912119453236,0.0035966192317758204,-0.010929850127947857,0.036899821513195506,-0.023583631274287926,0.025169517831875314,-0.0025877498893172703
COL4A4,0.07857148821285664,0.04605076823396724,-0.028185713814020345,0.03449020522661053,0.01309750286409694,0.31397663093701417,0.034120532598527764,-0.003675287994327505,-0.023517777005410207,-0.02241787747301526,-0.017105363112287972,0.07945391843471403,0.08238386158902361,0.13862584293726674
TAC1,-0.00464777074896437,0.014970296775955814,-0.019576130884451547,0.0747467514622437,-0.034589828973311205,-0.151879364127775,0.016670671884866692,0.02404725183255703,-0.04167842270697986,,,0.01903818619172727,-0.01687464072179135,-0.013583392782497207
RARRES2,-0.07679495096858713,-0.03627811968590526,0.04404792915356922,-0.012675805973373932,0.004512140274445842,-0.049385719018790276,0.06569128824603794,0.0018553181788162861,0.10679830270075305,0.040919497063342636,-0.04635771666057231,0.07107910905720193,0.07610373113663361,0.07926373324718838
FGF7,0.03434808165268606,,-0.01805864644196772,0.07509194207165809,-0.0063725707012471395,-0.07244959152946531,0.02702665473715227,0.041943512172119286,0.08538416158100014,-0.0167786354013471,0.03278264422832119,-0.0196428784075599,-0.01001936119605604,-0.015152824965091476
EFNA2,,,,,,,,,,-0.013307065325728616,,,,
HBEGF,-0.01746894813869928,-0.007706170781115979,0.0002624925172468002,0.0569345072634795,-0.05730647297205266,-0.10379392906789517,0.003081719967025544,0.008774871885446331,0.013503069772825374,0.020593576135195576,0.03997674889764875,0.0018375950823195934,0.01691185510550819,0.07671619092528158
CSF3,-0.015981378297045126,,,0.03131931793215911,-0.01066602962378542,-0.1930928826433107,,,,0.005226325536711218,,-0.02972898833102094,-0.02434788972233533,0.009975742945157564
PI3,-0.021667491090801023,-0.037245877624784506,,0.056287954959332,-0.011900435342556817,-0.13828118930628291,,,,0.04749495536449756,-0.033910083202142866,-0.00990879171856658,-0.029014922610872115,0.002558087660700736
PCSK1N,0.00923114275413579,0.11582478929138204,-0.0695214090312887,-0.04905495022153555,0.013600337741216207,0.1278966066649187,0.000904244146404044,0.01807369574804829,-0.024090579303902102,-0.05147190933910634,0.00976497472390517,-0.013787493335549876,-0.022393260063772548,-0.11724511133674353
NTS,,,,,,0.007183624323976378,-0.022204803553817792,-0.006373282678767693,,-0.016212133905123004,,-0.0519994291692328,-0.03605590457089287,
SFRP1,0.06383748148776063,-0.005783893427000206,0.009437685150246606,,-0.005635740567349722,-0.09392568005616557,-0.009141704625978304,0.0032251420098203818,-0.009653236401062032,0.013997118639221741,0.031604473261140756,-0.043494493001311224,0.07048846861369713,0.035524637154358454
CXCL13,,,0.017985315774941186,-0.0033797057488907096,,0.0542635107747014,,,,-0.03418964426760857,,-0.04849416644756792,,0.14472318185124972
MICA,-0.03272570140187601,-0.06040347720047736,0.005560796473868253,0.0880243676148326,-0.04306715710263748,-0.06252919147677512,0.031053764618363424,0.06322183083020712,0.01835166208692849,-0.001379076973679682,0.030053413033087235,-0.0009859636309110837,0.0005228515475476122,0.005413242292889297
TG,-0.02612992508233677,0.08070957422012542,-0.03004183742554684,,-0.01462499721047764,0.07835735296993904,-0.026324538807224813,-0.020446066778274607,-0.024811687489966934,0.0217946745892139,,-0.024467414229332088,-0.047483029132975245,-0.035655616512694006
ADA,-0.03157311969097275,0.03719057783361117,-0.028236133717251397,-0.0092594914418601,-0.004394756685738453,-0.0012467871445282414,-0.014785214427490928,-0.033206056721702674,-0.007269455503563334,0.00023098044425196864,0.018426115110405778,-0.03958906965952688,-0.004131637721428231,0.02135991723859858
LAMC3,0.054078491893515164,0.04535744696519435,-0.014906012444503139,0.021434828695934445,0.003819773451846012,-0.0513485724419766,-0.035060821188520275,0.024930362092128514,-0.02059729750689454,0.08771749336924714,-0.0022456290483633626,-0.023906336982531577,0.05347438432599583,0.11191736434275705
CCL7,,-0.022519558130982734,,,-0.0021640824214126933,-0.10149660287762399,,,,,,,-0.025514228273858457,0.042561747458900685
NGF,0.00817127979921448,0.007901639569986432,,,-0.020384134199391668,-0.0790321691124951,,,,-0.013128195980137307,,-0.05103817632221644,0.029302363102901158,0.026508457450042506
TNFSF15,-0.02157420285248715,,,,-0.05008014863776485,-0.07914101223083589,,,,,,0.020910644112403908,-0.027091035820915172,-0.04414674008808432
HMGB1,-0.029878711434781925,0.04504192769741876,0.05969340931715012,0.01801363888927438,-0.01479528969359337,0.10779653806047514,-0.0002782515603313581,0.10705952534601985,0.008198425101597242,0.011693239083124517,-0.024722117489212346,0.006378360499404304,0.034253206841520105,-0.10082712010100485
ITGB3BP,0.03595768707588197,-0.04621623312024149,0.05978310225343479,0.022997408701598183,0.009425704068690552,0.023941800388533246,-0.06782092212291976,0.0459550462074894,0.10959880671508804,0.03069226118730745,0.07395207185396438,-0.06312091077605171,0.037759684610093,0.011276079707358194
AANAT,0.00249712590850929,0.020134644582007158,,,-0.04556781825091291,0.06072003029860213,-0.011628705011677513,0.023916247520690496,-0.022156710470896568,-0.017907705767882406,-0.03928545233705449,,-0.026995117512636266,-0.0032246742021879806
RELN,-0.006235578286752623,-0.006355025544871277,0.08761150079343566,0.04279416450084997,0.0216032704992225,-0.010434144759943993,-0.040905000113259364,-0.046915863476393656,0.003012099585867441,,0.010171693054752245,0.010792851533580734,,0.01619483304012717
IL15,0.04308212569310013,-0.015574060319358507,-0.010648831535064967,,-0.06034640013758644,0.022049431665064873,-0.0022847433947432876,-0.038785949321362034,0.013552909709538959,0.022148514300999664,-0.018123179089742206,-0.019204269746747757,-0.0024416072084775665,0.021423938175878572
BSG,0.08670538208640668,0.08676807194378797,0.026267095113798926,0.028496344001198035,0.03428229899661087,0.15461471011781297,-0.057528942032168066,0.05793988288243517,0.03310846367549057,0.09220580006096121,0.03174858583669183,0.09612217203495325,0.08930538554628122,0.024660157937487198
ADAMTS3,-0.032656128929696666,0.03602857933749873,0.010758777070726908,,0.005859226720196316,0.06064130194012695,-0.032027026231756614,0.042148424758142074,-0.003653688208766526,0.012384492247143544,0.043154298532980376,0.02776867817656963,0.006476103921460962,0.02396391449592984
CD34,-0.07990706403174117,0.0055078395226930855,0.045265180661426416,0.10786550916352954,-0.031217751553538096,0.009996829216358756,-0.012676258224500388,0.051584995457825494,-0.047588944048579496,0.10637942218796817,0.011276752761772387,-0.0028480708660237673,-0.007858459305391311,0.10045234680786116
PLAT,0.06081864831930483,0.034619754207278794,-0.007945852543547906,-0.020344964649983834,-0.008391703976528346,-0.07297915412933091,-0.041769342545644475,-0.007619231009070233,0.030419560336928126,-0.06920953044701032,0.0650279342527292,0.042772604955988475,-0.10899985657303553,0.03180623055480311
NTF3,,,,,,,,0.0001403611022196455,,-0.03382426390710745,,0.01930169230846359,,
LTA,,,0.005955791074121629,,0.00038626088286966136,,-0.022800347758593055,,-0.020549327431875465,,,,-0.012051663703504367,
CKLF,-0.007828058683037684,0.0075615580688462,-0.0016380047364578359,0.031343458979893456,-0.01825702436554275,0.07706827847962414,-0.04113413097355834,0.039738384517266384,0.020632222181425824,0.007915351481065912,0.004710845098610427,0.015577161627187358,-0.07191552949647403,0.05847888940252126
