,UKF248,UKF255,UKF259,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,,,,-0.016423461857349657
BMP1,0.004901034061970143,-0.13813978778752506,-0.15845725066726316,-0.03949131467104577,0.04544128833561838,-0.03441991844133064,0.0034458750424226346,-0.009839113467104395,-0.09948659988879133
NDP,-0.07742383910859538,-0.02801708246489348,-0.1908104483330059,-0.03532830889783063,0.007450557865973305,0.01767262611965497,-0.00618853383487399,-0.04167380664885208,-0.08297611033669378
TNFSF18,-0.034273994794990825,,,-0.011390333515494821,,,,,-0.027703443939764323
IL36G,,,,,-0.016645197919975683,,,,
RTN4,-0.04727486921580239,-0.10146004846417875,-0.08133922477758125,-0.01577040681622286,-0.012472358686809923,0.015652820668535516,-0.06693749559053251,0.04495120253928727,0.06729892771259297
HEBP1,0.016807291371985018,0.04754143895175145,0.055180456521202494,-0.01787688715309661,0.07457943480007452,0.08219765076404359,0.052772546675658734,0.07268470195148607,0.002754674226451085
WNT7B,0.01085037356437709,0.05696469709142743,0.0969331006847129,-0.014848465032730414,0.05568229244589894,-0.02851338232338132,0.024604633242843666,-0.0054715219515003985,0.12114481554506239
PTMA,-0.11661137371148196,-0.22464270432174624,0.14194396805167747,0.009553394476840019,0.036265787285404194,-0.03073808454958081,0.0381552483689943,0.03988653484994258,-0.0027575671352004045
FASLG,,,,,,,,,-0.014244062865934382
CEACAM1,-0.021814458384293578,,0.004405085135116645,-0.017914281054732403,,0.02768931651003294,0.01311192892879034,0.056447077610035284,-0.019818521405916008
PDAP1,-0.03896335132253812,0.07735544143357839,0.046913072206330245,-0.025425935679334537,0.015314968147808706,-0.018249640188059264,0.021639350653695738,0.029069352755347742,0.04634723341427183
QDPR,-0.05764576641017362,-0.09835516601999764,-0.0691829633266797,-0.0485357536713095,-0.0668470267325127,0.017848280311691722,-0.07586951131096445,0.02869134538604302,-0.037020743926585754
POMC,-0.014959911811115981,,-0.010909111333516311,0.06877665176840174,-0.02501307190051474,-0.004908723218070445,-0.04490896729208408,-0.009695419015344865,-0.023661069883512978
CCL18,-0.02722238294571974,,,,,-0.035346060926285325,0.039545977105953825,0.02122216613084173,
CCL17,,,-0.026380748567503588,-0.014205963523640707,0.11604776644166372,-0.009673697541591407,-0.0012519359306115436,,-0.012910643100256516
VEGFD,-0.001173722791958701,,0.06710087831414789,-0.015135252577512926,-0.01629659205659576,,-0.02312598613714943,,
TNFSF13,-0.020542890255312446,,-0.02538166574955215,,,-0.012964102732314778,0.07345381419051654,0.04279205135732579,-0.021036815324273803
WNT5A,-0.014013027077178247,-0.1719935794024643,-0.10848086592593603,0.011688688939136611,-0.019466518963649,0.04683236638411567,-0.03619871739529563,0.0070257928808872385,-0.0730444770462216
CXCL8,0.1905817511337152,0.34148874375991356,0.4237004056618328,-0.022233826003508827,0.007927601338031163,0.026388012251121168,0.07862793921446565,-0.0027950165069267766,0.15554151205264222
GRN,0.010105847502133988,-0.25122017372552885,-0.11609979682086924,-0.0014936113633229652,-0.0343662268896027,-0.0333717743026241,-0.012431295076234907,-0.0437967798001395,-0.10099035180696646
