,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH916T1
IGFL3,,,,,,,0.12101748473506883,,,,,,,-0.015471715957966361
BMP1,0.05077488881247344,-0.013910121417883132,-0.013475175632463459,-0.03672328012597414,-0.039827456949029255,-0.07856249595528968,0.08038432258910093,-0.009713575590600544,0.030351296682311815,0.04275223704952665,-0.00820648096336975,0.05351729234103139,0.002869420231102879,0.003876519741205371
NDP,0.10882381069655045,0.009493049593885094,-0.008662892891033006,0.03173330311654304,-0.011260090477832,0.08799387515325721,0.025371526497011982,0.06225983278965166,-0.04370731067239405,0.015214977528764953,0.005072410020752249,-0.12922784137758123,0.004326717599220475,0.05238159322448768
TNFSF18,-0.024816100339025236,-0.03151831967417101,-0.020985719066153943,,,,-0.01619687567432805,0.028478352528118606,,,-0.02705030011120582,,-0.04352269688758497,-0.026098018762205525
IL36G,,,,,,,,,,0.028748718426079428,,,,
RTN4,-0.05045093461799841,0.03996471675534564,-0.027182554261042643,-0.060959042407373994,0.02357899784066761,0.03685739681436782,-0.06961213047140134,-0.018780400788347296,-0.020235586473837486,-0.06878475884397216,-0.04436325851456223,-0.004040568343725479,-0.08736978772359294,0.02163837310060766
HEBP1,0.07753716369917968,0.03401464132190919,0.008674899878149,0.04020901139695835,0.051419121194616633,0.026881447568189446,0.08004315197499362,0.006884856149759056,0.03935590440119062,0.019655343986933655,-0.041034652590443685,0.0062550491818028795,-0.11466211885419086,0.06203332138574736
WNT7B,-0.017092000167217986,-0.005562130593892007,-0.019936823218783758,-0.0357238577784271,0.02251482111024005,0.019980958525175258,-0.04491683196347455,-0.009914613044746228,-0.0430245104305871,-0.01657785805923038,-0.029779740166808316,0.02704368563988909,,-0.008014936573698495
PTMA,-0.06403695681005273,0.003350463926028205,-0.03424076735848216,-0.03497384205553687,0.02724169069276914,-0.0215781414636738,-0.03971432088650099,-0.017794039346354155,0.12792004206757354,0.038948652894252284,-0.03214596082715955,-0.10423775589586588,0.027456116334792363,-0.013299568301564226
FASLG,,,,,,,,,,,,,,-0.013418613972092057
CEACAM1,,-0.020060546691089295,0.0061784027655368825,,0.010612157819303615,-0.015610033961636021,-0.038655478762320034,0.02173208570581367,,,,0.007231594897460323,-0.030603842339149787,-0.01867003050650922
PDAP1,-0.020914881318912167,0.056556319950462355,0.03415318575765101,-0.01882954513199795,-0.02056566454489688,0.05387317613419274,0.05251349520765634,0.049661879120182884,0.06294057100108992,9.538829104377957e-05,0.04329528984722754,-0.03263044295762373,-0.01905498351774169,-0.025415729325692735
QDPR,0.004432777550012763,-0.03573452961431609,-0.021401875268753093,-0.03768664743442671,0.03487487338352292,0.016273024802089125,-0.05903736827143825,-0.08272760563075839,0.062194271328581845,-0.04342065249343555,0.04651906354115028,0.004273656871215191,0.0438321862582437,0.04270595210546394
POMC,0.0172371200778549,-0.007273144371962605,0.03376840407521044,,0.017016588562675083,0.026863742938182524,0.00746306855000526,-0.020849688819749513,-0.022256553483374898,0.00944762218104077,0.08202592720863072,-0.04367028395324146,-0.029941373203735404,0.1449102204110829
CCL18,0.0021824030107896572,0.0026822732058367884,,,,,,,0.13148474430382195,,,-0.0375815614643744,,
CCL17,,,,,-0.02544022501442972,,,-0.02241071481001101,,-0.01377866797939644,,,,-0.012162466392093643
VEGFD,0.02875754454230208,-0.0250336748186026,-0.021914628252494385,,0.012928648362596483,0.009572530240677462,0.0138540553201887,-0.0004495479932756011,0.11272139118301108,-0.0147670252448426,,0.14625466990130528,-0.04160525301274267,
TNFSF13,,-0.018891214344030287,,,0.014779815862821932,,,,,,,,,-0.019817723826094848
WNT5A,0.0036222229739017275,0.03805847037524251,0.021030184202315907,-0.050234542946787454,-0.021951926032694226,0.002395425901489227,0.03392036384387151,-0.012355658786864995,0.03336468156776632,-0.01076848237929112,-0.013134038886330258,-0.041340677260307504,-0.09976186358823694,0.028627802202080947
CXCL8,-0.05776865008634655,0.0645297441045018,0.010813069371288496,0.06854684247956429,0.05018538109914903,0.006960737222577517,0.004533712110029601,0.01607056557009482,0.0706765887358868,0.05427672781440939,,-0.0002849960095802771,-0.07008164695171075,-0.044097466307256
GRN,0.06176107407297133,-0.013185602328827244,-0.014857806619332668,-0.08128838495361186,-0.01156519989748652,0.0010734056698560894,0.04653685325162776,-0.03676058088402806,0.04077558527152671,-0.05163815109524179,0.03443629167843154,-0.022870619175243696,-0.011285248881323451,-0.009630086272479268
MIA,-0.02233956067270254,0.06315759768603393,-0.019489337815939343,0.058715584385574386,0.02970549601645149,-0.02698904456714064,0.011758260518697439,0.014102844523509031,-0.0017947872846078288,-0.020224117809551086,0.07741851830805732,0.08865686383940849,0.08439280430318541,0.038491956856863595
COL4A4,-0.037747595056554235,-0.017940626737974995,0.016957728457282068,-0.007423644862287055,-0.01799959543594871,0.034133718506610455,0.0010226954124883184,0.022833446335987457,,0.04828665119186394,,,-0.032577732492458815,-0.03571734036105204
TAC1,-0.020884739834073424,0.08622217759387717,-0.03168961066577832,-0.0264594047535697,0.03438286595933271,0.09143765159302336,-0.08488436886943439,-0.05412859196204428,,-0.03476745791075751,,,,-0.01598879880404398
RARRES2,0.03080595587912523,-0.0445846105550737,0.011119303732679693,-0.025984555096350337,0.02385527898233818,-0.018458333325058147,0.08429050188386036,-0.014461408748883369,-0.0414095819445926,0.01627456029230641,0.0858954473105691,0.006042910341208006,0.06068920372146679,-0.053925742694691595
FGF7,0.04779915791050664,,0.054036529064938825,0.009464752776406595,0.008708918932675391,0.009501371618282213,0.07371384434626306,0.024950442732071556,0.14595974230687972,0.046098043380212915,0.009899653067184768,-0.0784640050166646,-0.054845314695097805,0.0066772339571063875
HBEGF,-0.004265609426378389,0.00809868188482567,-0.023805018337890477,0.053538101409894914,-0.01336103664607228,0.011323414170919999,0.05620200431536882,0.06735237730101634,0.07550686550919058,-0.031044977592355492,-0.061134146845398904,0.07132939555546293,0.03959932760438229,-0.0363167258993403
CSF3,-0.037747565171670466,,,-0.025357423834851,0.08759241320005456,-0.009934432759729175,-0.02062329120269968,,0.028040217298983178,,,,,-0.01280520082897834
PI3,-0.04471761989988003,0.0889162235983578,,0.0321253748474303,0.059754694407877534,0.03888116818164759,-0.023222098092220846,,,,,0.07209562198534,,-0.027821447290442697
PCSK1N,0.06493640090229515,0.048481773842251795,0.01900818047823291,-0.02173235442702358,-0.06367335234238272,0.024901411502104443,-0.013871204000742243,0.024979038474283576,0.1032792139696434,-0.059323058547414396,0.029823545026084152,-0.004250564061619186,-0.018577348142768808,0.08328542215465368
NTS,,,,,,-0.015179895021448122,-0.025348505691963265,0.05668735132850776,,,,,,0.13868535127565912
SFRP1,0.02197981825881139,-0.03154664779449253,-0.014994006318722256,,0.07080003056915647,-0.017038016654719716,-0.017409657658891603,0.010408790551262129,0.03766838576966868,0.07771021361855963,0.029973032944683856,-0.012918351444838095,0.062440688288911986,-0.0185221098796882
CXCL13,,,-0.03699746877462942,-0.018412490065294034,,0.004256454122914039,,,0.09340773403934978,,,,,
MICA,-0.044572665998546916,-0.012623311826743677,0.0465945423085258,0.005140511501327707,0.02652424194119916,0.012810400076656833,0.07419664735139585,0.006664856656792901,0.065118322617519,-0.022077575546547896,-0.047300313515235996,-0.024383462600833124,-0.0033826859562794158,0.011783556059203221
TG,-0.030090834397958562,-0.003209582721970012,-0.02080534250081898,,-0.00026799939762796765,-0.03613697948858063,-0.024890467357549143,-0.02257794707134946,0.0033623758261928345,0.04406671794582512,0.09340010076210174,-0.0018633925003344513,0.03353828522405009,0.10615920482954658
ADA,-0.04449942825220128,-0.0017501663075474038,0.025225430356347927,-0.006031479392336258,0.05751812869397376,-0.02464918310289779,0.08891907672337462,-0.05223264383913169,0.06881805734252419,-0.04617504449467265,0.02969067212875273,-0.037154796815657226,-0.01459385878827748,0.04333169522367114
LAMC3,0.15133246472739534,0.026064419609129537,-0.019802685345801076,-0.047333329698237385,-0.0310530173791255,0.03791414750108055,0.06360351461825554,-0.032219364608636794,-0.030478361754861124,-0.036233672134314936,0.013165256821485102,-0.0413003330835299,-0.05488180974728039,0.003871883423747058
CCL7,,-0.01592352691706967,,,0.09869166910434214,-0.02238624950287652,,,,,,,,-0.013418609200593096
NGF,-0.021747445326503002,-0.002042196210701011,,,0.012139033345688797,0.08216148042959227,,,0.09933440576472045,,,,-0.036457698317894596,-0.04017491151611338
TNFSF15,-0.02690430402413968,,,,0.04142621221334593,0.070440655796074,,,-0.0143864702037873,,0.017590925914706904,,-0.046816221483956325,-0.03545428871410638
HMGB1,-0.034518810488029905,-0.020302760704631585,-0.014330213904242408,-0.06412521795494863,-0.02168221040262423,-0.005068095819632863,0.02231439525570638,0.03687790307917239,0.10317156326363794,0.014160525477853424,-0.06687724735271385,-0.11257008567208877,-0.06252414278371075,0.05007196340162526
ITGB3BP,-0.015374895370221537,0.002676097830887238,0.021950251710274742,0.02357264506806311,0.026956404347918333,0.015968568494018412,0.049874770401896834,-0.026022808898161345,0.04013171956282194,0.03500045807230099,0.02060837733742393,-0.04662258936126835,-0.03986803572766003,-0.025978307238643226
AANAT,0.14829875179324165,0.034750961271992516,,,-0.000787276257643152,-0.01493479881514208,-0.018602766770703428,-0.02030447974719795,,0.055374131378377316,,-0.05118092128011434,,-0.014197448119459525
RELN,-0.021873850679636486,-0.011056056618795867,-0.04882331206868882,-0.028556333664205284,0.02017740565074936,0.06873415746367613,-0.04071707012079798,-0.018107010422831794,,0.0776589055999816,,,-0.062151560813500775,
IL15,-0.03824400376397513,-0.01570054562525542,0.0639030623679584,,-0.015345155209524723,-0.013591473200346243,0.026085448206907173,-0.01873633149813561,-0.033828129264595254,-0.017141910417610123,0.013827909362347499,0.14027686179721038,-0.025942893707427635,0.032719131207125135
UTS2,,,,,,,0.02994222261689201,,,,0.05979211727375373,-0.033797965018833344,,
BSG,0.05988125668418376,0.06119444119129907,-0.005560594653645307,0.004913139999532003,0.07140195428151605,0.06892716440839211,-0.012531219650837668,-0.02605268269124446,-0.08541971180793825,0.09090683110315714,0.13426009460959273,0.030659378614702745,0.04085264562568419,0.0066373984564111815
ADAMTS3,0.00814400440190122,0.034760952012551825,-0.019048489070622333,,0.028123678021195534,-0.017368241113558794,0.0639974717827491,-0.002426768428238423,0.013102338697792712,-0.004541192153266418,0.09197815429030425,-0.02378005872596403,,0.08952073861083658
CD34,0.01686020956893549,-0.009719153860474585,0.03558285985189069,-0.04204539908037734,-0.017782278526204735,0.018179872451597898,0.05149332095659662,-0.006064506791856548,0.03255871872998989,-0.005229087580553392,-0.029230938523941194,-0.047328901562023365,-0.0055609396743285895,-0.025105597823834643
CCL23,,,,,,,-0.021166995590199248,,,,0.018354792245712626,,,
PLAT,0.03688969645022328,-0.006486645826017309,-0.04011141676500961,0.021021285740318148,-0.045692413523438835,-0.04341622389928676,0.032508665512791704,0.05311890441277467,-0.007944192947967308,-7.5142524936654415e-06,0.007537205858374956,-0.07147617491713089,-0.08829168873384607,0.04900792126878871
NTF3,,,,,,,,,0.03451210563388134,,,,,
LTA,,,-0.015300314271330823,,0.003364915081438186,,,-0.019555330054275885,,0.022142424810100328,,,,-0.01910762556201018
CKLF,-0.015994105985533875,-0.03469100433100786,-0.043945085508985626,-0.005587863461761802,-0.057940851471110125,0.028905808485853845,0.014070840723049385,-0.003318824071485074,0.07964522003244733,0.035538010429138754,0.09424674022971931,-0.0068538314384266824,-0.035458737994426934,0.06834007951815971
APELA,,,,,,,,,-0.026520686787933383,,,,,
CD24,-0.03377778602973582,0.014893925297223097,0.011090528913922194,0.023194497284290246,0.04314872882119618,0.008118542572054526,0.08221586067926362,-8.097041175192949e-07,0.0480912836787813,0.02061819490668103,0.13363296060091565,0.03184255741068893,0.1192664600376446,0.05951562868854211
HSP90AA1,-0.036244522071181846,0.00705263694060895,0.026013299883807208,0.050277073441021426,-0.015979170430430362,0.07480682394589339,-0.06933814363199095,0.02595371523043148,-0.007786169353106881,-0.026883699304402625,-0.028575886280467817,0.08307143413304943,0.10959339953849775,-0.025528907159027305
