,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.004718171225097966,,,,,,,,,,,-0.024579781893352005,,,0.010853328429864762,,
BMP1,-0.013110096926037472,0.07155711261082558,0.027950324385695318,0.014187793806475156,-0.041784759015111986,-0.04027614864244076,0.05018130981604617,0.0841501507245231,0.30878609534971385,-0.03924849659694585,0.06754326348496997,0.033775378975189715,-0.0006614638404348295,0.018449459592296578,-0.05983749561197034,-0.1125498541026862,0.12426007207702305,0.02059417169703158,0.022187107714911666,0.03874139566294521,-0.022098468388860093,0.03978376485227993,0.016913093688358714,0.0944827488627767,0.032207628130036955
NDP,0.04650253899694257,0.09989633160851706,0.0015022275672267116,-0.020628145340807855,0.018932981727947853,-0.04086519694980087,-0.04550697635451737,-0.0012933200584132254,0.06760804240490732,0.06414886270378982,0.01696872220478771,-0.001323797055355059,-0.03236435886722386,-0.02767236956270846,-0.005721243632716172,0.04724461786082393,-0.014794380775269074,0.10607844823491004,0.04101683995866755,0.030381190030832516,-0.006363156162695272,0.07601996862214022,0.15019534023096817,0.01938980545731111,0.06566424391676633
TNFSF18,0.2118807235236516,0.01669789514162592,-0.007380746760175508,0.04945909754368175,,,,0.006199815356502772,0.03242011929861039,-0.026631601038455795,,,,,-0.03982968965769436,0.15643415546459985,,,,-0.002928419094034912,,0.10225899256754292,0.025382788158573522,0.013507594122288066,
IL36G,,,,,,,,,,,,,,0.013886068125286706,,,,,,,,,,,
RTN4,0.015089059051796585,-0.16104580807731697,0.030212852487561313,0.0038424918894570024,-0.016730946794519842,0.007174647249747062,0.005333906661890012,-0.018698651517070352,-0.2881768051742429,-0.005158992181756289,-0.08161453781163854,-0.06065481920169634,-0.04693697281140322,0.030221080149034917,0.09677122356771672,-0.035018236810977585,-0.07584108764785803,-0.05164850753580313,0.0324587312216914,-0.05679241474740683,-0.015887225662500323,0.04992367573076662,0.03664490486305506,-0.060696404049472914,0.1395787996682311
HEBP1,0.046967998258796155,0.08381751496536237,0.0687753430054939,0.020848145665558027,0.010759205437025864,-0.021158680148804388,-0.0007120179753611371,0.03861572076868901,0.15062142695848918,0.11515687143841989,0.025384323735481534,0.08273732421897058,0.023364342844589908,0.05397405390241781,-0.016508305288160913,0.054070501491537984,0.04285363784011136,0.0296748173324013,-0.03320680028043989,-0.036483495997093746,0.036233625117935285,0.0018659919679364725,0.09749431483292446,0.07867872955829916,-0.03195090117053722
WNT7B,0.003710527516132095,-0.11062806386337558,0.0075387427209774645,-0.008038349565844694,0.06932631618110152,0.02234321284959967,-0.03906263596802353,-0.02847291223236258,-0.11468551840729188,-0.008959543866057072,-0.03429423290199697,,-0.01979905292342649,-0.005069197381810018,-0.02699395378566499,,0.04389438658959244,-0.003970041899391778,-0.004790322908846063,-0.02011836240318729,-0.02919814419830627,-0.06187018404269579,-0.011421624615517482,0.09889371567160178,-0.02977974515578351
PTMA,0.1018739674681893,-0.15588057240617162,0.015266419590361038,0.033632485253559226,0.10576481869080058,0.0059465792488528095,0.015706699916365925,0.03646969590755826,-0.17322444658400382,0.001024962028475574,0.022748896444094446,0.08498902133160278,0.09423857555430018,-0.02318905033713239,0.06927516209084769,0.0019616585889331395,-0.09582180341825344,-0.07751904296841827,-0.04733823071583066,-0.017406095747929347,-0.023862212381459712,0.12184229292041007,-0.11493393928114515,-0.01550519679893582,0.054872650857996745
FASLG,0.0034656214871360415,,,,,,,,,,,,,,,,,,,,,,-0.045320218072795945,,
CEACAM1,0.0552923384978933,,-0.026116035259461403,-0.004507383431950393,,-0.0070966138850905155,0.06180599176167424,,0.03343331585308498,0.04408367904196698,,,,,,0.08535233027097758,0.017863982193713004,0.047786206614056144,-0.025676709106805043,0.08386086166078663,-0.019379232953478705,,0.0003431551461254465,,
PDAP1,-0.040472864669476416,-0.00936747593498711,-0.04522108533836291,-0.039231438042289714,-0.01204454933986859,0.023138141327531933,-0.01595802173877145,0.03353073289218856,0.2239547529677531,0.017819880510128592,-0.006645011107828093,0.08238960181655955,0.003906223335641889,-0.01821325572304288,0.06529949166956542,-0.003094170197802486,0.024339909860560432,-0.018479702274877854,-0.048422285791440624,-0.06319288859170866,-0.00391711859678387,0.023692204599530163,0.04359204191690237,0.0012510482970012307,0.06335227563519985
QDPR,0.06883472554566135,0.015530783334721233,-0.02962145299063413,-0.0016885228050765285,0.049976152928859666,-0.003987773836457686,-0.011590871376946832,0.04188667513670015,-0.25020980044895735,0.12055368870199601,-0.005659716795811517,0.12741984451373065,0.040571276375625,-0.05164086903926877,0.007640661501157108,0.0012799657192256826,-0.1495472879932393,0.035456471565347744,0.02336500583588163,0.003794505118164575,-0.016611190373623814,0.07796441277741664,0.13532578693947342,-0.061067473607685656,-0.027147979680003414
POMC,-0.0072704673634192574,0.03321516782134499,0.03187161171197685,0.0040665236385356435,,0.01537197865493265,-0.05782141258392176,0.03526994871825888,0.02954131541903035,0.0224019560505989,-0.013369010630477218,0.05561417080970437,0.027686397700677594,0.0021246741691975015,-0.0010619497301115237,-0.02443575714592955,0.0023230011944674065,0.01093204798315783,0.05740303897241925,-0.01579857741343592,-0.03170187934671568,,0.07262367803658945,-0.012861018571396505,0.06209941486730267
CCL18,,-0.010683509505615668,0.033246318448948826,,,,,,,,,0.07575116222769356,0.04222495010310379,,,,0.02512534098174614,0.09642016590988388,-0.031580548638386136,,0.039816706725785855,,,,
CCL17,,,,,,-0.04688623253182071,,,,-0.031505175831660744,0.00837066171973979,,,-0.029441501391180836,,,,-0.017219978330511587,0.1042182379217558,-0.028629310783084908,,,0.07395589520417466,,
VEGFD,,-0.014967679065122691,-0.023721347464725602,-0.011515226123694253,,0.01160221780525729,0.06520069490994321,,0.03241823709193897,0.031831450802200886,0.021105619741280276,-0.03326871071025142,0.1488098153906389,0.013511496421444223,,0.0563833612269904,,,0.09187299578179754,0.0788580434890777,,,,,
TNFSF13,,,-0.011950620026294038,,,0.019755388256555814,,0.029823686887739235,,,,,,,,,,0.05976844776410386,0.040676489999311796,0.11397990553563461,0.095530187944146,,8.991191328636902e-05,-0.0014443506036705925,
WNT5A,-0.019660404176043617,0.03884001998824909,0.033291106096209784,-0.009335198659283622,0.013182371249789746,0.03644705034677845,-0.02697051156070889,0.012343854547259418,0.16450002887587198,0.07080888391743723,0.07093960576813692,-0.013314310267827957,0.062286398121532194,0.056631706186080114,0.0028143961422781574,0.02434956749648486,0.06647782034571775,0.0027634498881096477,0.04677400929241461,0.014066394968687322,-0.01710031889982083,0.028868752064657496,0.04443593897588309,-0.009447213423104795,-0.005048285034507892
CXCL8,,-0.043914900807003276,-0.02882484244531564,5.084134823512578e-05,-0.010990118270486644,0.03760590383362837,-0.01597262880495321,-0.022633616749592314,0.06459064090314916,-0.03258946147576452,0.020179628245021095,0.11652709725566522,0.031312549114210296,0.0698869208030472,,0.0021706035349426398,-0.011475847626529081,-0.07692554120734119,-0.08759084242351127,-0.06474201785553085,-0.021516566040682923,0.02157152893047445,0.02486461765724796,-0.0017115200150128356,0.07754368648013499
GRN,-0.07964211582847897,0.04969563219440765,0.008615482032605922,0.017457637557961616,-0.01283144187599991,-0.029361331112288013,0.025012074286533903,-0.06169232258814665,0.2674600098613949,0.059593764379132844,-0.018745366319380688,0.16557734472609267,0.0018649801226464924,0.03378999517846239,-0.005296552974369408,0.05528773200840859,0.03719893885842676,-0.011683654157271465,-0.030155507380158413,0.043549034665836414,-0.0030413729600992745,0.0023561152368554153,-0.11953577214855739,0.0024450675478952413,0.044519038145186436
MIA,0.18706817756728197,-0.006303918292155465,0.004740221637142375,-0.01057154544984267,-0.04210409689219464,-0.005551184329950353,0.0056406367407467696,-0.015959725267093886,0.1740886021319012,-0.019949237979588898,0.05199467426563709,,-0.025182544903719097,0.08849351594441734,-0.06261414687555698,0.007406651731788307,0.07076348931037565,0.15418698065543243,0.02029125268826147,0.035648024154083614,-0.01948792322925973,,0.17825226565914623,0.0833730023694436,
COL4A4,0.09914410832332886,0.0949177587504528,0.05024049983241554,-0.004385151595936743,-0.03203889110045827,0.016315895840760986,-0.007823528446046363,-0.015139450479164146,-0.0032224008500734403,-0.014992262209730798,-0.03533630027830035,,,0.0924531711483716,,0.08458813283044095,-0.058668474212079075,0.13617726671353056,-0.021332707169410957,0.012992247671208422,0.03194513299712023,,-0.020201017143778206,0.031729726617985995,
