,MGH258,UKF251,UKF259,UKF266,UKF269,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
LRPAP1,0.062439523101531405,-0.05948845972513923,0.006224602123420146,-0.048225881818182915,-0.01609900459371119,0.06121216272818707,0.05832303225971068,0.05284880821565794,0.018903935621280992,-0.039401138363033196,0.01268667440893322,0.017362963167145903
NID1,-0.0049923915381223614,-0.03482445076472296,-0.009995768205312429,0.06258424851624604,-0.10658485192023438,0.07775993189530639,-0.0034314070107780486,0.0008237496334909332,-0.021269902875304517,-0.031335108042030255,0.042696405183523196,0.003678962228907085
MST1,0.009641580640683548,0.061756856003272985,0.012405543775221696,-0.005047522655344612,-0.0834070444309418,-0.03648496931764066,0.03019634672845641,0.04073518706353772,0.058371132259421726,-0.013358018935487291,0.06258321906046226,-0.053273753634932725
IL13,,,,,-0.01748200916179222,,0.04101571269507669,,,,,
DCN,-0.021640027875956366,-0.017520383026560962,-0.043228667781962146,-0.0839014239298708,-0.08986159679216847,0.016954733436801626,-0.046064717527345686,0.05437145939474142,0.025021468011793595,-0.0033503924077358535,0.017654764404338334,-0.006425815084136101
IGFL2,,,,,,,,,0.06815383503010367,,,-0.009533694796457076
COL7A1,0.06683332000732867,-0.03371658971512193,-0.02313285969862481,-0.030003992616566465,-0.08296919786480515,0.07255810464708884,0.008457066491649819,0.0014510271169134196,-0.013187292718349416,-0.05569165195444219,0.05143906287627946,-0.00034487607076537965
CALR,-0.029278218561541933,0.03436627566121538,-0.02055113456256438,0.003554517183649977,-0.05082526980986672,0.031349679133644344,0.028118693928922172,0.010843386711969515,-0.030349045973462777,-0.046886523320201,-0.026485219114563377,0.028558825502094983
PIGA,-0.0037293328484025393,0.030722648549618134,0.03237853331504317,-0.03808369768061405,-0.06411889380852451,-0.012124695819563765,0.003599111761666216,-0.06845488366845359,0.051216277978380985,0.020118391142252785,0.01676791193444746,-0.02062354134188771
CD200,0.00119265543644147,-0.015075561213984586,0.009833336383715693,-0.016832287118475165,-0.07206961159964201,-0.0003984712092867133,0.001246578245330728,0.0924853090987281,0.016075121579796257,0.03060435021753281,0.05147015412830613,-0.012795818545185564
GRP,,-0.014015225231956608,,0.02020470796222631,,-0.020032592939047696,-0.01842225630326954,,0.13191958601924852,-0.008006960911480558,0.05178921749484112,-0.015638374021031555
CDH1,-0.012020109521549733,-0.013075248877939226,0.04343904107318307,0.07539762445468903,-0.05307735523382292,-0.05891153245434721,0.03807998807775448,0.02959254657835282,0.047038673001002715,-0.05219469835344153,0.05294034785762662,-0.011078074397589071
LPL,0.05946492384514414,-0.002471701609792092,-0.01630350292001601,0.04847556325081439,-0.06243347171181428,0.027260731571238754,0.027055915514332896,0.07940054053083859,0.07857874021632259,-0.06079882059401918,0.004428331013730013,0.0028075757453271052
SEMA5A,-0.03852194501920955,-0.06223902925828705,-0.01962380247513633,0.03670427190195784,-0.03223635829843737,0.056112069857987605,0.0331062552518202,0.0009676917888239686,0.03540037236812997,-0.09348230553166662,0.0038112750464494197,0.03490747601855408
SEMA7A,0.06457836847498145,-0.029473875775296608,0.022444837669706404,-0.005060297095869126,-0.022799756780044096,0.03209365672507803,-0.0072775727839461506,0.04056345092175004,0.05930414608655152,-0.06823407168321197,-0.013350683511530383,0.03128131310006016
SEMA4G,0.1628866256750727,-0.02281917523235987,-0.014563915392627034,0.017033963575803692,0.010662232561723316,-0.0387447632076181,0.0023882034699313193,0.01529127818342141,-0.0025085826263963468,0.007391460994446327,0.04266642323299567,-0.0334565200268041
SEMA3B,-0.02012141384908069,-0.02275432357678557,0.014813998579216302,0.08871286259241432,0.056129117686291335,0.039240548132445416,-0.019038825171766378,-0.011564518091916914,-0.049855490597911736,0.0036714722666589122,0.0007990477042285434,-0.005936285962368234
RPH3A,-0.10320344649954426,-0.005174213682244945,-0.015436356324161127,-0.010395016356030152,-0.03735276679567464,0.00605745928481624,0.046804282085221915,0.025235719387223125,-0.0077230967007669215,-0.06024952923105662,-0.00408527707139129,0.05179681967591704
JAG2,-0.04403294669264727,0.035853117651778676,-0.04929321314333563,0.006314096770802485,-0.07193935484298068,-0.0003362153507529774,-0.004543422887181797,0.011268879465378384,0.051758866336962014,-0.0027045560134289983,0.028382440046457357,0.00036962094826259456
CGN,-0.029541659680795366,-0.019082075509723868,-0.015630636512210378,0.01951745475779756,-0.045881129574404406,0.0990389085558393,-0.045652376690488695,0.011918190206461562,0.02961882748820948,-0.002505296465762116,-0.008317276342828537,-0.012683656444843826
GDF15,-0.04418111727692366,-0.021937901911610467,-0.0019094349776967185,-0.04312693212505359,-0.05033364793929067,0.0575046332684578,-0.03653385009007023,0.019168534790661756,-0.03921674859687713,0.03194242398524524,-0.05184826100150515,0.020962424682129076
SEMA4F,-0.044339587138941886,0.06795022758593743,-0.017958595742245675,0.0570293635814416,0.0387648647565322,0.017431158735930166,-0.02457113123135336,0.07075418442204548,0.03382664033526124,-0.022970804947105915,-0.04442689415207078,-0.005400192260289152
NXPH1,-0.0033337873065006902,-0.024396881221736152,-0.03908904616346375,-0.013004095355038003,-0.04768778746433907,-0.03031588514806811,0.0496108975294702,-0.007590192388396318,0.07958889184298014,-0.06454632842009546,-0.027808325921352375,0.006141870893122071
ARF1,-0.026701566627479596,0.010879142619363548,-0.011722713106835318,-0.025940962604333297,-0.031507729692508535,-0.021104819343959726,0.002676940934542197,-0.013683453495389504,0.06266149571929622,-0.010710587690939893,0.040527136598206295,-0.012128322221823733
DSC3,,,,,,,,,,,,-0.013179543635163332
EBI3,-0.027141304199517578,0.0005422410601057513,0.02308570790128017,-0.007223639913025443,-0.04280465730200361,0.02685664217586029,-0.03486618935421567,0.08180268710108746,0.007759590858598366,0.011213444182284853,-0.04482170531320389,-0.02694797114684664
TIMP1,0.06624603180739784,0.019305837162874193,-0.023434182468834976,0.024404904889496835,-0.10398509900203996,0.03424909127443891,0.02663270413239623,-0.05197016138019256,-0.10178328117425728,-0.04804831003860123,-0.04921560912447503,0.015564326034880725
SEMA3C,0.0972969220552428,-0.043749129983151426,-0.010268021631589902,0.044954464480252095,0.041972216062032434,-0.03138968033232282,-0.032367009232905614,0.006958766843916437,-0.01716782064875193,-0.03816374379296593,0.03831122471439944,0.006721381031650168
GNRH2,,,,,,,,,,,,-0.014281831745810127
GAS6,-0.0026328265927453537,-0.03783134486515342,0.018276562702423914,-0.03697960870706468,-0.06047585362891039,-0.020461650575546983,0.024354084174508996,0.046578791990374034,0.057769719085780595,0.015592516792879523,0.002805552433451323,-0.015320804579568338
MEPE,,,-0.02537554205876879,-0.025409671464872025,-0.013418013000083284,-0.03415370828952106,-0.01232316050875739,0.012033902401324932,-0.02014072458046678,,0.03937777953332794,-0.018212045108074292
SERPINE1,0.013665466313649169,0.003367837917211509,-0.010618485365809944,-0.014845449552868952,-0.008022505977614105,0.04603934267095481,-0.02320557204960637,0.005275676401763038,-0.08503886899528454,-0.06220702275453549,-0.004229596516954265,0.0009511389340247734
RSPO2,0.03911503185832302,-0.021937899117412486,-0.01261779876370741,-0.02312239356502564,-0.04720031575323921,0.01925653827247793,-0.004813511742961279,0.07956967024989153,0.18372249344274771,0.022629361986753527,0.0052742605563022025,-0.009042782175040981
SHBG,0.030758753889466046,-0.021140509208837744,-0.02018985599683988,-0.02102687822423742,-0.03705210052638272,0.0009216486102342922,-0.014694228556523458,0.026575637801756948,-0.03845885499372466,-0.021052401904253247,0.027407776399319187,0.0036194621461175243
LGALS3BP,-0.017795146658539648,0.08600369374498033,0.011974165753008744,0.011660603274263185,0.0009668272519948032,0.023653368857556308,0.04865943809604122,0.03606124167992996,-0.0027594768236488608,0.022711712254840533,-0.019175978604285087,0.029405759767740798
LAMB1,0.009076350306891603,0.024437678875625726,-0.03502574693480478,0.006482764748117937,-0.1237465708394483,0.07561419927915877,-0.022663692488774163,0.017937390744840864,-0.03510026185196271,-0.033213258586166,-0.05548326959179613,0.008689430637441504
SPTBN2,-0.04382780318707126,-0.03114371146459456,-0.027068524904155133,0.0025173646792792746,-0.028719964335891923,-0.0610077466700141,-0.02052431611057983,0.05363855555861703,0.07714191258554326,0.025228023524764113,0.0025515269997083497,-0.04582537179825289
COL1A2,0.020682213862879554,0.014068737414497092,-0.043437385929536054,-0.02479392857315053,-0.09390316521668805,0.05845033704699214,-0.0029309107791569144,-0.0015597192559639761,-0.026154907620971158,0.002807733501474952,0.003929308332458075,-0.027652708987451632
DEFB1,,-0.012405528158766863,,,,,,,,,,-0.012007565300803416
CEACAM16,,,,,,,0.011727112315450502,,,,,
WNT11,,,-0.0004263184509345214,,-0.01703296848108182,,,0.024792205179471394,-0.04805534339069622,,0.035818436249993764,0.07709471009979416
LGALS1,0.08330467657512179,0.06560495498172833,0.03785891315859206,-0.00548298910696897,-0.0766676820679923,-0.005319326281364019,-0.04175797767734046,-0.03458861449728532,-0.06385929157154568,0.11081859789837321,-0.06542753831637296,0.04444958135356361
BCAN,-0.10141500242716568,-0.06783849747220655,0.0007485072908850825,0.06430597739239309,-0.03477679680830598,-0.02752799130574802,0.05761419378812018,0.026632405662990275,0.10156724526764238,-0.09168745215154435,0.08163030812976081,0.034740402436970186
ANOS1,-0.05395926647414538,-0.01735427305493232,-0.008516838439100423,0.021163634681377403,-0.045357368254585584,-0.0012228899102470323,0.05806967109951892,-0.012268767727947001,0.08964916234833868,0.0192120015218893,0.03445015291631366,0.05004539476767667
EDA,0.03449092707663659,-0.025599030265243888,-0.011376369434930828,-0.025733810010958705,0.0572589654331778,0.03099853881628461,0.01184512032151093,0.0024240881893148564,0.00961788982172095,0.06550983353666795,-0.027576294194403193,0.042597241066442026
FGF22,,0.0214918571476818,,-0.03081807025714726,0.009474437161090617,0.022314316906887115,0.035686900276431066,-0.004618448348056151,-0.021763707052727857,0.019533693669856585,0.030300364462221032,-0.02525910036856826
SHANK1,-0.02024408246450483,-0.013845184321184308,-0.0066859379254378066,-0.01664406237236853,-0.01485473679064715,0.08449709637761772,0.045315759882100654,0.00962202129468618,0.06447972086902792,,0.06620204743665012,-0.005735057076609835
NPVF,,,,,,,,-0.004979441675653921,0.0611914397472405,,,
RAET1G,,,,,,,,,,,,-0.016433467833314265
TGFB1,0.01351063652329039,0.028308506395306892,-0.026274339982858,,-0.03382716528223067,0.04177790578681238,0.03741942728325768,0.017811033998724347,0.041671946073081334,-0.013005741298869071,-0.024676491110280946,0.015830347132016465
MSTN,-0.04258444575651658,-0.0030304242392298814,-0.02101570716421521,0.009402540618567694,-0.0031986475218026677,,-0.00040628988995318656,-0.026675229084183398,-0.02986115347005708,0.010084944455330142,-0.042867842097799126,-0.03178244069489317
WNT4,,-0.016219233569780386,,0.056113326127443866,-0.01770250276845279,-0.027954283410944365,-0.020384961304766427,0.1270322424565809,0.04028384546107611,0.011479229679337387,-0.04667097393282404,-0.011291577043128427
TNFSF4,0.04215187367577185,-0.0203155497600007,0.00044952328707530375,-0.02031861811591442,-0.028100101008336324,-0.013473427088712393,0.046531162628357194,-0.043060691051330126,0.10282241713740518,-0.040694613918336356,0.014021339703911728,-0.02234874397279083
NTN1,0.05248829707112852,0.017620004482154023,-0.005993751962313401,-0.010084441979564766,-0.07967280323160295,-0.006359586476532671,-0.01093171267035915,0.06290471117424805,0.031054124874814678,0.020496406527642196,0.028717191127959948,-0.0470536330077815
CXCL12,0.011132430924426295,-0.046796518319934616,0.02851171391222716,0.004257342156444122,-0.020411361972247674,0.03373557221434309,-0.01172293521599914,0.009931450028248578,0.061638418651234185,-0.033825832116048525,0.005882802623520158,-0.018579964940832014
GNRH1,0.04658610801288993,0.038352523081386106,0.05871179271939226,-0.01693165260937393,-0.04345885193693925,-0.03728179126667882,0.04523206346465472,-0.004206315180780424,-0.006958075914484166,-0.026765871810007315,-0.021038206570724676,0.027508442246860245
FGF8,,,,0.07160099699807314,,,,0.026060316566645043,-0.0271538814215703,,-0.03578793844958548,
RIMS1,-0.021705983342543235,-0.022746670283879118,0.01496913612491577,-0.008921134942884209,-0.028323663553875035,-0.04893185349025552,-0.046702081605172585,0.023874682454395956,0.022397526065360163,0.03838401820397693,-0.060277143221663214,0.033518459037834285
FGF14,-0.0481755293001946,-0.025385921636426577,-0.002868109056131978,-0.021693222879096835,0.00586159308212168,-0.075083647096906,-0.050017818192757864,0.04025830280073599,0.003353501120665469,-0.041429987261696465,-0.024381931723621353,0.05231609477562676
IGF1,0.03894007208104791,-0.038245726071608616,0.0037829906722712386,0.035021362841646315,-0.013699387841074596,0.0379696970998191,0.05297794116817217,0.01748056466668013,0.06400430807307977,0.022302563334986085,0.03560570298579429,0.004368977891950061
TNFSF10,-0.06477925654852555,0.042638208547529206,-0.017396941896703776,0.029952584379692036,-0.06343804894180076,0.03480090457982563,0.056987775967670906,0.036610100526021976,0.035394861703652754,-0.056527936985656065,0.013675987284306943,0.079676056520938
GDF5,-0.01698505961958693,,,-0.01958638376582382,-0.027517248851444645,-0.0370160920547433,0.0973968366977847,0.17476880537752998,0.0005777279281242001,-0.04722023940214325,0.03288908384867654,0.031102039222368653
CHAD,,,,0.12255388002987096,,,,0.04146217556267919,0.10440667784829909,0.021520695706600437,-0.00906490828106567,
RGMA,0.03775652032617533,-0.031462213845776875,-0.037679971657161304,0.0318128603839748,-0.015090884307013629,0.04116774245514212,0.01192637456109801,0.03275446390044165,0.06034729032681658,-0.07729961175680329,0.015130601658679821,0.01978001330215878
WNT16,0.07945004882772029,-0.01259407498671225,-0.01950508771985635,-0.022815102890521285,-0.044680986438871875,0.016233737324225186,,,,-0.003694390884428041,-0.02519361962641108,0.02657777602649769
CX3CL1,-0.029111501648584174,-0.001551469125751976,-0.005177253170806486,-0.013760840012203256,-0.0011473325261723852,0.02116610932763296,0.0058138817611035395,0.03781851055657373,0.01995018173367887,-0.02526501440797082,0.01144236987547467,0.001513603458133811
FGF1,0.03051140127077342,0.0012332282749426492,-0.040095199318718716,0.008679451125482426,0.05750739531294995,0.01984048813971652,0.04183058356038916,0.08971726750362599,0.022988288690424147,0.06889423274881286,0.042433004752503126,0.03437646973719805
ALOX5AP,0.06897434534600796,0.03323255339052638,-0.10863208439053383,-0.007215100555871493,-0.0024749751219274086,0.059843409278464564,0.0027435683598250864,-0.011671313153992405,-0.0013305195132354013,0.013788313538355244,0.006847410666264543,0.020816912779010332
IL1RN,-0.015115627523332509,0.13630850039170003,0.02083995636669244,0.009461891207825335,0.10632206007255125,0.03612779977093524,0.004552739622859384,0.0050742753320143245,0.010617873430217367,,-0.06494149963666344,-0.029475615003222298
PCSK9,,,,,,,,0.062235801345684495,-0.001203930437527302,,-0.024454343457572872,
NPW,,,-0.014135108167794425,-0.024075414040065756,,,0.05620827522297277,-0.02721401528440577,0.001707643572738444,-0.008217274243404725,-0.018561146011446945,-0.01915810386119916
CXCL9,0.01583412021991372,-0.019952711491623417,-0.03468458248189635,,-0.01917934552969171,0.016731520523388506,,,,-0.03220762817959029,,0.041845574431542
ANGPTL4,-0.022448993453386194,0.0005539809933084343,0.0036290529173097163,-0.023080274557088835,-0.002032146426893004,-0.005164331827775825,-0.07880935715095379,-0.009158868200771888,-0.0889361280157759,-0.01229100855082338,-0.03157901520684306,0.015130203423351748
UCN2,,,0.01901937480352737,,-0.016804202231818912,,,0.013034275595039191,-0.014032041836616691,,0.013687246434529305,
OBP2A,,,,,,,,,,,,-0.014804072530130134
COL4A3,,-0.030689817766885997,0.022041656790836847,,,,-0.020213847016440366,,-0.016505677862875656,-0.012683814735145146,0.0017466294733564955,0.029130340480986738
NRG3,-0.02743492734629731,0.03425505348073529,0.07120382089132783,0.07613300482957636,0.03384969326088647,-0.0004809759519751552,-0.03212146333671277,0.06531883482853466,0.11248517821243464,-0.057404804447263064,-0.022179984113804965,0.06017684982555625
IL23A,,-0.016799126955974287,-0.015420170406280407,,0.05486467216846811,,0.01684051385320262,-0.02054930391496476,0.03620138809327164,,,-0.021370860064755647
COLQ,-0.027579465907961734,-0.030943542260334574,0.026503788109541123,-0.02640311862157326,0.007389749464662244,0.03214843814770398,-0.02366627258953069,0.046412243109272194,0.06305089309331954,-0.03663710869338376,0.011406697585770476,0.01810574868004519
SCGB1A1,,0.012043101450480617,,,,,,,0.004419194403280983,,-0.014384800073251061,
TNFSF12,0.050051342675220045,0.044082700271566966,-0.010011777783636782,0.009732528317632725,-0.04890795030390949,-0.02617173811579131,0.015237874556122364,0.05777775756666093,0.02774943205102176,-0.06625139321956934,0.03672217810363776,0.050375036303725716
DKK2,,-0.014997108882741191,-0.009945695654197142,-0.03320600760120023,0.11524457924419604,0.04654552911317651,,0.05049332228878855,,,-0.021316852109480717,-0.03310902180965535
FYN,0.02072036452859756,0.026530686131824653,0.0017819256480085656,-0.010433946584182535,-0.07606943815890661,0.0727365395569788,0.0022780492109220787,-0.0041131222736475945,0.08125232422363783,-0.08215071653184822,0.027098172638438986,0.05247729077930374
ACE,-0.04486378521232386,0.015213415134321851,-0.06525023153387957,-0.01129631253415772,-0.08720292476352967,-0.018608928922495323,-0.02835043216216207,0.024997172497355006,0.053014624787233657,-0.04504247089563313,0.08480099332022092,0.05457032151009388
IL18,0.04160440642086836,0.061690850944741554,0.0007043986941691355,-0.0351335922564241,-0.040415414681396956,0.04944456905136742,-0.032486795426404334,0.11513187752932964,0.04340231498508445,0.019525344159820872,0.058398519877253786,-0.008333742290508263
PPBP,,,,,,,,-0.007854110208926894,0.09079465228063033,-0.031611667878282484,,
CCL27,-0.017205359970232433,,-0.02309145209777296,,-0.02522882869938647,0.028074504552542866,0.013150248132167103,0.08405476387649274,0.15654348716405977,-0.018423738026806014,0.02634848013268835,0.0771780214104771
SERPING1,0.049973956040302636,0.024475013784156785,-0.09079019644824611,0.022580375258931872,-0.08445335709372004,0.0006553830596368543,-0.012326275050030049,0.013370169387322512,0.007523773084722139,-0.061030500508948184,0.03579026349575674,-0.0493831412613104
AZGP1,0.0718078788923594,0.032439810861961384,0.04340863910743566,0.04596662167178188,-0.033318465133718014,0.020004704378801322,-0.021273243988776277,0.0012702089790622006,-0.03900618216793014,-0.0792037067316672,-0.0459563227324833,-0.01634516360949063
INHA,-0.023583905902209604,-0.019583854223339248,-0.0180949442426618,-0.03065321556054895,-0.040293378060425156,-0.04734668095189195,0.0015222536449335706,0.020494361387472664,0.11996568993518306,-0.027457073425783737,0.054980450993854825,-0.028808081993485
SEMA3G,-0.00771525914071117,-0.03218906286407821,-0.018477777624886303,-0.00353629302225833,0.018108896303621214,-0.022925173124847348,-0.02281006827727841,,,-0.02533125796807352,-0.04057104441006126,-0.01030981883626491
OXT,,,,,,,,,,,-0.02369313329056603,
COL6A1,0.04146560646121566,0.0037342791246262833,0.01631898094864382,0.05008673382763046,-0.041469865433749274,-0.034234391630768586,0.0211793570007391,0.0009751503979622877,-0.036422441117439544,-0.028392686340234043,-0.014716054244578183,0.0036355098335225013
FGF17,,0.03282084722131317,-0.018396699410467208,-0.03242673482721316,-0.024749025665675675,0.10391625600622577,-0.021221443026336856,0.058308246192004365,-0.03720859828141113,,0.054881080029897396,-0.01410374061455335
TNFSF8,-0.018679890621046972,-0.012405529435914397,-0.012502866005814746,,-0.015858006889824902,,,-0.027301195313470326,-0.022848699714832665,-0.024584793130045895,-0.025193622951712125,-0.005423899089587952
FGF20,-0.024871476050865322,0.03623372803846785,0.05408511916291529,-0.020318624530507062,0.005428232208768732,-0.022934933994562274,-0.019515566085223972,-0.015328460707893113,0.0721690619692948,0.06006070421941628,-0.04327386004884587,-0.024280570012094563
ICAM3,-0.017318224905424798,0.005908039746461001,-0.011063189641773148,-0.043501118417433315,-0.07591516751064649,0.04298841760241984,-0.0033429766475009783,0.012606276169042047,0.07266207727944436,-0.07509546965581215,0.042604015510924916,0.012630662764105313
LAMA4,0.016223143286064043,-0.042850029374761935,-0.0762747960798612,0.0016624656251886284,-0.1059771895971337,0.023311822349481093,-0.0039811460698104765,-0.024909871501875784,0.019083413561309465,0.007066742123583977,-0.007198249581596757,0.021243777319853233
DLL4,-0.04310505399698654,-0.030434465602835616,-0.020653908769053972,0.06373578413332323,-0.07188326590488513,-0.04682896065699959,-0.04137525626777893,0.10545598710560014,0.0752706815393622,-0.029279149648147512,0.12425590709088614,0.04907858844854363
SEMA3A,0.09026924969345501,0.005254051195270365,-0.004501432545333894,0.027446321860936384,0.009896569096581008,0.013319285518841761,-0.031753792382306086,0.015681152189680997,-0.017273703084161953,-0.041925491126327825,-0.051431537421536715,-0.005434807846779282
RLN2,,-0.013322715729965682,-0.012617801608967331,0.023738474589553523,0.05573190540617879,-0.03097812089433942,-0.015375176033707263,-0.018878710248711864,,-0.040935325789228205,0.08186168791755837,-0.016277298996948585
C5,-0.0060439523482079165,0.042387376657826964,0.05045280785787192,0.03638965665496561,-0.02025560623879443,-0.0005447179645116238,-0.0030596106254741112,-0.04583065392437149,-0.018639501955275063,0.004803333527238635,0.003349834829540429,-0.012952170941576602
COMP,,,,,,,,,,-0.012150505330445713,,0.06190484270195532
EDN2,,,,,-0.021673970423658342,,0.03408662161921287,,,,,
C1QA,0.016567802386273436,0.008838739350274516,-0.05881220506337718,0.06805897439143721,-0.01672807119858026,0.06397015157769265,0.031065314761008832,9.350321660038857e-05,0.025274996124811624,-0.03385654484133338,-0.02995798014681891,-0.044406449586254865
UTS2B,0.103490289949232,-0.015154923033059693,-0.01261780153647661,-0.01776769837542176,,,,,,,,-0.017343429935004442
COL9A3,-0.008394422169642764,0.02768701613592354,0.01197601860471058,0.04241637845927769,-0.0429648099025315,0.02778714000417501,0.05490432038213524,0.005363640721209138,0.14382793976497102,0.02700690415760357,0.03445860318409469,0.07198234100351172
DLK1,,,-0.02100094743287379,-0.03690271650183492,,,,,,,,
HGF,0.030560781361491065,0.007199362142502709,-0.016544074465542315,0.05309329044060228,0.01079161510387427,0.04649915824147368,-0.02341810186622223,0.03183988253819517,0.029054937675747215,-0.03599555038487967,0.01862747648991804,-0.016624418394388444
P4HB,-0.03862904189015497,-0.0032901428341398542,-0.05182163120967271,0.00979375663137243,0.008933141541958877,0.09056324775287304,-0.006807821361573487,0.008017633965533419,-0.07307132363109649,0.020880251932848478,-0.08482825019734677,0.0019754509877069775
ADCYAP1,-0.01742305274824362,-0.018826657732782387,0.02192050796754124,-0.013159546730533224,-0.031981864367753375,-0.045547535718799874,0.053597847046017964,0.027741492043865012,0.04967098087828637,-0.029505485331582895,7.936937042904173e-06,-0.02493641245833699
GREM1,0.0599450602377464,-0.03648132726653578,-0.010905736286881776,-0.05235986345514308,-0.0026314008945637238,0.08677955698655652,-0.037991354048482036,-0.026205299518349264,-0.037692350560313066,0.07872876053715358,-0.02021034911884695,-0.018411226075107805
EGF,0.12165968452943039,-0.018516260611310793,0.030403013492408645,-0.0028203084292209605,-0.0008785630236829272,-0.013468757424970139,0.03171606616248199,-0.023082336905567685,0.06041300239727579,0.007128656248055829,0.07656164659810473,0.042467636368532714
VEGFB,-0.07646165354511275,-0.0232048637143054,-0.03687172429183751,0.04468916798811907,-0.05208082853381485,0.0489257941249961,-0.010190809609301068,-0.0026002945136743083,-0.029883410161445207,-0.02360927816537667,0.01852886511273734,-0.017339488288346024
FARP2,-0.027173671492873468,0.021595633617676434,-0.0001404547588548931,0.006251676085689285,-0.031712839323129856,0.05439158608465862,0.04067377743740064,0.06131100416653728,0.008152074459977884,0.013702309864840986,0.01934206085873309,-0.017311828036640053
BMP3,,,,0.06426659855698502,,-0.006732858962280425,,,,,,
IHH,,,,,,,,-0.024712602072617804,-0.00724196876194248,,9.075964844421437e-05,
LAMA2,-0.020614930014254823,0.03360170942518759,-0.028383981323493547,0.04492644737508331,-0.05106778930470648,-0.0012402108931123023,-0.0006880378907611163,0.009907592628887359,0.04895684890530005,-0.033978931124202166,0.015063360773559124,0.02405285145390178
SERPINC1,,,,,,,,,0.0004912653300137088,,-0.02695753470734762,
NRG1,,-0.04351583106655791,-0.022066556170529265,-0.04987930837847835,-0.03492791164631251,-0.01999824870177552,-0.03105422059862809,0.037048304744089364,0.00581592344161261,,-0.017022178248390533,-0.036615250558298826
SPINK1,,,0.06120555046840232,,,,-0.015375176033707263,0.015333644703151458,-0.054381137051072025,,0.0031290320695999446,-0.02268989146944964
EFEMP2,-0.06596778556237523,-0.015210774639101346,-0.015666121464950833,0.003024977581041421,-0.054889795495483604,0.0592966485053954,-5.7893371801357805e-05,0.02574483145025945,-0.00515981973886389,-0.09645744849376361,-0.008157464296090502,0.015680759049837373
SELPLG,0.028316965940913253,0.004455749489534666,0.013639439984675159,-0.030120460531269714,-0.030898032370451783,0.03761268664082005,-0.018617655056601946,0.03356665582335948,0.007377719571034774,0.052216431073167056,-0.013763814572357544,0.019081502976083395
GDF6,,,-0.014135109390748248,0.04076147701816845,-0.02036569588179334,,,0.0629596565497448,0.05190470143839029,,0.0516026262285785,
HLA-E,-0.10224640721917712,0.056301409862380976,-0.022299504694564008,0.0010476361590025626,-0.05558526966741965,0.059233958027355045,0.04358998201906443,-0.021275278737626465,-0.0071343552372438975,-0.01929907293423787,-0.009039977798791106,0.012265889949875616
PTN,-0.05337652306902315,-0.04249442354972326,0.049767191457247735,0.006477393051889792,-0.07058436676262411,0.05497598206288069,0.07026685270408274,-0.020694676312073952,0.012328496765381251,-0.08804945914561187,0.01638208259857342,0.030515262420475118
CD274,-0.02404614843461709,-0.03670503790734246,0.050883605867172325,-0.029967280535861344,-0.04548558690895647,0.013293888773713571,-0.025303561043378144,0.014861451649186546,-0.018543503511586908,-0.023267362328119177,-0.005620870209717898,-0.004379941867892442
CD14,0.035746182873809394,-0.0032782919668726067,-0.06984558814371294,0.0064073885226291144,-0.06513206209353202,0.05103773676592294,0.029484938342554768,0.03258914941886283,0.01846945393875232,-0.03054741022778447,-0.06196464751054621,-0.016756912396073808
SFTPD,,-0.021140510675110726,,-0.040171330440441376,,,-0.02599635215438255,-0.024753421278678384,0.012652463069575173,0.016683364514959147,0.018400039814361245,0.006295317642015902
SLIT1,0.027780960854912766,0.023180920466085726,0.060779772857650384,0.0038735636683833387,-0.03049426322937201,-0.053623637569024656,0.01669688690266648,0.11577577500067197,0.009471877768528364,-0.05855050860816535,0.01266259871278343,0.057196671249312374
LPA,,,,-0.017767702829854553,,,,,,,,
CNTF,-0.020431952130344457,,-0.009945694631777309,,-0.021307690087409428,-0.020777099394967365,-0.01785222012348934,,,0.013451882897420431,0.04124933075932895,
BST1,0.0004943670582456356,-0.0321709334956873,0.0495426682841672,0.02517729543982119,-0.08873953298234777,0.014329388538215228,0.004097637700835965,0.04694001584341114,0.06621552582745051,-0.05047527671770949,-0.011629563196494663,-0.02843780693509055
AGTRAP,0.08162817446249455,0.025068518412219416,0.0077996237197662435,0.02124218958719313,-0.06789534477353833,0.025454093158210588,-0.003993068069550036,0.03571972634660996,-0.003181724011296448,-0.00562198723299127,-0.00990136485071594,-0.031018503950046464
LAMC1,-0.06687964103385032,-0.06415229941049115,-0.0380032208310555,-0.008815294140817023,-0.05485518326594659,0.020091212316273897,0.02969537373150904,0.023119209195550612,-0.01628166931297695,-0.03658415227938609,0.0231763837858603,-0.00804128486301778
COL6A3,0.06752835630995296,-0.019459502315174113,-0.018840688160319603,-0.01606957511648508,-0.028914275100701943,0.09477380334685508,-0.0322998816986285,-0.026484656632629677,-0.01967312889012906,0.024546229368354006,-0.04334523092901736,-0.00260854845069916
FN1,0.009079934638075736,0.020815552576336774,-0.04174343977324357,0.01826905676777261,-0.08458032503248275,-0.012837069345604578,-0.03234741296865738,-0.02378438576252446,-0.08211144043021039,-0.030531062504857424,-0.021435382488209875,0.00807332438058817
