,MGH258,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1
CCL7,,,,-0.027071329130513314,-0.0261621107422139,,,,,,,,,,,0.025815078233084408,-0.027025871492465926
NGF,,0.02887669545294667,,-0.019106158885392212,-0.001085976462092465,,,,0.08774441075631363,0.04167398376491028,,,,-0.0021057932144685804,0.07123355245060405,-0.022365037870743544,0.04038347059577563
TNFSF15,,0.00972263944011778,,0.0019054926361465982,0.15089071911086924,,,,,0.15106076285301376,,0.07317267539047806,,0.051316821948607594,0.13411841329914725,0.07161739040404629,-0.030581725326385804
HMGB1,0.00745626363578364,-0.03179686366851123,-0.012926263472326432,0.023570583915560248,0.021183258324889865,0.04019964892497237,0.0861625552910053,0.043025289018478685,0.03995592018829549,0.11410117082620971,0.02859212524584019,0.05010488113788935,-0.031827244774163294,-0.14562783497253892,0.021789295326118032,-0.04984883600718273,-0.004648548497494349
ITGB3BP,0.04990917190868148,0.06507661156830412,0.005002602312088174,0.022144361729625105,-0.015442382536295348,0.005141150227288894,0.03826197903237358,-0.026136823293556245,-0.004453225294571133,0.07340649817299386,0.025486871124149546,-0.02808141243748529,-0.03218062719306622,0.013964430894406507,0.03692804743393253,-0.05224165488230762,0.010323931085240622
AANAT,,0.06312454410197743,,-0.004945387668415131,-0.01745383300870589,0.009437738760449873,-0.00292031106358092,-0.014864992161710265,0.10046793537895968,,0.09303520759579786,,0.1443536643318775,,-0.023658920509741922,-0.016988579117329438,-0.028594499076737837
RELN,0.005785598327656549,-0.053844583120436,-0.03111428264121807,-0.015897596647397746,-0.0004259322421184049,-0.012073773392469078,0.00250713751076344,-0.006170764690345248,-0.0535303150320499,,-0.022581474464291502,,,-0.01868784857778967,,,
IL15,0.03793015894988153,-0.04382542089636324,-0.010080457817935701,-0.021951441338176052,0.043024643337358996,-0.0005715322423719888,0.0844154516620875,0.0033498274825440356,-0.013476363465037288,0.15337108121008952,0.05371153763543436,0.011569321105095766,-0.07514130489597098,-0.006295130690261564,-0.0027481767742202064,-0.03112377299364213,0.08804529987087513
UTS2,,,,,,0.0074117725893361915,,,,,,0.06412871214882034,0.05698895094716165,,,-0.014467018471540265,
BSG,0.004174192121451267,0.07360278026299398,-0.05142096127157651,0.030510671902821848,-0.01849070620523557,0.008392350852360606,0.008498340043771382,0.002258092614702355,-0.052712564026015526,0.0007196840992280746,0.07375778542737664,0.11638317209670444,-0.022666264172478072,0.08075873199092337,0.06000232486314321,0.0463814677224945,0.07256235790921109
ADAMTS3,-0.01429890234320266,0.024734239082661084,0.0595427172352155,0.033010135840430166,0.010347824495119477,0.09795147404455971,0.05180306767755168,-0.008370419265250438,0.0735574320030349,0.11250784801966247,0.010799882209536751,0.030451026533313334,-0.09803689271265102,,-0.003941482744243956,-0.02599371033670985,0.02941853534496986
CD34,0.061005929984831224,0.050865542638346514,0.006973242250233416,-0.01950380823370344,-0.00663262695863453,0.07166677419734976,0.02668725060290787,-0.027811996718917705,-0.018958921032288897,0.0810693896998965,-0.0043085194949074885,-0.02245548424520506,-0.06608684776843891,0.09797857654088381,0.06112328477117329,0.02028784129249003,0.027657965935853693
CCL23,,,,,,0.016384102048953096,,,,,,-0.0017455174218594088,,,,,
PLAT,0.0606834747969139,0.031012304987845195,0.053171871510634766,0.01907088350942685,-0.003813834156007026,0.05799959505153156,-0.012734726838956285,0.04600008415103496,0.01879264978490386,0.001575351437513263,0.058340589852815816,0.04553156171855964,-0.04058899120932062,-0.09092014841713911,0.06791095240906425,0.028040849706745995,0.04630933103291298
NTF3,,,,,,,,-0.023995643460110273,,-0.0005183524108145339,,,,,,-0.012523162624611724,
LTA,,,-0.007068247009283265,-0.02638411966093093,,,-0.017625418454315644,,,,-0.018917473909634788,,,,,,0.005494943180227887
CKLF,0.008984220497955211,-0.01441738079369757,0.08366842944737445,0.03466693350780024,0.0589791120158186,0.0122978362533435,0.007924310892629488,-0.021851953996427673,0.09566977525175503,0.06405544539117093,0.013186589597360335,-0.025524180601026864,-0.08167691004974566,0.002978436680048189,0.06988187892305546,0.025584170293952616,0.07925836071315337
APELA,,,,,,,,,,-0.017114127119804583,,,,,,,
CD24,0.056151312205958016,-0.06891200643521928,0.0703946809853945,0.0507202106114322,-0.04735941671900691,0.11539230526725577,0.026384805017493927,-0.0015120428382696322,0.06290169210525393,0.06330062791634926,0.018013842712267268,-0.008734595800822916,-0.08402777454098176,0.0944865138020843,0.08442374679637783,-0.0751312886867139,0.01160634237025349
HSP90AA1,-0.0335615604535559,0.051113356472887256,0.0466926385157773,0.01382669956236857,-0.049644574999482716,-0.052608594767172015,0.009052535975569662,-0.03832495399210227,-0.05617047247822899,-0.019665229952586048,-0.0015918153741321887,0.05496089630717025,0.09344653332566154,-0.07379305039788757,-0.09629597799531887,-0.040390369542614574,-0.1193007401236786
BMP4,0.05581668451746288,0.015073036665046793,-0.031027750217861926,-0.02383846232631172,-0.011881074380121603,0.0008194114563627765,0.03925195818861791,-0.011210198424121168,-0.008205895013397954,-0.000161182746066615,-0.016119641651432946,0.003575911783847946,-0.0035108822627163737,0.03019000592630898,-0.03999266721830945,0.10109436771255696,0.04145804854136589
SCGB3A1,,,,,-0.020785360444624135,,,-0.012538766278274861,-0.006442965118848841,0.08427328121092748,-0.013200363121013615,-0.013557759585373232,0.08880515153282097,-0.0029027808613740157,,0.01515707218197735,-0.017404612734666775
IGFBP4,0.059572071936201856,-0.014209748151209404,0.05467842070411712,-0.039613620366216705,0.05090938720542324,0.09745104951920819,-0.02357446516293604,0.01185569294367586,0.11390020894475983,0.027173657995790537,-0.02386104972409486,-0.03462470191496795,-0.1626154655709501,0.07890233459029328,0.14768344868142275,0.06516509742839346,0.025991352547423015
RSPO4,,-0.0078089783951816065,0.045775368272873894,-0.0036462463732079018,-0.00875319091314137,,0.08745958997379212,-0.012538764444196646,,,0.053487177513740936,,,-0.021708997707917774,,,0.1527486254929905
LEFTY2,0.018687367199332627,-0.016118281074872277,0.09449958333009739,-0.03042041225217183,0.07481804920975818,0.04073526620139447,-0.031787101508415384,-0.013748908565520183,-0.017282464329800473,-0.018382146068231017,-0.023353410278012944,0.00595029716713583,0.004173027105066119,,0.04021604862824805,-0.01643870175697276,0.07549430108543001
PF4,,,0.047493092324119114,-0.011066825666381092,,,,,,,,,,,,,-0.038483877557398065
ANGPTL2,0.05705073866019985,-0.015098277404634633,-0.011624796724510951,0.04766709653360243,-0.017646452226257277,0.047298726691096415,-0.05697611119580539,0.015808559947043454,0.04768835478414427,-0.01845225220717564,0.058378801987568396,0.0362564911289004,-0.0580792277928188,-0.03576912271840346,0.06544505502175832,-5.9546808500010846e-05,-0.017060806592306462
LRIG2,-0.06303046910202907,0.07355924341243571,0.06387861151199127,0.01199665193153663,-0.0006466211630308047,0.061929854255672066,-0.03255470437890461,0.0017563077660170394,-0.05525813883571213,0.05910904641424933,0.022526411296538193,-0.00044269895014846907,0.08319504093879088,-0.08346919001417696,0.05814789888404555,0.0748989802103954,0.037882019123842516
ICOSLG,0.04182283961990435,0.045877947878597794,0.05171749032680868,0.012164520080985317,-0.03275295273174478,0.007722051197330714,0.05146544284613008,-0.023796233402363934,0.0388534084880289,-0.007401881794671851,0.027799137632548234,0.1873720721683706,-0.04365609020000942,-0.030986837557731975,0.03850878342007295,-0.040848423179639305,0.04835378293411418
WIF1,,-0.06953619102736032,,,-0.03121025097165884,0.009127510787546634,0.01923367311324196,0.0006109364641194049,0.05422129174905163,,-0.027390780358802724,,,,,,
NPPC,0.06370930135184363,0.06204710698064766,,-0.0024350471046257873,-0.03200368344122372,-0.0007568925896184281,-0.0035635255312252345,-0.01742581407546967,0.0318453163121283,,0.034825030468934814,-0.024874589504562748,0.13501153212822503,0.03239384658968849,-0.02832909432464147,0.03205238986420748,
LYZ,0.03151315735305054,-0.0017571160774784225,0.04151352880457499,0.031235228598095018,0.020428403771794116,0.03935185587560919,0.02930536898659437,-0.021180174429114497,0.08702812254590028,0.02789815144087527,0.004575777363467204,0.02874318439281131,-0.07522434484960769,0.031860724641202216,0.04479163719820714,-0.00010928382109952929,0.03442066133319446
EREG,,,,,0.012818878537339515,,,,-0.03485446159610744,0.015424281247566798,,,,,,0.03506273748058987,-0.05019424584153698
SPTAN1,0.02717450260330389,0.01332851914307312,-0.0010525982934584419,0.05999667757153702,-0.041086035143225855,0.012549203389304278,0.013069759321200053,-0.007558070211743467,-0.0008790180252420671,0.10211539532938595,0.006881214218432417,-0.00810355591715274,-0.1091188598974602,0.1143648396181221,0.023936271812132034,0.013637827574648062,0.03664727480392475
LIPC,0.0843823072576375,-0.002913608358810661,0.029579390396964167,-0.013314530440025306,-0.02322596328590432,0.0317548117725108,-0.00041329099096915517,,0.016577910843052265,-0.026876799718957244,0.08771664830291886,-0.026376955904101912,-0.048575055265285785,0.005768058153503349,0.017072501491647425,,0.08005053500322767
COL8A1,0.058430780105081806,-0.028102998404379898,-0.02794602414197288,-0.0012741476932724566,0.03383613627134901,-0.005950845145443225,-0.005195709859563691,-0.0483099888131082,0.0898221116667471,-0.08501117728949448,0.07657866619411183,-0.008860232296079244,-0.0679540033455108,0.025972290071322,0.08634120232634428,-0.006925824044886909,-0.036794374383411065
GSTM2,-0.04025310697108346,0.0008601195153503885,-0.024375796324229107,0.035235729710685844,0.11098058956151749,-0.011887978634436832,-0.0428489515937138,-0.037060520692565845,-0.04521781378648384,-0.00036301728157424627,0.020167598146715347,-0.019518097868574183,0.07578642292649829,0.03726643687326082,0.04533280724617235,-0.004947751327728815,0.05757508156697287
IL4,,,,,,,,,,,,,-0.04643311692245961,,,,
SPX,0.055825327451062653,0.08487806838724328,0.00041506884790126834,0.05425914184989146,0.00595223583481889,0.036250496133847544,0.05310224768049872,0.028474044480582307,0.07697980333726365,,-0.038122771415824847,-0.032976040014507976,,,-0.055683168626496166,-0.019524696522571897,0.10807767406179872
MFGE8,0.039572173337234194,-0.029373131587131243,-0.02345378786443866,-0.023829553573098114,0.025061761701741212,-0.039710466277639175,-0.03266340322257576,-0.05941358500339737,0.0601768500973692,-0.024677814256566472,-0.0032075208808298758,-0.06132177390741947,-0.06545473023750117,0.023245034224686278,0.07173315750752067,0.040933409390102614,0.012946764460134114
TGFA,0.10107070927799651,0.05958798342207842,0.03132006388922956,-0.015037457643586516,0.05806424496303386,0.02900828157347559,-0.03690476588360818,0.02038578172334792,-0.0025656293845469987,0.1319040318510232,0.05614319658494199,-0.024864275503900798,0.04153518414921526,0.015963825905278138,-0.042073310957371365,0.0322974532809244,0.06754616365015276
SLIT2,0.17347800998895202,-0.07731099932086444,0.02283880149308003,0.02443432451413194,-0.006587921666050022,-0.017660066250124534,0.0002053203707415941,0.04168715622413764,0.015004877080485228,0.062291722260536406,-0.016265622213559875,-0.04059622956514822,0.0536263697155161,0.04090891924350376,0.01026260111756611,0.0017028221794181955,-0.03615253801429195
PLTP,-0.0603621272748816,0.004405565107584492,-0.027585434093877596,0.0069720904458146485,0.03348854032552825,0.05162004481648286,0.027283498972293253,-0.01325164840489221,0.05556236423665075,0.061158837780165266,0.0039760030162771754,0.009662934579487581,-0.0936209979599075,0.0776256794254848,0.10439116690353972,0.03848862000180154,-0.04012361786350091
APOD,0.017923125124865758,-0.046222093145265465,-0.051677763155238435,-0.023016764246889636,0.015768029694461505,-0.012834447153900605,0.00971263281219113,-0.008311201870551187,0.033370876553154044,0.13137807078700442,0.025219884170775756,-0.036928541718448234,0.010657813009456053,-0.064377827626252,-0.1453963866463749,-0.03192042417336245,-0.027286023512725206
B2M,0.051193540441179367,-0.015506135033959059,-0.014231940539886993,0.012594772504762444,0.048034075010095226,0.04930545492080521,-0.01927598333111392,-0.0214746776025107,0.0707016353299949,0.11063383578401922,0.02414282160628434,0.09756149423202375,-0.18822709572296617,0.07756483547870575,0.07666891808427066,0.052316901550487016,-0.04743924251719653
OMG,-0.026269679421446018,0.058295905092121306,-0.024651193127371705,0.05979182081108626,0.022976293168066517,0.01204587022449852,0.003925817991692752,-0.03653637808983225,-0.079436269534104,-0.013612933740684379,-0.046993642563672264,0.03612721915756596,-0.033496593162207766,0.08554172205249243,-0.07952121545315587,-0.01170718945886167,0.08252134212962375
CXCL3,-0.018205892854922447,-0.06690420194666309,0.016060694762589377,-0.04618060491936599,0.007437430107624209,0.019852447870786882,0.0013644438357993704,0.09035069516524034,0.03243331485398164,0.0897309797479517,-0.01362400691198106,0.05935190917868239,0.12943367430266742,,,0.05749045159376785,0.003422649776494604
CXCL10,-0.040332420759370186,0.04253333389955678,0.04102982724983191,-0.010205919751334199,0.009858736665068124,0.08916335734808932,-0.044049889220955006,0.0227041991785256,-0.008227950537514484,0.0023244727918555527,-0.02165019572995259,0.04320108310990732,0.035268812974634904,-0.1066218238575236,-0.03821254294172008,0.04491574607124926,0.06630120326242653
RSPO3,,,,0.03592690867324901,-0.023225948965958605,0.01390919773554713,0.006640369757806721,-0.013179144766037572,0.009929168318228437,,-0.014236824646008173,,,,,-0.01138870279969769,-0.0274259749135457
CORT,-0.022607506471835282,0.009584945377698268,-0.0032101683408668836,0.03893091143348133,-0.02818819584479934,-0.023998945411435643,-0.01295639053196298,-1.6288695501959004e-05,-0.028772755329200757,,-0.02035667854807659,,,,,-0.022081237689714196,
NCAN,0.00799494117249392,0.10432404926153689,0.0362228541877113,-0.009390118558129788,-0.048185313496805694,0.046736086286935756,0.015128406549192614,0.04285081510966291,-0.024490465697496043,,0.07501669625672089,-0.032289931581596015,-0.061580620130173784,-0.02783439544067517,0.014911371163876735,-0.052409173344237045,0.036509921470960764
PRG4,,0.08606468720714835,,0.058858520287328166,-0.016629696074186566,-0.010249944804373785,0.017109020992142714,,,,-0.01664520144511355,,,,,-0.02121004631699709,0.00044874907886885646
ZG16B,,,-0.009480361027981249,-0.03141959316878031,,0.011311743725844474,-0.014004994970687863,,,-0.007811627480362435,,,,,-0.02630079880516651,,0.013977660454594892
TGM2,0.07485259468407357,-0.040305624719890104,0.035316008908788506,-0.040950163129638846,0.030920081093994464,0.06520845281595944,-0.062228153800732655,0.019692804785397915,0.04874504751266378,0.043268183657159294,-0.01994904400877121,0.04744557031905993,0.015720099183118338,-0.03395218019927468,0.008745550403148002,0.05471673010306288,0.029384131562829933
VEGFC,0.20331961065841356,0.013553882550745033,-0.03257961332877458,0.004385160505046305,-0.025598612806777478,0.04777486978933134,-0.02245505024500192,0.09341693259254227,-0.03938538984270713,-0.019459899834675113,-0.016987091550193043,-0.04243068738815389,-0.052635190788359,-0.04353466176615394,0.13387655742678245,0.027852639911729128,-0.023288248460050454
WNT6,,-0.05311980735185371,0.02780571620979652,-0.03744313980433061,-0.0229141201737699,-0.032892104448462994,-0.013849256775118434,,,-0.027115773891793593,-0.01482547570909677,,0.10094258757614263,,0.03072601080369903,-0.013961132105329125,-0.04130019458660034
NRG4,,-0.03958676478900184,,0.0033456869649198633,-0.023686827350133555,0.09284319605296591,0.016100737887540108,0.021542598499656136,0.010912123720314696,,-0.019817423654156743,,,-0.04610008827154148,,,-0.011172117544147554
PMCH,,,,-0.00979183564241954,,,-0.020499433681213656,,,,,,,,,0.024492258841025728,-0.021596810866222494
COL9A1,0.1323397005860358,0.0190690355721306,-0.05960590193284272,-0.03441079019667263,0.03940119059787853,0.004026758475752122,0.02137638985105669,0.015606481747089816,0.017863006082939132,,-0.02258148312572247,-0.017773712061403716,-0.10221920031482133,0.022642078744908423,0.037238443402049015,0.010239122521287036,0.09740971967896911
GDF11,0.03904074096436407,0.03284642574735534,-0.05349287157650666,0.017174011642297315,0.025140662956610424,0.06050269063897362,-0.003958210137731768,-0.04039329826452938,0.04183230000130993,-0.016030472069541814,0.027701908596409454,0.008394109260982633,0.01863939799643951,0.03054762457882013,0.002874965675230908,-0.021929899312577026,0.05111968252330781
RAET1E,,,,,,,,,,,,,,,,,-0.030086102985285395
IL24,,,,,,,,,,-0.015291581787227448,,,,,,-0.014675320419905633,
SORBS1,-0.014984721050894274,-0.07628469013632504,0.010224279305574418,0.01276636596726182,0.04610028205927089,-0.009474365239064957,0.05704919741060535,0.016485849155065985,0.056778241369943555,0.057918800362290954,0.009529110744981072,-0.021761802754595196,-0.03943621497349377,-0.000443573487171925,0.006239174572712073,0.09339532222730888,0.05433355158925537
DLL1,0.07465962884414562,-0.05018854148604872,0.0544144852277079,0.01781254616773211,-0.009190827205204167,0.06676230006796688,0.027369405166181825,-0.03939922637791339,0.05290290616483428,0.028718250084499027,0.048028437896333674,-0.07176993196956785,-0.01830606109014667,0.0038504402013706304,-0.029930444210419335,0.052301311489909234,0.0320696378562182
TLN1,0.04539086416462666,0.04889856003300799,0.0638434949220724,0.04922515021464713,0.05606959695874598,0.05120707810126163,-0.004983472440752513,-0.029459983524483032,0.04306950478616502,0.07943592975885552,0.005008980452277879,-0.029402694723425226,0.015840563760640546,0.1341730248493728,0.005000011949630068,0.010141383092928209,0.009639059984980273
COL2A1,0.02363734166490649,-0.04051966062302316,,,-0.01485284134898155,0.019738495259843586,,,,,-0.013831164065374654,,,,,0.008526265243164308,0.04988551340760113
SHH,,,,0.03504313916708453,-0.03765295773463695,0.0068554701274864465,0.02678145361442626,0.043632419609490075,,,-0.013200361967219701,-0.016793927767005463,0.02642933379104451,,,0.03762098264593134,0.05575199667828218
PON2,0.0773866962325556,0.058028734128832686,-0.09191679853735192,0.023909104116957264,0.043766104819489324,0.008710090300255349,-0.014473770829520562,0.04241817354285116,0.05725921091834777,0.10949414745636703,0.042968198500740185,0.06926382626752,-0.05850501833980693,0.007367920558815722,-0.0008888447498153314,0.05883790307418627,0.0737412987396337
ICAM5,,-0.011243299928818822,-0.0381395926885106,0.06822738297787301,-0.039389650807084876,-0.026573441676863367,-0.039260197543991925,0.0015772471694705326,-0.030234743627558604,-0.014475361018764293,0.00028620261637968963,,,,,0.003148608141545677,-0.011608078798529358
