,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
GSTM2,-0.04380763816968633,0.0011438604972707144,0.053713380310616864,0.020510338458319788,0.039004220717668264,-0.01155244534505546,-0.018443893486749456,0.0007010803589346091,0.1390039610900303,0.05482401545330755,0.13042830179914042,0.020198008909267234,0.0021597576014224804,-0.028612079457177295,0.03730509224169104
SPX,-0.033832687002204105,-0.04175910372083593,-0.021693852907970945,0.01555189385346081,0.003260070019871647,0.012858021341032184,0.04728693754392144,,-0.023516757728572174,0.05297678680499845,0.11249225771653057,0.02880345686350067,0.056733887474597344,0.1328257633449535,-0.005325636162512986
MFGE8,0.019055433902300255,0.0019060364845737581,-0.00944356193556066,-0.06166333275270896,0.09011735762370988,0.0045112014331108174,0.03680054016936671,-0.00472624696967132,0.09347582661850161,0.009809190840421525,0.01768134024157508,-0.003927698328694295,0.01216709569426864,-0.000886737088898828,0.00013306677929821324
TGFA,0.08245811278035887,-0.021095982294479607,0.016997697083374032,0.016777253358554376,0.04606003103001713,0.06954184212003114,0.007871451159631794,-0.008210914412813982,0.04697421022601465,0.009250997389071654,0.028374035664107858,0.021881567732503233,-0.010845523216739978,0.0983379537520573,0.04894687235116891
SLIT2,0.16371721120563898,0.031618665901373876,0.002288123674770802,0.0009724428920561526,0.007825801864494622,0.011531834623245698,0.0672112618202731,0.04292720437701683,0.004261566837388197,0.024759054565021976,0.00772259668133259,-0.008505661229097272,0.023638092858425264,-0.03173385820709967,0.02220238836689137
PLTP,-0.024831564649414398,0.016631528204332814,-0.01048538236610009,0.052298017009649686,0.09562849567340449,2.551606395483114e-05,0.02927991940888597,0.046868965378904635,0.20017355901317868,-0.03282577337897265,0.00843755541210752,0.0008512887363797399,-0.017529124998998856,-0.006545466386114237,0.0808991076222323
APOD,-0.017673900352904812,0.036143848702193254,-0.02890314894073039,0.061698090684142025,0.0608974414260493,-0.024168467335954336,0.024357986673699875,-0.04519844547927854,-0.3086107002987402,0.09870051190775331,0.11869294033656907,-0.01768347196699196,-0.012599107934691232,-0.06822143851358066,-0.009396641037397624
B2M,0.08023630953093545,0.067937626614757,-0.08416691304094842,0.13422980682300634,0.12601918566337636,-0.00696252976697985,0.022569511256100697,-0.08990012209495822,-0.043603264353003476,-0.011021074195739259,0.11160727645592877,0.0718983354143156,-0.04154156577152898,-0.08772273269057305,0.02390334376437448
OMG,-0.04056992751881313,0.027020316612417092,-0.07366453279006961,0.0017174089738434377,0.018087068654547515,-0.012452841158157736,-0.0016789666924612635,-0.05567047942471115,-0.19220732144928143,0.10367931423504799,0.1609986164226442,-0.015511648271310465,0.023787500856137386,0.13228287766792837,-0.053445403656750406
CXCL3,-0.030429804149168946,-0.001945537748274192,-0.002171796727635652,-0.03324631967250761,0.06460674103163065,0.03242397234050966,-0.027841365439105595,,,-0.031447179800365294,-0.019021560871512157,0.15148908294147884,-0.04337522678815306,0.007589803842712922,-0.015649441030234044
CXCL10,0.0021765092441755657,0.031129310061854466,-0.03480373712696106,0.10130611710469209,0.09728763292824943,-0.033755022180221764,-0.04206137506024681,0.056218009548568086,0.020991600157139734,-0.02231208178476135,0.054764221302245356,-0.026612151288054393,0.03544322265538436,0.0017920944665961744,-0.014913897541925385
RSPO3,,-0.03282715649210761,,0.0008594873326575015,-0.027557861977037724,-0.017016096132136938,0.03841741437422897,,,0.018781772753751428,0.10091544040659962,,0.011989524926740807,0.09715414664562018,0.02363334686065286
CORT,0.06575990989146067,0.003283823684249071,-0.01507738510607994,0.025131260643828097,-0.031158010199090782,0.0025587858925389885,-0.010457057566019346,,,0.03162496314355253,0.022937155756475133,,0.007910912626571062,,
NCAN,0.05650697902792109,0.052180876584641,0.043393063605115995,0.04534037655863749,0.029313148443203853,0.09054425330694152,-0.013266703118482902,-0.03681473589657952,0.09724713737933653,0.05401852460534029,0.11601308939806997,0.11174035873462333,0.04333108295497132,0.13465121792895035,0.03753490378462704
PRG4,,-0.03634357432264018,,0.014128124502800642,0.0077113732558339145,0.042783032003284274,,,,0.049942646168362005,0.01878354296611975,,-0.03518254239664873,0.02547101965781797,0.028011934666496978
ZG16B,,0.037324862872338424,-0.006304652571340529,-0.029209684667810983,0.0787945906104758,0.03942828211998853,,,-0.0004644046383092537,,,,,0.008207220826748443,-0.03431205657845664
TGM2,-0.00947177798961742,-0.04272027012848929,0.036044187572061896,0.004216043538694463,0.05367173709123798,0.019800891900630033,-0.039522799837778205,-0.014918707964167442,0.09377970238923207,-0.03249834884022501,-0.02884464246541265,0.0356725112507534,0.01926683163065163,-0.014679342501204918,-0.05193452056646153
VEGFC,0.061885108341822,-0.04614539788154578,-0.004060607513084448,-0.025556566070122782,0.01728924829082613,-0.007517610310749223,0.045418397222813066,-0.04591324813903765,-0.03558913717187449,-0.0009345196640538759,-0.06166494178109334,-0.047348614273324326,-0.03150678533761565,0.03076406562762678,0.01084458004227154
WNT6,,0.008211171261179463,-0.03743839302630354,-0.014840208558978258,0.042135064092530816,-0.01713335058373142,,,-0.054234923383629285,-0.04125930223890129,0.03219472483035998,,-0.024500050654168735,-0.016291726950389312,-0.03545464880534707
NRG4,,-0.022258222130405327,,-0.009470437824989155,0.06070079085317363,-0.043365415956347346,-0.019322506731120834,0.04881328049614155,,,,0.018017220757767752,-0.024377523867130775,-0.029551147724675028,0.03105468167782895
PMCH,,-0.025653798852148062,,-0.04373794396250954,,-0.029717270897912235,,,,-0.034753688807548845,0.059581952131290306,,-0.014035571752314738,-0.043603917244449196,0.03502452810285308
COL9A1,0.07759941320266034,0.01920149416032736,0.007757225682201699,0.007077863772232619,0.05805625566598676,0.044850809618934874,0.042245367233454546,-0.024034556879127048,0.09228529388632423,0.07722029582350363,0.12631959178697028,0.016315516906268798,0.016704684498829427,0.10457324185041163,0.033359730037808066
GDF11,0.019933258234086336,0.056931422987257015,0.018263636178179218,0.00720328684699746,0.12696891146916545,0.07160161770146338,0.018369749786430384,-0.059555193425995634,0.008289619691434175,0.03186762369335035,-0.01508364664185496,-0.04823943790103697,-0.024880496873281668,0.03536546682614315,0.07413451631868115
RAET1E,,,,,,,,,,,,,,0.06111318867825865,
IL24,,,,,,,,,,-0.00876112869277431,-0.02894150132728082,,,,-0.032861439086494804
SORBS1,-0.03381332704115783,0.06744236517629904,0.0036831644598922836,-0.005527665044792589,-0.01662098681929048,-0.04111188597013442,-0.03297330404456073,0.09630592057366999,0.09010397800443025,0.0451684848568362,-0.010232280531904496,0.05535464904288888,-0.022239391777302848,0.05523667242973378,0.06301806164249252
DLL1,0.028470618382890035,0.06686822398472243,0.07326700651744004,0.03050180577943254,0.05029023736997583,-0.022954400936188373,0.02625454619514005,-0.06744815942460128,0.038405673490228893,0.03371516069031461,0.11789603620977189,0.008962516311861558,0.02739821875969852,0.04846245815720855,0.028553229695537034
TLN1,-0.0016249201329480323,-0.00046918352058459136,0.05628249812019425,0.027336375970621194,0.08553707848256233,0.003751456547153646,0.003405102862228619,0.04436381144822136,0.06944131922136426,-0.018573971561271666,-0.02884879113340338,-0.00923913827872164,-0.04155317430541219,-0.05382056684019792,-0.07611045563858913
COL2A1,0.007234101488017862,0.0007543855077779476,,,-0.022034713383155918,,,,,-0.006123718206991915,-0.001812272769001046,,-0.029568193073577297,0.006275425400486224,-0.005557973184817583
SHH,,,,0.06831750735149257,-0.017321962076849197,0.04404123228120864,0.01888045349878776,,,0.023743612292217168,-0.00934765598179227,0.019364156504329957,0.013280383467296899,0.09427145658203628,0.08874742354720741
PON2,-0.03087318137702055,0.07047533628082732,-0.052711849403892015,0.07126308309379141,0.10757888545490364,0.07116873730629074,0.018516694365575903,0.05015052444699619,0.049315790819608636,0.04735849812809732,0.15434384288912478,0.001480177537342382,0.05112828559926481,0.09577833162081491,0.1429715379880413
ICAM5,,0.0012049790114786521,0.02435914026722112,-0.030404026404402176,-0.043057983246164666,0.056130013600623814,-0.020369492929187553,,,0.009666286475760842,-0.04872565706885973,,-0.03981641262435584,0.02368380656758316,-0.06790176148961634
HPX,-0.01691179150080537,-0.023181151487614283,,0.04012995980079961,0.016370972096825656,0.05709611679503576,-0.03719668733291608,-0.11899173704030362,0.040304368441193894,0.0770875500804138,0.01980749959276401,-0.050975389932052306,-0.018546321021724366,-0.0038209985545437303,-0.021429901267828438
SFRP2,,-0.010634482403919778,,-0.01294660718362502,-0.017585749472305574,0.013827366340348701,0.01087501454425888,,0.1508251184904447,0.006311590638669229,0.02129585041215578,0.059632032744756515,-0.007492178472723791,0.006990987314387859,0.043908996725219744
CFC1,,,,,,-0.0051059685064934615,,,,,,,,,-0.04717835387454113
CD70,,0.015243244243297743,,-0.05713803619401824,,-0.01126761281222324,,0.014255947765018952,,0.0316805191110098,-0.029955170183056157,,-0.035499834780790974,0.06151925828073679,-0.027609279637955612
HP,0.04703514161709214,-0.024434013018510146,,0.003021958937941812,-0.011751152160130285,0.00771370089403001,-0.0028166101842318648,0.016640166215849822,0.10859753199869496,-0.027394615269048506,0.030789067513885025,-0.007069445773580403,-0.003049393322302688,0.055626799341349266,0.03351274123995096
CXCL2,0.060316821059360134,-0.042663335107310976,0.06181067638672149,-0.004140354644561863,-0.002501568322653569,0.040063184663882624,-0.044068090631727876,-0.025381991735727943,,-0.002798669046590698,0.0029940842969068777,-0.04705029933754921,-0.013348970023880156,0.024784184974261592,-0.10740535510190133
NPPB,,-0.031177158932578733,,-0.06821432337147562,,-0.01804546602105464,,,,-0.0019081163779940808,0.06505140379054451,,0.013786683966114743,0.05931290781730219,
CCK,-0.01612301864955793,0.012887334684305246,-0.07962403725898898,0.04343196125231417,-0.11669626239502302,-0.007779508001208584,-0.0532338415445064,,0.04030029026199236,0.05834883716317088,0.1022429189067855,0.03080559116517567,-0.07882321047960197,-0.03888741595605215,-0.09241530088267881
SEMA6A,-0.030205203530823156,0.05301029758274163,-0.017222250367765684,0.004301396717010063,0.06397483407112545,-0.018615333383252844,0.014486827414253126,0.026761661662782495,-0.00042604128480242974,0.04159698907746251,0.05218563697161876,0.02196346217003011,-0.02380843513893802,0.10054085219652271,0.0924004183049862
IRAK4,0.0404641714041071,0.010721191705748864,0.015572284281441622,-0.008683619045095322,0.09822759217925192,0.052182279096656355,-0.0039016031468975393,0.06181160102367442,0.1944132792432173,0.0158224354307669,0.10013339380816882,-0.04957240075910044,0.07970536955588137,0.04330981910888404,0.06301557634011047
