,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.01784584399941637,,,,,,,0.019521818566132727,,0.09460327974770515,
BMP1,0.03714153207500027,0.004272400195011191,0.07028546723838304,0.003370598314904556,0.07910414165183648,-0.006121990745667031,-8.588444677376835e-05,0.027391643741011867,0.1075025780256939,0.017481336428909464,-0.02914529604081995,-0.007229330684536428,-0.00914865991591462,0.03415692536373148,0.04173670990708926
NDP,0.09881188792827049,-0.0175611555546579,0.07396220772169956,0.05634470971996252,0.020881221872314226,0.04560211795237604,0.031932647720002275,-0.055048337880779306,0.054711356264283216,0.03278148034782622,0.04177509835353467,0.056710854148056974,-0.024962039673993422,0.08956462279351818,0.07295931658025644
TNFSF18,0.02632649913821116,-0.03263055329725456,0.03387111174687916,,-0.012222115074842537,-0.009492958813037921,,-0.017668270447867868,,,,0.06454629576500744,,0.008941805027952242,0.017194895408827873
RTN4,-0.001412673650171493,0.022539230766705904,-0.00564246978411436,0.004280729133148388,-0.13969995691905784,-0.019003099918442654,-0.03888404219601472,0.09711026377707817,-0.16056353316341704,-0.0546559557570877,-0.10472332068879102,-0.07419046529218946,-0.021081938014888685,0.018970130760704536,-0.06306568344109674
HEBP1,0.05070508757748066,0.024245725616276945,0.017813338897066655,-0.023760147615883,0.07627142489595148,-0.01077365073264934,0.043031095889070274,0.049421336073391144,0.01914561221040613,0.07146668839994276,0.0940962513420188,0.027307529771150668,0.052145495261941455,0.06145161514500603,0.024224314267058247
WNT7B,-0.0020322815105140585,0.01503954091628284,-0.0010972836163617157,-0.02602203665246161,-0.047638229113994124,0.05674331525448725,-0.03575043095735409,,0.06208628032904018,-0.02342701740707139,-0.03790186646172005,-0.03795091913803127,-0.02233890984864436,-0.03485234637902648,0.06158093706252167
PTMA,0.050089553433055704,0.0007075970918939921,0.06447976813572698,-0.043435161882006294,-0.036919749458674156,-0.09373937063630125,-0.0014774608087968922,-0.10407712272191948,-0.3113074820800589,-0.04235782724852019,-0.018269681297090445,-0.016999538781823843,0.045591501245139616,-0.09377280789075922,-0.08822765172805308
FASLG,0.027986650231105678,,,,,,,,,,,,,0.0022684531641630526,
CEACAM1,0.05753588593918695,-0.006576258917926102,0.03529979642309567,0.0539048402956514,0.0003074795529595562,0.06767340197467822,,-0.01330723002364882,0.05638645343648288,-0.03215624416085266,-0.00817968730528666,0.0007482402248553027,-0.014826659356958415,0.09915410692337522,
PDAP1,0.0017371070079551774,-0.017579187240942293,0.06410725157298038,-0.004074481608680463,0.07313173485381065,0.06424071395414896,0.016302331678708246,0.08432874441462809,0.08196042030784984,0.0087199788316015,-0.03256050516193852,-0.003940070028949409,0.04865408802853375,0.06411173628237156,0.00044698886401616433
QDPR,0.04153320698370568,-0.04472124081644603,0.0446802309127781,0.01983641523629987,-0.1038368130948359,-0.015570842079993687,0.008509128744785639,-0.08375241203551159,-0.24532285325469128,0.0240676012274138,0.07176348862454562,-0.030359136190461815,0.050087286523967316,0.048829913381902394,-0.011117996067616612
POMC,-0.02560536004238545,-0.0005219169187764929,-0.005020424369224621,-0.03210209868103531,-0.03615788938037437,-0.0019695305957649623,0.004985579870900156,0.04736365706155385,-0.002215190978893662,0.03753980936132691,0.06189062258943424,0.013242869032111552,-0.024254466994514078,0.0657985473992249,-0.013633187711013215
CCL18,,-0.03799264151422685,,,,,,,-0.08604222749928389,-0.006539755430963588,-0.021469813774097724,,0.03106750956302278,,
CCL17,,,,0.02062159851105621,,0.025067478293851052,0.0005364315691099679,,,-0.022813298826158106,-0.030672263634647142,0.00989111125140344,,-0.026394053070374204,
VEGFD,,0.03836171831823797,0.02198533270119865,0.03752590146667433,0.0485174339675797,0.020170648684763485,0.016464312262250303,-0.016496867201958438,,,-0.02118174127776306,-0.03157548410914794,,,
TNFSF13,,0.018817138865674002,,0.05328589841172874,,,,,,-0.033939259022489905,0.11821568875841622,0.001670539969968692,0.22439513852042356,-0.04300690645607824,-0.0009023197178296691
WNT5A,-0.021291119703660117,0.023790287105114005,0.013203018475079051,0.02650195632114649,0.06825472841079336,0.05974993075046034,0.0029204200042567885,0.06571225832021116,0.13636115771236632,-0.011912497976018354,0.01131247588581008,-0.037850262747554,0.003754829972372551,0.00018957690112951625,0.03132059557772494
CXCL8,,-0.05602421658469062,0.09202239289394587,-0.061102304377337276,0.059273778089166416,-0.03869737330054865,0.014001025023140245,-0.04169382210131853,-0.024047508831080956,-0.06803374098328505,-0.14678421228714433,0.004593265200485438,-0.04731767178935241,-0.032414896238544086,-0.07427467599709249
GRN,-0.0665759030909619,0.05196431070358749,-0.08035118188276348,-0.030674743889700023,0.12044452963640015,0.03033311184969982,0.025744135296854022,0.020716640122622303,0.08187561342118735,-0.036555495711158056,0.016194116209079464,0.028267363232642437,0.001543426747462195,-0.06210949132364494,0.015744211633927002
MIA,-0.021455094607069427,0.06726659327199558,0.03707982154361361,0.029453346591351348,0.01117565033802103,-0.01613998686960971,0.024010530100285574,-0.0832618985889569,0.1852509180849359,0.1345807853517227,0.1552129802933111,0.08694180017554938,-0.03850025771821963,0.12605874682421914,0.09899612758594932
COL4A4,0.02747900184896959,0.07470922178725357,0.044120296018212726,-0.010914830151992657,-0.017585754650671376,-0.02293567554931718,-0.043449999081630615,0.009343918120854253,0.028039989846250883,-0.001178357227269923,-0.013205176082826089,-0.030326512743666885,-0.017370598972510157,0.034112407978801516,0.03880265914064997
TAC1,-0.032627616877284285,0.022773049033392646,-0.0026720898722750242,-0.041678848227067605,-0.09599641952400534,-0.022425075268033317,0.02217714451485829,,,,,,-0.02558021124642446,-0.02289962421734075,0.0019532968009910363
RARRES2,-0.039572268329902106,0.0027024179082767636,0.044258648500062316,-0.017642983932123157,0.11663014343202623,0.007868271251497774,-0.010113077131461236,-0.00144390127480499,0.1677309764693391,-0.02825997793619645,-0.01651313118636578,0.006361748257500123,-0.03992870002542004,0.040302870807013245,0.04560418261057149
FGF7,0.015922674392226787,,-0.024421050957352704,0.035763047410592476,0.03671386278412905,0.03411494387994246,-0.016351318481623692,0.06148813718944911,0.11592029215448697,-0.03936611886849911,-0.018707472581125983,0.06726540009862368,0.01019008681829464,0.0618284855669866,0.10697131438344354
EFNA2,,,,,,,,,,,-0.03208752236792097,,,,
HBEGF,0.048891147598928424,-0.01761497431969416,0.0747111793945895,-0.04095397785031355,0.07799533576225129,0.05402064012191371,0.01322076386286204,0.018426885863486942,0.19820219729332897,-0.03167509087295158,0.05985362517884939,-0.0014169311755202238,-0.01818013492466562,-0.053253912653393576,0.030283400824432767
CSF3,,,,-0.026696393075778445,-0.018605389936665252,,,,,0.004958867961190459,-0.020883999327513315,,-0.02125604149008761,0.01892899312994518,0.03660485201307313
PI3,,-0.022959289158566626,,-0.03692550019173772,-0.02094991463325219,,,,,-0.07163136258559205,-0.10131311872884195,-0.035014590722154904,0.0046662427786455605,-0.014514496203658871,-0.02952477008152
PCSK1N,-0.02492697329197343,0.04535755955722655,-0.061841938336408386,0.04720884420828187,-0.061297244507123406,0.021177771107557353,-0.011977497125681105,0.1512074077063276,0.07386927370567768,-0.02294038405004556,0.030272752829693404,0.004774267125150114,-0.0439537306045383,0.05082473505124535,-0.03747760815442522
NTS,,,,,-0.022868262299909643,0.0076009295915664965,-0.005708985278867398,,,-0.044726291716923064,0.01409285083960487,,0.018561015543706087,0.02331095733668112,
SFRP1,0.07690922562274258,0.04380573170683807,-0.03512290755082065,-0.007487110203035464,0.05224761189269467,-0.0033113206596365316,-0.023484861461778615,-0.06801872464114823,0.07527611834622505,-0.03547335114791962,0.05353418813871236,-0.01742370949725711,0.06364371133588373,-0.040195264297510476,0.05630255472747546
CXCL13,,,-0.046546032633703285,,,,,,,-0.051243346545171854,-0.05020702893027883,,-0.034673026964766505,,-0.006389616032941585
MICA,-0.05588340049399986,-0.027605059930115985,-0.004030635298119108,-0.03523669088340603,0.08452868223175518,-0.0025992839481929677,-0.021766926484768894,0.0298146563396539,0.11409394291691295,-0.053204110921846556,0.04770193996960308,-0.029316704863011724,0.05254340027488107,0.0333575579921481,0.014175832157185616
TG,0.03639441747761871,0.04796705955833956,-0.0012213522955265665,0.001601400139754343,-0.02245504106698636,-0.005083045898963918,0.05608179556695505,0.0161543569498083,0.039181105161857945,-0.015430129890734537,0.043325400151521656,,-0.017494048779021547,0.03453903136824077,0.06927187069799086
ADA,0.11797478887304906,-0.054088792824698785,0.013672475172953644,0.004492371595642272,0.06208247323311002,-0.006311741085270409,0.037271764957456016,-0.004964485262767808,0.10671056495599673,-0.00704294633108096,0.047063598028753074,0.012374639525190658,-0.007200359949671302,-0.02086254482595004,-0.06309363498364136
LAMC3,-0.028805008758307736,-0.00647733980146831,-0.023037043032820715,0.038806802049223946,0.06295270364528899,-0.044888657783844196,-0.018700766230555572,-0.040098781672214374,0.14396586529751912,-0.030761171635078688,0.07994135576865466,0.05547458488362109,-0.009881912588256091,-0.008679969925837819,0.02183140848474102
CCL7,,0.00417339109747542,,-0.032819766352939525,,,,,,-0.03419187646084487,,,,-0.02912003798845431,-0.01483211625568767
NGF,,0.0003124674842067765,,-0.00024323475356193003,,,,0.010832361021997496,0.03840964439390426,-0.03948888004560203,0.05056472044279213,,-0.03649197817980991,-0.009506309704061449,0.017358922093636014
TNFSF15,,,,-0.01784059805141422,,,,-0.0544765153615139,0.022188855038374835,-0.019586320953026027,,,-0.013199636844138012,-0.038076855537265246,-0.037400803678555895
HMGB1,0.05928193168491191,0.04165973767758879,0.004190225140542076,0.05206449847228983,0.1251871238312714,0.040171388904868814,-0.03048006292168092,-0.015039039645355788,-0.20552240474906386,-0.0568347071241714,-0.010642731292065532,0.029290508658278477,-0.01663146752350158,0.03876364498266172,0.08140358226989515
ITGB3BP,0.07359123652962841,-0.043387945496176264,0.045368439340055404,0.03094727471014213,0.07644102985989526,0.02288882885264944,0.019254166116860306,0.0011755327984613716,0.1656749619801868,0.04678145529031269,0.04237539886913481,-0.007400025729455626,-0.05698527789653612,-0.010899240180429159,-0.0005172904118104963
AANAT,,-0.035061957676687995,,0.029181887126045258,-0.016782565220456607,0.03591380807091768,0.0018045199456489718,,0.01141284834522214,0.03240113576040335,-0.043181114341874,-0.019615184405638864,,-0.002340384760752436,0.0804144788055716
RELN,0.029423239571700364,0.09460077151711746,-0.05005006455286289,0.016466745755361525,-0.049245312055258554,-0.01668691922536026,-0.051210982019730775,0.022248272095329903,,,,0.009274330228627153,-0.01594373083234563,,-0.0007623630702727419
IL15,-0.042736444729496,0.0007961915402824918,-0.003966497424328372,-0.028259695835659487,0.0502340878423986,0.030650649755036077,0.0025441738839132636,-0.005737793316772697,0.1033034339349313,0.046985964015974,0.019413250947981967,0.012857759599210867,-0.032197976727028635,0.04798865075690204,-0.04286610107722633
UTS2,,,,,0.034696610638403666,,,,,-0.025543724108219885,,,,,
BSG,-0.05435820744869603,0.04517503673852265,0.015432320789243314,-0.07511911878040593,0.018997823235166123,0.042957918112607754,0.007726368271488084,-0.03639884987731565,0.1798419211900158,0.03930780098783851,0.024085430155011647,0.09952904747548783,0.013331442887736257,0.11753712636720522,0.11914976761604314
ADAMTS3,0.0648881832627103,-0.002433590060247179,-0.04220682500562575,-0.03422625127724857,0.09661890296847417,0.0483372746854576,0.007799163531426224,,0.019916627490960133,0.11113818574536705,0.033891951419066875,0.015566049757467395,-0.0021206505020407215,0.0567814155657958,0.04121269195276041
CD34,0.009289909309046334,-0.009805579303809422,-0.02388771323669507,0.02289093561997753,0.09445583206798118,-0.010137590761815729,-0.024039198353851845,0.047186386441528685,0.15637570190341826,-0.005479017180566481,0.11176808240450119,0.006147242861819576,-0.06020244428912203,-0.05788648183466831,-0.0026080078967160645
CCL23,,,,,0.04209135556955758,,,,,,,,,,
PLAT,0.047728504568116434,0.07278928430497882,0.017172823762548972,0.028142162196126627,0.09991934058295292,0.0726688007905174,0.011055953246576839,0.04646250485192423,0.20171663759475641,0.0150796536493176,0.0941758361789353,0.07555959545933129,-0.0029254969732765215,0.022520540430264607,0.10404792167053784
NTF3,,,,,,,-0.03188887419247212,,,0.00695547572486413,0.12880356817514646,,-0.04828568346939192,,
LTA,,,-0.0018245773888949277,-0.02081599828180611,,0.05692466832576364,,,,,,,,0.0005038494364767185,
CKLF,-0.018679301447745964,0.016222062190903816,0.08240533283505044,0.09029760748801927,0.1313216640769553,0.024108097035260435,0.029506066136259456,-0.015639789301268893,0.13878825868831565,0.06413812228590188,0.11572568154388835,-0.02075292354654567,-0.04874171636198746,0.11797475088129168,0.04732073396602234
CD24,0.009182345457671848,0.09974253701783319,0.06413121855246456,-0.003942627620322434,0.007122062690717414,-0.0192795798426329,0.0376592052003787,0.08348465040051245,0.16489527326640963,-0.0029560894483182725,0.006035693086473177,-0.06391350767249067,0.004117728806404749,0.025895785013185516,0.03804423028133063
HSP90AA1,-9.324431005075089e-05,-0.037057365073738184,0.0876643246285805,0.04949564956623898,-0.10246833046173112,-0.03313792478784731,0.06301320211531197,0.12884786723365232,-0.20115193279319873,-0.12561372711561472,-0.1861210302104392,0.051969900474830286,0.024963683509381683,-0.019045331547769138,-0.06382687480352779
BMP4,0.02511347360234788,-8.295756187702105e-05,0.039688177886689845,-0.012473523515904965,0.04476784123280647,0.037199161243170416,0.06970959184592788,0.0669918937290753,0.09573049931915155,-0.003064136291713481,0.009885159285319094,0.002225698097191866,-0.004010275585404224,-0.008347368189907159,0.07630872024548922
SCGB3A1,,0.06130719016079938,,,,,0.0212741160743074,0.0030271697474873686,,0.018969103249130342,0.07781404852475324,,0.0693604345132152,0.03307687448925552,0.04326132584764325
IGFBP4,0.08876896196771235,0.04891472622862391,0.0685126024378156,-0.02903390642389124,0.1340035360822864,-0.022722982809474417,-0.05790633965769087,0.05067975733144628,0.045459063122737155,-0.05927867547724923,-0.034012915342392626,0.019431400931212477,-0.09482698116152949,-0.04543311908620462,-0.022236939627024884
RSPO4,,,0.05012155831169348,-0.06438666987571426,,0.01423732477493068,0.007927628265195807,0.02337574358938979,,,,,-0.018460465655157368,0.002036070893513173,0.007394188677579012
LEFTY2,0.04393746602740196,0.031188922427488167,-0.007396246684461133,0.04642512823190238,0.1452670149442454,-0.001435284809813034,0.0210784377716957,,0.06732772057167144,-0.014447189990266273,0.02912423420848428,0.0505898329810286,0.09165465128507322,0.044756997198455335,0.10294680878449185
PF4,,-0.025068892591836166,0.011732003664779195,0.002795606494514293,,,,,,,0.027122516115240383,,,0.00016873403454380057,0.028581778040034433
ANGPTL2,0.10861620493329735,0.05298529694570271,0.024034924458085295,0.014275890593848841,0.1121816283023083,-0.007986768459855178,0.01998002944555311,-0.09825425543498238,0.12360954141822246,0.032874287937309545,0.10980584006867641,-0.07138567435493326,0.01627555823931506,-0.031183661122881144,0.06929642987788054
LRIG2,0.03580727775414598,-0.010625219345776182,0.04749961494748969,0.022408875500882164,0.03417147937601855,-0.00018746041902432993,0.042929936377296904,0.04989228703894059,0.2048487369084923,0.061688587828916855,0.06343768004365546,0.047665883629149294,0.036070447479800406,0.054730264889382374,-0.04018853640301624
ICOSLG,-0.008636082210839247,0.019523319828995356,0.028730679856503922,0.01743325199465946,-0.006457374378942394,0.02354704710939952,-0.02447105296901302,0.0051408537006544484,-0.0015385404546540405,0.02136847207873197,0.13011561936706176,0.04475446381714756,0.0723445320627643,0.04338419255821931,-0.01530728775681171
WIF1,,-0.021176844969446773,,,-0.08835227962315285,0.012077229288586842,0.015880652740456313,,,,,,0.02598726531593523,,-0.007554966059221415
NPPC,-0.00929668544016885,-0.021732059623201173,,0.05779598057346955,0.03150716700974265,-0.05131180971639186,0.012308022782785527,-0.0327481730830259,0.02136239203723108,0.04575675227857739,0.05314496448235132,-0.005227784244948809,-0.05597654907899673,,0.04947017884696083
LYZ,0.027360802651596603,-0.009922586885443032,-0.01651179436532941,-0.005801039438387743,-0.007192937506439146,-0.01136661906136364,0.02832547695205616,0.023709178004768537,0.059844498062003704,0.0032032080080837094,0.01724155376764769,-0.0360413618694532,-0.012102189420840312,-0.07124190025127171,-0.060222412904365794
EREG,,,,,,,,,,0.1405117009146024,0.046216154685889146,,-0.022992821218250543,0.029720841190721423,0.02845952943761524
SPTAN1,0.014745500542023194,0.026099506315204857,-0.029871606435324157,0.03696623261502407,-0.05694326805383925,-0.016272514751587357,0.007511020783338803,0.03853564082443539,0.20977765155035172,0.023310242454123813,0.06472018701891492,0.06322898352492935,0.025571369652880437,0.0944027170362207,-0.0052698256147046315
PTH2,,,,,,,,,,,,,0.009667691853898538,,
LIPC,0.13030097193166323,-0.007611745553289874,0.0059622849980583694,0.005120266228240915,0.044437271394982866,0.02492550520711736,,-0.06243178605623863,0.02949459045631412,,,0.02412375859016036,,-0.019937462015422985,0.006625562364055701
COL8A1,0.038033752029004324,0.01919282871916926,-0.02679820175154001,-0.014378268113587937,0.14857808347009466,0.027252886554943748,-0.005830625325878198,0.05200597736565291,-0.030665409832633852,0.05239010037236675,0.06541473148435172,0.029530370622834874,0.030988377007028958,-0.043437759459660365,0.1106129764299936
