,MGH258,UKF248,UKF259,UKF260,UKF275,UKF304,UKF313,ZH916bulk
DCN,-0.03971165939497628,0.022220902668113184,-0.029212997527775328,0.026244301244505865,0.016554629257081777,0.10522094505021405,-0.04524567562563327,0.11110634992368898
RARRES2,-0.01686279639936774,-0.06685081354834177,0.009452304766748297,0.0545131681171028,0.06376227353557021,-0.07532937287492589,-0.019560362504133084,-0.06119888782162529
SEMA4A,0.02033172019508382,0.05512809143194476,0.024067014991113852,0.009092360591746416,-0.03808962202446833,0.012004791088399457,-0.006275286380490541,0.13807777110340233
GDF11,-0.0565711820165583,-0.05291761191534288,0.07986198362631133,-0.009660789623380503,0.009442027781097468,0.10344012644932764,0.021706430496484897,0.03771907859646108
GPC3,0.014152610948632433,0.05578508938589002,0.019981370033550952,-0.01320312503216777,0.023945940770216383,0.1523170145551042,0.019649471651914018,0.0688250759879913
OSTN,,,-0.021085661983668638,-0.014138105836201462,-0.028159516000300738,,,0.012896742981455794
GRN,-0.015291674806577171,0.008595102312081762,0.05517935002235604,0.012746153685892204,0.014271089816332802,0.0470395196910089,0.025294937441039462,0.10759303962352065
CALM1,0.08471216439916769,-0.05886687054035638,-0.0027120409476290974,-0.0743044794993317,-0.030339005337305644,-0.040502042923563464,-0.005273518812011727,0.009297624798984794
ANGPTL4,0.04413163751369796,0.009255497687404317,0.033712959507025866,0.06905171251830586,-0.02244476461891641,-0.035793300654195184,-0.025743743736414075,-0.04925493917540804
BMP8B,0.011089028804049543,-0.030711928314342513,0.020894313826521876,-0.051052656078904156,0.022985373889048737,-0.036219594705008185,-0.007465091367350879,0.07517467444433712
TNFSF4,0.03015277509552547,-0.012002732247364317,-0.025020252140902387,0.024941937266315835,0.003701049645676132,-0.01793193083439109,0.020775063947644643,0.016470985817676392
RBP4,,-0.015686410305126474,-0.02076372627636935,0.02319246138902425,-0.048294588433251365,0.0899350681511125,0.025505387490088564,0.06377221444569062
DKK3,-0.027111562987209546,-0.05902608159241991,0.008778927398566913,-0.04448550454269506,-0.07058766625032073,-0.01572923827878246,0.013705047146289272,0.07116349253762537
COL11A1,-0.024958016326822277,-0.011533038554088363,0.02291045778944907,-0.009630683913460248,-0.021323916844891107,0.021977989662440325,-0.09129872242939728,-0.04059207503133531
COL5A1,0.09867409896127374,0.06010001740118076,0.0318510225469908,0.008847287891024621,-0.012864116699386913,0.03584709461260665,-0.07041593677768726,0.10168049343191968
KISS1,,,0.018557376209355568,,,,,
MEGF10,-0.02966521789630839,-0.0097022439516326,-0.03895602455199318,-0.03338320249773533,0.047847836028810445,0.033224738473085595,0.037783399175421346,0.01729710244458985
CEACAM1,-0.025876035645858858,0.009472590070435043,-0.006870967608898347,-0.014777320781550952,0.1049127499580954,,,
EFEMP2,0.007290732377510569,-0.003235624309773849,-0.009702748943363183,0.06108601247973223,-0.06546780249895685,0.05091340592705141,-0.03347636906539913,0.0256163913433808
IGF1,-0.012723344162164646,-0.048317447483674905,-0.021112883657513102,0.054814702706812095,-0.0051044006825928965,0.04224789022274926,-0.020120379241664058,0.10841927427676508
COL6A3,0.00275070985907748,-0.006265541931339744,0.04760421104571712,0.040586494580663685,0.029105014201023665,0.13739363205107147,-0.03369380562789994,0.023211003960629032
RLN2,,,0.030180223064108527,-0.019310016216640934,0.005520136911809927,-0.027380826713970723,,-0.036169321438416197
WIF1,,-0.02223657657471939,,-0.018585152054211566,-0.01827314233419842,-0.03733154430816532,,-0.04335572867043383
PLAU,0.057570172041806686,0.010258650489909758,-0.008186611032696335,0.07418894151835928,0.03762721277134122,0.07860102873664593,-0.01995202448744297,0.05001781875254048
CXCL12,-0.00817688227519658,-0.011165552354927949,-0.024942343718292705,0.0008301010265570595,-0.022862712425264935,0.03887570214606507,0.03600943236177344,0.05981314019326115
MMP9,0.03538032038359521,0.0536290395424036,0.024604605171565277,0.09994293283067814,-0.007557174389993459,0.08459737203556965,0.13432128753777978,0.03746679920380401
TNFSF14,0.06151162534530787,-0.022857492416816314,0.01944748858034702,0.023157946110656098,0.07016489852865757,-0.042052501745548594,,0.12470179134569531
HBEGF,0.008111469130857203,0.05844246843859065,-0.05137209558994371,0.06197098436974016,0.10096847929331604,0.10763837575481501,0.06763116819910138,0.0866272890294477
NUCB2,-0.03749549576235895,-0.04563212375803803,-0.014414965341098474,-0.03888925835449419,0.00024002880483194906,-0.05496345416657047,0.020300360439210498,0.026011021205667208
VCAN,0.011933296357566944,-0.013403241582760402,0.004038117333348719,-0.01880796319021082,0.02729141427857639,0.03497467037889991,0.08375441725086878,0.03165066067151745
VEGFC,0.022610886689243246,-0.013061784087933999,-0.004895246815818335,0.05253195572799815,-0.03666662457079245,-0.024577505554945783,0.0253787549691112,0.03390133278351765
LMAN1,-0.006706200316631526,0.01790705253284115,-0.020452228913261778,0.029884464384612737,0.012250584118366836,0.008422104995192628,0.019268066926831712,-0.0018349305153662386
IRAK4,0.04023748907639015,0.051959773343482306,-0.01819068857561048,-0.022717211383045454,-0.037938777392385804,-0.07495454999448338,0.004017709590404294,-0.008059384821760367
MICB,-0.01456800736179857,0.06208998823695615,0.002258821560823158,-0.008431282768564526,0.04012509596176235,0.04836822516798604,-0.05017516061040423,-0.013485469296969671
COL1A2,-0.020003928553409434,0.029461498997982654,0.026688051112518905,0.03774691157755296,-0.028763307369707707,0.09484373167441522,-0.12691236783478113,0.06453434371232257
ICOSLG,0.019143334170352078,-0.008056397125744493,0.0016159683285776102,0.07458788465052715,0.007411085105319115,0.049203838235309494,-0.04744563955514852,0.0032435052472486966
GNAS,-0.004898893883088874,-0.028012801440877796,0.003042008115940093,-0.08485273135111039,-0.09950707044528768,-0.022056275046149557,-0.07364126638017623,0.019227490293524142
C4B,,,-0.017920131695616497,,0.06701378421138668,,-0.028514720585192485,
COL2A1,-0.020271562547826184,0.07928176247331345,,-0.012031227952464753,,,,0.12801950553189279
GSTM2,-0.011042180377186541,-0.00893965296785286,0.01882045729483822,0.03859149651566329,0.044198681694417694,-0.0009960746406174079,0.010785928282230656,-0.0009017435321505868
NLGN1,0.06974452304907161,-0.0010214529590090518,-0.038954757776445505,0.02880520053379775,-0.028112963529765434,0.07522763762429333,0.0015473523379006047,0.04086788913594409
SCGB3A2,,-0.02801106790551192,,,,,,-0.03378368435387583
LEFTY2,-0.021369182951294582,0.023112070776629703,0.039224309165890994,-0.017669781133832732,0.01550875322014045,0.028373320817528788,-0.02068483666588199,0.11751754245539069
ACE,0.005905233467741625,0.02723908712620025,-0.006145152951186009,0.0003785496815705855,0.05891926172256748,-0.04827119739319873,0.005574491092903093,0.06965136872437243
RPH3A,0.012647004109967348,-0.012060182206536695,-0.008397167398380501,-0.026329740674302205,0.03895267237734534,-0.009613353868732279,,0.04026869703528277
NCAM1,0.013506809866927668,-0.054319733244526644,-0.048484514548479705,-0.01306637582695015,0.0011022565227569794,0.03100269718825936,0.06398632185732989,0.013339022947622292
GIP,,,,,,,-0.014554634317127836,
EFNB2,-0.04345792658703263,0.012720508049724329,-0.021708453650593547,-0.0469913226008612,-0.02918535465890325,-0.02074791027504303,0.0633384715420501,0.007020749113369852
ICAM5,,-0.006349346613414299,-0.01773499301403138,0.014230046450742573,-0.0265906625248568,0.048032363918345235,-0.025996204427078486,0.07307344501724851
CCL5,-0.018401961944788024,0.09239131201315348,0.06645411613406453,-0.006194548484545295,0.11233294358131662,0.068706477232688,0.028014824693030287,0.18549349255209116
PSPN,0.021629576221061125,0.000680250647583164,0.046262332607231865,-0.02121188752790535,-0.026091025570795796,-0.006521902349688306,-0.021854882821054387,0.08003597310294513
PENK,-0.017638266735785186,0.01438308773207849,0.011434408613190767,-0.03215032711860746,-0.018391766129549784,0.009934669364622332,,-0.00435143251454308
EGF,0.1092507157384592,-0.03420502873623951,0.036249261734517604,0.0026573716683782438,-0.027245916529836878,-0.030397255922334176,-0.0003233229715305417,0.01313964739120208
SERPINC1,,,,,-0.01955061156020957,,,
UTS2B,-0.017380513418640223,0.052014965308303296,-0.013326840223726173,-0.013808118200572943,0.044390994906888706,,,
F10,,,,0.006880333324820876,-0.018273142778160473,-0.02926916586099294,0.021457029604557393,0.04863207333719201
FN1,-0.010600921588445328,0.007725203649475329,-0.008675151465781955,0.018072602507485252,0.0021621214965305406,0.02715890509155029,-0.09153227935834156,0.06701199647793858
FGF2,-0.06181812859275258,0.021661255645129922,-0.007427290709725782,0.05304171715083384,-0.030518443017530233,0.04488142264959798,-0.00469687864229962,-0.05982936219086299
GDF9,0.0619083368009606,-0.052705066746580986,-0.0047119828656633275,0.03224476178593256,0.10348831116993587,,0.0028998764516378482,-0.02132803638467488
CSF1,0.002393552544366618,-0.013953524986811815,-0.04534176511230381,0.04867800737556368,0.062385533689052385,0.03930445042414649,0.08519793563636323,0.016151396267472008
GZMB,0.13178470239275253,0.03945594485591773,-0.012959457802498933,0.016025154338800803,0.011476236842372936,-0.010105125263052893,-0.026362415046133323,0.07266246268988659
WNT11,,0.07404006046894483,-0.01801206669017443,,,,0.013220242186152545,0.12399332808592915
GDNF,,-0.02801107535881419,-0.013082994881227132,,,,-0.0034257140725639968,
FASLG,0.031536577895383035,,,,,,,
SHBG,-0.020936449083520856,0.06909369763553813,0.005404596835107229,-0.010331969373786987,-0.033555945383580046,-0.020519475836967276,,-0.006228132008027148
EFNA5,0.0642143604959619,-0.01813275679310714,-0.02536548806217259,-0.0053016974043706795,-0.008790455158819462,0.06366185897113413,-0.01925966558969632,0.017973333208666162
THBS1,-0.03828540788416891,-0.0018013274401078511,0.0071998394259178205,0.06830704990661211,0.05956387316124524,0.1001278007747303,0.037516791657890555,-0.014978382324353065
PODXL,-0.0018844660463858973,0.023639298403047695,-0.00834797820309241,0.012402919382788492,0.0029302911734623,0.03566429267833949,0.044113927069556566,0.08578123726983283
LCN2,,,-0.01577731163514505,,,,,
C5,-0.05738907026415287,0.0483491286506758,0.05628998027597161,0.02587089705809941,-0.022615473063764466,0.004902768134151328,0.06308180385471429,0.09718117663719747
DLK1,,,-0.022181064599541476,-0.011246160572454785,-0.050649954578506025,,0.04042493369048705,0.046516287037450865
CXCL5,-0.028971089173958048,-0.026543799375956873,-0.010197151973124359,0.04571148850677054,-0.02226156862731122,-0.03338138025020952,0.06859667826465113,0.000544037157328862
BCAN,-0.0032111472814998487,-0.015400208933064416,-0.007307208768464485,-0.060494045345674444,0.108584360127599,0.0009389303830446402,0.04788076263673782,0.018373611380646134
RELN,0.08652773505394384,-0.025840407735233127,0.059131773475400884,0.09266068660662496,0.007141435511500542,0.002813151053922931,,-0.01830982683571443
COL4A3,,-0.005892715960818299,-0.010335798074095636,-0.03128900913034852,-0.024216255933358573,,,0.02564742207280537
GNB3,-0.0021097433620104813,0.0086862764102551,-0.003718306475272806,-0.010000424864387642,-0.01762820483630417,0.029278210290389555,0.052966564252736534,0.014081986099664665
PYY,,,,,-0.022443408452191328,,-0.025617351022009814,0.08376156919465677
MSTN,0.008893584491720011,-0.004470375807007062,-0.0027742471748822824,-0.007329274892965242,-0.001971309848908151,,,0.07308431895444943
COL18A1,-0.06692037239820106,-0.002109021271795249,0.023042477824325263,0.04000225216516391,0.04233760936014935,0.06850768870353251,0.04585790452202577,0.09928287964675135
FABP5,0.048145607488508456,0.011128792768350286,0.03980051675547329,0.10579360568312625,0.06940276766590958,-0.019286413915423548,0.10335337851247937,-0.05249720797250278
TGFB3,0.011587713158232735,0.07771349711296703,0.02615141649350177,0.003351472994966444,-0.0026346870557093843,0.016476285774669634,0.0308884388091854,0.02941581366038452
BSG,0.011771906318683316,-0.052728757056223034,-0.002286561294479226,0.0019045178760624698,0.011464878643989535,0.03448647465911637,-0.022621056846322866,-0.022440964590300164
TDGF1,,,,,-0.018273142017082685,-0.02857385240264095,,
S100A10,-0.037498811743834896,0.015090160118759249,0.005978998126256997,0.09786903975629146,-0.03710807297806689,0.015302201073914607,-0.05044940425268119,-0.07708742910907133
PLAT,0.07476243225242417,0.008129971298306796,-0.0067219421156462685,-0.011930129860936006,0.051953171796319315,0.08958667598184149,0.0398960401602994,0.047152945172984156
SFTPD,,-0.028860069115527985,,-0.014138101017011143,0.18003994851926136,,,-0.013473625312187458
EPO,,0.004339711821994927,-0.01608470056607207,-0.016836735778391496,-0.016665301388947337,,-0.023636763281175997,
FGF7,-0.017179250891780934,,-0.028511623881182776,0.00036684564940978883,-0.05069004200958727,-0.05451993610421789,0.05665464819348426,0.020016232251380172
CGN,-0.03241280954288597,-9.950846718432493e-05,-0.013079962881017917,0.036314564168556364,0.015657971872971965,0.009841468152603491,,0.03575489724439406
FGF13,-0.026235371781619908,-0.01287386628785016,0.020711203108039807,-0.011583422613867942,-0.07290901710849608,-0.07183010992725734,-0.006966285197229197,0.07086487634172711
CXCL13,,,,-0.015984171936624603,,,0.0450169713396032,0.07286459184108354
ACTR2,0.06518849583223087,-0.011344845511588332,0.02633777364628565,0.032258808827851634,-0.01330784595718127,0.015363581253051482,0.035624966703942655,-0.02291034982966595
SLIT2,-0.022211600292068676,0.028673072888116102,0.024747389788519047,0.01900918670450409,0.005949414651297089,0.0036112851110500746,-0.008982751314338703,0.015506499309204714
LAMA5,-0.002123891349205174,0.004744142883187636,-0.022570915639530346,0.05291449752757495,-0.032650315066214894,0.016819475708579536,0.05464035311954698,0.08522479233336865
