,UKF243,UKF260,ZH1019T1,ZH916T1
IGFL3,,,,0.004016944394602927
BMP1,0.10081675520997077,-0.004371590748699244,-0.02021289088913279,0.021432071710821367
NDP,0.13978810653414928,0.11287186573859702,0.03953019627764197,-0.001027912588239481
TNFSF18,-0.0268724323392696,,0.021562968296896717,-0.003218717198609072
RTN4,-0.03872932881270516,0.0987524953478241,-0.10429031321668016,0.009740026665002661
HEBP1,-0.03249390661295454,-0.025103871464357958,-0.026087139373847146,0.05198465355727729
WNT7B,-0.011037619575426327,0.08584480181612383,,0.006872753827536659
PTMA,-0.11553874196773913,-0.05863770300259704,0.04346426165542923,-0.04236447464360012
FASLG,,,,-0.01613386240840078
CEACAM1,,0.003101593751739436,-0.03834494334579617,0.054017620367125485
PDAP1,-0.05595167231816638,-0.0017860762719312882,0.05522328266779894,0.04344729669439819
QDPR,0.013153250331190927,0.07125334047662246,-0.004076973906611179,0.06212719163223195
POMC,-0.01529778754695786,0.02975336237342029,0.08828476762577962,-0.04177209334042362
CCL18,-0.036038141331925615,,,
CCL17,,,,-0.014623534123937855
VEGFD,0.0217326843649169,-0.016770285566632324,-0.05212911019412387,
TNFSF13,,,,-0.02382782827815793
WNT5A,-0.022243569549502136,-0.02878711527846338,0.051636022966898586,0.00573557808131332
CXCL8,-0.05508443676842325,0.012674909178083092,0.02289066760552509,-0.005182239956369323
GRN,-0.020602394490984614,0.008173395775142428,0.009700450004879048,-0.02272915192550156
MIA,0.11705578160092893,0.045819087721106815,0.005368902652208501,0.05648724665998263
COL4A4,0.07199391355332674,0.0010373700916101489,-0.0408181199247591,-0.000577731694442353
TAC1,-0.02660120977929596,0.03339079208354485,,-0.0192241225894533
RARRES2,-0.052662862693075914,-0.05116890672526499,-0.0905069763789315,-0.03518592781854135
FGF7,0.03234089296987251,0.09286214063814813,-0.06506114214847505,0.05143908939366784
HBEGF,0.02348892793316091,-0.012564788643924091,0.02807299269159911,0.02281241294270953
CSF3,-0.04087543478588821,-0.011362186450809997,,0.14590871764734578
PI3,-0.04842304788891352,0.01892194064565607,,-0.03345110035359305
PCSK1N,0.022610848931576125,-0.04635622443584532,0.03557356553244928,-0.025358644219232174
NTS,,-0.04243646675850169,,-0.02279985858322795
SFRP1,-0.023640755947763326,0.09427823329850951,0.09961063286470426,-0.02227004763187028
CXCL13,,-0.0001535093396057177,,
MICA,0.042946079854534004,0.011128008766802868,-0.04225579755677688,0.011167151999273199
TG,0.04114814771794055,-0.0015468935621393753,0.044193203836211635,-0.03002577142965629
ADA,0.004860060736660483,0.0104915324094462,-0.0041775081611078214,-0.0077500367118364215
LAMC3,-0.07759558786621891,0.015970268699039825,0.013313370231483773,-0.01558197545101534
CCL7,,0.04865259443784878,,-0.016133856671391885
NGF,-0.023549499925634654,-0.02683168958490439,-0.03415329671848289,-0.021232644069156512
TNFSF15,0.05157979517021944,-0.018611736816542924,0.02004851654442272,-0.03183949774003264
HMGB1,0.09122217230211849,0.016502638760573965,0.007589284365125946,0.01665676155112526
ITGB3BP,0.03465257154052308,0.011511080274254301,0.05324658251729401,0.01057531266062906
AANAT,0.045764219092970286,-0.016770287960685096,,-0.017070293175298516
RELN,-0.040604430806419574,0.0021374026713930528,-0.0013061202734723518,
IL15,-0.013546450429429391,-0.051641757924286665,-0.028688418357508873,0.001402767100006627
BSG,-0.003136158976137109,0.015256261155791276,-0.06703566655634356,0.012119611373848826
ADAMTS3,0.0522138050528618,0.003967541938171483,,0.047253940893782216
CD34,-0.010735532704658036,0.017524302877947383,-0.04419067422320554,0.012606720895235367
