,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.03946806246294935,,,,,,,,,-0.029258470983354733,,0.03151984030978324,
BMP1,0.05820467509352281,0.07828773261794023,0.1715540468576212,0.026000787249823947,-0.0061440883370053245,-0.015787638648766644,0.05240940672299687,0.16278027163696196,0.03161316820728388,0.10451673488937671,0.009108769563930813,-0.026894239509036136,0.17210725609414596,-0.023818213025319904,0.011414028536657109,0.0708390989491291,0.1299763061045529,0.10101720463375534,0.04165350112008753,0.11879082973997201
NDP,0.08997077234790817,0.09729199156480557,0.08637957268191628,-0.03023940685339446,0.04059498741729671,-0.02584774951637913,0.06094980889694014,-0.009025236749305636,0.014181818243527664,-0.029795142822489823,0.028342941685426372,-2.134379296902982e-05,0.037253886501557754,-0.008534346193952413,0.04874297353459507,0.1308798446332744,0.10846717781004564,-0.04675812612295048,0.18881679628463843,0.056270597139338935
TNFSF18,0.16929379003299225,0.039357483036039115,-0.01738350160712878,0.011625501061590717,,,,0.08991672156916002,0.008049369139168766,,,-0.039577525852605946,,-0.04602620842936429,,,0.004581098891897171,,-0.07582495382200737,0.07727617283888165
RTN4,-0.04270276596072609,-0.07424884462485859,0.05455536353769582,0.0027214915605199147,0.039099400109573364,-0.03247201439493545,0.04085401435544429,-0.18477046396594587,-0.05323364633294099,-0.10859788875225762,-0.05610797326064352,0.07516537759491519,0.10502479726631402,-0.07554302267993773,-0.004441234366722902,-0.06337759235045264,-0.1636446516678747,-0.08892348884124152,0.09532246089823347,-0.2587292852148197
HEBP1,0.05780218417407282,-0.0005626012365267883,0.07751047936635934,0.037070174459104745,0.02529725474434279,-0.008877837501198057,0.049843894449046695,0.06788038212109712,0.002038812862184603,0.09959254594362733,-0.02838016935654866,0.02026119908973112,-0.015382968872705424,0.014173963401962966,0.03722118754401212,0.10606803720791395,-0.03248640818254033,0.009417203551958868,0.06571150743937317,0.045087138973064864
WNT7B,0.08122686682586279,0.01869690365583358,0.0059274869738274475,0.007619463458033635,0.03163922169440008,0.08174747214557455,0.027018795797380857,-0.04486371491930005,-0.029448199683286217,,0.04534588963380551,0.119215493635353,-0.07503924166190812,,-0.004020982161351061,0.009154776321379149,-0.01277695910139064,-0.020480181196190654,0.023028139116845415,0.09593860183192986
PTMA,-0.0019237565481179141,-0.1002674965727597,0.0014165259425229022,0.023562521261080046,-0.024649771869782712,-0.013550954723811416,-0.016963812426186133,-0.10225670386881237,0.0010437943351403489,0.09978555916499196,0.00797536473302086,-0.0391059992595682,0.006236057561414887,0.014663918944258997,-0.031024872128030886,-0.05718395362297674,-0.16803571445845203,0.015061488472361976,-0.09063690165016716,0.0014637056447004099
FASLG,0.043333675922101585,,,,,,,,,,,,,,,,,,0.06215462490779252,
CEACAM1,0.013468798669810707,,-0.0402674175631889,-0.035736463341217585,,0.005288090470648804,0.004572237154887192,0.016616533876976022,0.03635705440149007,,,,0.04124045776461234,-0.032364235834910195,0.031674438778889556,0.018895554977877867,0.11900568331597643,0.012272432854487333,0.007394050684517345,
PDAP1,0.023069474420442732,0.03949855730794885,-0.0034578493760118274,-0.0020860962890674496,-0.029889264490121574,0.02641132535135237,0.027235880295469576,0.16016803365790186,-0.040122281780798075,0.050237537389982496,0.007742427607560572,-0.01570119328064195,0.11046877298731271,0.0333885432781698,0.046025973820841594,-0.02687801122626241,-0.014590199349114381,-0.030431836269444613,0.024272846932019396,0.05548215509303678
QDPR,0.004763390318512103,0.039609315894218074,-0.006286965750262344,0.005336890935406347,-0.0641075223577335,0.02398728873232776,0.0047891888376121235,-0.18285427993940587,-0.007750552115844594,0.03619331353378344,0.04694272297938288,0.015608598031971914,0.12308997703848926,0.08925381216228208,0.01750291874394104,0.06274539285731653,-0.10995869196629161,0.013227265944343404,0.15508691602778749,-0.1256325344311063
POMC,0.020003263131669252,0.06287286034048384,0.022723377998149996,0.0011306060534952294,,-0.03311392367634611,-0.017610580788588348,-0.013914206428836451,0.01583564578387852,-0.042505901186814285,-0.059184430356200544,0.023081111137558796,0.026491564344404212,0.18658864455370677,0.04037395147948111,0.08105925705022211,0.047899191766465,-0.030902353424161942,0.07984709710698788,0.008951626342771139
CCL18,,0.051653074042650536,0.024668997297257175,,,,,,,0.020383275896147284,0.07834519797764368,,-0.04324100764954607,,0.05927787442503981,0.09204932297296785,,-0.00800946156367432,,
CCL17,,,,,,0.04353510700169633,,,0.012105239409838762,,,,,,0.03728549244222542,0.010210253207829608,-0.03857560387541803,,0.024288898562055697,
VEGFD,,-0.04931618582892832,0.0139688448454853,0.07215728985362205,,-0.013966330450386076,-0.02063574964485948,0.01457187268837941,-0.040330142844973445,-0.019203532813647832,0.022552825796235892,,0.03697205647449768,0.04635113414156203,,0.03763825646866377,0.023144890049689518,,,
TNFSF13,,,0.011767591567193368,,,-0.019686401250808564,,,,,,,,,0.06185354149864093,0.09386361758446218,0.008027144667089592,0.04017303276562933,0.019573965522565493,0.07024990473788975
WNT5A,0.008627805196085546,0.02881622145193762,0.08663451784748055,0.03580837258337918,0.11849226946350094,-0.036077547296534146,-0.009961491521003915,0.13293528304959412,-0.057290587856860344,-0.009137052333480741,0.032341524038062834,0.0003647037293672348,0.09257144596650999,-0.029826652549652683,0.09530361673888284,0.1003629879502226,0.05514569505675597,0.060757809955172055,0.14533955099623128,0.04122215096479006
CXCL8,,-0.06497726999769007,0.00999290505464281,0.03186033595919988,0.026791062874128392,0.039446335301375146,0.0392910477038838,-0.010168435276254516,0.014034483176133428,0.061844490509790864,0.009110382031409377,,-0.007209601376481031,0.000649275359870923,-0.022860255561908013,-0.160295756133713,0.04837463451214788,0.028631394075491347,-0.028353751063313025,0.033042350231809424
GRN,-0.07968809222076988,0.017828084373913762,0.1523427850581677,-0.04594511124740536,0.03540178253261846,-0.0374621772084871,0.11544467567604647,0.15175758721137741,0.03916593322909843,0.11358437706992447,-0.07130538657890599,0.09901678188609539,0.05028734118433419,0.004324169836833299,0.07109117248849604,-0.0030332772617839834,0.14912263406612725,0.16230799959713907,0.03510413836366643,-0.05864757766899285
MIA,0.15319577373328094,-0.028881758709127334,0.012490819621000519,-0.023268846644681013,0.03740546085836583,0.03430558233120841,0.06511333429203539,0.10088970542575865,0.061044821500340005,,-0.06238860487963415,0.07086240395792134,-0.024576594556646406,0.04159645241234289,0.1546638732367563,0.16954722576238812,0.08633042999282568,0.19114165774132352,0.095600122319555,0.0973361916817595
COL4A4,0.06270899640987009,0.07564586824460647,0.042443252598624887,0.0017793336601477406,-0.0010149684519072512,-0.049803572384876586,0.05148277285245209,0.0377832637941918,0.03345611920470901,,,,,-0.03445166805096817,0.06029636247162889,0.005102875737457812,0.02341950038775771,-0.0014174565410152815,-0.009605134183552013,0.046172513726900996
TAC1,0.04502839502997535,0.02208798047158654,-0.00028919456232633203,-0.016088688094565207,0.013242760246109249,0.04133583873853352,-0.03101049012064663,-0.07217698489442043,-0.10527707393094847,-0.07112816101653274,,,,,,,,-0.05730368865759415,0.0231812835042907,-0.13818637141930962
RARRES2,-0.015323114351352226,-0.033847587241603645,-0.028664105478422724,0.0068671626276197665,0.042816337074260614,0.08508089358383902,0.029031265201145382,0.1808590859867917,-0.0225256127644547,0.08980883195215228,0.012014069046770489,-0.07519240612077034,-0.1034386322769222,0.061339166301385716,0.04103223591266062,0.021741718250020577,-0.08673379606749244,0.05432187650960727,0.1308388481399181,0.22160910301663922
FGF7,0.03614343931605423,0.05202007457406249,,-0.04027070730775983,-0.024223105083167447,0.01575331685862784,0.03051100880029384,0.05743659788619102,-0.053881392741088566,0.0532234346230394,0.06542566318297015,-0.07681038611261005,0.0480961480842092,0.05872990055089311,0.027511004610076703,0.0174785996027781,0.038352871689234055,0.016768481173859123,0.18334478003399277,0.02232972033591567
EFNA2,,,,,,,,,,,,,,,,-0.01517013520617,,,,
HBEGF,0.002267464117644571,0.030723919290759308,0.07723731329462197,-0.009696058482630932,0.04757688245157856,0.016084811696433103,0.11047137965121724,0.09774630615121963,0.0949275368664362,0.013065790147071047,0.031841483571779114,0.024181875600507954,0.15314033087649606,0.050314260000842444,0.05492057756307525,0.05919064522541805,0.04745625684413049,0.060094436203987696,0.07857137600509752,0.1407879966649983
CSF3,,-0.07360095573975824,,,2.3769093519106524e-05,-0.008668625206898827,0.07524066272348097,-0.026180858139607455,,,0.025807384129984064,,,,-0.010985607662120794,-0.007408036998018996,,-0.05031266303910307,0.0226968673052728,0.09757598340597315
