,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,-0.00927511292561728,-0.00013041048919207332,0.03315324587314679,-0.003916551729419034,,-0.1100683008526496,0.008854803795018197,,,,,0.16178843403916363,0.03135946054872298,-0.037308857536195394,0.05777914153726992,,-0.01867003050650922,,
PDAP1,-0.04399101876194675,0.025017883510980755,0.009486417265786692,0.01563586928882429,-0.08166712672529887,-0.09020732915159842,-0.3472536002064264,0.04612069485180989,0.01132230782004968,0.017023968632039005,-0.145464550116195,-0.06272086907352459,-0.08924174957928332,-0.05832836714443599,0.016633849323552614,-0.008148771794699288,-0.053167072093219636,0.009979291203856431,-0.038681220038838615,-0.003020589003393679
QDPR,0.07151210595572158,0.07336216248666286,0.0004468901991204162,-0.012712740471593497,0.17965602202113917,0.1636011469498521,0.16295410258135395,0.10747598660068816,0.007344259430390333,-0.29322313337555267,0.0439973889374949,-0.02972780582866192,0.11755422540345194,0.08774262978976721,-0.1021738474008966,0.057421865066406334,-0.07946625804597722,-0.002685186244572646,0.10251766479486824,0.043818800873673534
POMC,0.08382487604797931,0.07879036584357542,0.050753333395089105,-0.020072571181391934,0.14035600050094624,0.04656592738812333,0.039115658807728895,-0.0005486383683763421,-0.039507468689380314,-0.00675603056616066,0.010712825527731293,0.01940771670617945,0.07171885521576576,0.11995362097775734,0.00014498248255814773,-0.013855622664937403,,-0.03891590037152031,0.00010412965811602415,-0.01722746604003236
CCL18,-0.021391611804939887,-0.06015591977258367,,,,,,,,-0.14036927656915504,,,-0.01850231848122045,0.0035203098920536507,,-0.041625271826060836,,,,
CCL17,,,,0.0128195580726148,,,,0.019267616674930377,0.026393941170069726,,-0.004480239370075084,,-0.04725486274028546,0.03129157098747832,0.032543961947303655,,,-0.012162466392093643,,
VEGFD,-0.040184825683610266,0.022931724402255035,0.0759884861676174,0.003802772386422852,0.06721856346470827,,-0.10964062303474888,0.03763453646986104,-0.010206397797122367,0.006101890178798896,-0.012072788075931968,,,0.010931139628160034,0.19679009741065145,,,,,
TNFSF13,,0.01635871423765873,,-0.005258083885179878,,-0.0030725084641239795,,,,,,,0.0361676369536747,0.05738758192341841,0.028759978300571042,-0.04854335508929423,,0.021990727985553862,-0.016530234259594368,
WNT5A,-0.046082921755116794,-0.0006049802825419116,-0.0064051531737077125,0.015959359785341506,-0.12226187844920312,-0.11482304354335199,-0.34162835328090535,-0.011613195094540668,-0.02095233155891769,-0.04526605176708673,-0.03726428847445704,-0.005917011843200776,0.07211377379311651,0.07154159091538706,0.042513951378354495,-0.009308514788271067,-0.024327206959685956,-0.024138512776753152,0.011784835748198245,-0.09218446726640915
CXCL8,-0.02033008904057744,-0.05728086481409995,-0.02430155543197634,-0.04184152716127314,-0.06099715271814264,0.05483557237421331,-0.12692027008512333,-0.027758578338556,0.025380505816126497,-0.1478587685265331,-0.010267526644993096,,-0.22159674916265729,-0.2553754187874799,-0.023003676147765235,-0.13434587646798896,-0.03034842463825683,0.036335194311542716,-0.08373550620681519,-0.027570046437998888
GRN,-0.04522431720932324,-0.04867248987488707,-0.029666119830375388,0.012357092511732927,-0.12008465271943712,-0.14306151685432392,-0.39911246895138186,-0.004699348189851527,-0.06352681001161944,-0.3001749059501689,0.07507705749699808,0.03543248657718818,-0.07796379609109703,-0.04409079399856199,0.03201975134619038,-0.09019514193500945,0.10661492274917908,-0.051008680362985545,0.09590108400776953,-0.07507265557855346
MIA,-0.057033863012804054,0.02476729846307311,0.018950982806057892,-0.025244151244045356,-0.09136513314473038,0.039005922324492216,-0.140306969838054,-0.015242168773797525,0.04125797457620161,,-0.0359278661657168,0.17880791667349188,0.25914717322778114,0.1937277900143863,0.02196993015704992,-0.10463515580550561,,-0.016595359357990103,-0.08362729879750481,
COL4A4,-0.030722027655216096,0.006632601866510238,0.06801228799943533,0.029490904784933724,-0.10527961167946627,0.02830890504371611,-0.01638200338552125,0.014431917389405672,0.06791775629647984,,0.021892686091899028,,0.1425883720591802,0.11902835989700777,-0.029783148280753256,-0.013035678765083044,,-0.023199275546185616,-0.079840651069668,
TAC1,0.3088828673776859,0.06049564901909687,0.014973749292745243,0.1307816950000693,0.2804956384613768,0.23402955603146297,0.5197559279153007,0.20211315356412513,0.05495717436364511,0.28778463471814725,0.27115979750794345,,,,,0.10297821968254459,0.06501365898757101,0.11551700870682288,0.21035609571313135,0.2195653048414365
RARRES2,0.05757973405330879,-0.02869130315506831,0.0033144767641428677,-0.004634030813672855,-0.22101024518448106,-0.07008983282837387,-0.46728351053677986,0.10203580916490132,0.020160678504639474,-0.0761527948241094,-0.07397357749321265,-0.028204920041437282,-0.10505072130082818,-0.12625982553715875,-0.02452771115602165,-0.05110591767519936,0.013880002410950922,0.08851267617422236,-0.05984051687359769,0.08636866430430452
FGF7,-0.06218692834524554,,0.05009334628074849,0.032233116658316366,0.13655408720301723,0.012920186548899908,-0.08253365113925161,-0.003339418823915171,-0.006644716185925776,0.04433268245124071,0.057939238330121164,-0.019617689257419687,-0.017096269205584196,0.0015756412022256052,0.051977228175357,0.03142925673974288,0.11108377722283631,0.015490113116346176,-0.004960203590963184,-0.06229888069013659
EFNA2,,,,,,,,,,,,,,-0.03244035510401457,,,,,,
HBEGF,-0.10013372570777988,-0.07627607928532001,0.009768710337524801,0.038984408497478466,-0.11505788422221455,-0.06349294594910258,-0.20652177927242715,-0.10724663006066498,-0.0341678039155131,-0.15529599310302336,0.00805409502817672,0.043464848636371796,0.06226018457026834,0.05325628944100573,0.06740397735973708,-0.012214217289246633,-0.08109751269846203,0.06909540668354384,-0.06471656031321212,0.04017190778121569
CSF3,-0.03171525134670064,,,-0.03445474545316989,-0.0029290575655613574,,-0.012982099819426373,,,,,,-0.1482593858390927,-0.11339578717582921,,-0.019474931264509276,0.0195760099940929,-0.01280520082897834,-0.0393766307108774,
PI3,-0.011923806011399907,-0.01813357561389355,,-0.04018651617817763,-0.06788924591866846,,-0.07683026020250065,,,,,,-0.23003092608489836,-0.2815600132267583,0.009579710255619914,-0.14717532823950247,,0.03162755534510236,-0.03282163482049502,
PCSK1N,0.189134717734835,0.0758795187812745,0.06346239443806088,0.0021450324476067193,0.07016948245163802,0.1291799975808836,0.29299306270021985,-0.0621244586740227,0.09005532109306276,0.46782524480820437,0.15276288104662836,0.09044194199889193,0.07627881687390947,0.05312732724309751,-0.02527476280473595,0.09516511313600098,0.12260399477010488,-0.009610982814508727,0.18144350351268274,0.1813804768448634
NTS,,,,,-0.07074453853859346,-0.005043315908026537,-0.07783548505141563,-0.03150962146963158,-0.06412308467358793,-0.056776847080219316,,,-0.017198836027494904,-0.035319521629009414,,0.09460628772820656,,-0.01896275629494173,,
SFRP1,-0.006404456487314969,-0.00787063273541328,0.011807886500823038,0.10345551303680318,0.12674964994571108,-0.06907150577902271,-0.05887870337716787,0.015747045125364272,0.06216903824956736,-0.06651456881686048,0.060715753950523456,-0.04656972797754568,0.11764348409028158,0.09615875807375734,-0.027624281520670146,-0.011989194479770218,-0.04796244365571744,-0.0185221098796882,-0.006463562959652057,-0.045981992174540846
CXCL13,,,0.03553167984181161,,-0.022687160770335314,,,,,,,,0.049996168278301265,-0.10621923174161049,,-0.03277647379159364,,,0.03217077659995688,
MICA,-0.09159587090360033,-0.025292324117918444,-0.037543921816422715,0.02102594965246202,0.025486474756937737,0.027077517048660703,-0.15634133434769146,0.0026629861072311363,0.0562626918667661,-0.013623584598743672,-0.08840063546096028,0.06675968419149166,0.0343687352213019,0.04302271475474332,0.0163353347575822,0.017057110126618053,-0.022510486167949057,0.0007492011770543642,-0.07857636971596449,0.016323617749126447
TG,0.015924434265175293,0.03308897544973212,-0.024640012229344675,0.01626527741334522,-0.022000546428833236,-0.0010091666129524277,0.023779920956116436,0.0008139255428331302,-0.01823992641094051,,-0.03353955246406244,-0.0198718698374943,0.024743245496433423,0.07398930287898019,,-0.00811311543359916,,-0.02497258411098381,0.01251189340325396,
ADA,0.05573963787267596,-0.008133354905427187,-0.04446067454513102,-0.02169283695406681,0.03276854678506183,-0.027832889315313268,-0.31557206368864626,-0.02598339473973674,0.0035210429069748796,-0.1937387726891516,-0.061870860910890293,0.08119939336537715,-0.03591367110083459,0.06700123185445175,0.00425058874519883,0.0004921296883796806,-0.014795641358737703,-0.014474999903726908,0.013625728085771813,0.0891662597440818
LAMC3,0.050440413666691844,-0.025552303693242386,0.020143215151760607,0.01087480937846286,-0.01968698100373527,-0.055581357255562014,-0.21886277264354317,-0.019642788539950447,0.012834667605478616,-0.05092972952748267,0.039695500926392575,0.06074210221412605,0.00781471848021676,0.11747768737664209,0.09853539870313376,-0.06805681539675414,0.08486379350066403,-0.0446492874078029,0.058848718106192466,-0.02686858563985807
CCL7,,-0.0008134532606466763,,-0.019679396763527292,-0.05450224138537306,,,,,,,,0.0017542888913158214,,,,,-0.013418609200593096,-0.045346511791305555,
NGF,-0.03060985962441646,-0.016012452818927676,,-0.00505509975434526,-0.04124594617658365,-0.006293622286902105,,,,0.056748822228345965,,,0.013507620872483266,0.061517173059030185,,-0.03374147229602401,,-0.04017491151611338,0.07534002666216356,
TNFSF15,-0.03786821657015121,,,-0.021913970803153788,0.023322928594092924,-0.06780525977992326,,,,,,0.017958812779712292,-0.03440658813434324,,,0.016009436817123624,,0.10514231552261011,-0.06528587648071171,
HMGB1,0.07212365379350537,0.12423450099494592,0.003505405512894127,-0.045170225567428494,-0.01846299222101726,-0.1384470366917312,-0.38788376018991816,0.07517012963861541,-0.09409268530839411,-0.14692109549032403,-0.03134455538648168,-0.02912582303573921,-0.0564670970560405,-0.08250757211541329,-0.02227178374961796,-0.03950548460855439,-0.018935142298518146,0.046641258233864495,0.06672874588580631,0.029287652031256387
ITGB3BP,-0.08608080667434488,-0.0033613816020499807,0.020717976415417425,-0.0208783689038527,-0.011506932971423835,-0.10153139078812579,-0.30714908328885693,-0.0010783117208746718,-0.01092231571439252,-0.007867786019242078,-0.11333268210236443,-0.05211567352285593,0.04480196018763788,-0.00563301424968408,0.030931254176762655,0.004202626113386961,-0.022234269745708406,0.04526306505419663,0.023815697082932026,0.10430028119699304
AANAT,-0.009967615728739944,0.009684791790060867,,-0.019939474340156266,0.04530053563198568,,-0.015912317117063972,-0.03614075563020098,-0.005345370918294229,0.031392261581742686,-0.02579462527191059,,-0.011300584306894214,0.06488296230079352,0.05295820601345965,,,-0.014197448119459525,-0.026325505866159688,
RELN,0.07043650560567988,-0.006226221773181499,0.002653423852903072,-0.02603332837017646,0.12472572020983279,0.04417027927519439,0.28023296230353095,0.06495378371465892,-0.025724752298167453,0.08871811787451292,0.07295814098284545,,,,0.05034489837702214,0.0643373727261563,0.10262099981997415,,0.07423399169568787,0.05577276760845434
IL15,-0.05382901619549322,0.013540430083884572,-0.03139099860997314,-0.04944257751687343,-0.0253103058106663,0.01267630474732483,-0.12141861047826044,0.0038021446799540123,0.013284299403928458,-0.09163699518366329,0.04018642663640479,0.03878234637742585,0.04671286113346742,-0.0017263157051581651,0.03729467430885332,0.04966902178144077,0.06744384185816804,-0.04630740829991827,0.09077540649633759,
UTS2,,,,,,,-0.15853544225396426,,,,,-0.03039765902269869,-0.0450228533757989,,,,,,,
BSG,-0.10318967315153235,-0.013902425642576247,-0.026233558645688368,0.002475409618849513,-0.07170679134263841,-0.032204070768178134,0.22147574250956972,-0.07984358256012083,0.10331107917853882,0.2782343640743836,-0.10696090382515612,0.0680306409781567,0.005449906497725313,0.02892548030285985,0.16942582298426617,-0.0836534404257814,0.04830780508830607,0.09283314171930357,-0.033175834566786924,0.03514200443218716
ADAMTS3,-0.013563222636552552,0.04360989830721025,0.09906362159049056,0.01678037757098655,-0.04164990871881013,-0.012317559262968774,-0.3784883477591849,-0.040394602354818475,0.051704475667404465,-0.028547923087319824,0.028894150917610828,0.07053996183369425,0.08847327060015384,0.055797596029740854,0.08567915317829303,0.07882357111552385,0.15162121769851628,-0.009258989675364156,0.010369578210707553,
CD34,0.04329243232641118,0.007225305603886184,-0.012046605057667532,-0.003037374804372447,0.029333199420055037,-0.02652189435695217,-0.20775849503984492,-0.0035211614351794113,0.06544221788665958,-0.02394947219374163,0.02045301746010188,0.07299948166070494,-0.03787437717255865,0.024971497842655628,0.07853510063515484,-0.09370628141666601,-0.03533478320970975,-0.05633437445348055,0.09677871037812685,-0.005916924527633221
CCL23,,,,,,,-0.06471634967193535,,,,,0.09380220939408225,,,,,,,,
PLAT,-0.026994095636399495,0.029747995289211803,-0.023860507894571604,0.0397003305715245,-0.07132102648093967,-0.15392599226156803,-0.37644040956211045,-0.16442424244367587,2.5047386131958445e-05,-0.09982074265333762,-0.09665768791699154,0.11122674424337056,0.18411047804749994,0.21811344190880724,0.06751731660139555,0.06725892713311431,-0.0340558060268792,-0.030422381678761403,0.039572604194031226,0.08776072552750655
NTF3,,,,,,,,,-0.0014836052881007267,,,,0.09751241327366401,0.14429589298698603,,0.05577040073516172,,,,
LTA,,,-0.018120342442983967,0.04292803119834224,,,,0.05857326910144548,,,0.008317732270937184,,,,,,,-0.01910762556201018,,
CKLF,0.08820180390370923,-0.014429465367805922,-0.07103973070296397,-0.03803405347567364,-0.09994992074384358,-0.18890926141011538,-0.4460347338726921,-0.013959684758533708,-0.03517313653492498,-0.2241885416422734,-0.10449077857187418,0.005447043414824127,0.13082080750067135,0.15002958489170934,0.047005692402766315,0.02658146363005517,-0.04097835362050166,-0.06181219885678174,-0.1031525688379898,0.014534482100491729
CD24,-0.11114025826728573,0.050484713461541084,0.027798449325377176,-0.0033285816711205473,-0.03775960720465215,0.05690572102680564,-0.046200609024729035,0.08691861798159857,-0.14744693156321187,-0.02878510231182252,0.02714343798971633,0.08796026333904368,0.14422563538712704,0.09145282003141846,0.03551619445094251,0.07620321661355117,0.06434579652301355,0.05097309428899312,0.0898703594817607,0.10324640445748723
HSP90AA1,0.09887272013514233,0.0016101319039214087,0.006848662977417357,-0.03915205214092941,0.29134170613741667,0.2283139790245423,0.46421227554334216,0.03758459963664275,-0.01865995046749055,0.46641214624919203,0.21829963360501262,0.05430727928088784,-0.25737946438333426,-0.30060866030104144,-0.036147435189178574,-0.03387569857526552,0.08226260222506088,0.06878014747513096,0.11215415291197496,0.04783429024119285
BMP4,0.062096353790034794,-0.001557760493321528,-0.019208625204140174,-0.030535700793256758,-0.0532553935612485,-0.08005567984626195,0.08340533398787603,0.012444307660274065,3.389801183249136e-05,0.026212821508000705,0.06069118357664545,0.05346661218987779,0.039954161823504405,0.09842294779231663,0.0029715991743185905,0.04423827168370641,,0.00856821791726146,-0.012075584627514117,
SCGB3A1,,0.022699131393198096,,,0.043971251413252505,0.03978641850399784,,,-0.007509607882561036,-0.06434387590886131,0.06851462798280032,-0.009710074334472787,0.059914848708338145,0.06835092973444956,,0.0322798304200629,,0.07860158568457402,0.011278627562924907,
IGFBP4,-0.005866490948285335,-0.01937012213671343,0.03282000774485363,-0.0462719885818952,-0.07938728741840666,-0.17939848511668655,-0.2526300008007858,-0.14103821613309248,-0.01316920951861905,-0.13605783565640145,-0.0796759358827809,0.05201184939929522,-0.10578659988783705,-0.05376256814798497,0.11251374243260485,-0.14056675413223632,-0.08613042281939676,-0.03298864469190147,0.11801867528577142,0.036325662207613615
RSPO4,-0.03739308176958535,,-0.029293603091863223,-0.00714485730105778,-0.04074936344860859,,,-0.011499042701105761,-0.009375395252191642,,0.021377820597717152,,,,,0.05269097850546746,,0.08893362702091934,-0.020942410692817524,
LEFTY2,-0.0342487648427178,-0.008040802877149528,0.017807223121894755,0.021934372207787805,-0.042275923667345096,-0.03859359154964365,-0.3008718766109533,-0.03000704377350796,0.039025584874841084,0.0003435558752895149,0.06307340946538872,0.11309142943826453,0.039225173602223634,0.009733886593337411,0.11010926257247737,0.05778671055636192,-0.016767916331355933,-0.03267395635162027,0.11018389374777592,
PF4,,-0.021774608280944723,-0.01648291426401906,0.05288409197947897,,,,,,,,,,-0.011407440062169462,,,,-0.019107621140363896,0.01750988006537409,
ANGPTL2,-0.050311822354535636,-0.0028406104814537167,0.053813828297775076,0.05674433835992542,-0.07740201137712945,-0.20041938306905038,-0.3329394248288075,-0.0035284075740461556,-0.00959004647323294,-0.18567995286474012,-0.11627435810829542,0.10809982299142201,0.188325660873504,0.2218543881588091,0.04574047379278895,0.08074382571765681,-0.05745793488242037,0.07621152368518147,0.052692288086978095,-0.067822655839903
LRIG2,-0.05787028799864782,0.03995640394148565,0.04360690969744027,0.04120059910904666,-0.020855381178147045,0.012217560178172288,-0.16045155397231212,-0.02280402695000704,-0.08664297277334124,0.04319968133641211,-0.055451340744720114,-0.013047930878417612,0.06035751825318465,0.06833021912232727,0.004530111835236641,0.011917302759631486,0.0769656586867135,0.048605211375683806,0.08262697406128948,0.003254138902946848
ICOSLG,0.010978510998484417,0.044419590575764493,-0.03332489928640601,0.040376203060474174,-0.035124219475700574,-0.03937407814876233,-0.2254325443899731,0.0008142335890751526,-0.02847995290283186,-0.10867644710462329,-0.051357009914325694,0.0839089733134672,0.12023041549791198,0.1538026781592364,0.04045094313106778,-0.03733587924750849,0.05932501090398554,-0.022381098743950754,-0.024710887292741738,-0.009712969218615959
WIF1,0.3695998947523762,0.06766011626556834,,,0.1748678981460444,0.13486617169383822,0.5184868704783236,0.051952396736711835,0.06719253263345766,0.20145128087074163,0.2308437143212897,,,,,-0.02526910441693724,0.07592695320298905,,-0.029274557110125284,0.19312009390301096
NPPC,0.04078683572573208,0.05192382995317467,,-0.015694295223220953,0.11825702944233989,0.08093033365682582,0.006526578127476234,0.045062887771511344,0.01369236865329539,0.13032450570568957,-0.07364249834775488,-0.03847664476383661,-0.0004930051853082189,0.07819180833426029,0.07740224568635529,0.008008733705292,0.08850581862021864,,0.030103581145146233,0.08105162526931996
LYZ,-0.07410699805858306,-0.00972313190698535,-0.00984520992511691,-0.04332118047168798,-0.12712985446025085,-0.05776507658976605,-0.2800160753295238,-0.010494894775160118,0.005776806871942532,-0.33207667979613414,0.05794707678038628,0.12793758416505038,0.02495245980990935,0.06487500544326139,0.017435223869958088,-0.02083224068946578,0.07163262637605307,0.04568276161860271,-0.020444121435275492,0.04292922381727791
EREG,,,,,-0.04670167470894362,,,,,-0.04876415998436038,,,-0.065884610085732,0.00044958701405495765,,-0.03452147788933388,,-0.028856933943171098,0.05589766412913716,
SPTAN1,0.1041936565251982,0.034994226645780745,0.04448678416246705,0.024276333468420234,0.09354659661069996,0.13631326347025505,0.2157258870136292,0.0937666444470955,-0.003939982094003263,0.3829429000168255,0.11809073041133153,-0.027174594917975574,0.05753350950294372,0.1121425589373689,0.0252433761412659,0.07929442082357532,0.09162435837785811,-0.006124570417274959,0.18833945304525074,0.08402524325597055
PTH2,,,,,,,,,,,,,,,,0.037640983677197336,,,,
LIPC,-0.05389730598869095,-0.0271966612686137,0.030087564431152784,-0.030855563853844137,0.013688680278545579,-0.01686103886127693,-0.07469159395295573,0.026945999691848486,,0.0003591936522434572,0.032483839535146636,0.12850446028112536,,,0.05578581847891008,,,-0.024159265312516005,-0.01046982117319286,
COL8A1,-0.16134222469284537,-0.03178458005521436,0.02203413517845499,-0.025044194725037966,-0.08174759547195158,-0.12170284083293575,-0.15441504473980486,-0.09798444929238172,-0.03543780796431987,-0.20598008658029654,-0.12271126430050015,0.12099438983735404,0.16406003346957504,0.06937319123412834,0.09000215263474266,-0.06062662484675565,0.10474030527903794,-0.0803355969152584,-0.029888681810253864,
GSTM2,0.018346514775914303,-0.04435607788902242,0.07551048528527321,0.014538187669587272,-0.04987391440838101,0.07892129157081167,-0.10680324211362385,-0.08350222081517579,-0.031538734905754574,-0.018914248534141857,-0.025342076297669967,0.11058551790814451,0.07784281885601262,0.04906581361900938,-0.04013532860121847,0.03431279102127762,0.015679377555489267,-0.031429860305868564,-0.007936991579054958,
SPX,0.16057635728993888,0.015257141946612337,-0.02047782001969876,0.07158470368091394,0.26289263132030527,0.10544483842121949,0.16621753750436022,0.14273165065848747,0.021691958390578806,0.09069736907737447,0.2036365728700965,-0.05100817350668428,0.051540576975893246,0.06948374957824958,-0.12672670253704424,0.03558426014863052,-0.1814756635268302,-0.049421394089934484,0.01085149276820893,0.0022712080641497396
MFGE8,-0.14647069429862467,-0.04545503269934061,-0.0567615473097184,-0.030591921750603497,0.13677638115234853,-0.05787632032966997,-0.10260650824467774,-0.1084533482384875,-0.05623545628425583,-0.0034882410049169752,-0.08875115371991793,0.02425073355000697,-0.019481758405046117,0.0569204250707646,0.08696824401650423,-0.04297928091338546,0.06507041699474007,-0.010531231393317431,0.0157149830991227,0.03894834259003427
TGFA,-0.17056314705764208,0.03744505686062955,-0.00036292916668260463,0.02543001502434549,-0.10489337523146808,-0.14424697684292745,-0.2396290059536122,-0.09838909538936334,-0.059559595317792445,-0.13763849443324608,-0.047613712761400785,0.022623005964636775,0.058497902707692624,0.1480024728573798,-0.014028215813899713,0.02876604283012387,0.030379643497176444,0.07350189123191146,-0.018375790958732287,-0.0441842560912348
SLIT2,0.28146220048049714,0.03626131308057497,0.09425406333193762,0.05236537794586697,0.05374691797590896,0.09778601325937268,0.2626958797218394,0.08895963379455694,0.03901212037298219,0.18615651357108687,0.21074988056968116,0.10864454991344208,0.0690612893478604,0.05875495343138744,0.05293026680927489,-0.004358251846805901,0.02060326405687981,0.049760697020652445,0.004614538601795762,0.12450219632032798
PLTP,-0.08425566952477333,-0.04832427374398089,0.02994769057312633,-0.10089234906500048,-0.13939800759772733,-0.07019305257071232,-0.44750641522338913,0.06599442027241667,-0.10029989806322116,-0.39090604714999555,0.011359249038187578,0.08019997717340777,-0.06936878570322368,-0.0377632187984233,0.07928373274860853,-0.09146306474479028,-0.01828344710751876,-0.04552652123583839,-0.03775522779998719,0.04867413299920245
APOD,0.1724974162488962,0.00821237577234109,0.04484966068619937,0.015989704260246672,-0.07251910123325998,-0.019686272552555447,-0.395845507646125,0.06272884351461837,-0.02048516985003109,-0.28673294003237687,0.06477874455677163,0.0644141889900973,0.24512355123021243,0.31372939441588654,-0.009606626836386937,0.03427217850342946,-0.0006750652965625679,-0.019723661352013432,0.02027340221228174,-0.025530140571666686
B2M,0.11877301420600542,-0.047732112878940254,0.047734728235568014,-0.056564537631118926,-0.1763631945033098,-0.21293079264274536,-0.5347471364045512,0.007904058884772873,-0.14943728392098737,-0.4669448412009793,-0.20158944164569964,0.25746781929577955,0.032457402889214115,0.11390580949060525,0.1339922187392346,-0.13529549366460936,0.07009741937605088,-0.07085520103077617,0.09134199296861041,-0.27592684259787464
OMG,0.13661820129570137,0.07644336424368092,0.03303323202621793,0.0126647592755829,0.09730091025910105,0.059716915791841296,-0.05046798585106816,0.09907726797396288,0.08927062572944698,0.01767004476025928,0.14573120997868239,0.052511101639077906,0.16762990040089096,0.2733144547199719,-0.10530123164749354,0.1224319519643345,0.03138287122456623,-0.028694176106748664,0.148159228974365,-0.08463809453954722
CXCL3,-0.05432911081887136,-0.00791477231830243,-0.023639364061411896,-0.0231499068905922,-0.062077863510095956,,-0.030124506195864417,-0.07179832012550993,-0.0001530070855424633,-0.044230627262622224,-0.02487252921758148,0.05387802239631917,-0.15190832435841845,-0.09034450481869513,0.1012637833679421,-0.02912990639046506,-0.03098412066188968,-0.022127326501367856,-0.031634399589015184,
CXCL10,0.027555223588078836,0.04826394654326356,0.017681281557408432,-0.04546749353225931,-0.03411313087183343,0.04411813749321909,-0.3620360101447017,-0.012429696260517037,-0.01622044872042722,-0.11930686444816371,0.01810396715764009,0.10517297906831302,0.008374965664076733,0.0183896313375103,0.04833025944972712,0.031290789414359414,,-0.03209931417606583,0.07124431630989203,
RSPO3,,-0.0519771122405849,,0.025758679586274067,0.23792258505533212,0.06596617166634819,0.21545081761563178,0.12945079261823358,0.059023072962832435,0.2205081875757686,0.08529065350931513,,0.07008238208225125,0.10506363201430945,,-0.04730365801098915,0.05590549901648646,-0.01361726445760438,0.06218260483384748,0.07484859769703993
CORT,0.18283640897522138,-0.004426763880776713,-0.0066816447318474,0.04582126804981734,0.2040377883666283,0.02913550639063746,0.2424989264599289,0.04264358025942834,-0.00594459785428886,0.058470739951712536,0.01882747999930992,,0.0582458300035755,0.13109425588845014,,-0.008208485212059517,0.04313502292121766,,,-0.05042390263064075
