,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
IGFL3,,,,,,,,-0.018119771101341407,,,,,,,,,,,0.020266409584508486,,
BMP1,0.04701758927525898,-0.03081198429102783,-0.01299616305142683,-0.000577040304254182,0.012114236078576462,0.04213038557634716,-0.0007557238391745128,-0.05397119275245516,0.025240610264065426,-0.011969363038910955,0.011123366441906183,-0.01652174930158509,0.012908214784177538,0.11931629102316477,0.0030670927557320585,0.03697806840753118,0.04811928932932354,-0.052137756820359774,-0.02578887395875781,-0.07444705663521069,0.00659906813408604
NDP,0.011037172091168517,0.030617821590774384,0.03616649968469491,-0.0014290548603236358,0.04568820968157382,0.07507720442592755,0.019854789987209496,-0.05470364284333318,0.06755360282243109,0.0007472715915898628,-0.0016040496156396243,-0.029928378688000624,0.0020654676304214786,0.09284940767919202,0.006199454693392358,0.021034775871253606,0.02268775806816356,0.11110657233244682,0.05313323451069604,0.03836050970789177,0.06934141578974556
TNFSF18,-0.04127069559650017,0.04409130247524233,0.08543827729034077,-0.021047558606191265,,,0.0477970272339394,0.06360850873550958,-0.023528922533240428,,,,-0.028076719921427417,,0.05067166604062839,,,,-0.018178965065780112,,0.018084381234681503
IL36G,,,,,,,,,,,,-0.017136230367082297,,,,,,,,,
RTN4,-0.08219429482527534,0.15462204620895686,0.06306823231281486,0.0111989982277461,-0.006917760220672553,0.10124977700851079,0.015769626872826806,0.09294282761505224,0.04242802762823089,0.04749159273238135,0.06369976392466248,0.10188538497089758,0.04410049159138756,0.00869911517639943,-0.07255547373944901,-0.12480909885797735,0.05632256817703774,-0.02479258652135644,0.07790621200515233,0.09812570012565032,-0.02060062053781769
HEBP1,-0.04672381988366217,0.022405469054873835,0.021304707917899287,0.00013754260412661832,-0.016917071649751817,-0.06946288431988129,-0.06592807416409018,0.03889321116227005,0.0028208915354940786,-0.03527823480082095,-0.03262130212037114,-0.03144089491893006,0.03457033091893257,0.10654812563055766,0.08928282130303836,-0.04240213913533636,0.014057850305775913,0.041535999490648366,0.004238529494589415,0.013159973281771287,0.010137592237095538
WNT7B,-0.036358190186385086,0.1509967771981916,0.027875164255464255,-0.029862934002902828,0.00028050128174584107,0.06946605214932629,0.0104136452621436,0.13013949796202975,-0.045057041569998,0.04095242849361601,,0.017461681558381875,-0.0075762270981823395,-0.07661675053687556,,0.15272834630547952,0.014937949769915998,0.023884856013327696,-0.03317459966284413,0.022860546954743384,0.1140051316795821
PTMA,-0.0242857599533048,-0.036772706587389126,-0.0003552295765102517,0.048869078877944255,-0.04162236224392874,-0.08695379094300085,-0.031345230215201574,0.06588641084555844,0.01745092242130587,-0.03383711554961064,-0.07892964748330956,-0.1340956594198174,-0.0745004323368855,-0.07399324447845831,-0.03134738277688079,-0.12000557573004542,-0.014097831685571374,-0.021827391315249165,0.10954903210176402,-0.04892059674382976,-0.09898928833975074
FASLG,-0.03635820046475231,,,,,,,,,,,,,,,,,,,,
