,UKF243,UKF248,UKF269,UKF275,UKF296,UKF304,ZH8811Abulk,ZH8812bulk,ZH916T1
GSTM2,0.04955027631529503,-0.01693819721358882,0.03944901533939717,-0.001106911892222188,-0.02259980758544239,-0.02874847300563647,0.04184852771679682,-0.033546202901299775,-0.042095284993508834
SPX,0.04994995534732157,-0.006971584883383424,0.019939954989649955,0.005869939746502199,0.03635768683916123,0.08521414214771218,-0.019822502029009422,-0.09256859662588869,0.08453533218302267
MFGE8,0.0020631199352245714,-0.014498681886647654,0.056095480344605375,-0.049482985409380675,0.007629553310915452,-0.014338821977584447,-0.0912541095295801,0.08187130279989273,0.015117109408466261
TGFA,-0.05847320509669259,0.07285397450944896,0.007674489260021947,-0.0175653557267936,0.0168187486621019,8.066993776877134e-05,-0.06424998004133164,-0.05403413018071889,-0.002153393178952449
SLIT2,0.06330112249764301,-0.014916919466073148,-0.04202150234712784,-0.01877190987979863,-0.0025909181059706626,-0.011272760900501605,-0.06543797026206719,-0.009475099439907073,-0.04359089801387479
PLTP,0.0013112035422108974,-0.03973188195103392,0.05491784333829801,0.0007345535062328137,-0.061397386731434786,-0.06809118437341789,-0.012119598166006346,0.12927830064111867,0.05708685537806926
APOD,-0.07984018472235903,0.005888917921417555,0.01522427632318786,0.042133248887822196,0.010772048473400212,-0.05744970966765307,-0.0563163627567007,-0.1345244583511433,0.003991030089605726
B2M,0.012692930888007166,-0.00420295252924121,0.08146823128421082,-0.04522949372343445,-0.03712100715050242,-0.0442058115051707,-0.0011547198172701864,0.12067958341944453,-0.04637251802126714
OMG,0.08695810035506803,0.029351477779849863,-0.006022430409671237,-0.0638575696461003,-0.017229109725494633,0.01119554887762967,0.007473410323978991,-0.10356540466934969,0.07411160864066867
CXCL3,0.0062800897988654234,-0.00013339060809533594,0.031279869407280926,0.04332898595195853,-0.011490346207052148,-0.02544495430543366,-0.04753365283752625,-0.019067960956117288,0.06009272399844935
CXCL10,0.022268573807136195,-0.02797889768367226,0.054875624470351374,0.004043152205894282,-0.017454676886493173,0.07378548166655942,-0.020301865832838516,0.015002683568088603,0.01653375284106493
RSPO3,,-0.002343698256388285,-0.0206943198832394,-0.006020489855793463,0.012033958234974235,-0.0240810469766416,-0.04465614322907379,,0.10496386574916496
CORT,-0.023147945647184434,0.025853277076183484,0.001695239478060476,0.00241687501909635,0.015696119253267082,-0.03237351872533236,-0.022418037504520563,,
NCAN,0.06117973678525815,0.00030838924306674013,0.11877540164288201,0.018327745948737293,0.04598749004175075,0.026123984975102137,0.002411535908551135,0.0494909613153936,0.10840142455517514
PRG4,-0.03159151089715322,-0.0221411714931859,-0.0014173351726215603,-0.02319461719335286,,,-0.021533558059046158,,-0.030846772953391055
ZG16B,,-0.02041592908343074,-0.03078493183276033,-0.01239969260790987,,,,,0.007930983421437249
TGM2,0.013904848207174586,-0.019028771037240037,0.01377830209255999,-0.023883312124020586,-0.017722290643179723,-0.04343416697883592,-0.05053878269826444,0.1069898953277431,-0.03862877821400523
VEGFC,-0.02266753981425867,-0.02811262202903713,-0.03759329184973812,-0.016832995815681005,0.0011682697054999254,-0.020424644884213024,-0.025301781239627185,-0.005580781495622279,0.05793135419819095
WNT6,0.05668849284972269,-0.023754739129936676,0.10881990778804357,-0.01759589810142859,,,-0.029349407751136505,,0.12056884926445532
NRG4,-0.021424386595869507,-0.013560116815910603,-0.013287977761724199,0.02193370210760026,0.05212949328101646,0.11517800815468679,,-0.020195853348573375,-0.013617265566967332
PMCH,,-0.015628764380592793,,-0.018149715641832827,,,-0.019983424217539705,,0.058622920124741545
COL9A1,0.021252673753172496,-0.04095541121209007,-0.0034508063231508887,-0.02414943894973838,0.05305297875372129,-0.01782440734023993,0.005724808144712555,0.08959605921411253,0.09159793674895166
GDF11,0.14077847329998144,0.013061369883367646,0.13078532833983217,0.016128297259981234,-0.02478537355486231,0.044107176545338744,0.012442809042392755,0.0009641933009594288,0.006469258673909115
RAET1E,,,,,,,,,-0.014938043573681437
IL24,,,,,,,-0.014899159557416964,,
SORBS1,-0.0180961242506218,0.038502774001894564,-0.02436237313575719,0.04886162138066603,0.013117862985680935,-0.04786688851482334,0.001608989263274539,0.0012881659908162279,0.010695361196963911
DLL1,0.04267653699869368,0.0022148580889792824,0.03409327326665856,0.05574822797462246,0.03336206214690084,-0.02054222970247861,0.01690298533139325,0.025957366509279264,-0.0043742089086199745
TLN1,-0.025144653638289924,0.001020576272390116,0.09878868133795894,0.023307909707278775,0.04694304695260535,-0.0038535200074873576,0.042363671117112756,0.05180383006673092,-0.0010171890980695184
COL2A1,0.00476980092710297,-0.0033926011111421843,0.03367192290246922,,,,-0.03257151595971718,,0.045904435458410095
SHH,,,0.05453139348545427,0.02863105398545559,-0.012332313416011835,,-0.034361539248929915,0.038296839625788004,-0.02705528726534439
PON2,0.07875248515351978,-0.0029185458429379116,0.12361501421190756,0.04203842539594487,-0.014433572664897235,-0.025946456659322204,-0.007863288942955505,0.047199770617183875,0.00976686166572586
ICAM5,0.014348881379954857,-0.022607624473244048,-0.027271180299404642,0.003467524113042501,0.008781360973691489,0.024602868833223105,-0.04164724923835921,,0.08658331076394589
HPX,-0.0002842963020758143,-0.03678959931095069,-0.02766538033660348,0.02225203295874574,-0.010740763610653709,,-0.037732946729586436,0.046287541181764015,0.02407043933290342
SFRP2,-0.02855064132140407,0.015622350029716993,0.016519981470362276,0.04710391266219207,0.008954719052454702,-0.03091764375920505,0.0791777661352656,0.014693638802784088,-0.022834666835989947
CFC1,,,,-0.015605131211029154,,-0.018566693718440067,,,
CD70,,-0.004939882504211226,,0.0007056473799296582,,,-0.05716366066962846,,-0.020775599075026713
HP,0.03601562731697596,0.01933701385299557,0.028484551172517476,-0.016045925920953878,-0.032669484458017595,-0.017158386261040368,-0.014219347133436916,0.05262708020470521,-0.020369939909455487
CXCL2,-0.024093102798838858,0.025346852407664638,0.03573791433457745,-0.0011013143580439692,-0.014927031095958861,-0.03683401193566993,-0.07495405820758112,-0.04973596350210442,0.02931152508752422
NPPB,,0.03544321897616771,,-0.013664487528588601,,,-0.028345525123569353,,-0.013813199359820755
CCK,-0.012795436647801198,0.01084368728726596,-0.057783562883514945,-0.03829429372251623,-0.023787093889518184,0.029417526641183144,-0.05937696986901382,0.06715811690247209,-0.017919448517545126
SEMA6A,-0.02636670110019023,0.0698322386462872,0.06924672333980855,0.029517697262760767,0.027628022032844944,0.0190292517773703,0.0465100079730345,0.021987988874310808,0.09411270534657618
IRAK4,-0.05874551337245868,0.033098121275259275,0.0711094236784508,0.038859799494049885,0.016417881629771112,0.009351448600427551,-0.02682038637510155,0.1005641017578422,0.03276975059634001
GSTP1,-0.0011814431354610336,-0.021124485699158948,0.0860170401288481,-0.007471107205573655,0.01998694172916146,0.0010311792629937168,-0.032944335974375016,-0.07705110914828364,0.011017467440638725
VCAM1,0.006830471725759955,-0.036126822876426504,0.04694296268395034,0.014660281283326774,-0.0419415855460617,-0.04184340354421644,-0.10141184671495204,0.044615556995900085,0.05409904028739503
NXPH3,0.04189276316432898,0.05035672073443869,0.06606749953955801,0.01668976560206473,0.06218691246055297,0.028925779457773037,-0.0219817477496279,0.08996332235442968,0.025355556951827264
MTMR4,0.10757320629694837,0.012794294141784766,0.02776136795445544,0.07388214558455,0.007432061232706202,0.05711950777498838,-0.05066491632115113,0.028581380052010073,0.054182100472858895
LAMC2,-0.019564679743004836,-0.014908065758724132,,0.04568808584200632,,,-0.0183171575369056,-0.01952626833234913,0.022966401463271224
IL10,-0.03104004667018179,-0.03149910429456685,-0.03453555225624869,-0.02199290231825983,,-0.06648971584236073,-0.03486451481273842,0.08551017784155664,-0.03303091354876499
SEMA4D,-0.04310833340616892,-0.014902235837919033,-0.05632177877478328,0.00034106337193607944,0.028451123630855658,-0.04380846699123475,-0.05733851245951883,-0.06819287285844416,0.04389994282618041
TRH,-0.038179742287683144,0.010682000180531125,0.03033553907375845,0.008384852328469883,,0.009942597114116505,0.03580778313855931,0.12922597742096173,0.01063004585143171
SEMA6D,0.031032079320519323,0.0389154653023228,0.0990704044467127,0.010313677967942728,0.0009389086354943901,-0.01233461712931496,-0.007711990104427052,0.07909989058965791,0.06704271699791682
CEL,,,,,,,-0.022562499747814678,0.056088646963086936,0.07557290602566302
PDCD1LG2,-0.07147823201485727,0.0042041601786266675,0.009833300502495056,-0.002038536565508429,-0.017798847345090067,-0.04139371313752191,-0.04755379155546766,0.0116500494776855,-0.04765713253280258
SPINT1,0.010216012881589104,0.07249203296043312,0.07403815671834245,-0.010694979309440465,0.11065171776663121,-0.028080091326650326,-0.042920868587162465,0.013462447441506858,0.07425475397459562
CTHRC1,0.01586656630698129,-0.026205722040563893,0.034316317834766755,-0.036163874317079577,0.027578637773220272,-0.016846790646035253,-0.04182019469362268,0.001479086942686275,0.020214395820612838
PODXL,0.0053345379223454815,-0.02276853458931907,0.07294523412897506,0.04171534112850116,-0.006340231261472001,0.015648740160086088,0.011263971358200894,0.07703197604097398,0.036215519164018876
JAM3,0.08896424467503569,0.07834557949036741,0.09062935471201754,-0.019017699482292077,-0.01854719302278264,-0.07984682263960449,0.010903649108415679,-0.04326979630887288,-0.03189708350009418
TGFB2,-0.020009216167478687,-0.018447733672876436,0.0732121465481775,0.026069499473767827,0.04551186267097592,-0.021018405865098462,-0.016411754422641093,0.029983797429826674,-0.06061190916805147
COL18A1,-0.031777922027805154,-0.025614651826500263,0.07612431131029246,0.004167363820372009,0.05387538856582053,-0.0296711290836452,-0.09433650259834107,0.09048371621498702,-0.024280812666763473
NODAL,,-0.006542061578997988,0.05033508569948952,,,,-0.022272757118918973,0.00423247495649488,0.05829234067760743
INHBB,-0.0788800635823067,-0.007138286097799994,0.05146045465876786,0.011018155519533761,-0.014435155937916706,-0.04123670214526631,-0.04696984388811714,-0.02552182365357864,0.06077501461600066
LCN1,,-0.014908069113099628,-0.006058068883779945,,,,0.05347127071673329,,-0.015645834871875902
ARF4,0.024096531675710006,-0.06770924102536197,0.1267346058383638,-0.025039492418855887,0.00928074453976909,0.03766851822616118,0.03598144393093746,-0.012513465227173016,-0.06924577345457011
CXCL14,-0.05333650455405452,0.052005599207830815,-0.035279281845655784,-0.016343074728317857,0.029674095884039,0.01101193369078649,0.05836461298401252,0.13242437073188004,0.0462163681930209
LIF,-0.024462522290431513,-0.03219256930101089,-0.004558748936255623,-0.04154895309334762,-0.01273342046712196,-0.025261030171163282,-0.00957449876210091,0.016405002590019063,-0.034603116486179114
IL17B,0.04936923791883469,,0.045706814229660817,,,,0.020906900217500402,,-0.026428004300457636
MMP1,,0.04522806225797564,,,,,-0.032571519051874054,,0.03648122952591338
MATN1,-0.018425093480974188,-0.019573859834586517,-0.008479189196180957,-0.013836102776913235,,,-0.029809715212748337,-0.019751764053661816,-0.018816905001814873
ADAM28,-0.022186230069145402,0.03378995217695354,-0.007503993803616162,0.04541562657885034,-0.006351183453013925,0.05928673925504265,-0.05043466242196961,0.023731790147584364,0.004699622829209176
TCN2,-0.03376808790768389,-0.013631697563482663,0.06741774656856019,-0.021673048650484063,-0.03562486023185701,-0.026292780936763665,-0.018717676411412913,0.11090938028077794,0.014062189581061703
THPO,,0.015859878764870806,-0.04712450909410976,-0.02840491905870837,-0.013250333195829675,-0.004091598604933046,,,-0.02036994611050691
CUBN,-0.00678118586573065,0.02397558610655163,0.03970686062581759,0.02055724945792271,-0.030303296362933576,0.09067771764713387,-0.06669989802874894,0.09404033640295789,0.07208986258837606
TIMP3,0.02803836085944761,-0.047534951863756704,0.018111744434715877,0.015961555025470493,-0.025011442924068976,-0.03369029115952514,-0.06637389222501182,0.047746051226897734,0.010179521691616025
PIGF,-0.021593381551396146,-0.00017457534692034185,0.09406741155553383,0.018644422484412525,0.014159577441664031,0.012553753589921387,0.032079403736662855,-0.004162763687854202,0.057817304988047685
CRH,,-0.017466577898454225,0.012009890652528124,0.083561407134607,0.06557510605232357,0.026903143492599844,-0.04027733570197225,-0.0036137286374067603,0.05056334516567783
BDNF,-0.033376497097619987,-0.04103421426156467,-0.06581280378926126,-0.005188351959148934,-0.021555050880050143,-0.024889675072036627,0.024255952271942587,0.21034539036492939,0.011404196440389022
CCL5,0.0016863458781844697,-0.04955985840960547,0.052368308980565284,0.03915431569221934,0.013482825275784103,0.004597558975658073,0.03656730241267091,-0.035645706146912794,-0.013134218923310681
GAD1,0.00896466330439449,0.0006792630416061556,-0.0210487523873033,-0.0014677351621446796,0.018458589511634607,0.07367556211967263,-0.004140928836151523,0.0015520481602971131,0.0680842617695276
COL14A1,0.024646972719892638,0.00693140531310221,0.036615102300691135,-0.010777168219110551,-0.017356082181171816,0.05229510150123605,-0.07217827015706779,0.17118946456766246,0.0034950981114254204
HLA-A,0.019529579179461985,-0.012940330513381705,0.06684304566584692,-0.030824106304650097,-0.03555687167464235,-0.04744430572815339,-0.043237832453446604,0.13395022733989548,-0.03907794065455863
CD5L,,0.05937368046415533,,,,0.013534346710921826,,,
FGF18,,-0.015804094190120008,,0.022737097133453135,,,-0.024372933504521712,,-0.015471710857793083
ADM,-0.08999952605414181,-0.02183807244336184,0.030670866631196985,0.006058185948130876,0.007435057115088245,-0.007120297859413288,-0.02118496180520486,0.06553176868713124,0.00032045558015246056
CCL15,,-0.0291414346824283,,,0.01437827331383242,,,,0.047730078696024775
GNAI2,0.02895252716696197,-0.0017522957099988567,0.05770889495419658,0.009909863690994872,0.03083350095846983,-0.035476638454055826,0.08477761466139597,0.04076765177093623,0.024757764439730216
HDC,,,0.013704463525654938,,-0.016130576378230576,,,,0.04614163929495283
COL11A1,,0.0007285553103050463,-0.04199025258643363,-0.007489170575992499,0.05052143453195147,0.08726184573392612,-0.03243019148032353,0.0025683278747753017,0.06240219495204364
NUCB2,-0.03468723383444485,0.007436404815635593,0.06703028718573183,0.03148760267841267,-0.004565190864260964,-0.00905294448939901,0.00616254748683342,-0.020642895984493644,0.03204792858774399
CXCL1,-0.05821499700117553,0.043364405288201915,-0.03191365708243461,0.004776091317708216,-0.012057882313545678,0.0394029690185951,-0.040331690768794684,-0.013150414094019418,0.007882103792252225
VCAN,-0.03858962504195317,0.026808086426583715,0.031536511218513,0.00707148376371718,-0.03909820429992888,-0.010643034779455711,0.04602525619682926,-0.13495886348725453,-0.0799537933600337
MMP7,-0.018223768449471222,0.009039557247438572,-0.016858087157441217,-0.013664487453930932,0.0021285107344951293,-0.015400400199330266,0.002339589140501135,,-0.09164939896203349
PTPN6,-0.04904608284225432,0.019161233624359755,0.046261882063227344,-0.008320911495605321,-0.03080760406978228,-0.01868401974527074,0.001782627668182351,0.06761473096147276,0.027985346620680567
PTGS2,-0.03931635087867203,-0.02116100504004032,-0.0384473250846291,-0.026263479683390097,-0.025715786358838266,-0.057414978423069,-0.059653488875905825,-0.024418210906444814,-0.013150266496244
XCL1,,-0.019140243087764377,,-0.022443409366157418,,-0.020200943162712974,,,
CD58,0.05525625745301144,0.06870823195643631,0.11229656762894509,0.022432363402387755,-0.021607718216845186,-0.016460289519126866,-0.015851151522091884,-0.003985927452672408,0.07940980787577988
TNFSF14,-0.049387696563402916,-0.0008041410553710902,-0.035126302080423916,-0.012685246014444863,-0.011777378139474288,-0.04386589352829194,0.1646954589466672,0.00819268287128873,-0.03218425389279733
CNTN4,-0.030480469214919734,0.006833538612376962,-0.03246842715178751,-0.02157302959629776,0.06681378348126585,0.1066947081711889,-0.03981414406570281,-0.004255686907934933,0.014762695073526231
INSL3,,-0.017146125302023727,,0.020101293296534706,,,-0.02168316776542242,,-0.018373125740308784
BTLA,,,,,0.022960256154076607,,,,-0.017765893922481582
MFNG,-0.002228030236518471,-0.019190214856805075,0.02584240844567834,-0.06402078989006918,0.014632559778790136,-0.01981852020103791,-0.020158257607173904,0.012354951103946599,0.01254712856040009
ICAM1,-0.013355053222036544,0.0010553736526685027,-0.012042117103053937,0.005598626576439459,0.02081643321105748,-0.018681743036324885,-0.04452881990080456,0.02545748557624575,0.03595580398071125
PROS1,-0.10211914941912814,-0.004086673654803954,0.03804897933559913,0.0070915586483183725,-0.0056983792599124275,-0.031124975608251712,0.07863103214887589,0.10365798863372286,-0.03044405804013377
CLCF1,0.0023549427485284437,-0.03164373714064145,0.0039006190358265563,-0.032204595923440486,-0.032165731696560444,-0.035423105958721494,0.013916241107011453,0.02926208379080231,0.029176704644816406
PSAP,-0.06102104619780839,0.011749433913986975,-0.09409026628582454,-0.007877316268578754,0.008532467690083208,-0.06454880825418356,-0.11090234376715409,0.04687803030089749,0.037696196343097066
EFEMP1,-0.03848025728568883,-0.04538998558472056,0.032415179064047846,-0.008657624737864895,-0.032776648129359036,-0.0869662257133912,0.04438122223997923,0.02001332647782864,-0.08119045104961661
C1QTNF1,-0.016631768156008416,-0.08856762202226637,0.07328194837879165,0.06960406099775147,0.03273170617536151,-0.04392196753181417,-0.01545654399431701,0.038347437022528,0.0057715278339529365
ALB,0.019874002401816117,-0.012873554593269141,-0.028277320201115376,0.04544902355551698,0.13287055231026343,-0.0550824618240455,-0.017159283652783852,-0.08717740017888603,-0.00036473030935164436
CCL13,,,,,,,-0.014473275523273559,,
