,MGH258,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
MICA,-0.017099890399194524,0.06082682969947723,0.13778157136472563,0.057798229063189925,-0.010078234345334627,0.07750369438210276,-0.021083329317525806,0.018320896080246042,0.03696056911553355,0.05410720004810113,0.010392632518716641,0.11908109760625385,0.01728827685813958,0.08690747173469614,0.05825922214479269,0.0850642580414928,0.18539856777784444,0.1091876370337403
TG,-0.034434373665976695,-0.037277770482087746,0.010536312993564915,0.04184008539134985,-0.014077196137612456,0.0388309577171757,-0.01298724430281742,-0.04121946459093702,0.0024096643380871734,0.04492795204609946,-0.019487095939230665,-0.0022298643437981755,0.015386562591766881,-0.010257690851915767,-0.01652317064093414,0.017199050583925152,0.03509911686850784,-0.043013447021762914
ADA,0.03888833903333736,-0.02010149269204713,0.07070613965882432,0.01671878605553141,-0.027501185437042785,0.10641619995482234,0.007756623071130696,0.058783316434224644,-0.005502987728620346,-0.010779110251232491,-0.09115949332118783,0.04787927167039612,-0.0009862109872884677,0.06773204598718992,0.016019717518114186,0.09971359520868918,0.25237919852847834,0.0787813693882733
LAMC3,0.11636329269862443,-0.07046634530549988,0.13233402925816587,-0.04033457619299565,-0.05522170669417758,0.1717025513901083,0.06460665527008344,0.0009722283123558162,-0.018705096600355357,0.08148059691921301,-0.019651718445442667,0.09650275248468582,0.10779146085349395,0.16149476568076976,0.17687674006693707,0.3525181290287847,0.30747566311248964,0.3104635039062489
CCL7,,,0.06716451497319569,0.015265004293720153,,,,,,,,,,0.0389074504037931,,,0.05038950304002904,0.005810754417193152
NGF,,0.03745892185856876,0.1168112693370725,-0.025089598036989687,-0.013433420858933077,,,0.02433843712890465,,,,-0.05397185459176993,-0.029232152094819937,0.06970044830364278,0.01274238084759288,0.10641744744501774,0.25860884448505533,0.012754263814429134
TNFSF15,,0.016359644224594745,,-0.012193531277431783,-0.016311117972673535,,,-0.01847567960400436,,-0.014591607758517455,,-0.046816221483956325,-0.029522002081473486,-0.030963569042289044,,0.06493056543814224,0.13716378031756063,0.10461082695393491
HMGB1,-0.034829723277878755,-0.038190795278984904,-0.14572291863031575,-0.027716129640041776,-0.007895080056511655,0.13802438132828523,-0.005690697019881099,0.09979278334830638,-0.006506061728981126,-0.04575337587784309,-0.14945900511882976,0.023561594405632182,0.001972722294780445,-0.011526119974344749,0.018660524542209806,-0.011505827476644916,-0.1802819296876278,-0.1416577407473523
ITGB3BP,0.08169090502151462,-0.007593484979259922,0.007321422574396293,-0.01792999412891175,-0.018795910622810785,0.15785243274808458,0.0008486315746755098,0.04111338690277021,0.013427600228646334,0.08985066561694562,0.0079351815495215,0.0375257098749496,0.0819364381800393,-0.016300143125686273,0.03088073349855968,-0.03622726384796504,0.06459425830192246,0.06903195583470216
AANAT,,0.032916884543965005,0.04600065954526818,-0.011094867571296255,,0.008808249792919562,-0.011679504699215656,,0.02777710252168886,,0.049974951874325726,,-0.020488033814895938,0.033873575268829816,-0.00820831376417882,,-0.054067097183559745,0.01828848143358655
RELN,0.00470971172685458,-0.02173503021027576,-0.024953997456330777,0.06950715959357806,0.07242892077629844,-0.07192938468246166,0.0223777924798225,,-0.015451751670580908,,,0.03993373174010093,,,,0.048034827144852014,,0.07112601924659105
IL15,0.07354907268238849,0.012147148815870814,0.03981237852279816,-0.030200076153232544,-0.011606330122315918,0.04506592580101568,0.004173454979133849,-0.006769836524720301,0.00895733375388768,0.06395318460955181,-0.04548552579805968,-0.04752408988170701,0.04493111436241281,-0.03284554840540804,0.1405332930523947,0.005303553478345572,0.13669531662992107,0.0720224521832572
UTS2,,,,,,0.07421796207303595,,,,-0.05788262771999419,-0.06587693845953985,,,-0.019910261174306346,,,,
BSG,0.20264731293288274,0.021595337475809464,-0.01641273058664336,0.07101079395626228,0.0025767807470782125,0.025171003422288927,0.004547650433999167,-0.0021836223114525335,0.09540578328227661,0.10393869333291307,0.09013173352205026,0.05864860501279471,-0.005111849136905753,0.13276296175958577,0.09360332177209343,0.1429984875427022,0.07776607705530286,0.22610140528419537
ADAMTS3,0.1432217985687547,-0.052480876401190826,0.020821018207016144,0.012132584877139236,-0.01869444026188761,0.15233098344000723,-0.01337720958139225,0.016652049169877472,-0.03525511894921294,0.13491420912053356,-0.09860180445313727,,-0.02453233472503654,0.045015403565517004,0.002462280378276723,-0.033293846503783496,0.035105846114490316,0.0288486729035946
CD34,0.10279624071623387,-0.03889540321999463,0.11695015060717134,0.030878870855158797,-0.00632616709346682,0.16361205171283483,0.032556334740975405,0.08725075607572619,0.024514380380688705,0.11511093477600336,-0.04124250879349682,0.10222951755942676,0.02363830105909312,0.0962073705255165,0.08698358172245049,0.2284866238462244,0.25545256423107465,0.1442444495227121
CCL23,,,,,,0.12458838803119719,,,,-0.0589640348649415,,,,,,,,
PLAT,0.12974995258483762,-0.016954094177399303,-0.012491472309471067,-0.027939771180713956,0.028090219960331765,0.11235448719086363,0.01488046246803357,-0.014122368766179385,0.04391129046019545,-0.026713857508912243,-0.08208474956642994,0.08699688985298255,0.01222692406034695,0.04683997390253241,-0.008746179240736241,-0.036372123054465376,0.13658654126612127,0.1269349425327117
NTF3,,,,,,,,-0.03935429333433164,,,,,,0.02701070953082473,0.006773622407555215,-0.07289963141384816,,
LTA,,,,0.048560273059365805,,,-0.011248580220093913,,-0.015058622226131559,,,,,,,,0.020030384531668135,
CKLF,-0.03835468182562138,-0.08174646344694611,0.030053330209874888,0.02526558927226731,0.04375920421997211,0.15957610382759285,-0.01084286105901496,0.069383034906659,0.06824764987445259,0.007227482220683888,-0.04641927674126324,-0.067192142729615,0.05115498671127234,0.03211358930195354,-0.003711812214308255,0.04077863785122232,-0.0658723611832225,0.05492464454201011
APELA,,,,,,,,-0.009566128292272087,,,,,,,,,,
CD24,-0.0686677544204709,-0.0015795680031559236,-0.06584716332698858,0.027229303534372255,-0.009732575738568706,0.026712282263040506,0.06355551682696964,0.0673965385183807,-0.03189567705119654,-0.0557145094876936,-0.06423520068083721,0.03458394434304906,0.03179832393099988,-0.0722399197946601,-0.049779158350690945,-0.17043740617455985,-0.03843203075003738,-0.05187892177700095
HSP90AA1,-0.10479903801852894,-0.09740900249315651,-0.08338716496000388,0.007144922134178624,-0.030516003662813155,-0.170574059798481,0.040731859255925706,0.049874972807849464,-0.06604973823442765,-0.02070708659964516,0.06359722395480445,-0.04202893439459268,0.030863953027524454,-0.12176973921422256,-0.03285400894628326,0.00526901875108288,-0.1657392887533299,-0.2262240358343401
BMP4,0.03355357864030593,0.014182123608272954,0.003778965140258851,-0.03274422511698035,0.020249969120404835,0.02309018479964669,0.09381019947521678,0.006997518595484947,-0.01977120635956451,0.08414486073424342,0.02717658723160561,-0.011224370849261792,0.04156456914703292,0.07048632874244136,0.07621832828551783,0.1238992559077513,0.11365352301554921,0.09179406417078041
SCGB3A1,,,0.050003365679066714,,0.08507613979593061,,,0.05165784331739276,-0.02064650037407044,0.07987344509835002,-0.02230568938779212,-0.04464149748880065,,-0.025454424262060234,0.048256234496055636,0.042359375990013645,0.12239115528043469,0.019497858846286673
IGFBP4,0.11855542964585507,-0.010894455138119118,0.15788003498899264,-0.033885002238338395,0.06584649570913333,0.1434509669620998,0.08474876689653338,0.05652772786549619,0.025711091270047278,0.04488708724282125,-0.045164804553310144,0.10647323169825364,0.11096580828539872,0.20663019229809215,0.16841322661873925,0.3843542652969035,0.4454026046239163,0.2630293185426508
RSPO4,,-0.03982481000072788,,0.09173631780428242,,,-0.013082783592102567,,0.004538696406081242,,,0.027410485276545566,,,,0.002636557686436943,0.008166325117643697,0.12404023089632482
LEFTY2,-0.03436368905521935,0.027950423097655643,0.04525918999627812,-0.031358919326917874,-0.008766507241891718,0.13624923746625311,0.03958814087081158,0.10902060421184818,-0.029504172554170906,-0.05601828940559437,0.0006762859352451012,,0.1351531086564463,-0.03773360363022957,0.10853795509811659,-0.028694275596649728,0.13439126762724574,0.01882412183197512
PF4,,,0.05486316816309156,-0.009553793033351838,,,,,,,,,,,-0.03752373660070982,,-0.013754990351119553,0.01438226844220084
ANGPTL2,-0.02994924768534211,-0.017887899559214396,0.05742880620986062,0.010720218831870128,-0.019904959715900512,0.13279942671972164,-0.01697929213545942,-0.02686297572441904,0.07867611636552933,0.12949389492058386,-0.17597339558184594,0.1938490240796,0.05299058065433789,0.08720469194372595,0.030077323118002392,-0.018994316555053486,0.15395797762553923,0.11113542532761703
LRIG2,0.09001122782111795,-0.04289532712364936,-0.017324597262924405,0.035173258425346285,-0.0031107650114815494,0.03794581150411854,-0.05798612401388273,-0.0005595559657533528,-0.0022608235431439117,0.04450560244528805,0.010623354685094512,0.0328816678020851,0.08327733738252911,0.025464598135067195,0.03330547637221704,0.04837297530651231,0.1236670993431841,-0.06180550430626344
ICOSLG,-0.027521633575550913,-0.020541463191112917,0.08659547963862711,0.04902674071375044,0.004292000000640425,-0.0050228252531389975,0.010406181266819452,-0.013945743517924492,0.04808417739790574,0.01581795988425455,0.16670456213786605,0.04802146452285109,0.014769949357678072,0.08856121906366156,0.06774650138154774,0.03521215665987133,0.20442709963952754,0.06477081176009129
WIF1,,-0.012481902282242061,-0.05171069106138457,,-0.0006840589770162498,-0.0869505680286503,-0.010095674223366219,,-0.10149051766479598,,,,,,,-0.029490915644228823,,-0.013451001934603808
NPPC,0.18208226216575296,0.04132815068986012,0.005794535563638709,0.04338169845692503,-0.013690076830267614,-0.04842252335907813,-0.019693452643027798,,0.09090414364060441,-0.022004038951328426,0.040828870201202565,0.030873693203020986,-0.024532287609218665,0.01683369640087496,-0.019844185642849888,0.029213007861931664,,0.04005954221610212
LYZ,-0.05207832226207159,-0.07526134369723604,0.12630217728286397,0.07194072696239405,-0.03320557793144356,0.12481822005645538,0.07270575727218698,0.060233434960029766,0.12063064346923949,0.021437676788993474,0.049431823331945304,0.12559566052348142,0.06799951857293018,0.11150706927761343,0.01409264225238595,0.10910250553379762,0.18904261510833217,0.0340335024596899
EREG,,,,,,,,-0.02442790272701741,,,,,,0.03656584902570256,0.126938113846035,-0.024794754076848034,0.011783187121712153,0.13800579976068272
SPTAN1,0.16463205193619398,0.018293953774120936,-0.0493859150832576,-0.04237515148387677,0.006126474096459995,-0.001683190239128815,0.009203634425678616,0.05872594485484237,-0.1210963314936684,0.08656137911609942,-0.06252371190707254,0.04310456399838582,0.018653868434256052,-0.00638186581264359,-0.0654700828888571,-0.06758055691333667,-0.14225670403338198,-0.0967775138930543
PTH2,,,,,,,,,,,,,,,,-0.017593566007575178,,
LIPC,-0.013561264562512068,0.04507773710166276,-0.0013654197393752302,0.04938731235766219,-0.017998442001397878,0.03453599441032521,0.02090473135344041,0.02123167569376919,0.07383350678506495,0.025823637145112297,-0.035757963604763444,-0.004053587820608372,0.049853298362285484,,,,0.10968678913148444,0.011396610899224802
COL8A1,-0.026753877122116597,0.07316447077339683,0.16971954684756363,0.017888889463319357,0.011241918165044058,0.06204346357722312,-0.02031532126303095,-0.07413096154736565,0.10417254948192595,0.030833712137087372,0.002781186341670941,0.007564516262895475,0.028364593754316277,0.09550850090099662,0.09039226174947457,0.1637381441125454,0.11615840223543093,0.07146436687031704
GSTM2,0.10581439625231746,-0.007561010586420086,0.014189925626652012,0.09006670569607683,-0.009814714941076826,0.013839224235139483,-0.012236284790529009,0.052095231043034956,0.023079492753992854,0.08556207834067894,-0.018834268640887542,0.07136788759573036,-0.003150908153368367,0.007115120985067686,0.017627797059736373,-0.031887122529584526,-0.002186265596106944,0.011441795342471629
IL4,,,,,,,,,,,-0.10785161653716806,,,,,,,
SPX,-0.02896123198706627,-0.03891677218085321,0.024613968687090235,0.055778260819155774,-0.014293895567299252,-0.05753815875669915,-0.004981797376987249,,-0.07523580269379991,-0.02367843445642944,,,0.020264629955701472,-0.006139984727921173,0.09250231238999583,-0.08066200175807363,-0.14685907720650285,0.026881626759062912
MFGE8,0.07578939746489505,0.14304206391821325,0.15881162311201164,-0.022170627355469767,0.015945367130690124,0.0499902838254191,0.029442453973574985,0.007196012885701087,0.0796936909079667,0.11051434239755491,0.014669151485108538,0.14658112397437462,0.09800350408287466,0.12317237563175798,0.12066636219776351,0.19620131240443722,0.2965181054718164,0.21397584493308705
TGFA,-0.034048864664915,0.06325744946970362,-0.05754546190573314,-0.023741000349099893,-0.011560455461402438,0.05492505997245036,0.032660674594579,-0.021401199591140747,0.05790927781488387,0.0896624397339101,0.07855714239606461,0.0076104350672570745,-0.05562998441328309,-0.020347351026687287,0.021448737018167765,0.021832637987414215,0.16025180438128406,0.09075362531260678
SLIT2,-0.024366802760956062,-0.04178225385471845,0.05962320271677786,-0.013199599566534501,-0.029196492377672537,-0.06461704180001969,-0.01671712945131472,-0.04045902022347243,-0.08383767408968461,0.1024192577156805,0.11505388936999898,0.02162169100864749,-0.0023434417895688096,0.03721772061238152,0.041345414897167775,0.023637917385032094,0.11963121497222133,0.08822337486392444
PLTP,0.07296038208255048,-0.08696968165684721,-0.010497217717665102,0.0067466952694996895,0.062114066998354846,0.13362584441503125,-0.00919961423458263,0.09026592411696197,0.008420371413105731,0.10822376153206578,-0.02472301968078631,0.07891462311506597,-0.05829195971184211,0.13526940925132544,0.03916415265319121,0.30109164816293216,0.0700860172741273,0.15018866236164632
APOD,-0.22206451620009324,-0.04302526005597775,0.0007689575463010339,-0.024055914011348736,-0.021031309667695414,0.012265564079935367,0.039573683182320143,0.0399136040805956,-0.05838627611657571,-0.14061073658815884,0.20519014568721636,0.051106177797546816,0.0897282156217251,0.17096826798609235,0.08922627543867237,0.22359594078326805,0.07388026545838818,0.1751487563047105
B2M,0.08502752779688029,-0.048641548291476135,0.15454481493575872,0.01417648939433162,0.03332412883469042,0.17121196849822298,0.029256144468659526,0.09863111023532889,0.10883608526609423,9.714766896829668e-05,-0.0230218561563319,0.05888302611897024,0.11896584484147682,0.19816347195327041,0.13573081443525087,0.26971175325805624,0.27808364088080106,0.09012687568886804
OMG,-0.06993603847302983,0.03491542631294259,-0.13386106623720306,-0.008312688202310781,-0.021584688514082778,-0.061317188799848515,-0.025781754225147325,-0.015470325013460033,-0.05480029513049753,-0.03118387727591495,0.03080180893935273,0.014587551299036485,0.009249373472834792,0.059222983670892855,-0.0022017780198348115,-0.10344495041014967,-0.009612450985136805,-0.1496986474827191
CXCL3,-0.002444340826775981,0.01796942244015861,0.07069102416980143,0.05333379215159664,,0.038938876367756406,-0.029273484306580815,0.0943289858329642,0.01135069725259352,0.041761815943694956,0.047128209931911955,,,0.058368055757761814,0.061012031941822885,0.15727348865116425,0.03003194931425003,0.09797646136130661
CXCL10,0.09878131021754863,-0.020596047929434487,-0.009096657812098683,0.04822488294091564,-0.015864538419492074,0.16312806495119334,0.04978738684060455,0.05100177731081737,0.11833347845052122,0.014050427606262126,0.024671897826090486,-0.030315798713088368,-0.00996616286827468,0.012212082620400706,0.007978663951402724,0.05718663643221306,0.11316492622707927,0.0048874039166945365
RSPO3,,,0.004875184432635241,0.09294956788571662,-0.0385250431093603,-0.0402519543981824,-0.01975956697037621,,-0.023919902221732774,,,,,-0.05017645849933371,-0.04421218140361192,0.07946376295126643,0.06262821315994348,-0.04861364162707485
CORT,-0.004400253776087546,0.020406297257540985,0.01236021653019474,-0.0018386735631644668,0.030770227102650472,-0.005136276766250284,-0.004864586011326091,,0.018781965245528654,,,,,-0.057527098082266505,0.07058575492203549,-0.02885126327720494,,
NCAN,-0.10390885009269106,-0.031042371578371315,-0.11384272667267628,-0.03073617740503864,-0.0057989894717297204,0.07387491013515046,0.03486394279968861,,0.03805148283288939,-0.1498167062685944,-0.08188300575848478,0.014872283067131419,-0.024357155978903585,0.04115670485651889,0.008368740029463046,-0.24513854207752162,-0.12542859804233003,-0.13421059340489666
PRG4,,0.046437634811650925,0.16442728858049466,-0.010950155017863677,,-0.034869128436821495,0.03456327566468195,,0.030623278070792338,,,,,0.11054716843551037,0.0420730492968404,0.2803232178935793,0.19733316724225325,0.15989588782338843
ZG16B,,,0.06672132793070189,0.009891191594422085,,-0.03764682759017802,-0.008938018113903044,-0.01391558347384855,,,,,-0.022775834385898783,,,,0.11229097447057305,0.15474145075258694
TGM2,-0.0061793989084202965,-0.035370027395245585,0.17383248537155233,0.002388242692372117,0.0012263410651425152,0.06720978081784233,0.028911597625955493,0.030121109551969547,-0.06397234221595478,0.062322426739515706,0.12474701018264546,0.20631683587668964,0.12310763469246455,0.13438019667082457,0.09138967914884034,0.1961072494379808,0.30245741794733144,0.16689525073310246
VEGFC,0.030349144970058247,-0.05587018250477708,0.0845294963498439,0.0686594263083785,-0.023793116752172903,0.07715060872234199,0.10846676604120922,-0.011606291268926426,0.03715973069241248,0.013641367241753998,-0.023745725859351887,0.13333658170310972,-0.029522004714146607,0.09521322287997702,0.17106910057946756,0.12277613067399792,0.14168226277215498,0.06155283634796124
WNT6,,-0.04559125042270209,0.017521302633394752,-0.015145474363028008,-0.011904518541427957,-0.022441143906114937,-0.01989124051456531,-0.03081553492351395,-0.02573370649418203,,0.004748020118327424,,-0.021659821174956795,0.021949332894628106,0.009198107013315812,0.02640197148840964,0.05288270207182707,0.055979827399126374
NRG4,,-0.005949086276001488,-0.037604220951510434,-0.013326839581142063,-0.014573331382612369,0.01162971238213347,-0.01717137999079701,,-0.038919832707260564,,,0.1104560467457195,,,,0.024217939405724365,0.040998139376129776,-0.0073617132913119535
PMCH,,,0.11113631544758264,-0.018465634587353605,,,0.049813770105417834,,,,,,,0.12537963312292652,0.014547097430024471,0.013411974157080259,0.06782049852675752,0.056073027736824946
COL9A1,0.1265515019014566,-0.022748356537428807,0.11859071704833786,-0.013918911273433416,0.009104439166615913,0.012238892796494545,-0.0006612381427720628,,-0.047661689148956604,-0.027730600630356723,-0.13455168021064728,0.13235085324846874,0.02335786186259646,0.017919290225306684,0.024514500643451627,-0.0687367906113764,-0.008785480308710026,0.12421904226308464
GDF11,0.09868354404487346,-0.05201411627245115,0.011318200740292546,0.03839143253568708,0.0013735682186621907,0.13336478726939255,0.011667812322243041,0.05668162378154217,0.015616145180305996,-0.025365682009783612,-0.04420207559790868,0.09963391788914126,0.026655421982095695,0.015795676146652237,-0.03522374390038216,0.05025661138736267,0.11027325003275441,0.035702906019061856
RAET1E,,,,,,,,,,,,,,,,,0.03295418080346924,
IL24,,,,,,,,-0.017378013051756874,,,,,,0.08139362719146387,0.025478684946859863,,,0.06910099184932669
