,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CXCL8,0.03251633846266023,0.06829186734809413,0.003658382143011391,0.013888904809702368,-0.03383798205973994,0.023999662550420825,-0.04407611079346446,-0.032558879195289624,0.13027994608418123,0.22170941366515137,-0.08333341757053729,-0.07465248175442414,-0.11915125932518898,0.05681483090364538,-0.0040299141852923655,0.1191837884416522
GRN,0.028537952677847776,-0.03803481703228063,-0.01218729346488734,-0.03843368285669452,-0.0584189217089444,-0.05721900417935159,0.08508358430926201,0.0446298425041745,-0.026853613684798733,0.18017926350620078,-0.019258268608240606,0.01657454229377285,-0.054790504888163775,-0.06110215800069716,-0.00012361616383650668,-0.07038009712638288
MIA,0.12055853408516663,-0.04112940083841398,-0.022622470784469686,0.04568639486055213,-0.005734642459627221,0.014859041011200199,0.015391995866554372,-0.039762821417069175,0.02945314799659479,-0.017166066363215063,-0.07269897509231213,0.05145001369286263,0.1146692330394451,-0.06938955932063863,-0.03985001327503148,-0.04458087449129867
COL4A4,-0.04019874794515321,0.008368091521510176,-0.03804425783495275,0.01402559020247177,0.045398692388761604,-0.025378900487637298,0.19258759741250078,0.045323428043918326,-0.019618145384751626,,0.03855696638871739,0.11516268033177111,0.005263799091556236,0.0447862641059952,0.09022507379928957,0.15501206992027886
TAC1,0.053256780969325755,-0.018348219532803498,-0.04903426728411723,-0.0022209472891849733,0.05401944406827877,0.011276717172749577,-0.019644111782277082,-0.03312276379849531,-0.034767459351475495,,,,,0.06230406755619099,-0.018575425597025158,-0.004584474514619653
RARRES2,0.0014115588069621256,0.026439171916544976,0.05947337190102811,0.033839393725144856,0.11983291406679647,-0.01814683020701741,0.10019050730864676,-0.042503464488450354,0.04599287929944205,0.08862914968092123,0.0207928434389462,0.03738496502155558,0.03574584555521652,-0.005287825150773518,0.026041129688562533,0.2059618814228905
FGF7,-0.027142907377106194,,-0.028711096472462318,0.1084988897596466,0.008911415109983872,0.04749970876646782,-0.03715899223797108,0.04761810393750305,-0.05277827063549747,0.029264252806471082,0.05051956711920266,0.07238114151697804,0.03180622786962076,0.12375965246299124,-0.04973930698384294,-0.05420284866990616
EFNA2,,,,,,,,,,,,,-0.0450396209805202,,,
HBEGF,-0.08834640235804347,-0.011981914554426425,0.06977983952345858,0.02915796432674994,0.014821798195954227,-0.03510099455533728,0.04713632193406385,0.010231357583785364,-0.04069109046290057,-0.1356073667732016,0.014174660022786922,0.0032723482840892756,0.011685505152047151,-0.046296937549511,0.026831498700629973,0.059123502925571836
CSF3,-0.04019871611968438,,,-0.02743758585728532,0.017336486865510238,0.013819702724715648,-0.013794947003974442,,,,,0.012317317206128298,-0.06432415284819529,-0.004539033479253199,-0.01487679332067713,0.14401075126310087
PI3,0.005242137815421708,0.012330739598034586,,0.024232848894306224,-0.002034632974685134,-0.006620158020333015,0.08104785109966783,,,-0.020308410302528467,,-0.006802912927518891,-0.12363335144230801,-0.03050863999315934,0.02005013560539275,0.13823922083625842
PCSK1N,0.012122107471992036,-0.016406371931473613,-0.008192838840564421,-0.03498054070159559,-0.055727763523429605,-0.018260955482302634,0.025085617479288447,-0.06427908097111493,-0.04946326453273589,-0.007250047747721625,-0.06308136730280489,-0.012632667705285469,-0.03091281454819074,0.058034044141427224,-0.019869453702398055,-0.13058655814468978
NTS,,,,,,0.0016178530460193023,-0.016955649280886987,0.04002668855844216,,,,0.0006488521943407318,0.02161253136878063,0.06909021567847308,-0.022030502290273337,
SFRP1,0.011879940641791884,-0.015387851054939157,0.008758704165212267,,0.02465264582503155,-0.017475662904473728,0.0617348127256262,-0.0062875868326742945,0.009956467901979599,-0.026233352620559845,-0.0865667971395675,0.06670320743600021,0.00870122158492226,0.006325506961796713,0.07794400476226546,0.012515904676587482
CXCL13,,,-0.042945233150449305,-0.019922933824160157,,-0.01731860511274351,,,,,,-0.04117400952152129,-0.06409500511015184,-0.03074019352109485,,0.10584174461237719
MICA,0.04540844070353699,-0.037043147079824965,-0.025471284950982564,-0.00216287711477038,0.025338168730250635,-0.05000019274070984,0.045086866701625795,-0.023510412744749278,-0.016107599512581585,-0.15992538743062595,-0.013482824233828142,-0.014898409374254597,0.00924000621264279,0.0019493474185553318,0.09475453905966287,0.03387136045572289
TG,0.0038800806578690866,-0.023908700197830292,0.0020003022673461455,,-0.026873677175877655,0.003885164551782881,-0.01664926682781837,-0.001915869458395785,-0.004149705093678967,-0.004341396543268756,-0.029130820596937997,0.003236821119636539,0.03197736420553001,0.006408637671809289,-0.02901258461027767,-0.006331863581243817
ADA,0.10853841228912717,-0.05760310491093723,0.04594922053207587,-0.04486325325798761,0.03553784831538863,0.003638091585146912,0.07676800835227827,0.04847827870141165,-0.028867212279093186,-0.16891799643029534,-0.045855679661534525,0.04135610219804234,0.06863485593490161,0.01697084676605235,0.03732264561056261,0.028379123981436404
LAMC3,0.009114071219776127,-0.05636917418776235,-0.04294523331198667,-0.009669247529766197,-0.0389851384367916,-0.04775660172621555,0.028305340498368144,0.011400518526644332,-0.043290221967379826,-0.08730613583445698,-0.10596622735660932,-0.043647718013188945,0.02267921440028276,-0.034646868739225685,-0.027969310809016382,0.000804751633196714
CCL7,,0.002892653933268111,,,-0.01942962566129796,-0.022961272895536344,,,,,,-0.017868174066643275,,,0.06326287481914118,0.12482140732848629
NGF,0.02745749300191527,0.009720115247293205,,,0.05529556768765963,0.03695426188219141,,,,,-0.02425310346223069,0.026024803395772178,0.006255050844772075,-0.014671799438642379,0.06604596574298043,0.07141489844161915
TNFSF15,-0.028651344131614416,,,,0.031144115802852274,-0.017000448534552987,,,,,-0.0018189524337547038,-0.05598666769733672,,-0.03353099752746411,0.035525982634458754,0.11952160186069286
HMGB1,0.0006551066358684413,-0.04488302704806287,0.023221028498005097,-0.064082441654256,-0.02765740011579524,-0.06953844136031756,0.05246551887299202,0.01205631438029569,-0.08767437008125598,-0.1364625539449256,-0.03009581135154041,-0.03693159811515272,0.02526791111854721,-0.053000956397293145,0.0050017339658318125,-0.08958410623675997
ITGB3BP,0.037362350337391596,-0.07662882691805664,0.01751502148407477,0.05402203884359672,0.017962627130029,-0.00014762794511839582,0.04470249471394493,0.018059290010796453,0.0355828670423325,0.06218967763274542,0.11082291910877166,0.03434721943849438,0.002446835613005195,0.007340375884134048,0.02046010752609539,-0.004408368911419502
AANAT,-0.04150996235338736,-0.015463453665190124,,,-0.01968640233070095,-0.015318420854299264,-0.01244341551534497,-0.006373709535259869,-0.018482765916434277,-0.05099642339666752,,0.1566273360388725,-0.011479446458394611,,-0.01649427480092767,-0.024574799171944262
RELN,-0.024042555042474253,0.01868598332625187,-0.05075728044581403,0.003823580969792855,-0.02544253841203634,0.023836248642990658,0.010228544899527243,-0.002742378513435498,-0.020462017182447383,,0.07726491413333661,,,-0.021620909323386048,,-0.02162778386918717
IL15,-0.04072739112036729,-0.009410213892875096,-0.020211946418982534,,0.01268539605598378,-0.0450468448952486,0.08961018887649372,0.012668673083019158,0.10298759856086048,0.08291353278765079,-0.06619317739830896,-0.04403121360204078,0.062499273433412494,0.04460013500800664,-0.007020491125627181,0.049672631218233176
UTS2,,,,,,,0.00047587869424141755,,,-0.01650557905411012,,0.0019140864510863193,,,,
BSG,0.0323982140194506,0.014549993709122485,-0.02007190305063954,-0.011924812426031352,-0.019229175259469176,-0.038126618810388306,0.0024271011960765644,0.0031757145520087244,0.12081192486416958,0.13399360767876953,0.00790707430752094,0.07590754030710424,-0.01623512286168513,-0.056799035769826325,0.01417092701038225,0.013965491347617738
ADAMTS3,0.023756183886790284,-0.015479067655705718,0.09436512211827508,,0.029910856834910262,0.00013386140374645,0.04289980033633941,-0.005199747540819015,-0.028484323874095385,-0.18401664682432292,,0.05928936853029023,0.08440017286797813,0.03273353540620582,0.02791449095780118,0.09556335592671808
CD34,-0.012792828699120495,-0.04938412520412745,0.0353834661137065,-0.010180259319891898,-0.027412797468907787,0.01055900860629737,0.059191956742387815,0.006522741932606491,0.04334605052623214,-0.093090837513651,-0.031013009521538397,-0.03057666021128232,0.09565859607846779,-0.055553565392917566,0.061307863729005686,0.09430267647346574
CCL23,,,,,,,-0.014158631594259584,,,,,,,,,
PLAT,0.09075256085718468,-0.053421970931528756,0.021302828124026917,-0.05790779136882137,0.0031579337945666906,0.0029273036034215987,0.015614511707424998,-0.019292260707489087,0.010044255376164107,-0.12147007915589833,0.03597820109028166,0.049162077535297055,0.09358417965826839,0.02972111644816093,0.040803449446947006,-0.014736545056713454
NTF3,,,,,,,,-0.018117549858227167,,,,0.055656423821064935,0.09510630179715182,0.02680493205221786,,
LTA,,,-0.017760014006905005,,-0.02490243792379025,,,,0.10017523413653147,,,,,,-0.022198808135178015,
CKLF,0.005357175468046606,-0.10537966653291145,0.0539523358725786,-0.017025049314744342,0.023506763502981795,-0.017305265882157247,0.10438366570962021,-0.058514094200142044,0.04376815898013601,0.02193561716533314,-0.1124600891362654,0.01904090326972703,0.13413479112239174,0.004510719657777122,-0.018077064494918624,0.01127330264470683
CD24,-0.05371674097158445,0.022986618800178812,0.07017963006709188,0.03535790969437449,0.03936667041216711,-0.012205134054755,-0.029284791730099582,0.036251533127790586,0.012510180630629555,-0.10282162164282445,0.08584883503012554,0.084661594147178,0.05198140364047294,0.10373477571633033,0.023120917513472818,0.0427363511019319
HSP90AA1,0.05512815666016656,0.06367280421850893,0.034038251981144636,0.023224702870906683,0.10369708897941668,0.009995255542197776,-0.10182330850666199,0.007571495520350592,-0.047716153148712866,0.14966673523255017,-0.035131500813437674,-0.03380705211503213,-0.16101000194427664,-0.001908930885721434,0.023131586287900137,0.03195869052629951
BMP4,-0.02657357326438445,-0.045479790499321215,-0.018826655939441498,-0.03314953015616079,-0.01856466012979499,-0.029727870181626873,-0.027435327618684325,-0.021203041660019222,-0.014606680576509656,-0.05070264951871758,0.03997535549653426,0.01943664140043747,0.05693641555503537,-0.07501325449007828,0.008415504890077299,0.040787553589766525
SCGB3A1,,0.06094187882663319,,-0.029328065967654537,,-0.018242348184507175,,-0.024348329365064925,-0.01196140036930932,-0.03396538037141523,0.0038712449860382543,-0.008371289398983415,-0.023069724114164573,0.01985854604960901,-0.0326868821119464,-0.0289673440684525
IGFBP4,0.021288174973755073,-0.015468236060414245,0.0378126366676464,0.009292522777741655,-0.0138865047003477,-0.026875136129024587,0.011968983608830875,0.04397017072883374,-0.023847744088290736,-0.017071552295902608,-0.01580428979315106,-0.03625982829919498,-0.03934471280901769,-0.02331719943425882,0.007243725616227376,0.00241571266683121
RSPO4,0.012814384608185268,,0.015273871634544021,,-0.03811754415950163,-0.021054635192803452,,-0.03354032573267305,0.048885464704227,,-0.02039492319229673,,,0.003864841470596584,-0.029277904226998292,-0.030987848325839285
LEFTY2,0.005369550379447181,-0.029078946442231503,-0.017978134000297838,-0.08212834795757963,0.04363493314691993,-0.03268004844915104,0.02820128344767121,0.036512268641508104,-0.021161500465042248,-0.12323235947924017,,0.015494622268080795,0.05847669445134934,-0.03765558704147648,0.029876708702658236,0.01812684086257587
PF4,,0.04319019319726606,-0.01615514657764858,,-0.016951965603032255,,,,,,,,-0.041281930866871874,,0.052198672068240776,-0.024274535031388603
ANGPTL2,0.03534970493303057,-0.0012082779493903235,-0.013466501515388545,-0.00040636997573104323,-0.012208483978013112,-0.04923180689000516,0.06951582802660425,0.051703943491824604,0.07533187978313473,-0.09131875028930164,-0.06067644252981541,0.006862238400196599,0.07479064351441933,-0.04355254011541032,-0.011286472937977157,-0.013732985006667565
LRIG2,-0.008127688223900855,0.03247998405794724,0.07255788276635258,0.011423948105578787,-0.06551001522821032,0.01193865081196867,0.015741802383022644,-0.0016090153086707592,-0.017773870655949726,0.014305994628998614,-0.00977014509826088,0.14077661349080453,0.06942286521557474,-0.03692235277554254,0.028350075631579753,0.07852177188322443
ICOSLG,0.037715167488408675,-0.0386350827562213,0.034763673385311646,-0.03146326072196184,0.014242299617999303,-0.03710923798025183,0.010443622499287066,-0.015375139987701496,0.09676741287532442,0.04483768632640192,-0.026376080848625638,-0.014698008373274625,0.06498832082152636,-0.012954198386511481,0.04052246686446466,0.028717963117899786
WIF1,0.011927775932609382,-0.045848579990571,,-0.04755880705411152,,-0.02436307220061477,-0.06550870576917237,-0.00972746456610544,-0.008189688420115611,,,,,-0.04359350529504297,,-0.033538055564647826
NPPC,-0.017665558220219372,0.03997437748971068,,-0.007034844932967963,-0.02629667911394542,0.07043572220545852,-0.033503403869817996,-0.046612844738363565,0.09452718348510661,-0.05184560985641141,0.18876855051665484,0.015068882186132568,0.07693772726346185,0.11428124446396673,,0.035992720992110976
LYZ,0.04780045764208853,-0.02053478774158675,0.019565912093935225,0.009967039594090819,-0.029101232257163386,0.05322520142473467,0.027868862563258344,0.0022173737912296763,0.015492446475181451,0.11469615038688724,-0.0770616508607218,0.02064958982257437,0.06092272204219003,0.04644933746840214,-0.0020179069427153752,-0.019492748703507156
EREG,,,,0.006434604273289043,,0.059586509775381026,,,,,,-8.205408642825864e-05,-0.06625837500625317,-0.05840859415469249,-0.03352533457885959,0.04852731085457181
SPTAN1,-0.006090138581893219,0.04293186993793364,0.006614295442763394,0.021504462864827132,-0.007296672661488791,-0.0395948782392294,0.01375511831009721,0.009791530392207167,-0.05178494129130562,-0.10848678935801358,-0.06727859089952093,0.09330654973972066,0.041774610967314475,-0.00809362225176118,0.03123729403180233,-0.0988069892736481
PTH2,,,,,,,,,,,,,,0.02579976542222645,,
LIPC,0.0020073535132443675,-0.031195207761258167,-0.024314359004278637,,0.017600418719454978,0.015298262029389883,-0.03254557897523034,,0.022818722149161256,0.060890664355049695,-0.03946832366512429,,,,0.033601175112269184,-0.037854684332891686
COL8A1,-0.027692755430250838,0.006669547205200756,0.026284861425388606,-0.034256326690196084,-0.014136164653700828,-0.014758782382244063,-0.0343200031818762,0.026806032043783717,-0.017982629632147456,-0.055779378005733855,0.08696232629556327,0.02488733710344807,-0.01429327943686064,-0.04820429515670761,-0.030078364648298793,0.10232771735478727
GSTM2,0.013953588534746172,0.002280517504587725,-0.035400098709559666,-0.00011636637358506327,-0.013938521004211486,-0.03242734195139781,0.04339679047759797,0.006175654365309429,-0.02613435867901231,0.03901358208631019,-0.007651908817529903,-0.009655933686924722,0.047405165036522534,0.033581967830213055,-0.0035625866583352418,0.0355275598122338
IL4,,,,,,,,,,-0.023191159136438592,,,,,,
SPX,0.09537706357253639,-0.043049882445452166,0.026818861569996754,,-0.012834446018933807,-0.023313080590706785,-0.0003803993717394408,-0.015525331774227762,-0.03162907307178011,,,-0.04275741240859512,0.04408449569868397,-0.06173889047933017,0.03412796735325265,-0.04915631146162691
MFGE8,-0.010805368092514502,-0.026437295450060946,-0.03836052332616297,0.014458295547886763,0.002107833073814335,0.03333037797057399,0.07003478756733174,0.03519729598340436,0.06483881338098459,-0.08215667853524675,-0.07434225926795955,-0.01054058998669985,4.5351632189472755e-05,0.0174912063278545,0.047403121159530416,0.10397708561960553
TGFA,-0.02659837119284823,0.05772115073930801,0.03444618138775632,0.08263685165326044,-0.002584731866745162,0.004622133241669949,-0.003841874056502438,0.04881203851831667,0.0355793583579838,-0.016598980116104545,-0.03430769824478661,0.023028694432672806,0.09434873878840755,-0.024199703146366113,0.058807610773368116,0.007828764446373412
SLIT2,0.055846731581052064,-0.010599099345422393,0.029352924640764094,0.07487058002937157,0.021604532919963712,0.04199102663401691,-0.04134756360035328,0.06294963841714384,-0.038558750458921646,0.0007004118984122036,-0.04734458940893697,0.08770630605301649,0.06725098064913414,0.07740044286423661,0.005359690711369882,0.05564678247540643
PLTP,0.004224892831033242,-0.014361969951092088,-0.009009353967816098,-0.056945704826733834,-0.01823310269597364,-0.08811152790998553,0.0672500359549248,0.07213944271213472,0.07976090514753174,0.11547821879266895,0.0340520206878547,-0.049847908813416685,0.009154051810327832,-0.08384701162710892,-0.023040609703796726,-0.10124858534880539
APOD,0.017131339263973665,0.02059840828747197,-0.061771639489798705,-0.0885015383979587,-0.01859014805202751,-0.017170391899682152,0.04955866910860857,0.03286584943799723,-0.09996706494367019,-0.03965994326639046,-0.015437302688506037,-0.015050321613380442,0.10210618129866282,-0.09857506362088592,-0.035672322997220944,-0.04394574407926893
B2M,0.006338838188289418,-0.09702927400074574,-0.07218204964905287,-0.0672584853731248,0.03701080848312623,-0.0389537903620198,0.0806450565917676,0.04246418045450186,0.031167861407551897,0.06201384933399149,-0.1939469584919789,0.015030661770464622,0.12850996972465778,-0.11192920119273742,-0.00814093047672936,-0.1171450489694206
OMG,0.03865650015920079,-0.04568718143194503,-0.030711175605891445,-0.017151137496958437,-0.011752862555729418,-0.0063236447399235745,-0.037457359653025546,0.003195064928203566,-0.0750724106455066,-0.057065774641798864,0.0014305884355246816,-0.013073015947870666,0.0620592195641116,-0.045557191390356945,0.02281259376717769,-0.11757912950058041
CXCL3,-0.02290229539281305,-0.03952016972791148,-0.02358079878208258,-0.009950051916016993,0.03046509610303194,0.02879862173219898,-0.0163376097442514,-0.027388540763542735,-0.012345281702821037,-0.07238654912855183,,-0.053891541105468094,-0.04096609367550581,-0.04702559776305201,-0.022081557834626876,0.16366897473309575
CXCL10,-0.024797777718036162,-0.021234657193201598,-0.02953909069040456,,0.007943565692771569,0.08779492858834007,0.04743705408978951,-0.019943446068146,-0.019618146624135347,-0.01954490368450188,0.0008994845161779384,0.05466431187232614,0.07663453040378183,0.04325950361290863,0.03838113177953432,0.004755277519145022
RSPO3,,-0.022682058035443833,,-0.02743758671309422,-0.019686400876098707,-0.020384339693382356,-0.020432748080539062,-0.010613743556145985,-0.012900581447450212,,,0.11633171210509494,0.09601227683729152,0.026268490097164247,0.010215797001826165,0.011571196497744454
CORT,-0.012116081609868583,-0.05321492918640918,0.017889266399001916,-0.03641341571362371,0.04468480157887175,0.08202112602237492,-0.03536344839051212,-0.00749388633222313,-0.03422484196500847,,,0.006583574433061622,0.02231559848758893,0.0932375400898126,,
NCAN,-0.029537494658473565,0.010518382717534249,0.10060868244604111,-0.06327356116666326,-0.07350378549228571,0.04503339981663284,0.05026833318789379,-0.012133092851890796,-0.051979845025945215,-0.16391488009984495,-0.10514876608190668,0.04465567456720292,0.10159803590672659,-0.019572019130696044,-0.03455245425710493,-0.11322994823970282
PRG4,0.06656315534467272,7.071533598736677e-05,,0.03767436834839178,-0.0194296286891167,-0.01459511403692327,0.00360065405049343,,-0.015082912256850173,,,-0.0003029202665262384,0.03400019384687661,-0.024377412058508602,-0.01103310359112453,0.08505267978359995
ZG16B,,0.006516002517446341,-0.019440093232367187,,-0.009620405042943663,,-0.019110330310230354,,,,,,,,-0.019726124883162548,-0.020708667973516105
TGM2,0.07451249197484623,-0.06071321660974904,0.021978861880448848,0.012297812021456455,-0.09186960546868898,0.02548690184265282,0.010178325613736633,0.0266663390970797,-0.05143841441824387,0.24246852478808012,-0.06962340515214187,-0.02936501088998519,-0.033504337536833316,0.03768773013097995,-0.0015443514190075064,0.030555872324756324
VEGFC,-0.013065708402914995,-0.01659386294447191,-0.024961828339109333,0.11543752894000384,-0.034628800796251094,0.110388710343355,-0.023336748919900688,0.04052850081726279,-0.015392713160936744,-0.015022812932308206,-0.018709418657639528,-0.0429657172789986,-0.016793841541958707,-0.019315024000717645,0.05093810454851518,0.06826501085276987
WNT6,0.03360269962840194,-0.003551659208377369,0.01778559236708664,-0.044929548113927374,-0.026873678291686985,-0.020110662004885406,0.004485183695785,,-0.013433982762162046,0.13650440278247755,,0.10332609126277123,0.05205284035025923,0.01696990111017251,0.012039824936901871,-0.02139826706535983
NRG4,-0.029358321099305383,0.0680172514013345,,-0.02056594616085126,0.05027515741097559,-0.02078883130550675,-0.022046860411016472,-0.03310397862199959,-0.017957395296061208,,-0.04537532970646262,,,0.030319567313909297,-0.015820232289903757,-0.032179711623018
PMCH,,0.026191511639831733,,,0.04862935409859771,,,,,,,-0.019288678390305392,-0.06061112890567597,-0.014506175000631918,0.07033661467597957,-0.028817167745168005
COL9A1,-0.018935041355710714,-0.02693847628397025,0.007422287820878244,-0.039312814185971545,0.04579676240088829,0.019952130147364112,0.032426575778953616,-0.008476874372039303,0.012192670333054814,0.024942896312414014,0.02574932435964156,0.07646333537209775,0.08046377726885562,-0.04978274385819741,0.015864768180968332,0.010517791232115917
GDF11,-0.04658936248523765,-0.03163490337953403,-0.016391001131097586,0.0007089183953089133,0.04255868808931139,0.0055712770712298505,0.029890652151492517,-0.01732601303267493,-0.053294155800556214,-0.0915021188332804,-0.014420494643360956,0.022948161322696635,0.04881608069944044,-0.04768664159912857,0.033447684374500915,-0.048161998171604145
RAET1E,,,,,,,,,,,,,,,-0.01735468241624191,
IL24,,,,,,,,,,,,-0.04352109958351526,-0.04062371146770495,,,0.2945842678927609
SORBS1,-0.025301859839057052,0.04163465250872315,-0.015274945466292333,-0.05075717385247846,-0.0028525559486134097,-0.034476780187471315,-0.022903610797934622,0.02487264733444462,-0.08361829933501254,-0.03840686259083342,-0.002574271459541871,-0.0035199162513934604,0.048709772159583144,-0.03424914557804582,-0.05025326861462983,-0.08316688409380224
DLL1,-0.002305027332843963,-0.014634975581408943,-0.023213505989218296,-0.010945229366709778,0.007161309012893363,-0.04537168183943462,0.022257068981320623,-0.014490680918999826,0.00198449982560851,-0.02565463532421542,-0.06709540131208691,0.0045032272985020645,0.07950520042989961,0.008135375103178537,-0.014722450025185142,-0.015442980899390923
TLN1,0.038821513077893416,-0.0020002223972262864,0.014937624281680634,-0.0013196178103927802,0.04126000929300535,0.0005358203428775306,0.11035891649080769,0.03685614452777417,0.06859924220851663,0.04464856172649768,-0.0968503758954985,0.03375893320907155,-0.02821470503325657,-0.026791987544254808,0.02750595703004062,-0.022463284670077306
COL2A1,-0.010035523026927059,-0.05312469995110233,,,,0.20896530213894293,0.006982104060158988,,-0.012532995451934703,,,0.0005775468307799889,-0.016707945357678004,0.028176979110095816,-0.023023782492263122,-0.028992192942917005
SHH,,,,,-0.020190574282289476,-0.009229926695275744,-0.012843350753110794,-0.03851028123683217,-0.011961399323808464,-0.03934326075160527,,0.018934207064186775,0.07121426911998018,-0.036917973736623984,0.018269826176898946,0.0004737192564101428
PON2,-0.05545543347788431,-0.036358533706230364,-0.025068928315695196,-0.05447059855229895,-0.005778954188432602,-0.07804450475437157,0.04823573517302333,0.04686962231331596,-0.06992358604214277,-0.16800993333937642,-0.042359732802104436,0.0451769022143868,0.1288609008463546,-0.09709519018892855,-0.046669034778899526,-0.047171740497618006
ICAM5,0.02386030646598403,-0.010323436118972537,-0.009312626028762731,-0.02932806804319875,0.03177336555279238,0.03260207356853126,-0.03192529686294356,-0.07627974375395907,-0.02335996676080945,,,-0.007597190988591119,0.03473560951046815,0.03769754583564556,-0.03411442933228635,0.0011126447856338202
HPX,0.07296313210197349,-0.03699640208915133,,-0.027437593926343835,-0.01048006326034647,0.0363965872419405,-0.023790971638746043,-0.033540327219349214,-0.030403489805398573,-0.01210419051385864,0.008416416645225164,0.025631427607524637,0.05960971088283586,-0.019682639122825432,0.0006437699847479995,-0.02184534353302513
