,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.006612620756998327,,,,,,,,,,-0.03523785978324155,,,0.15388202671766335,,
BMP1,-0.02695027771308115,0.02483483795520004,-0.044521689122215886,-0.01091031351541128,-0.030982660117482234,-0.0780333129505295,0.02755555541981998,-0.26327925624952336,-0.05530935438802972,-0.01565019741832188,-0.11473072168199032,-0.15292769190241123,-0.033780075192220045,0.06970971645320423,-0.044569983647763066,0.0029104249033176507,-0.018886866474017883,0.03859723014221296,-0.010268907294365684,-0.0640711761386513,0.07934349254977226,0.05696824755335949,-0.07530606012331116
NDP,-0.036597448026883486,0.076784897873332,-0.028765083981224404,0.04266293970682455,-0.02607144710292517,0.09532362207638002,0.08376005257227566,-0.048246110254574516,0.034178947029249084,-0.03295386480921586,-0.005917064046527633,-0.044351274123921626,0.008078746660630968,0.09464515140403715,0.11014849763165062,0.05824736533275381,0.004359600187206709,0.002252141196895794,0.006321640411336876,-0.016934980206317146,0.02897342768469928,0.039989766579802,0.024014251282196808
TNFSF18,-0.043418103092917035,-0.017258832824529804,0.036343541409768254,,,,-0.03838935980732719,-0.03752893008206805,-0.031077036942718426,,,,,0.0020899097764670127,,,,0.006251847919640536,,0.007942133112678256,0.04857160991375285,-0.06190399220315156,
IL36G,,,,,,,,,,,,-0.044511903157599,,,,,,,,,,,
RTN4,0.2062133852233508,0.02048472809259069,0.02116089673708906,0.017065044842493122,0.05577939933752279,0.13640204526120608,0.22898945132407517,0.3238935908477306,0.08791148854853034,0.06043539139839798,0.20479879024065925,0.2075964022871814,-0.05895461071534381,-0.07551787409277697,-0.024728046017754298,0.002752535797010046,0.03907405331401251,-0.0425503075587296,0.0695553653952878,0.02444516824793287,-0.003112306375371555,0.15024241443691727,0.0020102696067914616
HEBP1,-0.13032199136548878,0.020600735115800566,-0.08478001829433134,-0.05747704630304728,-0.036362160677263666,-0.019083798454830773,-0.06926144172640193,-0.10145353582670903,0.023238980229382675,-0.020985443967072456,-0.14904877736897412,-0.017274183983440987,0.044274183014976154,-0.03968084643203678,-0.03207099016657285,0.003723985880909117,0.021007057745747248,-0.016555065544377325,0.02146760656576859,-0.00854296509619372,-0.00961683935829239,-0.017054813285763182,-0.14395203749923666
WNT7B,0.30849085739340637,-0.004933165390752309,0.04442582297303991,-0.0007086879544281661,0.08690538117732356,0.022956892291248508,0.15369624771813525,0.2776380270317744,-0.0264568918885682,0.028175636184139128,,0.0025682939054340317,-0.05908597293752606,,0.044391957418238745,0.03403449419790246,-0.031772624955507305,-0.0023083736410117917,0.017896994774097005,-0.0033059088600909388,0.05450435100077593,0.08648174590001215,0.099921524432602
PTMA,0.003047163782947049,0.09936585097509636,-0.04964830298547866,0.13221830430061277,-0.014801709384473203,-0.09736529588454985,-0.1806225810322687,0.045190773295151795,0.013931224770519017,-0.1067024599463757,-0.358926106679699,-0.19507434602323193,-0.10364411625205103,-0.03034719851006119,-0.018019847535182848,-0.08412915642993168,0.06195029429887841,-0.005905066451566932,-0.005355733736481381,-0.05951458207899198,-0.004632051277725312,-0.02476090102064583,-0.17677937150759804
FASLG,,,,,,,,,,,,,,,,,,,,,-0.022373032897585507,,
CEACAM1,,0.09685857977191524,0.0034551046444885737,,-0.004906918702549079,0.003412114506959919,,-0.05506253131100784,0.014139497981711054,,,,-0.044493219311622464,0.06005851980758885,-0.04708863881571892,0.018135833948478515,-0.002952456976363261,-0.04109264297304557,-0.04151616674189899,,0.026145442379920288,,
PDAP1,-0.07976307519731575,0.015423844330605068,-0.03745287764028046,0.009447296796367494,0.03894511699805398,-0.02694251037009395,0.03134507901186068,-0.18154276443467515,0.05246941942142191,-0.033074691352415524,0.02836573458214652,-0.09119648045326768,0.018347035356927617,0.05360767841685093,0.08962728589428058,-0.04053381515375931,0.03408813939039644,0.02224194487431941,-0.008725573544670183,-0.03095407387918231,0.0460307676493943,-0.01993998805209421,0.13321763434521197
QDPR,0.16872836518229795,-0.0007467814161727301,-0.034614645663025856,0.059050102057344726,-0.004886380225649459,0.15321126819877948,-0.036003750221101784,0.05288136929188867,0.04466623266844837,0.06356352063536992,-0.28124662033208986,0.030353257635146052,0.035382203283175845,0.032337837269397804,-0.12163973765241567,0.015883605408760944,0.08610880434075054,-0.07544365402779675,0.03011895401475497,-0.007604327743012541,0.001104478487388233,0.038765525966081925,-0.16037369910418228
