,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.012843350753110794,,,,,,,,0.007457010475878765,,0.1433180496854961,
BMP1,-0.03217226016239524,0.03868703946792266,0.09358554319192632,0.027836087478064913,0.08113099232698957,0.034276673854422214,-0.09523109627614786,0.07879808672120943,-0.12438912056348736,0.05044931889218285,0.03783906575889158,0.12269554876816208,0.11911874671074674,-0.04623080339054295,0.11170963876920668
NDP,-0.004253845616284581,0.0005947475847865939,0.04991271036994156,0.04134378135698589,-0.08237469116760932,0.011072257170050719,0.03181477306347221,0.2956473223088337,-0.1847345673094023,0.04038526848148366,0.0868613675068356,0.04861944218112779,-0.06895577271058936,0.06199733201748697,-0.03990373949525324
TNFSF18,,,-0.016121191338559392,0.14029462572850243,0.0699415421258126,,,-0.022911922190312645,,,,-0.030093898089570893,,0.0894407218602882,0.13192975405388124
IL36G,,,,,,,-0.012934681662802844,,,,,,,,
RTN4,0.07828573129838234,0.03680209433417117,0.012205611285498012,-0.029550596590453993,-0.09037387137220422,-0.043389854440138646,0.1441414273145696,0.09152460993738426,0.17097128968936126,-0.07851665765704884,-0.08196055003133938,-0.08058147587304335,0.06825526379748385,0.10580086692368373,-0.14109424604013884
HEBP1,-0.009899628027587298,-0.0327989189999297,0.014683009541970844,0.01083273624558967,0.04616889934988334,0.00792567257456382,0.010621905840585465,0.13127553980094725,-0.00211626948764092,0.009128051044291211,0.05429507993432205,-0.0535333528451142,-0.0032080846153426782,0.10682738847916819,0.06540551763126679
WNT7B,0.04482177875041674,-0.04804018129469933,0.026295295415973353,0.04681207706349403,0.058636672577434566,-0.012913395786861251,0.032809428606181294,0.2290960898560096,0.12304918294401768,0.008238387081979224,0.09581952431142701,0.0014895951091133367,-0.00045706104086888643,0.048258706387685,0.0795951337779129
PTMA,-0.0004944905818940143,-0.08062807988014552,0.014279857865746193,-0.04781945165551552,-0.09549407954391613,-5.3647902494582e-05,-0.13785267455835273,-0.012870631212747273,0.037987867378345794,-0.040375484832087694,-0.036216807548021826,-0.09187222326000517,0.013390603937172486,-0.09092163225496115,0.04495162250450921
FASLG,,,,,,,,,,,,,,0.02382219753806463,
CEACAM1,0.03235758113216997,0.00509620571334873,,0.1439527517547816,0.012574459924453898,,,,-0.029455811603554136,-0.02028410082713747,-0.006421234578995231,-0.03127568614706633,0.012898193802410854,0.056569634368492605,
PDAP1,0.019836541313701734,0.0407459807470818,-0.014075822926300973,0.045567573369783725,0.01778312262526886,0.020094414968120686,-0.039736346456493724,0.017088638883858757,-0.1257052199886324,-0.04906752488059027,0.0009193216814222122,0.09256732456742896,0.019321758427749892,0.084831016871974,0.08696590907204722
QDPR,0.03216558445120421,-0.0938261068967421,0.01854614001035065,-0.0401493090817209,-0.0761763271504078,-0.03016171815649724,-0.0072875720734407,0.10591419022679852,-0.06392294293845893,0.012632675311771912,0.006770847233390974,-0.12715629506585419,0.002820732864787862,0.08163355936717882,-0.12761762436429389
POMC,-0.015425844640274631,-0.015515484297496857,0.011195980768137102,-0.019895084029224342,0.01769270577569801,0.008488044925925281,-0.014916246684460796,0.05930813377843876,0.004346414257201626,-0.06276625490991482,-0.00877510102957533,0.06155865902863312,0.06873767194382303,0.037867783629386836,-0.011240267121370752
CCL18,,,,,,,,,-0.01869789841253161,0.008795295867669745,0.03243278117158317,,0.0036038375325864935,,
CCL17,0.0009385642831025129,,,,0.0072346107095839956,0.0203730833658223,-0.0118161989144583,,,0.09834618448731659,0.06625496729090126,0.022998988422112423,,0.019979752075541618,
VEGFD,0.04514203089740601,-0.010542700537856099,,-0.02151605766021741,-0.029316829719309125,-0.011723844083929189,-0.012663786363733165,,-0.0559557260327456,,-0.038664046574705166,0.10826942407801876,,,
TNFSF13,-0.011379006614289429,,0.030911783641294027,,,,,,,-0.05496849361405605,0.05945866744278812,0.19388965832518582,0.03326052114211172,-0.025625350979211217,-0.021940942208851243
WNT5A,-0.002287140964364335,-0.060041278263031406,0.026049503717596876,-0.0359197193484456,0.04537223401070283,0.020966259392638638,-0.017859767826332956,0.09715606583872788,0.002962654345789304,-0.004430155925356265,-0.0035950962455086072,0.019529583177613403,0.017758965815710986,-0.03609372435402334,0.04611650799431297
CXCL8,0.08753756008895719,0.1640194839835587,-0.022238624850808235,0.014182338062837965,0.06877233107979247,0.040729566863870525,-0.03807515997473189,,0.2900261452594489,0.1403814320359703,0.038325033782951705,0.017472071526507284,0.08239612611376905,0.0008981909880533328,0.027627325449610877
GRN,0.010962588912642684,-0.010090872419080694,-0.04006146604978519,-0.03035667332587508,0.07706005562660338,-0.024201088903930693,0.03826813955584918,0.17768294366178988,-0.17284304558572702,-0.038076442279026075,-0.020556296018267698,0.09688733963930556,0.014022533307779226,-0.1844351177884201,0.005410557348039125
MIA,-0.03473636976209925,0.06572447583968877,0.022973091528135075,-0.03668821678209028,0.10297862163751319,0.0728681314710256,-0.017343635775565164,0.2111635054057605,0.03358034259631753,0.15563026553164938,0.23392972168338172,0.12786353918604415,0.1441818237889868,0.12996121505918892,0.12417758418774413
COL4A4,-0.025379304963350235,-0.03371839987367385,-0.014875243465434429,-0.012656168867334514,-0.03216306937010174,-0.022399057722768855,-0.016823970135548594,,,0.08624508364556788,0.03534882414955063,-0.0538697726382364,-0.004420840714077714,-0.04019519537147843,-0.01051726018928066
TAC1,0.08429902795270801,-0.004005072227618535,0.10243493945263135,0.048106972187342,-0.1434280547293177,-0.006368565905102933,0.0798984579586107,,,,,,-0.05408262646532214,-0.025116255370581736,-0.004802665746822741
RARRES2,0.011790704827743003,0.1386949140662148,-0.010889140192349399,-0.00028153093152543296,-0.1306617200914599,-0.01082016578231411,-0.025011379235969907,0.01092255711463417,-0.04241021173155883,0.13791950588542495,0.08424121099962037,0.0410563510834051,0.06728717267313698,0.07055851075302269,0.015102302120449412
FGF7,0.012905795875542646,0.06400261023712024,0.004123772232032444,0.00907579444848751,0.028063817611508887,-0.046495840876445135,0.03200838802355498,0.16196618699553797,0.025182305667543106,-0.03767011904092948,0.07253601225523941,-0.024824493538566948,0.03824193261665112,0.12687299144461553,0.0032907253365603243
EFNA2,,,,,,,,,,,-0.0611509178333717,,,,
HBEGF,0.02438545096154481,0.10885406770400798,0.03818198228964328,-0.02150004131697589,0.18961904345887284,-0.03010795572026809,0.000679228637242095,0.1922710664175442,0.311984611184746,0.07811906711047237,0.04591780232055265,0.04993089748585967,0.10317359575416282,0.028162953899216726,0.13774079660264968
CSF3,0.0843469635503886,0.2084870716222345,,-0.013389983060638908,,,,,,0.1190227570678373,0.05888815489214324,,0.015698529838392455,0.036890384373313496,0.07187984933365849
PI3,0.028172179406093716,0.154228168201492,,-0.0150772976549266,,,,,0.03280582739375705,0.06718515261892204,-0.002384843586339113,0.041961115575721936,0.14301384813827736,0.00950369077585569,0.013428834575036633
PCSK1N,-0.07153153956857257,-0.0869717092922469,-0.037225171420206246,0.04384148344828992,0.1395853354743807,-0.02752283483795188,0.14010575645415904,0.06021793938797347,0.00878422281427202,-0.06124409916585225,-0.10373404781863577,0.1054124064645446,0.040302493861613095,0.1123229670746552,-0.0419007409973715
NTS,,-0.004249525916619603,-0.018159292494333935,0.006330167423448728,-0.013959794774021988,0.0016618316004558963,,,,-0.005107550253480735,-0.0403697728651998,,-0.024063574670657145,0.1923326157129406,
SFRP1,0.06494689939800863,-0.03907589256403496,0.026785435377311595,0.005969839466081694,0.004612201763138175,-0.01598316415922594,0.01143742315676073,0.14964823400111013,-0.08511102231466301,-0.011574999090054888,-0.0482659152609305,-0.020311596078787908,-0.027226960589975938,-0.06752581025341987,0.03951088436796939
CXCL13,,-0.02031582145944278,,,,,,,,0.03248232296593396,0.05075619435573056,,0.06234776016525474,,0.1970790612607352
