,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.007328276095407501,,,,,,,,,,-0.007012335320036015,,,0.060366640952297206,
BMP1,0.01947110140630531,0.048467051788630235,0.07002541671363179,0.03541281761774325,-0.014787988729303134,-0.015142520957251021,0.06261027336053832,0.04518840619085679,0.20052351558610423,0.022489913232457276,-0.006174135968310797,0.0003138475256788472,0.051791004859313976,-0.013405357997615127,-0.0382030779279599,0.145224918017303,0.03151062169870113,-0.0479133642695802,0.04645274925208127,-0.029480538103133322,-0.02702680567710013,0.15460409740982226,0.1284671941791112
NDP,-0.014018908198041127,0.0564605135023365,-0.024799351168873433,0.04770526579684661,0.022270680588048004,-0.033012948869049014,0.035462902664515676,0.09691563610298552,0.004243769969559553,-0.02056595155075476,-0.0004436431118101861,-0.06135215479340224,0.006172224401150505,-0.009009449253232448,-0.059167234223096,-0.03736448853358203,0.03466432150927843,0.06956666795735379,0.06263599251412871,0.03106027302052788,0.008465089340062522,0.04856971784548788,0.02227005352065583
TNFSF18,-0.028677265869049992,0.001108916000676184,0.040960526750710456,0.022102910181893184,,,,-0.01696690302024643,0.07236188290612847,-0.014339158775684578,,,,0.0438571738041112,-0.021736696801390808,,,,-0.02562056100959744,,-0.041545988691079304,0.04206485413965905,0.028769561614442617
RTN4,0.11264890299767627,-0.10112632497191992,-0.05132329625339039,-0.005263694989402322,-0.06607671419797574,-0.001561758858246381,-0.013385452278074063,-0.05215074432802363,-0.28620315505149313,-0.008837812991134663,-0.0124927702182317,0.0726446551454084,-0.03305461927612938,-0.02351502579769113,0.041937880830536824,-0.05253435903983811,-0.03563168754793496,-0.06289120023098466,-0.1285158733782255,-0.011141847165390607,0.050285668101630626,-0.04421773069206881,-0.13900807336594836
HEBP1,-0.0029105649046637793,0.010878101811929526,-0.010057209853020761,-0.00519364976514091,-0.004711283337210215,0.03823330396136446,0.05703001840803483,-0.01501237049330609,0.05130607728390143,-0.0302182730308937,0.03206569391805898,-0.029630837455334874,0.0515227447618387,0.04414171970484833,-0.07533230401678571,0.02555339877118581,-0.020835055652883686,0.02713339981073847,-0.0007614445329247081,0.10214756607871185,0.031028852827862302,0.049176205779124495,-0.019463240850638372
WNT7B,0.014165846306690842,-0.03265200682660319,0.028157434477776598,-0.026269431654179012,-0.033945900308341694,-0.010288424528792936,-0.011298010101681674,0.06302531220011232,-0.08717481603988837,0.05362744556724961,-0.012332312690747553,,-0.023820427391732676,-0.041297578078328234,,0.03313195448907992,0.06847654687893392,0.04321439720349677,-0.028168320221803426,-0.011091228044117754,-0.04154594561100996,0.06479962201558775,0.12157159413789083
PTMA,0.01181576402067141,-0.036378411450616925,-0.010329159239321253,-0.02722661274764391,0.005356158921686294,0.06819014509811876,-0.027705064602822745,0.03852610078158785,-0.10176384233887552,-0.013094153285272504,0.017974225992411545,-0.0721553734708089,0.007020014999481853,0.031784898623404834,-0.08209383283029836,-0.031587838383043985,-0.02105050891229121,0.022280609932144743,-0.12089816314137417,0.029972887108011746,0.037888537273323454,0.0671946189326828,0.022392349565279076
FASLG,0.18319628465816357,,,,,,,,,,,,,,,,,,,,,-0.028500487779165824,
CEACAM1,-0.03507897987465143,,-0.029423238216500305,0.11120529070607106,,-0.026593461693126652,-0.02337615690477187,,0.05412023065538121,-0.02255208067846351,,,,,0.06006384734057604,0.03392319067184357,0.004093204626515903,-0.04627931850346108,0.13614809731187083,0.015619971972769441,,0.021195292785973353,
PDAP1,0.005834070510569953,0.04720302615477725,0.02534066053654853,0.008477401441730674,0.05125894838629089,-0.015600445575917526,-0.014247499587536398,-0.01047662150676932,0.18020809525194392,0.03375391670122651,0.008165813383738939,-0.04089560351254506,-0.034715024858517844,-0.030242104399800723,0.035575970273709574,0.042671565942992006,-0.0004898558070727449,0.030524756923123057,0.06271568333382425,-0.014915988925944916,-0.02799626759905987,0.011402705230661333,-0.044389002804865726
QDPR,0.02507408039481952,0.002087174313716118,-0.0027298931743722525,0.0307861194369055,0.07173035103745816,-0.03524102266589268,0.0014910390781791656,0.03056208504004069,-0.22245346401135088,0.026970685635844448,0.030662203713006923,-0.06148628323329971,0.020242023862519283,-0.12721824498396977,-0.03590860902525914,-0.1392091629511079,0.007401708010442123,0.02371228358779073,-0.14427454894008968,-0.03375124233972165,-0.03058418482935941,-0.01060833740702567,-0.06856226228812029
POMC,-0.03627460948656727,0.01107428098320731,0.0443055145356803,0.0209500637005909,,0.05440274289759161,-0.013345131612808437,0.005133218920706844,-0.026030419688254335,-0.016638025929338527,0.07173419177190736,0.0445788192697089,-0.024611812714417196,-0.030365331640542805,-0.037503512458582015,0.050979553186060705,0.08541290910030376,0.01427828971508087,-0.0016022439829091256,-0.06362629526619198,,0.04215633359609035,0.06179066123010861
CCL18,,0.0060724641814250595,-0.03671742126815336,,,,,,,,,-0.008779665500659093,0.026944766279148595,,,-0.00118872015942722,0.03156899224109291,-0.021929914139922218,,-0.04035959799438695,,,
CCL17,,,,,,-0.0323783249375738,,,,-0.017883722741740844,-0.015263946019111355,,,,,,-0.046672310602364646,-0.049154094707222734,0.08302090168645379,,,0.030077170013584936,
VEGFD,,-0.03566902689411285,-0.03671743292765435,0.005930577876495967,,-0.01120427519073553,-0.022364983411528032,,0.08542538806574024,-0.019053593955244166,-0.011196288998412855,0.0029872171115733178,-0.007966016050742871,,-0.041569848684635084,,,0.06609597326246988,0.011808783605889958,,,,
TNFSF13,,,-0.027708153142719186,,,-0.0097257974732007,,0.09603410785945411,,,,,,,,,0.029756642214167482,0.004077512303048757,0.038408468571904074,-0.012608245923457549,,0.09403395403226354,0.07718158325766211
WNT5A,0.05399895720933099,0.016926030105467317,0.01964531616435734,-0.007052728536556747,0.011783727804796931,0.034334706371914825,-0.013930194857384197,0.006207837705875728,0.18408844090416313,0.0017045597165713138,-0.027953587628818412,-0.05613716916257152,0.031235983657915942,0.017373732109635324,-0.06578414717026505,0.041220622639711234,-0.007404547512507891,0.07006162493796596,0.035458544890333184,0.008527868570365305,-0.08027582890920092,0.04550890224354538,0.03713966449547312
CXCL8,,-0.002219179959028119,-0.07709769842841664,-0.014988847755769658,0.002698966315777612,-0.010165997350756578,-0.06345042122416283,-0.02340525481170943,0.0423653978467676,-0.07532877818712795,-0.010426471146152526,0.07953375400282076,-0.012253050873327493,,0.04990554966350184,0.012940642238293745,-0.11306364561804291,-0.12393175148621602,-0.025979699240220335,-0.014565873216746555,-0.05091313742402791,-0.025114505541195258,0.014938317437528657
GRN,-0.04095711905888874,-0.02904620546387008,0.08686559235583582,-0.03205477564486631,0.02352512451230751,0.021978575404133848,-0.003577718461871919,-0.04001989202172559,0.19959434014524094,0.043790394691969214,0.006667694863013583,-0.04597987814311958,-0.0765196551501283,0.1297014740070214,0.06535364533481754,0.10087013295422446,0.08613443718672195,0.051558034733971254,0.12423799584390767,-0.0036946459641268537,0.05670174380769999,0.0467992778287326,-0.0515550858219285
MIA,0.054943117011573714,-0.046437593687457514,-0.030741435048744117,0.06482262479404369,0.08496650275977145,0.07459509289745984,-0.06786308743171623,0.04525352172444868,0.10871392066791634,0.04851802450655725,-0.012733420819186759,,-0.03244358221658354,0.021888887245494006,0.14524670400766324,0.042828703075436,0.12976700633688554,-0.005677095628134827,0.024687500883360646,-0.0772504044013656,,0.08187031609627463,0.05788681987610924
COL4A4,0.021373144764207187,0.16404297490312778,-0.04409732462259606,0.04299710426255774,0.044341256613418485,-0.02356950265529589,0.021695073758659145,0.03126730411865241,-0.03693306044772726,0.04297313237049138,0.05865497013335756,,,,0.041557203249123424,0.04354429585168592,0.046786550902651526,0.025293739451422024,-0.04700963317887988,-0.009578347267555862,,0.005984736007747375,0.04265081593230459
TAC1,0.04747838744559056,-0.044970844101532056,0.002892878528296614,-0.0063718926112609365,0.08012171925219526,0.053302664429632066,-0.03770303771838372,0.06009594248023857,-0.1537860528726607,0.007142277057834238,-0.002724626768259468,0.0854479378374867,,,,,,,,0.032005156162221486,0.0018544985667162909,-0.0386711079924336,-0.05735349761357488
RARRES2,0.054716769085640486,-0.01575368962191737,-0.05140725869472315,0.027350485252415895,0.006165033789957054,0.07692375527976222,0.02336198201138625,0.0046369905299392545,0.21287916802720117,-0.007533286248586796,-0.017031113439143215,0.0004892752459927002,0.010734223856945774,-0.00865195408711261,0.0463575007123442,0.03940244844126797,-0.058988494606994,-0.0800142770811957,0.005816230374897771,-0.02672371578672251,0.11712347411968717,-0.009632128115847578,0.06892514982688935
FGF7,0.017581917911812444,0.05218888735129732,,0.027950512143392843,-0.02864984926246374,0.014181222369423959,-0.014304984634443265,0.06312941945004767,0.040033208253835585,-0.012058077741810065,-0.018725895924721517,0.056662703902745686,0.021084008979772726,-0.013631930258527767,-0.08159579824067706,0.001368909851870017,0.08157917848003121,0.027820136123386133,0.02964190422239236,-0.029626276107226825,0.08894781702327152,0.049675586194160744,-0.015612236489938812
EFNA2,,,,,,,,,,,,,,,,,,-0.014122383991225469,,,,,
HBEGF,0.07933929167939284,-0.00012629979254279386,0.0942883765128116,-0.01349245128605039,0.04935491167128027,-0.016377173702983562,-0.04825297920178111,0.014882390655320108,0.14187049392938858,-0.06170860281875404,0.012552967333105293,0.04086470678471253,0.029940295209658078,-0.06586856872725487,-0.010754810030165186,0.08422304164627549,0.01197401015698794,0.037919095295500096,0.039455668939921744,-0.00853620406337369,-0.10008883370852092,0.05001804839678818,0.05308725756653162
CSF3,,-0.03590707213411568,,,0.06189367463625023,-0.03859214016109225,-0.06900254672736805,,0.0339119470122401,,,,-0.03593981428212864,,,,-0.028745288985116507,-0.1091704134191559,,-0.037157089376216916,0.07294646856689495,-0.015731722770597433,0.06525377657201707
PI3,,-0.042537281440764844,-0.021264124716508532,,0.0721251729715197,0.02658592661884864,-0.004944681620794081,,-0.00825899987988672,,,,,,,,-0.1092924378800242,-0.058908012497513144,-0.030057754623246044,-0.022957919330059688,,-0.0604241908962816,-0.06954870354806025
PCSK1N,-0.05381823991732835,-0.018933035093282174,-0.039427882352427196,0.01384314918968396,-0.00693609704894709,0.0062543500860639915,-0.00853192486550703,0.0020769069610072793,-0.021118705095958666,0.015130163925619866,0.05720345524986016,0.06236326360083599,0.006607708095347154,0.05124350843106706,0.008954696826938785,-0.02955726871106542,-0.017750007031124358,-0.035717816627380425,-0.007727538257068905,-0.01314376524024866,0.003912156157975117,0.03589820038983459,-0.10369548361838739
NTS,,,,,,,-0.04641196737507695,0.018769466283898844,-0.016888457726932985,-0.021329629735054388,0.014851897803568943,0.007351514730062959,,,,,-0.005298718843614826,0.013828786415367025,,0.025123353885995563,,0.018247856842105066,
SFRP1,0.00334494090635494,0.0900226734962299,-0.018702177156068193,-0.05463865395700076,,-0.02825134004654599,-0.025514572975669683,0.006070680525963324,-0.029949770868057512,0.013974298144917928,-0.01526394617283183,0.017797873169953907,-0.022493111428435315,-0.0005974213283663489,-0.05779692649392011,0.019612178120149173,0.05885828491194664,-0.0023720091142266316,0.025722293584327663,0.0397050476536136,-0.011064573353066072,0.08999209112727764,-0.010654022281915263
CXCL13,,,,0.018763547959330922,-0.0174961101922829,,-0.011027708814842531,,,,,,0.010814165735986689,,,,0.039922079386316096,-0.06851671043502117,,0.019132167614090506,,,0.044547455499792596
MICA,0.01883390757953902,0.017430611279984975,0.030594353617375177,-0.01029906288815015,0.10900753254549624,0.03788652417839907,-0.0016619784739853643,0.022261757438841314,0.06801355253684432,-0.036320743315784026,0.01062840847205062,-0.02777777727693312,-0.03080931565917875,-0.07117125129712913,0.046542877349458694,0.11161048185861598,0.04559868642783583,0.06208266377361711,0.11904233072154045,0.07189899474350665,0.04233669094492258,0.06772885305674996,0.11284036528238198
TG,-0.029258529225145793,-0.028623667682654213,-0.05143819158505224,0.019875020946430608,,-0.00012340420799894687,0.021791208598273493,0.04692856985389826,-0.03007877742961522,-0.018017173879761445,-0.0110464514484964,,0.002617333015070184,-0.048073993593159954,0.012864862335929107,-0.025769049829289157,0.021268777520486573,-0.006890853633120718,,-1.896420392937955e-05,,-0.0036674293574592044,0.02347113746604426
