,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
DCN,0.016294450884331596,0.046190264848147755,-0.06719034752465194,0.03968698088497975,0.005528979094678482,0.03231179809989964,0.04250251926214808,-0.1478406081451972,-0.035965435041598215,0.03218124295180359,-0.01925977557207855,0.05722412900573149,0.10478015958446153,-0.13110831647902818,0.023814132653279568,-0.09467263073406851,0.1222759860596681,0.03671671143407928,0.0391889196752389,0.004640458402024841,-0.01845302610226732,-0.019938089269461886,0.13125262579642158,0.0829786809505211
RARRES2,0.021085210674341524,0.03355610230080622,-0.008715866460280903,-0.052053559328050156,0.0027373340972011127,-0.09910671021225266,-0.09390951468034471,-0.3034677091305525,0.11622376481556432,-0.008700752093448503,-0.10765671106014002,-0.02485444450161387,-0.08525129323155402,0.1086797286719713,-0.015140927263778328,0.07071180693563461,-0.04304722001960622,-0.0894962347028012,0.02070544538050867,0.02081364761738476,-0.03058529159540483,0.07414958784503047,-0.15723832476763502,0.1797260127949404
SEMA4A,-0.030507815717326123,0.05883232710347896,0.15737825894486304,0.04304808892658654,-0.0017999134462258807,0.1149267092447418,0.10885085845839124,0.1932772891454624,0.038061909714557904,0.09138756986703456,0.09170206980232064,0.0005570192386021221,0.10788397259131673,0.0676491870642437,0.07618929969518663,-0.06361783162609129,0.05353510336978531,0.10814868673720536,-0.009683912745156124,0.00796681888355867,0.0631732032795698,0.10411851252292552,0.04788100010427934,0.15223211830183603
GDF11,-0.04108473313705356,0.030710638611427605,0.061033735984326876,-0.024929071889490294,0.057618046987032136,0.002391133671553247,-0.07720434878061855,-0.16435598399619256,-0.020777743847675237,0.018341749310965726,0.07984935843107248,0.008138826455027238,-0.045287198593650296,-0.007231358326738731,-0.02956996787647268,0.03940248268883784,0.01428936236492333,0.0004874871012459994,-0.03963025425191513,0.028484927817429763,0.043713389670463544,0.10549660387632664,0.05039478876573742,0.00285021420563255
GPC3,0.0479916220908232,-0.023962433966336474,0.014052000885879637,-0.025610719298965235,-0.002331879302218635,0.01653536164638875,-0.16420075219301666,-0.052959450324299225,-0.0073212682190568305,0.02349883485585442,-0.03079558880676148,-0.017138982696556372,,,0.05433073463608182,0.008154433047904038,0.19902512444418274,0.2229675674900529,0.04331956667170158,-0.013806568124008323,,0.02058572584356152,0.012304703335407015,
OSTN,,,,,0.028411858440135097,0.02960910130724394,,0.08000303146432756,-0.021672931811926702,0.028411494625644258,,,,,,,,,-0.026443887236708947,,,,0.09658570657275298,
GRN,-0.003230492081332669,-0.014051995739163905,-0.03387603593956208,0.006287958092105451,-0.020510612060615874,-0.00784960789888925,-0.11074832008256684,-0.27305949244457356,-0.006808233637645535,-0.03230075943472268,-0.26550015469210636,0.004079614684962307,0.04729616950750777,0.07477684670683699,0.008763214076474098,-0.04564704061572475,0.05102654162410587,-0.04191968527339342,-0.019628621305305852,-0.056030255650068854,-0.036097208929608736,-0.024963824453548986,0.09204359642411057,-0.09885098653403117
CALM1,0.08697685518408305,0.2278503019835025,0.12410901566405265,-0.005663889510342961,-0.02080859442275036,0.12018604737739542,0.21909056154527518,0.35451746098634557,0.03633698191288603,0.013652780927925698,0.4567367557642142,0.022397656791740293,0.2524498687903954,-0.004739416657118037,-0.12625248448405932,-0.0050671152573009024,0.0685559144763331,0.10382553546335321,-0.026418572663328706,0.09656177705619225,0.09581143331048785,0.055850731976172976,0.21956663847045724,0.2656663379552732
ANGPTL4,0.04252131900666722,-0.21992888077602524,-0.0906045795694334,-0.04116242673680299,0.02805766262641465,-0.03248561240875481,-0.07942522907705712,-0.0639235724792872,-0.00857430814790231,0.03569862857991141,-0.04750239709318512,0.024360837233452802,-0.12022542987266008,0.015261174699791701,-0.0440692013485528,0.047210189885897806,-0.07701949950122415,-0.2630338290198058,0.0007334458454733673,-0.013116464385635199,-0.0674002206976993,-0.02629624769195708,-0.23233656749404866,0.0011510610123011875
BMP8B,0.06590388401143768,-0.02403923335229245,0.036162481814221444,-0.0450567575654114,-0.0010934822335189407,-0.00558201317661674,-0.11123852368864263,-0.029998700027617533,-0.004379054043651386,0.02273286275497778,-0.12503375006474193,-0.03332666805791081,-0.08368841528911042,-0.0030215027527914842,0.022563272759311796,0.021023361062353845,0.0814058393737871,-0.013921786993940038,0.0042548187971479575,-0.03704779934918372,0.04317875104105547,-0.01791093032849732,0.054430904254326805,0.1443071248754753
TNFSF4,-0.0025725470237382914,-0.048467807146113547,-0.003999625104782309,-0.014148615454792677,0.0012886022143541926,-0.04348169932682832,-0.01953193434887901,-0.059955815870661726,0.07022124065470271,-0.002132140305142677,0.03852123828793853,0.019111113235491025,-0.028581929077306226,-0.06941818076994623,-0.015153221054922419,-0.03803383550567915,0.03946446172002896,0.11966640418959049,0.030616418880227637,0.0748296012393736,,0.07158702790863491,-0.02888389867836571,-0.07636912927993268
RBP4,,0.09988490808285701,0.13833051679633596,0.07289512759643614,-0.005675179132615841,0.06241698013228194,0.14442667795455327,0.2574923566913602,0.11489897801658679,0.06356249309188297,0.2670170467266767,0.05519677440898937,0.2416441578125418,-0.0448456977778619,,-0.013888112900843089,0.183702093047645,0.21603727746420573,-0.007523132758211248,0.12153765258518191,0.03584617413576392,0.020080294386525453,0.1464221365179989,0.14955869868122532
DKK3,-0.01639757157362682,0.2236382740166924,0.12754927622597484,0.02748422597989623,-0.0018138668950128372,0.09782288778061606,0.18932308676090034,0.3333850907222863,0.10927192127707629,0.10633706998422164,0.4448779928672691,-0.04167456745190637,0.23753604493800354,-0.12946457420751817,-0.05541399497230066,0.010273683618728966,0.16643162352780191,0.14457050052901052,0.09686114851287052,-0.010479450267358853,0.17573366989065725,0.050600845740602904,0.1854577761173552,0.2113553755097198
COL11A1,-0.026431939635126134,,-0.04123244667550301,-0.06985456430791781,0.03570364219736319,-0.08935100610290221,-0.12616508246691108,0.06777788874641962,-0.04691154710166351,-0.01850929165301905,0.09212525751541992,-0.037308144339632705,0.0008808643220322737,-0.0575854415181413,,0.0344611491463431,0.05844742364607844,0.004949666188855678,0.047177494177566406,-0.0410415433878142,,-0.004307715818679456,-0.040646359550019655,0.057040563875478414
COL5A1,-0.04825724680665974,-0.11772142964355935,-0.06409141514348014,-0.039084608895713864,-0.02359056184406939,0.0002495566408497519,-0.03422459495880826,-0.1013137719326594,0.0017718941856484302,0.0387824905917908,-0.1382407717625594,0.03261812547264514,-0.021920655596795548,-0.07446333027623586,0.057401073981515324,0.062494922088826746,-0.02571471153694832,-0.21876152557576906,0.08318857320524312,-0.024574986625972486,-0.057872256916874316,-0.06535138158042926,-0.06580182197141646,-0.059394887208806466
KISS1,,,,0.07069860144825514,0.00931017509423391,,,,,,,,-0.03271652108840881,1.987280562665529e-05,,,0.08682527384763288,0.043533012278832856,,0.027825342421292792,,,,
