,UKF266,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,-0.02112308959960298,
BMP1,-0.06172587635365294,0.03529350374969473,-0.03200751505286358,-0.10058575673227664
NDP,-0.01929955149336744,-0.04919085003414596,0.08969586591797503,-0.011124413464845304
TNFSF18,-0.01239909902122556,,-0.03563087573375069,0.013279844127690342
RTN4,0.055068572652770105,0.07936896296163645,-0.017439960475160533,0.027143261438666164
HEBP1,-0.016156146563452958,-0.040637056026150815,0.04477943459817929,-0.02983762760134169
WNT7B,-0.010452686166308863,0.05379611102137931,-0.0450854541969214,-0.05511372517299483
PTMA,-0.0927863095619894,-0.008869616161065935,-0.10744924826233485,-0.03238984845098241
FASLG,,,-0.018320048403489518,
CEACAM1,,-0.01351765766452986,-0.02548965662811664,
PDAP1,-0.021790062494201328,-0.012793917926329045,0.031133924551712575,0.03300263380951608
QDPR,-0.001720055229700147,-0.09150455261068016,0.029703044424187253,0.06996919305915149
POMC,-0.019742820224800763,0.09994938869946263,-0.02300855044325264,0.06175853721333631
CCL18,,-0.046551375588747355,,
CCL17,,,0.008432036344699863,
TNFSF13,-0.012024539452622945,0.00884462998021841,-0.027056569366712416,0.010500312996697628
WNT5A,-0.047183401175380064,0.06835334760785845,-0.014863703219729633,-0.023227094167373015
CXCL8,-0.017104127469880843,0.04730259908943643,-0.04315624202441068,-0.024287679730081755
GRN,-0.03934930814560071,-0.01434568255515829,-0.02241199599680378,0.057250902896323716
MIA,-0.021742686397602254,-0.040387159427380595,0.014773448638979822,-0.04034599222647388
COL4A4,-0.01144081804001724,0.027954191101020154,0.02225058612561117,-0.030818857712751453
TAC1,0.0686622035706218,-0.02332181041532054,-0.02182904796374237,-0.056456794681602994
RARRES2,-0.021048431681846818,0.03361608767701607,0.060920003769233226,0.07175773586995464
FGF7,-0.03279130850715572,0.003956484220387597,-0.001584885903565641,0.036627379967623004
HBEGF,-0.024474581929692468,-0.0170964524713839,-0.03303406262985787,-0.0722884332685068
CSF3,,-0.019379408756106446,-0.017482573050479722,0.050322007310012906
PI3,,-0.010559640688043225,-0.03798382322318035,0.0602632290132413
PCSK1N,-0.02329664150529092,-0.01235245525081867,0.14776798713896924,0.025292651374545727
NTS,-0.013966639379442107,-0.035524297494005756,-0.025889306742814523,
SFRP1,-0.04250685079387596,0.05548454649851087,-0.025287704843165403,0.039199547128036735
CXCL13,,-0.03161184845612294,,-0.0262953303654111
MICA,-0.029644650196702198,0.010734416305245593,-0.026319678318960628,-0.10196641881602779
TG,-0.016121183635422014,-0.01594955120152648,-0.03409435211601883,-0.02897759013941445
ADA,-0.031494315791891374,-0.019979285904258424,0.01761394350988449,-0.021580036743617304
LAMC3,-0.027855969888292975,0.06476386000687981,-0.04132093646854798,-0.007540662399882586
CCL7,,,-0.018320041889098977,0.0024781822978982605
NGF,-0.01538393316408664,-0.03327020987398998,0.011313906136527052,-0.03673944430090661
TNFSF15,-0.01867946752790648,-0.012034280134144542,-0.020902564719899465,-0.035878390710431945
HMGB1,-0.054027873300455685,0.033078737141685806,-0.05131270508473095,-0.017187057279241216
ITGB3BP,-0.07609536526151883,-0.05582834413968886,-0.033033693665646006,-0.028363513401161878
AANAT,,,-0.01938336830431814,0.18513626432846844
RELN,0.06934840288980217,-0.014536106219093087,,-0.006455497938140931
IL15,-0.0132915516276183,-0.029355313048465385,0.03526047112487182,-0.04878632434152674
BSG,-0.05949634576622115,-0.010570365592913765,0.06279192196803852,-0.0006212717909517174
ADAMTS3,-0.021408844593567723,0.032327672803686314,0.01731684865813519,0.05447872169383011
CD34,-0.010578322371104905,0.0068055933129801014,-0.031574667349618786,0.008263627927523037
PLAT,-0.01606918143575911,0.10837715464830878,-0.07339391684146393,-0.01981489837922662
NTF3,,0.0015181253226151212,,
LTA,,,0.03861168442560488,
CKLF,-0.08664239073253115,0.002281277791089434,0.09372484817209605,0.011198598246685489
CD24,-0.0645808475234516,0.015340126188955593,0.0652388687855422,0.060040648115370764
HSP90AA1,0.06568973306006023,-0.008656693438266486,-0.1216751516638448,-0.019164784646319922
BMP4,-0.05326264197876237,0.040010388987987526,0.043712182552581434,0.11910552522343057
SCGB3A1,-0.016966900731205097,0.03897130515817644,-0.03841222983989884,0.0568239234427361
IGFBP4,0.0020581285373750748,0.036864699720326646,-0.022700134556838877,-0.033697368671786534
RSPO4,,0.0052485054532654465,0.04096439993030509,-0.024959875174741717
LEFTY2,0.008629464395177887,-0.022888566634103626,-0.009666865813124752,0.029108309926461573
PF4,,,-0.026087086557154342,0.08305529768560593
ANGPTL2,-0.055912530125220794,0.09259545295640818,-0.046157985770081046,0.023808674818070585
LRIG2,-0.07415159498190013,-0.01211944335748435,-0.004237040734768466,0.023193403541366814
ICOSLG,-0.04445072101237066,0.025905724767458702,0.0661951485103842,0.020326837360346694
WIF1,0.07197502816716958,-0.015645715708879966,,-0.006289473456580987
NPPC,-0.007269102741384708,-0.0095256509936708,,0.039888147932816094
