,MGH258,UKF248,UKF251,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
SEMA6A,-0.04763836733409062,0.021599162564220554,-0.009673920637370527,-0.020784186883344012,0.03189246236490396,-0.06220736251919598,0.06642907449528289,-0.0044711309950057395,-0.027448924497547773,0.07992620234572152,0.13513453920304763,-0.012817917082189606,-0.07319984174800769,0.11402129721560157,-0.023910958833614576,0.0010220589328823354
IRAK4,0.024054497626579078,-0.030344800475210588,-0.04768811789545301,-0.03283401601835135,0.06290082554096829,-0.0427050965279385,0.06316777462396911,0.03805482942029999,0.04266243540671993,-0.0341199716536173,0.054556140635183145,0.059099216510989525,0.08465341306495268,-0.07101451538045868,0.020177678619982348,0.04925866092857747
GSTP1,0.05595780272077078,-0.023966330564753047,-0.0046084975080825374,-0.004596197031717009,0.062058242256891355,-0.0019901340582912023,-0.1667838935333287,-0.010135982395992157,-0.06964046180571964,-0.015980771256766158,0.10537701384963556,-0.035553177806077696,-0.033528976672757636,-0.012173197681824004,0.037289829453075414,0.07245221572919276
VCAM1,-0.0007855436910077844,0.011819538867671968,0.04525362966735302,-0.028967307493639946,0.08643317107043477,0.15055381245521457,0.09880933529320936,0.006266625325745072,0.06748124155299284,0.0029046042136484356,-0.03707104312752914,-7.826962034368613e-05,0.08652258579565322,0.03411001318278262,0.0982987826485707,0.2911819490084407
NXPH3,0.021040185691521274,-0.02071366440264746,-0.028772909396336175,-0.02391568740204295,-0.017061517033293092,0.033885939177423864,0.027590648232050995,0.07135889072141292,0.060399869452713,0.0960127318773436,0.08835664459856478,0.058047449719335044,0.06321501496161988,0.014468585691172585,0.004766769432029235,-0.06793177089843863
MTMR4,0.04406576597926225,-0.007485399056860174,0.01619913388561599,-0.008022210946232042,0.05425903693048163,0.0745220088272961,0.044234062770239155,-0.09049732063559349,0.09109146717545442,0.05747369709963732,0.031904469796318044,0.03693692026958732,0.006126654086960506,0.11045217654864219,0.034306140057165424,0.06216721377461343
LAMC2,,-0.013417843997508517,,,,-0.03954239937798717,,0.00866194735225714,,0.008182866589317564,0.0324585318587373,0.014103057391717537,0.01501462758928561,,-0.05780724921260595,-0.013560818515898293
IL10,0.030198315405843466,-0.0028514247584457645,-0.01893697684843729,,0.1611978410282074,-0.03488098175426471,-0.03457101570966771,-0.09929192261598492,0.07813849319481565,-0.01486234107198839,-0.009003319777857116,0.09261962606225164,0.00816743452858171,,-0.017260158582635847,-0.004019246141890784
SEMA4D,-0.045158806331448635,-0.012613868686791182,-0.019632359354682976,-0.037502195560110786,0.006266397045746476,0.0015926285949302594,0.00012893873214925238,0.08873215275403326,-0.040044256899647725,0.0901832964157868,0.1297137024028296,-0.01023060506696115,-0.13630455117442908,0.08494897671302917,0.014970363763036478,-0.049911117043958675
TRH,-0.027766341381026082,0.036302509883744595,,,-0.006850755103089221,,0.07296012665254867,,,0.04458140975241886,0.15703893390131132,0.06591227844355364,0.09827830540106916,-0.008647578525556244,-0.034032525727722876,-0.02511980489896715
SEMA6D,0.044208613857271775,-0.046556337202166016,0.005384613397686024,-0.05096319427774278,-0.03809440828591984,-0.04795899140607855,0.06521955539617695,-0.028903599757081695,0.01882253499528024,-0.010855224640380707,0.032388329553666266,-0.09186764223572914,0.019718920365895506,0.07358082981556391,-0.0011280568651852142,-0.0060026273982499104
CEL,,,,,,,,0.03776012476135465,-0.06126306782495234,-0.023019463346284085,0.09393589275554984,0.06407794428110226,0.02501915864132033,,0.0005228971982441622,0.048444887128241625
PDCD1LG2,-0.004593869052693994,0.0003662171587075189,0.03457070279762936,-0.03665052222081106,0.1129772594875087,0.014482154475858955,0.032991899372460026,0.00832667111236806,0.08569431064836644,-0.03613855596458088,0.12098152565082522,0.009546755278895811,-0.016632674221128668,,0.04737032252105154,0.16652103953759212
SPINT1,-0.01747574426268432,0.04284294629741092,0.103960093243203,0.0635585022641181,-0.03490115194949689,-0.010343432159082032,0.05115236950390082,0.04414878961313689,0.06307503348079412,-0.009527562269497001,0.08167095354513779,-0.03202377148433408,0.025518062239888978,,0.060821939540807134,-0.016828682617605988
CTHRC1,0.09285068433365382,0.05153123446686258,-0.019833255698043447,-0.016446859892814806,0.06586605188348714,0.3405652048106868,-0.02478337737809234,0.06804328116083566,0.08090503315151895,0.045882685931515545,0.05072194210750157,-0.024151543848293437,0.0806202606160795,,0.11607890934349939,-0.15521712053559328
PODXL,0.0005402623587087604,0.02861692314423518,0.026866654099342777,0.026304806438598873,0.033850445223269944,-0.008407579090375343,-0.01640929994103428,0.021573449233316982,0.09793840864759028,0.06959427553933359,0.13816688345403866,0.010820287533638265,0.055515963373516594,0.061439801592290455,0.06050728220882307,-0.12593210666918658
JAM3,0.06114097881848057,0.06619987891972334,-0.019499464521848326,-0.018947655130971696,0.05363573155371809,0.0578956088082789,-0.02180835309949531,0.12349479797100973,-0.01010482445318445,0.05975840040193925,0.07771816516687999,-0.04891395517458276,0.10975079261035263,0.051648633143861554,0.06992092749017609,-0.08433837124691139
TGFB2,-0.07336216052988115,0.03503638991648809,0.03462530536703814,-0.03391732445871124,-0.04228075732056671,-0.032509755103172236,-0.018313183723538927,-0.004048472218356297,0.05800757040466748,0.08783239447022637,0.17602729000013145,-0.04697777553259214,0.00792025448182608,0.046244136241019335,-0.020334102345350345,0.1318060553603683
COL18A1,0.023029743346755387,0.02071543958775654,0.030277315161541196,-0.0021167724878627093,0.1530459199007286,-0.09269622110794634,0.157004856088618,0.03474188775212552,0.013511008050865286,-0.004905602075194509,-0.08337151597367853,-0.04860984446808896,0.18951415058011178,0.10837114044528307,0.05491245683385126,-0.2654590920332873
NODAL,-0.010318436290542308,-0.027569911927237314,-0.012734208976941108,,,,0.05525832677445825,0.053602472625613476,0.15751200651641187,0.016558210310392545,-0.05435799837440028,-0.01427703049738666,-0.016998554652672648,,-0.03368907658768514,-0.08846506922615534
INHBB,0.041422379605297634,0.02051814271287887,0.021905254100535516,0.05421583648560911,-0.027659200861516353,-0.003439416290945376,-0.005461903006337178,0.07112617662985765,0.06108292051896318,0.01781032748137784,-0.017841513245975882,0.01029743187881593,0.04855135413160416,0.037168373307339984,0.027566983033160877,0.059647510765723825
LCN1,,-0.01341784701657805,,,,,-0.03484880902167291,,,-0.013043812486775212,0.023791937795335807,,,,-0.004973005555787005,-0.006233600121906065
ARF4,0.02038546078105489,0.02500296425962394,-0.015397145280121538,-0.003881583885355394,0.026262534629455235,-0.0717773373724338,-0.006750160443852041,-0.007873602507990941,0.12076125888768507,-0.017169699308522374,0.08285942439159298,-0.045496909152773636,0.032192929302809946,-0.012648309098079912,0.056376942573864754,0.1390084716482098
CXCL14,-0.016193333946838636,-0.03398445953353243,-0.028715523255790243,0.028343513517701844,-0.027742169139170145,0.0806646577901039,0.019591851351151,0.01975193825237895,0.19685259731707605,0.08730684915792879,0.07783083151849365,0.06604562137406635,0.03071148758371118,-0.06784483116773285,-0.006826843533392813,0.25945597397710934
LIF,0.1023339828911446,0.07825378738148302,-0.016114410962565932,0.08196090969526648,0.09315627335005001,0.008398975040538537,-0.028123402456959604,-0.027105747676897385,0.08309279239727717,0.08203514320368618,0.0010178763063235852,0.07866356285399691,0.09229503390236159,0.07875202407082854,0.09970926583931852,0.24183572533235426
IL17B,,,,,,0.027707115697191503,-0.04159472456543339,-0.05360274689331044,,-0.04132312464037487,-0.01376624948570517,,0.0197217794023614,,0.020771723979378775,0.05350253869333146
MMP1,,-0.018498717824768054,,,,0.24507265892854485,-0.0002603676517730348,,,0.029962094209450774,-0.04186619338555222,,0.03311685009710503,,0.033769214196985836,0.11644430395182402
MATN1,,-0.0176172416958843,,,,0.025295226476719886,,-0.019963057063405634,,0.06617172856199895,0.024735349076654468,-0.026463748257851517,0.027518262489326126,,0.06103907376463984,0.08955603839894728
ADAM28,-0.046588970110922556,0.014907804236309085,0.057315683548897725,-0.019128409306224323,0.027476836343013268,-0.14471786258313535,-0.022795354144736275,0.05196759377304411,0.022156642345733557,-0.019737898547663828,0.1273079341410984,0.013272840687205708,0.0298520833657516,0.0631545567042007,0.03136345805218302,-0.10614616573333216
TCN2,0.03829769559538796,-0.009861476091518679,0.03656310180332592,0.07334842080692518,0.037351950875559994,-0.21535857321383034,-0.04575806069906897,0.05785315218681737,0.027249472597890758,0.026872003570325962,0.09597730078602061,0.04210278642080115,-0.03518848426942511,0.003274925592594541,0.04564015417352615,0.05627371638563851
THPO,,0.038411212478453076,,-0.007699254388113503,-0.03116725707855738,,,0.04177121235180801,0.05750638161273707,,,,0.07382713794489713,,0.061134815470663774,0.01054886341161644
CUBN,0.05504729058771219,0.016296218386432415,0.031253037503048725,-0.03274124198026348,-0.0016932615309108875,0.005153490337326974,0.05877799812715625,0.032236566370441574,0.13306327433862689,0.024922344086196212,0.07388528570805383,0.004199192752027289,0.04223600592787014,-0.04544953452055144,0.019000710596669017,0.043781886396628014
TIMP3,0.05814627831718366,0.03847058589066517,0.014587383900120793,-0.02265100367867105,0.04594614650403067,0.035720760631253706,0.02254794196845944,0.07098263228858742,-0.003218600851748606,0.010490995308665582,-0.16081782342356607,-0.026152285281840194,0.03654523807903648,0.06506187882216517,0.07433921988680998,-0.14942199903723893
PIGF,0.054104236471280924,-0.0291966535428177,0.013154729384338058,0.008504516167887182,0.08965798001813167,-0.058767937201925614,0.03856061145072653,-0.011655963675274543,0.013704257403187632,0.016186483191285714,0.08323069949560999,0.04542914668403997,0.03837722362712972,0.033203177985281766,0.07723966547711364,0.032416729553226754
CRH,,-0.01572060528876057,0.00410913393198263,0.02080727789385782,-0.006953352982987795,,,,,0.025188261123476514,0.04327321534727964,0.028879013993319134,0.04506125902154428,-0.042451886363144106,0.06007150926799065,-0.0013611366728860212
BDNF,,0.00956062014960296,-0.014296302093806754,0.038632662690776406,-0.014081322258201374,-0.07001323302931353,-0.03202452818539838,,,0.07811632131494725,0.03390181404594859,0.0010435815834816014,0.08162128669068296,-0.03926427482401522,0.09979785086048262,0.05161578123104301
CCL5,-0.061025204972261916,-0.02334520188047816,0.016308726838196997,-0.014917845505426975,-0.011324975878352203,-0.10130717892951473,0.10712016411323068,-0.03429927797606648,0.030631022875378007,0.012421890624603317,0.07241068348121746,0.015120195170389934,0.04991873226982851,-0.05232382322595211,0.08023639554328711,-0.04929108570921581
GAD1,0.04523216913292916,-0.1018348461321649,0.026367721461844396,0.0660072399511119,-0.09693554309992262,-0.10120193879681784,0.03934692211008174,0.058731762319565124,0.08100089939758504,0.02723235984870249,0.03970091159773278,0.026423760432395464,0.055261379500611996,0.0325438361494984,-0.049285134609533744,-0.1425474790445909
COL14A1,-0.03664655987431535,0.05259553563842201,-0.01994276883469893,-0.044984338230603486,0.10099293444863632,-0.09175238440761849,0.051745051653353275,0.1043126654776498,0.0915459541537158,0.03569189337799529,-0.034288597980895355,0.026573110064976254,0.1584626632135271,,0.16511084821349611,0.1688606711710144
HLA-A,0.056557223727836316,0.04444528178842073,-0.07593788577166988,0.002101249443898659,0.10570878229670197,-0.13522730089860854,0.05077923408363929,0.03218764742405724,0.022146426545836435,-0.005927365200378478,-0.12566710617477442,0.05033878073446508,0.1218442488025569,0.06417064692666732,-0.013491410106500948,-0.042457752724285855
CD5L,-0.04435572284676485,-0.01572060347000628,0.014063291901204521,,-0.0325265023428585,,,,0.041174813658948414,,,,,,,
FGF18,,-0.014224304735231412,,,,9.877941251759746e-05,,,,0.041762196203209485,0.05241421342878439,,0.003156161376795549,,0.0053617190628008375,0.0562784140915818
ADM,0.062103101072152674,0.039378367031237226,0.010633900375198692,0.04520050976672474,0.04034997390052907,0.055081969346729785,0.07132110249979928,-0.04137529158224308,0.09368049105178124,-0.0381806628454109,-0.17070631396283437,0.01747769229537293,0.022805538102857043,0.07815592454902015,0.05404134428675278,0.39372164675903343
CCL15,,-0.013506555767102508,,-0.023967054645718407,,,-0.026376995932018577,,,,,,,,0.027649114650444125,
GNAI2,-0.039848230523222325,0.058320781874651215,-0.00633825498603191,-0.010723856969742504,0.11587847141192237,0.05759094644783928,0.047645417969471346,-0.008564648177838108,-0.04671516357402689,-0.019517866654279254,0.0035984215142533154,-0.04056059586756943,0.04825953358859087,0.052843396998557744,0.04783504088477915,0.08592063547520978
HDC,,,,0.023970345804926747,,,,-0.02122881586145327,,,,,,,0.054819035919215144,-0.035188045783561515
COL11A1,-0.021973486208855343,0.04639030405285477,-0.023876032846581963,-0.022910039155013846,0.04810487658773953,0.0445128905278051,0.08218495650031614,,0.0772831000305292,0.022016129989125697,0.002881081281372683,-0.052358249470895554,0.1261891747004693,,0.13539605036104463,0.10408481070876505
NUCB2,-0.023047569954555557,0.0015386436324821306,0.025178160079069943,-0.03823282000527336,0.03416382174657877,0.05409861619586723,-0.07240237555455582,-0.01569938667770803,0.013632468149543551,0.02973245072229663,-0.008919739491822473,-0.016336024709944167,0.038102637329292276,0.10383355823607218,0.05586281792876713,0.10876088360428296
FGF16,,,,,,,,,,,,,,,,-0.012735504517302286
CXCL1,,0.04136275080696369,-0.017144218867288986,-0.022150685811336317,0.09874071258686563,-0.174552949474986,0.050386512437315394,-0.015253919002723522,,-0.031197886122657295,-0.007921205280933234,-0.02743647664634072,0.03141191286435837,-0.017210428495561605,-0.029923246062589257,0.11095729615079611
VCAN,0.04245302566098925,-0.044324335614220764,0.05236854954806032,-0.003198709807070338,0.029290285649873595,-0.12302199834979859,0.03150189970478256,0.001127263715568602,-0.010821307300555189,0.06537930262837013,0.03891024773744795,0.01961450684595603,0.07263151387125613,0.05401497716485443,0.1546046262308301,0.26074696912184064
MMP7,,0.08126505060692134,,-0.03492484080581706,-0.01914138031772581,0.016271444377517177,-0.01790762591725092,,,-0.0022446977439171947,0.06038398765302526,,0.19235760275432628,,0.14214449945486746,0.34284508390668095
PTPN6,-0.00551628376489477,0.005128738195132211,0.010777205429975711,0.0027530768624934305,0.08216734321860884,-0.14200581964350464,0.09508343035327502,0.033659723573688086,0.011967098704688123,0.005296746046740366,0.14006894221632146,-0.031439041428241055,0.07674881631759241,0.04132906742065306,0.007738169510191749,-0.018540863095155354
PTGS2,0.08662290859997501,0.05432152616866236,0.04861658818110004,0.0070661926014296845,-0.06407750524459926,-0.1341773079616097,-0.03662931245632709,-0.02116187431947445,0.10097433213508734,-0.014008934966133459,-0.12424210732021279,-0.03271593284426057,0.014736532987566608,-0.06914226847030833,0.03591528164598446,0.1428796584033644
XCL1,0.02497660790400086,0.11920376798284321,,,-0.025108044651402477,-0.04971288159627466,,,,,,,,,,-0.029555955018279966
CD58,-0.008774993007796283,0.06399691933202185,0.012713713727934037,-0.00547924007671696,0.06606824503879614,-0.04877211618416651,-0.009094070953607569,-0.011041776868963162,0.05029900461319297,0.05406169408351409,0.09504338925303273,-0.015020866714138752,0.06589927562335678,-0.01631045256899519,-0.004164246294065757,0.05493641787287547
TNFSF14,0.006776756985267608,-0.01735794782363538,0.05559437196960686,0.08611963012448579,0.11206073436169992,,-0.03361839986637943,,-0.02051183984094377,-0.047095636701421216,-0.03536612519849952,-0.006497146600151045,0.02989428269695278,-0.02095794839539623,0.007436504828833446,0.09563475680302237
CNTN4,,-0.03051735855339824,-0.013997076309183495,-0.016608497877170204,-0.02377903088765843,,-0.03136767902478519,,-0.00039886701338541546,-0.047120651369448194,-0.025308153350920203,0.02850381458133318,0.05462929685049557,-0.06169817072747127,-0.03782938207691103,-0.08739855287957664
INSL3,,-0.01543218538123603,,,,,,,,0.010842326796224228,0.09194503649497797,,-0.012343361623272363,,0.030380386728889208,
BTLA,,,,0.009954275671198559,,,,,0.011678500587955453,,,,,,0.00016939260336875124,
MFNG,0.011694368936147972,0.02450458567832208,-0.018789993380220114,0.04317007780157764,0.09495463883929876,-0.08460004914176886,0.026318959357033263,0.0242286891564406,-0.05738990457817426,0.026870211046209156,0.16285802516587414,0.03277795734947794,0.006096160947061209,-0.044032844007011504,0.034724500626263734,0.05755098174948667
ICAM1,0.004990327503250392,0.035219410168360034,0.02454669141185721,-0.0442209156457199,0.07446593184977547,-0.12344192007055856,0.035635488988601735,-0.01713257779250957,0.08325177176614461,-0.04345251469427195,0.003356075591316373,0.03900392171433537,0.03452330212810536,-0.02067921362935746,0.010518038914197296,0.15891549385391288
PROS1,-0.04675571359017651,0.015471723380044683,0.053315419060232044,0.032158085064678786,0.005648219923783133,-0.07205762754525996,0.10190431357699366,0.02689764541999997,0.10922198335718405,0.029440919786712733,0.09756745466962317,0.02966823591141143,0.142869678315655,0.07778314191717538,0.08408407691313416,0.1845151263585989
CLCF1,-0.029178579378943477,0.17038399882954358,-0.0011073638528422644,-0.0009904626480647977,0.030574222065254234,-0.1249381511320622,-0.08415812095177404,-0.048705888849704046,0.09403817253220781,0.07498112074339186,0.047134141359299705,0.051103723730756986,0.07033216466499777,-0.07451338803056151,0.08241432262589733,0.3489962552810009
PSAP,-0.1614909148675055,0.08112053966801833,-0.038945896426949234,-0.06184398441475775,0.09691693882149627,0.12579310182756528,0.04081405507228406,0.07968665194613438,-0.027606250615304157,-0.03707284524782876,-0.03609438060899333,0.01623387079727865,0.07611486751511574,0.029789878736458584,0.046977652924028286,-0.047668038939139866
EFEMP1,-0.09667903697703675,0.11907742716752952,0.03188446546180968,-0.04543952206274071,0.10359602814558568,0.07289316265037252,0.13008106151206578,0.10489707612776379,0.11969982086416607,0.11315876533232587,0.24564113065927265,0.014879343226415556,0.18827785850772713,0.01876610821552385,0.11657706679766969,0.388614830603742
C1QTNF1,0.09124191876625425,0.07624577567282566,0.058834533910466676,-0.00987291290721248,0.05915637629902748,-0.03741709188732064,-0.005897259869726585,0.0035663552649366228,0.07916800193407868,-0.008268254624782376,0.02029710435243922,0.024352337233430835,0.0714851336402004,0.03729455469555589,0.0406673338356632,0.2092666831342587
ALB,-0.018290252893142258,-0.023858561301106435,0.03022129343195839,0.02288216622950501,-0.008946503611268612,-0.05432277106137325,-0.014797422614112892,-0.04432697069700938,0.009755713759106095,-0.004109719019219754,0.06596178802518957,-0.0022435567820433574,0.028913565729180673,0.09007854347606763,0.10066829706037564,0.037898975790979214
CCL13,,,,,,0.005103189623311277,,,,-0.011070933013862179,,,-0.00262221927616911,,,
EFNA3,-0.0102591774470563,-0.003947684924205368,-0.039459661324864594,-0.015771062662388542,-0.05878739799512871,0.0869113937648718,0.013555716213656704,0.033663307119883315,0.1019678806599058,-0.024566333169834507,0.05767540070396381,0.06997284683178459,0.09316360110619663,0.01643202168348034,0.027349018254514617,-0.0528131371634549
DRAXIN,0.04148200865072614,0.01369210533403042,-0.00010125606710801265,0.01717879154001177,-0.026204183975508534,-0.08203734365073849,-0.057819561553676305,-0.004517147969119601,0.09148888023410495,0.05150575129881783,0.036444448476958616,-0.004805836566393949,0.0203588338183853,0.048282406284117854,0.02787425664765181,0.019581045014331097
RAET1L,,-0.012021822287623173,,0.0012957084899622294,,,,,,,0.03360883187328053,,0.014378319468236141,,,
NPTX2,-0.015676511493317856,-0.008065726677963627,0.024279593900639794,0.022004592355867603,0.05609354090768108,-0.06506048413587072,-0.05245513195577954,,-0.015850407598651264,0.030464664607404147,0.11960002826996047,-0.017957438472725053,0.07417361377456952,-0.059029901453614635,0.007645833399194268,0.050759687147457246
FGF11,0.07482830983855794,-0.05242803301369209,0.007239002050521836,-0.048161252026831025,-0.05113501921238757,0.014249235485952978,-0.09262603683892616,-0.08501811493577933,0.030839008698057408,0.01557085521618263,-0.010421935392548407,0.05975646905181959,0.10751988585448446,0.05108972850277849,0.06340802370604133,0.2368639969583913
CD59,-0.05809713955483653,0.0660405163014225,0.019388355038401833,-0.01142376717000841,0.0861053566701953,-0.12411813362127894,0.07289578397910378,0.04493181329197019,-0.019957072245703544,0.0817645784878726,-0.009008373466739682,0.03707578250191297,0.08806723723009473,-0.02278201059996225,0.05556920072615334,-0.19233585940981335
COL9A2,0.015544216892222414,0.0049205700017071995,-0.0006978670199972211,0.07677554937335057,-0.010284624448132511,-0.09955281494268715,-0.014902128762296768,0.09301904247749952,0.018655543448685172,0.04883230137568813,0.1597946751290329,-0.015707816415786682,-0.1006234706225475,0.031779579785034186,0.015710488088165796,-0.10191043446048692
DLL3,-0.1420817235483572,-0.0894352040191437,-0.010093720686973924,-0.005595665698132522,-0.03374332368648315,-0.12264694521565948,-0.08454090327143636,0.01257276782008392,-0.03877249846640427,0.020531517058619095,0.1299794313624758,-0.012436051114873286,-0.11399538763618929,0.012690535333509898,-0.06877573219638908,-0.12942698638885358
FGF5,,,,,-0.018409269206437033,0.051508583964726004,,,,,,,,,0.08585457586312614,0.04357417738523228
LIN7C,0.06414458636992952,0.01601968988459525,0.036299155834246734,-0.01761699099509231,-0.02224230958292793,0.009526430857425845,0.034432008004779906,-0.12160422516969101,0.03193552296002961,0.0338047961903452,-0.009931801159573612,0.03281768088082512,-0.008167313038119477,0.042313425042075595,-0.008965157084687135,-0.04578621964782324
GDF7,-0.028086491318607437,0.00980897686841148,-0.015019858895281672,-0.020785619661097834,0.027949209934087803,,,,0.010949645881879367,,0.031134844590767964,0.002162677082500923,-0.028651283384849482,,-0.017293465602360756,0.05441464645005498
PSPN,-0.015464974705435034,-0.020682980903822295,-0.02706181114380844,0.022523783351522973,0.047336965935656075,-0.010384993369466562,-0.003442573005536626,0.046816789072723755,-0.028340014284734708,0.011718816760306387,0.13003421416635777,0.041916023507088285,0.08448610743176355,0.004351285097673251,-0.018436634406471822,0.01888587839402802
ANGPT1,0.0488940618536657,0.016327906418652907,-0.009158002849932852,0.017706056098399606,-0.014942520052973906,-0.17666060624796923,0.030666608390142316,-0.011264682919307186,0.03926859625611718,0.03923515316538755,0.02420821669983848,0.038504988420239736,0.018458845207562254,0.07505670905436612,0.1042060566367864,-0.02252124566730775
PNOC,-0.014075813952632571,-0.07895165398804307,-0.010128825568096704,0.018636953868305644,0.008319713501386248,0.04050860743586372,,,,,0.07467541080646006,,0.007019674423415767,-0.03926429605387634,-0.0176517032416088,-0.027874780454589444
L1CAM,0.001934400172009688,-0.02520513458214475,-0.03217380021666706,0.06564685166685919,-0.019357862190090617,-0.07178471265710619,-0.022934711240497112,0.049202580939659166,0.08848032021416878,-0.026012990183529847,-0.09214774367465112,-0.042246412422239886,0.10477127414129081,-0.0680455163749472,-0.007653926028848358,-0.09539716898883666
APOA1,0.014231904656893418,-0.013147834986365485,-0.020800488193385463,-0.018495365526029723,-0.005479935595183848,-0.04334086911066019,0.06825331680423333,0.05994690046808506,0.08484707077743643,-0.010182563939013713,0.05614306147659656,0.0876665585992926,0.04791320667873072,,-0.014610600231208864,-0.038095478549625444
PSEN1,-0.09245327895468926,0.005683114495672943,-0.009705453676477448,0.02236265485419849,0.022394659008987863,-0.02852753456467481,-0.0843998131028409,-0.023610974391290458,-0.055148264619711465,0.018981936846931138,0.06021096884429855,0.011959760754469112,-0.02152552616679643,0.046256578281643305,0.010406054738680183,0.13747026690708014
CALM2,-0.045213624938546,-0.022253952450142486,0.01314015740147882,0.06326912547580499,-0.10408818214040697,-0.11100616881532269,-0.01691394409113401,0.056509668177039764,-0.030358163710410675,0.05356714158118319,0.21018399929784673,0.05212810757229091,0.04581218023010996,0.08431046467969797,-0.07121137345926934,-0.24019309573445546
CLEC2B,-0.10757959629464868,0.034930502751845685,0.010811757275300489,-0.019927965766052984,0.02769278666050515,-0.04487129459452488,0.055185260243537294,-0.014443246188123114,0.015016649067393823,0.012563269077745175,-0.05181056870663718,0.023416883618648625,0.04985606059844955,0.12842041569070578,0.03762316333893858,0.04549564129082841
NTNG1,0.07379263577535032,-0.00615543598645505,-0.0034476097886677127,0.02869252848926766,0.03111035921479362,-0.09933972157168994,0.04701094865904096,-0.0674447150972746,0.005834276990234171,0.03624372514507535,0.15867443885121538,0.018258229929820267,0.028060269983936407,0.007512981927167993,0.08882908905452117,0.17545274855004683
LRIG1,0.0027884920583056425,-0.046982175447382445,0.05029462507053903,0.014112861227669032,0.08480637898980434,0.15396709190122582,0.03251577450141457,0.015204986062376628,0.10105145689898987,0.06693860897207562,0.07096637973807216,0.07391717069902833,-0.0742560710847587,0.0076657168702565556,-0.006661670382876097,0.09422546052888618
CPAMD8,-0.02471370196165222,-0.024153084038365708,,-0.04008982995180063,0.009762105546875973,,-0.028249013610225297,0.014019280884466329,0.006962449905845721,,-0.0003744212025610521,-0.033241882903649315,,-0.04347006485962352,-0.02662131223977369,-0.03189844222588548
GHRL,-0.03942893479344983,-0.021662277977952848,-0.001734259138201436,-0.005208639841015776,-0.020531598938054844,,-0.03806045368812572,0.05899335589641202,-0.007245933270489755,,,-0.04269248764535392,-0.05604779379666054,,-0.028756101110310975,-0.05174332934615615
NPY,-0.036255965307901185,-4.945178298914335e-05,0.02380951628333514,-0.026303338371916986,-0.06521637878119696,,-0.03298873053789438,,0.05908849470905101,-0.004371077158575543,0.04985552931877825,0.00931235127647386,0.036126271664903356,-0.024740066641814173,-0.017275859785712274,-0.14095220865650598
MMP2,0.020547306561049493,-0.006037072590491317,-0.008547596402740576,0.002154269074050734,0.044890743480474685,0.27626495506509346,-0.030866028112211855,-0.0007660416912606223,0.040298836179571425,-0.01577975489639133,0.040804311144813,-0.011418406244602788,-0.02853924887128417,0.007315084369379491,0.04276355347802759,-0.17519159094972697
PPY,,-0.020271168085541125,,,,-0.019141528512832545,,,,-0.008407076260746589,-0.019831094497088943,,0.06163136971410627,,-0.025152561262770608,0.0030638391515169405
ALKAL2,0.05051410006905039,0.10374129020444392,-0.01205589762091774,-0.034049473126553036,0.08199999910195499,0.08546059629305032,-0.028990127966669534,,-0.020660114574265444,-0.051351511381289176,0.09368105818883454,0.0003640460354487836,0.01946618614678861,,0.07771625100720476,0.16603512837105658
CSF1,0.04108250548452403,0.07220116487960118,0.014409619264393228,-0.0024672293093945578,0.029457103476903845,-0.13861349685555846,-0.07347257036685355,0.013399706668546708,0.00901284263223946,0.04995165279411564,-7.26520773757693e-05,0.053612140528504895,0.13532500053038823,0.07042814880184062,-0.014496903238488396,0.1169419970275388
SEMA4C,-0.0009505021325538274,-0.04886882528805881,-0.00225946531609961,0.015610734140189448,0.0014459977312552635,-0.0634599865015449,-0.03845038224956377,-0.04528603004350292,0.030666645236552017,0.11472282456091974,0.04615600240056552,0.011502734175422892,0.012296817071331123,0.07298186585016592,0.08632162048638668,0.04304839147734107
BMP8A,,,,,,,,,,,,,,,-0.04766096930019117,
ICAM2,0.0304022014600911,-0.0021903597356710343,-0.017800756569578857,0.016277493751283838,0.03903596654420581,-0.06020590170706589,0.10378917305183129,0.06378904914146165,0.023885301208720285,0.050451768321410545,0.03735141051031777,0.005000525589988382,-0.02731530744971692,0.008060768958959045,0.07471382494924382,-0.1720491763202494
SYTL3,-0.016047284017483638,-0.003150279531576705,0.01726227468248493,-0.0019466584766885604,-0.022052576416892233,0.01125780766523475,-0.048523438442015746,0.02865704979361131,0.04362930428355762,0.052946623034144644,0.017046396402465674,-0.032049461264899506,0.03995208587561245,-0.054462451700434546,0.06701614136626555,0.11807549886393877
IL1A,0.0032805238006878056,0.08472677797087003,-0.02405590774931962,0.020103522096595848,-0.02124986604278256,,-0.030994923038708044,-0.005529427453078809,0.039952735162769065,-0.014043435180292269,-0.01862410571801042,-0.03994632903097348,0.02696556303060593,-0.06169819910514959,-0.05406252924314157,0.08841141034930869
HLA-G,,0.0006002689940497396,,,,,,0.04549159003243592,,0.021657521592041096,0.07098684481283445,,0.012327982072599676,,,
PGF,0.08415447085096071,-0.0036301603861436395,-0.029590960357614843,0.0358237121722698,0.16512909055259553,-0.07764248329333451,0.04401223978097741,0.0625914360168952,0.12706664499856918,0.0023444385038343734,0.07361680432353312,-0.05989376495820816,0.06155145633123399,-0.05188790417617915,0.09249675890599807,-0.15437793795372173
