,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
GRN,-0.046534274995553876,0.016219501801388488,-0.019856730954313496,0.007529461601953797,0.029453973603362056,-0.04761904814268065,0.04447917360935387,0.10317282561969264,0.004898012745717095,-0.014012873760451142,0.10000943980199464,-0.002053228531426141,-0.01514962947290406,-0.1371389000257356,0.0411871621204935,-0.018534208432404938,-0.010852964764083725,0.004650372482554073,-0.052913702425533844,-0.0034794839774177954,-0.03273385214850305,-0.005176387834793037
MIA,0.049889220907340076,-0.06524366696457509,0.011339739432827301,0.030808198674887197,0.05271442677461635,0.04268894876967495,0.0540803595678609,0.08223206152641188,0.014073566952876853,0.04577736246649432,,-0.035949519275270604,-0.021411702556351088,-0.07489590898927546,0.03002609074788491,0.08610253655320227,0.07309512815891848,0.09489315791764598,0.1005155208526767,0.04154343852374454,0.011615878450790748,0.052961949720666326
COL4A4,0.0624935775026675,-0.034761235247112734,0.02026930460648256,-0.03932308346541901,-0.003408472464379161,0.008976233954881402,0.023812598613763974,-0.01057045642165082,0.0222793122925712,-0.01026955897685977,,,-0.020770145834520765,,,-0.05704711262953274,-0.028054607496733684,0.020064362186541018,-0.010277273366533632,-0.0016484402692121438,0.06570345296795155,0.013183410994629257
TAC1,-0.019736364787451555,-0.04353573712755887,-6.682432879404742e-05,0.03790294090044304,-0.03185813950357886,-0.043946659409113284,-0.0926436224082464,-0.0646214080771586,-0.04158994885643972,-0.06660024423106053,-0.051221197259697634,,-0.03680904524171774,,,,,,,,0.0340291576777613,-0.02722231817245633
RARRES2,-0.0008087601741736776,0.03319874497066085,0.03421759057741133,0.028508639372818927,-0.039959730534035,0.0024782395043690814,0.07022663515440054,0.16537412491406153,-0.027298783124307606,0.009780511251113334,0.013059687262500553,-0.08632413326814323,0.033778977880890515,0.04725133496717124,0.040944109620212235,-0.057150388713800154,-0.0119573726118879,-0.008182742262449461,-0.04816505509227642,-0.03011262781556984,0.03362357777863272,-0.016092912382919284
FGF7,-0.02451612164377774,0.1079669686572522,,-0.029676195757801546,0.03827264714478179,-0.009775196410707974,0.06691736751181647,0.059660453151911715,0.03471146629659844,0.05334333640872373,0.08936317392436821,0.011171992328687208,0.0870544879585557,-0.00466467127066879,0.04327479904508107,-0.01042446769712309,0.09493224295001154,-0.004700833303479165,0.06697680832229429,0.032937575724180976,0.06904274629208398,0.0327124024567701
EFNA2,,,,,,,,,,,,,,,,,,,-0.01184024328476049,,,
HBEGF,0.07934120867558607,0.025090791318093594,-0.007903737953230476,0.03713830815730699,0.0026042851610491575,0.017763779854324816,0.06140432367145536,0.05305308274872382,-0.006140648333425435,0.039970552006577016,0.09138330932783441,0.07823735087190177,-0.03857573654687336,-0.038504305901343995,-0.04807681931740171,0.003940896058324252,0.06075096909482166,0.032007725952917225,0.024138767773300287,0.023433190023230528,-0.07667239532884318,0.04683449793007366
CSF3,,-0.001015290431144405,,,0.14864827402493055,0.0352535601959931,,0.01083078630589506,,,,-0.01850673919159506,,,,,,-0.05558539294421571,-0.06429281019502806,,0.07329794221952145,0.16154418463703102
PI3,,-0.04117983417756299,-0.040377977858764985,,0.04838825062196729,0.05952128665207347,,0.061931969895423516,,,,,,,0.02263949092850783,,,-0.05711377418070946,-0.09343341509745445,0.02229863125429682,-0.047749895727507756,0.046437467710251895
PCSK1N,0.050901748777622595,0.012026057568567144,0.04837608172553205,-0.024446341417376442,-0.0782776691743933,-0.017742894322592753,-0.03357378634341845,0.018663287501041886,-0.016222736193039742,-0.0013489936624562792,-0.03216836055219144,0.007524995071794238,-0.005094469814056763,-0.02695678653230633,0.0313929438896778,0.20117247069305677,-0.043429122089753386,-0.02825039465553662,-0.00952107300446349,0.0507803997908503,0.11414140868507218,-0.05009109350615276
NTS,,,,,,0.0028483601772224007,-0.02160331369741257,-0.002858861469837821,-0.027420841158115605,0.014866130682492753,-0.0204260848594047,,,,,,,-0.0041821294140153755,-0.033289037873174436,,-0.01956788647254873,
SFRP1,-0.028716909302111623,-0.020512266461678013,0.00256213235887285,-0.015550829162149907,-0.008669744533516174,-0.025818811209295592,0.0251306002977943,0.016187067221703585,-0.013243210990897172,-0.021313030187310653,0.061623043356922785,0.026516481534832062,-0.03232815030940079,0.13666254714188428,-0.019095054803404343,-0.06164691028773242,0.0697819032533939,0.0361755215728228,0.029126980992955936,-0.015037596126643677,-0.03178946106489486,-0.033104487790376926
CXCL13,,,,-0.014854440499434346,,-0.025586771629692966,,,,,,0.05119721764565028,,,,,,0.022599887148737445,-0.058262969687290375,,,0.10620023726807894
MICA,-0.02339953620015613,0.10073821637191048,-0.03951200777667892,-0.03906785747074457,0.07067596085974918,-0.0632324693180855,0.020436109110689715,0.09854254413685788,0.006870290247942017,0.07916022986768517,0.0852105148578732,0.024022588259034132,-0.01079878209181877,-0.1029282351528873,-0.015823403111569528,-0.06884727581787756,-0.0011551599958136592,0.06608455971464126,0.03602651743161991,0.08624750741855204,0.016425932412318982,0.016408995580907762
TG,-0.002311237553729525,-0.027710230856355714,0.0697976898675631,-0.02496182136684129,-0.013279540940376706,0.01877591298938407,-0.024935918927086048,0.0960889582389992,0.0019593408599005192,-0.015424147236807682,,0.11328477357455685,-0.021912886045675758,0.06350692324543467,-0.04308812834657504,0.13350464477749804,-0.017274353530781092,0.01746872537137271,-0.031073315167597572,,-0.003181370000560179,0.01866957857812831
ADA,0.035640636923141664,0.022442558820975442,-0.0355863734748709,0.05165098412553674,0.01827035087045617,-0.01404080162604487,0.0038797367444921753,0.14538085660519579,0.005483515382695393,-0.001642502380966035,0.055790314964293236,0.10492910892036558,-0.01676831846603086,0.024554783462407203,-0.055728172089357784,-0.10472745157463012,0.02392706441796289,0.08271939025084354,0.025835905239352558,0.05491600566811574,-0.022664091123609904,0.0304335159726684
LAMC3,0.09127969840993094,0.04566642409774207,-0.043839314508360046,-0.007019867036164837,0.05659578737541826,-0.005930927670769287,0.07591977564979838,0.14937187505892727,0.00032198675755133673,0.031896358695673525,-0.00843523356685661,0.08457870832665548,-0.021605945808446398,-0.09995522765529734,0.020621306635535915,-0.0019111834254761934,0.026141096668408147,0.004587497548919524,0.05613024201519792,0.08336696354396463,0.0016388668696194926,0.11462724539588831
CCL7,,,-0.02871638269986702,,-0.0227839858046903,-0.01252444772814786,,,,,,,,,,,,-0.03273995192726859,,,-0.004925206046482611,0.0236354522192011
NGF,,-0.02002691991067739,-0.007054648060483551,,0.016908732727855112,0.005435220968822248,-0.023795554894399214,,,,-0.020426098308626333,0.12021138469713503,,,,-0.08271832513526506,-0.032975169914980035,-0.03781202344466885,-0.026956661951277616,,-0.02292492427803487,0.0010402549716132898
TNFSF15,,-0.024775799357330843,,,0.011789972760274374,-0.010762248708685966,0.008832924923088459,,,,,0.005703895438092264,,-0.04009939622421243,,-0.03666813140469932,-0.03330213361333358,-0.03191777674956284,,,0.010034683344322908,0.06528424027740329
HMGB1,0.023661552254998778,-0.004142185428428467,-0.072201744185934,-0.0028065585676921123,0.0011424966913731935,0.05482306907849621,0.08274641913247183,0.0862116737387947,0.019370203252146414,-0.01121484505275282,-0.005675609476080039,0.13720753153908843,0.035625073383904755,0.013419407535298421,-0.09499173406594597,-0.08941416531399705,0.02855731021817323,-0.00954296101136228,-0.04848738458263918,-0.028224101992768254,-0.016445727996102912,-0.05158864947216614
ITGB3BP,-0.008798444208083348,0.03995159274350788,-0.0047519668253025405,0.03713652382105451,0.008406679703108186,0.10704120370864734,0.051710913027755004,0.11183417525512904,-0.009612907668736662,0.014314536414763308,-0.05245269657896717,0.04016422111636176,0.025936361730919837,0.05122129334995966,-0.06441150489336564,0.007988058189386084,0.03863674913460762,0.03744352370137258,0.03818481211536337,0.06616082007271773,0.06637265124277351,-0.06163767727159018
AANAT,,-0.0027199962654737074,0.018592471573595934,,-0.023085092789077902,0.09253096167795426,,0.028665641957096998,0.07382861579584749,0.03152560774680649,0.036171248958779406,,-0.01956809555545609,,-0.061863966658118816,,-0.023111414926914285,-0.02872217590636774,0.009386495037933793,0.012533201474673815,-0.024367052519721953,-0.029392996196530376
RELN,-0.018949160603528633,-0.03453074104956356,0.06320557352631682,-0.03395686997348835,0.0063563375561408566,0.008048291136405308,-0.003010981038358355,-0.0825552001919787,-0.045861175977348144,0.00915295108253124,-0.05793227340566812,,-0.021663570771487707,,,0.02929260457960937,,,,-0.04185410532532865,,-0.05419658173321202
IL15,5.905486858346478e-06,0.029488655169155466,-0.01955053511632261,-0.011743459267207374,-0.04290473761193577,-0.025482958280219934,-0.020559101694817485,-0.017337247101745366,-0.02661834367903582,-0.023223394248618,0.057108675558553014,0.001727438862902351,0.00031944816284622783,0.023572998941273987,0.032025003929637544,0.012476702987995154,0.05120945694439931,0.05381370257276119,0.006790270324965869,-0.015279246016347052,-0.005868724191540572,0.1187436049038425
UTS2,,,,,,,,0.10261911127747295,,,,,,-0.0018375739046770096,-0.05344909789083269,,,-0.024459034891057458,,,,
BSG,0.03698095839311429,-0.029965392586003718,0.013627440108701518,0.018831049409255677,-0.039407402971365156,0.010515840074019943,0.053982397705769576,0.020358183352503,0.03692997326412567,0.0360048421833821,-0.010103549404621258,0.016977412777037647,-0.07809644385840657,0.019047469537412726,0.02264093287108238,0.05713682950996862,0.029475555378827387,-0.015202014106922993,0.01099892690431721,0.0812199223901949,0.027626493514309305,0.08656848067726555
ADAMTS3,0.07249782265637386,-0.04655980891662775,0.026362834328310283,-0.03611697853659402,0.05626251716643238,0.0342338306220464,0.036056628177663405,0.12556977212886994,-0.02099691577358608,-0.023939912809836393,-0.030836367120855895,-0.02619364985736164,-0.030156956697982632,0.05678768643940961,0.007405564484974579,,-0.0025734396446644094,-0.03783370165253237,0.07234528055682286,0.016600664392163497,0.015809389140062403,0.07430870002237963
CD34,0.13253488840013025,-0.03016497117325572,-0.0023850680161987114,0.06371354170010889,0.007929152611295062,0.04128263050645927,0.023345388521941717,0.07697963263979578,0.011386297121963025,-0.015059997488518091,-0.029878042896018735,0.0967007901548036,-0.04202902798901696,-0.07024714686259559,0.008324471107414997,-0.03651444992380784,0.07798124274753922,0.086792283473488,0.05935376644670464,0.10529271127831791,0.0004088974778399721,0.03755218780946707
CCL23,,,,,,,,0.02492222482156863,,,,,,0.0671761958811768,,,,,,,,
PLAT,0.08531884598214175,0.00235698408218244,-0.047988384617551914,0.008819613300280124,-0.0015257989143232997,0.024720200862009864,0.07515916579782622,0.14828480487850818,0.03750349918714124,0.07923504473148979,-0.014432317897195844,0.03897336310259607,0.05022405448368743,-0.057978447132925985,-0.11222815009053234,-0.038800695585809876,0.061487539918824385,-0.0018157940223384272,0.1005791481124752,0.08742188151832504,-0.0070083702924029915,0.04492211325539962
NTF3,,,,,,,,,,0.06533759673858003,,0.05653542961604336,,,,,,0.09153678587065535,0.0701398507852517,,,
LTA,,,,-0.018357001894223006,0.08000020182347028,,,,-0.02006156577797671,,,,-0.018148506445281126,,,,,,,,0.116607206258323,
CKLF,-0.06916222893522499,0.03897920318768644,-0.02582665574449481,0.05478423679875647,-0.02557308268938936,0.08010533022693041,0.06707519276522887,0.15143944785819127,0.01802089478890444,0.0061733022143512,0.04297074973886374,0.0687751025778872,0.02331419966940062,0.05659506558164925,0.10578580800177816,-0.05735096029734908,0.10973596372142781,0.029332604944414524,0.05432881464620998,0.09875347769719083,0.10708999822700485,0.007997282628897753
APELA,,,,,,,,,,,,-0.04675058946169497,,,,,,,,,,
CD24,-0.012112389008546214,0.016211440433770586,0.03065369271007518,0.0382786697374522,-0.011369773052270478,-0.03919533097223664,0.09020904049806712,0.0030667341159381256,-0.02868145208899188,0.10749122451942007,0.09664179390926361,0.15810084449528583,-0.020533123231252143,-0.0067784962251126925,-0.02201835697615541,0.09599729448249636,0.023259009562067366,-0.03504557382308364,0.013982365393727329,0.021452706837361887,0.041074479679943085,0.029877420408054783
HSP90AA1,-0.06894212606388803,-0.04941521584391022,0.0016442221034125364,0.04551471631231557,0.03457771261150764,-0.005647045609645829,-0.10100253957447491,-0.1002687435749658,-0.056383585424229596,-0.013794926040005337,-0.020314943939383778,-0.009008216846927942,-0.007678372050071274,-0.10161797199421675,0.04842190819574194,0.01388825230647476,-0.0655208525397407,-0.09099797397160551,-0.07893429851345768,-0.06430450016679294,-0.0967343637407041,-0.036311707225805574
BMP4,0.058160166214697044,0.053525488541185565,-0.0100418511986556,-0.019459498095431935,0.055359732047474706,0.038368454179919374,0.14401148907466776,-0.025806302139102278,0.02646436048131689,0.025265416273819737,-0.0306300572510685,0.018434104028417955,-0.015464401949440865,0.0028491557872584237,-0.012166830229563337,-0.004637408464839106,-0.010207960452546887,-0.00588060636003018,0.011757471040239328,0.05450943308268342,0.07502199671554287,0.013594954678823403
SCGB3A1,,,-0.01586198277719339,,,-0.013555009178189864,-0.02624405692815446,,,-0.01499731844417099,-0.03380359813295419,0.044707078371941475,-0.012663787793557044,-0.015340962586604959,-0.05915792692531096,-0.06467566282329416,,0.07280699642555778,0.028030568315859962,,-0.04828845055273131,-0.003391191341761604
IGFBP4,0.06453345569752846,0.002406878423215463,-0.01736002488248814,0.05528134212901323,0.009645054805392319,0.08724455309670164,0.09208625858672122,0.08258923368649347,0.01714537962113476,0.022204644449426516,0.012906970719355433,0.07469558970502288,-0.06827674132358187,-0.08595572757497866,0.03220767356111427,0.02440335674613351,0.04462499994404235,0.004377751141037535,-0.01668933437391581,0.0816317357487759,-0.003959830970450092,0.038961606770052455
RSPO4,,-0.0013767374981297142,,-0.029676190123777667,-0.011805329201172951,0.12145253774803427,,,0.02284899633274896,0.07998988000836171,,,0.06807941939409275,,,-0.07147692275212167,,,,,0.041227100216877303,0.10289974171445054
LEFTY2,0.05962623468938613,-0.04097892589875765,-0.012726530537020076,-0.018582453807173268,-0.024292662532901695,0.04158024297327753,0.06149543742567161,0.1272100350108043,0.00781608205606939,-0.01644474068985245,0.03371065015225015,-0.028674778562081976,-0.02240412853081581,-0.08822480655591465,-0.01920671898422667,,0.04218100006420612,-0.027792511679476443,-0.03141762373679579,-0.033047613044872914,0.042838343488515084,0.009455256433845014
PF4,,,-0.00702843203121552,-0.016698188200304588,0.010417947594526512,,,,,,,,,,,,,,-0.025044284289992957,,-0.03279437289973497,-0.02903386151227291
ANGPTL2,0.04545064552999974,0.015807973258311542,-0.009749862811235632,-0.008248333333408011,0.00633768397011016,0.0391938358014526,0.11654433955759613,0.128408525932764,-0.04575256091673244,-0.024997307199166863,0.0777286027999616,-0.01415684957752985,0.03134282983616326,-0.02410425239449571,-0.10272572866531338,-0.08646453710907735,0.02174424978216104,0.04516679162609241,-0.008874687589591486,-0.054202791823501996,-0.01712037092568879,-0.03020867603695776
LRIG2,0.05657319780144193,0.04126342982144416,-0.04958287168092617,0.06086949074179968,-0.007015853694734831,0.013442182923956304,0.08118758439100687,0.07250012932602337,0.05801250371017551,0.05553495148888598,0.0030247508488695125,0.02010295356499693,-0.006110242827490806,-0.04490342997710577,-0.06743925532545098,-0.10423356015000632,0.02470568705723592,0.0072249349691118365,-0.015954555589296378,0.01145105791293472,0.01704345016695554,0.04647227428128513
ICOSLG,0.0115166193168169,-0.00016066258611638722,-0.014841133764764348,0.006016842706532796,0.006993175930255916,0.028394217262203713,0.10430740452694928,0.08007985016618101,-0.01999862803581655,-0.028462105616037653,0.019862713722371632,0.000764717694218038,-0.03437225817183439,-0.00780339905063124,0.07302732156120725,0.044034812600856725,0.01500030274745828,0.03465764033873832,0.0473079616773851,0.00766250932412273,0.07137657167420094,-0.03105690737174305
WIF1,,-0.056933815928911786,-0.011754116792527027,,,0.04632449628063998,-0.044458823493049804,-0.04704898124963706,0.07309336545027086,-0.028221844060109642,-0.0467903975769484,,-0.028427754004802883,,,,,,,,,-0.023813282185993108
NPPC,0.0006628448448807057,0.0076890784609594965,-0.01175124800189739,,-0.02162967583761532,-0.001580192585388142,-0.010494125946527726,-0.014179000494060835,0.006396664808052999,0.00644194463023753,0.0049056201059633625,,-0.024796675728015635,-0.03343132338989489,-0.0013443902440851848,0.17479801598103412,-0.02767351338666903,-0.010418537209702178,0.0867386105658878,0.015114037183137401,,-0.04740117876754129
LYZ,-0.046892671645362295,-0.016517094601358518,-0.02484852822064047,0.014866472165985365,-0.021345560527944868,-0.007700422585912202,0.03740947296060574,0.05310286282674572,-0.008695890870873156,0.0028255615396247285,0.07624357405923524,-0.011927838987847897,-0.00410103178577654,-0.09393858686712278,0.02590476568397903,-0.0058136532002693204,0.10177206738175573,0.06406601542426334,-0.03729688047135989,0.06668550847926427,0.015286913079766576,-0.06319764121909745
EREG,,,,,,-0.04377414100684037,,,,,-0.02101248587005162,-0.021615081007621925,,,,,,-0.038344320038520875,-0.05809979905493539,,-0.032174878950822515,-0.0011285364326644347
SPTAN1,0.08752445491728536,-0.054751792703702964,-0.025767927558832966,-0.07229669182633676,-0.09935703128885776,-0.023129993400075665,-0.027532216498621136,-0.03415586715419253,-0.0231521822511664,0.034706523484963496,-0.07838201880030465,0.00821572719690173,0.006417950302839886,0.024251513799094092,-0.062201006981372944,0.09986981521841302,-0.01005898127309639,-0.0661032975407994,0.06633756929512458,0.006627381009109333,0.0803567525145822,0.0033338075316095206
LIPC,0.0026268136453385734,-0.029512999950931176,-0.03646911831577861,-0.025131665669003805,-0.010308058568256463,-0.017972164868113212,0.01783053799538863,0.057918435833704034,0.02195376878761115,,-0.0084280403008337,-0.04192580548200879,-0.016811758293786658,0.09718113999914964,-0.0484452836286977,0.009515501678721654,0.06453152484630657,,,-0.03897349327306936,0.03306983647429144,0.13074724786756112
COL8A1,-0.0010648700699256884,-0.008914538482843164,0.015185851841526354,-0.03717067615483603,-0.00920296898230269,-0.0444001977435452,-0.0005479865364515322,0.04912714722063148,0.09025107416164609,0.01343213173322741,-0.009183722186941114,-0.10948478651190763,-0.0036039387474030623,-0.060643309696987904,-0.1658723794883231,-0.08625253160755575,0.05824911986049398,0.056836140990539345,0.013213225978069155,0.018512897176155726,0.02810197153036035,0.05177654793209984
GSTM2,-0.05040145226379644,0.023421637082593007,0.0418492309188692,-0.027231598753655804,0.008131721478713943,0.07743614507714397,0.04846738743086944,-0.017028749322182547,0.010409217414548956,0.0741978898935768,-0.03342061765197815,-0.023576725769008627,-0.04205808031593737,-0.02311385190294891,-0.03272770503793482,0.10933307605267632,-0.045209010221486684,-0.007465650655307347,0.032399890264223935,0.03743892862485629,0.015940113668546883,0.044282185127492275
IL4,,,,,,,,,,,,,,,0.020512070137162254,,,,,,,
SPX,-0.02216552304915175,-0.02363774038270274,-0.00797927641274103,-0.04569828418011625,0.08115112850134291,-0.018453424383609883,-0.004900407673932257,-0.009032189792622096,-0.04634352404572295,0.01607892914576838,0.06103431306688306,,-0.04941761463441773,0.07841545369120362,,,0.22360080363912266,0.03556587696501697,-0.0310956800710589,-0.049646280420456504,0.09404511507463698,-0.012164993635640772
MFGE8,-0.01404704678397058,0.06697318412700025,-0.028945866825399666,-0.012058200602650953,-0.014967015651677565,0.026198259085359336,0.02596180866331984,0.026945636230430666,0.0537675899867659,-0.006237626352095938,0.029092274446449545,0.0003088758619958853,-0.02122090220563543,-0.03190240307160165,-0.0009675986625650031,-0.026285197707121705,-0.004840178268714128,-0.03191292811547968,0.013187595615358073,-0.003287865771367504,0.037820075952837734,0.012513288766532878
TGFA,0.016766821314796534,0.06441768552243397,0.010740716951080836,0.023987426738512,-0.028216676970845896,0.03508981377252099,0.09136480089870501,0.007336626375913406,0.07601069120530274,0.031219010018969935,0.0301419541593423,-0.027701196811235725,-0.052388458539384154,0.008038882354280533,0.012069043895135639,0.01964088922098372,-0.02064023745943649,-0.012616580985753658,0.08006272682443688,0.03588490788133553,0.054509221946469864,0.06828941425227918
SLIT2,-0.0038833621377114954,-0.014820307939526722,-0.009422628582628625,0.04515537415066925,0.017619539936348398,-0.013736649251324392,-0.04355481786748615,-0.057188506124996256,0.008525403820343636,0.0025281655621314245,-0.02812799272235778,0.043485989350834836,-0.04082296539871606,-0.05652507715054239,-0.004512710735802048,0.06821338791789816,-0.03129629626873066,-0.0029665103122422354,0.08343169749205594,0.042928320284119935,0.025968817668279322,-0.04127168503718784
PLTP,-0.027019533449938776,0.016411165215656644,0.05391129038174949,-0.024268018330213928,-0.038811278429720965,-0.03850196603975567,0.0518554382594488,0.12824542560428073,0.010307981940371051,0.0100502325962642,0.07446416380749646,0.09536390815162477,-0.012860983366667982,0.044626392761783935,0.07165875735533517,0.027607890926080517,0.05015961791993364,-0.013758789623485668,-0.08244679908033599,0.04991685819539103,-0.001253051487444604,0.08794003394335734
APOD,-0.04116573381779566,-0.030347341869671095,0.04772859963407885,-0.0206121662348764,-0.009205384378263291,0.0419610904529912,-0.06797499280786722,0.01321630482288306,-0.020562368744114535,0.04621265230339116,0.03805867511212235,0.04446671780000058,-0.06202496790746001,-0.0021460107195597194,0.1259433418764409,0.007596565659253061,-0.011534340409428597,0.03536245012288451,0.08336158889297357,0.005324383435956961,0.027689418277676375,0.11058406372048812
