,UKF248,UKF251,UKF266,UKF269,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.013038930613729781,,,,,,-0.02037800193738475,
BMP1,-0.04086597626222934,-0.000355609663348638,-0.01575721363267947,-0.11470694613593739,-0.019754383574053614,-0.018856741104370068,-0.011576689734841853,0.02580110964783197,-0.021265498078169687,0.09993082351406339,0.026209499545080884
NDP,0.03463893071849456,-0.02997064665198602,0.04841550144199909,-0.00872133739451147,0.0020327021643835813,-0.03256091428446914,0.019228029918356093,0.05279262178917579,-0.00890811627554001,-0.052056905908540084,-0.022319016462363093
TNFSF18,0.0108794046212743,-0.02528979954525549,-0.022825194456986043,-0.019362420521965074,,,,,,-0.0077628121116884675,-0.017189714202843275
RTN4,0.007082669565834176,0.046909540597651414,0.07824606246740894,0.13814540847585263,-0.012368358679871782,0.0632522105226241,0.004593875691830561,0.09045423996880853,-0.05601833711697352,-0.0517852733010664,0.011783268568176304
HEBP1,0.0004950917282042392,0.04898362036284189,-0.08933829059540409,-0.0324563429998504,-0.02232967426447656,-0.028920586954038725,0.009968038469424427,-0.006859787912948551,-0.003628024620513765,0.0038570038815272873,-0.06499341706650327
WNT7B,-0.031535775406042396,-0.015709239525174813,0.060050927838715476,0.08131570617506692,-0.019183748230957358,,0.06818698767164358,-0.04592978007208881,-0.025860405036892284,0.03998358125014745,-0.02598727030848026
PTMA,-0.01857611288768864,-0.04107089586140428,-0.13786985919561162,-0.008602782775512876,0.002429451612249007,-0.1449791091109063,0.002258197686523844,-0.06121891207595507,-0.019413509902947764,0.0723244945721931,0.013805428639477275
FASLG,,,,,,,,,,0.07725600524827986,
CEACAM1,0.03331411440269829,0.041983031434682745,,-0.02547984260589252,,,-0.025323614638834688,0.10457759980801085,-0.017163926928969706,-0.024590544375705146,
PDAP1,0.02453646176691576,0.03339273200742521,-0.06862830710829261,-0.08122566759373326,0.030922693873947978,0.01677163796250828,-0.012397162749284936,0.024507540835480977,0.017365191283289103,-0.048180961072140996,0.030326109439212618
QDPR,0.0479931771893858,-0.045152723073484065,0.06587608354590965,0.08213144290896311,-0.03717971041675984,-0.11474924406044698,0.014415376764665488,-0.043473285514142083,0.006937980767236893,-0.03455594481315936,0.014518202517965808
POMC,-0.03401143505382851,0.0417131775982294,-0.025105114012824732,0.019377166519095722,0.01793356920896376,0.03681101303934241,0.05413161322788238,-0.008347132316005758,-0.0280779297056939,0.09044675198833292,-0.04397315989680544
CCL18,-0.030233196654986763,,,,,-0.05168975673744851,0.07233915574602631,-0.0037986716656057806,0.10175954183202768,,
CCL17,,,,,0.025501124793027127,,-0.017965878888851206,0.12444254546315343,,0.009786707067092299,
VEGFD,-0.03023320625544274,-0.01726765295281577,,-0.021843706389832317,0.015598850858596957,-0.01686622046661484,,0.015630807467462926,,,
TNFSF13,-0.022814947618254935,,-0.0045929067324532195,,,,0.016617949242628792,0.09665304213886512,-0.019273939571335327,0.03789764224100888,-0.0021291562034488364
WNT5A,-0.007190312527691876,0.010553132125912516,-0.045084298727634115,-0.0999853796988392,-0.022479670696898348,-0.03316733600836576,0.0014021311971120398,-0.0010425375443359431,-0.06389304880774402,0.11247135430158736,0.011843701986027374
CXCL8,-0.01379587364591909,0.0034517356421437336,-0.03148656485836487,-0.022085927080453007,-0.01621908253714631,-0.03843247688073688,0.030418682580562167,0.016114014963349115,0.04367049106409766,-0.002835043904402791,0.0026119732035639063
GRN,-0.0014065704179461183,0.01943638323143768,-0.07462759473633401,-0.059337964179971385,0.005811640901231457,-0.10956836381191239,0.01975100591827369,0.08407201596468283,-0.03722351028836069,0.13255326521145447,-0.04104525135083958
MIA,-0.005501239561253331,0.02729380819715689,0.006621479083936756,-0.03724690870466838,0.009258871380474553,,0.04898268237482766,-0.08739348759380998,0.029132080519741116,-0.007661059529561518,0.007854914964016201
COL4A4,-0.017913868537841167,-0.025825299536687808,-0.02106111872026777,-0.012848898303026683,-0.01601558316231948,,0.000328102553895204,-0.03562707416007911,-0.03459124516409636,0.030675613084480198,-0.031074690695343986
TAC1,0.02957967109836987,-0.01787830163294933,0.06065574369795081,0.08170929756008898,0.023144484678994517,0.12654102924193036,,,-0.0027384435966488767,0.05961037988919695,-0.016081777748934722
RARRES2,0.05445448819194446,-0.03659227216332649,-0.022168991783231028,-0.1251876407395289,-0.002468799581178788,-0.042547627275602656,0.07104135089997231,0.02427782421020331,0.027273790420956477,-0.013572893283155625,-0.012690260186675826
FGF7,,0.015133670399681543,-0.04644697491413853,-0.024491836195090336,-0.008023999630552874,0.019419764412842405,0.06838406475338997,0.03514119473171123,0.037280786024278645,-0.020221766294677628,0.011263697336495722
EFNA2,,,,,,,,-0.02114793444577535,,,
HBEGF,0.02479499237733673,-0.021717523135860544,-0.07523309386396651,0.05913737845400583,0.0035778027077040335,-0.0570254806340156,-0.013746833683269429,-0.02919520319322116,0.021099890457917332,0.018232874291262892,0.06549495794653867
CSF3,,,,-0.013593887094020233,,,0.002955350917020905,0.004762762049533518,-0.024606833822197954,-0.01686589955570904,-0.005853745324070306
PI3,0.04627471488441337,,,-0.015306896287755913,,,-0.030590807756084425,0.04915574001846578,0.055796702070622935,-0.036643996588728064,0.022318820797558717
PCSK1N,-0.0073729059686952645,-0.03742907441053609,0.05420096417281504,0.07800931987775035,-0.0009939743471376423,0.12157668452090882,-0.0288223730451596,0.01266447978738213,-0.023542317933228873,-0.02713583240887878,0.012263960921423924
NTS,,,-0.02571084069904095,-0.016708522465782288,-0.04292756947653419,-0.015185016306992044,0.0010527754983245838,0.05687456768930346,0.004469595000907718,-0.02497609738740768,
SFRP1,-0.031886605480265576,-0.03556243989739253,-0.05018899977880255,-0.0387631002193092,-0.023744102808079297,0.012093976744437027,0.012878452071844737,0.03553631438827552,-0.032858106446946284,-0.02439571615961539,-0.020529439151220647
CXCL13,,-0.00671495497676386,,,,,-0.040355047505640784,0.12443817982800831,-0.020455858652204374,,-0.006653123786887901
MICA,-0.02969690890143434,0.011810763528073979,-0.046500447820465154,-0.01844040419611904,0.015444405939205862,-0.048341400815541086,0.02563805659092372,0.04162441500498935,-0.02374967190833719,0.056244901924916345,-0.029695341341590915
TG,0.010125115742568344,0.0035388159132095196,-0.029677087885609733,-0.016406605504926713,0.13300609209235348,,-0.02387216131613197,-0.03173209999917883,-0.001715402956570051,0.06877562473257988,-0.02668242723690424
ADA,-0.01212420452217941,-0.023011032343425598,-0.04551003742317213,-0.08432601594633994,-0.006533706379699469,-0.006813559419331815,0.020145425494700664,-0.009667790573552916,-0.02023880733137919,0.1263903909941474,-0.005215305396476279
LAMC3,-0.0004690371888762672,-0.029152192132817736,-0.06961616304455681,-0.07273508863443352,-0.016627670424967857,-0.04392400398604865,0.057598694657569935,0.005309694993812457,-0.04615182040329442,0.1458406505495516,0.0588535944645981
CCL7,0.052679258442391526,,,,,,0.021603494895841555,,,0.00576362027428177,0.06047494221242148
NGF,0.008812857439422743,,0.012829295474669381,,,-0.01518502630531777,0.14029857456423106,-0.020863670627846238,0.14535807753976754,0.12129230382072904,0.02094833000389046
TNFSF15,,,0.007708724128759672,,,,0.03993813261081064,,-0.015280421356372068,0.027620607575126105,0.07378468678804961
HMGB1,0.024374258937391903,-0.01984703531957424,-0.08620320001521109,-0.09202139374759284,0.008948386785480211,-0.1001742538049238,-0.03471601605372096,-0.013469179931333052,-0.0075235748302966456,-0.12946006132311869,-0.026805079980070055
ITGB3BP,0.0029823529742956426,-0.041243145132326076,-0.1165563861791465,-0.10245006498965369,0.00845181684575365,-0.002922250732670882,-0.003027984574192079,0.018942962585770398,0.0021336927997205207,0.0649167083454639,-0.002977375357831461
AANAT,-0.002475988318750867,,,-0.012262054035498961,-0.004968094604240728,-0.014276157931061873,0.033229941247868516,0.06187755335634555,,0.07077073868948437,-0.017571921344766196
RELN,0.007132169760665837,0.028315926559582334,-0.014993015946913112,0.056015483997378344,-0.02778819281732529,0.025055163388588035,,,-0.018457093023662784,,0.03635613762369885
IL15,-0.03546692795905956,-0.005562548643339226,-0.024468088368042557,-0.031984433660190055,-0.008034404744673066,-0.029255036405183957,-0.043277064664664515,0.06830450600043833,-0.01653800266908086,0.032987633878574875,0.0192362055264684
UTS2,,,,-0.040448154466006414,,,-0.02011613739843302,,,,
BSG,-0.024614887017674527,0.03896018553632006,-0.011729439186704969,0.08291710704910221,0.0007269816716453727,0.03424316706841483,0.0498666216093955,0.048662726538063736,-0.038080746832275254,-0.026828738559471498,-0.06189572357012987
