,MGH258,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CKLF,0.02766582369527302,0.04365042658027005,0.044930831320463334,0.07729259330901563,0.13897651724914187,-0.006992494035368269,0.06893918198907775,0.010987380467744657,0.04683505620664628,0.028939837979850887,0.04970891962727507,0.05140949954305585,0.09688641197338009,-0.010557347580603315
CD24,0.0692302973483115,-0.03638889774036563,0.03211181818398338,0.03630609910861607,0.0035487868742761805,0.08101309064891979,0.03625382855079542,0.021430969132345157,-0.07988998104392508,0.01695327357630073,0.02738714761171503,0.10416465574711638,-0.0007928520300135059,0.019949825536907988
HSP90AA1,-0.035463512050207424,0.06617460264637257,0.017254839218512362,-0.05804454105075942,-0.10683960896453215,0.02058975161638418,-0.13219951080698994,-0.0575088166183011,0.07404220128154038,-0.14295360911005833,-0.08592902510376808,-0.048753027856018136,-0.035745678071862456,-0.003941398186130015
BMP4,-0.02572962903807058,0.059274808769562606,-0.013057190099880763,0.09270843712496957,-0.014489917450127345,-0.02155031592770472,-0.020781881959805914,-0.01331867353815036,0.0012348679636990962,0.0340772019271526,0.033841399632009654,-0.011358154007565647,0.03661887032890053,0.03685357569155181
SCGB3A1,,,0.026036084726148333,0.05266406697025695,,-0.018745605529652622,-0.01717991681096903,-0.01090665231867554,-0.03265104900827916,-0.02612845134851126,,0.060330302270505086,-0.009081660838001248,0.10358056882234887
IGFBP4,0.0793684822763586,-0.04755213541305034,0.035909300319722476,0.03532166664076443,0.04511163954550043,0.009044233971022593,0.12703303905544114,0.013452187956343268,-0.0025937709294401355,-0.0904663083624303,0.015197199040647941,-0.04737959474275253,-0.09403882434103931,0.03291394428070802
RSPO4,,-0.0012950672030186206,0.02539439907488568,,,0.011759465176982516,,0.10649910860837912,,,,0.016869901538830827,0.029785655741221415,0.04421748097850257
LEFTY2,-0.02475377978056686,0.003462721153581778,0.004216517724788346,0.08187218919634766,0.10178671247688954,0.034631564305762384,-0.030262108933305887,-0.019295493921087897,0.027248497567261137,-0.022519617648845348,-0.017790620615835164,0.05482322884258391,0.022622503015952346,-0.047541893266955695
PF4,,-0.013762823328393622,,,,,,,,-0.017951316472069552,,,-0.005839574120880171,0.11448852373142723
ANGPTL2,0.04858627526975717,0.0038700959926200327,-0.000775624197887418,0.09735725342587002,0.08530395018003867,-0.002544719828468596,0.06717138883970962,0.07239194139661229,0.05470528177309381,0.03884137310226451,-0.06991522923508378,-0.0019052799317725944,-0.029181972259301137,-0.04315855296695441
LRIG2,-0.04770074909248973,-0.021738533832875686,-0.032064254779480716,0.05287422777991381,0.05099840768710047,-0.029716463163014604,-0.009358775628716563,0.021720520379266084,0.058086402710670344,0.018588965736359448,0.036051706739516444,-0.017656254395457396,0.09418284979004671,-0.008197377969897305
ICOSLG,0.03899119642590788,0.016902599102411524,-0.04459846837936826,0.0325842822822641,0.08940508704653953,0.062011263437137934,0.02968008145131566,0.026371351941052425,0.004775599156746173,0.04241009353694584,0.01726921137783704,0.08824745561194844,0.039756108732606175,0.07579783591134606
WIF1,,,-0.013631967355433178,-0.05656982935456707,-0.11002386957141506,0.023906824947712877,-0.0693219080370484,-0.05219697628287857,,,,0.020639632836542694,,-0.015124103585888508
NPPC,-0.02041840595865567,-0.007619391762628422,-0.014030211329518557,-0.01975467844367762,-0.01842608781329757,0.07316601378112202,-0.07513223349897125,0.026029776746318196,0.040135283800568175,-0.00991604805960243,0.07443116429931719,-0.06178399376728937,,0.004946216179608992
LYZ,-0.01802559172027899,-0.040137027564737957,0.061078274351268586,0.034129677948595324,0.04593460618022925,0.03351667614772838,0.1304621921208812,0.06724578424076003,0.012797197613234456,0.018343149197743894,0.06792579987677001,0.009694565559139506,-0.06649855073391742,0.011109030178789617
EREG,,,0.08082448593105028,,,,-0.03113086634320699,,,0.021568555427103727,,-0.025378276192696152,0.05614794846604551,0.15598815071698338
SPTAN1,0.012575708889252314,0.011208112845513677,0.0499750342310941,-0.004732799013299348,-0.06697989354577684,0.0045348425385575595,-0.14020634199724985,0.02557139112665021,-0.04993617505138409,0.06669030360763607,0.041468569506478606,0.09695993007614134,0.125052585899603,0.0010250796143533951
PTH2,,,,,,,,,,,,-0.03240414883850545,,
LIPC,-0.03200872733596981,0.09112788205056033,0.017433377211973834,-0.03445626273669603,-0.003958931751000813,,-0.013238931501629896,0.03207095917133062,-0.02478825079232192,,0.02653867758916843,,-0.04052012703487631,0.024131238994742604
COL8A1,-0.017995956157429608,-0.01883073148480482,0.011155097090401828,0.029609643542263073,-0.010378588719676455,0.005228210347020281,0.044027487170626954,0.04014501957063068,-0.06025848026724431,0.01856266019058559,0.07795458316769821,0.06989679225974797,-0.061956628643099795,-0.055765004290957126
GSTM2,0.08533642535149631,-0.03172813605191911,-0.0003515839558951385,-0.018789315023447807,0.05995124375874774,0.014197658034407031,0.053250093447168065,0.05051340917341301,-0.04867012898599106,0.02187615034467673,0.07091101881917573,-0.0432584171205281,0.05360593479811301,-0.04328039933103462
SPX,0.011769518439709423,0.004918804682696914,-0.015592389945487036,-0.013131140274642435,-0.0021229564243321255,-0.0047572091068519675,-0.02830253939780811,-0.042560784342114744,0.09006804289365035,0.051107277643400534,-0.10645616500083066,0.06646550878417638,0.16992685296156557,0.06674555706074616
MFGE8,0.026005357035783095,-0.024470683509936517,0.0015141867884651689,0.03761925889419526,0.03565984465977464,0.035781631811130823,-0.07433529095814155,0.0353932598498631,0.10645650004133445,0.010883099196468167,0.059486244640751466,0.02040549171345506,-0.026451727519705617,0.11902421672765856
TGFA,0.06483642980338655,0.04242830334763403,0.04310025961671914,0.003806514346415331,0.010009359823235352,-0.06255442972804502,0.0276307621122989,0.010869903884188754,-0.024877478327366802,0.12281646971920697,-0.015415634100068598,-0.007335704198339623,0.06570121907029049,0.016586368655693247
SLIT2,-0.006974374334137239,-0.008225892852966706,0.0353313916705692,-0.0074683728764967615,-0.07548035596335437,0.04396370574861977,-0.05300037758806121,-0.03515866638634324,-0.03111237557135456,0.02976188584499786,-0.016472946200586213,0.0044372217511277024,-0.085266292791446,0.011010376215267069
PLTP,-0.0018293225089294261,-0.010234632516072978,0.048291467703806455,0.0975073374479228,0.061009712488620846,0.062310667217902405,0.13059901479818864,0.05159993457658305,0.03395765285871874,-0.04563293035459952,0.07593217419570333,-0.06686267421432998,0.05884565493147305,0.023211720091264387
APOD,-0.02536147034116803,0.022044017484314563,0.011606797598306108,0.04377993290923044,0.12446075831967737,-0.09028134874010153,0.06387097576044183,-0.027129604256923647,-0.028682549225333514,0.14608821945026668,-0.06558186256106452,0.005029609368786282,-0.062244874650205714,0.005443992996350522
B2M,0.025998242132828864,0.002699820076631995,0.0499387930106501,0.10473734001545651,0.10600232496565948,0.058090233901559284,0.18511624724869552,0.016345289496194324,0.02724150476549591,-0.0320337930865071,0.09731465124743553,-0.045468202017042665,-0.10909445642579604,-0.0915550025315172
OMG,-0.07504163492281861,0.015170963620705497,0.0008774046923023585,0.016778944152215043,-0.014308790922556738,-0.021983347705150924,0.042895144536621486,-0.016236822116233004,-0.04299057161948958,0.1020795017007318,-0.1124418673660657,0.043092014518473123,0.13101130145369658,-0.016233570939165182
CXCL3,-0.02013336151696808,-0.03310681144568408,0.07121649154295888,,0.0680492130588545,0.00952409423805425,-0.006863993626514029,-0.011256683260452602,-0.024091696745887625,-0.03748956545257492,0.0863630733571398,-0.00801876442595616,0.0027326098899835755,0.10129622706262295
CXCL10,-0.029525646978327363,0.008813089143812309,-0.007512287492938557,-0.018477847479309216,0.04645297287967662,-0.011222176145366672,0.1206279537640667,-0.01788823195946559,0.046834761442442904,0.028598436967954406,0.015157355392251097,-0.02784151716820362,-0.007625537184785746,0.07644441227144258
RSPO3,,0.0021975445839397655,-0.03115943794843812,-0.05705678915533672,-0.03992836650507425,0.004275160468082071,-0.05807413555348171,-0.011763017055854972,,-0.0020159124589110324,,-0.005659426280858075,0.04904301802306033,0.003177680670520706
CORT,-0.025000976575097734,0.06058889256551538,0.0015446230496084395,0.03134210502608692,-0.06910498395291693,0.006569459067008136,-0.00893220820767171,-0.019744863385450173,,-0.01878514029254378,,-0.021919275590634047,,
NCAN,0.03678173297401039,0.043179188548652554,-0.0023640578033571878,0.04315509151718387,0.10740003607192314,-0.046930729945506434,-0.10391864547106235,0.06503847009931214,0.014967463241309294,0.12270492630284434,-0.010628112156523916,0.10167670356834704,0.19456344627083952,-0.012962521992513739
PRG4,,-0.015774368191070972,-0.005996496124412857,,-0.034588813406804024,,,-0.013752911436744552,,-0.027718624040382302,,-0.040140086634679564,-0.003361329199850784,-0.030661260480590275
ZG16B,,-0.018308083486883234,,,-0.03734418246886034,,,,,,,,-0.02847776604875053,0.007869539900939929
TGM2,0.06136303292433057,-0.008571423764759958,0.04634997801031104,0.04486580876154206,0.03620321535111295,-0.02699393349849038,0.02335155924193321,-0.046902610443774286,0.004180618347322251,-0.07293174366150981,0.03940597685105753,-0.002814888296691122,-0.09182474753293923,0.10438061319153154
VEGFC,-0.025000978184831615,0.02463998778290053,-0.012725338755432558,-0.027903556766471698,0.015348505186180103,0.020224346948894023,-0.019207199231948774,-0.014035394310368043,0.12238406631431835,-0.026322604103452343,-0.019876174362938297,0.010994338871628592,-0.06440026801983319,0.07305108617454022
WNT6,,0.0045632597702982254,0.1020928655897823,0.04166901424844922,0.05797076043657163,,,-0.01224938340981578,,-0.011106172547266077,,-0.027041877390105187,-0.009502663406822296,0.0059959837113020475
NRG4,,-0.00425882856762305,-0.031777742562579994,-0.027899222334312582,0.08861994483992103,0.1097366141892235,-0.0391900877195608,-0.016373924540280926,,,-0.036297389149512214,0.016113050639077614,0.052235251997302175,0.005519235665428491
PMCH,,-0.026600876278692055,,,,,,,,-0.026356556824437095,,-0.015491731661442017,0.03124027492447695,-0.024066479556953683
COL9A1,0.020736271314709554,-0.020051043194165,0.013033739771966918,0.07718321101182092,0.04008297903080547,0.010830855373316347,-0.030699306234318335,-0.01865769774925569,-0.04198177563426168,0.07828048217280686,-0.03656075862756142,-0.03521876795746707,0.19528106528041395,0.01834231400621708
GDF11,0.024380978141319964,0.0340060065458723,-0.02679394232497911,0.09135308556650559,0.09435859463937615,-0.025902977246671108,0.009980897618292062,0.038791120681329505,0.010740148821240088,0.018404518452969042,-0.03059531735794036,0.03156743185983531,0.06836460530161646,0.012393016538398515
RAET1E,,,,,,,,,,,,,0.007521226138148548,
IL24,,,,,,,,,,-0.017665091857707274,,,,0.1287003250380593
SORBS1,-0.011725942513090391,0.028466031430845543,0.013845554441794463,0.04628318810621665,-0.004218704964094479,0.0150859002580312,0.04894956519205694,0.05307935210370496,0.008534493936611598,-0.02948353201591533,-0.06340182659153754,-0.06722572506571656,0.0993168435646981,-0.09585886295364351
DLL1,0.048258544946133144,0.007728899429576744,-0.0063726211248208205,0.09014571612438324,0.05604772936336446,-0.03266048164777914,-0.0220044667562741,-0.01585046213140288,0.013541525369788737,0.13893299205273757,0.00996431505638104,0.023893340552729063,-0.010566779782140115,0.10389459706296036
TLN1,-0.02179358468157951,-0.02957576432665409,-0.05093346886470298,0.06994356312321888,0.14102636693452625,0.04091314817018219,0.12294084578020796,0.017216950583626732,0.11070309053272481,-0.04278785913821853,0.08354312833087703,-0.006502535618264912,-0.08751800101481359,0.063353395689252
COL2A1,0.06037748020224913,,-0.019926255286701274,-0.02469017238609381,0.08181853568846263,,,-0.01142784454038692,,-0.008857264639453941,,-0.021014034473840947,-0.03323845384004633,-0.026310155984239678
SHH,,0.09028426709588462,0.018718848269501476,-0.026949422651653412,-0.02509765274852349,0.018139845338977854,,-0.010906651365366232,-0.0032383089850503122,0.04480542868998787,0.07893269746101811,-0.011818327071400299,0.07690158464505994,-0.04262029130350009
PON2,-0.07298147739283709,0.0259599923748988,0.005198713403155797,0.026768425233498132,0.11767520417065688,-0.03909350091352461,0.0464104969344645,0.09718639028073049,-0.044203004789260376,0.04774489077344941,0.024344097772386716,0.018841136767790354,0.11151473833550114,0.010333321548835254
ICAM5,,-0.014067680210191415,-0.023783948034899003,-0.007476052239054284,-0.062386368632470206,-0.048663572786380206,-0.08667838245578074,-0.021300100972264126,,-0.012191677450298328,,-0.026533510068803744,0.12869699785465008,0.021632906031052584
HPX,-0.026673136701471787,-0.0029161845836492223,0.016475185637655498,-0.022790041841140543,-0.011042747636368803,-0.018745603618583285,,0.06211669310522031,-0.02409168414162966,0.037442059444889396,-0.01761829298910481,-0.024417463235062584,-0.0202247933988835,0.009392673084610855
SFRP2,,-0.018668892095048958,,0.017723708266874874,-0.010369213062666622,-0.008293931002117198,0.027562653193219034,-0.021396058819318983,-0.05922287474983171,-0.02206345331930557,0.023111089555447394,-0.03697259457409867,-0.0544143216889798,-0.0013558940279524093
CFC1,,,,0.013918303482081748,,,-0.03197775978415862,,,,,,,-0.006383230015206607
CD70,,0.0063957072583589025,,,,,,,,0.021293627420709442,,-0.0391828650912523,-0.011234062862516322,0.16867169664889856
HP,0.007041576143924223,-0.03707500819823477,0.022235038048506805,,0.02403190425510564,-0.05456903818477553,0.07213970956297701,0.06469857171515402,-0.06101020463912504,-0.03303222480603941,-0.04648760985439957,-0.03328017999178781,-0.03416463900748525,0.018947564411002434
CXCL2,-0.06326167732015105,-0.03359287329182789,-0.02443960689786079,0.07434447618050431,-0.01227138222106289,-0.026051798388856014,0.0015209438493902785,-0.02158688440563317,-0.04323953915269709,0.004973816906490707,-0.023810203148793587,-0.013861827931287578,0.06797140084285408,0.11527504282946671
NPPB,,-0.03827347819247469,,,,,,-0.014035395331202521,,0.001901452968956315,,-0.02315399411063235,0.05281153777822026,
CCK,0.07235954455561429,0.036634057913387696,0.029713220652878118,-0.13211474878603993,-0.13061355174610584,-0.05449230776065673,-0.17459010992760218,-0.07069776729128985,-0.02478827079983375,0.030027938382482283,0.007752028806558885,0.07526095625959656,-0.030054653697381035,-0.1033798810465354
SEMA6A,0.04196305564984822,0.0522372472189317,0.010349319742320217,0.05343869267689391,0.14630674148594694,0.005918704048177922,0.0635852003915407,0.06565403752698758,0.03270886406889437,0.004669385184536955,-0.03967194900798303,0.028007221129173893,0.12871385290600929,-0.027464269553259108
IRAK4,0.01755237182680628,-0.058160924934748,-0.03707442134991706,0.03359901996657263,0.06628549782285184,0.010493267541864847,0.05202764171703746,0.008631834361475505,0.047118763262312666,0.10376208707016579,0.003349021062599374,0.02101573409638706,0.08234993769164244,0.007913772432624994
GSTP1,0.04826098397961173,-0.014052312916278942,0.011514732320706624,0.0940309270062876,0.14523030263219383,0.07245453460876239,0.15441205854670279,0.0362249494865831,-0.02751690405609453,0.1512708541437212,0.014692172367599102,0.03570165767834467,0.1183741507741391,0.0032542894720086644
VCAM1,0.00513778307590742,-0.004497612973760716,0.021208976571553,0.03328526694146674,0.10255126305088591,0.06477981553185161,0.047504026495663564,0.08147796932069439,0.06484676968579402,-0.008910442919447845,0.021382821659030393,0.023571189839633112,0.08280178344671202,0.08174287170193982
NXPH3,-0.05794415700113792,0.02648974566392639,-0.03250630569285215,0.007304832335260015,0.019762613752810135,0.005343890635686467,-0.005189327483353797,-0.0013337742748809427,0.029783448661819447,0.01990527482001372,0.05912651142545165,-0.013481133334759261,0.17971776005577875,-0.017066500287429624
MTMR4,-0.013683655888377048,0.036042844559771664,-0.029463718911636783,0.023280029480555187,0.05812206872486899,-0.03135088451194708,0.026386951906945223,0.010213836330566344,0.09388378731896949,0.07087120988730372,-0.003294561503208939,-0.017385792094685194,0.023153012128910102,-0.012343558785307908
LAMC2,,-0.02002867599644744,,0.016009948767498446,,,,,,-0.023199222338829383,-0.03509396449183166,-0.01503714194387727,0.04278491128788902,-0.028121210889145452
IL10,-0.025968403739643965,-0.033126018462532374,-0.029320239567306568,,-0.012418417274106105,,0.12703654769582257,-0.01256367424277226,0.020336869445420378,-0.024116664754773188,-0.004163328974279723,-0.017265433134288626,-0.009093440672355405,0.029525096488993065
SEMA4D,0.028183940234071753,-0.003863849141362448,-0.030173985388687444,0.07884000639502861,0.02321459947419895,-0.04256380650262645,0.031888361263577115,-0.024628886613245013,-0.012266265386674212,0.0604321232443285,-0.014845031703263173,0.07885274167415562,-0.011933127601926203,-0.07059020003347068
