,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
DCN,0.01387323820669869,0.04159147723234845,-0.04927178406861471,-0.030945778498833655,0.06230103900404738,0.05536474574502273,-0.12466011800256253,0.18202358918836192,-0.005826703373648526,-0.0491853554001368,0.1311924015536946,0.1047994312870871,0.0387035964217333,0.017725881107451522,-0.049777181338622384,-0.0627388105703809,-0.01833930033358354
RARRES2,0.05702934366668821,0.07359348497756846,0.09501140712378606,-0.07032617367643906,-0.007721461420741046,-0.06419156700249919,0.13659456479948842,0.23767939612708924,0.08767642275251036,-0.015851017936617178,-0.05412132653095626,0.13756487275346935,-0.16063814123482786,-0.14274978347692333,-0.032909552903079786,0.06257160627690571,-0.04827813128071727
SEMA4A,-0.0008377120610930028,0.051951425782519725,0.029613762945150553,0.11262206736702206,-0.04158394776611352,0.10280705390927052,-0.18955891201767303,-0.11929809364460808,0.02318992389681221,0.013506571066888856,-0.008402531460391202,-0.06642486267882772,0.0854481641772932,0.13791944954113378,0.03355516054083009,-0.021193212679255,0.06988069630296892
GDF11,0.0010946646490161208,0.0551544740594626,0.026245968755785182,0.042774343284357814,0.03092847987400001,0.0012107519207869132,0.2411881453479595,0.13021483661874,-0.04661329151265655,-0.06669869105051321,0.004537930568350262,0.022818803788463026,0.045988380870479434,0.0937846203011189,0.009416421784885253,-0.014754596383710421,0.0896861423128629
GPC3,0.054402889925176064,-0.034055812372046225,-0.02362208856803122,0.06622631520635824,0.026188359537295276,0.024133347125432178,0.3292413092852192,0.03996805027401721,-0.02567415937478952,,-0.048177627573852175,-0.035091850124384025,0.21164400784686394,0.28746227708962024,0.10977625934107801,-0.06726866314801598,
OSTN,,,,-0.02938197924197371,0.07946697124726682,0.015294216741223157,,-0.013980787164026655,0.00998399751929665,,,,,,,-0.05793059293355637,
GRN,-0.05263024249613062,0.057756853601997005,-0.0525025970486519,0.022946770406344477,-0.01735273846384095,-0.028886380418907454,0.1419320579788801,0.18823606628952053,0.0006034278610835145,-0.007027114324900579,0.09024297802003052,0.11204984825567738,-0.021542438163902243,-0.04193060187861548,-0.07706768614413095,0.02271174728148954,0.0640051542454761
CALM1,0.09048669125039657,0.052296046521853615,0.03696582861559355,0.08377188508495913,0.03319277845201196,0.09943129528599756,-0.31604370092400125,-0.2080329425583644,-0.033336892986230354,0.03565885286175476,0.03914965419530341,-0.04794838151295209,0.19364950437930817,0.24628285458606652,0.23769787144709328,0.0349339445713217,0.05837669057770437
ANGPTL4,-0.0039512659631539895,-0.04129007403202337,-0.0008119450675098081,-0.052224240518928565,-0.04473298712887422,-0.047606203686620274,0.04339208896156263,-0.009161608046707693,0.014565892098594527,-0.04384728794677553,-0.09047027266832469,-0.04304554848428388,-0.2241161825773302,-0.367853849225165,-0.14086715559188107,0.008085382283679974,-0.022295790477327212
BMP8B,0.027219852237377145,0.04216051982825139,0.003582831954161305,0.041951404609549096,0.05805298462147892,-0.01644434004866468,0.2415339818243142,0.03449720088157881,0.05319074180075862,0.15826197379413676,0.0700933524627981,0.048608420024664714,-0.011066924354248069,-0.04613254705884253,-0.019635298042564565,0.0523005036758456,-0.08863407461065256
TNFSF4,0.016499608828808323,0.004705334264300322,0.01355233266749073,0.03962476315028703,0.027705841745122927,-0.05314368051722783,0.07149413802425443,0.085362814994731,-0.015025179467843174,-0.025798315950707616,-0.00979173667322632,0.1681891556229772,0.07455656506557788,0.0666585812719121,0.04231698135118039,-0.012647535422725334,-0.0450327898360464
RBP4,,-0.003069599606215247,0.0014852490612129506,0.0679790024052862,-0.03160323591858602,0.12498365339114473,-0.11805589699947279,-0.0968587280776268,0.03818246242480703,0.06253219089592395,,0.06651556172257905,0.3102455040665968,0.3371193005514331,0.2854801930282928,-0.022131860394607048,-0.011471459036814458
DKK3,-0.0057315586911680675,0.04682825235773545,-0.10340159788101415,0.01863280315227728,0.009080487738142115,0.1279365351401277,-0.3088337845666751,-0.195534611764595,0.03321391547094652,0.047683851611513166,0.04773552845200732,0.03411329052049435,0.12219396709102191,0.1462627738253932,-0.0009298189205613388,0.006661435411848014,0.1377274915338071
COL11A1,-0.04256737900501999,0.02158356743303058,0.05125521771666618,0.018238655951184745,0.009995892395470165,-0.03280632355228816,0.30919671197836157,-0.023319395326952548,-0.010241957819327224,-0.020556723179628825,,-0.01313193979322181,0.015799246450130533,0.023689463948249764,-0.03468037318930423,-0.017764531506381548,-0.03400625034775619
COL5A1,-0.07129209181328149,-0.0027056584905385834,0.03583492167040141,-0.07350854412593115,-0.03882523273833065,-0.009928309919910241,0.21316975218674677,0.11018922546641395,-0.04227893091343292,-0.01864450214606606,0.03115698845558678,0.0676202548618238,-0.19039225036411372,-0.2655817345880678,-0.10765242482336104,-0.018700619350301508,-0.035023542866458875
