,UKF248,UKF251,UKF259,UKF260,UKF266,UKF296,UKF304,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH916bulk
IGFBP4,0.030087829798041085,-0.010912429433130305,-0.019898451371871823,0.04341608153847267,-0.008587231559574778,0.038231647492618585,-0.033868138888143925,0.011364284422033992,0.05781291344097631,-0.04028642883255841,0.0720216287882327
RSPO4,,0.005296129263700222,-0.027616789862478158,0.07114060209433765,,0.03462285823127097,,0.05519023842871289,,,0.05514642940288845
LEFTY2,0.05124076582599036,-0.014471883828009654,-0.04031378773949518,0.008334401310905746,0.006927131628860686,-0.013376616950381864,-0.018390054935917558,,-0.01658380656269952,0.009198389747784867,0.04347034375389489
PF4,0.009727456555369635,-0.013004431076791664,-0.012281978866631703,,,,,,-0.01321963652139836,,-0.02339957520906433
ANGPTL2,0.07311568615455664,0.03289492324322871,0.03787009010597613,0.05110227907453533,-0.022435999319989963,0.007355711567499361,0.010328131174883707,-0.07732508490921397,-0.004804492300884793,0.05294849522159371,0.026055812394999305
LRIG2,-0.002649117157539347,0.033116245947926885,0.04042172363009226,0.04842955953901715,0.06067573863218013,0.06223012547392467,-0.0004071663338794162,-0.09603256481724369,0.00036484569214343364,0.01733082119362469,0.010125411307949122
ICOSLG,-0.005092193817450921,0.044793935343223255,0.0019698157395705773,0.02717774026807847,0.019373127542745346,-0.010711136681629029,0.05179445899450281,0.03816016674913907,0.004399892257015748,0.03427665596224273,0.030297314762787787
WIF1,0.04400123056159871,,,0.002387112044664891,-0.01819100355420012,0.00196769713117158,-0.016972817616234547,,,,-0.01766373808522083
NPPC,-0.015276536748411151,,-0.004100602673532876,-0.003228974906654121,0.014008899186384541,-0.016953959568885336,0.029474798291730595,0.05142268169412091,-0.025012438542991747,0.038647496069034455,0.05678200506754442
LYZ,0.06380723188716107,-0.010459302612091825,-0.014681446071581727,0.022750763851468788,-0.001775426277284191,0.022104015425490002,-0.01843595534111724,0.06650327045825744,0.004469625766843067,-0.023196474427916298,-0.012207340675785489
EREG,,,,0.02518620382012044,,,-0.018917992249515795,,0.09522687560676976,,0.05058482587922383
SPTAN1,-0.016661880484678388,-0.007880766674127666,-0.0748305548596096,-0.039718997024920884,0.030697990235239427,0.025064983811371688,-0.015100172077019438,0.08416335968515785,0.020323027761246455,-0.011890943878877638,-0.026928471396232216
LIPC,-0.01747242916419254,-0.019572363786843034,0.004547443513372171,0.07348431915808773,0.050372821253760816,,-0.033881779316450526,-0.047955006730892306,,-0.029645903759097467,0.0052992505213511785
COL8A1,0.0059705795499043245,-0.025425909923511878,0.0007993652609515516,0.01700234374315614,0.03218800409599139,-0.008645497973584906,0.0174486351377825,-0.007509383956502653,0.05144249453842962,-0.013919608665944619,0.06132245998128805
GSTM2,0.004856707896024032,0.029336922196879812,0.012878284303744656,-0.04479550253733255,-0.011891183808840276,-0.003950641707621085,-0.030089299744171603,0.0072020321690600105,-0.030347232312543444,-0.04267502147327493,0.0891714855116225
SPX,-0.02825889372508505,0.036293701633864556,0.003910436376993924,-0.021247557650483962,-0.014110491656050807,-0.033771606963742644,0.06724071240621107,,-0.016413868456578082,-0.04093028715138421,-0.01346671248521435
MFGE8,0.03405260662185401,0.025315486923012647,-0.018396655616713598,-0.013273743974737703,0.022417272700847497,-0.04346540472234393,0.009836133516411173,-0.04475211665147077,0.07047615500860932,-0.007850095078265873,-0.014059735013243466
TGFA,-0.03408335500037062,0.0014814015447789425,-0.014361769329593885,0.028398728144595518,0.02021274733256794,0.030102692823502756,-0.06428565358636912,0.07648911005587167,0.07729274353927887,0.03046609573725664,0.04941747491598007
SLIT2,0.08173727735776695,0.01638223965174698,-0.012543716171307085,0.008372780975918837,0.0025462167926281,0.029012044663276417,-0.014485352224559994,0.04847677520010523,0.010088503453666086,-0.0054978227953655446,0.03072896921849005
PLTP,0.024189165458599112,-0.01786438186740137,-0.06714018175098058,0.0011988577583633853,0.028008515776280773,-0.013535064918374574,-0.03037500305161229,0.07529793560342109,0.05555675235389941,0.03517026231627117,0.049584185399039554
APOD,-0.04131908133940424,0.025141223028829016,-0.034068477346100225,-0.014759274513486745,0.03719304029548509,-0.01168196516046895,0.06417755864012575,0.10380161877385248,0.014821417336105449,0.006803293447146163,-0.06076473156932461
B2M,0.03474864531407708,-0.03707343453623183,-0.04647531501982699,0.03345538389040517,0.012895200111728986,-0.019984271581551628,2.7070059286282762e-05,-0.04055898712662765,0.047601633519519106,-0.06539085884810557,0.035050422170058035
OMG,-0.03235797115974295,0.05906038689810863,-0.057971810713910256,-0.01311078556282378,0.0011882204478495442,0.042605841073375506,0.043963431957745006,-0.012547924109207288,0.020680930278949308,0.06421519634803527,-0.05692577786816073
CXCL3,-0.03524376972368989,0.04474028690213186,0.10296207343892713,0.04405194746025698,,0.07303861954084007,-0.026631705166491257,,0.11287696872243982,-0.01792770225104445,0.02027531580356418
CXCL10,-0.03224060001272694,0.010599732926887715,0.018421403672979873,-0.0386868594720043,-0.019220949718982968,-0.019824830614950887,-0.042857291590299586,-0.10160779976422771,-0.017731364901402435,0.03862523010577849,-0.05419937016782021
RSPO3,-0.018688598552345767,,0.006085634501159393,-0.025776515450638655,-0.0466756672615738,0.023158924266883468,-0.04063019781544355,,0.06483583117731537,,0.004117000154113249
CORT,-0.002697467518473398,-0.02322509040284848,0.026818092475294295,-0.031283693371755836,0.02782028301920363,-0.04287791990746617,-0.04629190351219538,,0.014918273513460327,,
NCAN,-0.022405103042209867,0.08314461475649002,-0.06895504887555812,-0.03813713264487796,0.04879737348315465,-0.008763053650428707,-0.04991274284911002,-0.0688817680171143,-0.037635546432761596,-0.028023949793997555,-0.04514045529874107
PRG4,-0.020690505759658525,,-0.014077086665604548,-0.018455892520213468,,,,,-0.02041243801017474,,0.06404855337245084
ZG16B,0.015952133559727185,-0.015648719208558228,-0.016338180699488353,,,,,,,,-0.01996223750935889
TGM2,-0.014870879397636573,-0.0008331872346004211,0.011140486893333445,0.05955646718141325,0.022819834968455355,-0.0025665983253184586,-0.008791633621286958,-0.009426408156517836,0.09632641998228006,0.02919506364309167,-0.012159308822835143
VEGFC,-0.026270713281359433,0.011857875060514526,0.07687634787031034,0.024624387521954443,0.05069360689446712,-0.0011830383296922676,-0.021377248870534955,-0.07413550361599179,0.1157836088519672,-0.023646934684481997,-0.05396321025883178
WNT6,-0.022198354180961125,-0.014471884207817056,0.04188718486007365,0.04927046665144912,-0.014423120689874645,,,,0.005902146453175399,,-0.020626980450586575
NRG4,0.09626788839503482,,-0.017132458440661077,-0.026288005371156567,-0.017656566005040897,0.008988778096396957,-0.023815520183821492,-0.05325386395710291,,-0.01898814699548808,0.002717223394875867
PMCH,-0.014604784554083766,,-0.02373869027401907,,,,,,-0.019409389930635602,,0.08781058581819429
COL9A1,0.06252088690976504,0.033518596535312424,-0.017893602416343586,-0.045552734710258315,0.01004380313776144,-0.003836038598671403,-0.01865573643224596,-0.0019660766836257964,-0.056736336801226764,0.032425346818367846,0.04879210138966762
GDF11,-0.010104473139233317,0.036698897553155856,-0.01799507940326292,0.030741862288638636,-0.008747102960766494,0.05150543981366636,-0.055076800558629214,0.027522130488715237,0.0052729324487742,0.019960019054052407,-0.014153540809019748
IL24,,,,,,,,,0.20575405535490826,,-0.03467912107909778
SORBS1,0.0004753489484162797,0.032880970546043414,-0.01552238845817267,0.06430161864048138,-0.0038563302187175886,-0.0025907685949023637,-0.01871516530589953,0.05217461015391127,0.021847674777042466,0.009918173854333981,-0.019907903882781436
DLL1,0.010862623000575288,0.03899703208254429,-0.028225697430084296,0.02995549431039051,0.015675652689109566,0.02785945338721525,0.0433622037495663,-0.018232217597841528,0.01755896635377992,0.009348622154443853,0.09270677906850668
TLN1,0.032341313445988486,0.03181701327077576,-0.035536071738137734,0.057753792257255604,-0.007995353762964138,-0.018511625239318496,0.010447961215820334,0.04347339692609993,0.030983841834112118,0.011418186255249638,0.052267194008816124
COL2A1,0.025064381831370962,,,-0.01648391181256116,0.0786106456737476,,,,0.0855105361921503,,0.06320899162873123
SHH,,,0.06313663230111728,-0.04178783171493356,-0.017055466784873272,-0.014006906352538087,,,-0.006205523053830629,-0.0014978738465483714,0.11682931074299832
PON2,-0.028639584065324523,-0.044138869884234794,-0.11208748196340707,-0.03851880323791736,0.031888056803819655,-0.02004286409816498,0.07088685916436645,0.03264317183743434,-0.016173814818010057,-0.02973569286557893,0.032055453427606836
ICAM5,0.0544227055858292,-0.01862856512563968,0.02848972118352318,-0.04371524040254341,-0.010802813790740159,-0.015762386169704778,0.006566967907471276,,0.0002263203802604613,,-0.00403196867584444
HPX,0.009963720884010378,,-0.035592897763892135,0.04016583204150201,-0.014423121662815931,-0.01219924153515618,,-0.05533476082291323,0.07880593874763539,-0.025458225858118872,0.023147010829437844
SFRP2,-0.01829139910599952,,0.0004485454301471058,,0.033626598090459085,-0.056981522541785054,-0.03288800340632859,,-0.0021681955117208115,-0.0032094264080596655,0.020205306256971773
CFC1,,,,,-0.024371545904854294,,-0.01943264299438929,,,,-0.027447655409133565
CD70,0.03899765167907622,,0.09287839738892416,,,,,0.01032296338445052,0.0704077376455752,,-0.054493038602500314
HP,0.055663660135689116,,0.011448838964556477,0.04959809957255496,,-0.028118536184604966,-0.04384966319932109,-0.010721942372939691,-0.019441308476594824,-0.024318927340703827,0.06797444877175637
CXCL2,-0.027209004483564763,0.016414895735657038,0.03491899379599522,0.0019769318811249706,-0.022291558915430526,9.832033988387574e-05,-0.03948975976468983,-0.0524636091556846,0.049565163106185625,0.09029174944668246,-0.007604301701387174
NPPB,0.001986846817888025,,0.07855400660785684,,,,,,-0.015717295617010463,,
CCK,0.00048571640788322434,-0.028097262525815715,-0.03151589635383604,-0.03954713254037589,0.002198025889593281,-0.03737063498194588,0.009845325143998482,,-0.007006781111733905,-0.00704449724729333,-0.08507106294310465
SEMA6A,0.004365653803791795,0.017195894921866576,-0.038743397146625676,0.056337102490253956,-0.03646722048662879,0.010496071592496681,-0.012216135959602857,-0.00595819702844796,0.0029944502315117885,0.0494000478871158,0.13258400578178775
IRAK4,0.008247999051003868,0.0005408667015281996,0.014370326446132557,-0.015386314928947497,-0.009699667782824089,-0.01666665522423344,-0.016919480444790254,-0.025166522557610437,0.02715003222981452,-0.009250603567798414,0.047969623774288705
GSTP1,-0.020012779105282104,0.0360182376832269,0.01217766413752251,-0.0018454881105387235,0.04956871076780968,0.009413052413266225,-0.07386246737768441,0.01778167561631111,-0.007908626144328103,0.06322321579024691,0.03896156340519497
VCAM1,-0.03997445396198871,0.044888215537244536,0.003530950904413945,-0.004564651568152886,0.12658091132951602,0.000680186231574207,-0.015379168323347922,0.01890764993128097,0.07885158410660978,0.021063251694659182,-0.015159945361727468
NXPH3,0.029066686495213753,0.11432306643111605,0.00803426705960471,0.018025689495241283,0.0130527794206574,-0.030592594332224148,-0.005584505766308022,0.02393803110687541,0.026036067420963514,0.009279901425339212,-0.0011106198370520915
MTMR4,-0.01421495147281085,-0.01550815796590485,0.0332268407456868,0.012545953608235587,-0.04473105104543762,0.07072951657670934,0.04978587554983783,0.00537268499365502,-0.007316243603762039,0.057287915999268454,0.02454830633900274
LAMC2,0.010419962421336599,,0.09109095489985099,,0.05780617700396997,,,0.11359254614772318,0.07808356414169598,-0.018358602975010213,0.00412153540594429
IL10,-0.029435316872523893,-0.02072839360352574,-0.0031067456078060717,0.03227723627445466,,,-0.0369814338640198,-0.03695097627082195,0.01897630697490414,0.011231172065219234,0.0666780896696952
SEMA4D,0.005375085013423005,-0.01318323060602646,-0.03243494559914951,-0.03980088805221435,-0.00026473783762583195,-0.030083148150272628,-0.030012644832858412,-0.01822922545471838,0.0390215879418254,0.06480459846623982,-0.011570294060168905
TRH,0.018684379374721657,,0.01628332454244008,-0.01622141897480465,0.07137593789113199,,-0.030262096568852245,,0.053575610728434676,-0.0010477224188459825,0.06777223312421934
SEMA6D,-0.004678434471969499,0.04133905180007762,-0.006589068531879442,-0.07674095786755673,-0.02207846846076388,0.01211396766732598,-0.05745397836495,0.005573909656524258,0.07944696153439645,0.03899714371606409,0.06712518920067229
CEL,,,,-0.03200316990642375,,,,-0.039647541579819374,-0.02123868266225481,0.05775378752986317,-0.03191301122687269
PDCD1LG2,0.0095747361709036,-0.03736046867909915,-0.01718724968724897,-0.02602246450339673,-0.01387788386297897,0.02833318627580987,-0.0433243129774216,0.014024121075324462,-0.017469926726010502,-0.0027298668326412893,-0.02717312406712619
SPINT1,0.041233536169198406,0.028665391463866263,0.001768681349276495,-0.043267393708034674,-0.01795019992896292,0.09485863547247535,-0.02938974479116301,-0.00484046473272257,0.04325290974695177,-0.006271586282478476,0.02412145183759163
CTHRC1,0.06260532865044095,0.03803783202235154,-0.014186897683720152,-0.023239185697296154,0.008951405862157199,0.02734187939000442,0.013608405380867859,0.0310984416161786,0.06870578556876071,-0.00636826283444429,-0.021109142923039035
PODXL,-0.018289883497002758,-0.020572415621568543,-0.06781569743572306,-0.024499401760918204,-0.01027867664869534,-0.02119192780011532,0.00012310467171157028,-0.019781927927332563,0.0414269673928057,-0.040024401675473296,0.08311203185919758
JAM3,-0.018475555074541884,0.042249965796531765,-0.05691836602911683,-0.006344696187083161,0.02319385299297302,-0.014764941464005895,-0.009734435174130205,-0.020646777644830465,-0.019108493199028527,-0.014095209416255866,0.026775208563023616
TGFB2,-0.06926433507374011,-0.004551604342618872,0.0035081259055628825,-0.049228275519490806,-0.05789815785504698,0.04924777890184121,0.005121349320952564,0.04612837607865011,0.0488911293773315,0.018173435691876492,0.08352826274336746
COL18A1,0.03584057396780312,0.036220531745566845,-0.07737299794359441,-0.041519326588495636,-0.016514984314646326,0.07424873973626206,-0.03067421692066905,-0.007531038993906182,0.05781503451984187,0.004046325404505867,0.005069361454689043
NODAL,0.10576379172531876,-0.013938850853343496,-0.028809299636269856,-0.010230303904924059,-0.028806760453706927,,,-0.10428487887082684,-0.01606900173098765,0.01030263528193062,-0.008674545203738797
INHBB,-0.05291463232624066,0.025940014774066895,0.018721314649446798,-0.06392037180168703,-0.023227693390660994,0.0391309573095313,-0.03363830571376298,0.017422185527567753,-0.028215069912298087,-0.02909860246171474,0.019197363689188705
LCN1,0.08157805453043034,,,,,,,,-0.015175139671138246,,0.026336853324294834
ARF4,-0.00625264363435275,-0.019461374679660633,0.01743515466328896,0.0018549853302828481,0.005586218783934358,0.004793105547469735,0.003667202881224157,-0.01786922366614606,-0.03677639858415141,0.016624334996483785,0.0678103544975114
CXCL14,-0.0032590305826203886,-0.004157932606252311,0.02112719650067776,0.04508883342502739,-0.02704839162804912,-0.02500283338540192,0.02471174384055673,0.04375578545805484,0.041249679967489565,-0.023665729211689156,0.029545684780641544
LIF,-0.011236158844275427,-0.017638816152885622,0.08904004935936535,0.024340358018976875,-0.017508067267325237,-0.014462479342999685,-0.026439202823665478,0.017570758295460738,0.0516129078736516,0.06964422868862839,0.07877521778041265
IL17B,,,,,,,,-0.050850865578325154,0.04301609804300712,,-0.023689011766621144
MMP1,0.05006098187177492,,,0.029183922780146573,,,,,0.04261651261300978,,-0.034070644386746125
MATN1,0.036345751263716856,,,,-0.01690212665835135,,,-0.021120352940232855,0.0034890546277993573,-0.018570614115576423,0.07093211269106454
ADAM28,0.027156555783893137,0.03470793606520723,-0.018011173469939672,-0.0312654256786453,-0.0033300639681747707,-0.018127827051032587,-0.019264412178885457,0.059700773622672544,0.03925087391208527,0.09049811600388834,-0.002841325379166468
TCN2,0.04338753825901483,-0.03233560724615678,-0.02324473773992012,-0.05271134050323355,0.022908498171858305,0.012166659219165868,-0.01982235601362547,0.023734277920604722,0.016541456017931357,0.02162009462426756,-0.013109839973868302
THPO,-0.00962693322524089,,-0.029677286454957354,,-0.024035561086946593,0.022778648403020598,-0.026245487045953354,0.02575704818268898,,,-0.017069833687113956
CUBN,0.037916386965674655,-0.033574520398732426,0.0053314646944220626,0.024580470800603743,-0.030068395001731026,-0.02162450181684186,-0.02018193989600203,-0.04571218957993958,-0.012288508895736005,-0.017755954916797562,0.04292936143366924
TIMP3,-0.032904488885680296,-0.006100839962150927,0.04033367704793358,-0.08257712421451424,-0.013417740089010245,0.008767944371173701,-0.002759247667158148,0.01184242477483314,0.03312038776275682,0.02698066155864233,0.02948994537803222
PIGF,-0.05848573116449714,0.02498591261807722,-0.0038399632532462153,-0.03100639842054668,-0.012103026924446548,0.0627141474203759,0.006060108533007729,0.04786916338426556,-0.023359941489341816,-0.015896509914250186,0.07943489105403012
CRH,0.08690566330569732,-0.017493221066491982,0.053504520572829756,-0.016483914837093928,0.08965951649833756,-0.0048334387719231,-0.02251487333457388,,-0.013161891947505708,-0.013771129533177861,-0.0029895191725883793
BDNF,-0.010451656389747464,-0.015648716225778667,-0.030175830819617278,0.008812710043927932,-0.0011942878059847603,-0.024481990435716174,-0.026050527749098638,,0.005429846304090388,0.0007155631301815445,0.08522369221745438
CCL5,-0.01491155009731213,0.008003512724903789,-0.005601149002487145,-0.014097826190164808,-0.020806338835535187,0.041935799476264,-0.0448192636328303,-0.0035489092343351505,0.03890850656619703,-0.003528586274598779,-0.0663928953366371
GAD1,-0.029213577786811582,0.01376109105024375,-0.020416416388610144,-0.025329884181357485,-0.026353677818481858,-0.0028759785956883233,-0.006519584636930611,0.005584174266798642,-0.024668790767721497,0.031781183892060166,-0.010534361119501534
COL14A1,-0.02220021214622665,-0.02182933238279154,0.07661392073902037,0.023263657638485404,-0.022050100218129778,-0.019712847829750232,0.05750362655882868,-0.062455819447529586,0.06411860131727722,0.10409959344313464,0.059287261686440204
HLA-A,0.017923276897110266,-0.020296334748197583,0.04822719491055922,0.07344900205803338,0.036473675326896354,-0.0338289600630258,0.011879003180740186,0.02096843957024342,0.03845124497107148,-0.007186548502790468,0.0342999539116889
