,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.02276022466002664,,,,,,,-0.025049567953795517,,0.004399816872329222,
BMP1,-0.0017035962225559398,0.003250587509738048,0.10848159976649992,0.04418811836373099,0.03206217104722882,0.02780846241487065,-0.042118159746398307,0.07696356349883161,0.15682208364065678,0.03465848258642928,0.016706022289086898,0.24688772585292976,0.07260330053366211,0.07004754944972026,0.06758024908193398,0.049807633251189115,0.04467274195509183,0.07752731960784602,0.08523154766582507
NDP,0.027927118166211757,-0.03420921054356176,-0.0282771999902507,-0.007744882611775693,0.03874094959388293,0.04856271659191691,0.03063158048660206,0.0026956448398473224,0.02140385796154895,0.023315210692680638,0.06671564508837344,0.10360482690740443,0.018464422464089282,0.07198585353188579,0.13342654792625266,-0.03273920898600934,-0.00714089403878048,0.04389091070550416,-0.0844117903469397
TNFSF18,0.07442830226888948,0.2166272671254466,-0.02464068485489096,0.0015603141712766644,,,,-0.02355777434726141,0.01096451285972855,-0.022926450304235967,,,,,,0.05455032314626414,,0.0021954775390928064,-0.008119401805367663
IL36G,,,,,,,,,,,,,-0.02349728796989652,,,,,,
RTN4,0.06359875013596714,-0.028531510216851554,-0.01632018132648304,0.03349648069286601,-0.017022389996645675,-0.007703141697863686,0.01844129420218331,-0.06393939141277365,-0.09997003818928475,-0.02725475146721134,-0.018139159950845325,-0.09642425702691085,-0.0689425906748115,-0.06131884694336107,0.009507647170229224,-0.08676259739908172,0.011774347997434967,-0.05466570923185077,0.07316281873481452
HEBP1,-0.030594077831295585,0.06414953607749996,0.05713381041671432,0.04587184424990292,0.017606943190253067,0.02601315208890876,0.020021784308429803,0.1104852236321954,0.0605286439628965,0.013551742141920477,0.00788586553590594,0.05054619401965461,-0.02785355644666545,0.049781698010118024,0.06432063075360091,0.017074302272195738,0.029945076738678394,0.07358293374498469,0.02621853467562017
WNT7B,0.12445928481616902,-0.07857731290486138,0.004660155806739281,-0.02217583362400949,0.025899107201728482,0.05804214861245659,0.04209966810169428,-0.02949101711100715,0.02398614248150432,-0.047572014076505915,0.016059512925108713,0.06218198726845405,0.04035849019916508,0.05099680773260335,0.012889295470003158,0.05101508186042192,-0.05942509196537762,0.04219666565380332,0.018720518638160162
PTMA,0.09122640343047966,-0.017705991837961326,-0.05300186463961545,0.025949819875768165,-0.15392992208203524,0.02761658213286872,0.029054751135880616,0.10646715353190507,-0.10022362530665671,-0.05965537053626409,0.015776344708628567,0.40289090023045554,0.06393924835232934,-0.11932408566490524,-0.0953473456189324,0.06467231201309666,0.015702858360651148,0.017742636165743685,0.05994960611054098
FASLG,-0.03668614270730649,,,,,,,,,,,,,,,,,0.013340675425140065,
CEACAM1,0.035495539257964975,,-0.019754550052293818,-0.01701861851984762,,-0.038415695083937725,0.054892239262524026,,0.028288351079236856,-0.011441372980952354,,,,-0.014246665440248496,-0.02286985971580376,-0.037119578731018045,-0.028964370029276494,0.07210234491621807,
PDAP1,-0.03392787591156741,0.007349830070755011,-0.06892085852990601,0.017478853255435623,0.011043530610392437,0.02401757813954471,-0.016315533553599174,0.09247390923994422,0.08512758231278723,-0.0028467319180053557,-0.020284030316592386,0.2923113532049678,-0.01566077576257142,-0.02371635227686656,0.011207294255491393,0.0014312871114970812,0.003295095990716652,-0.017852021186544265,-0.025335770118828854
QDPR,0.1780722131314641,0.0659258371921556,-0.04010730069733908,0.023796050927118298,-0.0194165126728545,-0.0097716611653848,0.02300982348945901,-0.08440725662540405,-0.16877939518402918,-0.04108296037353313,-0.0695015037577137,0.2610992245552565,-0.025154643984804083,-0.053998686355875965,0.01628905251681751,0.06746913134514179,-0.057966034479493965,-0.029873641734994634,0.06053707763479924
POMC,0.06771809533805871,-0.0635674265833654,0.0952042042817642,-0.030239369915163426,,0.014624274945008427,0.02374266442735206,-0.007322755119479265,0.08769046023157191,-0.015801032772235404,0.04524326666063869,0.022891998909304802,-0.022781773311968297,0.003953230067107387,0.11852902398151163,-0.03798072046914109,-0.02363776948029258,0.07079409270040297,-0.023116936974859156
CCL18,,0.08394285802295276,-0.05948619913810024,,,,,,,,,0.26828511150442935,,0.019603853926787068,0.0574648610664274,,-0.012650073731102569,,
CCL17,,,,,,-0.02226621201215687,,,,0.0013184899722246315,-0.00770647751525426,,-0.021465439648279756,0.16860621511441445,0.08924625710701163,-0.017152356993236258,,-0.0016976100020279611,
VEGFD,,0.0715641738967604,-0.00418331987654431,0.029240633932822967,,-0.024807019033111218,-0.01890808728779341,,0.021421287408577842,0.03580571951069603,-0.0154348486107712,0.039861406424751056,-0.023005176527352348,,-0.0228469929134605,0.10332348729796226,,,
TNFSF13,,,0.009611559286858574,,,-0.015358734713446004,,-0.022846126687891734,,,,,,0.09016966924925075,-0.007105516524395704,0.05252083774012664,-0.02648682509612987,-0.03420441204975797,-0.04307060676648693
WNT5A,-0.11173085038757251,0.11513971021521381,0.06299893669142562,0.02981907953006535,-0.041376450423284056,-0.042566739075301493,0.002174100750567495,0.13530600844261723,0.13952693128709118,0.006881686559364948,0.05427279537743529,0.10311187786180193,0.10377200710804599,0.091866921872659,0.052853444057262874,0.0701805983818474,-0.024089387977418157,0.021607109546764945,0.02417982851325602
CXCL8,,0.03145953298246384,-0.02087715326622925,-0.022824013678421025,0.0735776767619147,-0.05642927718225994,-0.05945585576126731,-0.021221626550186196,-0.010634023796321302,0.010174559380541076,-0.014373602155879624,-0.005217053570603284,0.08134428365860734,0.09226630414711123,-0.0062866719931910535,0.016741643760878278,-0.013025121836462943,-0.03630740402521034,-0.014416085397525208
GRN,0.008741326844979433,0.036607345909544,0.17839045749990323,-0.0006562899875823451,0.015624635856801863,0.059613799037287536,0.002931936580978823,0.025155357348487752,0.07505836650895308,-0.0011999370384817598,-0.03686439725402894,0.10119370880784981,-0.0026666708437085834,0.057197231206480126,0.06788018161471425,0.03432621290327391,-0.02521830149767634,0.0524732719318415,0.11056618581853984
MIA,0.06738972978083238,0.11929645114819798,0.03255888954475628,-0.02167809325014184,0.07676992562327302,-0.039861616992711034,0.012755899901419504,0.03913610908014557,0.020863305189903883,-0.03052881131069501,-0.017553889745901555,-0.01721886290100965,0.04569018094564641,-0.027121141470139006,0.01753104288764654,0.0057173116079017846,-0.02452823733860986,-0.01252608103064718,-0.03361876915308414
COL4A4,0.038792747252256635,0.0329326505931979,0.07603106573986008,-0.03645609610178918,0.1150507073746619,0.010037703443626688,0.05523070568372273,0.07984625885411176,-0.028761437903296626,-0.029852756700276355,0.010924938042594376,,-0.03056261308763141,-0.006367275147999956,-0.01795916222724149,0.030005191273714055,-0.029338330365470976,0.010886024920890785,-0.02493494738420702
TAC1,-0.016051373680134973,-0.01814439827953605,0.04304200507632202,-0.04744876414603093,-0.0633771967980475,0.010312766496749087,0.0284331532672785,-0.09629728577493848,-0.018854028926702474,-0.04513462780955254,-0.02961640239741886,,-0.05416334660385384,,,,-0.006346127937199053,-0.02759587666440722,0.0320963695324521
RARRES2,-0.1756086725034585,-0.05935923145938747,-0.046872216422985016,0.04495911192286117,0.0862849172385304,0.02727034849854507,-0.033281612689515815,0.026625699607226494,0.10975216153292791,0.002173736504199218,-0.04916131689100065,-0.15149238382650043,0.0837821200361865,0.08079324943035993,0.044439489703248694,-0.04161883630944606,-0.01952577463466281,0.07751857270473538,-0.015320992196994242
FGF7,0.03918625471479929,-0.006519989317677092,,-0.0037391921685349357,-0.06611985617734156,-0.02404519726862512,-0.02526563083784206,0.07578557180464003,0.020292264709918097,0.02618095257717128,0.020442359715296676,0.05188184604674434,-0.039082392670493286,-0.06323214493021946,-0.0666183446850518,-0.0021171152252565306,0.022692756513517254,0.03302122337875892,0.03845506239810632
EFNA2,,,,,,,,,,,,,,,-0.04057865324049212,,,,
HBEGF,0.02597310094526366,0.07771739990304555,0.11282822115537124,0.028237709354223026,0.11562813937746759,-0.030221159469658674,0.025342459155786205,0.05828754399513421,0.06942277529047051,0.030574270506316142,-0.0319190749095204,0.2472696245649208,0.05354364989816391,0.06311832034623771,0.0022351893963757996,-0.06157164084766802,0.03841074214911459,0.032255379631311844,0.08203574607367699
CSF3,,0.11508719519559178,,,-0.008162778209357369,-0.026539383259835292,0.015889735600931126,,0.07229578139210731,,,-0.08555167572866165,,0.13134146313302233,0.03724118386657178,,0.02709188143577554,0.0520894742790201,0.122402588105097
PI3,,0.051017412400579935,0.056240802369175016,,0.07500209038621082,-0.045798963017328824,-0.03041587711289151,,0.08649013524465655,,,,,0.08744582876210279,0.024349433499634157,0.10543880217228077,-0.02011299807659991,-0.03864213614033089,0.03779687576589119
PCSK1N,-0.11746488921683368,-0.010787160160648995,-0.007483299914553554,-0.05893519562850236,-0.07607880590281504,-0.02065130372212338,0.056023313997429554,0.022312302754139143,0.018465510041113405,0.010196480376029536,0.018689244222135536,0.14932484535123047,-0.04644924770539811,-0.08753105377979448,0.006543866318736914,0.050615311562664266,0.04845599254229539,0.0006939542673299862,0.002765890037681911
NTS,,,,,,,-0.04183480012118365,0.09102813748707766,-0.025828178550223693,0.07236558127530354,-0.01486722683571472,,,-0.0231383640629338,0.038078702187253795,,0.11028415807889297,0.0338007817122584,
SFRP1,0.06130817899408613,0.04975809141627759,0.053154869571076804,-0.029788449278452048,,-0.019428130649647726,-0.021570853152793654,0.008142459831571462,-0.04253586098088116,-0.0038509281722125597,0.03325820103486053,0.11262761770212204,0.027607555124730426,0.06293577047887541,-0.004234825915442359,0.08128901331357666,-0.005535526599363578,-0.018681616051917038,0.006771455544227367
CXCL13,,,,0.02026463931541586,0.07273787766456383,,-0.02137699094679703,,,,,0.16722910749852657,,0.1829507068252475,0.054744681893182434,,-0.006486895861793749,,0.07306809176356978
MICA,0.007796325083254446,0.02917949624061614,0.108019364384776,-0.03663763351256255,0.06379075224051058,-0.024981660480719963,0.014844807494822707,0.03206951580114984,0.0673524390520197,-0.005494037039259101,0.03558397927544816,0.10103813475194054,0.0014857938804138057,0.06573213514130324,0.10130547149816253,0.08033980095293092,0.0137771046193915,0.04732377201472591,0.02104420083913939
TG,0.021944023495704075,0.022406599441746392,-0.010720157349490937,-0.023141892202465007,,0.007248679243642902,0.09097190189820127,-0.0172976961149834,-0.0016855527883195718,0.01093814371408607,0.039804993009289455,0.0644916817276903,0.05443327105013354,0.03732456790183498,-0.025996566186808706,,0.010170883684282865,0.005908335633045626,-0.02837533580643914
ADA,0.014710095252410913,0.009246883737818382,0.05014012624301386,-0.04025413253689005,-0.053251397883846814,-0.04419787003572509,0.009633768652762085,0.03701748002208667,0.09030965023431756,0.019907833829098765,-0.012943321373665764,0.2499933724806444,-0.02850845081676774,0.06796868418356278,0.07114420263840607,0.031660520148082544,0.03178239535977011,0.06042469276369441,0.05504712962156171
LAMC3,0.015086533431284367,0.037369785857743275,0.1687581626931669,0.04513307269162461,0.042445462157598986,-0.007006553100257759,-0.0006822034458133602,0.007090309508954859,0.17062499827304134,-0.008051979355732125,-0.017803156173487312,0.173913218756125,-0.003969314854060399,0.08140218049495983,0.07473791768211507,-0.009554916887966601,0.03513434165249749,0.02544073228254272,0.12778118081796047
CCL7,,,-0.03783824791299662,,,-0.015158406952664412,-0.028341943223455145,,,,,,,0.039809272216917005,,,,-0.02315985641233968,0.04067716771470546
NGF,,-0.029503189199402095,0.014816293487381322,,,0.0011939761440357979,-0.005994229306634174,-0.02922883553333237,,,,0.19266135814990754,,0.049842849315939436,-0.019123034508262568,,0.0907029179350137,0.04934769959301889,0.0087568373941494
TNFSF15,,0.043547017501850624,,,,-0.01687962752997882,-0.02098427858645583,-0.00461285040040545,,,,0.002198255478765514,,-0.036725908575989674,,,-0.03511315631277722,0.006991084948142967,0.056612955102723024
HMGB1,0.15532631206841122,-0.0270879862883,-0.0902862102308553,0.012630686629255698,-0.08179440868562302,-0.012224438410307889,0.03109419478368141,0.035610727614447536,0.05748592958104345,-0.041573156348287135,-0.0031241583171125677,0.3692430989590226,-0.032464354115590496,-0.0972603785829426,-0.03062695172253949,-0.09283610650286311,-0.02090995838668877,-0.02813438377318184,-0.020817907825593344
ITGB3BP,0.04132573052479607,0.03389289350273755,-0.039595322309358895,0.015681185405494926,0.038805202943715325,-0.0005336148047646531,-0.003510141330622023,0.09661581791909418,0.06586887027788506,0.0013692330864174952,0.021514671937929136,0.19107414340166765,0.062082338199521046,-0.06548421142694034,-0.060625390661713345,0.021776247373260695,0.02339361189520279,-0.014231435760498417,-0.030239061251578762
AANAT,,-0.009199341615635116,-0.04828393599428841,,,0.02243674627475141,0.0011610201320069887,,0.04241789175573908,0.04918825594369457,0.04843221875016454,,-0.01732075558804128,-0.04952291536567194,0.03403929197452217,0.061178510834657675,,0.045164673294090074,0.012456696611951803
RELN,0.061283610789850514,-0.004110257339542727,-0.06090280290442216,0.011190651770743998,-0.05743692764919689,-0.0042825129110352885,0.028279821498762698,-0.010009179741185694,0.018096441719796415,-0.05703755162272684,0.02944294125123503,,0.00036978592577591407,,,-0.04060284910492064,-0.024618959087519366,,0.0012509691837353204
IL15,0.02650559344704791,-0.0518828792003515,0.05335070406797131,-0.00787270010873939,,0.005382738315191295,0.015961911070612074,-0.025253397318013952,-0.011752601953817199,-0.015824671460154056,0.007817804504466447,0.06426190317202582,0.023888428383957026,0.0010369212099996666,0.04137216734913188,-0.029643970296768542,0.020192812732905213,0.06456616503765343,0.07194911007147167
UTS2,,,,,,,,,0.08111533063964997,,,,,0.010486975834083447,,,,,
BSG,-0.06949508245677659,0.05647672441591459,-0.008191781100069708,0.04700883003744533,-0.0015106815699204004,0.032217967249038734,-0.014094533613506443,0.005762807585203004,0.02055815117644889,-0.029635995290442838,-0.011471364319199233,-0.06831628062051784,0.08346859046478779,0.057159321544111734,0.0532222718463702,0.014692703113625262,-0.014650539099238384,0.024166285018201044,-0.011400903841422836
ADAMTS3,-0.047745164700141805,-0.00535114117299859,-0.003325296387288353,0.022247298643960647,,0.020538043480392027,-0.024781692143194273,0.07224705954338352,0.15015300193817582,0.04129809890380549,0.02387586012966132,0.07835362602141753,0.058591368254200665,-0.005185177145961377,0.04617358625751276,0.029184166462660407,0.02912030685033328,0.03155231869946494,0.0050194122614834235
CD34,-0.015387574321016912,0.022621712524636614,0.14897408673864437,0.0033401288774047868,0.019565320812429718,-0.008391558448056835,-0.010115025980692536,0.050760428267871145,0.12296842046117726,0.015734957625913325,0.027062274044719448,0.3215678241645758,-0.024465518377397993,0.056123053839281664,0.07391034303613882,0.029655116572627874,-0.004936368698844508,0.060460222218671915,0.11724784033863013
CCL23,,,,,,,,,0.040019801398046936,,,,,,,,,,
PLAT,0.09476021487704919,0.05364198539471421,0.041582002850038574,0.032083433247968404,-0.10301488328278652,-0.015832835035843533,0.028041335416598243,0.10358426371844077,0.09825665125847234,0.02583879770997038,-0.005478785321262541,0.10248786599896416,0.05741596573813429,-0.025738539116469443,0.025577921294599387,0.09387707648462788,0.013157119769432164,0.045538517406779805,0.05936488557914773
NTF3,,,,,,,,,,,0.03292381802363559,0.0516583041876237,,0.025552063290483904,0.05965321647467308,,0.04091155352636418,,
LTA,,,,-0.01701862026626271,,0.03972375427657401,,,,-0.024950572446272502,,,0.06048735092753565,,,,,0.07043898719028563,
CKLF,0.029035958562796588,0.009087890378137295,0.032256839833619,0.04464978003549828,0.020614386133985522,0.06537356200911444,0.038585088929456245,0.06256584663705145,0.11357706094683012,0.040143561167256286,0.01391294582920209,0.2083838782190853,0.031522058716766735,-0.07680882052003961,0.01741316388905641,0.03238328785545894,-0.020828855560147592,0.010358240176392718,-0.04341874084673427
APELA,,,,,,,,,,,,0.06066961491270826,,,,,,,
CD24,0.06236117807553265,-0.010011295962451856,-0.01253503174797816,0.0028953002520935647,0.012931044174697887,-0.0049963836993270755,-0.00020602207604864702,0.08678295440915457,0.0559894413184571,-0.0025607843897765465,0.023546652162135626,0.2430931616067204,0.07129948847180884,-0.07763978784217408,-0.040245661890194455,0.05567619973842477,0.020352157394357636,-0.03505965344351047,0.03425116073395217
HSP90AA1,0.08551610387473606,-0.0033033529748824793,-0.08225287430165604,0.0189516974120053,0.004022935401093535,0.034446917400243734,0.04180302213189173,-0.08185690217477003,-0.13664545570885922,0.07350763038031116,-0.0546558805971952,-0.02403536274519282,-0.03422568487167941,-0.004819838320674343,-0.02621395582852641,0.025969198952055454,-0.028333040959985012,-0.03258353426736379,-0.018073551466326
BMP4,0.03775152402634382,-0.007494535421421923,0.004783529924814144,-0.018040735113855375,0.06547795110187112,0.00481913578208397,-0.03669420300325355,0.09099704735087581,0.06552266123705458,0.00016291283773948426,-0.01721674131336499,-0.021085162403750916,0.08442087666409476,0.0466292100528619,0.05537351051422614,0.05935778418887353,0.037652470631566896,0.05975206188231957,0.020618352540216715
SCGB3A1,,,0.0179226092717938,,0.05744578826408342,,-0.022517200978361768,0.013084547996350383,,,-0.014806878513408835,0.10217987556170187,-0.018634363458107307,-0.002801430112808634,0.03744290514453488,,-0.013358683850289122,-0.0038625672568040176,0.03267676285975406
IGFBP4,-0.005389141375206785,-0.02302717944195381,0.2368234587443721,-0.05610148937066102,0.14069266166033162,0.0006361210429166483,0.0007803493502946431,0.10672762834773063,0.17202184338634566,0.01792055980383464,0.04627909696063807,0.2518332721966088,0.01355423509181669,0.12038730091220255,0.11032372784852143,0.03888684489298721,0.05830053412493236,0.07401933041310382,0.15108276496672382
RSPO4,,-0.03604117038540065,,0.05669125125702409,,-0.01980898391427925,-0.010958027895923192,,,0.00810142704016256,0.06312199949528431,,0.0012267121134468724,,,,0.046305512482198635,0.007068639168949791,-0.01634859542505262
