,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
LEFTY2,0.09903241648924681,-0.06036919353408609,0.0853974863447847,0.07574697706410449,0.058337808702247106,0.03716763264303856,-0.04033818516505929,0.030726575941704675,0.10798442779327189,-0.013431561291740989,-0.016235921007184823,-0.05323582377199696,-0.03296696697790358,-0.047919983784968694,0.08304780761380572,0.06288299083987614,0.025433274341016852,0.009636628959190941,0.03762665164655672
PF4,,,-0.03925110435743703,-0.015480748204585887,,-0.013225411427775603,,,,,,,,,-0.025963799505605897,,,-0.020016588459139267,0.019189014420096077
ANGPTL2,-0.0031145746074048622,0.022531298181722875,0.057606845326617154,0.02735515018852249,-0.06963575812420457,-0.001884459982627377,0.03534777173142126,0.11054927469842446,0.06946225861234404,0.011284934423351049,-0.0007558725187537044,-0.09981318136901327,0.07500410788175704,0.022027086790685706,0.005465212384636404,-0.028048950924586043,0.06007481856055271,0.041922195714622315,0.06702484062771166
LRIG2,-0.05924934658810769,0.015819386669393573,0.004196400885382981,0.0521265341497692,0.016223319019746413,0.04249056590857732,0.020222709178057133,0.05897881564303919,0.08605794646856268,-0.007458752632529415,0.028660003094658843,0.11288059986695217,0.029203366156968814,-0.032612849040948674,0.036775374278016915,0.015179587890932284,0.023644029192877954,-0.00017269913738015183,0.0206979948199225
ICOSLG,0.062212783406514774,0.03729190463992258,0.07072497756230446,0.00916920131842711,-0.022982320754948063,0.017020449480107343,0.004318372612017663,0.10100609429526096,0.0850888710043447,0.002727621203449247,0.0033794369051159045,0.08239484026021653,-0.020242693580868824,0.0632561032200819,0.0254545667678884,0.04067299319453958,0.021497110542690226,0.004695008609595511,-0.025562792413052367
WIF1,,-0.06880815522284592,-0.022049848295219627,,0.09540853799591291,,0.038924768178904154,-0.04944281309607207,-0.00897708781266588,-0.022393301747903764,0.013010661057312212,,-0.03647832721434171,,,,-0.027034876161549613,,-0.01923391598864522
NPPC,-0.04097756250138922,-0.006226014634555341,-0.022794760069723412,,0.013971726237750386,-0.005949325561439993,-0.027235092483793008,-0.02350561014294231,-0.006096660931157723,-0.016591716381432906,0.00728817814762025,,0.08659257804504193,0.007151590428181542,0.06164158348957742,0.05399586723420706,-0.0005162971490062329,,0.0394078032565857
LYZ,0.08743225621400906,0.07798048428835976,0.07478374814137459,0.013129081152025749,0.005006928939147999,0.0016722945573817453,-0.0440069351950384,0.026426514804075638,0.12810705259924943,0.003918777984221591,0.007318039096687307,0.10635406050426943,-0.03033822729400493,0.005040179532633078,0.012119054987535651,0.0031410513428109356,-0.019272872999157673,0.016836872547277292,0.00440014192874596
EREG,,,,,0.07862566021956015,,-0.004413375952768443,,,,,0.023474233441978444,,0.12803223793292828,0.08172632326061932,,0.010111348911287276,0.022153625030650676,0.1187552512861577
SPTAN1,-0.05576158896654422,-0.017961516443841627,0.017945418765591695,0.006409397871765311,-0.06403275700613689,-0.02313299038268254,0.029327830171727087,-0.03237812874833376,0.04741730838598093,0.005734604706681009,0.005362971062297206,0.20766687255982924,0.010483288791988517,-0.1280608496034791,0.004042194256660465,-0.02102531422442883,0.0031317134337811776,-0.019398738450949558,0.048638739815281315
PTH2,,,,,,,,,,,,,,,,,0.00872195692201565,,
LIPC,-0.0053112696605821744,-0.05204631813057628,0.02567168968693635,-0.023299353409885912,,0.039034250372275425,-0.025161155353455616,-0.039161543931324615,-0.03474839943844872,0.056505541843576125,,0.023315449730671754,-0.025864790524047318,,,-0.036278019785202856,,-0.031294873161677145,-0.05955525389827196
COL8A1,0.11235156385038755,0.07304712559244024,0.2502858387767871,0.031059201540607765,0.03291760935778409,0.009684172439305354,-0.0022465268660299175,0.05481190513225874,0.059927961970454,-0.019806979444483723,-0.010340871318958762,-0.30784002046869874,0.013378307949325334,-0.03450740990690268,-0.007393972480747153,0.05541017272560431,-0.024903143515148492,-0.03587585468125458,0.017812443318335733
GSTM2,-0.06964549745373637,0.01967455981116581,-0.02575411039092572,-0.03392231769028891,0.008952659083353675,-0.003989033105395177,-0.036342777317996705,-0.021355147868274166,0.10642807416296143,-0.02617812453272219,-0.03033584213414781,0.07530956285331192,0.10463638126145199,0.05133115189653286,-0.012532836117586684,0.03662933910155669,0.01256051120693721,-0.04208581736408677,0.055668030562651634
SPX,-0.0073610598306869425,0.0666809765513523,0.004601987194036738,0.012655774323377248,,-0.031182334670144286,0.11954726694887233,-0.06881511364250714,-0.005882089093609797,-0.031303805754672204,-0.019017202767129718,,-0.057205814396566704,-0.00952994709868171,0.0377745661101648,-0.05776299550472383,-0.007559526563853125,0.0685379524353435,-0.07571196332186429
MFGE8,-0.07340979990125208,0.0668080908189667,0.18562199352170644,0.04579923029240293,0.05685603254740996,-0.03180291667868679,-0.009872367108574285,0.1023824839723211,0.03596010305525703,0.02563424997368618,-0.032281609411960024,-0.029010689825992805,-0.0022973033106054347,0.1268275999642713,0.0723493639794659,0.08751365819355048,-0.022569610170837903,0.08737802131191659,0.012868173137721955
TGFA,0.1327487928922146,0.07746838832403637,0.008797849568532579,-0.025976807185448047,-0.05255045877174372,-0.03368846561595855,0.0012638285053095022,0.06144198829045278,0.040022239913705994,-0.014444508211455109,0.0476350455175811,0.04606853128543889,-0.013161059454813396,0.039104610824214285,0.03160939656918849,0.023880576057501265,0.0056845465743655945,0.06421951238689502,0.021748438246431752
SLIT2,-0.004419737725762611,-0.07303986638769376,0.0628800633433032,0.0024585240615305573,-0.04052081039316945,-0.030174266380831802,-0.026626892591467638,-0.0008632616032550764,-0.0163856069140661,-0.00012327902702062438,-0.0035023560181306574,0.04566402636575158,-0.04784402078303587,-0.029210142027870045,0.06157905474909454,0.0516607953820658,0.018158940573137126,0.023911805943913407,0.008530245407654022
PLTP,-0.09534670177992238,-0.017047025725806575,-0.00445880040572587,-0.030665170491009065,-0.020704967573788046,0.040607043520657624,-0.06614516458279189,0.05477778117598328,0.1464234769824789,-0.009332784951115766,-0.0009299250723714079,0.20973399261066042,0.012924452987634073,0.04818124135939705,0.011090440915096854,0.013960871036396113,0.01167632022580663,0.010498116013052968,0.001206290085776575
APOD,0.07960311397645778,-0.01899574876359668,0.0174915508662528,0.005686402220101258,-0.06828127849667177,-0.008332407595180304,0.08953060786339403,0.018212621601074258,-0.05973203663993268,0.01364134289237147,-0.05777334538611283,0.1180868208357092,-0.04674283525991863,0.02765580287950562,0.013656521698714993,0.009764608196628487,-0.07230685141204962,0.012184560270997758,0.057317881554155556
B2M,0.09422064322078275,0.013381614546438853,0.21295301674449404,-0.03526491788615468,-0.04165375889111314,0.0053256096394087285,-0.06827456996176097,0.026343638710224184,0.12335801281813974,0.06769469062682931,0.002496369897057196,0.36138435277210135,0.04130865379572176,0.10251156681409641,0.07490368780133828,0.05443829636127572,-0.04040258209081174,0.011817852202623444,0.13913164949439547
OMG,0.053721433331862016,-0.02212175533197601,-0.10054559901854263,-0.004184493185908201,-0.05958260344403976,0.04827386917466802,0.04037052339692164,-0.03356679120389049,-0.06945612966322168,-0.024634161991458882,-0.019554978473146307,-0.023699881932319193,-0.07715545979890485,-0.018033605379172413,0.023871313957013883,-0.05741098077246323,-0.010366888076099959,0.04722756569535614,0.000403824360324282
CXCL3,0.008291456015527174,0.03838247012652106,-0.03435082180775768,0.028953278708688024,0.11566279858412525,-0.04432341322857719,-0.0012720963285783528,,0.07216550289141173,0.022727580354760357,0.05544463209394807,0.2285079751603197,-0.01923240248970719,0.15207316870748852,0.08916478909528344,-0.028768425933887832,0.0188063467587796,-0.0026868070171668207,-0.035754393506308026
CXCL10,-0.14396495052851463,-0.045272387777038306,0.029030905064316152,-0.02076250492256256,,-0.024418742737152152,-0.028283513670666092,0.008161215797586819,0.15122187175916402,0.04576265950460781,0.04574391885689986,0.056635641551998496,-0.030562615018436,0.08491786521253167,0.06862024099049771,0.05311768931927391,0.009046363564263167,0.03729601643113747,0.019816708801465913
RSPO3,,,0.027646866320068887,,-0.05100278560711615,-0.0153587352178178,0.03278695089005426,-0.01154909000621975,-0.018526323269554883,-0.043828865292763926,0.006423041273120638,,-0.020097489933495485,-0.012280889950104089,-0.02595950915493618,,-0.035936175833832684,-0.0235027255695795,-0.012439362918933699
CORT,-0.01930389671112333,-0.04040850203963616,0.03684412498537898,-0.027647635981315418,-0.06768764521037224,-0.016905123643522882,-0.030536842156082534,-0.05810037974880818,0.011227510474709549,0.04561958612892682,0.004242389000478522,,0.0012137068227875353,-0.05761181066455322,0.0037783240961748762,,0.04608001683888277,,
NCAN,0.09466545041966791,0.011936791303157335,-0.05133428264611284,0.04466293688987991,-0.028022695736396243,0.029804882106120572,0.06267300121330702,0.09269212360687344,-0.003991384021407856,-0.021574977459193827,-0.042928625804600995,,-0.0073882638193612325,-0.05550351436776676,0.03671347400181346,0.08749630730152627,-0.023382421228986695,-0.008735341815489753,0.02458333950055141
PRG4,,-0.03111563478366807,0.018534947965217066,,0.020573682252621742,-0.01515840931487712,-0.018015285792572354,,-0.007254121353750213,-0.029261052999434798,,,-0.02349728796989652,0.0902427577118152,-0.020082119141184938,,0.06202701981782471,-0.0011142604713549554,0.11649188874556855
ZG16B,,,-0.02502492448140582,-0.01862856439942956,,-0.017593187879449197,,,-0.018150859971439292,0.009106699261904782,,0.015668885598382674,,,,,,-0.029305369424732147,-0.032580115269542735
TGM2,-0.03301751469525247,0.030098837826996634,0.19050178396075507,0.01695181052906853,0.22379685317846332,-0.04546261828147267,-0.0653640111454885,0.04597209921023904,0.09459479222888624,0.07911932601885986,0.007715464789727127,0.20582248868196928,-0.06731267053736652,0.17743634339415418,0.09097616556754894,0.07137523198342988,0.061711733185249855,0.011384308547864624,0.1370884829679323
