,UKF259,UKF266,UKF275,UKF296,UKF304,ZH1019inf
BMP1,0.03213353742499281,0.07609016250188566,-0.035883922580321054,-0.04416509569804017,0.13419468087240022,-0.08061274248648563
NDP,-0.002750050971155915,0.028771361386547633,-0.003252865045720444,-0.0060883915178696485,0.05388473279844134,-0.015022139731684139
TNFSF18,,-0.018168050898157168,-0.021519453164557983,,,
RTN4,-0.014781937953215573,0.018213084339234156,0.03883284958170953,-0.0302182904570815,-0.009105448829330526,0.053653322162838274
HEBP1,-0.04589283906470049,0.008369115984335013,0.005486160204585237,0.027555355353961777,0.12549402584297542,-0.043907907347637574
WNT7B,-0.00046841201841295603,0.06597892738728166,0.001509461558855728,0.05430940822417107,,-0.021917250456294963
PTMA,0.009940322465973164,-0.022333039834333945,-0.00858048452576661,0.04779542287632293,0.1393616370626957,0.062230170601439705
CEACAM1,0.02819348878104562,,0.05143769063366944,,,-0.04574028018462597
PDAP1,0.007361155921087242,-0.01738858331326658,0.011208437162090282,0.015961467185079077,-0.0033634668634693497,-0.002099491498727132
QDPR,0.04937201664222313,0.04811583463435065,0.06743169469875497,0.05933879327457278,0.1668633547132085,0.12753143030132902
POMC,0.10209009975244868,0.029097373486764513,-0.024969471733881976,0.06638008555991254,0.06891847725420722,0.067061917881456
CCL18,,,,,0.18094036936466248,0.10137310240252513
CCL17,-0.023022456507683565,,-0.015984940597610065,-0.0197826780965192,,
VEGFD,0.03071472695026431,,0.10753308290904015,-0.014510833624141435,-0.0322493257612497,
TNFSF13,0.0734674494667947,-0.017619219301997252,,,,
WNT5A,-0.017488297614796526,0.038449610373852236,0.02768643053684144,0.018946063164983262,-0.06360388887304678,-0.065377159255955
CXCL8,0.01811821592215138,-0.025062196689404945,0.007749839738299416,0.0074995908220346595,0.1432061390620061,-0.01629580504951212
GRN,0.0709370411353407,0.02484325213765024,-0.0011546976921821533,-0.018403206219508424,0.16922436595651164,0.02778110426873906
MIA,0.014076027751538612,-0.03185894656201094,-0.00843475415092992,0.05146068866094722,,-0.04875760435423596
COL4A4,0.010459777615892136,0.004813449537103535,0.021769300806311478,-0.017613411035435445,,-0.04100242496667093
TAC1,-0.014249170844956057,0.02574399120959428,0.052133161316701794,0.001965003018040077,-0.042233508937796684,
RARRES2,0.007036303431700104,0.027706994460385378,0.07964658161397274,-0.0006592118844059691,-0.031909278299347685,-0.019249390258402513
FGF7,0.0729412616034006,0.007210792452278718,-0.029268420001765005,-0.04661667818101592,-0.06614336921362626,-0.019733850899928483
HBEGF,0.00406410376602556,-0.013798036419461686,-0.04863247942002311,-0.020435028756219317,0.08056628116385668,-0.0140077699306229
CSF3,-0.027440760759248565,,,,,
PI3,0.06916790928501886,,,,,
PCSK1N,-0.06251807751617389,0.07348970833946973,-0.006503339149648113,-0.025181980831491035,-0.14625430968880518,0.04074226086012351
NTS,,-0.020464923676109928,-0.03201038326454772,-0.030700690967541848,0.008285884002862277,
SFRP1,-0.005541428645527739,0.023743959808348855,-0.018695992867038796,-0.004989257217475729,0.12324963508151819,0.0050906271744312614
MICA,0.003576075385340348,-0.0053410868282437185,0.019085252300684946,0.0052449236873623765,0.026671800391275993,-0.006381082585733234
TG,-0.02167811650106442,0.11758186391374609,0.024890229363817944,-0.014316638229775061,,0.11721521370652264
ADA,0.04733136777654872,0.027209570292437004,-0.018240961392337617,0.050734579334954934,0.04877627186178512,0.030030163126583756
LAMC3,-0.018371183222073775,0.0024377048805985595,0.00157572050105758,0.04638380885002009,0.10286371635721551,0.03974311433494899
CCL7,0.12985672965541598,,,,,
NGF,-0.035911404209383775,-0.022541644377588654,,,-0.02903477165987894,0.011985264116594238
TNFSF15,0.04951956752459607,-0.027370498148012595,,,,-0.048671799627556266
HMGB1,0.017302337567626974,0.002454738279937109,-0.04971680077208547,-0.03764692765702928,0.08489948169807668,0.009580871727962048
ITGB3BP,0.023029735197264513,0.0009403602853829853,0.02093906733090543,-0.012228905585082899,0.030927642339143517,-0.022560666719548397
AANAT,-0.015880376936090953,,-0.024316532371389574,-0.016503018212294406,-0.008267134733155953,-0.033777840467906405
RELN,0.036864793021607646,-0.016264592489208717,0.02167680936111977,-0.011897416031215803,0.05445473673307319,
IL15,0.04994323787346681,0.01788865682094191,0.007237554719808501,0.016065792926744222,-0.055937558806104855,-0.04470415348585213
