,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.014158625140985225,,,,,,,,,0.0022513507073837788,,-0.010320265459114436,
BMP1,-0.07744870651393951,0.12146494111836662,-0.022563853575235836,0.022320038111401572,-0.003507153694448901,0.04645867536259861,0.02682271999486706,-0.05821131005453976,0.06940068955026285,0.010546412078721968,0.14342461217434907,-0.07687957969512182,0.1494888107909562,0.059200796447992844,0.05795860157307655,0.03468920325396304,0.22647406348095894,0.12671072121509427
NDP,0.025867144974636814,-0.00742517577440555,-0.04552103875363476,0.07719124563126802,-0.04928717046553665,-0.01473601362787631,-0.0590839133013709,0.043497005724726215,0.02199115507749541,-0.0009437374426748271,0.05699474429088374,-0.00905487126878795,0.05586174838589834,0.0750994420005442,-0.051303372465363636,-0.0009096692241688531,-0.06270225943482734,-0.01033441680844613
TNFSF18,0.05266524968782566,0.06818873077379148,-0.02958882090199996,,,0.05144504460535245,0.006488960105352002,,,,-0.01760908028174043,,,,0.0665694800025415,,0.06780214585578812,0.0075925253561674655
RTN4,0.053774149857715614,-0.03200408627210056,-0.05731752611919841,0.04054722434796903,-0.04683892649593376,-0.07792788845680482,-0.06367128618393691,-0.030299784185254388,-0.0783103579705865,-0.045242783671132256,-0.016479008635631027,-0.09598778829540669,-0.058416640123519124,0.02854820715442688,0.04590153193488616,-0.03839623121584306,-0.12093169594503063,-0.11076477452850883
HEBP1,0.023710379480482952,0.04354728078625081,0.013942867487439068,-0.05225931294155663,-0.04463467825242083,0.022268199039999537,0.06097054206221099,0.0067285697732843795,0.12605018099794324,-0.09354315443908583,0.07329161361848216,0.012320045331451037,0.03103424725517087,0.050212749665966165,0.053581365621118336,0.03142403728289068,-0.002632740155651439,0.0032232831844900773
WNT7B,-0.028524355927470067,0.060358335835429974,0.03538799290818717,-0.02466700559334591,-0.034104257422941577,-0.05109325827155121,-0.04977276147769275,-0.016442651536967785,,-0.008481391977906441,-0.02455854369607487,0.014538728088304214,-0.036477831394991916,0.03253566332216565,-0.05004219109537565,-0.031243500705965044,0.024543180149883107,-0.016352768392909642
PTMA,0.019404547623653397,0.038372518577779784,-0.02243984003977536,0.03372337675588352,0.018965739012068255,-0.06362282087354026,-0.049725109024407896,0.08423247961210849,0.10607296710054362,0.06464728912070894,-0.0018404778688008436,-0.015264470519885989,-0.105732151840558,-0.08689069367765971,-0.021139210927701525,-0.09737677060199179,0.20420750321031508,0.023480016191867466
FASLG,-0.012495673007394521,,,,,,,,,,,,,,,,0.039948195762872424,
CEACAM1,-0.039606329038137655,-0.016909163886258297,-0.028305155828752038,-0.0005711009980377688,-0.022083516740248943,-0.02766787789546654,0.04290583320604684,,,,,-0.028971583047030288,0.00891283374443016,0.004596324437471499,-0.0450673343435506,-0.020736765814664184,0.047164201635387974,
