,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
NTS,,,,,,,0.012203354140840481,-0.025830087128764417,-0.03148328780539106,0.02884659072785945,0.03649364657505299,,,-0.05895588681712188,-0.04382355846871996,,0.02261897567722214,0.051647585557052296,,
SFRP1,0.05730495836848456,0.028017894965793724,0.015120956406881365,0.009844434428277371,,0.022057764354696113,0.06886136521857843,0.05827958487441705,0.02497167734195496,-0.015178234461990263,-0.019782678760612144,-0.041640352967545306,0.051935296780289096,0.01227376453547635,0.13865891186205867,-0.002335365139790683,0.0478830486970719,-0.030625144447098022,0.04602725890605727,-0.04103738158429193
CXCL13,,,,-0.021285686710561143,-0.026642492069937452,,-0.027756390358614942,,,,,,,0.0076429114491726,0.005188305809393987,,0.04704077007092853,,0.0952931748321994,
MICA,0.03251882244753873,-0.03612721260701899,-0.010778226967227226,0.00424857454491831,0.023787695636661076,-0.020390710104351336,0.005553619151316915,0.02166613105165921,0.07308498437058475,-0.00379749731712741,0.023086550086253193,0.002263404269997532,0.09510228731864281,0.07465445821717907,0.034435666513492495,-0.001590142416424961,-0.022991219213420167,0.07689616893684012,-0.0007870905852169665,0.040454194782867006
TG,-0.019091798605835576,0.024099594005658323,0.025835743658866882,-0.021731478869677596,,-0.030241804384882064,0.022205949773921846,-0.01745593984462279,-0.005824507568833086,-0.018870907545352138,-0.014316638566195933,-0.02892866261189756,-0.03771727637360451,-0.04099872368750862,0.06023383393238593,,-0.0008316698271388827,0.07628847112583999,0.07768402724506085,
ADA,0.01921704848242686,-0.018806593421253917,-0.009515747185720945,0.045466400758898434,0.023548542015937368,0.02969318728100909,0.06562019492925592,0.07785973138690859,0.08939817287612851,0.012530480447220362,0.051027746736039534,0.0942867654336403,0.0283250070315032,0.05627247975024139,0.04436792751274623,0.04721325223629735,-0.05405069423533396,0.030686749047008705,0.0674228223874089,-0.0511664060578038
LAMC3,0.028861743128516578,-0.040287325519546474,0.024805113106967345,0.006753929006682867,0.014662618550123895,-0.05475116275420372,-0.06572025242459276,0.02971181670364456,0.1398178672026949,-0.02482227149831531,0.13207102073982938,-0.008134302696120905,0.026197336862289568,0.08455327915278463,0.10376695449383849,0.049518376441281035,0.004433032240556671,0.04129046117763488,0.021568335328093984,0.021314093308717544
CCL7,,,0.031876528410210374,,,-0.0273888241576883,-0.036799849033467044,,,,,,,0.0025557813894957135,,,,-0.015994808814295058,0.05632082739437987,
NGF,,-0.028692057209937828,0.08802598855290732,,,0.10492601518344576,-0.009922285651633915,-0.02845124895229586,,,,,-0.04085906643177573,-0.011671610298458793,0.009525282812293678,,-0.05035156999959749,-0.04464405670749003,0.07278267993091572,
TNFSF15,,-0.0009571889981233894,,,,-0.030498795269815804,0.014090945101500324,0.029976071730284277,,,,,0.172956607363179,0.04597832975992438,,,-0.020796092191666345,0.059702688333466106,0.08775511090640671,
HMGB1,0.02757481283025718,0.015782541713762647,-0.022081236880063203,0.004321907565495094,0.07667406018336353,-0.04538871524284962,0.046407006106867,0.053143732008265096,0.11755708123999342,-0.009956410735919465,0.006898255156939347,0.08398388053925161,0.009016233143552457,0.03370345283070651,-0.014255301246661661,-0.027328163833006135,-0.0027525401386371056,-0.04007223655276716,-0.03451312095127004,-0.00020295527762535055
ITGB3BP,0.06013879200589931,0.04836938154407421,0.023901263448355903,0.03275010295411871,-0.0015181684747899138,-0.03081833787084227,-0.036246282673034654,0.06883753429451155,0.119681920503963,-0.051910191400916635,0.04420194162544417,0.06368086575453329,-0.01643737747233287,-0.02075346192082574,-0.00615229284781302,0.03825283900264793,0.03710689745740462,0.029147872328336467,0.028560020685772777,0.05449180069583012
AANAT,,0.09033172474843032,0.011919176470498671,,,-0.027750787438333698,0.004767086011141444,,-0.006185530212543258,-0.0005640752656951285,0.01814850908441619,-0.02583314827180741,,-0.02995355067528847,0.0036472856358807223,0.02268243287445806,,-0.01843572064690072,-0.025694652984121505,
RELN,-0.015827607208910372,0.010498990885527297,-0.016913177679753467,0.008624963185828095,0.02496313396105342,0.056543630934896734,0.0772447805998813,-0.01983658518292751,-0.06779720785816443,0.02223082255190648,0.04277639194280492,-0.028599524887366654,0.03463347582436559,,,0.0015107844449866693,0.15184307643985673,,-0.00607143388775183,0.01362530083248492
IL15,0.0011473431451787723,-0.002384481867111154,0.08583507228491705,-0.027685571607723718,,0.007334538619698429,0.027388126646106587,-0.0245815709341788,0.06522567849999962,0.023374632369332224,-0.026945506454103457,0.031992824414632304,0.1636001687033035,0.04718631046969571,0.07175982184977493,-0.04442216553380407,0.03214641787906177,0.008518830200152764,0.09061502129389218,
UTS2,,,,,,,,,0.07715549778329553,,,,,0.06233565978395483,,,,,,
BSG,-0.08381225817813115,-0.017659673827805828,-0.01327406847973479,0.024724583201335817,-0.031252577051152634,0.0330450744978263,-0.02580378065790444,0.027901063445770462,0.032053409928708275,-0.07220032302446226,-0.010887640498579963,-0.006846957650628811,0.06247955198186843,0.04924128854402858,0.045107022351631776,0.08667751246818597,-0.0227735620000877,0.054885754436986865,0.08783892490022827,0.09157249347407911
ADAMTS3,-0.07891981435640269,-0.04787101818076746,-0.03131905701463904,-0.011222971582430843,,0.03702395494286393,0.008314339188069281,-0.011565820331816409,0.12300882876015475,-0.021720575728679806,0.004909834893769186,-0.0052853847584528055,,0.13181473450631687,0.02685869674454468,0.023319633679401257,-0.03427299080678725,0.0933817561516724,0.078173533025019,
CD34,-0.017198129264154774,0.03887570467094066,-0.021468676088982962,0.031219455288634953,-0.01538689839106369,-0.014035566711042105,-0.00391417852488533,0.03158821126734405,0.15769779802493836,0.02858329631033174,-0.02119361972121528,-0.04928308960284995,0.029321079914914026,0.021070818250020416,0.06761833801279894,0.05059613631076833,0.03408389293480983,0.05057281941385074,0.06194702505302701,-0.023037997372100622
CCL23,,,,,,,,,0.04731990448923407,,,,,,,,,,,
PLAT,0.07951210925626709,0.0003574071971064433,-0.0005772134077688701,0.047312650736129995,0.06899871071651428,0.003581364385160251,-0.01128067640699248,0.09791426915372979,0.1629594269138012,-0.005088975044210974,0.032541114968587734,0.016066021504195335,-0.055599145064197907,0.0075765686749886445,0.056685663853445666,0.07383987818628686,-0.11404744485362522,0.09252025536565213,-0.00854398349472409,0.09637880992294616
NTF3,,,,,,,,,,,-0.026639808890273765,,,-0.03581536350568371,0.0774586165513294,,-0.02317189252048465,,,
LTA,,,,-0.015981397868060278,,0.014791073030573523,,,,-0.016344569517631965,,-0.023959053990927445,,,,,,-0.04267199276744745,,
CKLF,0.08209308785394712,0.03446021916081937,-0.007777712599463153,0.04080307089920514,0.005671778219326597,-0.012440556914401303,0.03891087327032202,0.12441401818808599,0.1553941559248498,0.0188623744696907,0.04389164676198961,0.003240493640335813,0.13372815654664874,0.07088280867849339,0.04270261009961916,-0.015314929055142016,-0.03500899305491928,0.10072578220947122,0.011215921533846889,-0.050286880470487065
CD24,0.007880457529261675,0.01365682730582531,-0.004424013108331854,0.0433508874819879,0.006185782518785749,0.046281852339163224,0.027767662938107292,0.07347344949806894,0.05374336926753611,0.07305848264543748,-0.0118843520609503,0.04673912895578873,-0.11575949672515211,-0.0470474287268541,0.058352810195864115,-0.021377619368987837,0.04035088226303158,0.03755698108742713,0.017139758350844646,0.15910730416177096
HSP90AA1,-0.01550946267981604,0.03461920714001058,0.032908945893760554,0.04714620422618669,-0.15000477464223305,-0.03277975000409282,0.006456979105499756,-0.10604859899938474,-0.13034979514819445,0.03800984353214183,0.036694901962233566,-0.05764359789364221,0.02330100680015136,-0.11014295841852997,-0.13370017563016884,0.02208195042498153,-0.007395043440762089,-0.0986511280277221,-0.004274162537856221,0.09028294665135907
BMP4,-0.019648232424621714,-0.04212476095755617,-0.032032434757004714,-0.016941218569777906,0.022193287869904158,0.023014934737645175,-0.015019253906454491,0.1571196912708144,0.09048317451595733,0.0185595355238195,-0.005448633233796655,0.014222403591780577,0.01563301977180897,0.07260016451215706,0.05754190246599514,0.07050209845201257,-0.03417897816097581,0.019896248349564997,0.03336187081880432,
SCGB3A1,,,-0.03353948680833265,,-0.03921976411035821,,-0.016247022299428884,0.12222081149635174,,,0.06839897691191142,-0.01671831102963146,-0.040001461667682356,0.028383538358025,0.008651843297781516,,-0.017176348192999506,0.04289067512695441,0.018059348267874777,
IGFBP4,0.033582619695265985,-0.003384144738791166,0.020408142811372557,0.0964213281717867,0.053346411939119744,-0.016049514060168576,-0.03757380585956539,0.09471340709959475,0.15063776315413538,0.05368662755407653,0.010142273116683769,0.0052168577385192745,0.11753137486211905,0.07155381235280397,-0.002850888593128743,0.11430888887606888,-0.04811054822526142,0.036685255307556536,0.01885468647444079,0.21434761183692855
RSPO4,,0.03350575566030915,,-0.02583575489663946,,0.01250148650723878,0.0002873333938600146,,,0.011175904614460719,-0.01392045556389607,0.027937174945293335,-0.052129197145239295,,,,-0.016314244717053134,0.02935678531529072,-0.04912837366033348,
LEFTY2,-0.01890303267866123,0.022825722910406212,-0.003827171017398154,-0.01617767374915104,0.047264144196755294,-0.017993831684691784,0.06505049601497616,0.11779838047606057,0.15566419216455335,0.03445687009749948,-0.015263949776724283,-0.0295771845858459,,-0.01655143361923729,-0.031198293000449195,0.05737236944155604,-0.010395052159028365,0.07273617156100802,0.004649989728105866,
PF4,,,0.00679751517200226,0.007981700071004889,,-0.010486913001915467,,,,,,,,,-0.008198442304315842,,,-0.0018106912463096653,0.01413462318031124,
ANGPTL2,-0.028548666687136945,0.02482854820242934,-0.001744600380882183,-0.04465091856887722,0.034043892972152816,-0.04052971110587337,-0.011074720915719361,0.16179844049955855,0.12154675426085165,0.029634488668182364,0.0634164815241008,0.03667036795043454,-0.007639747600509064,0.08565461749792692,0.08240748613231477,0.05453178048566512,-0.027267093835876863,0.035773576222205054,-0.03963748802078137,-0.05740207921420758
LRIG2,-0.00930305337353294,0.018425858365147554,0.030226548631152112,0.007877041292986746,0.016038270414486452,0.0350326090414024,0.013657334165053835,0.13841253378915755,0.05257482794267306,0.014287566697487649,0.04523707497752163,0.04597432375279359,-0.09265415559559154,0.049329244751307094,0.07976759802745223,-0.01912461229444647,0.0012709120980057091,0.032628930178629556,0.04813629460280208,0.07523789870257762
ICOSLG,0.034724977172900455,0.0427698387095632,-0.04155791815455522,-0.02262817647057482,0.033738516373241934,0.01939733423828748,-0.004828289157865238,0.10282315569726151,0.005394848893788991,0.030133115306408765,0.019137045319360464,-0.055727647266168134,-0.02141220809177009,0.05199896164632816,0.06826411798204034,0.06281148294976091,-0.0056813880320143355,0.09366320030258914,0.09231155016000812,-0.0269489179776944
WIF1,,-0.005002192539936943,0.00398479211806671,,0.008271807689670518,,0.03456816500388218,-0.10912293461899185,-0.06179361040385365,-0.014669357904956706,-0.026195415206873858,0.01877472992265198,,,,,-0.027036909782688807,,0.03961022770893944,0.03362888186021245
NPPC,-0.013916297149346644,-0.024600007765853086,0.000330126881908227,,-0.049204440545378515,-0.006509325243392891,0.0221329360460453,-0.05328780992092012,-0.02259339236355347,0.01157167057741056,-0.019346026602689873,-0.015253023162255642,-0.005927137042857196,0.06860123230840502,0.05510133650479648,0.027582975123587348,0.02600355317374402,,0.031246412049712145,0.04580488112957619
LYZ,0.004539019120376918,0.020278762464079697,0.02046296995299099,0.0054726669321727255,0.006565705966776448,0.01701642336027764,-0.023676774666095603,0.028460192493404788,0.15013815284853613,-0.04860342466027798,0.03992062357092438,-0.028840748162206803,0.056503360968256075,0.0445788017115183,0.029017654698911165,0.05495288117289653,0.07739365372439738,0.02075164115747379,-0.02094608439687178,-0.02239309252825324
EREG,,,,,0.004357371295026436,,-0.04748594949700167,,,,,,,0.13278616107648392,0.0340777360070267,,0.005853369552313764,-0.0033606113680377,0.0016434171950062723,
SPTAN1,-0.04427565732441258,-0.0012570078597735743,-0.05189345370325933,-0.012454400545627955,0.06328617462914712,-0.042402508970311975,-0.013358170461417197,-0.06396488221141884,-0.03644622136702656,0.014778269930966112,-0.06122351464814951,-0.006829939489562951,0.057495640731176155,0.012093072689553687,0.024499510213697194,0.012502083373429855,0.05940603041673477,0.02152806021591092,-0.0008753409965538112,0.09343007992235475
PTH2,,,,,,,,,,,,,,,,,0.03887433082453517,,,
LIPC,0.11141343426130247,0.07298388249090441,0.03246505162434049,-0.021879343394839323,,-0.0014131632301675448,-0.03266983887500352,-0.017915769844265385,0.013652772456751946,0.004712796484068663,,-0.0006320691101211997,0.022215617564436747,,,0.01075942614501714,,0.019962887653573024,0.07502384603642788,
COL8A1,-0.004638579087111333,-0.012134960700393702,0.06670817488979257,-0.017150212410260744,-0.010642054224635772,-0.013654533757591158,0.01629236705883543,0.022659269096693236,0.07698801299943543,-0.011027706591449759,0.01850888252766215,-0.02739061021281883,-0.05297286420327039,0.022099395167634223,-0.03508726954741968,0.046958275638135386,0.003397817269985132,0.05318991539945933,0.058013879204651994,
GSTM2,-0.025306844750739473,0.08005052843793467,-0.002222560958319723,-0.03185487701902274,0.10449079117342372,0.005731172429022031,0.009319464345927562,-0.020787028197564617,-0.010679812190548598,-0.03176218252182147,-0.026452148374540557,-0.00044579242088837507,-0.0024046401035915242,-0.019537294916508876,0.0631533981598919,0.02654725298798279,0.015904229432171395,0.0013557106353773232,0.057140312510557,
SPX,-0.038499114218309705,0.010671139157933114,0.056828764732009755,-0.004768901170097774,,0.0063131257511032475,0.03887694353262859,-0.03534752352567109,-0.03620385099404874,0.014107103208881738,0.00798750892447544,-0.03720944811644191,,0.00044060147676705237,0.08740749338540513,-0.02658434553651202,0.01966943756474495,0.06528759481913624,0.022421204169996566,0.05031986704134161
MFGE8,0.01949078775572265,-0.03594257573038289,-0.004232117231339883,0.012271681072229673,0.007626615315105271,0.024257787091485242,-0.003168144596000218,0.013729326718252893,0.04878374614468599,0.0065739356955123425,0.02997749518549698,-0.05107593186907619,0.0348096093522177,-0.01819512484403736,0.05424046177294461,0.08001165198094105,0.03338627743641701,0.046020418113082835,0.03953474435870795,0.01298533353583677
TGFA,-0.00037544195416460585,-0.04345458933612146,0.010956012007335534,0.06883440560749343,-0.033443965815439194,0.03157269569449653,-0.029657563786460183,0.04982134728092874,0.07008755690043446,-0.04977153644627431,0.05706905075604364,0.039465269699566305,-0.029721027631667684,0.07984339702653352,0.03241138510696825,0.0282964159243784,0.03358687557975934,0.10428678841044478,0.10028470342865725,-0.011237633027262607
SLIT2,0.0034070868791253777,0.003322913657959932,0.021329132759726255,-0.037905435618489275,-0.010552580177056514,0.09070098198279858,0.0333932748740405,0.011652623501973571,0.034220844953278824,0.006586108779565754,-0.0030309456594468298,0.0013506679914286272,0.1314071811024554,0.025017778460689324,0.0744544711273046,-0.027092749833766493,0.019779128521958806,0.03960205100840096,0.10146090536876552,0.1615242905035022
PLTP,-0.02591600315657171,-0.011621789715973456,0.007911891359954331,-0.005756618525002094,0.06856734112326525,-0.07007086407856727,-0.048418532715902705,0.08153942843990726,0.12804003871581923,-0.026244951670424347,0.03654838679990485,-0.0019151277393258657,0.044229319302308404,0.1499781446075548,0.027445425874685424,0.06639260709189264,-0.03754126439593281,0.023366184494163337,-0.03641192940649045,-0.08497873497577206
APOD,0.08710920798462464,-0.042822022958628116,0.037038773871117155,-0.03910082635066285,0.09377020553124243,-0.07026773708973649,0.005516348975740125,-0.003687015848122,0.04892053437742624,0.051484832675770774,0.06329251075749733,-0.0330802058970015,0.011406714533716937,0.10385511402935287,0.1052168169268139,-0.053671663413999884,-0.10964711388203008,-0.06236081403405545,-0.02517652694066958,0.020909675700585578
B2M,0.09185037837612262,0.02621170287341449,0.055199736859341875,0.021848808662794837,0.09202193918155256,-0.05019240352402317,-0.05601480218317724,0.08572062416860513,0.17902467423974244,0.08617610445149407,0.013414363497024365,-0.0012372386366909071,0.06701277505100058,0.1919121031478901,0.13782300370201894,0.06455069030843491,-0.033242928402432315,0.03464158632074515,-0.07409071145434915,-0.0419487087318773
OMG,0.021872616505062576,-0.05008844332084973,0.0047716270690655645,-0.02542320905879242,0.10078315110637634,-0.015569577872239577,0.07782751746105497,-0.08651996316707039,-0.10776876783953104,0.0882212190499624,-0.04616627558956678,-0.02293661588220206,0.04151555564890669,0.07201813584161197,0.13292438573654383,-0.04133525162439979,-0.028273161960111114,0.05114988906624077,0.0033192961693733554,-0.06634650331374652
CXCL3,-0.015374685969587824,0.040536038812564686,0.027557474272726052,-0.02988720962963939,0.024148071978598,0.06617786757124651,-0.040083864282081307,,0.008492651094049172,-0.03863294947008545,-0.014891944993577936,0.061003334615694155,,0.10412598513334465,0.05457828637711299,0.057939879929256824,-0.026818797724534698,0.023252963336759573,0.07839492773683193,
CXCL10,-0.07158363627253216,0.006859476682126567,0.004198533280612287,-0.005128332763077225,,0.05426951629623776,-0.0016230759960453053,-0.033600222670465786,0.16835371632914564,0.03307042358814409,0.029557783096747284,-0.02742005676264707,-0.06516412648238985,-0.020619327625713193,-0.015129899721010823,-0.0338416854781403,-0.00014420716947531349,0.10017720322239569,0.008072042080231883,
RSPO3,,,-0.004455086751787767,,0.051531320631030934,0.0036777823921898193,0.044754458618196435,-0.034947629667021016,-0.03793957269450027,-0.019086038244943256,-0.011929279713263505,-0.018030993566183883,,-0.03369736794603006,0.060957544361578256,,0.07050720930892626,0.04020374293738204,0.05429371644787563,-0.027900328227260237
CORT,-0.01909180260093168,-0.03929754998529537,-0.005012103165291507,-0.02596261411417758,-0.015937011215942522,0.003586150150213854,0.0063823946037859566,-0.0025741373383456963,-0.0415943765851262,-0.038494562608915,0.0700262949009717,0.029433147557372103,,-0.034555343145284405,0.09936431849668745,,0.1063885428955894,,,-0.029793031560538866
NCAN,0.012240174907859074,-0.002995555649468848,-0.0048346984186314855,0.0030167228559637104,-0.008192247028138854,-0.05250861456466878,0.033426072620262086,0.0732345694866438,0.09368492173373885,-0.0627858686766288,0.037776020288982776,0.039831885149554866,0.0933578684087962,0.018609442246827475,0.09401928092359618,0.06004347366850533,0.027706635070603496,0.037096750845392594,-0.022179066164077544,-0.03429755913177885
