,MGH258,UKF248,UKF269,UKF334,ZH1007nec,ZH916T1,ZH916bulk
IL15,0.046452806735582206,0.01651964996433867,0.0538664426782798,-0.017347633970551543,0.07644965948132541,0.06390596387547398,-0.050979109164928364
UTS2,,,0.0633368034120722,,-0.013900861206939855,,
BSG,0.09714518106763195,0.040171432752388866,0.023475893393820613,-0.014783208370259275,-0.055253952716186515,0.08859248039749643,0.05921372375402421
ADAMTS3,0.022944980625791703,0.01023641082210306,0.06723521158203927,-0.028826168843029538,0.0679171326574605,0.012624282365158815,-0.003446959141740016
CD34,0.014763450008832911,0.07788679107293058,0.05475673188091477,-0.022683285591710196,0.004846181609554595,0.0013854835773900657,-0.05660470987636915
CCL23,,,0.05385115189770605,,,,
PLAT,0.0353571950126804,0.07496170801139283,0.11240067972484465,0.035627190272487334,0.09173970945870027,-0.009490022923938385,0.10382209263452341
LTA,,,,-0.01734763611195158,,-0.019407799676448012,
CKLF,-0.01754472972821927,0.03568285560907158,0.07392147859195757,0.013365913879050523,0.00882851806900641,0.016765868696666235,0.0699352387607621
CD24,-0.006619478560015432,-0.04049971428948522,-0.05210224608142079,0.009022964040927462,0.06275805547047597,0.025317348792397467,-0.02290863901692633
HSP90AA1,-0.024127327444351747,-0.04213226605781735,-0.029379493052859987,-0.043471546655337125,-0.14391183482802627,-0.011043168905384863,0.01344422058754854
BMP4,-0.024029523730076763,-0.030563834439372627,0.021064546001497007,-0.014781977708011837,-0.04153853296278533,0.14578273546486267,-0.052644104922294564
SCGB3A1,,0.007585099710463754,,-0.012104951066026897,0.12114965992308266,0.03102615348087195,0.040810775496277124
IGFBP4,0.0053742965825477745,0.0828942168171223,0.06368987826206955,0.006188056360573686,-0.013776181617254657,-0.01911297903446892,0.013514942527704263
RSPO4,,,,0.06045473977314588,,-0.008598648188626221,0.14448805102300302
LEFTY2,-0.02311815447343233,0.02244315324677295,0.09540974827633024,-0.005073117937264673,0.08980477428870538,0.04026133748662964,0.015985536245735166
PF4,,-0.0154332689980139,,,,-0.01940779518533921,-0.018751064806638955
ANGPTL2,0.044869379676241175,0.03480513715009916,0.05807046837951043,0.021956210553638073,0.17264930681231822,0.0035438774664536586,0.07685407925302107
LRIG2,0.07032165437006165,0.008092005894925699,0.010874807353458783,-0.013728128861395678,0.02754162788501828,0.050528103370852125,-0.03746786808205376
ICOSLG,-0.03146864967635554,-0.045238166107007136,0.03275298406130479,0.013487513689775346,-0.04592422098813967,0.02792453323305466,0.05414026499078996
WIF1,,-0.0029325224027154937,0.030462952234349465,0.0181884010110312,,,0.011039030897128054
NPPC,0.10375612384268566,0.004508793967229881,-0.0254108011897744,-0.008733316160851374,-0.056801071568465554,,0.07048851966211295
LYZ,0.00291535497769598,-0.014647346465709907,0.03154058653767858,-0.00479353584762524,0.012159590541147661,0.006439971952635377,0.04410681437174491
EREG,,,,,,0.04543365230363499,-0.021588030272684616
SPTAN1,-0.006155415913520597,0.06505222048056691,-0.0097401607547993,-0.04423407526375576,0.07478095597607196,0.05661668054015416,0.004813631550518048
LIPC,-0.029893725710198618,0.03515021969175908,0.04637375452070866,-0.027251514074129124,0.07093210955546272,0.04262991876315355,0.03845477182291455
COL8A1,0.020226313415839362,-0.05485751164996507,-0.026934883597946838,0.004842559471580262,0.03235187972191212,-0.025646289152402607,-0.008621247064479585
GSTM2,0.12765603500192912,-0.035250857175493144,-0.03596318997349433,-0.01896500054149476,0.10065738801033369,0.0030737935117392465,-0.031593268312823594
IL4,,,,,0.15179971184434818,,
SPX,-0.05985536564077525,0.015183093781982892,-0.05776453363373644,-0.03985583252139269,,0.08904960738253719,0.0028840705709532437
MFGE8,0.06061120233691279,0.0051269934958490864,0.030659817626182966,-0.04726956340343491,0.029895765904586164,0.04866162922308242,-0.047690152814923774
TGFA,-0.04037701201830092,0.03616031064759388,0.02598668767904244,-0.0039215786078995495,-0.14974438959344924,0.04039962297165616,0.05274273070580986
SLIT2,-0.024029519884992613,-0.03080215420890897,-0.007384667899973529,-0.009390158329162679,-0.012882701941753155,0.0006709588249451618,-0.012709138721554866
PLTP,-0.018836533776275557,0.01963227989120905,0.04193100859694741,0.013357929022864826,0.08525264054238611,0.02511624414359851,0.0488011970939038
APOD,-0.12166829429142201,0.017127676098484836,0.02006809700723576,-0.05527466307314274,-0.041280512874655076,0.0069863577875241695,-0.04075265839348421
B2M,0.04307695505791874,-0.03398726339899447,0.07251394836750297,0.0032149819417135956,0.04591298791099674,-0.08496021297620594,0.08682419496040097
OMG,-0.05707581638050825,0.013177760678151764,-0.03319968309449136,0.047762811418179105,0.05321940291078878,0.043568844469626805,0.017355705341137073
CXCL3,-0.018803033950561678,-0.019279811276200362,-0.02409617868224742,-0.01249343942139066,-0.020818279817054166,-0.011312010471849617,-0.03236181260411431
CXCL10,-0.006464635388085093,-0.05757630615938968,0.055064365364208494,0.09668367586259415,0.10993832685686906,0.023697887604632158,-0.03052010448880201
RSPO3,,-0.02020952200926427,-0.030136057625642414,-0.013055403407895154,,-0.013831186919417433,0.04281334045147887
CORT,0.05764480307034375,0.03663836823581435,-0.04406293500740923,0.058548018501678116,,,
NCAN,-0.05533138443924843,0.02104926165181669,0.009116262006018085,0.029279126248640742,0.10270339385695587,0.06997376710081701,-0.024312897451939472
PRG4,,0.056107057043216765,0.11271868140580649,-0.015263924721624474,,-0.03133136592644152,-0.026098927617078774
ZG16B,,-0.020630937631047366,0.03942853709008354,,,-0.017246001577820528,0.014554379532080539
TGM2,0.09131018968163905,0.02412106968895732,-0.0018597304857015848,-0.0025500999201306333,-0.009646049106826135,0.008378919390614595,0.009225856991930194
VEGFC,0.016992335262704106,-0.028408687616229233,-0.03441913968073165,-0.015577443596371025,-0.04437448463588789,-0.004109912859491254,-0.016058999033134888
WNT6,,0.033710756744167396,0.003529759594120582,-0.013595206157889884,-0.04963951153564997,0.059789506653668334,-0.016529267892196477
NRG4,,0.035762493087433,0.014588364015089636,0.05559844984067179,,-0.013831188469563499,-0.0248574836684584
PMCH,,-0.01579335732744236,,,,-0.029825296672772526,-0.03183358526078698
COL9A1,0.025483938674154796,0.03971809484826759,0.06421037949794961,-0.020707593096438475,0.12944006977782996,0.09475842944103638,0.008222380016959614
GDF11,0.019123108444977194,0.009705921426096484,0.01904159916578496,-0.039555269100703616,0.07562778150764468,0.06271900111360157,0.0411194833102355
RAET1E,,,,,,0.09319116699761247,
IL24,,,,,,,-0.027789839814679425
SORBS1,-0.05468392219845933,-0.007443113030949217,-0.046229287137486925,0.059930338589360435,0.034627398058656854,0.05596049213203696,-0.0727333075327968
DLL1,-0.06019854456132908,0.05822691968415182,0.0030848533339350274,-0.04430162420679069,0.0785687412380595,0.022130686398877074,0.09660837777799242
TLN1,0.012709072512769391,0.05472475587284661,0.04921648752791326,0.03900930531949818,0.0031906726147837914,-0.01939452099286352,0.040447647356029785
COL2A1,-0.021930698776206608,0.06083370756242984,-0.024096186882444078,-0.012683405953509386,,-0.02012905177985,-0.022395258572667262
SHH,,,-0.018942530729418827,-0.012104950007978817,-0.05399122975205411,-0.04818556959857626,0.06469054701714357
PON2,0.028019942552256562,0.03599141209262621,-0.0068878124252769795,0.03943863626107139,0.12905783061679602,0.05940739644751437,0.044860072869141704
ICAM5,,-0.005639018387126693,0.02321849169771866,0.020903987275091126,,-0.0016943197272920865,-0.024803232962862153
HPX,-0.024910688388675693,-0.01860286659927113,-0.03508906826674681,-0.03076836699447829,-0.020514231208643475,-0.031918787076869244,-0.011016452186841602
SFRP2,,0.04937155051795634,0.058912740875684114,0.050639269821707605,-0.03914580369819189,0.0415550692766554,0.03160926492432638
CFC1,,,,,,,-0.02199496190715412
CD70,,0.015489365258657047,,,,0.057441066495041396,-0.04366756615095921
HP,-0.020405473839876922,0.06704490810380581,-0.04476456362250882,-0.024123384112666176,0.02637246209906256,-0.020689945174074173,-0.012585610529151447
CXCL2,0.02370761140253766,0.008578048250881246,0.006881320718680488,-0.023958605423841074,-0.01172301217744946,-0.028298031216225275,-0.0060543066069513336
NPPB,,-0.019193726992033696,,-0.01557744472936317,,0.015223193187347515,
CCK,0.03527510788866564,0.03331840915758949,-0.05072375042336121,-0.028132002259728593,,0.004102158600026284,-0.02143587638171452
SEMA6A,0.00537735191660832,-0.013159389073644091,0.033346198999317705,0.06411429737519575,0.043964026527058324,0.03571974011914212,0.06378061216067445
IRAK4,0.02730587888681521,0.03352653419548388,0.020992933872419794,0.044397113555078756,0.07343317591032082,0.031435387076302425,-0.02155802777017702
GSTP1,0.028453617067561325,-0.015464961513630306,0.04158246816089154,0.014688198526646825,0.002840711809265549,0.007731865800298862,0.03638367595020586
VCAM1,-0.09904706666290793,0.014996136428816937,0.05538604232027032,0.03637603927468398,0.10738899519016135,0.07401357038591405,-0.05831681981343604
NXPH3,-0.030285712379234924,0.0012718490297856278,0.0008178683030393492,-0.0202998889394119,0.09573546686270315,0.11205393126413249,-0.004184474003934264
MTMR4,0.007906819327743956,0.02550706492484366,0.05484751540863396,0.04768012714700223,0.028127442568125476,0.03874863545427172,-0.018303720683759406
LAMC2,,-0.015065068731915187,,,,0.036363584066832655,0.01855049865360281
IL10,-0.024252521206997633,0.012180664001835354,-0.03161957728549678,-0.013944027688298864,-0.03815593806475953,0.06764153437606568,-0.01589065696701435
SEMA4D,-0.08674313497605361,0.051154972101752176,-0.006294663239032726,-0.012738031171603074,-0.016299468102753883,0.036544107950540444,-0.057902596211848345
TRH,0.0009846271758208853,-0.013886438148831882,0.04685791047431512,0.0025383122874582846,0.08901420968678524,-0.015714765244162373,0.12799382340758197
SEMA6D,0.08489658214412225,-0.007860398012990967,0.0008268613691424452,0.06121969398359928,-0.023411441767013364,0.037017183471548074,0.062306307255423216
CEL,,,,,0.18767604002467497,-0.016728723212760147,-0.025573239528651023
PDCD1LG2,-0.04143350430514229,-0.007100161752959749,0.05922254391686311,0.07391484698547135,-0.013760095066752699,0.0542431341910113,-0.07959401945853821
SPINT1,-0.0045438594497849765,0.008228890189724794,0.04331184027933479,-0.020466830755062042,-0.09284702301582988,0.03467684195276838,0.07141249842055622
CTHRC1,-0.015484135268209269,0.0770620425023225,0.06186828553626077,0.09645982066003064,0.02253092730866003,-0.03137459324445519,0.031192291222337007
PODXL,0.021707310152928448,0.014092379484183085,0.06274982574614897,0.017848356643247236,-0.03216472100834015,0.008304148691896506,0.07292343426823905
JAM3,-0.025731779614885424,0.0011407766584751735,-0.004862493614089465,0.06388885972861666,-0.15521980509435185,-0.0004662127117071012,0.0023396968979897048
TGFB2,-0.07416884307349199,-0.07234376829624967,0.06615713683320636,-0.01671868699555837,0.04696228034371942,0.016910273043738596,0.04221901110620299
COL18A1,-0.011342980001173389,0.02868307546281511,0.027661073209591103,0.00800342044029989,0.08801253745901119,-0.06112012450915802,0.02219802630028547
NODAL,0.024275084286881583,0.015138225472296069,0.0309034677247643,-0.02141546065259287,-0.017169767519118233,-0.02150708532933229,0.002585025588710199
INHBB,-0.05141128960608972,-0.01096962191348267,0.02179111193432854,0.03654869554155749,0.05514960759432361,0.0585671494887162,0.041329938746888416
LCN1,,-0.015065072121616991,-0.021145801691210876,,,-0.015891625951801016,0.10125218817406176
ARF4,0.03069540126739598,-0.045971375336623696,0.07707906238871381,-0.005981063008445653,-0.008097411788354473,-0.038787878137342184,0.03933512461674486
CXCL14,-0.05813969490310202,0.023363868698555605,0.0022409559848294326,0.013963275298414046,0.09680075915380944,0.04142347182568438,-0.0608837502151235
LIF,-0.028957235966065312,-0.010882821024274996,0.040446653966126254,0.0021231509165820298,-0.10718629602911209,-0.04493474881608445,0.0064185944742505335
IL17B,,,0.043072839482428425,,-0.05162389314896903,-0.02684317982611473,-0.018983002506347962
MMP1,,-0.020769689641210815,,,0.015016316428630749,-0.03371264838754861,-0.019014877144019268
MATN1,,-0.019780000204544082,0.012567659688253349,-0.012683404375120205,,-0.0191125125829455,-0.017299400802773715
ADAM28,-0.06005313667586489,-0.02684079574639094,0.0231266045142025,0.034346739237182226,0.03148927754082066,0.004902772064063085,0.021039912510503887
TCN2,-0.038971162042239584,0.05937422180580636,0.04699638045199726,-0.050008597621216636,0.13039967209215578,0.010339786802307063,0.027008103511217203
THPO,,-0.02577415926389184,0.05518703764599149,-0.012683405832094817,-0.049639611705483366,0.18078853225124122,-0.025924724971408734
CUBN,0.0021858327537343653,0.05599876275879694,0.10119317675126413,0.03433549059021709,0.053979559892815936,0.025920218606209255,0.01827605378735775
TIMP3,0.04292680706148312,0.023324235539443836,0.01714131573708926,-0.0003607265653066085,-0.03349409082695857,-0.008313243869366995,0.003485042380791947
PIGF,0.08871964502740938,0.044850112316030005,0.03109620057378303,0.054449111339189324,-0.00582387038932761,0.02497309961223081,0.08995873440313219
CRH,,0.13880461029223543,-0.032516682421419085,-0.017347632372042177,,0.10615420311878158,0.0029390112565883717
BDNF,,-0.02439593736148933,0.00886931218506236,-0.014284772534969568,0.12466019147796653,-0.005078072436201898,0.011965270912533795
CCL5,-0.04934702922756389,0.02992334991675084,0.026483148105759743,-0.017206565261672892,0.0005108271560963234,0.006399988816528376,-0.045495265775922285
GAD1,0.032594354159315414,-0.020218065525330824,0.004786196773023511,-0.036954404104203836,0.02718289056424479,0.02907490812141744,0.07399477351375167
COL14A1,-0.005977267174196323,-0.0356980063107626,-0.0375114296723386,-0.0010899605493445228,0.04065663957944578,0.005845063275959659,-0.040133175563435285
HLA-A,-0.0031944338540959814,-0.08496562364855716,0.05219046622590029,-0.00818303713813015,0.016516899862531444,-0.03562862163414735,0.049884373228547156
CD5L,-0.0409902355188722,-0.017650523573444807,,,,,
FGF18,,-0.015970533607318597,,,,-0.01571476650494566,-0.023748954412350955
ADM,0.02409703958830341,-0.04521808648453029,0.09982481863222825,0.010363037780691225,-0.06440511481158027,0.053030731908471324,-0.03382317669916106
CCL15,,0.05658897828550254,,,,-0.013629415769751012,
GNAI2,-0.06270200385046926,0.030791622731765608,0.0673201472475662,-0.05595372923426,0.0014309466595139844,0.019681439406745504,0.06033947176030783
HDC,,,-0.02671093734173925,,,0.12188428850737637,-0.01729939296803882
COL11A1,-0.027000717720888297,0.020952291801844686,-0.0054850595820394605,0.06875131711686906,-0.035469593318983264,0.02699197881368319,0.02457400837619761
NUCB2,-0.02648197628170755,0.00024258097097153375,0.019621115571783736,0.00679928183043205,-0.06868160153952767,0.014089641285925197,-0.004227319189735231
FGF16,,,,,,,-0.01704630286297257
CXCL1,,0.052466285944928276,0.008860467780630505,0.1185166797775426,-0.03726449276392626,0.01347201560406509,-0.006511889945160791
VCAN,0.012164178240440837,-0.043625740252320654,0.0002324189951184447,0.03360711094256977,0.09896252225424992,-0.02659973474763322,-0.01554702652465128
MMP7,,-0.06287225733658128,-0.015434691352413705,-0.01960349587810984,0.001209143195937738,-0.03753444608207413,0.029400693874964492
PTPN6,-0.018741904644123498,-0.03701101689889546,0.06199912915725002,0.03545763242285906,0.026594802052212686,0.0005674481920452842,-0.008002900124919008
PTGS2,0.03699805617848962,-0.0031299322480904416,-0.018574223993469557,-0.02927639495456451,-0.05904103244190717,0.0032590396122367756,-0.04925812987159825
XCL1,0.06930977445038296,-0.019341816861385547,,,,,-0.030787404397972076
CD58,0.05626704891940844,0.05002616333090486,0.04177376958895526,0.01964821814592903,0.030174850126607422,0.03997658781027681,0.07156149146972479
TNFSF14,-0.007450485940042716,-0.019488874446343306,0.06267689495073459,,-0.04810913985292166,0.006947685670608838,-0.051137852967624194
CNTN4,,0.009695224265856037,-0.0013436522994309072,-0.010329690835670698,,0.013764041170121774,0.08314805081273043
INSL3,,-0.017326698200929056,,,,-0.01866176169066182,
BTLA,,,,,,-0.0180449904544852,
MFNG,-0.06293530527676922,0.03768840514426846,0.019440402229527306,-0.01780923741974169,-0.00415576400810869,-0.019311647575561804,-0.030002058774258773
ICAM1,-0.018975637799771336,-0.033224726068168696,0.045520948029361984,-0.01661530134670645,-0.12929201718870978,0.034066335386162466,0.03534580230966206
PROS1,-0.08146385012229782,0.012691377608736074,0.08213807643590466,-0.031145508070509413,-0.09317090893674647,0.045766601057862434,0.003504133978903418
CLCF1,0.09691304397168615,-0.030895818298573133,0.007604138971925957,-0.027512676948556133,-0.06796724528878587,-0.006786538355754661,-0.0168658792001193
PSAP,-0.13242928487713954,-1.2338288818018773e-05,-0.07878186053034332,-0.01654874620865609,0.008378259111484992,0.02277606677324917,-0.007399462685844578
EFEMP1,-0.04736511683883353,-0.03263267424547927,0.024313649689839803,0.04195586686517216,-0.05745822718190726,-0.040524499689071104,0.007512098002345219
C1QTNF1,0.0813142172250403,-0.018303140332126863,0.07742062641650929,-0.019858648562910395,-0.07125455858643238,-0.017154268384348508,0.06877292123267763
ALB,-0.031519338328733285,0.06562445437426054,0.01823893705926523,-0.015055181778360632,-0.03327624061544836,-0.0011458831775836278,-0.024492834765882043
EFNA3,0.01472472357630494,-0.029274380013844158,-0.024553185541235402,0.027035399221590112,0.032584556251076,0.07991336865181674,-0.08844569155732589
DRAXIN,0.06021910684480843,0.026189766147879472,0.053258037348004265,-0.02507445163517279,-0.043903666629458195,-0.0015021862172703703,0.05287406975757585
RAET1L,,0.08887999267449179,,,,,
NPTX2,-0.018198483337764724,0.0018560442027545296,-0.04299949138972732,0.04311238173295668,0.03300310623589048,-0.01991242300317774,-0.02300544834866291
FGF11,0.04885661282849665,-0.012903602018590437,0.05514868421063388,0.023571205267716628,0.017976297897999274,0.06314432066999395,-0.03831717148679092
CD59,-0.00012365928802974941,0.048098839501616836,-0.09264068708205551,-0.058852903912087536,0.0673171060260152,-0.028385912554006854,0.021298807945792583
COL9A2,0.022563744359719144,0.009595636688057267,-0.029579974220413176,-0.01553737391749166,0.027252919413420604,0.07418666393067155,0.031565941329050676
DLL3,-0.1360456112936021,0.016098589489956683,0.039760634906658876,-0.04634083792739252,0.07042919779833333,0.05607329986409994,-0.0006897502282303416
FGF5,,,-0.02061586442791869,,,-0.007585282711607597,0.04042599181820528
LIN7C,-0.009866621082756561,-0.01904780127852,-0.01214796591312296,-0.03130193647246526,-0.11212740095050155,0.027576144328482183,-0.06595100680384573
GDF7,-0.021686073429522498,0.02401563029803671,-0.015530092229548854,,,0.05157254407654831,-0.026444428295052495
PSPN,-0.022562465136405137,-0.0020457438256757648,-0.011877711963010507,0.013303993989551583,0.06332536181133114,0.0700351352249235,-0.03916248337645387
ANGPT1,0.013201360778104495,-0.028844774880908718,0.15430104705302858,-0.0027249798547615053,0.020399608516899145,0.058405869349580364,-0.03296603442341517
PNOC,0.03209789865835005,-0.008827925217255842,-0.00014311812859619925,-0.011505394552564401,,-0.01926067050898825,0.005795684402749912
L1CAM,0.09820904666060509,0.04031396605772628,-0.0334509338909888,-0.0400554670980694,-0.042691959945064265,0.04811903764493797,-0.027119643398382517
APOA1,0.008342783689523599,0.01628067367758911,0.060743018588053754,0.035386960847015425,0.005389871212585591,0.01930981982121931,0.06970247981386628
PSEN1,-0.07214572212287643,-0.013196117366112096,-0.06839211155794431,0.03183048070972116,-0.01963539445661573,-7.755494938693022e-05,-0.017724804284722596
CALM2,0.01653806216121348,0.0014890199327541001,-0.06348321982310874,-0.008891616801126895,0.06206759485654975,0.03912774695477794,-0.021188845531414844
CLEC2B,0.009672743216768864,-0.03523090699475836,0.030751001127681015,-0.012229712013574544,-0.07739968063927631,0.0072977934092570635,0.011276090339858989
NTNG1,0.03657558761678507,0.04096533046633948,-0.015568826993611375,-0.02898300061316453,-0.027135467359647728,0.011808801488070926,0.03021253413970552
LRIG1,0.05184124164189545,-0.01206281720440826,0.005542418272868055,-0.004850598300739205,0.1628606088456782,0.04675149263696645,0.032484409191800755
CPAMD8,-0.019081883506775348,0.023411028374313563,0.06548519121486213,0.06738923441033595,,-0.01955394097377067,-0.01875108166151951
GHRL,0.03047685878155133,-0.0158889687987388,0.06860813510758675,-0.01618745952573181,-0.03551287881818905,0.1507663513313347,-0.016529273590459956
NPY,-0.027993867835120836,0.004441832349999928,-0.02296218789768555,-0.05256410199252265,-0.014900500058921518,-0.023565240771880987,0.00801652786592358
MMP2,0.06440446480862463,0.058235760048609246,0.09933718438578841,0.027395228194256143,0.07166857170994176,0.0018991071786345162,0.03594185195402098
PPY,,-0.022759732527937285,,,,-0.014651962524357692,-0.03356673445336179
ALKAL2,-0.028575277571553318,-0.025312752684335336,-0.001952749423457705,-0.004288517195885438,-0.05063940621700174,-0.04735414865166546,-0.0008085953498349136
CSF1,0.04484843653834577,-0.06474104149150985,0.04098947691134116,0.05207465471375812,0.0017629971947161788,0.007777792962035588,0.0003872811020032651
SEMA4C,0.026450470778354513,-0.001090533256922394,0.02072829388142112,0.010004255777798371,0.07127585033183702,0.02509789147831588,-0.0045130939606039325
BMP8A,,,,,,-0.016749935665184144,
ICAM2,0.0015172353702411134,0.04542903334743465,0.0345193222871174,-0.006137223373683087,0.03497316115479312,0.01893332475426969,0.01787811734716384
SYTL3,-0.021891441129987366,0.015260141575021924,0.014005524966421577,0.05111152844945068,-0.05517899299162327,-0.018862234691226415,0.03978562529421435
IL1A,-0.02217284195624967,0.009057596072768135,0.01902405119427778,0.03203498016939248,-0.06073303992723581,0.03656937585391236,0.08747781448847257
HLA-G,,-0.020769685241602123,,,0.060176301401292785,,
PGF,0.08969834984634707,0.01301627275185087,0.09236558311562475,-0.024746761442781498,0.05213826388889709,0.000676322945641128,0.015014391594254965
LGALS8,0.0416412509515639,-0.024504833903489023,-0.010053923869818345,0.014414496351744218,0.06326437487183328,-0.011988304300016949,0.009815472694784921
DKK3,0.007350904961914597,0.03619330225513016,-0.025905630391649392,-0.05026808797357671,0.12518231479529998,0.039971219431369415,-0.0032753925381402652
COL16A1,0.030904374181494623,0.12597203217269212,0.059211057063731524,0.05729387785083762,0.09455028013082249,0.04433981422211987,0.008513261449940874
TPH1,0.04746533332900686,-0.015250223772355609,0.012645584012075422,-0.01526392366877118,0.024579202872804056,0.025934775180743837,0.12333228150322639
TNC,0.03943594191415388,-0.020342896794299424,0.07043524871009135,0.018954109056182635,-0.046813931076235576,-0.03584140532297898,0.01757363775927578
TNFSF9,-0.01908187445020297,0.04998799172677737,-0.05004651747489894,9.934653641321607e-05,,0.1021945844308824,-0.0006708380048339624
C4A,,,,-0.013417568749385414,-0.029043346472671518,-0.022556348202045478,
CNTN2,-0.10823639126715487,0.003307717536246577,-0.04799508485946256,0.029815499136588965,0.10990192564472236,0.03855147906865828,-0.04992357795021102
F7,,-0.014877742647415827,-0.018649812947649325,,,,-0.02317739657156444
LUM,0.052487065554236295,0.0913009590383195,0.05393575464611275,0.048942884213779264,0.04528350885004343,-0.03630067541133897,-0.015686401163228697
