,MGH258,UKF251,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916bulk
TNFSF15,,,,,,-0.031953477618401324,,0.02657077557600737,0.03641649489561522,-0.03390441774322571
HMGB1,-0.03602134240164173,-0.020160025067553933,0.05636399619420812,-0.03323733768620678,0.02199303211201957,0.0499919630195531,0.048255092808096804,0.033824860496731037,0.03886938549000777,0.03637080499415932
ITGB3BP,-0.047769711857054045,-0.0007806434209400703,0.04541609259422326,0.07096168546159855,-0.02168938886604458,-7.649558594502308e-05,0.050099276106735056,-0.08691660813410457,0.13109647879376185,0.04191382609736546
AANAT,,,-0.017452228732258563,-0.01620295083734979,0.07247889895994182,,0.09248339877906764,,-0.016686089643066702,-0.018705283740101806
RELN,-0.01853315646387924,0.06547687577584017,-0.0512103149125399,-0.035673667413969004,-0.01721058781651744,,,0.03832310307422983,,-0.00740999555114463
IL15,-0.016063270764794527,-0.02424800712243673,0.04357420140454136,0.01617740434372114,0.008576446058717414,0.0007674242922655369,0.1318449100358349,0.025761482897017067,-0.014865119580998135,-0.042913844759585755
UTS2,,,0.02661006940249983,,,-0.05905424279787765,-0.077458256475216,,,
BSG,-0.04268704021238032,0.014449426015121473,0.022187170767478188,0.012081308947951619,0.021819299397497858,0.06506845844814282,-0.10559313148239803,-0.01306464432436663,0.020987829532451617,-0.02076762030235086
ADAMTS3,0.01949452078289556,0.006425874494795878,0.11960738447509842,-0.00250510446701868,-0.040096084150973176,-0.025138862769849394,-0.09008354524251884,,0.1033284664339741,-0.004050211330308379
CD34,-0.0005750198350984913,0.012565510799824316,0.12839710859155706,0.030943109188182584,0.007882501619387073,0.11528262973066769,0.03551592925066695,-0.06910307877358993,-0.0586455997781249,0.005557144232831271
CCL23,,,0.11500820518121879,,,0.14370820514678523,,,,
PLAT,-0.018536532156459742,0.04655458328736211,0.028198125029125286,0.04548737046966187,0.024926059553482843,0.042616459331172404,0.043196783464319904,0.004252675241909918,0.01575482310573311,-0.03148473592677655
NTF3,,,,,-0.02585304714452497,,,,,
LTA,,-0.013997075979573106,,0.055046883143483945,,,,,,
CKLF,0.02505296455671206,0.011555153459676457,0.07709184349546573,0.024488450278156083,-0.059071159089013545,-0.12226344953321483,-0.012941877019018753,-0.002861515362681945,0.037370950345076454,0.04391624778498117
CD24,0.0781376367372085,0.05621426200663339,0.11103534481729804,0.007638708442695564,-0.05335029137713783,0.05216457791055014,0.016605174151327416,0.03082518265417993,-0.002484645718806803,0.0027447361385636326
HSP90AA1,0.01620184188401975,-0.014977671305398744,-0.06166858481212046,0.029109791784094764,-0.026068417439396165,0.07518570960614142,0.012705033458521808,-0.036863396048178974,-0.0021959459906894813,0.0014333894515304731
BMP4,-0.023006874062377523,-0.014837721047021106,-0.032078111361361614,-0.03816760891882756,-0.010904010252883529,-0.06668810955368998,0.09834693841555935,0.09452463937580986,0.037106457288313265,-0.00675625654841626
SCGB3A1,,,,,0.07072621627066805,0.003674881433883296,0.060340585520320296,-0.03577934943116115,,-0.03758837611943841
IGFBP4,0.014362028066344255,-0.029643378619594766,0.1327331118428178,0.04078241722065001,0.022385923629029244,0.01453494116977221,0.001894369574405162,-0.05355239087641768,0.018545531618456106,-0.06478907561061821
RSPO4,,0.006185712975038497,,-0.01814971651775268,-0.013509338428402353,,,0.042283051128524006,,0.02124463626900089
LEFTY2,-0.02213429090394827,-0.01416898136878037,0.11836742368116489,0.0026332712695776557,-0.01481315480958238,0.14075921580965853,-0.06746991691878608,,0.030621332354163717,-0.01777488719478086
PF4,,0.013052901780491429,,,,,,,,-0.01847673554702101
ANGPTL2,-0.01545587945485731,0.02400768234243788,0.06646977627332994,-0.0005608296977937571,0.004712861644210266,0.0013281592765418716,-0.029582288443052267,-0.04206566115439291,-0.014280508408803353,-0.046877700034916786
LRIG2,0.022790210590102302,0.01620558094818646,0.05946457777794888,0.01050055041602896,-0.016911756233147786,-0.08126713598820828,-0.020184055423379726,-0.02042222078271022,0.07490684069711276,0.014587294652854427
ICOSLG,-0.046055625008389,0.018966216465634823,-0.038245236316261685,-0.020391357680153568,-0.014126408402407496,0.0277213904534785,0.005951852159022871,0.02567432582469059,0.05017016693605762,-0.047263283939465064
WIF1,,,0.03935189848170866,-0.014005706348325516,-0.013604795197996195,,,,,-0.03390441496085901
NPPC,-0.01856511578332288,,0.038294994917013665,-0.027320682957906992,-0.018774674393448158,-0.026639978261007453,0.02107439274759364,0.0159815493461814,0.043837152100123004,0.0138571687417401
LYZ,0.017369945454875576,-0.00685483701050855,0.1302405971834375,0.012871772676833367,0.030189168941886644,-0.03037072329506633,-0.027191884295913734,0.025086329076459683,-0.005028338270972966,-0.05021723292533276
EREG,,,,,,,,,,-0.0212721960295424
SPTAN1,0.050220669922630294,-0.05957801865706491,0.04066473139383421,0.017276167565837833,0.004573585755317295,-0.005442597068380461,-0.06662563782108248,-0.05119269604789638,-0.003336595021828658,0.03558109575764266
LIPC,-0.028621507042561743,0.09823088980589527,0.032061920994802845,-0.00802041661545518,,-0.02824896996784345,-0.04464140480628448,-0.06032064144744821,-0.061983004038735065,-0.010582361146257277
COL8A1,-0.03813539610929762,0.00668604466061396,0.07000177079345189,-0.002963924981976686,-0.06495897474764012,0.0667535970813341,-0.03736958375823375,-0.101666183143744,0.08365744926815707,0.021639939411584222
GSTM2,0.06827763103582518,-0.027899632912983485,-0.024420838232639012,-0.03632238358161493,-0.0012891212423314913,-0.05546502750739449,-0.04709366933024389,-0.011512954184742234,0.044681420904261485,-0.02020047053782092
IL4,,,,,,,-0.04267292250379413,,,
SPX,-0.05730803800872817,0.012150097076695805,-0.02284269460854922,0.001820278356825998,0.03546782613879235,-0.03531640146099554,,,0.02807699104852787,0.057534514049510745
MFGE8,0.034573238169574146,-0.0521716904914401,-0.028029461681831916,0.05219570310329055,0.06578861787860692,0.035321437133119554,-0.014856918833728326,-0.09295344934652286,-0.010125179998880214,-0.031797070115527154
TGFA,-0.05465346252008206,0.05456693791094406,-0.03059579909403992,0.05466696806261251,-0.038772827347291906,0.0018356314004501697,0.0007842293684058135,0.05157448585859539,0.10573430087622511,0.014063010150736048
SLIT2,0.019161675868255543,-0.03319892707578326,-0.030142073046666426,-0.027597521609787852,-0.006231701502154209,0.062095700579448104,0.11805704304745673,-0.01228876650973421,-0.03348913716785921,-0.041868076818714385
PLTP,0.059127423113084034,-0.019364734629123772,0.06734469209383326,0.002672041131923466,-0.04334166131886075,-0.1573693577779165,-0.11889297821944325,0.04967797185176495,-0.01589232607205531,-0.010275251068078384
APOD,0.005124445548728433,0.021157079912125475,-0.014416247350010158,-0.023493044244935358,0.019215395399010207,0.05522924661352998,-0.037822961525420945,0.09050225303914755,-0.05976306595740044,-0.036482707020041076
B2M,0.0340281093160682,-0.04936076705676233,0.09535152427662325,0.0504246588855356,0.049906050873084404,0.0777994699463659,-0.1120311589368988,-0.08509436551225659,-0.03783674239336099,-0.03746814247544617
OMG,0.01488101822068947,0.06092367065951912,-0.03643778538477295,0.0004605595061193407,-0.0491358666775776,0.047188804878087486,-0.006207125240839349,-0.01569018905750766,-0.012831708460224994,-0.015307104610183845
CXCL3,-0.01800281349520528,-0.02617627991350836,0.14443998027181712,-0.009776457013178598,-0.014452136559178088,0.08496904184555588,0.023055770601552148,,,-0.008406691749820401
CXCL10,-0.035978870124489304,0.07605102905167736,0.11176748004824334,0.06713432537881503,0.07023459507927984,0.14725056435464426,0.010126750585227396,-0.02533126035708203,0.0545839477653419,0.02336023827745899
RSPO3,,,-0.015013775366189138,-0.02741240321687848,0.040420791223527965,,,,,0.078721376980292
CORT,-0.0014993128013250086,-0.022738979742864505,0.06401960297699326,-0.024185735794970988,-0.0011700805383100818,,,,,
NCAN,0.03054309616937287,0.06360768959956208,-0.02550394675033549,-0.011656435305454575,-0.007068565073238283,-0.028529395435565902,-0.014836791639163275,-0.009633535105827071,0.018399352864196368,0.088479378407662
PRG4,,,-0.00877244709556844,0.04847347890423661,,,,,,-0.025717098661558302
ZG16B,,-0.015321185102536272,-0.02680275807810696,-0.01239969260790987,,,,,0.15780350862453066,-0.015762550392127227
TGM2,0.030897824646538046,-0.00963227833461147,0.07340239211647573,0.04837034203806707,-0.006208600137695491,0.05376693699652114,0.02463482111371737,-0.055233353622389535,-0.028521511470249825,-0.03194400529427791
VEGFC,-0.02235533033467325,0.04515029251307192,0.060307504022780165,-0.015127222866296452,0.042721613895515424,0.024797569868196898,-0.048372747003715126,-0.020919594476965758,-0.01061200694526105,-0.05534813707447879
WNT6,,-0.014168981740638248,-0.024412301863851054,-0.006624804767756401,,,-0.054112167219628346,,0.038784130390914114,-0.016287443661431325
NRG4,,,-0.017668632522712488,0.024231550064501645,0.04427070761017148,,,-0.04752399504975913,,-0.02449381711612911
PMCH,,,,0.011831523109533762,,,,,,-0.015344340220457754
COL9A1,-0.04691255825348529,0.014281536146261417,-0.044477097969041646,-0.03323279566768158,0.04402068601042847,0.001500463464497837,-0.029727252071504937,0.0761505946944529,-0.023733263940262195,-0.01076677141156231
GDF11,0.05450707527642371,-0.0031883909024989867,0.09287606558565366,-0.010660908771390561,-0.031041308828457955,-0.09315606322878102,-0.025337335022050822,0.03082914651600839,-0.024028202760206008,-0.02666722073519164
IL24,,,,,,,,,,-0.027383272707164376
SORBS1,-0.053215992663985544,-0.05043070963922746,-0.028555191296080185,-0.017845344852570715,0.003974895752652043,-0.009193948242238875,-0.014568042386632509,-0.0616314993436346,0.03741705705993517,0.021010266718874255
DLL1,0.11402384423982874,0.029339189521715162,0.026537696122056607,-0.05025871080421632,-0.027663710529747282,-0.0382951711299676,0.07968329872357774,0.01901897303438975,0.010578229228423755,-0.04740676603742491
TLN1,0.02747072472899759,-0.024247724800358254,0.017624616559954596,0.0846394590267954,0.0032096023348358966,0.05615190201759689,-0.09711873104059968,0.03666338639756351,6.89059976507713e-05,-0.08934673895835803
COL2A1,-0.020997371005426518,,-0.022913949861720444,,,,,,,0.0010688533837867403
SHH,,,-0.018013148781819886,0.0438266784631699,0.11366135282685752,-0.003793276777371434,-0.016838251863488203,,,-0.04463044991405977
PON2,-0.009951166103102772,0.02596712121909735,0.059604086141635156,-0.07586527644016595,7.659459260670551e-05,0.054655006683046924,-0.01956114535606569,-0.06419344785681493,0.07538684968128591,0.0950792182263437
ICAM5,,-0.01823866162340537,0.05513793173278553,-0.024460648733640813,-0.000903337209722738,,,,,-0.06917210976272765
HPX,-0.02385053807154924,,0.059395048517947135,0.03261548754705394,-0.01350933902720427,-0.02745515476237111,-0.0452284968063148,-0.06182425847667495,0.02376506289665138,-0.012620312614604163
SFRP2,,,0.024201189856553184,0.020982208980144575,0.03908366676429961,0.03593087645010144,-0.042672947620405494,,-0.0904904243507813,-0.04686862103618715
CFC1,,,,-0.015605131211029154,,,,,,0.025818201322541385
CD70,,,,0.038777720471694935,,,,-0.05157733254115946,,0.005065140534278624
HP,0.07834466101696232,,0.055945435388152005,-0.003512974252154487,-0.009475192716471266,-0.011117903211927727,0.058971229462114486,0.06495499805213499,0.050262164445346064,0.0516221394892267
CXCL2,-0.06432420657782005,-0.026094592768891034,0.010171875346855585,0.007202490264802483,0.08773059673437943,0.0004418005416088055,0.018626063511476366,-0.026669206635515696,,-0.059621040706179046
NPPB,,,,-0.013664487528588601,,,,,,
CCK,-0.004588819996284519,-0.0300563299434393,-0.04476445448155645,-0.07287280902918028,0.028959525893878024,0.02270512793778589,,,-0.019013880848807556,0.04638919963099896
SEMA6A,0.02785945384121797,-0.010135761714203141,0.01064129111861084,-0.02576581335920439,-0.01079352059797695,-0.0374261601383527,0.010416194689148072,0.007962838148012769,0.053963169047489414,0.03661862370019641
IRAK4,-0.04969329331612181,0.029843691976087106,0.037554048920841084,-0.011655427397966971,-0.010886486099135945,0.04668207339343521,0.10718756437214509,-0.02609716370571043,0.04529509279982832,0.054551935116000524
GSTP1,-0.02151558413865601,0.023997291341697206,0.053963561219041584,0.048672565875880085,-0.04319357826993019,-0.054472830469107406,-0.053686549167045836,0.01670215039448529,0.04914080716226719,0.04569850131516283
VCAM1,0.03630610662895491,-0.012471168357490592,0.07990162068053201,-0.024734691294337526,0.014427276240698157,0.07330945733654744,0.048418396257911514,0.012999324096563342,0.02577061249105434,0.012746758163932738
NXPH3,-0.037348588890057544,-0.0453127766620446,0.011250427203743309,-0.04134817297485046,-0.03383806300892833,0.03560077232652262,0.00845033695098159,-0.00015395025229210068,0.024247723194010227,0.09576147103513782
MTMR4,0.07833196994671701,-0.005859261195542091,-0.020962294467902643,0.01316200967177599,0.016863634935934048,-0.0008073962075633882,-0.058013053342698774,0.14235284402141735,-0.031818595231514805,-0.058296014132196414
LAMC2,,,,-0.017202065331075277,,,,0.04317841899208263,,0.020013055516072423
IL10,-0.023220381201569166,-0.02029453983072055,-0.0026821754192796064,0.0262381318258171,,0.05103917120708723,0.06293882889616655,-0.0692984058826404,-0.058126144621828114,-0.041030778063318965
SEMA4D,0.013835878408000038,0.02170715524099522,-0.07452632957322641,-0.03479847818498669,0.0020416965994182567,0.13664487029868785,0.038704341012113154,0.13387118291838399,-0.025125361335960866,0.028039146360472306
TRH,0.024982380031049748,,0.06304683242861397,-0.006314478125154572,,0.0023394488741133638,-0.051830665915258756,,,0.04483154916012567
SEMA6D,-0.0512559221532708,0.0016828751417319171,0.0007714794361127198,-0.06969650057077209,0.019005577515795524,0.059819682811075185,0.004698635815778566,0.005008909773544747,-0.011757341356294092,-0.004647132243764621
CEL,,,,,,,0.008928800993422966,-0.056757118719492,0.0010355481221244814,0.03518868037776749
PDCD1LG2,0.0032276539572033782,0.0829173494773248,0.03629395940881883,0.009682304911847003,-0.03181304257046088,0.059512127373537234,0.020322126108202554,0.06043024667524802,-0.008181911123819186,0.030372888269449564
SPINT1,-0.0437311819746201,0.010908893793407001,0.05753034734297383,0.03544201165018016,-0.008717845733504386,-0.05839194381280663,-0.05069960589748271,0.005808079398931738,0.03700904721695921,-0.0544390579427456
CTHRC1,-0.034227311210785934,0.010032491390633344,0.004524180697274955,0.013473276013575501,-0.018090300138770617,0.02132986212685087,-0.04069182427022312,-0.02799455431496033,-0.010105040572434904,-0.05218604330642794
PODXL,-0.0284912407427269,0.034400003383843095,0.07448009200732893,0.01872219522535365,0.03613960977150739,0.011572525330646993,-0.0548877609345156,-0.10532615770336172,-0.0014815137469991176,-0.032328863649670934
JAM3,0.02923212429670605,0.006440479318947179,0.027419221262978136,0.03588066219040626,-0.015700556827230268,0.017167907118501333,-0.010717317804097673,0.0048672507290223235,-0.041329128725051026,-0.008897675730320166
TGFB2,0.0012137764065383537,-0.025996119525385414,0.0731406722744159,-0.012379609099341826,-0.005405915431657155,0.03557174539261788,-0.07966146604232736,0.03571085676922972,0.07364194246502541,0.012469222524883595
COL18A1,-0.004321249398233488,0.028579105277521555,0.09069579665513451,0.05089119099953052,0.002775092019401131,0.033184847019463296,-0.050815655454417664,-0.08318141629990289,0.011640621498951535,-0.06045602041928285
NODAL,-0.0012295292366393895,-0.013647104992715719,0.0841863097884834,,,-0.03249082009151842,-0.016437093614399934,-0.02858313343628702,-0.012340131606328545,0.0012888778558465964
INHBB,0.04844216475136358,0.02096734235337646,0.025394000371982417,-0.014929416388645459,0.013251117687946939,0.0921199205278545,0.026851287798406377,0.019896730518744805,-0.03556556010897917,0.044738756270556665
LCN1,,,-0.02010832012974258,,,-0.014446748164514559,,,,-0.016544011981916785
ARF4,0.034717287890619,0.04019579368746922,0.056784132065836844,0.05851041355961408,-0.035618986153951496,-0.03923091892338428,0.032501543267239426,-0.03137912538476125,0.06025185389202433,-0.06304799879134615
CXCL14,0.011835884343795174,-0.05529038877492495,0.016138908870421218,0.023209395079828662,-0.007556062985861765,0.04419038023474223,-0.02463062710997644,-0.05432320718006597,0.05653132879359379,0.06476050678417367
LIF,0.04177928284584111,-0.017269628502259146,0.08410542134535924,0.020661555702183743,-0.016015629828745735,0.02577434541346726,-0.03387137998004428,0.0240872796881177,0.028683437189002958,-0.08274287281949953
IL17B,,,0.06603452691168325,,,-0.04329493019789487,0.02620925742682794,-0.02387700326552663,,-0.01870527998356897
MMP1,,,,,,-0.05707728244096116,0.10085596598386604,,,-0.041860982515534134
MATN1,,,0.05083065822339693,-0.013836102776913235,,,,0.2516205715005841,,0.012448103308615061
ADAM28,0.08006416696458772,-0.020384610956714875,0.03485513708260121,-0.027327303604838336,-0.005005633938799459,-0.013016413815298963,-0.08315541580307316,-0.04771740066634819,-0.016107091089736077,-0.04308082712225249
TCN2,0.10902543792337417,-0.030806545330408743,0.07354127717455435,0.010753305813484246,0.0019313887919771612,0.011019443330151583,-0.09390180227814855,-0.03558040487742827,0.10988125207119365,-0.045503037695880856
THPO,,,-0.020597176120011274,0.023000099301066272,0.0005096956889917541,,0.1492891252184529,-0.04752404747298625,-0.041211469806480314,-0.025545444611570847
CUBN,0.01120889735886025,0.02679108739608399,0.02874943006138423,0.03348171852133178,-0.014711564154948406,0.00095853075324128,-0.05790773910824929,0.04493957895814128,0.052007816174388016,-0.03471310859482998
TIMP3,0.01554081728220078,-0.012943404159956533,0.019788493395708113,0.00023142351127333814,0.012952125718027063,0.009529844507621465,0.010414031825492144,0.04584026234995186,0.07290460410545604,-0.1291066736804505
PIGF,0.04664437856819437,-0.012569143731371517,0.08976473425864934,0.06586035756303235,-0.04704890445080846,0.016954026042882903,0.05931974299824606,0.016220933945704535,0.03256606341401237,0.048739981592161544
CRH,,-0.017127080780689908,-0.03092130859994016,-0.0217812554848789,0.027672750432448195,,,,,-0.037334108311142956
BDNF,,-0.015321182182187507,-0.03564790430184809,0.012844508950991252,0.016219302038633716,0.15125423817858388,-0.031684960762608995,,,-0.04501542445122098
CCL5,0.016510447298469868,-0.01787995580490771,0.062455555025498266,0.0499138248782102,0.03589449075724727,0.0963259175003186,0.025089712526957634,-0.02583682932784078,-0.009084902061868544,0.027376124792530685
GAD1,0.01390188695509807,-0.05109098386420418,-0.02239995777262508,-0.013980491234835005,0.048377550546902605,-0.039710940172688676,0.09191129434136598,-0.03366494812942071,0.05199752165448335,0.03763233923575437
COL14A1,0.02149696149939041,-0.021372435510161637,0.01200164329545901,-0.01140081506124864,-0.008665651244870018,-0.015966101227122952,-0.015980911108656112,-0.03213586444693635,0.04366621480501779,0.043989806135246196
HLA-A,-0.032537276743781755,-0.06773289800440147,0.10616284277733738,0.09850991834390976,-0.0076666165416437405,-0.018512665910360653,-0.08866316824055395,-0.04542899991953012,-0.05443169620135154,-0.06398721131819063
CD5L,0.06037846073784283,-0.016969724079667865,,,,,,,0.10039240361734175,
FGF18,,,,-0.014825929225314852,,,,,,-0.0015401162447455656
ADM,-0.01670064091925138,-0.033442717539365625,0.01427848891037765,0.03049497832729649,-0.03916673894555551,0.05603234622789202,0.0226113662687788,0.01684146503876312,-0.027458077653339557,-0.01879142994540064
CCL15,,,,,0.02428791788910582,-0.02745516912632554,,,,
GNAI2,0.005550441321164264,-0.02923156515152935,0.054832278224739,0.0095340434228682,-0.019445272167102772,0.022774886956836052,-0.020095638040021676,0.017271857798875707,0.08549170179023309,0.0625054074925502
HDC,,,0.01054048010424372,,0.02119166602553285,,,0.019191046999437758,,-0.01704630175888883
COL11A1,-0.02585161983134726,0.06123584636079835,-0.014402749122208645,0.011276406270107875,-0.018996472473705082,-0.043018652870610595,-0.06721552597853779,,-0.024547892373789595,-0.008490629983569241
NUCB2,0.01602566237202138,0.00035157309583698347,0.025733218766095505,0.025697785397922935,-0.010869180118116207,0.016512074833091476,0.01324283904342904,-0.047623902530100896,-0.025521421193203615,-0.032503167120329426
FGF16,,,,,,,,,,-0.016796914378006806
CXCL1,,-0.00017617763187826119,0.012370375707171406,0.029523455411072295,-0.015165962684649814,-0.029403710343947675,0.038142115234494206,-0.07365746389076262,,-0.0036078335783832835
VCAN,-0.01036240774774694,0.034267795847526254,0.040232734401758063,0.04293636780043906,-0.03456303572710102,0.025822021559914355,0.11883769565857039,0.03278075399541364,0.03384400163133954,-0.06296688257643453
MMP7,,,0.06436098332435979,-0.013664487453930932,-0.009632259532058724,-0.03916600315162909,-0.06017124215196718,,,-0.02642044302840188
PTPN6,-0.013149668802535945,0.006242134317166871,0.01548637549479614,0.046472644622601804,0.03923223261452784,-0.09167435934876979,-0.0561503214085981,-0.03414165384563641,-0.052994482354716176,-0.027943818429124717
PTGS2,-0.044489229355514665,-0.01639717233393136,0.007376589029364474,0.0024766202931237814,-0.032344374093487484,-0.017724515200549386,0.2123402891850801,-0.0017640860669707475,0.09087252865056493,-0.08782562392401756
XCL1,-0.02004543720532875,,,0.050884451111140615,,,,,,0.004839886785124536
CD58,-0.002792654540946599,0.04158639665354049,0.04205854374205073,-0.03262899570006485,-0.03267541103670398,0.03067340016752668,-0.050412622450697546,0.041092021630703725,-0.04171122013056657,-0.07090026465994367
TNFSF14,-0.032791107309173215,0.01506394435748465,0.10369063144369342,0.03553362212676162,0.06111663383427861,-0.03499256914876628,-0.052443904864860724,,0.006577987834333208,0.0703541777286987
CNTN4,,-0.015000505357527586,0.007842651204396511,-0.0008569577708717315,0.05558335979639515,0.015979102601623912,,,-0.06324225973145557,0.03481951157525609
INSL3,,,,-0.01575659120613812,,,,,,
BTLA,,,,,-0.018916905339362477,,,,-0.05279222790436479,
MFNG,0.007826297777211843,0.03894376506397701,-0.002349460396522166,0.001442537444111945,0.031216494123163074,-0.0240687142154454,0.0759749920220099,-0.15233651355109737,0.050634097206213174,-0.03856818743430332
ICAM1,-0.09120721091950074,-0.03178586897185058,0.045841225996082556,0.05287384920111728,0.022198130742411237,0.10940858061501171,-0.055934714479761276,-0.012268855138465758,-0.004155143383595101,-0.018537161830291204
