,MGH258,UKF275,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
IL4,,,,-0.0386201355222745,,,
SPX,0.03178144742577043,-0.0020626213243149674,,,-0.020973798662689457,0.045853273062655533,-0.003123579988056384
MFGE8,-2.446825692082237e-05,0.03632262184837097,-0.03416373292595008,0.04908170736846748,0.04121561186749938,0.030255457587732452,0.1105151615389505
TGFA,0.07322288033543448,0.07524519867900464,-0.026789725395881366,0.06604482816904945,0.07332473705882385,0.04113672879485255,-0.014972222879616064
SLIT2,0.011193005477191934,-0.007627459739723491,0.018318907453222077,-0.0382564176659485,0.07593744081574569,0.016382187004609555,0.07776031933274578
PLTP,0.09402185590609355,-0.053888559951561936,-0.0347358512400493,-0.16001419502798248,-0.027319590357526402,-0.052618368779307256,-0.00929880205049769
APOD,-0.011190550962806491,-0.07910841042465132,0.03205587457137365,0.019084304736358155,-0.04291992499634941,0.04222663445809981,-0.0935001159502595
B2M,0.04410747371637698,-0.052797047876634,-0.030497796762524638,-0.037238017281644935,0.038626701099188,0.04358262299152814,-0.12066634101789596
OMG,0.05103604106854456,-0.03672385689980751,0.04684231108882831,-0.08113060164228787,-0.00888399595944697,0.021601792458351157,-0.08242305608563154
CXCL3,0.02651934776681944,0.0933377271672115,-0.0321616035757897,-0.062480211065518175,0.06434247032329583,0.02594551137877754,0.19435264826443585
CXCL10,0.08602652503409468,-0.03603053167716849,0.1401061395348065,0.007025605664630706,-0.0008826795629918689,-0.025246278804735213,0.03858864465298401
RSPO3,,-0.022318834787186388,,,0.022163737674551688,0.12952201139155878,-0.0327065780580855
CORT,-0.0059239164447712715,-0.0067495622130079105,,,-0.023720083587043122,0.020913571974809357,
NCAN,-0.07851618323163798,0.00373199769503988,,-0.01077197311306731,-0.07268349655587633,0.05110191817617002,-0.11186450857717123
PRG4,,0.01060811584719686,,,-0.02278423332033518,0.026372228439013694,-0.024133408470989222
ZG16B,,-0.010095674156632758,-0.022425392458850626,,,,0.051547706167527206
TGM2,-0.00030270622826000473,-0.014420229800881122,-0.03434495210772952,0.08106888382612408,0.030309436612611467,-0.010223457796132863,-0.0036549662906129768
VEGFC,-0.006707588665994696,0.016804710236332,-0.00172624476936267,-0.043778629052230345,-0.026771315989814675,0.0466468458303125,0.12659919422758034
WNT6,,0.0021751501268716875,-0.025076172741719752,-0.048972957763561115,0.027457565043609487,0.06421165482666479,0.04904311194878963
NRG4,,-0.01939542469008367,,,,,0.042347704841126044
PMCH,,-0.014777270771905965,,,-0.02114406725833163,-0.01324715154939374,0.004110190667543778
COL9A1,-0.05310075109223052,-0.006925324912728353,,-0.027162917155245752,-0.008910936450486759,0.027759874604470536,-0.004339685612046
GDF11,0.04392272822453226,-0.014775954081811546,0.019455040276234195,-0.043811564702311366,-0.0005808318753964727,-0.004097238790004066,0.016300654731394595
IL24,,,-0.014141375714402939,,-0.015764507040696957,-0.01852227455818027,0.29753589277669185
SORBS1,-0.061977953572458534,-0.04409887418289964,0.011123784879798754,0.024027257690477866,0.011113805644916718,-0.004134490627500274,-0.11093275017588881
DLL1,0.03338172259317786,-0.04662393945452138,-0.01773010846776519,0.015623125075900137,-0.07055717776885895,0.04317459246314772,0.0006343294109154269
TLN1,0.020135814992779326,-0.01067869309991994,-0.0156934919121722,-0.11636338343793332,0.03101342575394132,0.013320016752993907,0.05237336907697124
COL2A1,0.05637388880219034,,,,0.021379259296729184,-0.039963544398096136,-0.02070866400632965
SHH,,0.007154289588644749,,-0.02513183840379782,0.005399620371536818,0.06889083968927003,-0.01507641885298003
PON2,0.011559687944157567,0.004719107048891739,-0.014940229914811618,-0.017884223746476545,-0.05870378707752892,0.05246178401648538,-0.05056739327494689
ICAM5,,-0.023245098688097723,-0.013386549646482537,,-0.00042816441753146587,0.04855237610986463,-0.04250291458448206
HPX,-0.0266731493827197,-0.019812134824008974,0.03623526626519069,0.1081315960783327,0.018725571817596154,0.054540149879105264,0.047467370042397476
SFRP2,,0.00040674368013569266,-0.013956288714709487,-0.038620158253479156,-0.0013862168889393804,-0.026452634801479233,0.02666959003902054
CFC1,,-0.01270550205232922,,,,,-0.0203385138193127
CD70,,-0.023700209933489324,-0.02234748262461838,,0.13354877601354823,-0.024919489416096438,0.22406880158118492
HP,0.042708882927855,-0.019232347392908314,,-0.09881842913510386,-0.01791704444688895,-0.011993995074008798,0.06103295684110131
CXCL2,0.05097691087204071,0.01248156857742313,-0.01572154607214886,-0.054681128090542507,0.07701028084454296,0.016033795779159497,0.17050697998377165
NPPB,,0.038318066453922446,,,0.038866154480359016,0.026564531548863235,
CCK,-0.053723488297654484,-0.05131661659886192,,,0.0329413384447572,-0.0032721060114309056,-0.1468776077156822
SEMA6A,-0.025554027221934585,-0.020119165911399273,0.01831126226350141,0.04399653275673303,-0.03626005028504275,-0.048574193629742975,-0.07514069214769337
IRAK4,0.03318908847626027,0.007962367675124477,0.01380377934814155,0.0033783543418541427,0.058345927894545006,0.018243260031406222,0.023143257581486314
GSTP1,-0.013905157849137048,-0.03228048113734,-0.03196429550026181,-0.062290278064919914,0.04598456491996911,0.08814275906878216,0.023908786050659256
VCAM1,0.059298341221635346,0.007903388256287992,0.035925272017581854,0.015033169578166652,0.05704253681376067,-0.004436537093285585,0.10558906443426352
NXPH3,0.03271119032201032,-0.015397438647938771,0.00192270947586313,0.0780117994775166,0.03025591824080538,-0.0527604797125707,-0.056516852575511374
MTMR4,0.10589098890002424,-0.06476558279080775,-0.03773810562959754,0.059605560414096634,0.05581072753918225,0.05621044524544022,-0.02742962861263828
LAMC2,,0.025015879926139958,-0.020540992030447767,,0.026315537840237716,-0.02432494374540079,-0.022134141207801772
IL10,0.044999349856703806,-0.028739481954190616,0.012331852605408793,-0.05237443761776005,-0.0001717493937501748,-0.01875592471000864,0.03006146891617512
SEMA4D,0.03700229899474256,-0.027888588838765792,-0.019038874766581625,-0.06965092541314372,-0.011945237582611254,0.00358014715752283,-0.06357926755004675
TRH,0.05799318363739834,-0.029570902556284143,,0.07052291687143478,-0.03338502472020652,0.04643021659106597,-0.005449319039503362
SEMA6D,-0.001738103073099171,-0.04375645269318366,-0.01905594972064785,-0.004013051529637418,0.059686233082888,0.014780682839285375,-0.07351057248551068
CEL,,,,-0.04946814142953679,0.012389163398091617,-0.03024006933014903,0.10472637586963794
PDCD1LG2,0.00721342187424059,-0.03115817906117667,-0.030072729719096032,-0.04182579418052415,0.05974357744652848,0.012585902052938419,0.06293933045409461
SPINT1,-0.0489065842452993,-0.012735924961114042,-0.018703407079900244,0.04253948759458444,0.04279923052092435,-0.0013932780868636586,0.030127525107467024
CTHRC1,0.06360306361164464,-0.02292423614723343,0.06976809766573555,-0.068282654551088,-0.004103555311211272,0.050161601872910404,-0.034012917906956215
PODXL,-0.031710819348601704,-0.04084847820302717,0.01679191494132945,0.009537792196501773,-0.006784276596112248,0.001137152262492686,-0.10365071892261431
JAM3,0.04083536682132459,0.009402733745058294,-0.01029971923446472,0.03905674701923117,0.052087603748821355,0.016260974085099557,-0.06767886437977513
TGFB2,0.0720113517259446,-0.055378292166117574,0.01960123110056694,0.014504910758187588,0.004852436022251631,-0.019799165998765154,-0.06982403663793726
COL18A1,-0.003751970209392336,0.0409235856758899,0.00384879816691738,-0.05901378704432596,0.002837137847050673,-0.009542017308511268,-0.04769945916450381
NODAL,0.16358030185196856,,,-0.009364145431179013,-0.023566365274754076,0.09947366617223,-0.035339436032157286
INHBB,0.001552476442052496,-0.020345519305652492,0.04509477452558443,0.04662777328474329,0.059805188386468255,0.03719363590304614,-0.07094350590839879
LCN1,,,,,-0.0250666386770574,-0.021606673212621778,-0.015525211617489076
ARF4,0.032817571726826984,0.0038151446590461123,-0.04561093259930574,-0.013480245636271395,0.026779333684431774,0.00369252902869382,0.14642815075468718
CXCL14,-0.08234530801180667,0.013164232780168981,0.15273673153610806,-0.10356076816041462,-0.02487817936339461,-0.09182165493901616,-0.11902820621819045
LIF,-0.031005995040451997,0.00570586157146687,0.025765797993969962,-0.027898633805238694,0.05303346135560135,0.012930205327755559,0.11302034969137986
IL17B,,,-0.033979420290739124,0.18082153942062373,0.01727927587406653,0.03791906307266732,-0.017553386108926455
MMP1,,,0.04879630209788307,0.007881289337999935,-0.02208667810294336,0.025324180664840903,0.18807855891314754
MATN1,,-0.011265181295243686,-0.01414137775271704,,-0.031541072067961265,0.08258855735926926,-0.01599657702424122
ADAM28,0.06387072639539011,-0.011773058699679402,-0.03934960463242604,0.05768707556070904,0.05138870173122246,0.002498689926130498,-0.031265198827269185
TCN2,0.03852450018414031,-0.053928939059379614,-0.023706253279753457,-0.03910685208191452,0.015014256530771895,0.03956215267682332,-0.014719099837964053
THPO,,-0.023126928733645895,,0.21274845256620964,,,0.058364441091868946
CUBN,0.008404090156582599,-0.028557959842180236,0.09657465398481577,0.024220178829578543,0.01995651613691676,0.019662954422516782,-0.003568993153813122
TIMP3,0.016202564986979764,-0.0013475637128500118,-0.022427166953283544,-0.009297021647111789,-0.004652974378878693,-0.03341660411492408,-0.010903449964512292
PIGF,0.02514378244172594,0.008051801279526236,0.04275963096266579,-0.06572474741708598,0.03462398783433804,0.009599361854534857,-0.027446936222689466
CRH,,-0.0016404851563175153,,,-0.019299123435015716,0.07575394098803996,-0.006666766282220524
BDNF,,0.0097666407967275,0.013914369616769078,-0.027239307176653783,0.05294814692795144,-0.005860941051743885,0.014226419375677637
CCL5,0.02963808214693235,-0.03376876739012408,0.01714872680191719,-0.04542185885078392,0.07656213009942502,-0.045758367815840625,0.02113710543072605
GAD1,0.026777024648026154,-0.019515795319320146,-0.02118538443301711,0.059908779414189955,0.03434141038404595,0.03838946140732394,-0.07960584460713234
COL14A1,0.019024307646583225,-0.024470411609604795,0.014073331526075678,-0.09891691267247525,0.09319791312017205,0.014491522794393384,-0.052965279423389376
HLA-A,0.031769933382914214,-0.00128436629420634,-0.01309135714121414,0.016944860357804417,0.053602619732228594,-0.0018307990255338102,0.07234605923886556
CD5L,-0.02312255681551681,,,,,,
FGF18,,-0.012071085571314626,-0.014683432258125868,,0.007587731784625456,-0.03372809537806559,0.23276549417130654
ADM,-0.02925586403577478,0.1104258656116975,0.034610510413639106,0.03479052082806184,0.06476413345793826,-0.008123724402879664,0.13914348016776576
GNAI2,0.006163668077948317,-0.051776513640849245,-0.019397272464803817,0.08243564335461252,-0.09968510856667764,-0.0015398252249987476,-0.02484308281742131
HDC,,,,,,,-0.01599656977954288
COL11A1,-0.02891105078964008,0.039671287390525355,-0.02953302970596073,-0.11163883511433431,0.06435686877731657,-0.023950914779523637,0.0445029380412881
NUCB2,-0.013486521333955446,-0.0013664571717925684,0.031441811006892445,-0.05855314827499524,-0.003168555910798888,0.015337514132419197,0.1281594848997723
FGF16,,,,,,,-0.01576253997666575
CXCL1,,-0.0033900760175510198,-0.04973259992790831,0.08914971315321105,0.09372566405766819,-0.019433355824772968,0.10741950622117166
VCAN,0.029313212729638397,-0.07556523248763798,0.034619324394695596,-0.07647258870406715,-0.06808081739463964,-0.0266681582303219,0.005531934768446252
MMP7,,-0.011125454252332204,-0.0007634244238583155,-0.020061613863111602,0.02489728320438938,-0.022062087187293872,0.07467143489756665
PTPN6,0.06490353683118871,-0.03936901607223313,0.018964057019733103,0.029004676559397338,0.07161147784695408,0.005389411228303248,0.040612626812073935
PTGS2,-0.007957949169437775,0.07551748005348807,-0.03726372915337499,-0.039119633552405865,0.08057356677717231,0.005358591799566267,0.1370192279749509
XCL1,-0.0009521394490116304,-0.018273142334198418,0.031199170657301625,,,,0.007132484123853207
CD58,0.04174662113112055,0.011455721344761726,-0.02980968340008471,-0.057830075707572044,-0.021287421730296793,0.010653828068228614,0.013391622104958811
TNFSF14,0.05207211063043479,0.011617592185423015,,-0.04746313573948704,-0.020629460005739453,-0.02590944649991625,0.010431027830283482
CNTN4,,-0.021114398187651876,,,-0.031454407860652026,-0.027574935204564013,-0.04397172188160894
INSL3,,-0.012828818880152023,,,0.054340329891808085,0.11568582425414155,
MFNG,0.04716447407286993,-0.023728707964877502,-0.02510550186039495,-0.047958284451358156,-0.0422198918786861,-0.05434932104329957,0.00864766799486029
ICAM1,0.04967597788284116,0.005472245161712611,0.006900722867979201,-0.0026618256079546584,0.10756082820722931,-0.020404561075216675,0.09546182468381768
PROS1,0.011711778738083444,0.010044623302675382,-0.05028144171929173,0.006605732856379679,0.04907537641402063,0.027358038489726632,0.020927020983329082
CLCF1,-0.04131884405452967,-0.001617575614674027,-0.02641423202593346,-0.022595001700079737,0.13502761430524518,0.022512248365368005,0.029724535167735332
PSAP,0.059589355374653194,-0.05627335719932866,0.06532094945269099,-0.07134905637946694,0.07377643786962924,-0.004289353126099601,-0.10107797865792802
EFEMP1,0.0031145313498468015,-0.09589879801227245,0.02183692068083998,0.025743014530222152,0.043060042021731665,0.008501272929486678,-0.047395754117097275
C1QTNF1,-0.03526903451663131,-0.007160729102900529,-0.018413600756832,-0.05110150997821378,0.07660743470669792,0.006562774606873177,0.05411477400600928
ALB,-0.033749369209281815,-0.014005705419459521,-0.013386554047460477,0.007261758139225494,-0.006675429639005162,0.05099758286109598,0.021679768035068415
CCL13,,,-0.025513412643823584,,-0.015313887539046485,,
EFNA3,-0.06740775176928211,0.057755652934709446,0.057195606244518825,-0.008062106700321231,0.09690051554919579,0.01399116705479802,0.05319343905284402
DRAXIN,-0.0329643538286698,0.03229560019666488,-0.025220716951931354,0.09672158415963449,0.02742832053754647,0.0185987343200178,-0.057674662316323684
RAET1L,,,,,,-0.02160665905251291,
NPTX2,-0.04120582386341859,-0.03454677071646731,0.02317093872155348,-0.08250357636599417,0.016052279456298973,0.04145379490225537,-0.045750239923915935
FGF11,-0.0034806730264126517,0.02055213829647163,0.0069879216296787625,0.004473768780195172,0.062156244581791247,0.011540737599070264,0.09773379093773499
CD59,-0.0009732191577357698,-0.07517469707597885,-0.037246259224928746,0.03473786180142021,0.05615893151634672,-0.03431262875726025,-0.11645590374140405
COL9A2,-0.05276654558192479,-0.06923351611724704,0.035970721583383956,-0.05191618774568793,0.020777269502897898,0.002127788022626007,-0.06629406485524683
DLL3,0.0793641819560445,-0.04894561160927464,-0.01715379321526828,0.07840543916312638,-0.046612326887703635,0.005975283638742773,-0.053182226422911975
FGF5,,,-0.007394175934968169,,,,0.010152731518320086
LIN7C,0.02626387597854058,0.00614546054872793,-0.006420063384237047,0.041621906060835885,-0.017986781869116047,-0.026729189754387248,-0.07102672580129522
GDF7,0.11400682655599154,-0.020978679458273242,,,,-0.01852228042641189,-0.024452889374989552
PSPN,0.10750300879188787,-0.03868000799211586,0.06918184766523734,-0.05823838012284708,-0.061845400348255246,0.05864760578286328,-0.035453168779686135
ANGPT1,0.04827572804497713,-0.029315614712521643,-0.05812056270904383,0.013143927941698136,0.06945314829592936,0.03976171673313873,-0.03987882887408374
PNOC,-0.03279201680164417,-0.03090766749875205,-0.013386554047460477,,,-0.0196966744792679,-0.025430043192016704
L1CAM,-0.020876883978797008,0.01787928120307408,-0.008538796817548783,-0.042118697113523056,0.03852541687791945,0.0005950919987124661,-0.04586686508577703
APOA1,-0.04890656677464297,0.09618937963190088,0.022335441550794505,-0.033674516422388646,-0.006629242048292542,-0.03115795782690909,-0.04975183234702885
PSEN1,-0.036071356443811105,-0.0088935482018739,-0.008228161974580754,-0.009529665577252601,-0.029016809340449617,0.010674748959886732,0.04773902705885096
CALM2,-0.013937994864648312,-0.07889981014525112,-0.046736422120853494,-0.17024466492596216,0.006659377516919195,0.010041800626772006,-0.1625809635009659
CLEC2B,-0.049903710539296875,0.048517437690891625,0.05925568682380312,-0.028473020373561597,0.006089851364823066,0.00903798024429436,0.08812123793544292
NTNG1,-0.003518309787868647,-0.03922726309640668,-0.021936696973169113,-0.042455353826815485,-0.004491444041180289,0.01815751830033487,-0.003915219745856361
LRIG1,0.03921771739247383,-0.04125578270928573,0.06738037285914761,-0.055593422041815596,-0.04226660713025842,0.02365790066656897,-0.09113671698004881
CPAMD8,0.07034982569063716,-0.01423012213066896,,,,0.07627673536719297,0.0687151819301176
GHRL,-0.0012475427127120774,-0.0021855448809974254,,-0.013806142162017775,,,-0.015284448355121884
NPY,0.032185177828444565,-0.0052437456107051325,,-0.05376217931029739,0.07131805265171315,0.08227058078451774,-0.06722289283806669
MMP2,0.014066343326383119,-0.029370854273212916,0.04916473640077582,0.03377903097000795,0.0502660831621712,0.040949567715720794,-0.07042547472188566
PPY,,-0.01039990419742265,-0.012381965556402452,,0.05255618000651173,0.010395809278095487,-0.014727388210970508
ALKAL2,0.04583857305186168,-0.0250862454836796,-0.03156808679017236,0.14255754270183219,0.027062821430634303,0.004786312197925597,0.002759925383976961
CSF1,-0.013100976185319267,-0.08499145032523533,-0.010347015646442791,-0.049741589732074216,0.001384824792384312,0.027404293797288124,0.0501876384178753
SEMA4C,-0.02426784317213221,-0.02368823179501382,0.006107599475410148,-0.018657827212321898,0.04896636932667058,-0.016542652812275228,-0.05251165021602482
ICAM2,-0.006467851037963268,-0.026634194010457638,-0.016391527501834074,-0.006456482700516525,0.013336216792105603,-0.06206740718291746,-0.03677798430171593
SYTL3,-0.0020541378643572227,0.06379835679254808,-0.003830439157419614,-0.08279054452818438,0.09432344971305393,-0.0064880448475513166,0.08058823221270844
IL1A,-0.02374159704102514,-0.0017152001371400127,,0.1048443061259408,0.07695311214738769,0.059435860165460846,0.18107687144096427
HLA-G,,,,-0.043778629052230345,0.03358461441521501,0.019761564679497214,
PGF,0.02782566427567993,0.00151126583918784,-0.025995963518623256,-0.006714168248390396,-0.012145305256462121,0.008989060999034147,-0.0009142031486613312
LGALS8,0.13545282730212854,-0.017813177016203004,-0.03571836800009983,-0.028503057993409756,0.011080172177856028,0.02001153726010855,-0.008119337085102341
DKK3,-0.02852699530820043,0.006462378107329191,-0.02011948186139933,-0.03996773700900201,-0.019865767148978097,0.02763595353814442,-0.1450059374220404
COL16A1,0.019990348881185987,-0.0594069983131868,-0.03943859789649707,-0.025028353626758735,0.025223617352544126,-0.0065959268255242265,-0.05374716190157856
TPH1,-0.03806365319482611,0.058238354216491935,,0.1646660424195179,-0.03710429047220114,-0.025678045043701383,-0.0360999384283958
TNC,0.013025590862586832,0.026835801118911942,0.06658949142416969,0.08190445053193356,0.047998601250630935,-0.01912898765203973,0.03228267351847213
TNFSF9,-0.020431939887455848,-0.0326924742644949,0.010476734841303025,,0.012108816702469672,0.0023187298509387676,-0.007772878731598832
C4A,,-0.012328564780309373,-0.014683440226409671,-0.029221023571076695,-0.01704919359712184,,
CNTN2,0.007735868194674477,-0.008938372600868268,-0.015547420639867958,0.00842049466317193,-0.009715721684785062,6.174021982492076e-05,-0.03905293647706017
F7,,,-0.01338655592592799,,0.019476324234572635,,-0.02143189892559567
LUM,-0.018726581718598766,0.058708431171417726,0.022622601154794256,-0.04468827423458474,-0.003348391791186332,0.01738451366837152,0.0033197725333343384
IZUMO1,-0.019523365819791718,,,,,,
BTC,,,,,0.040452683893399045,0.022195372162778695,0.03250373076583425
APOC1,0.033282653561560446,-0.0888304946311101,-0.07573082608527376,-0.1106301781817374,-0.017079282947057767,-0.014303646557795155,-0.07764141913261603
