,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.04364019721204247,,,,,,,,,0.09301352711023797,,,0.01704655331721908,,
BMP1,-0.012532777211661688,0.07598848613241532,0.027451060611124803,-0.02305192455616003,-0.0007268498954862329,-0.07061595424931322,-0.07785728496260984,-0.19419573749518268,-0.0885160292505685,0.05267851757230481,-0.08167236258585493,-0.19107250760844324,0.04366123748629671,0.02393500104718383,-0.052488538172455156,-0.02371441214715445,-0.1274510291596997,-0.20385743111923327,0.029536168308626546,-0.05615632122705464,-0.05947567276076195,0.053285529775960835
NDP,-0.018462781740832275,0.18290599355849,0.03903552400773806,0.023153869447291447,-0.005845812383967151,0.19349914034298563,-0.029637639987007598,-0.04100800990855753,0.09616672152668235,0.0501161697879271,0.05372003127311621,0.011072486899153855,-0.10076095271168886,0.0008390734368389265,9.356132430755665e-05,0.006145834104334888,-0.08178851791703567,0.23466398161530683,0.0025014510285900765,0.3623571266801164,0.20960986223346084,0.042534784832548814
TNFSF18,0.050421018771972866,0.02936088881428453,0.01352549451281474,-0.0007498461005816982,,,-0.04621645943560087,-0.06480438274526167,0.03600380172564164,,,,-0.03248976313658773,,,,-0.0185196600818452,,-0.004986188653938399,0.07614974016435977,-0.029745990591441618,
IL36G,,,,,,,,,,,,-0.03744484593425053,,,,,,,,,,
RTN4,0.0804255317328297,0.0675656355958073,0.01904314501963478,-0.005582502382623856,0.02149261116965392,0.22818098692956246,0.12341648074095037,0.2229476526074119,0.0703627009619747,-0.0657263263941748,0.17719910668657154,0.3570498954054313,0.07420358655808974,-0.03059892859023563,-0.038420220488282045,-0.10956466797304884,0.15740304035502276,-0.04072500133672484,-0.10350203497651891,-0.10647422255875452,-0.008484505541629838,0.05963467521831924
HEBP1,0.017168836872844265,-0.03889944167314027,0.08155848882252446,-0.00829651701999186,0.019383852413179657,-0.053575340348676205,-0.07026240368929104,0.012032464229403534,0.02168141016992096,-0.018350589452058884,-0.06089092314896061,-0.005163375650378804,-0.05016022965088432,0.04769632353597521,-0.03891421040023314,0.01615811126823839,0.011596542181325727,0.04699231743402636,0.07688382732566795,0.23543413646452777,0.026371507361977756,0.08210630515109855
WNT7B,-0.007166351898911007,0.14732476487454016,-0.03852520373596171,-4.698094171990252e-05,-0.002731001408949597,-0.011156238217562649,0.0019261484210593657,0.17701654350632828,-0.01879725885464716,-0.024599441264240702,,0.11529447177260302,-0.03576805803673578,0.05034886093088392,-0.004352110277945282,0.026851134274390547,0.027691697219583557,0.013732422646618142,0.013555192430875147,-0.02842839385332374,0.1410147250368045,-0.12636058952402812
PTMA,0.08127695283376307,-0.04958799991038991,0.02995315963087571,0.09953131961341607,0.03784634935254388,-0.16286355647386674,-0.16060819531443427,0.02632395309234492,0.10201192767535605,0.03597796835759919,-0.21095541760814468,-0.31126943504263516,0.11727667698554589,0.03183067876532694,-0.030502583193289242,-0.027454442255982713,0.1795892047179967,-0.1956004174382499,0.13356202333369865,-0.2334880875617006,-0.13412191653531455,0.131950578734293
FASLG,0.08985411292221666,,,,,,,,,,,,,,,,,,,-0.050962952495959536,,
CEACAM1,0.006206895191882281,,-0.03473118364044819,-0.04358140186112231,-0.02120449649301693,-0.0010792805219022508,,-0.06183680139372941,0.05234513335698738,,,,,-0.04525213438104289,-0.025323616383377618,-0.0182720348451614,-0.058038379591815493,-0.02446774793138552,,0.06735076545107395,,
PDAP1,-0.08606147846408606,-0.027650667194491364,0.02166702710623899,-0.054184269267273516,0.03729363109809056,-0.04512102180584967,-0.048649109076466364,-0.16602381500452323,0.0333352134696712,0.03325955223763639,-0.0018119065200471777,-0.17049272929355883,-0.1195586497019442,0.009163582990428274,-0.03308604626981279,-0.011832625319861212,-0.03372366710698158,-0.08511853289138128,0.016447164323362264,0.08135478161339647,-0.111708459177843,-0.0005037526849761524
