,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.007997392519348246,,,,,,,,,,,0.0799275594847169,,,0.03179911854048797,,
BMP1,-0.09939510287603912,0.03768618074955741,0.006601410430833804,0.04240461385862313,-0.009886153332782968,-0.08043655609417127,0.03051237189988651,-0.0036199580444445257,0.012464959138121831,-0.01783381347996942,0.03033334623812927,0.08172300129033341,0.09514395497744907,-0.06403804476386835,0.003742758036992719,-0.02112341464052518,0.04590203694080211,-0.05159285956707782,-0.04519946960709404,-0.026151515970274097,-0.038828700973183326,0.046995456937911725,0.026572881698640874,-0.05517028206469485
NDP,0.010866548386775492,0.03173302094583255,0.006778547188831721,0.05245333706792554,-0.015334749159518686,0.12760252769017344,0.048284594181437684,0.028444868685232917,0.003284363422978962,-0.032912235251888605,0.14912648372529455,-0.005846932348168512,0.012652658622485855,-0.04339782960254173,0.00943416271531785,-0.07029031224573526,0.0314684018498882,0.035931309647198734,-0.06924743472644632,-0.009477416170640827,0.013323586103226153,0.003481796852773166,0.10815341070552338,0.11697488018292275
TNFSF18,0.08030254687234303,0.05370691068664332,-0.005057487620164568,-0.03508352131331954,,,0.011098081698886016,-0.06132920170476743,-0.0030476356079206348,,,,,-0.07957806660614572,-0.07413024864121681,,,,0.014488702144004844,,0.033882902846972915,0.13495294774601949,-0.048153629669758335,
IL36G,,,,,,,,,,,,,0.014643482453043238,,,,,,,,,,,
RTN4,0.19750496660234051,0.15115248718393468,-0.014911039082110611,-0.013666030575703206,0.03995975199829179,0.14317903936115758,-0.06638883784784123,0.07898563025336956,-0.046050037516563065,0.04661032679859285,-0.024818060299014347,0.10818110552420811,-0.013026032182777064,0.015005131288329494,0.08371945235183842,0.1215946646101151,-0.02698636836063717,-0.05113454043462628,0.2839984096360415,0.029818758245498733,-0.017591360567969692,-0.06863358775911456,0.08488123475913074,0.19109223188821667
HEBP1,-0.014543300609692913,0.01087178714084824,0.012515145133109211,0.06244748932088567,0.04944748438622372,-0.0028530617157843476,0.05386949865528796,0.002985445134936753,0.03691041456648735,0.06263891214971881,0.1522454188866096,0.09198001134470911,0.02149254507695583,0.017422809468104504,0.007780235545330695,0.06665746306564557,-0.011760666534261164,0.022010951637509296,0.04864683675143945,0.021192909543706513,0.03536006518012187,0.03139705987083026,0.015238974311348819,0.09496440659025468
WNT7B,0.03740038440207725,0.13728881535672874,0.027034239142747826,-0.016038328601969302,-0.029559219013689846,0.05947728410118398,-0.043168514866559184,-0.1343437902092456,0.017720869835766387,-0.02502497952946444,,-0.00968621285781317,-0.05416398832926098,-0.023862823412639587,,-0.015940542312296427,0.08792005329555655,-0.004046257929489881,0.0535257297787459,0.08536561027562128,0.05051394594981471,0.0947623247218725,0.06895532244284644,-0.06374142069558483
PTMA,0.14788189424252765,-0.04583215750550245,-0.019054143112920873,-0.014423588802380038,0.02152611006812763,-0.08421156730665331,0.17276642116209812,0.23533142021692638,-0.029337972413086177,0.07381793912237149,0.17743613232801525,0.15121639782368962,0.10967627414947981,0.13224716589741056,-0.0667778191610201,0.10140603484947724,0.05007358031868174,-0.03070175060716578,0.22727783937641344,-0.03907148062657317,0.1399125697440519,0.02363927104135674,-0.038786669917182846,0.27549075884909185
FASLG,0.032666672364768286,,,,,,,,,,,,,,,,,,,,,0.061790928731924245,,
