,UKF255,UKF259,UKF266,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
PLAT,0.1337235903587129,-0.0014015329657386822,0.08475001883798347,0.032402674870719295,0.00326463998978526,0.035517981652293515,0.07117487656410947,0.02537363578681685,-0.032804136862613464,0.03342930898504387,0.0633433427072596,0.03824206725279307
NTF3,,,,,0.02028634503864887,,,,,0.022045015947821666,,
LTA,,-0.012646545729584175,,-0.02679957524573098,,,,,,,0.05660305488896642,
CKLF,0.0746463110576221,-0.02395822361740374,0.07269392065399956,0.11299501515666416,-0.033430172763890015,0.17280134484786538,0.07158867060999212,0.0183560107308865,0.019351499696334654,0.00910331962751449,0.026862171659537356,0.015539316716440413
APELA,,,,,0.04904666086203008,,,,,,,
CD24,0.028815169763946054,-5.940926090268977e-05,0.029844848619690684,-0.025417089392986855,-0.04392469058040086,0.07286852336600738,-0.041071587682180194,-0.04633442337918939,0.14206220321918778,-0.04917504725444049,0.08440842706667195,0.06607758836615965
HSP90AA1,-0.12129412610759789,-0.00017917638953861452,-0.09815321953469361,0.10226907066752527,-0.07995063065710499,-0.1387363376969153,-0.16115941704392917,-0.08568437253796227,-0.10512125823380111,-0.0034982168561560733,-0.14705559225728485,-0.026436051203677112
BMP4,-0.05045562647674063,-0.005845869450940961,0.0802874454630492,0.023378211816321777,0.014097763485218412,0.12728965048443705,-0.050961460555280995,-0.1311066715823154,0.04199328219935181,-0.003593810974731673,0.08496256342233056,0.04163495046540468
SCGB3A1,-0.06250918815874841,,0.006707192725747866,,-0.049107932851289796,0.14027919933498537,-0.05436265837321079,-0.00931226928187386,,0.033341052932112536,0.06189935837627983,0.014487540121236275
IGFBP4,0.07754575076196087,-0.03905994932201749,0.0358622918640415,0.13431927903596405,-0.010508154426043931,-0.001915462868405336,0.10872641906336132,0.13907662856696407,-0.044360467307319844,0.006679674956894649,0.10362020038617262,0.07052903581300882
RSPO4,,-0.04151949079576866,,-0.031169537527398303,,,,-0.031697829975602644,,0.005217702107309249,0.0976829353284508,-0.00610438157327776
LEFTY2,0.038956878875603514,-0.028052187123855803,0.04102835967997622,0.04754266297577181,-0.026521908377797415,-0.0932400602565794,0.03904028790088977,,-0.040257195289679665,-0.022888563613046486,0.037572283037989,0.10857177059777304
PF4,,0.03126075149134121,,,,,,,,,0.013158915876045845,0.09629192036379686
ANGPTL2,0.051905568022443206,0.009591034561113864,0.1420008149572019,0.005098499811134668,0.07819822740607962,0.015148173412149132,0.05751694486912062,0.04967514986654563,9.174190123919395e-05,0.006325249834844953,0.10346616765443493,0.03755083392692867
LRIG2,0.023464117091206382,0.001709864457920725,0.04545504865764489,-0.01489700916686041,-0.055317039380280826,0.07677864852266382,-0.14842894395227907,0.021227553613803792,-0.02171547628563685,0.027246475296831687,0.09591268915265617,0.06872601986669435
ICOSLG,0.045801677317521564,-0.011867330210745822,-0.015207095383292613,0.006751740961473058,-0.029535944620347792,0.06305393406805919,0.05969539990550024,0.08396196339425054,-0.10418473779528586,0.04926028467650169,0.1260452602254876,0.019984124680799138
WIF1,0.02046100994847942,,-0.06550731255829449,-0.012202430469362095,,,,,,-0.015645713643805206,,0.015849243002209575
NPPC,0.04068624032501178,-0.001298356295504947,-0.031064862402691282,0.02912882115360218,,0.038130337546802694,-0.08877891255115002,-0.013696214832450527,0.021363137913596345,-0.0022458431318643467,,0.024594420934172093
LYZ,0.05631138206832765,0.05049734189422571,-0.016034863178732726,-0.0003004479722304124,0.037795462007403025,0.07722171392380686,0.1563032395769761,0.0759492117406585,0.04719170693747472,-0.006441679542442103,0.12266177088087957,-0.0346325399288888
EREG,0.07518657930522868,,,,0.03212743357357661,,,,,-0.020962850596588,-0.0054909604834895605,-0.016997551477138457
SPTAN1,0.11024781198671707,0.01617798156318902,-0.021327433942708827,0.02380807994580459,-0.05092724933467908,0.057848713106411154,0.09433845859611187,0.012271785458168233,-0.030357553162312277,-0.06280276923747478,-0.0611971362226221,-0.04645634770931066
PTH2,,,,,,,,,,-0.012532573456254036,,
LIPC,,-0.03188194559852912,-0.01967078032444682,-0.0023972499606595126,0.12292483636160027,0.03673777055126007,0.0034911760355299947,0.0059385174009509685,0.02482531281899987,,0.11666868023675266,-0.014744294008670106
COL8A1,-0.007384421387158012,-0.03574356458771662,0.06155629018450926,0.00834214035430091,0.11594270934085864,0.010913316201370378,0.1278300450846721,-0.02468141209162983,0.0720958550584874,0.014355226232629567,0.2047706702792934,0.16208082687043687
GSTM2,0.06645147725078641,0.010533584763492292,-0.01072665631491846,0.03842481424279749,-0.04310236953424654,0.05180219376655922,-0.0037218983119524556,-0.0082137471812106,-0.0055871663429912346,0.041772555559894564,-0.015068001183202518,-0.01797706341432058
IL4,,,,,,,-0.10062339223783731,,,,,
SPX,,0.03917743817130454,-0.02125259340673643,-0.020509618545473673,,0.016033521265204687,,,-0.023253112721817834,-0.04141929782308953,-0.05709861680529878,-0.021432920126162713
MFGE8,0.061579628143528756,0.020127634180477964,0.036779166242234276,0.029580669470487403,0.050571795039959996,0.12696240122951583,0.15002963434502667,0.0727922002354038,0.05826114013427576,-0.0012647868195875191,0.07789472610035167,0.09669722662809149
TGFA,0.022169969908706812,0.0001872100556756625,0.02318229654810978,0.020470256328555553,0.05283169318769344,0.1520156687958451,-0.1467519905055308,-0.010917194599731898,-0.028017045106065605,0.006940435457886803,0.12928947765785656,0.013462537527279573
SLIT2,-0.016025180399092318,0.06739729494216581,-0.03407809482889227,0.0046922826984090674,0.048959846970386516,0.051920966322003756,0.0379644475335173,0.004100903990248926,0.05765735947488091,-0.020386526198298907,0.1753115852743811,0.059779090332646945
PLTP,0.19690898415499583,0.011368053270103642,0.07316607424893867,-0.01623567346816771,-0.021126665863964902,0.06727002154130188,0.1375245737851215,-0.05583123775607274,0.09195504742183722,0.031167081939233197,-0.02845575616598594,0.049410730408218785
APOD,0.08679602801445173,-0.025040860803632572,-0.008434823703553227,0.011312904915736771,-0.008761622504103315,-0.2395850679897837,-0.09559686592359426,0.07101632564620136,-0.09970605847809369,0.033113319571612586,0.04747756323951139,-0.04001647302328414
B2M,0.22487990887350684,0.008390104806956986,0.060735478334381615,0.07655869500794149,-0.07257593687402612,0.04990331296996032,0.24763259545773686,0.18624385647305458,0.036852101707643775,0.022674746525621445,0.0649372641248384,-0.020435735705169607
OMG,0.0661566058779259,0.012914062834686579,-0.024047663202754994,-0.03559097084541345,-0.019640850425371607,-0.0304414493671587,0.10260528390134616,-0.07399783034139827,-0.058077829541922116,-0.013094443726505941,0.020994749690882466,-0.08431533649215166
CXCL3,-0.04844844854879987,0.016242946258287393,,0.021955576820009558,0.05354762877054041,-0.023623805583327592,0.07196853602650322,,,-0.0472132829260837,0.037022654691098764,-0.01617886452130525
CXCL10,,0.04336756652583373,0.024929411122429582,0.07693118529049545,-0.026762670740166833,0.016208772601455937,0.05447371203917535,0.01466778099663724,0.0350655793531012,-0.022997525929178857,0.15201503632368554,0.07335640344624068
RSPO3,0.0009530652138794391,0.004479017887099284,-0.04210462549676315,-0.03475826831196533,,,,,,0.01779666382312227,-0.004683662734669661,0.04000072382807194
CORT,0.0050925164598509464,-0.0010337604401727647,-0.02918372699528772,0.01817232116510439,,,,,,0.0957168645623895,,
NCAN,0.05447655824562157,-0.004169459550359285,0.10896227583177219,0.020300116214801888,,-0.216651586205989,0.05695048666609179,0.07715406206551305,-0.007548460497848158,-0.000985917294022229,-0.14917272736083076,-0.07051245114839003
PRG4,0.05841140069234594,0.10328380397952806,,-0.011827737239309086,,,,,,0.035147012534685634,0.10557603332379091,0.0753980478000189
ZG16B,,0.013710082040422657,,0.00612677445310246,0.055661723351747856,,,,-0.035019946272630324,,0.02479745225393491,0.030489376337333948
TGM2,-0.06209925926016391,-0.04227867299063878,-0.029918155262668018,0.1033023066703207,0.02558036417783555,0.058426820357018336,-0.052489948902336755,0.04810288065480087,0.019292979313747266,-0.0085041258584596,0.07635696150567738,0.018335844513967806
VEGFC,-0.031742610717805424,-0.0022357130118493378,-0.026003871492296847,-0.021473503734482497,-0.02003719059257696,0.01199050924170595,0.0713803501349508,0.17664205127984273,-0.013677316476821185,0.09250347615920879,0.08714550566395522,0.06323672587715931
WNT6,0.024801395034902838,-0.022914325260990027,-0.013010635536039511,-0.011008457262357932,0.06396092384098495,,0.12620692050223617,,-0.03330397301674243,-0.005369473808522087,-0.011001604648580245,-0.01712683507140958
NRG4,0.018826609970550447,0.04071007569907063,-0.015927423062533416,-0.013430550083281041,,,,0.044037058192454334,,0.04552936819883359,-0.015001202404740283,-0.01890174530805323
PMCH,,-0.04177326211091494,,0.0609011094818618,,,,,,-0.012796411144532505,0.005763368724354886,0.046907407876831626
COL9A1,-0.008154152754246417,0.14563711358352724,0.05372966394443862,0.07975492881314937,,-0.002465993708465384,-0.0359166560883551,0.1282146471728102,0.01865184540595595,-0.03862382805250967,0.012437858405439234,0.05403165442145467
GDF11,0.07617344863060228,-0.0014803759917978569,0.05688369764736787,0.05340208942116684,0.005475311004945867,0.11796816449452509,0.14631877526612744,0.003618133851491776,-0.01971610568348384,0.04075057879182951,0.1177710196412503,-0.0001881925253533331
RAET1E,,,,,,,,,,,0.013086844653552587,
IL24,,,,,-0.022062817344997345,,,,,,,-0.011188361924486334
SORBS1,0.2183593800109534,0.019533523008630947,0.0033262957511909744,0.04405258404889067,-0.02801413893589148,-0.06094363247125246,0.04581832407588889,-0.037050991064935715,-0.05981673124201667,0.05116557360393298,0.024306316977958282,0.03542990321440466
DLL1,0.10001391950018292,-0.01063859012704105,0.09412033714215273,-0.0179970065609618,-0.01625281892380568,0.07925778329004031,-0.018142737396971805,0.018371048308521546,0.03647985993168113,-0.029624624405073446,0.027428742544037266,-0.009200212987103933
TLN1,-0.0765652190507384,0.029163735193867956,0.11379897905609637,0.012874258436387447,0.044252705083626956,0.05856933767820973,0.05800700810544514,0.05173268171886909,0.034201580164028376,0.02461954000250506,0.11801604711194907,0.05500690806176654
COL2A1,,,-0.014095404393997986,,,,,,,-0.026957701620385598,0.014799841176509012,-0.033571823802106285
SHH,,0.011533562891293548,-0.0153851906952976,9.372947605205385e-05,,0.10630705300355946,-0.0766597851377969,,,0.017328685452536113,0.011632660518814635,0.08867761431761466
PON2,0.20132909477663907,-0.07056430896381723,-0.01593131912889068,-0.03256503857681225,-0.01826731220754806,0.06823008449095246,0.12712828929858194,0.003522101858060583,0.007418341345861647,0.006284254786909601,0.03157283908112107,0.05419144667504133
ICAM5,-0.006159309285880271,0.015481698929315602,-0.06453640229169398,-0.04584841044215772,-0.02088516744727142,,,,,0.02743508612641389,0.07558431912016632,-0.009535781447829416
HPX,0.0268592846082181,-0.04246596279850413,-0.013010636413698703,-0.04178951983921964,-0.002511089096582676,0.003981665277139036,0.021278519371430136,-0.06540940446585722,-0.04287186238866737,0.0650132838303184,0.07015159119919731,0.06071555555656048
SFRP2,,-0.03784711209926098,0.017201592317841498,0.0307810618358496,-0.021774051898859656,0.0069647960191834115,-0.009593096293859748,,0.027637209641638655,0.0481450090570719,0.05795592450667501,0.11068746527248141
CFC1,,,0.04826697763383302,-0.02679957686536775,,,,,,,,0.041813281390766954
CD70,,0.03853179916720914,,-0.014298686494143379,-0.002094634711985358,,,-0.05456826638248359,,0.07800514861425972,0.16894844523989236,0.026261906686371853
HP,0.10254867566090675,-0.005953971694907061,,0.03862938336231997,,0.08244219494079541,0.04413826041235286,0.13685326164739023,0.06747968526401561,-0.02687170760331612,0.05363758457548441,0.0702627463323664
CXCL2,-0.052452851912973136,-0.03399971364027539,-0.02010850181559005,0.05569534966522887,0.012804638363384928,-0.0074102621579952305,0.0517688077136331,-0.049533755976685634,,0.029521447400296323,-0.0055964445288707535,-0.026391947647657715
NPPB,-0.10961542898035234,0.022389384832540472,,-0.023466799406944447,,,,,,0.05713123946520216,0.005822971435428652,
CCK,0.06078088192835576,0.03377016087803586,-0.08574894664884972,-0.12202694915715112,,-0.02211123317538546,,,0.05718644785435965,0.04296433743702427,0.027471853563358947,-0.0627908964525837
SEMA6A,0.06728253739360046,0.012935030621407217,0.06268805068343938,-0.007367126343928089,-0.018127643924049294,0.06638320950915136,0.07130859819964053,-0.11131865873504226,-0.02704583314588452,0.017541643126757763,-0.05126396533811773,0.005871400244948863
IRAK4,0.05509310141400602,0.05366818809583831,0.14014342134496194,0.04543207203649637,0.007221259561264214,0.04053397526051359,0.01329818934203321,-0.01741098154211449,0.02582840383854419,0.024719401407587754,0.07920192142294374,0.05614188462207058
GSTP1,0.030711406765376623,0.059244840849495266,0.07306921979220665,0.06647057317038318,0.025621645312441006,0.1498800677050076,0.01712964580224397,0.12265513364397407,-0.01918600873356239,0.01970178863390294,0.03326023208668304,0.02226438411323079
VCAM1,0.0037882355796857296,0.03903131959504374,0.114388077614189,0.016166456962387096,0.026429564204931904,0.006708766154380055,0.0016585079876504025,-0.005715931091214896,0.019474095697997393,0.0017876624461264966,0.06838171809236676,0.0543391800583457
NXPH3,0.07797408071332518,-0.016789091967511393,0.04760446155669789,-0.02705469567586425,-0.0015006171436533198,0.10930212124946515,-0.023647859175127673,-1.560752992981595e-07,-0.06135964704550011,0.008222133086336876,0.006502781773727724,-0.03948886892845721
MTMR4,0.07035941851306696,-0.032881361081306425,0.010936135135150593,0.015366227954140688,0.016609480517007783,0.0724288929296818,-0.0002745520544393783,0.00670507205941971,0.06614097145211417,0.020188080782865686,0.055526824441586714,0.07967359538108884
LAMC2,,0.004739485842897086,-0.01782667560487733,0.008751115011752386,-0.032047246633242384,,,-0.05027990879641912,,-0.012420912972012909,0.06212037560019368,-0.003554732490437156
IL10,0.08908344106141464,-0.021306669771047785,,0.0856183168081027,-0.010997919836523484,0.08819142098368847,0.041515966326418866,0.1359728327060431,0.0385819087239782,-0.030930614377386464,0.1355459067989456,0.05963728850429691
SEMA4D,0.01590648214403361,0.008445486279962184,-0.05263659232047061,-0.028503295474167276,-0.02739859760769897,-0.049994500428727134,0.09616193451914976,0.05061285499812151,-0.03167409728903872,0.009145458440082724,0.10980629183320846,0.043290947358966304
TRH,0.036127869247700325,-0.030192435159647764,0.023459647197773284,0.03320172567011539,,-0.02229504540538442,0.024647365009608794,,,-0.029830144486664288,-0.005522364017982977,0.08089725124574226
SEMA6D,0.1049941329326605,0.004975645405205061,0.07442101894229884,0.004006191550454939,-0.029730342118970954,0.15346268675607785,0.015387710023243704,-0.10030354762705242,0.0063271320057331605,0.026617728052257685,0.0037249668712480066,0.050953866130516445
CEL,0.05273751508257149,,,,,,-0.021969331554277608,0.01563943152492829,0.010629587432346653,-0.031442557032892345,0.11702223584356462,-0.051273484862785455
PDCD1LG2,0.07552673842964149,0.045370862096844246,-0.012518794845796492,0.027823269343430546,-0.046918288309257476,-0.0003348292069369544,0.1204938075873607,0.006823005260825439,0.03540663811980936,0.016238270974018733,0.13204922227353771,0.023013515064676165
SPINT1,0.05540320494582257,-0.006046929161198376,0.07612862831422491,0.025444997482132803,-0.002968705965577556,0.07793634156383566,0.1452025574216609,0.10817772963097323,0.001044637526250818,-0.04692510383094158,0.11197705991060988,0.06819923056358598
CTHRC1,0.004058047987493413,-0.012310421836906754,0.08808945492889048,0.006931597715975336,0.01952598256594301,0.11712762616866303,0.18719762818447527,0.12707475769402168,0.0654668819435247,0.035295651531241104,0.11153579532167468,0.09271526494310285
PODXL,0.12664427202367567,0.018239485116808927,0.030640728573068158,0.04703164423036517,-0.05492100112807233,0.10355176941023633,0.14560177044764183,0.11880320479683533,0.030961690047528245,0.02908681453193195,-0.06008883341384569,0.08025334215636977
JAM3,0.09677989944503716,-0.014730520612406229,0.018604181014971983,-0.032146783211822204,0.02519334395464734,-0.06756835541199681,0.1070179923042982,0.06846831088383931,-0.027486660618876353,0.012706014372437227,0.01998747595001385,0.060305232993395276
TGFB2,0.10389613873410207,0.041805590572571126,0.008906056068869413,0.002366561715758875,-0.01080334661226996,0.08109031410974517,0.08495010408550811,-0.040996732293049766,0.049826970936269414,-0.034283935011044965,0.05398777267305488,0.049583421355730795
COL18A1,0.23845601377093711,0.0048225329524750095,0.09171868077636353,0.05201858792178093,-0.02847519142043589,0.014804156019808891,0.19925367457702714,0.12025147018037184,-0.022490208048159228,0.06063570279796087,0.06123140642139387,0.05049155851840187
NODAL,,-0.016817072153263248,-0.0013876545343091099,,,0.062228635920495344,0.15943445246870452,0.13120654077157365,0.013128092381191489,-0.014204245569187212,0.07251680613399279,-0.011943863646317403
INHBB,0.03712706984456427,0.055992353797742284,0.014385437115466032,0.00287005948076436,-0.0904482777882921,-0.014097715065682552,-0.018474522719260127,0.061356984625546104,0.031711928992921426,0.005109512357372971,-0.044744698726835584,0.05697320860342413
LCN1,,,,,,0.09260420425341105,,,,,-0.0344380766265771,-0.03366267446150783
ARF4,-0.09397632945982012,0.02049432006790658,0.04817280233445768,0.02480783972289938,-0.03868954733411983,0.11187667469663798,0.16833689859712972,0.14292276470487755,0.08843050984899892,0.028898874578292454,0.04844871231712543,0.023072541738603222
CXCL14,-0.055237225881230805,0.03537133207629345,-0.054751622142222546,0.026650581396296908,0.05555467387274384,0.014393236348118569,-0.04628885084494299,0.03674359279034999,0.035664514907310076,-0.02828802510286339,-0.01570503852075577,0.06502198979605077
LIF,-0.11251880122999194,0.029536597007957684,-0.015793467104213192,0.030461051309665903,0.023788422836185152,0.11298269166881277,0.059815774510206914,0.015323556077566651,0.03588433844156824,0.02426599259301628,0.03348090619524028,0.07258490034675832
IL17B,-0.05517979517410333,,,,-0.022143468003126363,0.13493630831264206,0.02063678803505761,0.037980268394563636,,-0.01767140137531683,0.10845216566748798,0.017540698108336174
MMP1,-0.12099973936611182,,,,0.03938851025019304,0.24879540282310095,0.10722045302479481,,,-0.012796410131135041,0.06419560009638944,-0.07921297502965666
MATN1,-0.025308181166275645,,-0.015246867475092737,-0.02376152400595933,-0.02206282052509471,,,0.06320648064237482,,-0.01821227623149856,0.010248233756772791,0.011332665038948558
ADAM28,0.011092206457067889,0.016284606768478056,-0.0037675550492658376,-0.01081342023250845,-0.04140193561946087,0.11976804195060396,0.12231714629332928,0.0005278387499262285,0.10034898554562426,0.00356686289644894,0.12288232761353969,0.02044887430694431
TCN2,0.009273507957318988,0.03738797823706108,-0.025324896947331543,0.024588772998234615,-0.025166473261186952,-0.07059232008690519,0.10453688044822755,0.04574278964039502,-0.05508071558973595,0.02134883401803942,0.1627414438759653,0.028860709947609503
THPO,,-0.02003332510909751,-0.021681710354542815,-0.0198091025768441,,,-0.0012173181315236123,0.024134368375970258,-0.017085594042813013,0.054924976280939196,0.05437465612689526,0.052897951984056384
