,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CCL13,,,,,,,,,,,,,0.0027402697444105545,,,,,-0.020033584282531904,,,,
EFNA3,0.0684700361492496,0.09946880182951966,-0.0200307089698139,-0.04045980543431138,-0.04364329252671744,-0.14774205414395808,-0.11121350753517736,0.09538008901966137,-0.181429130694964,0.07460675145830041,-0.024412994243558948,-0.02535154577245615,0.004054807964094704,0.03698504770760981,-0.036307830407162546,0.014003842261950521,-0.08504437285031326,-0.01284509947823694,0.006507027392797052,0.16125085503273578,0.20097483375538233,-0.11493089073252247
DRAXIN,-0.047605368300116364,0.23849894126392956,0.028918275043767885,-0.0711594715822187,-0.00032474306318344595,0.0017632606156863576,-0.017384511654751696,-0.10384077226208938,0.06073802021420061,-0.2936330950594903,0.04872276964944561,-0.12639729343275607,0.14884156702692805,-0.17304228659779758,-0.011355188028601245,0.07155184501817295,-0.16105043234329489,-0.15860532056925888,0.07321372512189092,-0.033475715600369334,-0.09655393862402412,-0.03832205337490151
RAET1L,,,0.006808220175574598,,,,,,,,0.07982948196994877,,,,,,,-0.026255858423293657,,,,
NPTX2,0.10841672287840211,0.2451067252493972,-0.018729890885364968,0.03458746864327477,0.01057859606876575,-0.03454896878941118,0.01783054870525995,0.06497856877334415,-0.1588457409254561,0.32353767769314945,-0.033965044514511676,-0.12086189625832887,0.01985736648709996,-0.08578047080490307,,0.023467930441172263,-0.14331996217379,-0.032423313525811605,-0.0508879661223101,-0.0568310106832683,-0.07290487342557152,0.0612124546818023
FGF11,0.015681309341858803,0.018047560258271873,-0.02925359040254389,-0.0057074836903643665,-0.03401087640649799,-0.0933380540854567,0.03366035004726627,-0.05857287374648962,0.04444845216266483,-0.1003809458037094,-0.035946787146523405,-0.027236996119642896,0.0540437366184043,-0.1571375165581927,-0.06824007531044997,0.08871433143902435,-0.13563969180532542,-0.05176391098410031,-0.028084800553317586,0.12246572951624102,-0.1864118783483045,0.10479553591441111
CD59,0.05939218146676103,0.2906747079253907,0.04113141437192756,0.034258485608683824,0.030537803598911104,0.14338456040377823,-0.13553823146167931,0.12120932678085164,-0.15138816086350138,0.23925035756470608,0.06622795103596704,-0.05105867598520432,0.07548724787312931,0.22886158785270835,0.04611591606767165,-0.004351129073425518,-0.07358133609979961,0.003409182448441089,0.05456359548988131,-0.12688776295963067,-0.031007831914414124,0.014628382721767492
COL9A2,0.03213119343010199,0.1733218928890185,0.05205685411479393,0.0019041381851058606,0.017896164703614763,0.17996157198966123,0.32736879779554995,-0.13838025043772184,0.10373980152448295,0.1814850537369213,0.03342897203278458,0.07462830043819013,0.0915438026146089,-0.0787531187736909,0.09090678624642819,0.01101656851594626,-0.050507926178799796,0.051175649964102496,0.020272020122703214,0.23967938922643744,0.07524342886287597,0.06573292116861935
DLL3,-0.027577341397974908,0.351059599846164,0.14973459128129224,-0.07270368806828258,0.07825379087117867,0.36061962474033976,0.08041554599604485,-0.0960781524536879,0.0393983656575534,0.35599655597061125,-0.029841543526785187,0.026418943669737387,0.020075119702416815,0.11951864422953816,-0.1603600326701098,0.0922262930363074,0.08250200541236002,0.07598916172718902,-0.012731387411164162,0.25144143261523105,-0.05822010115840234,-0.024408868939347874
FGF5,,,,,,,,,0.05601703925277649,,,0.012736542203281789,-0.016127822865545934,,,,,,,-0.08658212069534385,-0.09196204308568555,
LIN7C,-0.009134201216059056,0.03671415181729658,0.03275169707398955,0.04153296279760451,0.021300625580344915,0.017762181191596692,0.08880582065083555,0.021113382725823943,0.004503752402865786,-0.04449219673981647,0.038403536737635476,0.10647283476863927,0.040744640731602964,0.06385616007954033,0.031433779537593985,-0.0072945970552508056,-0.10910654827426035,-0.050101728152396545,-0.07349413256527544,0.06143453890329933,0.032943328023415826,0.0004997324449588144
GDF7,0.0030796466281363733,0.04665759625013288,-0.012641716540661293,0.010790079449598493,,-0.07110618108199342,,-0.05107279241143816,0.038841735033641994,0.18551898750627926,-0.02074755397600823,-0.05657847128760513,,,,0.04811380760758297,0.07885611827292695,-0.017910751266287724,,0.055741367699812326,0.0006283287324252499,
PSPN,-0.051803621059626596,0.06605735676454788,0.05017426147676627,0.033066082865313214,0.1556530752932774,-0.04749663033360286,-0.009454883249253266,0.005554339811110273,-0.03879342847315731,0.01007497368554884,-0.013903569621442085,-0.011827514863836082,-0.023503326772398424,0.007556375145795757,0.08427935326961686,0.049526739660914906,-0.06830343517749797,0.0394041402192296,0.013783986324130266,0.08215950219136854,-0.022267388795258077,0.06138653643454879
ANGPT1,0.03680245346198278,0.06523118769373117,-0.028884459084839106,0.07444700176437781,-0.00018031343400057908,0.05920669484433497,0.0792214075373828,0.052677310164346736,0.10904130797671441,0.2670255455607501,0.0713171684587109,0.19920896766947346,0.05813289181755806,0.04750348873715455,0.038177110492634274,0.01247303021367269,-0.060088606542865824,0.01811417215989114,-0.008829983363351775,0.026726172499700464,0.08366328797000619,0.13669098400831717
PNOC,-0.025531758563388653,0.31602685756001486,-0.032507242799516285,0.02260054297361098,0.04829390873126022,0.006184500704613706,-0.03318397040717152,0.10596434464185897,-0.1863229011780627,0.30452576836829903,-0.04230993639451399,-0.05223014699183589,0.054700064790397296,0.15395565870544395,,,,0.0008776830284316966,-0.059491990252259826,-0.02982810519075322,0.05852392236736078,-0.06550334765381106
L1CAM,-0.014978926984948676,0.27859733535696657,-0.04715987732173038,-0.030108053062886952,-0.036185373564746534,0.0074691865680339715,-0.15940738670964008,0.0042446450414381975,-0.14721614988514817,0.18404229600876362,-0.11072777336135065,-0.1354292043932783,0.00935713098663337,0.42126451494904715,0.01920774322933745,-0.03769057677750716,-0.02372870853362047,-0.14643580143456594,-0.04402037605773367,-0.01230670715615273,0.12203862038788438,-0.055477496356850224
APOA1,0.06506291715993079,-0.06865953329423366,0.001488321200563597,0.03954810230616014,0.008309954859815177,-0.010678886635308337,0.030590466608116224,-0.042538707595791515,-0.0059927205467923675,-0.04927087130194868,-0.07527723421838191,-0.007067770496950052,0.022167620389132055,0.01574920812236133,-0.00988440151424138,-0.011407306802533308,-0.12164732050665478,-0.006542350130276737,,0.023184384489725384,-0.08137022807603211,0.07009957923424136
PSEN1,-0.0025771997187984965,0.07078328430046964,0.006230909327103936,0.07309575464843411,-0.011135891953165278,0.012244848177666,0.08021529055187498,-0.013914635842820565,0.1388328068609316,0.011841426970545374,-0.001274273772889237,0.14505063870039203,0.048592668285323486,-0.054498156058621926,-0.01969714649197841,0.027069884948863164,0.12187351200380749,0.006709579351226271,0.09764898205492234,-0.001513205042459607,0.025503573725227786,0.23244876946838378
CALM2,0.015896028011520673,0.4914199692823523,0.0813224471732238,0.06772339854192816,5.0113587914232294e-06,0.24530991868820362,0.178744029647332,0.05013302999200085,-0.08181275919985598,0.3853223706106275,-0.11259087311504884,0.06016204351483235,0.16289218608975709,0.40803445003682665,0.1786395652854235,-0.0821282866606525,0.2425305083468015,-0.030117022573645666,-0.0021032196224347126,0.18191576831062933,0.310918402533338,0.06801683996047118
CLEC2B,0.003399748186966636,-0.334383087131256,-0.02984197258285015,-0.018717285243623587,-0.0814289097267251,-0.037848618537971696,-0.2362590864268085,-0.06113541060065025,0.03026694795835966,-0.03335132408334895,0.008614076107629006,-0.12738027867463078,0.016491053454627924,-0.02036531888715346,-0.022159471771546344,-0.10472082822570007,-0.03980824603565288,-0.1214013413239601,-0.018519130284873512,0.07028784931992141,-0.04162513951714885,0.053494264120544914
NTNG1,-0.04460220305333732,0.1417249029717692,-0.0227880073469319,0.05464818371080588,,0.024884569156251306,-0.019673068302412645,-0.04484093351810957,0.00952300499290198,0.0059656195231504216,-0.018524929377863503,-0.06978623014901844,0.10709832132551364,0.19063429440445176,0.005208878713205482,0.029860997938394467,-0.08698319156558838,-0.05572106466748984,0.02640427394285323,0.09561405636593448,-0.21276700176819738,0.10430710943189526
LRIG1,0.02517286712051047,0.2525540385433089,0.02126761420101299,0.03516701382090813,0.09121918581218355,0.15184807200007142,0.43106182007111526,-0.033585119532492824,0.13602125058159403,-0.25034033197332184,0.0739165609682216,0.14277096543212656,-0.053228752467476985,-0.10064630750736689,-0.13039887814833492,0.18769248624103024,-0.25138016547145303,0.14504076637564356,0.09638086620944418,0.18626333207860546,0.08988058933342039,0.09881040373926328
CPAMD8,-0.036891152773911653,,0.014831787678680586,,,-0.04310562628301033,0.057776818215400955,0.001685566038564246,0.008672637440090954,0.0511528097036962,-0.025417104886877807,0.02537490150095411,,0.10194650655021975,-0.005759947226116617,0.07796088554723118,0.0841517272775548,,0.05625033473160978,-0.03984180273545251,0.1221520322024214,0.13790122674043753
GHRL,0.030713132048737896,,0.022653052865987445,-0.016172068861939257,,0.010163764954704923,0.12601889188221735,0.027258387144535424,0.00239260161124851,0.03760957982500822,0.004878903239860899,0.037786698606347334,,0.026908585199666126,0.07325838162497345,0.04398959770248535,-0.05716724844243702,0.024565956726971913,,-0.04611741224733891,-0.024916983652045956,
NPY,-0.014581274601804143,0.10236767656609799,-0.031488232835648416,0.06865073542469995,-0.008527096080448455,0.06560604988207591,0.09611599592346216,0.10118498238380459,-0.12174772975794311,0.15679035823842194,-0.0324708339494325,0.15104542330358592,,0.12394154322939631,,-0.01603825939022323,0.08975331474668125,0.05181215996527113,0.017991750159101993,-0.006217659038857885,0.08375389385843451,-0.02231157358436106
MMP2,-0.024049692455438438,0.28868826078390086,0.11161260917860066,-0.036903625908069296,0.08953882495366702,0.18500659528309732,0.10709262153168746,-0.09447442770437488,0.09939159999119837,0.035112355906806725,-0.007452510288052029,-0.09862360459223068,-0.10050464519767215,-0.2577569414049637,0.005412405075041034,0.06728881305348802,-0.19885344518557652,0.028371598046210252,0.025892366463219567,-0.045837544449039376,-0.051748184064510684,-0.06665718606258982
LHB,,,,,,0.012785066213590763,,,,,,,,,,,,,,,,
PPY,,,-0.03801990982332437,,,0.022691152360788353,,,,-0.05508217791768419,,,-0.018730266332714778,,,,,-0.053382950159257,,-0.08744651843227275,-0.1079575071135072,
ALKAL2,-0.055244804847215515,0.00289079953255115,0.006813694653035915,0.014992100330527768,,-0.015816688476549524,,-0.11319856002976833,-0.059343302846158213,-0.06432155304110891,0.03742817520145875,-0.07364631820372562,-0.04775321579605314,-0.04696387428578495,,0.02590844654985006,0.006213355560038851,-0.022989881125070666,,-0.024111822947747653,-0.10323758539900847,0.0389568666117128
CSF1,0.0011072203689429978,-0.1633506826500725,-0.019423106747014866,-0.07606476399856987,0.004728937493689468,0.06113767532209844,0.009661663069571507,-0.07111617939873853,0.08461473360141611,0.0018935661505040113,0.031129953006964434,0.0719192662315924,0.0563235444924148,-0.1610399268890937,-0.02552522732113247,-0.016520078272895488,-0.054638331815147115,-0.08880420350379484,0.11074111470979464,0.002427530631970507,-0.09319474517633745,0.06572885084246265
SEMA4C,0.05306746162884424,0.12518700716684886,0.006293544614847645,0.014630137114938479,-0.013617751325464639,0.07974216422149794,0.08376164730600857,-0.00038944725069980625,-0.009664625855693606,0.04336168490714556,0.03918146082578579,0.029549509248440506,-0.0018197407401419068,-0.0790960549328462,0.07511494841159427,0.12555772329740553,-0.08420838956988248,0.053527772673579756,-0.045835651736104314,-0.020804844792886426,0.07518516149624088,0.05502244881719669
BMP8A,,,,,,,,,,,,,,,,,,,,-0.04173260072964606,,
ICAM2,0.04864857522427221,0.11875181303879899,0.014399006177918757,-0.036395461853573396,0.0057261101304195,0.05983255123514173,0.054535485838315766,-0.008776863238943467,0.028737853339008062,0.007912173594700929,0.029223248576687313,0.005495084437996983,0.05404632814993006,0.11670720887384226,0.16897867234854588,-0.004854821225614505,-0.12577359579728614,0.08019217486878263,0.01800599068853476,0.039855693001355545,0.20458643634012585,0.03522400720312197
SYTL3,-0.015921253389996566,-0.0979481221553348,-0.09424493443844893,-0.005020320893357318,-0.038046455768414776,-0.04705155327050429,-0.07029857410777203,-0.04560874148777089,0.0791516327015802,-0.04800722207660023,0.012663593111775022,-0.009684540936732268,-0.038059910915182064,-0.06388553513327438,-0.026048899493311233,0.054232751786821694,-0.06696194321224187,-0.006265737451267918,-0.03409003619483785,-0.004870926850742695,-0.0613784834911518,
IL1A,0.037287710856146294,0.03663898089344734,0.037365784723828066,0.004306048953013098,-0.0346091711328884,-0.028541678353627337,-0.04501009512277495,0.027859491708135457,-0.07456960994641176,-0.08987884033702763,0.00918476400125989,-0.019759097528470423,,-0.09285684596205848,-0.24495453116749819,0.05599310822262761,-0.0009917688569380755,0.03740443335591734,0.07711011767691718,0.06595674675390222,0.002046303846838878,0.06762772727950368
HLA-G,,-0.010886007934029341,-0.02829913579144271,,,-0.08660020598989829,,0.041541368632144714,,,,,,,-0.08345080665705468,,,-0.01680191040050678,,,,
PGF,-0.05021121484426554,-0.09420093923881667,-0.025426021229086878,-0.013553242260379465,-0.018391403467021755,-0.003513952395952027,0.03159406503783413,-0.041720173206932706,0.0038820164841577563,-0.06905513929484158,0.0028361046136266763,-0.06413086637603402,0.0495877918941943,-0.22255210039227666,-0.09765924514770588,0.10388197622975753,-0.16865005583735448,-0.029827209549366303,-0.007043715745198813,-0.03170710036834183,0.04978392877028112,0.014724686106907293
LGALS8,0.10384109573338653,0.06027353662352544,-0.020923852989321787,0.01200676530612113,-0.0016960957422132185,-0.005962230244738758,-0.004950189250058554,-0.05268669417678257,-0.023307697443814387,9.330278331751383e-05,-0.007631095229547449,-0.04211500503725204,-0.006780889165249554,0.11059368838567035,-0.03756693284299356,0.12710096708305565,-0.07630674213190507,-0.019800086236168576,-0.029395206271041058,0.012253713971586968,-0.03167106148222702,0.0068022010278566145
DKK3,0.04198158993235345,0.43296682131437697,0.06743594999768687,0.11696622400346465,0.04388356629392195,0.1524835995529193,0.19208171740376043,0.13785938732214814,-0.18228645150187767,0.19088286993229694,-0.0740204220109221,0.03279659852885254,0.07770866751571255,0.3795781041204767,0.07881144891790846,0.029752587847658756,-0.16223848033027705,0.1228838456098789,0.09152519040458439,0.05327952463785526,0.3031744478499001,-0.049710660728480016
COL16A1,0.0487956523605809,0.27072199666233565,0.0676251787929859,-0.04316207550867082,0.09291767364459488,0.10585268649112424,0.27776392183391113,-0.06796312228829085,0.06879297181248646,-0.002444791067421585,0.003156681451871776,0.06631470480333312,0.030163973609278295,-0.1638280894196559,-0.03471243148882636,0.05579712822538563,-0.16715977641709118,-0.055428552225243545,-0.05596308374025491,0.18298933530366956,0.1044578236213563,0.09568070562814382
TPH1,-0.03377160901413631,0.05873256906977182,-0.021657975555587634,,-0.007099571707579654,-0.0008123219693135532,0.003265015750473696,-0.01587782778677441,-0.03256559609443623,-0.10267371401709745,,,,-0.04887492554470223,-0.022258426238089806,,-0.20542797095587678,-0.03137982881896044,,-0.023281913868784265,-0.07973079461092802,0.05606773838125919
TNC,0.014254027902747253,-0.18122326079712758,-0.12090218216108047,0.008487560705684136,-0.12795993988435506,-0.3077919539516781,-0.30262127757738516,-0.0690174992283964,0.08975158410291553,-0.47434697767977685,-0.024650989975041934,0.06502035122759138,-0.1725002103675557,-0.35693739005732616,0.19917579077334704,-0.00987526871945609,-0.3117020740261933,-0.23589757032827646,-0.010245148993920844,-0.21713779207206937,-0.3427546086956027,0.04376497525792768
TNFSF9,0.06962738702267413,0.11760498228029524,0.07667896438164563,-0.025458253244492732,0.07466906059780527,-0.037439549629435534,-0.02682560527215042,-0.006022956071021808,-0.06309943828032774,0.018427558084046673,0.010141215458316024,0.062336554877583175,0.03617272648360516,0.09953919517434079,0.01430681156567264,0.04956992108146015,0.07010623916016313,-0.016064134041186232,0.07155192942865328,-0.005738055768838035,-0.018955770337257375,0.055430164022346434
C4A,,,,0.056314514388281785,,0.04459209391343538,,,,0.007080182294170124,,-0.03763802845599272,0.06463462564360056,0.023923799193271006,,,-0.027749522276191346,-0.038687695547811325,0.03294365684343384,-0.02625763935655454,,
CNTN2,-0.006204252128822564,0.24121700381384867,0.07055478526973642,0.006859710927319025,0.0736310808512226,-0.012557462937027895,0.16402735473910995,-0.019056304390433387,0.18284638876481946,0.09761974031078723,0.025361332831281048,0.1963725455007938,-0.023518667375140336,0.033130105355685564,0.018337967490948195,0.03485009544139519,0.37440296266905426,0.0956771192962354,0.04191954045789551,-0.0022143673423712785,0.32672988957277443,0.1928575757903176
F7,,,0.018186818010891732,,,,,0.08634286613015986,-0.05787099301338925,,,,-0.020249915623514504,,,,,-0.006970688360353044,,,0.11527939737603961,
LUM,0.0047917463660524275,0.020318956147336656,0.006999567920989174,-0.029075674156340953,-0.01544586221171082,-0.038447713878201034,0.07500003985035124,-0.033562092732357156,0.024675825308776843,-0.11902751941546015,0.025359070445110127,-0.1668563364750974,-0.03522707789314727,-0.038622700718061766,-0.021516969345897814,0.07669303110203127,-0.2565096697136661,-0.08779004517634219,-0.026177211482659984,-0.12419826239550691,-0.06919307839053558,
IZUMO1,-0.00901073490200101,,,,,,,,,,,,,,,,,,,,,
BTC,,,0.0067502356106733325,0.03295068304120985,,0.0412380300010941,0.035598073210713066,,,,-0.012739477176177301,-0.009540284851288187,,,-0.03366027547608997,,0.029866846512988425,-0.015803128808052513,,0.02712951356011082,-0.10273310409564962,
APOC1,0.04960203578367068,-0.06140167848237576,0.07358372520283213,-0.0212236524064981,0.1316798217333215,-0.0036615003042177025,0.04594174555702852,-0.030026266303131415,0.10115022970892897,0.11183972688083765,0.041162209127627865,0.21079253734809317,0.18350995661142278,-0.3079328990066536,-0.2614693115706163,0.06510406985005004,-0.18367148241867107,0.10435295375591291,0.017535853638052348,0.19027503901420445,-0.0765038564875568,0.12115997024264703
PKM,-0.02057985331728655,-0.14598928016735085,-0.1321847110185599,0.0609751461028722,-0.07011376011363352,-0.2936288111216085,-0.33125159164015805,0.015535291173413885,-0.10133117396494268,-0.3266398147662489,-0.02099762338308641,-0.23637962931631146,0.023383008693815877,-0.1950891836078092,-0.07400790219612316,-0.05882190530072102,-0.37464276914461153,-0.08160251501322684,-0.13279939069467808,-0.2165939614168947,-0.34242150423593926,-0.014230105626000066
TNF,,0.15742350225656274,0.16543386759013817,-0.04535592443573857,,-0.03516449114175274,0.07069923300158726,-0.022217541347197986,-0.02688944657708254,-0.08055922814225012,0.0032478770555364024,-0.023860934543282863,0.08041950494390547,-0.11334711765058852,-0.1542888624491498,-0.005310918391677381,,,,0.1607089572304839,0.1032897720682282,0.14396603839541144
GNAS,0.01135977485471478,0.35205043762933735,-0.0977187772351081,0.027103524386439547,-0.052188620810830894,0.25739794015695006,0.2071322941071491,0.14008727692013076,-0.20902279102398366,-0.07497778939774825,-0.010568992336788548,-0.07543605958284126,-0.09054513105633859,-0.31807770792221735,0.2100694050416939,0.10981602445740833,-0.4977474407133884,-0.1166998846277009,-0.13245231222346768,0.09590887522497117,0.18769532494164406,-0.07881028975882484
BMP8B,0.12121945643816151,-0.009284866301618188,-0.05805957553427079,-0.027444466476354464,0.1039073041017341,-0.06063294857979283,0.012898381118879098,-0.0736425557770273,-0.00901562705624709,0.007763760028547134,-0.006021405950486009,-0.07170697462465009,0.04585215947632188,0.017213510772052538,0.0159737158074061,0.02947674414480788,-0.04788088107948206,-0.12625044064933355,0.034334616419988626,-0.10439708934928923,-0.07966988344387212,0.10530697154181548
LIPH,,0.02104071073821998,-0.02240121671953902,,-0.025106633224731625,-0.0015760016028483713,,,,0.043428638656761456,,,,,,,,-0.060796577633481105,,0.08369664952576994,-0.04262174455211831,
CCL28,,0.04084050100250939,-0.03139712151940368,,,,,0.03520313344973493,,0.0470459646008737,-0.0199370273975007,0.07338285238285996,,0.005857467381015311,,,-0.013868734404899366,,,-0.019971481644246503,0.005283028045474988,
PTPN11,-0.02523170035877681,0.056231392971652396,0.04273212817291859,0.018779782074898704,0.042320926304844304,0.06453934523454109,0.045246574482899385,-0.037379741179108646,0.08270848611574987,0.05607552086843302,0.01815572358651019,0.1457510546745975,0.036088323648553626,-0.022192886982289602,0.12858480154204113,0.04598009613440882,0.08100816286183815,0.07859819910702084,0.11065120469368353,0.11805248394466927,0.1458715066756618,0.05311505924422859
ADAM12,0.02928439173424121,0.0836675982854239,-0.003349774788762752,-0.019184667388509748,-0.011871128061357566,-0.030958987211035523,0.08249069583385131,-0.06932149357754043,0.011329857871696634,-0.3253949898294898,-0.011765723954081198,-0.09417822406769452,-0.022282628096276215,-0.138632018608061,-0.08344437952987654,0.0537700912628889,-0.29465465969076104,-0.036148223985510104,-0.007488921929230274,-0.17992038115040604,-0.11205309184243284,
EPO,,-0.013583840889086322,-0.022985794715483027,,,-0.010720213374069193,-0.05664475175426097,,,0.017559969854762752,,,-0.01841200467841264,0.004849199300585016,-0.044572121298097525,0.06572763633637209,,0.004058570465005844,,-0.021937002628071498,,
EDN3,-0.042797624847634906,0.017352347823811003,0.011630898533482878,-0.014095178219106812,0.003036941493289117,0.03408704509407443,0.04022967312391277,-0.007561258260772457,-0.07285352519855158,0.05612190880851498,0.018257336228878537,-0.06253340480155758,,0.15184835405007902,,-0.10224911109151041,-0.04633566437724117,0.05650049637082999,,0.058714654991973474,0.10360574292895756,0.03111471778248625
CCL22,,,,-0.03328409178109689,,,,,,-0.03556804159089218,,,,,,,-0.06551369987824143,-0.03213900672979613,0.013445203088234443,0.06082554792723974,,
CCL2,-0.017828230178529907,-0.08344093758810199,-0.003089343276145759,0.024216188278629088,-0.015087319179037679,-0.058852533088399245,-0.2510657419239744,-0.019005951704136704,-0.06478459913648359,0.02826228393476706,-0.017408604754914382,-0.02295451943379611,0.12942715834822885,-0.12552161276200788,-0.1348362417888926,-0.04938793137716009,0.0028475370867550123,-0.08906041976442865,0.06688711399712895,-0.17266286639784115,-0.29560867634212984,0.19934168337534802
DSCAM,0.0037514079008882095,-0.03368157371806225,0.10589077620759112,0.014853358896853465,0.03160975458607821,0.14928451131722573,0.1307604956678744,-0.021577758234449972,0.026745849475704075,0.045873794938479436,-0.048062688267687656,-0.06496438653923106,0.0447473116171809,-0.07465384429899063,-0.037007742095947066,0.07744947529844182,0.09013646901848935,0.0758618692295476,0.004276766993495699,0.004795108428418578,-0.06395915479096523,0.03615546662347186
GPHA2,,,0.001880278688415158,,,,,,,,,,,,,,,,,,,
ANG,0.02745326070816829,-0.23533957300120342,-0.0871538219885331,-0.04423194364630041,-0.09032757215207102,-0.2722936172642736,-0.15838377880393925,0.022272285451744256,0.022968853312323213,-0.13736269813165788,0.03528535564645347,-0.03027069688890175,-0.00791817993128788,-0.11691018422592982,0.07920413145704565,0.0008332833570695666,-0.05278555489482607,-0.03933476169658273,0.09371535234183447,0.05039305170621549,-0.07347316501976267,
FBLN2,-0.048577543542422774,0.08386948651450805,-0.023409640757161374,0.026759826256140956,-0.05517816710505009,-0.009919260787147154,0.008312759002798056,0.06534983095206137,0.023357642205679242,0.11317168826718671,-0.004292093826442277,-0.05753320010547452,0.04005789871757033,0.08004358080135762,,-0.0319731426092238,-0.08735969985270593,-0.056476867818920744,-0.023456583441313388,-0.02023611465836001,-0.025995115841934327,-0.10511113260701477
VTN,,-0.018929180162326524,-0.02404636172978435,,-0.0252957259388708,0.025242132636873024,0.023493860849295355,0.005795830575738754,0.038215361536600205,0.04922503154547744,-0.02304141651281364,,,0.006945165707631429,-0.006436690800970013,,,-0.031213822768416645,,0.15103869418686386,0.05557816789955348,
VEGFA,0.004622915414925234,-0.33150815407558654,-0.14248654513389827,-0.055586120429394335,-0.13207659792665336,-0.37451416718315284,-0.40500111976558323,-0.06917332681419842,-0.02678088548573404,-0.47585217784095046,0.015053769858016453,-0.1772501738149153,-0.08201515920089822,-0.345161468660948,0.003912363152848836,0.13410239577104055,-0.12132834529927812,-0.10605223053095039,0.10095719355551908,-0.12876344429790454,-0.39495111264469435,0.04274059980911121
F10,,,,-0.05903396667292868,,,0.06693087771281103,0.01922913444476158,-0.00916096437703158,0.044136284518513626,0.02489060904359789,0.017857043082444943,0.12371503299778484,,-0.032510722567274206,,0.02893635597107267,-0.011293575980676582,0.008760690858847535,0.028611775451123953,0.08745972679525282,
SERPINA1,0.013046838399791913,-0.12317452371026205,0.013556129330055035,0.02450699278825908,0.052624470712732546,-0.03387904630662694,-0.1310855924963909,-0.07588764508068646,0.019294216012636287,-0.031531853361809435,0.029886381818169945,-0.06427010792563477,0.0044617557296234844,-0.10247408168686017,-0.015888778963257095,0.06866583611449509,-0.07040452227999491,-0.169402556337599,-0.0008382583900248827,-0.08783274654593078,-0.24709648927964095,0.0657925278928662
VWF,-0.07642759017262689,0.25259012067272796,0.0012878189147461788,-0.00833273098784977,0.09858002315771071,0.08243886925771962,0.13634621049553106,0.0660259740905368,0.10334863576864986,0.024064127075947406,-0.028516466164208856,-0.05008775077706348,-0.0130732718061908,0.10195919933403289,0.05211274769840949,0.1640043774356031,-0.24294922170737318,0.07724243815069609,0.012504416651003498,-0.021202916858160767,0.29567643146639633,-0.034724653409694724
GDNF,,,-0.01538156251709325,,-0.07163683758261942,-0.032831936140042,,-0.04631220761837225,,,,,-0.00837662832713047,0.014931747673284737,0.041561772398976814,-0.019888964016542172,,0.0020917055326327085,,,,0.08193137157084936
VASP,-0.01764992984207982,-0.07164678319782893,0.02534012753892515,-0.028376600744108704,-0.04979619649826343,-0.016726369274345662,-0.016377413459412623,-0.05694511624853262,0.04730146447883199,0.013400270029904019,0.011884095074565705,0.012616106492260836,0.09130478054592604,-0.142708954794358,-0.09500933248057976,0.03310702543544655,-0.18730616838667244,0.01602561786237431,-0.00282996763938572,-0.09880981607645796,-0.14866903721833744,-0.01009858476156972
ADAM15,-0.0009245951745839766,0.12909259856839347,-0.025841604866748403,-0.02636565123463078,0.023917917558228623,0.0796289485834211,0.048388811407625715,-0.014320996868297456,0.05581543880028433,-0.10528836449752581,-0.01687192197463698,0.04999291368360697,0.01674481633346101,-0.08937069084017545,0.04943454447771587,-0.034654342497692996,-0.03771775810621141,-0.0886767621151799,-0.00936772387514968,-0.02656261129434875,0.0705715615684457,0.06663381130938746
WNT2,,0.15434438810986453,0.019040317159298475,,-0.05035324883168235,,0.012564136846648805,0.016228880472707603,-0.08291300165472279,,-0.010150132142774073,-0.121747585417039,,0.09697137577470764,,,,-0.03552421761932024,,-0.056877038510067646,-0.00011606663736256055,
CALCB,,-0.107500590416448,,-0.06645422743486777,0.004743577028367374,,-0.1623902596002457,0.010262197043911655,-0.0473022670008662,,,-0.022740611484683208,,,,,,-0.031375138909585876,,,-0.079340802352122,
OLFM2,0.08685861103950607,0.32449553554424854,0.06955159621460644,-0.025169651336201672,0.0035961450196347355,0.1320706000295723,0.12545439882309628,0.012827241928060016,-0.10425978309537529,-0.07813238408820536,-0.0023352822896455707,0.03556986639632242,0.043068804871288474,0.07691048003271833,0.028473872789839223,0.10050824861271515,-0.11678443337970629,0.014984663206461813,0.03649989461414254,0.22151855790299585,0.07026382749612878,0.054763319565810105
MFAP2,-0.008036486047639856,0.03661514993154103,-0.02521824704800822,-0.015347516516262554,,0.021326882193382097,0.06903516981890338,-0.0297352864943954,-0.05021501603890537,0.02680452085923563,-0.005102806409880108,-0.01749780259087186,0.06615432604719686,-0.06735886316032359,0.036838712456163,0.004344468189171064,-0.21946095462697734,-0.019692671711191035,,-0.04832656767421411,-0.02553491611603427,
HLA-C,-0.01463748153787618,0.10176902120665142,0.012754124744669202,0.046855565473514195,-0.029009092494240222,-0.07118137287685228,-0.19828912770199905,-0.05328496539311349,0.08800976399116364,0.29993247106031967,0.012713580242318643,-0.11205413849778637,0.09783271504064799,-0.3001857683706887,-0.07145002417439124,-0.08491175052371486,-0.2190644016098534,-0.08130592128326876,-0.01132886986109943,-0.02663617199667632,-0.0012687630531306637,-0.01911370911384805
