,UKF251,UKF259,UKF275,UKF296,UKF304,ZH1007inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.027115231065238096,
BMP1,-0.026977645709938644,0.05906728740083286,0.020334146784748423,-0.021307916934896417,-0.07073292046962858,-0.08670749509388097,0.10893417168294542,0.01983376293300577
NDP,-0.0023360461121349043,-0.0029177025446119175,-0.004459857651691286,-0.012048922013914904,-0.06453782405390436,-0.03760122822479248,0.018581463464370476,0.05679417534169005
TNFSF18,-0.020905631070306168,,-0.009851043063285774,,,0.18189302759548218,0.05249469105587754,-0.04991303367678856
RTN4,0.08963305398613645,-0.06317904852942907,0.0016388796482178758,-0.02977553527192297,-0.04669599599890685,-0.1292055130587956,-0.06238334859656511,0.06632782598653886
HEBP1,-0.032751272686600635,-0.01915875984048611,0.012440957462228524,-0.03697287422384559,0.04389890533343629,-0.11957944487233015,0.012250484310561976,0.06306706533032272
WNT7B,-0.012985929972307284,0.0022742371651237273,-0.02823709793032308,-0.014137969754394526,,-0.024808063361820048,-0.03286079623859046,0.061579192178188455
PTMA,-0.06070608415325674,0.01882999975594851,0.047059359376609815,0.04419640628267746,0.05469268896148318,-0.028343341968460427,0.018552238325797415,-0.14070609529193862
FASLG,,,,,,,0.06504205185710114,
CEACAM1,-0.00996592020265143,0.003197001751288494,0.0022198412463916603,,,,-0.016885063787654104,
PDAP1,-0.06733852129293989,-0.014035378609898229,-0.04675902464389413,-0.050591043539523074,0.02819633205654315,0.09156751801427024,-0.034264853321874,-0.12933396839552272
QDPR,0.004677860970415465,-0.03852697438212709,0.021656708069776907,-0.07900455217483068,0.023802301721626846,-0.12549598685994168,-0.014426390590890417,0.09789239288492227
POMC,-0.017707850211315237,0.0172752089941339,0.08471680179050649,-0.03802552897654178,0.018162718443740247,-0.00759697406406536,0.06999378812074857,0.06669992652975539
CCL18,,,,,0.07414640308367872,,,
CCL17,,0.045774913118069506,-0.01228616863909029,0.14647061931858374,,,0.031131128564288988,
VEGFD,-0.014274181234045152,0.04887101068073909,0.13154711108142092,-0.012835613172522131,-0.02597865415862694,,,
TNFSF13,,0.02783243771446186,,,,,0.014946110451289206,0.09798613831055138
WNT5A,-0.06731723355514845,-0.02929846235119717,-0.004055902179774946,0.025892537781165147,0.012874182019056478,0.07101653504088234,0.1882486278618013,-0.020953382088658913
CXCL8,-0.01336549724985582,-0.06496613983801557,-0.017637921314970374,-0.011953081097267901,0.06480568154124003,,0.06427017358535404,-0.06004448770158602
GRN,-0.04560892349085751,0.005319747910841649,0.037020068163470365,0.054134615225594374,0.05811708161265532,-0.043518394892177424,0.1775266150868023,0.05906241980805372
MIA,0.039474944496449164,-0.04433881210139879,-0.024148626980449686,0.06553155029854218,,-0.045091954123122044,-0.06575096306482159,-0.03654922172555355
COL4A4,0.060961993044896086,-0.03219993024629662,-0.012827140176945749,0.024548243971452856,,,0.13094401619720306,0.06649123420455781
TAC1,0.022174924339733924,-0.037106002181327744,0.010275778382475514,-0.049573422672966785,-0.09063749938478319,,0.09098260955314101,0.015984255198633238
RARRES2,-0.07111161972494555,-0.026920964423764654,0.06527193935208145,0.006920216204737986,-0.0028231663157308406,-0.031396074950842796,0.11558251826263517,-0.1212401401730934
FGF7,-0.01611105293195483,0.03936864572215723,0.01132370155449508,-0.010562447804628929,-0.039737764921529625,-0.06727450267712247,0.020356538374423645,-0.011611149566762024
HBEGF,-0.049979063130481546,-0.0044117900894403645,-0.024898386861960824,-0.014625194430638434,0.14194728418816638,-0.13373466974977344,-0.06430496580946499,-0.08806685692724672
CSF3,,-0.02058729682686914,,,,,0.025889129412761065,-0.09192693872876181
PI3,,-0.024583087815035595,,,,,-0.12089960397547041,-0.13562758605287462
PCSK1N,0.05610061950168812,-0.005528078506670425,0.01901246415484237,-0.024876253904921167,-0.04724897906029315,-0.011088673163706781,-0.04045905031797736,0.05230071503402571
NTS,,,-0.014653516592637772,-0.014365914001752573,0.0677378988786065,,-0.047041064425203734,
SFRP1,-0.03673723030831612,0.06968224488551071,-0.027208506107500967,-0.0009134777234596491,0.1114365977088558,-0.09602585318915598,0.009332182471178768,0.025096740422295028
CXCL13,-0.02409845005834749,,,,,,,0.014832572228084448
MICA,-0.035671398276253555,0.0007015408797378432,-8.514986664050301e-05,0.043713541666305186,0.011716728266998655,-0.05984163365641365,0.07110111472686884,0.0208954249508897
TG,-0.013551643499098341,-0.01176535119202529,-0.012377849952342408,0.032839171071458506,,-0.028878755961253246,0.05723579106257299,0.016663102869731952
ADA,-0.027995891166837497,-0.03918520633855464,-0.013456731927722988,-0.02056708954635254,0.06311231553021686,0.02938174353737491,0.060432571199582445,0.01608782751731027
LAMC3,-0.02409845014899318,0.03145186169828273,-0.02072068999696083,0.009979379073906208,-0.055518268225535065,0.02497999550117897,0.2189425115831905,0.009258718765470943
CCL7,,0.039630285365310144,,,,,-0.0011175229910040337,-0.11547839888997125
NGF,,0.01317803378074589,,,-0.0011729426058109435,,0.17093097000818558,-0.0706119046193434
TNFSF15,,0.0128081204030113,,,,0.08814173993067068,0.08155104085693365,-0.059077081444470256
HMGB1,-0.006040287772916759,-0.06877765511342837,0.011628023468654259,0.012815095871256154,0.01670470604579299,-0.011572698983422149,-0.1319209613255261,-0.06853058201535793
ITGB3BP,-0.06098575375239418,0.024598010344419042,-0.03126176458084744,0.04970175321188148,0.018850234041978286,0.021528183979559076,0.1208126682906317,-0.04813166871934742
AANAT,,-0.0037174547923959325,-0.01113147279852181,0.08319742394350285,0.0022921863484529617,,0.009631487209659428,-0.011971946668116963
RELN,-0.03180126064130172,-0.026550269390004426,0.010496731879760092,-0.057088221245405614,-0.01013465214702506,,,-0.005987785000001918
IL15,-0.017264586489791747,-0.005620543759187022,0.07378883372922955,0.06795176001680565,0.007756197153723843,0.024122959875079404,0.10541716926143428,-0.016886590778600146
UTS2,,,,,,-0.017138151463522593,,
BSG,-0.05604563154001396,0.06828078198899691,-0.0026843834472668115,-0.013394114518678444,-0.023446111386517678,0.02822480878159325,0.04940863838327559,-0.04249546625722878
ADAMTS3,-0.023811220143827718,0.005260402020803057,-0.005637560779121966,-0.004917710019306697,0.02523500721753887,-0.10947408170788998,0.043347056490256025,-0.015044819042363666
CD34,-0.03395011356565768,-0.016332935627393044,0.02789034990962047,-0.02731210173481405,0.00858099785062013,-0.007044111534066534,0.08356961184706414,0.002629934435213531
CCL23,,,,,,-0.02511784969319217,,
PLAT,-0.021096622602969944,0.02092630794076145,0.005181392500734908,0.029609347313607023,0.11730456076022826,-0.039244863271637336,0.030331656928578997,-0.044024732343128606
NTF3,,,,-0.02356434390519951,,,,
LTA,-0.00996592122533335,0.04234462797415864,-0.010720768385869533,,,,0.10574938776102298,
CKLF,-0.024259410612037405,-0.06087766100833707,-0.026254764718414668,0.0630578894280424,0.06562969666655324,0.07414302846394712,-0.015485308779928007,0.0337879283335307
CD24,-0.05088808936617698,0.012359616936843355,0.05511399029197142,-0.03755553945336403,0.07816573083808777,0.027272780456386633,-0.0014958412914674694,-0.017251026513143697
HSP90AA1,-0.027025944991883013,-0.005216781584333586,0.061954250789779355,-0.006806042428376713,-0.07300202440765553,-0.11593682756560691,-0.11546790035635046,-0.13576964194728042
BMP4,-0.010564460701212319,-0.06467182718850194,0.006944535456805281,-0.005163565159017552,0.0772197107645275,-0.010442818827932642,0.030772078981990417,-0.007092735549984203
SCGB3A1,,,,0.08056556900792212,0.030269582415963493,-0.030997444394312266,0.10163195435137898,0.06782969420156325
IGFBP4,0.024037716926677624,0.0994826678130623,0.0133659137228298,0.055424847570382844,0.08976348936366485,0.01985039561709678,0.24570852467539894,0.03651054069117606
RSPO4,-0.016111049873272453,0.008459501447871417,-0.012468906296533027,-0.01231339172048107,,,0.09645058489143761,0.03923232545601812
LEFTY2,-0.010088317900864013,0.008827510476311255,0.008846621478151073,-0.01350178461759708,0.08956740966227908,-0.09845503322763557,0.11748058294973009,-0.04681686780883679
PF4,-0.009065359864804334,-0.027003167002069353,,,,,-0.01837060781348617,0.0335108141572395
ANGPTL2,-0.006345284255106008,0.04138743642331019,0.014188626499795309,-0.007051107512542743,0.08405842662057969,-0.12367385403828748,0.042864115217867864,-0.0653574392934531
LRIG2,-0.05504545541411985,-0.027380376519627214,-0.011007001897382093,-0.004799146900263527,0.044945334364237415,-0.007776193348971118,0.09180340372298926,-0.03651706644482131
ICOSLG,0.08481147395715083,0.05118443808559888,-0.0009635602111721582,0.09195330312710584,0.012358756209966274,-0.08428471684332306,0.162140104809378,-0.06978585463100531
WIF1,,,-0.009621959654477968,-0.023171253788522396,-0.012110555391957304,,,-0.02660432777006356
NPPC,,-0.04188857117470085,-0.004189007299803924,-0.017112601142997085,-0.020625970223437252,-0.022192482261663014,,-0.007584701203500716
LYZ,0.022762997220199754,0.011425691284575828,0.0024687920974766045,0.06544829158902979,0.09307573592180728,-0.003264769291610104,0.20234946962271477,-0.03638939709198411
EREG,,,,,-0.024060599310482482,,0.04927579383152618,0.04568620008716145
SPTAN1,0.03933986424447007,-0.004682367979400345,0.018117250767061385,0.019054054655632337,-0.051323559899500784,0.006268006402645597,0.01141490096212594,0.22708005767286626
LIPC,-0.013643851090821476,-0.0034243301887197865,-0.023311890126126986,,-0.0015205401109538565,-0.023532855724556764,0.13888215704749612,0.032618968146861625
COL8A1,0.048151844036428734,0.053187394790802395,0.003634706978939684,0.02858642357574255,0.002260302434313929,0.06081072170648921,0.07663424518609276,-0.12932310635735703
GSTM2,-0.019864544868676996,-0.01001161356614021,0.029242391635107733,-0.019917789456845567,-0.02312854990353624,-0.04620524187522193,-0.014546061362703448,-0.04103896793052331
SPX,0.08444326378484271,-0.02937431692233387,-0.01287120510423688,-0.060932119489463185,-0.052944859513379,-0.029420392362560197,0.016570178170234307,0.3011633887893172
MFGE8,-0.018226927266145238,0.04204772451491136,-0.015688664842544768,0.041098148839352006,0.03833363003118883,0.06108082463976155,0.10725845196425093,-0.08758758599682619
TGFA,-0.05846699554008447,-0.040362852091589914,-0.011034901294792607,0.05550314193143379,0.044331629706246156,-0.05808154770966158,0.07116832069150755,-0.08064481778432109
SLIT2,0.05094221493310188,-0.02807251636263463,-0.032087076693683526,-0.028714117069649964,-0.030467160750899128,-0.02404465737075056,0.11240632038687029,-0.17167225133760866
PLTP,-0.05840398120683287,0.021959083285451108,0.005897893244903913,-0.013294135133573559,0.08706950393747993,-0.08167161916610476,0.12235033358146824,0.15740508485726373
APOD,0.01258927751824427,-0.022915604277247502,0.006079908006200973,0.08411212435382104,0.02075563957912159,-0.02505232061311645,0.2396001931214627,0.30083484747653066
B2M,0.11355521076242468,0.018974954260637666,0.10373155867899632,0.11953008452786108,0.13306010181450206,0.01697573778372194,0.13642035634259894,-0.05025089984212492
OMG,0.014174585047692924,-0.04933503044989018,0.08810430330413459,-0.03686874323248748,0.08064512832728007,-0.04479902460368081,0.05238664104434283,0.18757622346239372
CXCL3,-0.01863751714793908,-0.00820739167939401,0.012956971020006052,-0.013172726376956316,-0.033871183501634684,-0.022871578492192644,0.12930166941584426,-0.09353821744254574
CXCL10,0.020036962070462218,0.04243319836444387,0.04892935662278968,0.1227141821835404,0.08823735260662881,-0.05775297247856839,-0.02656393496080718,0.04893320384356081
RSPO3,,0.03433130044597381,0.04115757789407299,-0.022116447016429557,-0.05167498203029706,,0.05424870045895781,0.05038113691557583
CORT,0.004737649500145752,-0.028128529523164834,-0.03607818473710651,0.03702868471014608,-0.031221443308029194,,,
NCAN,-0.0605412793506521,0.06711801847491206,-0.02562284815534216,-0.08392261123880142,-0.015165317600994453,-0.0823436887044922,-0.09622236437713572,0.2701614649584118
PRG4,,-0.030949892217016304,-0.015934767250220458,,,,0.16674543850753784,-0.003952224172046992
ZG16B,-0.010908687216777126,-0.027234146501784545,-0.008518623697654618,,,,0.010747824918315675,0.03641513635962627
TGM2,0.014851298842795659,0.02538253352212782,-0.006161544998761107,0.1160258569558839,0.03653650999071806,-0.06547902486407484,0.0848627560309996,0.0758659880154132
VEGFC,-0.014007174474701295,0.015827651687940713,-0.022938551925301594,-0.02314360505162583,0.11624105713038861,-0.03785559062347736,0.12578394120073064,-0.07498756629789545
WNT6,-0.010088318165626907,0.019234204228904605,0.010350141058904026,,,,0.02408928409392235,0.05942062508919453
NRG4,,0.034203227136823604,0.017309302677264323,-0.0032001983598975996,0.03832024510177568,,0.018751447094514727,-0.04621059205621451
PMCH,,-0.02708798745985221,-0.012468905694773623,,,,-0.008014853548674122,0.058170808617775745
COL9A1,-0.025056901256390558,0.0009639916505572482,-0.022831024095987314,0.019568781237130933,-0.0237270527029489,-0.04040141554946241,0.009236119292043567,0.03155827737173515
GDF11,-0.02159654628334179,0.004978233989585578,-0.02515141752792174,0.019263596172681845,0.07231924485101965,0.034765975802322775,0.091545401208909,0.0224432897720247
RAET1E,,,,,,,0.06858497198768522,
IL24,,,,,,,,-0.12516508544250665
SORBS1,-0.022243451944531128,-0.024297474068116196,-0.021642351396604156,-0.046202658411399346,0.05953253578989378,-0.021089513653014067,0.013827739376784434,0.00853391406770441
DLL1,-0.09397353714315,-0.03945190447399833,0.023884056604906154,0.00911116694329315,0.03925778039758918,-0.07957535990571195,0.025301359497888344,0.04498355493261893
TLN1,0.014234993016246991,-0.008188847359811865,0.02522994324475833,0.01542583482647013,0.027197068429882953,0.023290057286116425,0.15081416748745885,-0.07839002084504643
COL2A1,,,,,,,-0.03294970040425577,-0.07215030250289217
SHH,,0.004290479012698353,-0.003993245138300091,0.067046242436158,,-0.06331796101131613,-0.07373458198661337,-0.05688351323408337
PON2,-0.08713321234262046,-0.046202986434906855,-0.017246216252859787,-0.009712034128552946,0.031077701404123425,-0.055095256676381474,-0.02835844746307789,0.19769733111305784
ICAM5,0.03729143725432535,-0.00912324020717043,-0.027679278192361254,0.052502528346530006,-0.057019784192069135,,0.010222056892522594,-0.0015495115859559933
HPX,,-0.04639075339429871,0.06636285860551394,-0.012313392266272608,,-0.022871566526274326,0.021715297680273193,-0.04563756152340702
SFRP2,,-0.03662905487903692,0.02606141563726229,0.009871695206552176,0.04393303582414249,-0.05576215850084738,0.18384123039540937,-0.11926226163134798
CFC1,,,-0.010720769033780947,,-0.024715151082886317,,,0.0642958279720533
CD70,,-0.005968727541947946,-0.019997987934878992,,,,0.07138562087049284,-0.07809473450455595
HP,,0.0035889358279027313,0.02185168183054459,-0.05033238844149919,0.0438138625614566,-0.05792035733085816,0.022758293674188853,-0.12787581992202904
CXCL2,0.003327259866252436,-0.00513256668217258,-0.013233636784768178,-0.017112599803712082,-0.006773549098980431,-0.04104968297286741,0.09087341776054998,0.010576915170785996
NPPB,,-0.0013415909887097418,-0.0093875413655889,,,,0.0026053713670781274,
CCK,-0.014045241955149876,-0.10211048662851563,0.021718835725183114,-0.02829664300313234,-0.04344949256481573,0.17188292277922718,0.061126873225224074,0.18319353180076858
SEMA6A,-0.008825150469316487,0.011854905696332131,-0.039005243172810046,-0.018702266108161843,0.05559915754185214,-0.05021330814551162,-0.08490664532866732,-0.08330931950970398
IRAK4,-0.04467840147951827,0.04760787729809507,0.014584397220151878,0.008282389833042672,-0.06569261172897224,0.004581715617052349,0.007710500605534904,-0.021540617007454743
GSTP1,-0.05816234170648182,0.036631756778273995,0.024914384801177754,-0.035963125617872974,0.10579069307166103,0.07414747732141601,0.02653733100499407,0.0230629171952328
VCAM1,0.016713087398829405,0.046352527876832667,-0.011788312750779278,0.05741217866633756,0.07075295853998964,-0.07625301148936497,0.1119205290931993,-0.088711854017977
NXPH3,-0.02079085961247715,-0.005739811694015887,0.01474736214444283,-0.029964461701143825,0.018058954792214504,-0.008036083399132187,0.023324463788202413,0.035612175299646456
MTMR4,0.01195383190169255,-0.0009861913014000264,0.03071738989471861,0.03289084551476969,-0.02357151364052651,-0.03471636272924891,0.039253954710493935,-0.07822073027847187
LAMC2,,0.03732200464205425,-0.011817867265872622,,,,0.013896830883805963,-0.01873504468150289
IL10,0.031663723969646146,0.011461820768875986,0.0456244622144704,,0.13744652777705108,-0.0075142652006422,0.14306237570328842,0.03875170212238563
SEMA4D,-0.04411157436103748,0.011331553160984614,0.045301606623981285,-0.00035931912161998853,0.009854444023728573,-0.06303663011026334,0.03941058048814996,0.06325762705553252
TRH,,0.09583430797963254,0.09263125498513333,,0.09386928010009052,-0.07233722887683197,-0.000976889976076418,-0.19486195888709276
SEMA6D,0.00018056669685729456,-0.003745698895851103,-0.03102020047311563,0.013123232997342194,0.08975578446907652,-0.009099231746899939,-0.10629322756050875,-0.1638830229983962
CEL,,,,,,,0.047937378681515444,0.04895942105236579
PDCD1LG2,-0.02604389929046727,0.009322427242334784,0.015663088202248293,0.006110156071561087,-0.0144285471557807,-0.020376517398132052,0.11936359096959247,-0.07164217669057328
SPINT1,-0.020372450420937865,-0.03026412731793715,-0.020530961898125404,0.008736963985576635,0.023106062407444675,0.01636036805555245,0.11680113827131873,-0.0035551513922613257
