,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.044157643371531594,,,,,,,,,-0.017543368623322647,,-0.017486763091825026,
BMP1,0.04331822326766527,-0.01994293758977069,0.053562491496593485,0.07243487982518722,-0.03882987804893931,0.03342257275865469,0.024004931126469634,0.11629974144233615,0.010644307039461901,-0.0013385633480849461,0.01974417260983225,0.04920040064909278,-0.0024829774413134232,-0.0017812023221467253,0.01809051929782762,-0.02185211441961216,0.01763490160805639,-0.050577237467409705,0.05444837921515076,0.0892352910453382
NDP,0.04411162942156255,0.0032234888103512315,0.004631417010057028,0.06910256736937025,-0.008963879967326657,0.0255539039999705,0.009309385394451683,0.03527506601987839,-0.01444576096439487,0.04738481919411532,0.034186038464479644,0.0917472063418886,0.004715329602632497,0.07944573330298228,-0.028771081643778437,0.1425709482771748,-0.0032621095286972054,0.051595491473184464,0.03996336757377762,0.03345286634889914
TNFSF18,0.03364397353591387,7.888955169060822e-05,0.027135889471150282,,,,-0.012213191479984684,-0.02299070321490306,-0.02269708470215466,,,-0.007779651747684693,,0.09196415179299512,,,-0.018092166402591727,,-0.010478984820179655,0.11599003075293553
IL36G,,,,,,,,,,,-0.020540521316339107,,,,,,,,,
RTN4,-0.046237806753272485,0.016645174338500046,0.012776245115079627,0.05491667806483321,-0.027003552158278023,0.017599547694518904,-0.05409921592117193,-0.11675596869732431,0.02548791085221078,-0.012727168060153954,0.026704774006534295,0.04992760779513066,0.03862938335239657,0.061316417555870174,-0.025225223936005594,-0.1575654755416053,-0.027223464584929205,-0.01593343753400281,0.009645042953046716,-0.05284287690620568
HEBP1,-0.04403386896061891,0.039872717907302124,0.023335772822240426,0.060337407886089545,0.02008206447796906,-0.006419538730619103,0.04328023072079959,0.05466287099118986,-0.002696483257878539,0.056944227552527676,-0.050214987011834175,-0.07003772404762927,-0.059829638928606536,0.014914894457085366,0.029759909256561513,0.009758550365346013,-0.043318787442919775,0.03448335747725629,0.027490394136993633,0.04650852077865743
WNT7B,-0.04597447927326125,0.019520315318642595,-0.01570923790960861,0.05904686730653004,-0.028985416784978017,0.027853369894065515,-0.017096449428320323,-0.05207032543052075,-0.014798148535761875,-0.014901627975001162,0.03956056273756106,0.09153890592850995,0.0026423684956604796,,-0.0017917472818837726,0.01186230155161951,0.02891395332208568,0.04363028191942868,-0.032771134781857246,0.09930591488491235
PTMA,-0.07139248153976811,0.010763462984709222,0.05718980486877786,0.0019454392772615173,0.010659506599828502,0.006127692544212302,0.06391262144907969,-0.046130262688321474,-0.022573963448741047,-0.020962164001515828,0.03563381539456362,0.008161324924856467,-0.02314807482751978,0.0180053583363984,-0.10392778452688618,-0.0073597896468870945,-0.016403818842193166,0.000274849907910618,0.00039733515774336727,-0.03500973876388133
FASLG,,,,,,,,,,,,,,,,,,,0.0033255092166196115,
