,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.019381237913552684,,,,,,,,,,-0.021110091413845223,,0.0947766773737066,
BMP1,0.0861583108741468,-0.0016526459885034912,0.07250679901890068,-0.043689593895918866,0.0841115674760954,0.12604104761049234,-0.05682603686622407,0.0485974716933006,0.03771398217898796,0.03642337900618305,0.048010662907176614,0.08352732767616888,0.007529073167770747,0.018828224154065407,0.022831785810356272,0.032181687211249824,-0.13253268987575967,-0.01639837667026722,0.038909048054974166
NDP,-0.004921820648400558,-0.033953255289534294,0.02259061115042601,-0.0685455281842631,0.014159723804805086,-0.018128918241485627,-0.0010757814985688288,0.0174663009685949,0.022392869323477855,-0.03227086805950021,-0.006802884612993443,-0.1087540121763064,0.10668216652610245,-0.004544932799747416,0.044923133263805266,0.04384416467826701,-0.004475840588952083,0.07599065090101588,0.035557867370251114
TNFSF18,0.010887392143223954,-0.038064725606488464,,,,-0.0023654128682672215,0.012418721218293332,,,,,0.01833463811911978,,,,-0.021770464660103295,,0.021618883872450277,0.012426264432721748
IL36G,,,,,,,,,,,0.018164624523333492,,,,,,,,
RTN4,-0.05671884202376977,0.004956388479046909,0.05231305822762913,-0.03091611433932291,-0.0009390461204007843,-0.13761544237125783,-0.03298715092428338,-0.020232969517188844,0.00890815003104221,-0.041838851489945775,-0.0458301841057971,-0.012068302187693142,-0.004612590473026482,-0.037444437079794606,-0.011546805126898976,-0.11347771615148215,0.020530113119075453,-0.02733868968715094,-0.07154785270589993
HEBP1,-0.02103744783614276,-0.06912022527257278,0.07156402416059743,0.059286400499231395,0.04750839426651836,0.04264873003886495,-0.009052588349189731,-0.01878481341478144,0.029536078632916823,0.04816871957838266,0.03417430813121809,0.045532124808609686,0.023648589352314762,0.11926830734758077,0.07221951280598725,-0.014970884608742699,-0.06899168887453373,0.06842217972178409,0.02669066965930582
WNT7B,-0.04872881222739361,0.017717961299246045,-0.03255377200932156,0.0002179499992435064,-0.025208564463803845,-0.05185647913212249,-0.03953252743183076,-0.015148170073996454,,0.020398012194014048,0.04824261576697476,-0.009327710768965082,0.006261139488066469,0.01006252546057694,0.0039056097892521116,-0.04552380278904036,0.01969504270833988,0.0215647999453201,0.09729924121474821
PTMA,-0.022635007660353146,0.00527190273676973,0.020885731013319243,-0.020014602893413124,-0.01981979348908557,-0.10658341548611158,-0.036037619613250034,0.006387699954204797,0.044496953287022405,0.09566449835696801,0.0596542471920344,-0.02578591581379543,-0.12652742499060424,-0.00776378380029775,-0.032806589202044066,-0.08854036377314152,-0.01852639219228766,-0.08768267601187797,-0.0458832859749056
FASLG,,,,,,,,,,,,,,,,,,-0.021561492579091717,
CEACAM1,,0.019402116525635633,,0.054309162741744285,0.06428395966237663,0.13275212554055094,0.010961772148452195,,,,,,-0.08002222813665309,-0.029552230462654462,0.012695890949368594,0.0015535891590077139,0.008020751533101247,-0.0014870797957774091,
PDAP1,0.02091722488923088,0.0461155328818194,0.059591915828017,0.017322098388356542,-0.008101783852237145,0.14348430195347744,0.04281274619215565,0.011854381002712246,0.03773124932679506,0.02323943953592994,0.04195808624627144,-0.01265940033830141,0.0419908496355679,-0.012930949592539376,-0.025432433206713397,0.04680943582674736,-0.06768493717699907,0.0009822483863998928,-0.0018538455923699539
QDPR,0.013273657673415545,-0.0023025884286126154,0.08376925467705951,0.024538292993667988,0.0006797590348443845,-0.155517447957643,-0.0071543412013463465,-0.005405434315890445,0.022017679099396507,0.007648915992989811,-0.026150565020329995,-0.05660880191439898,-0.07559969622556728,0.01744926436908986,0.09974465272967045,-0.05301603644323854,0.030984127264849243,0.05508493827490827,-0.025790414859378132
POMC,0.048581640562412445,-0.006002668770327329,,-0.03349794572016964,-0.014329385166080096,-0.016069313600946655,0.08405364382211968,-0.026284144058312975,0.0026065553130245416,0.0669615465233448,0.06194020055360264,0.020239111750486,-0.11263269093939655,0.08416751599731842,-0.008901278959769209,0.004168750791685587,0.041291046897111675,0.010955564321130248,-0.01938918754756599
CCL18,0.02374711583369734,0.015080044615306062,,,,,,,0.03029572138745478,0.0566973626025101,,,-0.06861487707539227,-0.01911237517687994,-0.008950587529424982,,0.04645433644868012,,
CCL17,,,,-0.025576017056751325,,,-0.010591683250283864,-0.003252657635155421,,,0.024397062881116562,,,0.1084963865960354,0.007616158370505178,0.10149762981024721,,-0.01954307124431677,
VEGFD,-0.016196459621028243,0.01633509224860624,,-0.017969051036603997,-0.016770287544433195,-0.032468772401422395,0.02336250289840105,-0.013752756210343253,0.00127683939810814,0.1694924900178807,-0.0281107390141872,,-0.028185618920728368,,-0.03487037661510371,-0.029354629627614648,,,
TNFSF13,,-0.02281495009291879,,-0.017641764157583024,,,,,,,,,,0.003803917401451555,0.02721706398469838,-0.02984668834467881,-0.026628670654676372,-0.03184380339873614,0.10458453225089767
WNT5A,0.031595532565453284,-0.007791155913218889,-0.032005614635472766,-0.005111786199318822,0.01274618443754918,0.10455318440900446,0.007995639949286676,0.023582418964429353,-0.053778386021985806,0.019094729511731794,-0.011517646051430637,0.012734296151242205,-0.09095666261153483,0.04356083090253708,0.006784508659070041,-0.04272720878244207,-0.050043211148550495,0.005728275141559729,0.002904097451948361
CXCL8,0.020864829951998027,-0.043340482794824914,-0.06823375679974451,0.001119328168719285,0.011205954500112142,0.046058533657220145,-0.0006626751594445773,-0.012807164572791997,-0.00737014359076035,0.04076071394214986,0.035045791608704205,,0.10243931267131884,0.047887507013984885,-0.10563927665599938,0.10452611620263592,-0.027426842484217437,0.038690769335301765,0.007074253875602487
GRN,0.013862801794169821,0.009933436954813307,0.04741164709618052,-0.05600980560747366,-0.0010995639864587205,0.06883941010351637,-0.007099334380923674,-0.04947210009440953,0.008589823806929884,0.026907685926094264,0.04707305871180801,-0.046824939669572505,-0.1672340710851238,0.026086721569313076,0.03335702730633496,0.040331037770564314,-0.0453129729025905,-0.003638054892353968,-0.010107817821879451
MIA,-0.06892325205985944,0.0682687625739415,-0.0037889222840892345,-0.04178504968436223,-0.03417518675570838,0.046047738229350495,-0.031170606547090116,-0.015640863885775822,,-0.022765396066643843,0.05414679050999848,-0.04777523226014564,-0.022669741464862163,0.027699612154741003,0.0687187074646008,-0.04341159945189699,-0.07939312966411384,0.08843269139391126,0.0230081253667039
COL4A4,-0.0033858924264007716,0.02002511688072431,-0.0019662723947518777,0.019073698844414018,0.025515346909325207,-0.01909877138818283,0.05790866983705499,-0.02627540745146155,,,-0.02782232671313495,,,0.009609981723093656,-0.047791404233310825,-0.01929561669225177,0.028702805074270313,0.013311237937509816,-0.04554941156304743
TAC1,-0.04422633151694785,0.04683753429155904,0.039637291001624095,-0.0034368687725739406,0.005830512504378318,-0.07833039320785551,0.008083963058060695,0.024027328799385957,0.025849664684302717,,-0.018890932433413957,,,,,,-0.011876806067145956,-0.025691354373780905,0.05169627835326982
RARRES2,-0.0009406557805818336,0.04100410933518541,-0.020497448423992697,0.024046727676133278,0.058921963601443784,0.13514511964064113,0.018661168674849717,-0.04686436070974519,-0.030682078200364397,0.004354370276437758,0.07030185222228393,-0.020229296696669386,0.056894039647995526,0.029009435665553803,-0.02133594885867917,0.03300205399323387,0.019779757464954643,0.04080092150685127,-0.008982276818368677
FGF7,-0.03362852380015222,,-0.011660771467523165,-0.0390894698258753,-0.032110223378854524,0.04109281932439215,-0.012688808184570698,-0.018744323273727135,0.01567371067334371,0.026112729561541422,0.004300914801439544,0.0451622224786718,0.029297437368545055,-0.045786185986710755,0.018079473042967423,-0.029348346805119045,0.013494953519494247,0.11330989919568069,-0.0055028340159424165
EFNA2,,,,,,,,,,,,,,,-0.03314195933975066,,,,
HBEGF,-0.005385852545426746,-0.002640016886380404,0.03848023523022592,0.015184310042677673,0.040741711576555456,0.07101897010984408,-0.044751057028980364,0.018576310117955113,-0.012518335256053031,0.09513333626961219,-0.00996670237578961,0.011271258087844134,-0.12114235060127018,0.05451783688941591,0.0622980997648763,-0.00019015568011096043,-0.0721509197918798,-0.059374688292514625,0.05004408003668682
CSF3,0.037450090754495874,,-0.023107241087550346,-0.011669757772117302,0.050080818873433054,0.15170578414373206,,,,0.03515463521194876,,,,0.04336433770049509,-0.06272793394240024,,-0.03399654083590468,-0.020575839145684116,-0.022390879685346306
PI3,-0.05227180909812087,-0.010247415643583281,-0.03320377595684496,-0.03596408325498296,0.014552974191668849,0.18450771436139723,,,,,,,0.03863956501781455,0.06810173700471403,-0.06935569260198374,0.14573793007243555,-0.06436716477968311,-0.03543282488865702,0.00976151642246489
PCSK1N,-0.01578194282210998,0.036382249129903774,0.02009017831688571,0.02552931965022314,-0.014678744042210423,-0.06035480250560011,0.03334342256238342,0.018685167551090304,-0.058078062792265385,0.025399403483797076,0.025838630774018486,0.011922529743948956,-0.09789996972991484,-0.043452918849887286,0.004740757843535492,0.03804524074079904,-0.03766508417062373,0.04937898960915922,-0.029583972859445595
NTS,,,,,0.10398633230359408,0.005522852983581411,-0.027007578611483545,0.041027461102673204,-0.020181939566337664,,,,,0.03781422445506383,0.028674595831803762,,-0.04760515854564901,0.06866400858474515,
SFRP1,0.01989648165935379,0.03241084100534798,,-0.02231606348690518,-0.01913199386299794,0.007785294277549565,0.010286343058641746,-0.01874918828484293,0.03188090987416899,0.023123537903405794,-0.003883585025468564,0.008577797858607518,0.0015567813094609932,0.06623187308132601,0.011402819719881717,-0.02840216404570333,-0.007833827489986815,-0.02976196614274871,0.03913513986946759
CXCL13,,,-0.016778591142848045,,0.0001532148082546649,,,,,0.04587286507569077,,,,0.040497648844904505,-0.060547746669896395,,-0.0325031460313715,,0.01854305088515431
MICA,0.042950778680052384,-0.007907271378439936,-0.04464420680793097,0.03661792053204029,-0.04255058103464477,0.058337891775321414,-0.019953642116649548,0.002062234417810482,-0.003933440442325279,-0.030113694700734932,0.027649839756511346,0.011638156408602553,0.00988601297419064,0.08947007997448149,0.0526303713017883,-0.024336268069702,0.00583065203590147,0.06796534849594825,0.046689731683206545
