,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk
CD5L,-0.03299728985474822,,0.019799026015127046,,,,,,,,-0.021316523267930147,,,,,,-0.0386613453841824,,,
FGF18,,,-0.017024997415104003,0.08955851897542876,0.13824950620855816,0.032247174915862986,-0.020791146434838103,,-0.012914972276527365,,,-0.014264398892786108,,,,,,0.08115835212510243,-0.02881801518889806,
ADM,0.03587027813681541,-0.003662153059671316,0.0036099308103038604,-0.023438103276426134,0.011604065427503724,-0.04014997711354335,0.09171842277758319,0.08277375435760587,0.03490422846104757,0.014473276673298917,0.05915054087033056,-0.01823103957184998,0.013491357146851447,0.015889862540358558,-0.17056991197816118,-0.040601840487829076,0.09196820689293302,0.008105615884340474,-0.013127099213198086,0.07127610332641796
CCL15,,,-0.03512425133797584,,,,,,,0.029471526859920393,,,,-0.027806289488564614,,,,,,
GNAI2,-0.028743194527152276,-0.08279414629047671,0.02519042897214771,0.056318258341509164,0.027056815733732326,0.03877719776508675,0.07975334205062236,0.08182284565869319,-0.022410374985276663,-0.01641485429078017,-0.017322344787790274,0.003855925254797521,0.07909436447201533,0.014161494510832573,0.031425209955432826,0.01592305266054153,0.11295481666331415,-0.0840894228090623,-0.044189363276542264,-0.0703101101935422
HDC,,,,,,,,0.03577436974230839,,0.00038532495660590716,,,,,,0.1044938612362471,,,,
COL11A1,-0.021735676744579515,,0.033981006120912004,0.025728157093131705,0.03216203598355344,0.016689084212479527,0.1185517219682889,-0.01051011098249773,-0.024666171100206923,0.003308276764170091,-0.04456206400894226,-0.05356982490440505,0.07947784418098087,-0.03114824673403201,-0.023513637439589733,,0.039757870190517595,0.0447691682725274,-0.014211060357396917,0.023727979679091214
NUCB2,-0.05003849439560276,-0.043508013421911684,-0.09965448451685675,-0.033977187267145895,0.02601099645124838,-0.0021894905243366415,-0.005477624063170475,0.07249008446401398,0.06342393196169256,0.000505851050231776,-0.006092621984095413,-0.005459940634974018,0.023438860854767783,-0.05235738610151232,0.06580600269228709,0.024206616433558852,0.017094233783510368,-0.04990793289080108,-0.057033647932907806,0.004992513285616894
CXCL1,,0.026767264093513505,0.027826702860308396,-0.018822876553380632,0.021331156597728627,-0.061358904633405806,,0.03896936251468766,-0.02727215569190076,-0.012486303491794967,-0.05008628261896293,-0.024613543541916978,-0.0001325371566670408,0.07371339056790922,0.013864661230515898,0.061314224797094294,,-0.05456608169485541,-0.01430685194190409,0.04879094123862735
VCAN,0.05058288553733481,0.07261325184094396,0.02339127026435454,-0.06721474917587034,-0.01836201616688225,0.01868548244197946,0.10049907021412027,0.07336899942069454,0.02187545469464046,0.013664604758800533,-0.03038822895666644,0.03131227011566131,0.03209976194881205,0.06020286969830628,0.036339765874892724,-0.02601364861344221,-0.10331612249623227,-0.009293911230346067,0.0356389855845324,-0.03224797891707215
MMP7,,-0.003743966063886547,0.06200386298320081,,-0.022755662211472735,,-0.01841982488592907,-0.010464976452121006,-0.01190323209820437,-0.024120833357482854,0.026497417083099446,-0.028277964295218398,0.03986011830293752,0.08952098097616729,0.02149650429785864,,,0.0028513180350721585,-0.08560778898000175,
PTPN6,-0.02804690341793744,-0.09368480808080581,-0.012735232285250522,0.029200955823695997,0.04955022313414341,-0.042539271120633736,-0.0063919312895713756,0.040768016493934675,-0.007994775992228755,-0.03223138416278737,0.04976662052844427,0.041511228102366786,0.033276515542895214,0.009345601580830193,0.04339814213497451,-0.019791645981241543,0.019345506447584645,0.024458125700431863,0.0823794988587852,0.017351725937594462
PTGS2,0.13934118029474196,-0.04264988104709306,-0.04337890114585686,-0.08978821999593829,-0.018669223222056417,0.0006597257769435305,-0.021010816331993108,-0.0592100308894584,0.06647153606759469,-0.02662947810047053,-0.023005655492463233,-0.03620030300356545,0.08775710217044252,-0.03861414956247337,-0.07333220191032075,-0.045970177027622544,-0.009025886315607818,-0.04325623874701036,-0.016119488113754323,0.051412097591214095
XCL1,-0.01685392041741496,,-0.03584068547005429,,-0.012453786584786242,-0.025657533043497577,,,0.08333289874214857,,0.04812655892197289,0.036954267716464234,,,,,,,,
CD58,-0.050532343522032314,-0.04096263729709503,0.07342299017324293,0.038181087441979664,0.05318234787479682,-0.011645412511018955,0.07083249508442206,-0.009459033086605473,0.010735952346279888,-0.009138606138650054,-0.0400299655052937,0.01564541879536043,0.03026109435678862,0.03118812174782236,0.04184476988117947,0.02292664302944091,0.08377007127980576,0.024032987774116384,0.01839222020929924,0.013686040781645162
TNFSF14,-0.02757029978078025,-0.04755493515046851,0.01432743851351624,0.20455536651066902,-0.005413606585536713,0.05668758298043943,,-0.021805316385463534,-0.012339840728148517,-0.012195832896951288,-0.02348515221072446,,,0.052673685240068,0.06115675538564166,,0.10938994107831143,-0.00804823455845193,-0.03141761749176279,0.013866988716605997
CNTN4,,-0.004699237295790794,0.00873244902272221,0.0016675431217804454,-0.02238169505595807,-0.01681118335321565,-0.00826344592111874,0.0030944451496751875,-0.02371392420664759,0.006645939809322083,-0.0264541137580718,,-0.055461031594345594,-0.03306740334629167,,,0.0027024282590378244,0.018641720887755085,0.016228483841413305,-0.026530889847697466
NTF4,,,,,0.0028134698405965722,,,,,,,,,,,,,,,
INSL3,,,-0.03210663945918308,,-0.011446116272974913,,,,0.0663409302430888,,,,,,,,,-0.027957260613395492,-0.01823647835842749,
BTLA,,,,,-0.018168465050975417,0.06850387427881914,,,,-0.015574495737874124,,,,,,,-0.009165556665851645,,,
MFNG,-0.0095968711164001,-0.03436457912315481,0.05409638548709701,-0.04710168914126063,-0.0287128413530246,0.025839308296497783,0.1420563526426485,0.05554188722549183,-0.05270256152836712,-0.023456407810990995,0.06741314098184212,0.008695608208323227,0.04266062172494556,0.0029467764752142325,-0.0030257914504391516,-0.07725166392475952,0.053022371383808234,0.049913533974629165,-0.013485253354731759,0.07779247463584012
ICAM1,-0.07053741705437334,0.05121189311055273,-0.04487030652544184,0.05918614672233198,-0.004304721876546764,0.004337595156237901,0.09067805340171105,0.04579480549156532,-0.014698600714159555,0.02028380070865571,-0.02355982692823086,-0.0049495974209192726,-0.009868705881278306,0.025239304359892124,-0.10211787126302418,0.026737457600099542,0.08957934764933478,0.03165794832872508,-0.06030600702051468,0.04906766580199423
PROS1,-0.048676277866047356,0.026722828647361932,0.01859102257420468,0.02466377789720331,0.00749115414337648,0.019087838591820963,0.053051649840934696,0.09345315409924895,0.022369112103787895,-0.03490832420475281,0.017811775405322233,0.003525379328924223,-0.0063011871932517486,0.10791900905193653,0.023634136777242163,-0.009283629015561791,0.03746817038300858,0.007411249866175764,0.004701946844668022,0.09641228192273431
CLCF1,-0.037826732644038866,0.015461559783309702,0.030748043133010324,0.051964096337303346,0.010596776067919467,-0.0640250088588414,0.1544044779642905,0.05644100283864578,0.0021289828315863746,0.008392045222794596,0.029153722125258803,-0.03600431626555115,-0.04603681147161483,0.07437123482011504,-0.018396567370610382,0.017078923496109236,0.011545673213957327,-0.013093896522213992,0.026594535702277548,0.041037611917477505
PSAP,-0.13139338295059094,-0.039103659848292324,0.07993032887453068,0.05425396022796614,0.012093017836403838,-0.0065748806043268646,-0.12346928555807746,-0.07765933506789081,0.005225654886177306,0.0029705576139745066,-0.04910781474662018,0.07130889943542722,-0.014315738021471864,0.013243138157750037,-0.046448018657621264,-0.029559167870069694,0.06097166506344706,-0.005189612036432238,-0.048731969734294424,0.02790475195310708
EFEMP1,-0.074097141746491,-0.03156243502918983,0.09464072781026826,0.16266582488991493,0.03083933253521333,0.04201643933317415,0.0790083991623518,0.1338313129641723,-0.0002723928714591112,-0.04855685984630513,0.013601416913224593,0.054991493946416115,0.08351596561107057,0.03788005973873722,-0.02225265206564498,-0.09127678648837864,0.08668716697673082,-0.01026284899031938,0.014119016752587659,0.04683392114371361
C1QTNF1,0.05954273430662241,0.022770073143403836,0.004884806092614005,0.0637833319978131,0.004639649645573764,0.05279957382574142,0.15483671707609203,0.08191701082082492,0.022466936116234622,0.12056312414456308,-0.031103137338339446,0.013485889446399644,-0.01064993603887279,-0.02113810693062522,-0.002178590025203765,-0.02498518306306249,0.0070331485209848225,-0.04749279682657774,-0.07451401563564834,0.07706055268527065
ALB,-0.02537318289825975,-0.03124522424761542,0.014834066223923246,,-0.02032094530626677,-0.012891031029179644,0.003106723579173709,-0.017553681344157558,-0.014984840935547215,-0.013851890321762685,0.07039976442992846,-0.013004530778363726,0.009391587409446761,-0.01855293094823207,-0.03840291047917833,0.027710749652221714,0.01840983614100028,0.027163909869779023,-0.041809532718788775,0.0024774276531053913
CCL13,,,,,,,,,,,,-0.02478531508641994,,,,,,-0.018661163355425163,,
EFNA3,0.08748761823203112,-0.06003456347944442,-0.004106789592326476,0.010508761072794484,0.022072478887473122,0.05583646508575261,0.0054717921079439355,-0.06799254408536219,0.0044917039882299715,-0.012395645756973342,-0.010491284357729886,0.06458307322291323,0.036403239041731136,0.0730783369579381,-0.07208663054610094,-0.03973701241643743,0.055258736721288726,0.033048292782133275,0.06426124954714471,0.011338970009490424
DRAXIN,0.06678057544918202,0.00388248889911662,0.01891238170471809,0.020108316866531722,0.020088826747751178,0.0002714784140245334,0.0858130545398205,0.055754806823014987,-0.017325627355344802,-0.011122388190671798,-0.02957595904382475,0.036858408569789274,0.08488416141882987,-0.003871937915638151,-0.13350472843583228,-0.014771988913401266,0.05584946225774482,0.0070123567370897755,-0.024060718301393842,0.10349935621140671
RAET1L,,,-0.010455708821945799,,,,,,,-0.013321562966524376,,,,,,,,,0.1586692071770314,
NPTX2,-0.03343389998637123,0.04034864871318709,0.005875345756025283,0.05087576708811007,0.03931806441317049,-0.021667414112378016,-0.1017530782059809,-0.05522237160858612,-0.0687817086977347,-0.04170289041313718,-0.0271880860125126,-0.0299475119234319,-0.01067291736671889,0.005752859228218385,-0.012151728817330131,,-0.018752165841559032,0.011538148985639495,0.01619346857263034,0.05053681309250395
FGF11,-0.0032050283714051826,-0.08253624617635728,0.012616197084126318,0.005609796314344148,0.034600904868372646,0.050216462123785346,0.04412122785347723,0.06366890466847105,0.0034854056387251197,0.04120976447634675,-0.01673178454982085,-0.01061726649613209,-0.025509482516387186,0.008327806973421392,-0.07847509854450997,-0.0006772226629162178,0.11406063063966448,-0.01212467592184251,0.022429444579063863,0.04535481277194773
CD59,-0.11826426369072288,-0.002930050481110502,0.049466921812821044,-0.003947427977116524,0.03654400593494385,-0.021672265758693122,-0.013236422820876392,-0.025112966275846558,-0.02096352845499621,0.028322471789134742,0.05207722784431972,-0.004988211680011912,0.007930989355497952,-0.005141685878561886,0.06699525907629901,0.0513014428712934,0.15008892365956628,0.004401527089134323,-0.057238178038478874,-0.018207607643276665
COL9A2,0.007411384892208312,0.07007698338069282,-0.0019719989743898015,0.03591827513519721,0.03532688431277434,0.04821939474674981,0.03136819940643937,-0.0019736344146127354,-0.023227030436283314,0.028622253540502227,-0.07802956668134493,0.05447082342597594,0.0348053240658631,0.11350315260760556,0.047289205434747114,-0.03310541810305275,0.04530531092368043,0.0040493988910005295,0.05689736863376497,0.04291438597928734
DLL3,-0.08158054360655453,-0.040023054881938636,0.04915766046602281,0.006235621127301679,-0.01645596662591612,-0.045618525041764044,0.08471631495206434,0.016070132035040405,-0.010118180994589407,0.048591293247928,-0.002005185864709781,-0.016664261096825176,0.07568268940376358,0.055791124981749214,0.034205958196443544,0.04716898785190387,0.02741473787707689,0.012661053448962062,0.08503344193709607,-0.03448920523918757
FGF5,,,,,,,,-0.013977897636712356,,,-0.02077804798597089,-0.0313745473669405,,,,,,,,
LIN7C,0.0034069219064915214,-0.06963055710634537,-0.01314894728932852,0.03258105930400968,0.06029300089624909,0.005933286253252806,0.01296557100077727,0.014339063961329425,-0.00885071843614059,-0.003344359024042515,0.011374751398917523,-0.02248721949843822,0.01854324923847819,0.008073109536771827,0.11537992072786478,0.03253266292054652,0.04244197368949886,0.03821204054997999,-0.00011610983941842679,-0.02950677097385848
GDF7,-0.01745736860760043,-0.02207533448786728,0.011055452695549643,,0.022310588660965754,,0.01927758743505207,-0.00991887043802476,0.03180944773154311,-0.0121958324230212,-0.03819328401490196,,,,,,0.11234013777505893,,0.08837717333184456,-0.03454462425232898
PSPN,-0.018105936679023136,-0.07846490271958557,-0.007188940250265903,0.030248745597694845,-0.014812997785710016,-0.026148670084567463,0.013789399457184331,-0.0007493799630908561,0.012099415889666435,-0.013822109861866137,0.052023996785526196,-0.004173581179448926,-0.04683494861025696,-0.007574117436155074,-0.09428440944833168,0.023876661451559332,0.14092693007098048,0.005982783438941865,0.021321146214504098,-0.00498465474250749
ANGPT1,0.006133924862098454,-0.08289454585173892,-0.01670327827474036,-0.022444021033685504,0.05325810080750793,0.04538648998707982,0.06631908886020534,0.05044851352516621,0.0056504986375649595,0.041498780957643394,-0.010455257341148496,-0.036575403006091106,0.01378625234902943,-0.04984967401595805,-0.08938563593801067,-0.054944512410258814,0.016483695911182768,0.01610121479575711,0.0021783675609290216,-0.05743748892019468
PNOC,0.07170075135627683,0.045344069455206464,-0.005763748608098997,-0.053179261798925785,0.026981476520780773,-0.05703027109334303,0.004126611145270595,-0.07893030276058065,0.004342912814069797,-0.009438036222650614,0.015523982230747068,-0.013004530778363726,-0.03843310424471398,,,,,,-0.01682926527429898,
L1CAM,-0.02621492998493608,0.006295943359183411,0.03660619218453255,0.031021778401139368,-0.040042714920141616,-0.02318082571135777,-0.003249782673766321,0.010186449316673583,0.01583733517677443,0.032673845026579613,0.007053821547942835,0.013471617089953,-0.03433566190064185,-0.04329193085321669,-0.07296862445800513,-0.03781172844212189,0.03665317739025706,0.0628047899390063,-0.0025336945373760807,-0.01707327073493046
APOA1,0.005155021267491769,-0.04742219142175372,0.019090216604597993,0.01755761043323229,0.031983984521104125,-0.015252541801374699,0.04357772656106181,-0.0019565594755633934,-0.017873221148418474,-0.019737783851714798,-0.0006555174060834411,0.0559298565227075,-0.02359455101052201,-0.044158398756634694,0.16242201076325372,0.04128036967987097,-0.00606971238268548,0.10567522545462534,0.0530998040853346,0.07601280405762323
PSEN1,-0.019091107780460012,-0.061185690232655486,-0.001340363305598375,0.026488028001488563,0.01541245989442769,0.02326057456394718,0.03389880218510984,-0.012292046779441512,0.030248512143613827,0.00545007326357487,0.026036464085187696,0.042261615962474665,-0.008153575907442498,0.057522920081107286,0.07195556234109653,-0.03387651268653627,-0.0860702344179311,-0.024804962412713395,0.00695985971498631,-0.12406363663305305
CALM2,-0.06826184989370121,-0.04298463790854425,0.01958963640392196,0.043603356064792695,-0.016242304213128802,-0.010429514147477873,-0.0942834976776197,-0.09416545332468816,-0.06944030142555449,0.02378972072154633,0.012793033446614626,0.029890665545686014,-0.01604267186286135,0.035995930267119565,0.1808625752491424,0.03462106286884579,-0.04737339789135511,0.025554015077843894,0.04637698846773939,-0.019806920091893478
CLEC2B,-0.041532132510376865,0.056280360113452305,-0.018983970555678076,-0.02734090964438337,-0.026458675420102,0.018662522870201693,0.026847108287916106,0.06736956658237449,0.0674311522873733,-0.013049850047009297,0.03052631717750499,-0.018741420281943,0.03276537866365774,0.08648914966052036,0.034212966017957154,-0.0033304403919626894,-0.03134060529331203,-0.015054890288765955,-0.007424636246770717,0.0355599735671106
NTNG1,-0.044672652606569246,-0.0029802456486419967,0.033747708877336635,,-0.01558745615348153,0.05262631876789093,0.04948053162889109,-0.04748569963176132,-0.015223172307009836,0.02534368094898309,-0.051218005081146205,-0.02131067113700819,-0.02700467715185566,-0.06733307648124177,-0.10755424321639946,-0.05340663800780961,-0.037746775561365735,0.02003337525878671,0.07916889010551494,-0.05216073250235817
LRIG1,0.07690412332168736,0.016513432416579585,0.013074926042703647,0.034615043983187224,0.02473564871389905,0.052861470282954084,-0.03449360540322215,0.032610168209318564,-0.02734887866058255,-0.02935903797332302,0.022573682992531565,0.000989970129890134,0.0020018917432435266,0.07838402859833296,0.15175103152871133,0.06992019008283035,0.20173724422490802,0.046965561387758675,0.07532798935468821,0.06397317802121104
CPAMD8,-0.015360986173346332,,0.0030496103539600318,,0.07024743176953156,0.004427674965460404,0.08571860543634559,-0.012644889510045432,-0.015224946565362886,0.0028751688701846127,0.0017479953317347493,,0.021248472998103413,-0.02977974642134365,,0.034681336938365566,-0.007951142237510514,,0.07325094272437505,-0.015476562852303869
GHRL,-0.02450734912688352,,0.026570635532411572,,-0.03611247882588057,-0.014657883494038973,-0.01873109807410689,-0.026891140910039482,-0.026694732472293977,-0.011122388190671798,-0.02317346458350689,,-0.024789968994449112,-0.04012284022205326,0.04391318228701698,0.026139879977762768,-0.04327209820326979,,,-0.04252204742248244
NPY,-0.022535166227227628,0.11238470483884663,0.016338275884614627,-0.017663204886250727,0.022244952206366853,-0.0374108570054736,-0.0330294469239856,-0.0530226627510723,-0.016025985108330726,0.06391641305568052,0.0033133916325680337,,0.00675293528663997,-0.03477629497919645,0.04745220249610729,,0.07340755660119246,0.01129755640478626,-0.004531912584885823,0.007655411421619864
MMP2,-0.04917164417760742,-0.024350461408754315,0.03544036610610249,-0.019152682087145042,-0.0365939431944957,-0.01895986231073629,0.0514283750096605,0.06615208286220002,0.016060372365210917,-0.010319817849257664,-0.03510953175927541,0.008852060275064346,0.056578586463219734,0.04908257980368136,0.16534958654401463,0.04552236736475356,0.10540440624400586,0.012334972211878103,-0.07289985686309819,0.046410612545518704
LHB,,,,,-0.011791196708544088,,,,,,,,,,,,,,,
PPY,,,0.103756591255113,,-0.006222933227577708,,,,0.013458321853199865,,,0.20567294918644588,,,,,,0.07358568101957054,-0.01880281754816096,
ALKAL2,-0.023003203196388315,0.012178831513823056,0.001168905207613234,,-0.011619889011478608,,0.017871209598676545,-0.014337201557344137,-0.026840018905490804,0.029519607162783866,0.0009604153585159747,0.10694772073870706,0.09357789472132885,0.039428889335263,0.004207562863965751,,0.0017092942223197064,0.052277359649016045,-0.0278322778967856,-0.037294970463359736
CSF1,0.01360940902559695,0.0028011444610484553,0.06732623279723533,0.06529381082971486,0.014044419534169112,0.12324710722123883,0.008983101511215903,0.03773287213922995,0.015433930350260909,-0.007525785892535946,-0.01602896939211957,-0.02277669993502465,0.025525892456974612,-0.04696213801410886,-0.12058515004625829,0.005338637902064761,-0.006137550368523035,-0.0349774572132632,-0.04579975131059401,0.045834060958737634
SEMA4C,0.04969181700656382,0.024357760252939585,0.008704437454363284,0.019350380206121696,-0.02954002586354919,-0.03784711991766052,0.022252071905205274,0.07492007806615174,-0.018044529286804997,0.037946018391326,-0.02852461566463983,-0.0017583114916563086,0.013293028827241937,0.03226795609065607,0.023637033865826163,-0.009724494814199047,0.06844252854440667,-0.0032012392642315536,-0.01789819508585317,-0.007440707589567775
ICAM2,-0.009418862335913632,-0.024558018966778755,0.040648953524546186,-0.008885656811996477,-0.021277393002409356,0.01641727907702386,0.1224689068076909,0.02693035488199038,0.07785499385233548,0.06819916830043775,-0.0034613372995126886,0.02419027656832203,0.011741414607524314,-0.0073809732445746816,0.029184320590346882,-0.09544986615974838,0.08214753515801705,0.11503615175406866,0.010806357462866616,0.03509577030007796
SYTL3,-0.02921837602399187,-0.03076591541342712,-0.050380890082743074,0.02942789688480999,-0.02776667093331836,0.010109448632563278,0.08533371504938532,0.06406467449136218,0.022631042671330315,-0.013960388724724763,-0.011138168282650658,0.018707306598680157,0.007985728376681012,0.050287702991784304,-0.08858497353334271,0.04037059164195602,0.054866199101841644,-0.06144425598690054,0.07156888169967887,0.06482793588017803
IL1A,-0.01784921905601247,-0.020993756727406238,-0.04623859006718254,-0.0001204195909501121,-0.03269256352113573,0.023260489129569375,0.004124003131072974,-0.03477913313800027,0.0347145070304822,0.016473053818753868,0.003330923553005501,,-8.767627303512777e-07,-0.051949208430265834,0.003865348496009324,0.12400305963518925,0.0819734239575416,-0.027845811955888953,0.056954800902312926,0.02170317639638899
HLA-G,,0.0007377573222607676,-0.028758214109368265,,0.03290872944571898,,0.09293371380680274,,,,,,,,-0.075844376999327,-0.015078472761565044,,0.08846189402387031,0.13905883025089313,
PGF,0.06050444525005409,-0.06525903564034831,-0.008674090770799897,-0.012568366868597816,0.012839621913983664,0.023587628652457584,0.08084362372859168,0.06643528687377773,0.04222777548336697,-0.020111231386148197,-0.03944819677377614,0.035643634290287364,0.020913335668415623,-0.0648215410902752,0.04706617104970763,-0.07350620377955916,0.1499861801803913,-0.00815573471543088,0.08795873010004249,0.04291086452225739
LGALS8,-0.027041789392605854,-0.028171281286771897,-0.016601245073575036,-0.020976407465910417,-0.024669167594686164,0.0741992292443801,0.06094681550844124,0.023288705082398883,0.010633209085761682,-0.029694757506494054,0.04929701133079325,-0.05835054666090844,0.012079229217441981,-0.034952905128481884,-0.03520062824054002,-0.08286224640994075,0.0733785179041265,0.0048428434303888985,-0.006433247618353935,-0.05238721971405346
DKK3,0.010306845852090886,0.007414128936717066,0.08873418071236885,0.0422154007897873,-0.0190374655214791,-0.004689104694687842,-0.09362837962865325,-0.06316988998418707,-0.045221634189091406,-0.004051549750848562,-0.00634644935671048,0.020618841912260384,0.00257572342189942,-0.05385562795392944,0.03613073451094599,0.05000825951711866,0.006875403329911326,0.04271941633898824,0.04537157702768789,0.06364035617392795
COL16A1,0.12330390843844868,0.056684466043551124,0.03310061049155643,-0.01159893838895575,0.030031524214012638,0.05512441500214024,0.01174554560035482,0.002139584337030337,-0.0504910571463385,-0.040491089674640116,0.09284400653919318,0.03795071985060935,0.05928693118518907,-0.0170736683091612,0.005796758039552264,-0.050438258967078924,0.07136508564534635,0.01107388497243657,0.006303735277877966,0.0470760819493589
TPH1,-0.012388423948132598,-0.02940030590096187,-0.02825890026206091,-0.026230324285919107,0.06924705752948168,0.005837110679057983,0.010728165303942617,0.08766037691847345,0.006739360104751097,,,,-0.02337563802899263,,0.12886581145069098,-0.016835499932353434,,-0.005040482368848376,-0.014754460332647693,0.007798055043789864
TNC,0.047897943786835484,0.00997609429179567,0.02959885377718775,0.045922872748612203,0.019612106963529434,-0.026812732359296924,0.0943545341782884,0.101533000460722,0.026319482879962688,-0.0026594247912485863,0.042072882941887046,-0.04792646034452164,0.01336417600598732,0.021632530042458225,-0.13849070710745898,-0.03622281959018247,0.18833965682689507,-0.029704490537641026,-0.08973107690879169,0.039646556531246886
TNFSF9,0.10396889669541542,0.016902842260429745,-0.00783623768027443,-0.029210802204325488,0.00822674759134622,-0.04746047762524276,-0.023537591413564204,-0.03393236799669318,0.00017149709152173054,-0.0185777472259099,0.07302091840503805,0.027191861433302312,-0.020676218326182272,,,0.07925567904698304,-0.01806806524610527,0.058389335757168793,-0.03975787371483034,-0.026593905810952816
C4A,,,,,-0.013979147914180798,,,,0.027975904608723054,,0.06041193380057266,-0.014264406633672346,-0.020548073819082892,,-0.08906689087944734,,,0.020061044054596446,,0.007144628597194568
CNTN2,-0.11797492660304865,-0.0625137522395433,0.02311410131247678,-0.04985083035315854,0.016340785981821013,0.06055315747746892,0.004869524048220911,0.009616176693449267,0.0073193956411739085,-0.01970891000967279,0.03643997018191237,-0.015103730916746768,0.043754653678197135,0.04204258145054359,0.13292533839411286,-0.05860314260895573,-0.09334992669340997,0.0757125309029591,0.09485455752871003,-0.06530755180167866
F7,,,-0.027568686982813555,,,,-0.01251043489623026,-0.01264488216041266,,,,-0.013004532603223843,,,,,,0.0066587516019491755,,
LUM,0.07260492075966277,0.05612304885416319,0.0592220117247118,0.06979400283386936,-0.025327144156945387,-0.02429073819847777,0.028570165539603214,0.04206755149395346,-0.026254997265703576,0.0388852086228025,-0.026252550987277943,-0.0689365737521207,0.12439460789579565,-0.025220486505575828,0.07542618083967481,-0.037077786171123256,0.10977287703667463,0.01377792325329124,0.038399745786340554,0.001119161549728898
IZUMO1,-0.01467790193835595,,,,,,,,,,,,,,,,,,,
BTC,,,-0.025011373536712147,,-0.01231885534600589,0.02678360846451799,,,,0.0009650928260159574,-0.030474102619191337,,,,,0.11334647521673025,,0.004426409186413391,0.0940870034061017,-0.02471176291227136
APOC1,-0.14488755948712653,-0.030331314059533127,0.10612002260678706,-0.04800817520969892,-0.0015411123285970958,-0.06608399642317193,0.08662188475689686,0.051836489960805886,-0.045602924299415315,-0.023425364077914134,-0.017562922570435072,0.04789879130967501,-0.013853292945633046,0.0425891439717067,-0.15285200871373644,-0.05863763144873615,0.031238148577363227,0.06397235383139356,0.010459341611278282,0.05307339203235326
PKM,0.05296006834363378,-0.02978839080539411,-0.008224696406180416,0.08586755819932704,0.04650650904083468,-0.01068586227568207,-0.011662037451039392,0.010134432251218987,-0.00944462227671111,-0.004288993446979107,-0.027568762510368633,0.014545366204760503,-0.021293772465451104,0.0035871341561044584,-0.16886657505614744,-0.05294087355968761,0.1366479412293061,-0.04113990532990398,-0.08089142047371185,0.03364503078137013
TNF,,-0.06551636452730261,0.0014194309377108501,,-0.021648870553327326,0.028719468236897607,0.1065781631353041,-0.01855793359558392,0.046472880325573264,-0.016260685724053765,0.002457060902087894,0.002942345371031554,0.022139479615829676,0.06300043889404905,0.018740320288480793,0.08099418772426885,0.07443528579416013,-0.01838082007000778,-0.018461202496258655,
GNAS,0.040854493854718066,-0.05677825299329295,-0.041238889662824844,0.014280944142970185,-0.0018927096752942199,-0.030048828543228667,-0.05236668145041072,-0.07337483640186628,-0.0653319438717376,-0.036067890222178836,0.007346790458557286,-0.057688705175449176,-0.013445917804997395,0.06397778580984192,-0.05563710570654857,0.0030137970752387036,0.0384535826928764,-0.043524949271750844,-0.02107662954520353,0.08799051098288187
BMP8B,-0.03557973398264436,0.007590912682170196,0.018411714974681918,-0.039993082765979245,-0.018054780981608478,0.03814367845198855,0.07597930762966658,0.016645274379752356,-0.016706631915913213,-0.010796928181948228,-0.01257687509531589,-0.0303089609598264,0.028167670133007236,-0.043680441084866496,0.11060225509970768,0.046118422016093036,0.04701614605556213,-0.005898017137275321,0.006993614936426203,0.02472787897900327
LIPH,,-0.03020300931249301,-0.002642740838907881,-0.018822874574433646,-0.01770974587778518,,,,-0.010635109974740972,,,,,,-0.016157550305462096,,,0.02672705579349611,-0.02058265254260469,
CCL28,,0.02939237904548298,0.04295795478986483,,,,-0.026903316390000764,,-0.016376319776287243,0.0316107527090189,-0.03105993471736874,,0.01936478411336066,,-0.06897857311923045,,,,,-0.0199078896969564
PTPN11,-0.004605987773727548,0.08950203984953971,0.012810519852308135,-0.027547215465629365,-0.01766483884428008,-0.04163963555512588,0.003449600391559893,-0.027059906824990397,-0.06474556893298296,-0.004902271748450878,0.0558241911028567,0.03531170103885473,0.009926313582632514,0.06566242070280423,0.03169443184394159,0.025711714287654848,-0.04875061953049402,-0.002915212710443767,-0.07065845418138245,0.05720767312185193
ADAM12,-0.028384211000404905,0.008574195405561362,0.018123393944326386,-0.004164119989506263,-0.01647720384093167,-0.007085280315759664,0.09015464149162633,0.06945154975887809,-0.02336650299373651,-0.012341881016754694,0.01004439121550516,0.061527506038623954,0.05521730282778179,0.10194612809548899,0.05270244530318999,-0.05372371943230685,0.18201887437008718,-0.03123718562805135,-0.037874591511051,0.029597259316292805
EPO,,-0.0501931454631432,-0.03797076462167912,,0.013231753053748076,-0.03431399619823056,,,-0.011126959498182038,,,-0.011824222855184955,-0.02337564146178424,,,-0.06152875544782079,0.05259059936506047,-0.0202665074399047,-0.021376653755048512,
EDN3,-0.02157268272571355,0.1447633617995679,0.00905647673621429,-0.02220338880023312,-0.022475693411505866,0.020679581337202248,0.06313665926934095,-0.022404946871795714,-0.017246238442350296,-0.010484934057101944,-0.006276444405582115,,-0.023616843293434515,,,,-0.03386963753868406,0.029143402754491676,0.038401842970694954,-0.006541553898616521
CCL22,,,,,,,,,-0.022404373918923227,,,,,,,,,-0.022937321372688398,0.02159995117528741,0.09993782548519813
