,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.020044173839348665,,,,,,,,-0.01082367150828062,,0.06046191392830466,
BMP1,-0.01253093805107401,0.025051520537830708,0.0016411396136331254,0.07613266855819305,-0.011925637316976196,0.022526761584604055,0.13057322536699542,-0.024312114507117823,-0.03967838968874364,0.06194307285233616,0.009805453829727914,0.06606262705919838,-0.025705599725641397,0.013730300768993061,0.022354406940815433,-0.06883319952211026,0.015293971958373499,0.010840310003271725
NDP,-0.010453620458840615,0.07766566853781669,0.005230615145368125,-0.02792276564374546,0.0028900862319335735,0.061601306248336374,0.01372318973569244,0.024967943005047104,-0.026033856081326596,-0.024817049595117862,0.06140530528152425,0.06058574059482137,0.041705068782290446,0.028388728878442293,-0.02304290023643789,-0.009836023649124255,0.1325358675329744,0.040452317441750436
TNFSF18,0.04002091345736958,-0.027743639363136872,0.007804188883395523,-0.0299895237532974,,,0.06113104489191556,-0.028349643000886788,,,-0.03773680899148053,,,,-0.029410066624788747,,0.1451749105976478,-0.03202297110189905
IL36G,,,,,,,,,,-0.018834866022253066,,,,,,,,
RTN4,-0.03338101104352639,-0.03874041099299455,-0.014319291965499975,0.01462495757494455,0.033455520338894845,0.044878203710235175,-0.14882603166532876,0.027482199393802163,0.027670539243639814,0.03431920014086442,-0.12544983841476115,-0.13315900552213808,-0.07035366102647851,-0.058828538903466364,0.00599810451948544,0.06766531663703011,-0.0952706118410913,-0.11812781652447614
HEBP1,0.018949682468865706,0.011468223500288734,0.013812279292138342,0.027002934641150007,0.025496225516782996,-0.014508044060328098,0.06067313932328153,-0.042229412009560846,0.004893788750797378,-0.029719976924689938,0.04852116966879538,-0.018482885756048926,0.025226773300464436,0.05312501442538559,0.12993460211385632,0.03221866275531022,0.09081872103393474,0.05328877741220198
WNT7B,0.004821070852340947,0.015917421152978707,-0.00919772833875645,-0.01862856251760414,-0.045354223850741046,0.019952073204771863,-0.035153599600594665,-0.0019458623005187683,0.07848994567371816,0.06371115245174523,,0.11328610647078728,-0.03628850184598554,0.006359604812155657,0.011033793537588972,0.05869009028119415,0.009641242171488202,-0.0005083415812635416
PTMA,0.038478310703222586,-0.09419914274773157,0.018257221268266288,0.008045833861071784,-0.0061428224123473265,-0.03290662703223721,-0.07756593021865846,0.025156694456447783,-0.016850258439658032,-0.04752708890721441,-0.0161333455718179,-0.14075194082430087,-0.05963148938902995,-0.04586951661886948,0.03303927329517917,0.0030287093094991608,-0.07024473732463386,-0.022557755843530085
FASLG,0.0750863181736423,,,,,,,,,,,,,,,,-0.02847196864143916,
CEACAM1,0.008338938771860907,,-0.00018976914401036318,-0.014296301299672005,-0.013234460415242438,-0.02447437162555315,0.01330168773753556,-0.0062492801943457715,,,-0.01546736520889135,-0.004111383250564934,-0.02033423740096252,0.05985075123313294,-0.018561836146570993,-0.012918323230660849,0.03598095259187593,
PDAP1,0.043286069375883494,-0.02836277258177726,0.012175000738211785,0.05338762202872286,0.01864732174956175,-0.03628366228211906,0.07319334263291635,0.005901639328012104,0.004660350316182093,0.026182621228897397,0.019337812103391375,-0.02701640097050558,-0.05017199741890805,-0.04832805915896429,-0.030873939984278714,0.062268528545206564,-0.012051573468114092,0.06031178315674566
QDPR,0.010180825313432826,0.008690500375179855,-0.03956257004572385,0.028906740378486413,0.038742819972563354,0.029349931709888828,-0.12657279207297353,0.059295084472207736,0.03415252909950684,-0.024201892771422342,0.03855096282164136,-0.07819211556499803,0.07110574146661959,0.07891422717833024,0.050543083851480514,0.013980662457000408,0.0658896661359798,-0.09344984325815715
POMC,-0.024357482417437692,-0.041489226003602574,-0.018125878207374563,0.027140806801260155,0.021451800819748994,-0.018583225536054095,0.00380696075841414,-0.015311703617491656,0.042579875028753426,-0.007791978252323869,0.09905324448381576,0.03317166385206171,0.002294904600835259,-0.022495233511137993,0.01290674436734211,-0.02113267978167166,0.035784536446501806,-0.0008201929177311814
CCL18,,-0.03720650158525535,-0.023145816132374715,,,,,,,,,0.054138690984717054,0.011123854246609208,0.042376998691190965,,-0.04448742020337653,,
CCL17,,,,,-0.037563206668874645,,,-0.027567440617149164,-0.01844403785386836,0.0025302142549227277,,,-0.014426157231227404,-0.029992038332029028,0.046392043409259016,,-0.02580664161279684,
VEGFD,,0.02596300690380375,-0.023145823482255422,-0.02047658335391259,0.01658844545585388,-0.023415693077476388,-0.03357936790555913,-0.00631831006237479,-0.013528924817410942,0.05349684672082206,-0.07459567854801774,,,-0.020776400416607235,-0.03965563558577937,,,
TNFSF13,,,0.021885240426595592,,-0.02591025927080025,,,,,,,,0.06760551714584936,0.13344833774080314,0.09825637693354673,-0.014506411169258012,0.07164397287680846,0.03747074605944738
WNT5A,0.08664770861445599,0.0006793022800429004,-0.002938724734073632,0.0546925695306064,0.020384447705228452,0.024769819760232153,0.13074315167490091,-0.011481499365819095,0.03002330666652562,0.01326816666507052,-0.031332537702622565,0.08237933397010601,0.04045251125929544,-0.0026250033992986665,0.06812199656464314,0.03185564381048871,0.017908354060808707,0.03131341125018486
CXCL8,,0.028228273908245043,0.0008366209665296311,-0.019173058966801722,-0.03158152143029007,-0.06146507864479758,-0.03485406646888851,-0.027496959199299512,-0.012598723047180902,-0.024339208441862537,-0.0194765276811767,-0.05977488655130299,-0.07193246512664452,-0.10436627015532338,-0.05338278177486715,-0.0357893731779743,0.05311811567626413,0.0586436387946526
GRN,-0.028799183721743907,0.056650914559456755,0.0046669864944368375,-0.03855217233793038,-2.7666571105070015e-06,0.023166119638410882,0.1135839462831305,-0.04253607782137845,0.017869959200371023,0.005889300404695913,0.06942821282989153,0.023105273181239488,-0.009108317413134122,-0.021620531584676608,-0.03598485967054832,-0.0812232302527646,0.008128666908402618,-0.10235093021902728
MIA,0.13912626649950988,-0.01420638030418362,-0.014707913190614196,0.017814639696422555,-0.018365018903874507,-0.009391753154688749,0.09451758033187421,-0.0023963938624171712,-0.01538630281476775,-0.025254974547300864,0.06422658403835413,0.0891617728232453,0.13499684120203037,0.11182135022194895,0.07594048473919172,-0.11143404806632272,0.06392594252299438,0.04828846190950204
COL4A4,0.018487642847124428,0.0010718691272690358,0.022052506519859405,0.02502886791567372,-0.024065961044552647,0.012040412279757579,-0.019752045536524883,-0.028599519886336237,0.05337593401259229,-0.024498262247667844,-0.029094403263376162,-0.04292381448200396,0.006543279305145277,0.0188494117926835,0.021887172557271493,-0.026034886295548586,0.02443923809935222,0.0911316288178532
TAC1,0.07784228455629362,-0.052853029133216045,0.035794382556907964,-0.008152976741077216,-0.01109434736340129,-0.07465550895018352,-0.05484908452417827,0.06144908570337536,0.0016379181532759114,-0.0005954741793340868,,,,,,-0.004754725982291117,-0.033925454529790476,-0.03252045601847258
RARRES2,0.018231681297163432,-0.048479443563764,0.015296361353454748,-0.005860223322498803,0.05809345093473434,-0.027047514598645715,0.11012533258965022,0.07092246031750891,0.019665899986299286,-0.03622354044084015,-0.10826559397059127,0.053138981036513995,-0.020095682447834867,-0.02567232329028876,-0.043308461689964245,-0.03249434224511342,0.06629066517169808,0.09567968342511618
FGF7,-0.030142344532300153,-0.027887483147213402,,-0.023111610597575476,-0.0006526756260951353,0.0798639770527352,0.021686027756296907,0.007860248272963869,-0.022979798129710478,0.00047514163899641757,-0.0585426913255327,0.04728914569879275,0.05740785975515313,-0.023639287597196808,-0.005682903757452478,0.04976994206715164,0.12744395109216375,0.04720068096908536
EFNA2,,,,,,,,,,,,,,-0.019746578175336624,,,,
HBEGF,-0.017452142398113768,0.07706814743982653,0.024638825737329506,0.01831715739227258,-0.05300707843290778,-0.03763557625833553,0.06299892402371408,-0.02087474245230213,0.050334926334639526,-0.012689246081095932,0.11240822224079891,0.009700656285057192,0.00015074980210338286,0.036470964137917526,0.0008879485530028513,0.03623064426461785,-0.04531579716527251,0.10433942902686655
