,UKF248,UKF259,UKF275,ZH1007nec,ZH8811Abulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
C1QTNF1,0.047439309014683066,-0.051690387188703266,0.027826820714683256,0.15592407095779648,0.027506955608309736,0.006077768304686892,0.047345500093742304,-0.023177918936766233,0.07835531716612325
ALB,0.03100540682728942,-0.0252333145000537,-0.012773353247693884,-0.04668937881601211,0.013378221502780193,-0.011168875010822725,-0.04551559262315982,-0.009024860305067398,0.004520946629530191
CCL13,,,,,-0.016113315124801374,-0.029713548404151004,,,
EFNA3,-0.03817391799681574,0.009945526163381166,-0.038831484486651587,0.009523448919856781,0.001857546428991601,0.07786629535568348,-0.033212118824626415,-0.022282652869756506,0.10015971735330977
DRAXIN,-0.0062266784713229184,-0.0037231381308066103,0.003163518162839331,0.0838595296721067,-0.029408476466439293,-0.006034988140161535,0.03849018188352095,0.05094083788299041,0.054529872193759904
RAET1L,-0.017992438963622723,,,,,-0.03218234815097457,,,
NPTX2,-0.00915378753088947,-0.008227311954983238,-0.03652802958951108,0.10755133045949822,0.008704547096857706,-0.006427620748202791,0.09049524354393758,-0.01485888746463361,-0.023415919157924618
FGF11,0.06653850084911644,0.01742680799435989,-0.02982772595336898,0.12145109444681466,-0.014696106569689022,0.020278506055667937,-0.012562147612656135,0.05135435107076019,0.043670831643215946
CD59,0.04195588592202979,-0.026889287692374836,-0.022987328551117205,-0.11790320880217683,0.04776443394008007,-0.017881908042030912,-0.004724346690219895,-0.032933603600595766,-0.021505511289843793
COL9A2,0.002585252742904561,0.009253780457026335,-0.008734670593916295,-0.046030924848628946,0.04839213718633504,0.018295806079975527,0.053759338754873924,0.048442338782014455,0.011281116269251395
DLL3,-0.05746277387432945,-0.0899682907151897,0.06859945668248332,0.003474221033875256,0.0033812433689801003,0.046867226122148976,-0.02589426824047064,0.05528722092877602,-0.004874914742374405
FGF5,,,,,,,,0.026515972809485207,0.006876677230093131
LIN7C,0.010341197289190425,-0.047515780637402916,-0.011433322615532314,0.009284235697085733,0.021455237487308435,0.060256196673045256,-0.02179161697887902,0.029612192861677218,-0.002866843336403785
GDF7,0.02916949759945404,-0.025360304470824616,-0.014976755196275789,,,0.01355449050126181,,0.02742707158593212,-0.03300017140466717
PSPN,-0.027096830414658962,0.04191991897987943,0.03079704228668245,0.07390332535480314,0.021481435403744444,0.031225447785041726,0.09902307595504042,0.031172740179938048,0.017137178091670948
ANGPT1,0.008351386055917853,-0.006903673663434399,0.0009606884324441987,-0.026990723638202582,0.05431118275760103,-0.025477179986647336,0.010956438678024273,0.05265440261051475,-0.07073910668329493
PNOC,0.03427856091672426,-0.034842840176883313,-0.030094990036924864,,,0.005197532651927924,-0.03974823260010295,0.05086613460799989,0.006678375371589153
L1CAM,-0.04162903640850771,-0.01611333902915147,-0.04004127510153718,-0.035962914907080604,0.004145356462785449,0.035963577306918924,0.09984508418818629,0.04200194201984329,-0.04775722194579932
APOA1,-0.03923429353399913,0.028901959537438716,-0.015235461516399809,0.020755588255639553,0.0634528498899715,0.019916446472285854,,0.12184537832798266,0.02158384712821026
PSEN1,0.01193097008434933,-0.012267176391337096,0.022551258730725388,0.0025297017046776176,-0.032908173845691176,-0.017938372505685064,0.01347974019313216,0.04698326367693426,0.09383411337327263
CALM2,-0.05734371792211543,-0.06165185907059534,-0.03897947979091684,-0.12000408726750572,0.09663877220567318,-0.012727587108428024,0.013848177764612543,0.0007986064547415309,-0.04393950675400634
CLEC2B,0.09608433422005547,0.00022156497112781453,0.049654162765750263,0.10660249748151952,0.04940430939942099,-0.021402794928448227,-0.02475356138061075,0.08145479554769174,0.02235118743124616
NTNG1,0.005419069205809965,0.04072486000329227,-0.018167063582805235,-0.05300859273992365,0.05027311365647302,-0.01060445408496719,0.068981078608602,0.06200129187524904,-0.025861261090296225
LRIG1,-0.07435499651762617,-0.02807147881095718,-0.02681972608591766,-0.10971811785086577,0.056726673648968086,-0.02058637990219845,-0.06829402460462591,0.014183904668438262,-0.0008635310412431328
CPAMD8,0.013123630571275366,-0.01681155092693198,-0.012978023690282304,,,,0.004947537370569817,-0.018263934233544655,-0.023399594876809066
GHRL,-0.004587991810043981,-0.03825390565048847,-0.009793588919032993,-0.04746415428954037,,-0.023293707939923452,,0.017716877340304797,-0.020626986357722435
NPY,0.011363067284828098,-0.023132040809438856,-0.010802747650623244,0.002035482937908818,0.07347324860669063,-0.0008281985602319137,0.12366148282500569,0.017016750288478075,0.020104164335562048
MMP2,0.0013905760734098985,-0.039497907904572103,0.018180748985131747,-0.12362712039925783,0.07956574924187289,-0.0015965795190593152,-0.002776433766875521,0.0341888834198607,0.052049383567089706
LHB,,-0.014641591244622639,,,,,,,
PPY,0.0622076896729543,0.008689741600232457,0.019032404390568747,,0.027507579867415546,-0.02406614860538604,,-0.0525214451342915,0.046295245493600944
ALKAL2,-0.023205135249198112,0.10930285184689963,-0.022878924382929825,0.06132064570761188,0.03848858585874627,0.023272688397527344,,-0.03249412212491486,0.06494766174469184
CSF1,0.038757394655137715,-0.028762961859431672,0.01906182466228556,0.11856662684019302,-0.01338322372607218,0.013872090458494865,0.005032888370796153,0.03586310386422176,0.10737374406519862
SEMA4C,0.03617945557752742,0.037460491279642544,-0.0039114109225118045,-0.03184129690020788,0.012023485081755268,0.04850997151071708,0.07027206136313183,0.09839219814844694,0.010663888625132022
BMP8A,,,,,,,,0.06469660355380867,
ICAM2,0.0496717728510251,-0.005720752661111202,0.042697850373515055,-0.06752854268823061,0.04465208737666059,-0.06190153966699112,-0.04002785811524105,0.0723405922130028,-0.04317665777440046
SYTL3,0.007325820507792834,0.010666476573769583,0.0006882985062651414,-0.030503703722832943,-0.05840259261750248,0.00416132001677581,-0.05513370710098412,0.08236395969239342,0.08503513507073554
IL1A,0.04839461210618432,-0.019628860857881097,0.04959530012283414,0.009285693357105803,0.0028514374763043485,-0.012759740422790832,-0.00604378151356616,0.07874082035162666,0.042672774975802345
HLA-G,-0.014710807600329253,-0.01546435367522527,,0.21162691905193332,0.014741851272839545,-0.03905585571443073,,,
PGF,0.04500618097551225,-0.0055276272786512065,-0.024758175128776753,-0.0739761018407981,0.047405891604810985,-0.0031434806794516006,-0.0525274280098295,0.03229634998114467,-0.03473241975945692
LGALS8,0.04279080686106603,0.013268772350555229,-0.02460239030069331,0.15275786818796488,0.013676998185110622,0.0605185929795037,0.11565517397107658,0.02641880166261937,0.07013068754285753
DKK3,-0.06234628311110541,0.0064498229873521905,-0.06979890302767704,-0.16757374321603657,-0.03155918182249843,-0.05534917179191953,0.05873766133992197,0.07627507252941447,-0.0715755300648804
COL16A1,-0.05291612062155752,-0.00010874569172104934,0.0019891081515590273,-0.08093346142582392,0.03735269376709769,-0.033312953837700256,0.07208343467327905,0.06169586451997839,0.06191549284315374
TPH1,0.03133714620752155,-0.028141130051845428,-0.02193640748658313,-0.04860933628090681,0.05236468809660557,0.01573042494869301,,-0.010948331316649693,0.014040597807666469
TNC,0.0843724487160785,0.10050431272893481,0.03453378955459619,0.09826340941743365,0.016950647547445144,-0.001381224848701959,-0.008569991824941696,-0.0038074409115331667,0.06787887120175548
TNFSF9,-0.0361486665524212,0.0762947366714027,0.05741225171095225,,0.028116132924719858,0.01534077022354553,-0.06603856321947836,-0.02244314181948761,0.07248956799053596
C4A,,-0.017358456038583613,-0.011243783034103408,-0.04389701795158888,-0.017939208992733362,-0.021761584277699256,-0.016479050368824525,-0.012927972182037499,
CNTN2,-0.05970300566304016,-0.0036671269769876667,0.03389092851947041,0.05866656005984633,-0.020808506113889482,-0.01113780859474453,-0.0037164765786180426,-0.013712888672930678,0.002836042313397196
F7,-0.019832086011023937,,,,-0.022602367587986255,-0.004252634432052124,,,0.04143419159976355
LUM,0.0445542447398608,-0.014625025212087344,0.04063961816309415,-0.09897751903124913,0.050363374958074796,0.0010225685832931865,0.016244216288046877,0.030309106441017756,-0.031613482929239774
BTC,-0.017992431469193628,-0.00184895189880667,,,-0.016352018334402283,-0.02083932220215565,,0.01757847137490646,-0.008832935263632352
APOC1,0.08205985841742001,0.023939643779016143,0.004905743482138194,0.09056289698146656,0.08624536471088234,-0.057465502734197524,-0.010925897415138502,0.03964699960809307,0.04084048198412276
PKM,0.00416599606439863,0.08177645494871139,-0.04862775173018949,0.11872916657388781,-0.0659429893304054,0.02194946554071424,-0.03543565151730812,-0.008763421391357136,0.055941301695967095
TNF,-0.008513990955842822,0.022741090837509307,-0.025651887218493402,0.0444978993031138,0.0384074489555455,,,0.1021994581083094,0.0004835651801302438
GNAS,-0.050473350784792814,-0.026256886632368023,-0.04281623120120385,-0.04617693896730034,-0.06834956594725586,0.006626836583034606,-0.028599738773756815,-0.034610752664958284,-0.0010820056390902699
BMP8B,-0.02530608375312735,0.05452860273059377,-0.02920309909792816,-0.041436587575017864,-0.0011422849310021986,0.07605228820512037,0.07935501805602238,0.04230143671981382,-0.03365541841674013
LIPH,-0.020328599724365078,-0.021990885793702283,-0.009065562799080747,0.021748593754083726,-0.016113321050886704,-0.034197690744636036,,0.05208249831219493,-0.007085099358611047
CCL28,-0.016214203389695283,,-0.013959475332400205,-0.0013656717167260662,,,,0.08173753419178433,-0.003562660481121558
PTPN11,0.0042835109760546025,0.010915044378796162,0.014699249908987772,-0.06027389064642237,-0.0355396770460425,-0.056448834625496054,-0.0250998904282452,0.007686800815746909,-0.026381053617227156
ADAM12,0.05718101498238707,-0.0009724722971493149,-0.0004029610111752164,-0.11628698676817087,0.03717363029784261,-0.010950417275282365,-0.02734197131843203,0.03217394820209854,-0.03030720722669221
EPO,0.06392432386675707,0.028171196480909093,0.22298811714806982,,-0.017499478174996974,-0.02060271805182738,,-0.0030432389783556914,
EDN3,-0.006352595250710678,-0.016785724912043238,0.004392590927320755,,0.006267775740636834,-0.05719469612308238,,-0.007273725157066327,-0.021576265225080046
CCL22,,,-0.0040251887017388605,,-0.0198056402142539,0.06576082800930622,-0.04746676235111406,-0.021684838009426607,
CCL2,0.08916948566203504,0.01553699556828529,0.10932719190760933,0.03663850778767679,0.06526214838620743,0.01813711840377577,-0.012849559354709137,0.04698008921929015,-0.009846189911422207
DSCAM,-0.04899890198033588,0.006915183254570629,0.04189027488724601,-0.06223891562365495,-0.037564570602501964,0.05317897420129338,-0.03617127915213036,0.011630560401145804,0.0939107805563472
GPHA2,0.05123343259832512,,,,,,,,
ANG,0.047233573459525925,0.037655994653561134,-0.028572597733573228,0.06490405941896325,-0.008183432694540915,0.022078493697819807,-0.06400454558870244,0.07077975507953316,-0.01768324178013408
FBLN2,-0.025779304275217758,-0.03399416110608378,-0.033189217325229094,0.09266062632820073,-0.01378876946036901,0.0012536918608977634,0.138874646355649,0.05233534630554043,-0.021511659107860393
VTN,0.0831704991279632,-0.028827985099236043,0.020139244284217442,-0.03245492718641546,0.0022268304505738265,0.04679945477249409,,0.008522146442768578,-0.03649023641120241
VEGFA,0.007144110971320074,0.06875560041580075,-0.04443274603191671,0.16017901112581484,-0.10983464532846231,0.035029029889667246,0.03520454339066411,-0.07655974785628654,0.08642873497888451
F10,,,-0.010399904904055344,,,-0.035682579359087925,-0.03746557549229921,-0.006595479498880492,0.04104719230484952
SERPINA1,0.00021364459577339349,-0.027076990615975818,0.014737235431304254,0.1757193771799917,0.06162795728627248,0.03546353289066435,0.020984452919746422,0.036351521111036726,0.02248408832055538
VWF,0.04517730897577998,0.0020227076836075953,0.07396519040999275,-0.06780488739227349,0.054013855029693705,-0.019482547386041525,-0.04408485720169047,0.0317783547701398,-0.06144873427139245
GDNF,-0.008554764111212785,0.013777217030343868,,,-0.023762136036888856,-0.0031484435106388375,,,
VASP,0.07435733554878504,0.02906506404022247,0.012020536759467263,0.02477769192192247,-0.027981274425784946,-0.02624025096362153,-0.0998866117838522,0.035046023370891015,-0.027986193457830936
ADAM15,0.08271135424704763,0.04027640182378054,0.07714914279736523,-0.06354481490843503,0.035491756611514894,-0.04888463513494793,0.0949758625603541,-0.024743200399206428,-0.022407003092287797
WNT2,0.006867516015915721,,,-0.04138929738282809,-0.021706365443490045,0.06651078437880113,,0.09871202895575744,-0.020630293706605084
CALCB,,,,,-0.018997039965077532,0.025227358468441576,,,0.024638855365253644
OLFM2,-0.023867269118217124,-0.04929338965420415,-0.006510134417181324,-0.03935141547319881,-0.019910088624415092,0.021410745803969164,0.035068330333807955,0.008544028185156647,0.0072621998692043695
MFAP2,0.07598946868014785,0.01952878340668474,-0.0029822909687400494,-0.09519244694380634,0.009102737715506634,-0.04729240562632642,,0.07329784659929267,-0.033936726132008856
HLA-C,0.08450223735176676,0.038459821039690555,0.02706005705879054,-0.01074111002303286,0.012785594954603161,0.003378470579744148,0.017495632737761606,0.10515508782727807,0.02797867350002208
THBS1,0.05813404919428263,0.014440020254230562,0.08196960967633687,-0.08972234295320664,-0.051742863060009144,-0.01748230791620606,-0.06145451033670186,0.004077527223651108,0.0173451158323256
HSPA4,0.004516660419618324,-0.004799947842426098,0.029887160860828287,0.03550849580082436,0.06425108677535053,0.005229671500124482,0.044963576869864824,0.03302466306708325,-0.018951857959546424
LMAN1,0.04662040938057779,0.013324520632005786,-0.043845433201873146,-0.03331850745387354,-0.018711681902611833,0.06336486625338367,0.054362339434086915,0.010730822684546672,0.05837792856679361
LYPD3,0.0582279757360675,-0.016437375253880074,-0.013279517005762067,-0.041389343697687625,-0.010904215569542661,0.06973403091380134,,0.03466611318957766,-0.03278520791698852
APOE,0.04054147519983794,-0.06818666238923826,0.013216076665753518,0.06200839421038533,0.008329291864573474,-0.0325965461420052,0.047584482353116096,0.028329442949422443,0.0007295459137146671
SOSTDC1,0.0019795591888646376,,-0.022940646300670484,,0.0005679415849496254,0.051316612097207635,,-0.02527913084365333,0.11233292685895045
ANXA1,0.16138319481593913,0.01372694980877914,0.03759122333727758,0.08678090349465364,0.06485083561031611,0.018613830608565748,-0.07006777304294803,-0.019619650376765677,-0.042808283317339164
WNT2B,0.01934362924905903,0.026196053159003484,0.10871926495931607,-0.023954556273306084,-0.026034478436650906,0.012336315692802705,0.01891517292537916,0.04706210949501421,-0.00951851723862133
AMH,0.05565804510699185,-0.022840437340165446,0.006358903272328942,,0.023299532670675745,-0.03887491000388018,,0.03127302651780618,-0.029014679305228455
GDF10,-0.008579716569015388,,-0.012773352891005207,-0.015653433936161316,-0.026984298349198837,-0.009643512269225272,-0.04400602665874004,0.05146762016005789,-0.009192000338638666
EFNB3,-0.01698440703406812,-0.019506670395070497,0.007300326542617982,-0.07634557428874944,-0.027908393505492363,-0.005644398749751055,0.10520952304496665,0.072170120615582,-0.03350067803200044
LTB,-0.04006750904339049,0.0015318871860032265,-0.016502861539279563,0.10351719356996691,0.01699519655981379,-0.04397251880094105,,0.060459189281135084,-0.03391188395414909
ANGPT2,0.06306348041879861,-0.008013307790249835,0.05983038164147912,-0.09107807368442776,0.06952585496935021,0.019254455735085628,0.07940835499526898,0.016246007538925113,-0.08677895588613439
NRTN,,,,,,-0.018345242111476884,,,
ADAM17,-0.029174626096277655,-0.037129377427404874,0.0010160449623008295,-0.01935890262244923,-0.05089756628480844,0.03832229005175828,-0.033105482132211865,0.03561624681581254,-0.014745935804404453
LRPAP1,0.004225538276613928,0.0364574839725317,-0.01483186963691445,-0.06843056646224062,0.020059687682692808,-0.016050177256896215,-0.05865975349462568,0.03144713341889403,0.022003931433134866
NID1,0.048307729958420774,-0.02392437693196394,0.07795120741214377,-0.16517121512800947,0.030840384558210837,-0.0578966018768061,0.05430979470498722,0.016497180210103626,-0.05327208156470768
MST1,-0.03136934093976942,-0.008660996821031872,-0.015934126281698203,0.10422322614695495,0.05645233445363315,0.004409358588643358,-0.04030139141056253,0.03203263898835396,-0.03330433443363158
IL13,,,,-0.03348940783714515,,,,,
DCN,0.0578807279609199,-0.030319639690388075,-0.010793887629583337,-0.19652838767952976,0.04235138209890779,-0.04625727019575597,0.04146113088755574,0.050774084189172744,-0.07435946578912175
IGFL2,,,-0.011243784223832437,,,,,-0.018030705697182115,
COL7A1,-0.003251783421236582,0.1117249416684467,0.008753859095997933,0.010092998986273184,0.007628988357978722,-0.006723746058423871,-0.032316404793882064,0.04994478802972784,0.0010158855183012682
CALR,0.08038383094513128,-0.0027566858461436205,0.019714669655858854,-0.11866328097998183,0.013408639261611663,-0.02193188012442541,-0.052545475445068414,0.006851723132745903,0.020065305271260662
PIGA,0.022179803912557482,0.05996888480073601,0.019841866630228546,-0.018320647109605456,0.04698847724565883,0.01620264291271791,0.08595290970598733,0.046794131638078176,0.04236350409546256
CD200,-0.06207923589434594,-0.041244755627874705,-0.004555076172989971,-0.01773581914716288,0.057582144440566405,0.033075720759693304,0.06613864103285026,0.08799366687960684,-0.017035773447754886
GRP,0.009599445324873538,,0.013882037215536096,,,0.05504116381175792,,0.06708759253024481,0.05499356860883354
CDH1,-0.01463846106582257,-0.007426964244370813,0.006840130619090697,0.0032487469664988565,0.016677069887569316,0.022142628763604826,-0.05669803816729758,0.00603852759747831,0.01612471068664382
LPL,0.021192942237018782,0.0014351852791699795,0.031812837548373496,-0.05951576654756747,0.026087953845611214,-0.017243775303357134,-0.04039025503313483,0.004297575871253317,0.06424646677710052
SEMA5A,-0.013912358497671268,-0.011073682845389952,-0.019195797933154863,-0.1357063384502564,-0.013994577372733274,0.02988658986518675,0.06989325166130021,0.013178536983922493,0.023279615688001062
SEMA7A,0.05432726934649251,-0.020408272592326082,-0.016718478118580054,-0.034087922896067456,-0.012563379795643799,0.028051013730249735,0.02345872121780325,0.027277677818296996,0.012204320140338485
SEMA4G,-0.034186287865880224,-0.0235740455869877,-0.00241572061301007,0.06288302304879699,-0.03266981992611675,0.010175308046849057,-0.022671120725987898,-0.015583802186362147,0.10175433173864512
SEMA3B,0.035610984628023604,0.023453819746929436,0.0014527214690510026,-0.08051842780325784,-0.00014573340113795073,-0.028038567884729845,0.022151515676944,0.041987062099512834,-0.01859329744599502
RPH3A,-0.029860319267664727,-0.006275034279032663,0.06919286673886284,-0.10139550764928089,0.0663830665076937,-0.01871971711904439,-0.03079433218402968,-0.05328332975299428,-0.03229942711285414
JAG2,0.02490868318309548,-0.0074204462057679815,-0.009651111470878824,-0.034732457978686807,0.026212816593944487,0.0012407105072372335,0.021469897790251154,0.05329626596506852,0.05707497488192761
CGN,0.0016027926068823265,-0.0037376043802145216,-0.032714397223650826,-0.06014755475717805,0.003619033205548616,-0.03165858499264146,-0.04888796529484655,0.039718186470310404,0.07640456866571102
GDF15,0.03980667183445798,0.0001448627372781756,-0.018016289098241035,0.008012965356737746,-0.01083712809158323,0.018673620430476042,-0.037024879698011756,0.0659752448786413,0.03438364985749471
SEMA4F,-0.02409233629262897,-0.004814689694470712,-0.025778773618154945,-0.14801306755169288,0.053317251897132094,0.05746048236548071,-0.05437047169824892,0.0028532839547046234,0.02159974751382891
NXPH1,-0.0356856391604872,-0.03633460012252536,-0.05226824347700524,-0.007103228997120291,0.04468679493363843,0.04113497862151536,0.029280301060509304,0.05282828958069745,0.07091983594376332
ARF1,-0.02684493451716094,-0.01281527531252353,-0.04638928493652387,-0.1611221625913588,0.03717977284590413,-0.021447740069260833,0.18616970325260837,0.021009715738833534,0.008595098251083906
DSC3,-0.017146564168613987,,,,,,,0.014254221987014723,
EBI3,0.04841713545165519,-0.009372676057577418,-0.010202565587903618,-0.00729370801912545,0.010375665411890679,-0.006045474832080433,0.0420380701809358,0.10606662781863803,0.06801268478961198
TIMP1,0.1407671589757334,0.00443634808008692,0.03421988305444198,0.13296903210223004,-0.06421831561842271,-0.01822896580764539,0.10308868351967647,0.018338605927463635,-0.009134269855201507
SEMA3C,0.09220557256910875,-0.034289440470327226,0.04675675110992917,-0.043927977561441046,0.00012813930045362694,0.01344647651868246,-0.09186826266745055,0.02213867916148665,0.004725572247059309
GNRH2,,,,,,,,-0.02401139769618071,
GAS6,0.013101612680504065,0.0018712251273287645,-0.018721029370620187,0.023196406902065262,0.008676052426687288,-0.0018024768767567563,-0.015472745931847491,0.08422871253580433,-0.05149922570736989
MEPE,-0.021780311289337728,-0.00016464638951478358,-0.033472080877253695,,0.10004441265863527,0.0062923290773237465,,-0.016563417152567015,-0.020118217799964273
SERPINE1,0.0831877093417166,0.06270235039164429,0.04437881064412625,0.0018188748306387273,-0.03351490769692661,-0.0033862014392437812,0.013211158643959522,-0.026745524330634214,0.01280968605346554
RSPO2,0.04863333307596516,-0.01857533887240776,0.0019331041943725824,,-0.024470331594600346,-0.041827873942854636,-0.07210380341451332,0.021221930087503893,0.05008721630624117
SHBG,0.009049247467026641,0.0876421847080709,0.009975922926847436,-0.03192676442155027,-0.026221012008920443,-0.002908178549901597,,0.0016627648655979954,-0.04063742202573454
LGALS3BP,0.050240811624577705,-0.016093102907909565,0.04722836356325498,-0.049081845019278765,0.025610771602021697,-0.04144819207376159,-0.054959738690292005,0.049025381219989506,0.026410538148634637
LAMB1,0.09749876868273405,-0.005153526898504377,0.025830203518178316,-0.06228849585594914,0.09263484923490115,-0.0013683493855190657,0.03482359259971182,0.017583762062018875,-0.02939067320797982
SPTBN2,-0.035718325131656285,-0.03191680569966331,0.026326604946663917,0.03207166392965388,0.042426471556750146,0.014412320598751019,0.0598347768481675,0.01044544789216425,-0.011939848570022654
COL1A2,0.06100607895364392,-0.04261663715628554,0.003509858798593465,-0.12281340702391876,0.02643861700229443,-0.039992959733689507,0.04036117204212602,0.0018439053748868465,-0.04353974278375585
DEFB1,,,-0.010017549555029827,,,,,0.05990843367827169,-0.027947163172410413
CEACAM16,,,,-0.039648213216746206,,,,,
SCT,,,-0.009207362521180349,,,,,,
WNT11,-0.02457659500114432,-0.0026096819600618447,,,0.006194926178558169,-0.025034855082490728,,-0.015485207894472846,-0.02509010616493171
LGALS1,0.06566064998407892,0.05652315352346562,0.009680630148020262,0.1710312561241643,-0.03555555023675483,0.02166213833668855,0.010243650645925632,-0.017284896974344426,-0.0015199171524169198
BCAN,-0.08467245508247719,-0.07253292624596173,0.054636249459604096,-0.1572987926395547,0.039672196945725734,-0.004476251335156206,0.046715912691688434,0.00953359083777593,0.035241438676127945
ANOS1,-0.01657181576329221,-0.0847850399929804,0.018081988522588553,0.0036660616363717487,-0.011904333933261253,-0.03901524136494517,0.048160225663445334,0.03823355553965293,0.02292222851838378
EDA,0.020817860561634906,0.09346222439648932,-0.014427030615105797,0.009036714381515272,-0.008441247012800157,-0.0023561757997661516,-0.000978952423817884,0.05544411278652166,-0.020942784727786937
FGF22,-0.025585316632031847,,,,0.037724925414503487,-0.006247146789878726,-0.037465559331660535,-0.03287478526620384,0.009944761997823423
SHANK1,-0.010536389233970355,0.03569050714766113,-0.013477028273079417,,-0.03136520663743481,0.07477928625915957,,0.005095822144369671,0.04244293358984347
NPVF,,,,,-0.01980564154180945,,,,
RAET1G,,,,,,,,0.06430193289826545,-0.02310680102350436
TGFB1,-0.024162284823040187,0.05189281443703068,0.003138849920739681,-0.04627550859295769,0.031943873721256844,-0.017408257480292167,-0.03488613023751931,0.003095316112612681,-0.04050182613983354
MSTN,0.045285196197034396,0.0205128732097977,-0.0012011749660175539,-0.03125252949741429,-0.02242573911588552,0.015187691998348296,,-0.02097870220364691,-0.031245182392017852
WNT4,0.004227596879799314,,0.025066358220996822,,0.021531402758298863,-0.01399146852486145,,0.06509272033901828,0.021858006668512352
TNFSF4,-0.01946539259517947,0.03933984502475747,-0.0006024046213012049,-0.0435229783618479,-0.01203217933482539,0.03722336982643307,,0.10487346146427746,-0.01713868719006436
NTN1,0.005817221577112401,0.02367610454807182,-0.0029178314209715056,-0.008211051504887153,-0.0027018109488781174,0.03254625923594211,0.025765362561307657,0.05472899693731101,0.04013601270555087
CXCL12,0.05443006345280054,-0.03836732015874563,-0.03807054972040124,0.04573071466046388,-0.0399289464371993,-0.007676517574960895,-0.05555900315190054,0.011543286667059461,-0.10759909679542276
GNRH1,0.02728422388822994,-0.03433642051786515,0.033236334085844546,-0.04117601746909475,-0.008920776357813928,-0.02902456417962618,,0.026576977626893806,-0.0160607891075734
FGF8,,,,,0.029089268293124613,-0.037118234831242755,,,
RIMS1,0.03144789151994981,-0.0133532534689712,-0.005026334130983928,,0.010257333680077352,0.03961394460152768,0.06402196275542227,0.07259032962292146,0.009811858255810824
FGF14,-0.012333826791503365,-0.020062150172722025,-0.021927347357616003,-0.04497980237408031,0.06663093145613706,-0.001540129091033084,-0.026618936183591513,0.07909351381682686,0.062100379377344826
IGF1,0.014425162083253984,0.09216673592528053,-0.02397047086679856,-0.07606678631655583,0.07444694422298523,-0.0074507558965031615,0.024852179395314696,0.01070187326510299,0.0005870443216054149
TNFSF10,0.026987674343624462,-0.02702317881597692,0.0240648997851303,-0.02756994061077765,0.05848881687434877,-0.0039195575411305,0.06233736119880804,0.0627347523973476,-0.06370170191964093
GDF5,-0.02538651384060495,,,,0.062346585838449646,-0.015403585801009097,,0.06016742200504476,0.04763787761680818
CHAD,,,,,0.07578740242335176,0.010669240069146666,0.02202421689065748,,
RGMA,-0.04392170974913222,-0.02678340796829561,0.008476545250605406,-0.09621577705826403,-0.019761720036226782,-0.008449179104922513,0.10807698642402788,0.026898959169568415,0.03724866685995826
WNT16,-0.05290741192165517,-0.008488083187899061,-0.015838267515071898,,,-0.0183452396900922,,0.074596927044758,-0.03508829049687042
CX3CL1,0.017227135490998004,-0.006214004416733876,0.03456265351372027,-0.11241519805464537,0.03822388330433885,0.015025573933003267,0.04932353270969457,0.0952995824688627,-0.03723162660729464
FGF1,0.04764935937634163,0.0024291786575327706,-0.007678293792129932,-0.16459560803460338,-0.00043567607769086825,0.001568885862271953,0.045411521358976845,0.009065177915307508,-0.02595873778675465
ALOX5AP,0.11321807386316599,0.0356680869337036,0.029452850546407276,0.13564244900242692,0.042463695487911256,-0.04541660681443712,-0.011408306539263845,0.021472413660788222,0.039449432262636856
IL1RN,0.055831205181612116,0.02049857950353601,-0.002910788880795258,0.23605541621671527,-0.025276401814747485,0.08933582161794511,0.048374350645840614,-0.006170029829753882,-0.05429814769860071
PCSK9,,,,,0.15374421023953427,-0.017806920912734284,,,
NPW,,-0.020809051494000252,-0.012773354094829612,0.11547105610127273,-0.01929380804622006,0.05941449839385794,,0.11828034869524191,-0.02514058373547205
CXCL9,0.09840788472985713,0.029433993827032753,0.04662616572670283,,,,,0.016708853085297994,-0.04066361985073597
ANGPTL4,0.05730672664948817,0.042784297051202916,0.008647967611423703,0.07902298510187063,-0.053541835939397056,0.04895143842708717,-0.04804958795635708,0.018425542050580095,0.05972410027534119
UCN2,,-0.014428872846301689,-0.01442703150486023,-0.03691285610246478,-0.029871536048188187,0.01612210621392675,,,
OBP2A,,,,-0.06338999965492888,,,,0.04060264457824604,
COL4A3,-0.03327435121636091,-0.00011303455664463992,-0.01866289549689137,,,-0.015292650160741224,,-0.0192010638424153,0.06471596583470605
NRG3,-0.011566247816876847,-0.03320540991009823,-0.02408741412294182,,0.06180939918672398,0.01590236526455553,0.030933421771088744,0.08457654362202789,0.024559301223362376
IL23A,-0.01385961194564772,0.016085753487678947,,-0.04008916839091637,-0.017275702756130693,,,0.03551048680726981,0.06369439239971915
COLQ,-0.05169360095571627,0.03670534697135424,0.045799568895077025,-0.002924428838774263,0.008394630793581277,0.05940399984173568,,0.07824602971532937,0.024837000739228714
SCGB1A1,,,,,,-0.020602717927816507,,,
TNFSF12,-0.0006172674713695516,-0.03990487988723742,-0.002115903546372527,-0.0077830110651444075,0.030791944635714854,0.013359045972013555,-0.01462751314865769,0.05584611077261284,-0.056849093878207864
DKK2,0.14529523243290215,-0.01464159244874997,0.004216024917580342,,-0.020392767683668826,-0.023714633731195343,-0.046984902560145286,0.09240480050376891,-0.03917004890332723
